Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Months Code,Months,Unit,Year,Value,Flag
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1988,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1988,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1989,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1989,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1990,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1990,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1991,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1991,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1992,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1992,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1993,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1993,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1994,38.818463,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1994,38.8572737008598,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1995,36.5671446236559,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1995,34.63,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1996,47.5,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1996,47.5,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1997,47.5,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1997,47.5,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1998,47.5,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1998,47.5,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1999,46.619531077188896,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1999,41.6195,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2000,47.3575747311828,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2000,46.7958,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2001,47.500014516129,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2001,47.5048,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2002,47.263,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2002,47.263,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2003,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2003,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2004,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2004,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2005,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2005,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2006,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2006,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2007,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2007,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2008,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2008,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2009,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2009,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2010,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2010,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2011,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2011,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2012,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2012,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2013,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2013,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2014,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2014,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2015,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2015,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2016,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2016,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2017,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2017,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2018,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2018,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2019,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2019,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2020,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2020,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2021,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2021,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2022,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2022,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2023,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2023,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,2024,,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,2024,,
