Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Months Code,Months,Unit,Year,Value,Flag
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1970,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1970,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1971,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1971,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1972,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1972,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1973,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1973,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1974,38.3787089832034,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1974,38.6922615476905,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1975,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1975,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1976,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1976,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1977,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1977,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1978,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1978,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1979,33.8461643196361,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1979,34.9296307738452,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1980,34.3694584015197,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1980,33.3383920385923,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1981,38.5616585156635,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1981,36.9012143775245,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1982,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1982,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1983,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1983,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1984,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1984,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1985,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1985,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1986,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1986,39.276429270146,X
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7021,Annual,AFA,1987,39.276429270146,
2,'004,Afghanistan,LCU,Local currency units per USD,AFA,Afghani,7001,January,AFA,1987,39.276429270146,
