"observationPeriods","Units","MinDate","StatVar","NumPlaces","ScalingFactors","MeasurementMethods"
"[]","[]","1963","Count_Household_Rural","22","[]","[]"
"[]","[]","1963","Count_Household_Urban","22","[]","[]"
"[]","[]","1963","Count_Household","22","[]","[]"
