"NumPlaces","ScalingFactors","Units","StatVar","MeasurementMethods","MinDate","observationPeriods"
"10","[]","[MetricTon]","AnnualChange_Stocks_Fuel_BrownCoalBriquettes","[]","2020","[P1Y]"
"12","[]","[Terajoule]","Annual_Generation_Energy_HeatPump_MainActivityProducer","[]","2020","[P1Y]"
"25","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_DieselOil_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"82","[]","[KilowattHour]","Annual_Consumption_Electricity_TextileAndLeatherIndustry","[, UNStatsEstimate]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_LiquifiedPetroleumGas_FuelTransformation","[]","2020","[P1Y]"
"22","[]","[KilowattHour]","Annual_Generation_Electricity_Geothermal_MainActivityProducerElectricityPowerPlants","[]","2020","[P1Y]"
"119","[]","[KilowattHour]","Annual_Generation_Electricity_NaturalGas_ThermalElectricity","[, UNStatsEstimate]","2020","[P1Y]"
"52","[]","[MetricTon]","Annual_Consumption_Fuel_OilRefineries_RefineryFeedstocks_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"36","[]","[MetricTon]","Annual_Consumption_Fuel_OtherManufacturingIndustry_AnthraciteCoal","[, UNStatsEstimate]","2020","[P1Y]"
"18","[]","[MetricTon]","Annual_Consumption_Fuel_RefineryGas","[]","2020","[P1Y]"
"62","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_OtherBituminousCoal","[, UNStatsEstimate]","2020","[P1Y]"
"30","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerElectricityPowerPlants_BrownCoal_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"54","[]","[MetricTon]","AnnualChange_Stocks_Fuel_OtherBituminousCoal","[, UNStatsEstimate]","2020","[P1Y]"
"145","[]","[MetricTon]","Annual_Consumption_Fuel_BituminousCoal_NonEnergyUse","[, UNStatsEstimate]","2020","[P1Y]"
"18","[]","[MetricTon]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_OtherOilProducts","[]","2020","[P1Y]"
"15","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_SubbituminousCoal_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_CoalMines_PetroleumCoke_EnergyIndustryOwnUse","[]","2021","[P1Y]"
"31","[]","[KilowattHour]","Annual_Generation_Electricity_Nuclear_MainActivityProducer","[, UNStatsEstimate]","2020","[P1Y]"
"15","[]","[Terajoule]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_BlastFurnaceGas_FuelTransformation","[]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_FuelTransformationIndustry_WhiteSpirit_FuelTransformation","[]","2020","[P1Y]"
"24","[]","[MetricTon]","Annual_Consumption_Fuel_PaperPulpPrintIndustry_OtherBituminousCoal","[]","2020","[P1Y]"
"31","[]","[MetricTon]","Annual_Consumption_Fuel_Households_MotorGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_CokeOvens_CokeOvenCoke_FuelTransformation","[]","2020","[P1Y]"
"6","[]","[KilowattHour]","Annual_Generation_Electricity_CoalProducts_ThermalElectricity","[]","2020","[P1Y]"
"36","[]","[CubicMeter]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_Fuelwood","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Loss_Fuel_MunicipalWaste","[]","2020","[P1Y]"
"7","[]","[MetricTon]","Annual_Consumption_Fuel_EnergyIndustry_Naphtha_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"5","[]","[Terajoule]","Annual_Consumption_Energy_MachineryIndustry_SolarThermal","[]","2020","[P1Y]"
"8","[]","[Terajoule]","Annual_Generation_Energy_OtherFuel_MainActivityProducer","[]","2020","[P1Y]"
"18","[]","[MetricTon]","Annual_Consumption_Fuel_IronSteel_PetroleumCoke","[]","2020","[P1Y]"
"33","[]","[MetricTon]","Annual_Generation_Fuel_OtherHydrocarbons","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_IronSteel_Ethane","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_TransportEquipmentIndustry_Lubricants","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerHeatPowerPlants_PetroleumCoke_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_IronSteel_Peat","[]","2020","[P1Y]"
"166","[]","[MetricTon]","Annual_Consumption_Fuel_FuelOil","[, UNStatsEstimate]","2020","[P1Y]"
"19","[]","[MetricTon]","AnnualChange_Stocks_Fuel_NaturalGasLiquids","[, UNStatsEstimate]","2020","[P1Y]"
"11","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_LigniteCoal_FuelTransformation","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_ProductReclassification_Fuel_Ethane","[]","2020","[P1Y]"
"6","[]","[Terajoule]","Annual_Imports_Fuel_VegetalWaste","[, UNStatsEstimate]","2020","[P1Y]"
"13","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_OtherLiquidBiofuels_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_OilRefineries_IndustrialWaste_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_OilShale_FuelTransformation","[]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_TransportEquipmentIndustry_WhiteSpirit","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OilRefineries_Ethane_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"71","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_HardCoal","[, UNStatsEstimate]","2020","[P1Y]"
"29","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_BioGas_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_Charcoal","[]","2020","[P1Y]"
"16","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_Kerosene","[, UNStatsEstimate]","2020","[P1Y]"
"119","[]","[MetricTon]","Annual_Consumption_Fuel_OtherManufacturingIndustry_LiquifiedPetroleumGas","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Receipts_Fuel_KeroseneJetFuel","[]","2021","[P1Y]"
"15","[]","[Terajoule]","Annual_Consumption_Fuel_OtherSector_MunicipalWaste","[]","2020","[P1Y]"
"70","[]","[CubicMeter]","Annual_Consumption_Fuel_OtherIndustry_Fuelwood","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_AnthraciteCoal_FuelTransformation","[]","2020","[P1Y]"
"44","[]","[Terajoule]","Annual_Consumption_Energy_CommerceAndPublicServices_Heat","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_CoalTar","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_Industry_HardCoal_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"73","[]","[MetricTon]","Annual_Imports_Fuel_PetroleumCoke","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_CokeOvens_OtherBituminousCoal_FuelTransformation","[]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_RailTransport_FuelOil","[, UNStatsEstimate]","2020","[P1Y]"
"89","[]","[CubicMeter]","Annual_Consumption_Fuel_OtherManufacturingIndustry_Fuelwood","[, UNStatsEstimate]","2020","[P1Y]"
"15","[]","[Terajoule]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_MunicipalWaste","[]","2020","[P1Y]"
"7","[]","[CubicMeter]","Annual_Consumption_Fuel_ElectricityGeneration_Fuelwood_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"221","[]","[KilowattHour]","Annual_Consumption_Electricity_OtherSector","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Exports_Fuel_Bagasse","[]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_TransportIndustry_BrownCoal","[]","2020","[P1Y]"
"13","[]","[MetricTon]","Annual_Consumption_Fuel_TextileAndLeatherIndustry_BrownCoal","[]","2020","[P1Y]"
"5","[]","[Terajoule]","Annual_Consumption_Energy_AutoProducerHeatPowerPlants_Geothermal_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_BlastFurnaces_LiquifiedPetroleumGas_EnergyIndustryOwnUse","[]","2022","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_Kerosene_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"30","[]","[CubicMeter]","Annual_Consumption_Fuel_TextileAndLeatherIndustry_Fuelwood","[, UNStatsEstimate]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_OtherIndustry_PatentFuel","[, UNStatsEstimate]","2020","[P1Y]"
"71","[]","[KilowattHour]","Annual_Consumption_Electricity_RailTransport","[, UNStatsEstimate]","2020","[P1Y]"
"18","[]","[Terajoule]","Annual_Consumption_Energy_ElectricityGeneration_SolarThermal_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"23","[]","[Terajoule]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_IndustrialWaste","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_FoodAndTobaccoIndustry_CokeOvenGas","[]","2020","[P1Y]"
"35","[]","[MetricTon]","Annual_ProductReclassification_Fuel_MotorGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"138","[]","[KilowattHour]","Annual_Generation_Electricity_CombustibleFuel_AutoProducerElectricityPowerPlants","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_PetroleumCoke_FuelTransformation","[]","2020","[P1Y]"
"146","[]","[MetricTon]","Annual_Consumption_Fuel_KeroseneJetFuel","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_MachineryIndustry_PetroleumCoke","[]","2020","[P1Y]"
"11","[]","[KilowattHour]","Annual_Consumption_Electricity_HeatPumps_FuelTransformation","[]","2020","[P1Y]"
"8","[]","[MetricTon]","Annual_Consumption_Fuel_UnspecifiedSector_BrownCoal","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_CoalMines_BlastFurnaceGas_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"220","[]","[Megawatt]","Annual_Capacity_Electricity_CombustibleFuel_MainActivityProducerElectricityPowerPlants","[, UNStatsEstimate]","2020","[P1Y]"
"16","[]","[Terajoule]","Annual_Consumption_Fuel_Agriculture_VegetalWaste","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Loss_Fuel_PetroleumCoke","[]","2020","[P1Y]"
"79","[]","[MetricTon]","Annual_Consumption_Fuel_OtherBituminousCoal","[, UNStatsEstimate]","2020","[P1Y]"
"15","[]","[Terajoule]","Annual_Consumption_Fuel_OtherSector_IndustrialWaste","[]","2020","[P1Y]"
"14","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerElectricityPowerPlants_VegetalWaste_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_CokeOvenGas_NonEnergyUse","[]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_MiningAndQuarryingIndustry_GasworksGas","[]","2020","[P1Y]"
"17","[]","[KilowattHour]","Annual_Consumption_Electricity_ElectricBoilers_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_GasWorks_DieselOil_FuelTransformation","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_FoodAndTobaccoIndustry_BioGasoline","[]","2020","[P1Y]"
"70","[]","[Terajoule]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_NaturalGas","[, UNStatsEstimate]","2020","[P1Y]"
"9","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerHeatPowerPlants_MunicipalWaste_FuelTransformation","[]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerHeatPowerPlants_Peat_FuelTransformation","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_CoalTar_FuelTransformation","[]","2020","[P1Y]"
"4","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_VegetalWaste_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"37","[]","[Terajoule]","Annual_Consumption_Fuel_OtherManufacturingIndustry_BioGas","[]","2020","[P1Y]"
"62","[]","[MetricTon]","Annual_Consumption_Fuel_Manufacturing_CokeOvenCoke","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_OilRefineries_WhiteSpirit_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"7","[]","[MetricTon]","Annual_Consumption_Fuel_OtherTransport_Kerosene","[]","2020","[P1Y]"
"25","[]","[Terajoule]","Annual_Consumption_Energy_UnspecifiedSector_Heat","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Receipts_Fuel_OtherOilProducts","[UNStatsEstimate]","2020","[P1Y]"
"19","[]","[MetricTon]","Annual_Consumption_Fuel_Agriculture_BrownCoal","[]","2020","[P1Y]"
"10","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_MotorGasoline_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[Terajoule]","Annual_Consumption_Fuel_IronSteel_GasworksGas","[, UNStatsEstimate]","2020","[P1Y]"
"161","[]","[MetricTon]","Annual_Consumption_Fuel_Lubricants_NonEnergyUse","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Loss_Fuel_WhiteSpirit","[]","2020","[P1Y]"
"12","[]","[MetricTon]","Annual_Consumption_Fuel_ConstructionIndustry_OtherOilProducts","[, UNStatsEstimate]","2020","[P1Y]"
"21","[]","[MetricTon]","Annual_Generation_Fuel_BrownCoalBriquettes","[, UNStatsEstimate]","2020","[P1Y]"
"13","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerElectricityPowerPlants_RefineryGas_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"32","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerHeatPowerPlants_NaturalGas_FuelTransformation","[]","2020","[P1Y]"
"45","[]","[Terajoule]","Annual_Generation_Energy_CombustibleFuel_MainActivityProducerCombinedHeatPowerPlants","[, UNStatsEstimate]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_FoodAndTobaccoIndustry_PetroleumCoke","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Loss_Fuel_AviationGasoline","[]","2021","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_UnspecifiedSector_WhiteSpirit","[]","2021","[P1Y]"
"7","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_BlastFurnaceGas_FuelTransformation","[]","2020","[P1Y]"
"24","[]","[MetricTon]","Annual_Consumption_Fuel_FoodAndTobaccoIndustry_CokeOvenCoke","[]","2020","[P1Y]"
"21","[]","[MetricTon]","Annual_Consumption_Fuel_Households_LigniteCoal","[]","2020","[P1Y]"
"8","[]","[Terajoule]","Annual_Consumption_Fuel_EnergyIndustry_BioGas_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"8","[]","[MetricTon]","Annual_Consumption_Fuel_CommerceAndPublicServices_BioGasoline","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Energy_ChemicalPetrochemicalIndustry_Geothermal","[]","2020","[P1Y]"
"15","[]","[MetricTon]","Annual_Consumption_Fuel_FuelTransformationIndustry_SubbituminousCoal_FuelTransformation","[]","2020","[P1Y]"
"3","[]","[Terajoule]","Annual_Consumption_Fuel_DomesticNavigationTransport_NaturalGas","[]","2020","[P1Y]"
"11","[]","[MetricTon]","Annual_Consumption_Fuel_OtherManufacturingIndustry_CokingCoal","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_NaturalGasLiquids","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_MachineryIndustry_KeroseneJetFuel","[]","2020","[P1Y]"
"22","[]","[MetricTon]","AnnualChange_Stocks_Fuel_ParaffinWaxes","[]","2020","[P1Y]"
"4","[]","[Terajoule]","Annual_Loss_Fuel_VegetalWaste","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OilGasExtraction_BioDiesel_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"179","[]","[MetricTon]","Annual_Generation_Fuel_Charcoal","[, UNStatsEstimate]","2020","[P1Y]"
"17","[]","[CubicMeter]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_Fuelwood","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_OtherIndustry_BlastFurnaceGas","[]","2020","[P1Y]"
"7","[]","[MetricTon]","Annual_Consumption_Fuel_OilGasExtraction_FuelOil_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"7","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerHeatPowerPlants_CokeOvenGas_FuelTransformation","[]","2020","[P1Y]"
"10","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_Peat_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"13","[]","[MetricTon]","Annual_Consumption_Fuel_MiningAndQuarryingIndustry_CokeOvenCoke","[, UNStatsEstimate]","2020","[P1Y]"
"186","[]","[MetricTon]","Annual_Imports_Fuel_LiquifiedPetroleumGas","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_Industry_Charcoal_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Exports_Fuel_CoalProducts","[]","2023","[P1Y]"
"23","[]","[Terajoule]","Annual_Consumption_Energy_MiningAndQuarryingIndustry_Heat","[]","2020","[P1Y]"
"34","[]","[MetricTon]","Annual_Consumption_Fuel_OtherSector_BrownCoal","[, UNStatsEstimate]","2020","[P1Y]"
"126","[]","[Terajoule]","Annual_Generation_Fuel_NaturalGas","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_Lubricants","[]","2020","[P1Y]"
"149","[]","[MetricTon]","Annual_Consumption_Fuel_Manufacturing_FuelOil","[, UNStatsEstimate]","2020","[P1Y]"
"14","[]","[MetricTon]","Annual_Consumption_Fuel_ConstructionIndustry_BrownCoal","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_EnergyIndustry_AnthraciteCoal_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"45","[]","[Terajoule]","Annual_Consumption_Fuel_WoodAndWoodProductsIndustry_NaturalGas","[]","2020","[P1Y]"
"18","[]","[CubicMeter]","Annual_Consumption_Fuel_AutoProducerHeatPowerPlants_Fuelwood_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_PipelineTransport_LiquifiedPetroleumGas","[]","2020","[P1Y]"
"99","[]","[MetricTon]","Annual_Generation_Fuel_MotorGasoline_Refinery","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_ConstructionIndustry_CokingCoal","[]","2021","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_DomesticAviationTransport_BioJetKerosene","[]","2021","[P1Y]"
"13","[]","[MetricTon]","Annual_ProductReclassification_Fuel_WhiteSpirit","[, UNStatsEstimate]","2020","[P1Y]"
"8","[]","[MetricTon]","Annual_Consumption_Fuel_TextileAndLeatherIndustry_BioDiesel","[]","2020","[P1Y]"
"39","[]","[Terajoule]","Annual_Consumption_Fuel_FuelTransformationIndustry_MunicipalWaste_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"5","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_OtherRecoveredGases_FuelTransformation","[]","2020","[P1Y]"
"18","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_OtherBituminousCoal_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_Industry_MunicipalWaste_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_MiningAndQuarryingIndustry_BituminousCoal","[]","2020","[P1Y]"
"213","[]","[MetricTon]","Annual_Consumption_Fuel_TransportIndustry_DieselOil","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_BlastFurnaceGas","[]","2020","[P1Y]"
"147","[]","[MetricTon]","Annual_Consumption_Fuel_BituminousCoal","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_CokeOvens_IndustrialWaste_FuelTransformation","[]","2020","[P1Y]"
"42","[]","[Terajoule]","Annual_Consumption_Fuel_AutoProducerElectricityPowerPlants_BioGas_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"57","[]","[MetricTon]","Annual_Generation_Fuel_BioGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_CokeOvens_CoalTar_FuelTransformation","[]","2020","[P1Y]"
"24","[]","[Megawatt]","Annual_Capacity_Electricity_Geothermal_MainActivityProducerElectricityPowerPlants","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OtherSector_BituminousCoal","[]","2021","[P1Y]"
"22","[]","[MetricTon]","Annual_Consumption_Fuel_TransportEquipmentIndustry_FuelOil","[]","2020","[P1Y]"
"34","[]","[MetricTon]","Annual_ProductReclassification_Fuel_Naphtha","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_RoadTransport_OtherOilProducts","[]","2020","[P1Y]"
"53","[]","[MetricTon]","Annual_Consumption_Fuel_WhiteSpirit_NonEnergyUse","[, UNStatsEstimate]","2020","[P1Y]"
"7","[]","[MetricTon]","Annual_Consumption_Fuel_InternationalMarineBunkers_OtherOilProducts","[]","2021","[P1Y]"
"13","[]","[MetricTon]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_RefineryGas","[]","2020","[P1Y]"
"53","[]","[MetricTon]","Annual_Consumption_Fuel_ConstructionIndustry_LiquifiedPetroleumGas","[, UNStatsEstimate]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerElectricityPowerPlants_PetroleumCoke_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_OtherSector_PetroleumCoke","[]","2020","[P1Y]"
"25","[]","[MetricTon]","Annual_Consumption_Fuel_IronSteel_AnthraciteCoal","[]","2020","[P1Y]"
"8","[]","[MetricTon]","Annual_Consumption_Fuel_UnspecifiedSector_OtherBituminousCoal","[]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_Agriculture_Charcoal","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[MetricTon]","AnnualChange_Stocks_Fuel_PatentFuel","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_TransportIndustry_WhiteSpirit","[]","2020","[P1Y]"
"7","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerElectricityPowerPlants_OtherOilProducts_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_InternationalAviationBunkers_MotorGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"38","[]","[MetricTon]","Annual_Consumption_Fuel_TransportEquipmentIndustry_LiquifiedPetroleumGas","[]","2020","[P1Y]"
"14","[]","[MetricTon]","Annual_Consumption_Fuel_UnspecifiedSector_BioDiesel","[]","2020","[P1Y]"
"24","[]","[MetricTon]","Annual_Consumption_Fuel_TextileAndLeatherIndustry_HardCoal","[]","2020","[P1Y]"
"7","[]","[KilowattHour]","Annual_Generation_Electricity_ChemicalHeat_AutoProducerCombinedHeatPowerPlants","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OtherSector_Naphtha","[]","2022","[P1Y]"
"12","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerHeatPowerPlants_LiquifiedPetroleumGas_FuelTransformation","[]","2020","[P1Y]"
"120","[]","[Terajoule]","Annual_Consumption_Fuel_FuelTransformationIndustry_NaturalGas_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_DomesticNavigationTransport_LiquifiedPetroleumGas","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Generation_Fuel_GasCoke","[, UNStatsEstimate]","2020","[P1Y]"
"6","[]","[Terajoule]","Annual_Consumption_Fuel_OtherSector_GasworksGas","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_BioGas","[]","2021","[P1Y]"
"12","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerHeatPowerPlants_FuelOil_FuelTransformation","[]","2020","[P1Y]"
"76","[]","[MetricTon]","Annual_Consumption_Fuel_OtherManufacturingIndustry_MotorGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"86","[]","[Terajoule]","Annual_Consumption_Fuel_EnergyIndustry_NaturalGas_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"30","[]","[MetricTon]","AnnualChange_Stocks_Fuel_WhiteSpirit","[]","2020","[P1Y]"
"52","[]","[MetricTon]","Annual_Generation_Fuel_BioDiesel","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_ProductReclassification_Fuel_OtherLiquidBiofuels","[]","2020","[P1Y]"
"28","[]","[MetricTon]","Annual_Consumption_Fuel_OilGasExtraction_DieselOil_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerHeatPowerPlants_CokingCoal_FuelTransformation","[]","2020","[P1Y]"
"12","[]","[MetricTon]","Annual_Consumption_Fuel_FuelTransformationIndustry_BioDiesel_FuelTransformation","[]","2020","[P1Y]"
