IND_ID,INDICATOR_NAME,YEAR,COUNTRY,iso3,DISAGGR_1,VALUE
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2015,Afghanistan,AFG,0-4 years,46.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2016,Afghanistan,AFG,0-4 years,64.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2017,Afghanistan,AFG,0-4 years,97.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2018,Afghanistan,AFG,0-4 years,85.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Afghanistan,AFG,0-4 years,82.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Afghanistan,AFG,0-4 years,85.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Afghanistan,AFG,0-4 years,86.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Afghanistan,AFG,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Afghanistan,AFG,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Afghanistan,AFG,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2015,Albania,ALB,0-4 years,9.5
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2016,Albania,ALB,0-4 years,9.7
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2017,Albania,ALB,0-4 years,58.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2018,Albania,ALB,0-4 years,70.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Albania,ALB,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Albania,ALB,0-4 years,31.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Albania,ALB,0-4 years,13.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Albania,ALB,0-4 years,25.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Albania,ALB,0-4 years,68.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Albania,ALB,0-4 years,64.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Algeria,DZA,0-4 years,72.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Algeria,DZA,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Algeria,DZA,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Armenia,ARM,0-4 years,82.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Armenia,ARM,0-4 years,53.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Armenia,ARM,0-4 years,38.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Armenia,ARM,0-4 years,41.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Armenia,ARM,0-4 years,53.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Armenia,ARM,0-4 years,47.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Australia,AUS,0-4 years,74.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Australia,AUS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Australia,AUS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Australia,AUS,0-4 years,35.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Australia,AUS,0-4 years,40.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Australia,AUS,0-4 years,43.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2015,Azerbaijan,AZE,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2016,Azerbaijan,AZE,0-4 years,90.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2017,Azerbaijan,AZE,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2018,Azerbaijan,AZE,0-4 years,94.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Azerbaijan,AZE,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Azerbaijan,AZE,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Azerbaijan,AZE,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Azerbaijan,AZE,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Azerbaijan,AZE,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Azerbaijan,AZE,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2015,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2016,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2017,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2018,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Bahamas,BHS,0-4 years,0.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Bahamas,BHS,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2016,Bahrain,BHR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2017,Bahrain,BHR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2018,Bahrain,BHR,0-4 years,13.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Bahrain,BHR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Bahrain,BHR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Bahrain,BHR,0-4 years,9.2
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Bahrain,BHR,0-4 years,45.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Bahrain,BHR,0-4 years,48.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Bahrain,BHR,0-4 years,42.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2015,Bangladesh,BGD,0-4 years,23.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2016,Bangladesh,BGD,0-4 years,18.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2017,Bangladesh,BGD,0-4 years,22.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2018,Bangladesh,BGD,0-4 years,43.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Bangladesh,BGD,0-4 years,49.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Bangladesh,BGD,0-4 years,47.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Bangladesh,BGD,0-4 years,36.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Bangladesh,BGD,0-4 years,25.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Bangladesh,BGD,0-4 years,11.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Bangladesh,BGD,0-4 years,8.1
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2015,Belarus,BLR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2016,Belarus,BLR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2017,Belarus,BLR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Belarus,BLR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2020,Belarus,BLR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Belarus,BLR,0-4 years,85.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2022,Belarus,BLR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2023,Belarus,BLR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2024,Belarus,BLR,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2016,Belize,BLZ,0-4 years,0.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2017,Belize,BLZ,0-4 years,15.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2018,Belize,BLZ,0-4 years,100.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2019,Belize,BLZ,0-4 years,0.0
45274BDF5556F8,Percentage of household contacts (or all close contacts) of all ages who were started on TB preventive treatment out of those eligible,2021,Belize,BLZ,0-4 years,100.0
