observationDate,observationAbout,value,variableMeasured
2022,dcid:country/BRN,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BRN,0.0,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BRN,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BGR,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BFA,22,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BFA,21,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/VEN,94,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/VEN,96,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/VEN,47,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/VEN,55,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/VEN,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/VEN,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/VEN,100,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/VNM,12,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/VNM,20,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/VNM,27,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/VNM,24,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/VNM,22,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/VNM,5.7,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/VNM,14,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/VNM,8.1,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/VNM,5,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/VNM,4.8,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/YEM,5,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/ZMB,3.4,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/ZMB,4.9,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ZMB,14,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ZMB,29,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ZMB,36,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ZMB,34,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ZMB,50,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ZMB,39,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/ZWE,31,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/ZWE,68,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/ZWE,24,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/ZWE,30,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ZWE,47,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ZWE,42,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ZWE,51,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ZWE,37,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ZWE,34,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ZWE,8.2,dcid:Count_Person_Years0To4_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/AFG,8.7,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/AFG,12,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/AFG,35,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/AFG,16,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/AFG,15,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/AFG,15,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/AFG,15,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/AFG,19,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/AFG,19,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/AFG,18,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/ALB,0.23,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/ALB,0.23,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/ALB,5.9,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/ALB,10,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ALB,11,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ALB,5.5,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ALB,3.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ALB,5.3,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ALB,8.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ALB,15,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/DZA,2.6,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/DZA,5.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/DZA,7.6,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/ARM,7.3,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/ARM,4.6,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/ARM,3.2,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/ARM,3.4,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/ARM,4.3,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/ARM,3.7,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/AUS,6.2,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/AUS,17,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/AUS,15,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/AUS,8.4,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/AUS,5.5,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/AUS,8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/AZE,3.9,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/AZE,2.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/AZE,25,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/AZE,48,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/AZE,64,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/AZE,58,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/AZE,53,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/AZE,55,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/AZE,75,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/AZE,35,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BHS,15,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BHS,18,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BHS,48,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BHS,96,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BHS,100,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BHS,8.6,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BHS,60,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BHS,56,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BHS,30,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BHS,62,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BHR,4.5,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BHR,13,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BHR,16,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BHR,26,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BHR,22,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BHR,22,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BHR,6.9,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BHR,13,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BHR,18,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BGD,2.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BGD,2.2,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BGD,2.6,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BGD,5.1,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BGD,6.2,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BGD,5.7,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BGD,6.3,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BGD,35,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BGD,32,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BGD,32,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BLR,16,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BLR,58,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BLR,52,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BLR,5.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BLR,4.5,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BLR,3.2,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BLR,5.8,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BLR,5.9,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BLR,6.1,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BLZ,0.0,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BLZ,19,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BLZ,27,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BLZ,35,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BLZ,17,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2015,dcid:country/BEN,8.7,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BEN,11,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BEN,12,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BEN,16,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BEN,19,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BEN,16,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BEN,14,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2022,dcid:country/BEN,13,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BEN,14,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2024,dcid:country/BEN,13,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BMU,0.0,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2017,dcid:country/BMU,100,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BMU,0.0,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2019,dcid:country/BMU,0.0,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2020,dcid:country/BMU,0.0,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2021,dcid:country/BMU,44,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2023,dcid:country/BMU,0.0,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2016,dcid:country/BTN,0.68,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
2018,dcid:country/BTN,3.1,dcid:Count_Person_ConditionTuberculosis_StartedOnTBPreventiveTreatment_AsAFractionOf_Count_Person_Tuberculosis_EligibleForPreventiveTreatment
