Date,GeoId,Count_Person_PerArea
1990,country/AUT,93.0
1990,nuts/AT1,140.1
1990,nuts/AT11,72.6
1990,nuts/AT111,55.4
1990,nuts/AT112,83.7
1990,nuts/AT113,68.8
1990,nuts/AT12,77.3
1990,nuts/AT121,69.3
1990,nuts/AT122,70.3
1990,nuts/AT123,112.2
1990,nuts/AT124,49.1
1990,nuts/AT125,50.9
1990,nuts/AT126,92.7
1990,nuts/AT127,187.0
1990,nuts/AT13,3747.1
1990,nuts/AT130,3747.1
1990,nuts/AT2,67.0
1990,nuts/AT21,58.3
1990,nuts/AT211,132.1
1990,nuts/AT212,31.8
1990,nuts/AT213,47.5
1990,nuts/AT22,72.0
1990,nuts/AT221,288.4
1990,nuts/AT222,24.8
1990,nuts/AT223,57.1
1990,nuts/AT224,78.0
1990,nuts/AT225,83.9
1990,nuts/AT226,36.5
1990,nuts/AT3,80.6
1990,nuts/AT31,111.2
1990,nuts/AT311,92.5
1990,nuts/AT312,296.2
1990,nuts/AT313,71.2
1990,nuts/AT314,64.4
1990,nuts/AT315,88.4
1990,nuts/AT32,67.5
1990,nuts/AT321,20.2
1990,nuts/AT322,33.8
1990,nuts/AT323,183.6
1990,nuts/AT33,49.6
1990,nuts/AT331,23.7
1990,nuts/AT332,123.1
1990,nuts/AT333,23.8
1990,nuts/AT334,25.9
1990,nuts/AT335,51.8
1990,nuts/AT34,128.9
1990,nuts/AT341,43.6
1990,nuts/AT342,362.2
1990,country/BEL,328.7
1990,nuts/BE1,5977.4
1990,nuts/BE10,5977.4
1990,nuts/BE100,5977.4
1990,nuts/BE2,430.5
1990,nuts/BE21,573.4
1990,nuts/BE211,968.9
1990,nuts/BE212,591.9
1990,nuts/BE213,284.7
1990,nuts/BE22,312.3
1990,nuts/BE221,408.9
1990,nuts/BE222,230.2
1990,nuts/BE223,289.3
1990,nuts/BE23,452.7
1990,nuts/BE231,551.0
1990,nuts/BE232,544.7
1990,nuts/BE233,237.4
1990,nuts/BE234,520.8
1990,nuts/BE235,268.3
1990,nuts/BE236,470.1
1990,nuts/BE24,460.5
1990,nuts/BE241,570.1
1990,nuts/BE242,371.8
1990,nuts/BE25,352.7
1990,nuts/BE251,403.0
1990,nuts/BE252,130.6
1990,nuts/BE253,189.4
1990,nuts/BE254,685.0
1990,nuts/BE255,473.7
1990,nuts/BE256,506.0
1990,nuts/BE257,261.0
1990,nuts/BE258,193.1
1990,nuts/BE3,193.5
1990,nuts/BE31,291.8
1990,nuts/BE310,291.8
1990,nuts/BE32,339.0
1990,nuts/BE321,158.0
1990,nuts/BE322,768.9
1990,nuts/BE323,436.1
1990,nuts/BE324,707.9
1990,nuts/BE325,324.1
1990,nuts/BE326,154.1
1990,nuts/BE327,232.1
1990,nuts/BE33,259.9
