,PharmGKB ID,ChEMBL ID
3301,PA166153473,CHEMBL3137309
3302,PA451866,CHEMBL637
3303,PA451868,CHEMBL6966
3304,PA166184233,
3305,PA451871,
3306,PA165290925,
3307,PA451876,
3308,PA10231,CHEMBL89598
3309,PA165958365,
3310,PA165958346,CHEMBL142703
3311,PA451877,CHEMBL22969
3312,PA150481188,
3313,PA451879,CHEMBL90555
3314,PA10232,CHEMBL219146
3315,PA451881,
3316,PA452612,
3317,PA164713390,
3318,PA164713391,
3319,PA166048558,
3320,PA451884,CHEMBL986
3321,PA164713392,
3322,PA164713393,
3323,PA164713394,
3324,PA449069,
3325,PA164713403,
3326,PA164713400,
3327,PA164713402,
3328,PA164713401,
3329,PA164713398,
3330,PA164713399,
3331,PA10505,
3332,PA164713395,
3333,PA164713396,
3334,PA164713397,
3335,PA451898,CHEMBL40274
3336,PA451899,
3337,PA451900,CHEMBL47
3338,PA164713404,
3339,PA166197681,
3340,PA164713405,
3341,PA164713406,
3342,PA164713407,
3343,PA164713410,
3344,PA164713409,
3345,PA165958347,
3346,PA164752433,CHEMBL476960
3347,PA166131630,
3348,PA10233,CHEMBL638
3349,PA164748224,CHEMBL98
3350,PA166122595,CHEMBL2104993
3351,PA166189802,
3352,PA166171182,
3353,PA451906,CHEMBL7252
3354,PA164713411,
3355,PA164713412,
3356,PA164713413,
3357,PA164713414,
3358,PA164713415,
3359,PA166182517,
3360,PA152432579,
3361,PA164713418,
3362,PA164713420,
3363,PA164713421,
3364,PA164748318,CHEMBL1979448
3365,PA166182864,
3366,PA452604,
3367,PA451935,
3368,PA161748474,CHEMBL522038
3369,PA166114484,CHEMBL51302
3370,PA164924566,
3371,PA164713416,
3372,PA164713417,
3373,PA165958368,CHEMBL312448
3374,PA164713422,
3375,PA451946,CHEMBL15245
3376,PA164713423,
3377,PA451949,CHEMBL603
3378,PA451950,CHEMBL853
3379,PA451952,CHEMBL1521
3380,PA164740891,CHEMBL222813
3381,PA166204001,
3382,PA451954,CHEMBL129
3383,PA166184503,
3384,PA451955,CHEMBL93
3385,PA451956,CHEMBL1201279
3386,PA451961,
3387,PA164713425,
3388,PA451965,
3389,PA164713426,
3390,PA451971,
3391,PA451974,CHEMBL708
3392,PA10235,CHEMBL924
3393,PA451975,
3394,PA451976,CHEMBL911
3395,PA166049188,CHEMBL19490
3396,PA451978,CHEMBL750
3397,PA10236,CHEMBL135400
3398,PA164924567,
3399,PA452606,
3400,PA452629,CHEMBL53904
3401,PA166178620,
3402,PA166131395,
3403,PA166182602,
3404,PA166131247,
3405,PA166131249,
3406,PA166165005,
3407,PA166131367,
3408,PA166131353,
3409,PA166131533,
3410,PA166160599,
3411,PA166131373,
3412,PA165820585,
3413,PA166131327,
3414,PA166131541,
3415,PA166131352,
3416,PA166131368,
3417,PA166131511,
3418,PA166131512,
3419,PA166182310,
3420,PA166182227,
3421,PA166182231,
3422,PA166131288,
3423,PA166131572,
3424,PA166131568,
3425,PA166131246,
3426,PA166131250,
3427,PA165817200,
3428,PA166131468,
3429,PA166131283,
3430,PA166131251,
3431,PA166178655,
3432,PA166131267,
3433,PA166131542,
3434,PA166131287,
3435,PA166131271,
3436,PA166131277,
3437,PA166160755,
3438,PA166164917,
3439,PA166131275,
3440,PA166131253,
3441,PA166131365,
3442,PA166131290,
3443,PA166131532,
3444,PA166181082,
3445,PA166181083,
3446,PA166181134,
3447,PA166165008,
3448,PA166165006,
3449,PA166131272,
3450,PA166131292,
3451,PA166131571,
3452,PA166131513,
3453,PA166178661,
3454,PA165817197,
3455,PA166131485,
3456,PA166131262,
3457,PA166131242,
3458,PA166163700,
3459,PA166131357,
3460,PA166131543,
3461,PA166181841,
3462,PA166182232,
3463,PA166131276,
3464,PA166131252,
3465,PA166131360,
3466,PA166131384,
3467,PA166131289,
3468,PA166131514,
3469,PA166181085,
3470,PA166131354,
3471,PA166131515,
3472,PA166163701,
3473,PA166165251,
3474,PA166131238,
3475,PA166131245,
3476,PA166131254,
3477,PA166160749,
3478,PA166160750,
3479,PA166170175,
3480,PA166169930,
3481,PA166131388,
3482,PA166163693,
3483,PA166178986,
3484,PA166131315,
3485,PA166169931,
3486,PA166131241,
3487,PA166177867,
3488,PA166176065,
3489,PA166176064,
3490,PA166176066,
3491,PA166127652,
3492,PA166131409,
3493,PA166131362,
3494,PA166131408,
3495,PA166131516,
3496,PA166159252,
3497,PA166159253,
3498,PA166131339,
3499,PA166182230,
3500,PA166131320,
3501,PA166131387,
3502,PA166178648,
3503,PA166178622,
3504,PA166179139,
3505,PA166131274,
3506,PA166131258,
3507,PA166131299,
3508,PA166131488,
3509,PA166178687,
3510,PA166131243,
3511,PA166163694,
3512,PA166163695,
3513,PA166178629,
3514,PA166178656,
3515,PA166131281,
3516,PA166177868,
3517,PA166131420,
3518,PA166179675,
3519,PA166131517,
3520,PA166131428,
3521,PA166170822,
3522,PA166170818,
3523,PA166170821,
3524,PA166176697,
3525,PA166170823,
3526,PA166170819,
3527,PA166170820,
3528,PA166179302,
3529,PA166131394,
3530,PA166131393,
3531,PA166179676,
3532,PA166160610,
3533,PA166131255,
3534,PA166170918,
3535,PA166170922,
3536,PA166178276,
3537,PA166178275,
3538,PA165291924,
3539,PA166131321,
3540,PA166131554,
3541,PA166179304,
3542,PA166131397,
3543,PA166131399,
3544,PA166179677,
3545,PA166131296,
3546,PA166131556,
3547,PA166160608,
3548,PA166179269,
3549,PA166131334,
3550,PA166131555,
3551,PA166131248,
3552,PA166131257,
3553,PA166179303,
3554,PA166131396,
3555,PA166160631,
3556,PA166153171,
3557,PA166131239,
3558,PA166131333,
3559,PA166131344,
3560,PA166131304,
3561,PA166131545,
3562,PA452632,
3563,PA166186245,
3564,PA166131240,
3565,PA165983955,
3566,PA166131355,
3567,PA165983956,
3568,PA166178650,
3569,PA166178658,
3570,PA166131586,
3571,PA166131582,
3572,PA166131366,
3573,PA166131350,
3574,PA166182001,
3575,PA166131264,
3576,PA166131381,
3577,PA166131301,
3578,PA166131270,
3579,PA164924487,
3580,PA166182583,
3581,PA166182584,
3582,PA448084,CHEMBL634
3583,PA166178623,
3584,PA166211041,
3585,PA166211062,
3586,PA166177865,
3587,PA166180493,
3588,PA166180537,
3589,PA166131312,
3590,PA166131256,
3591,PA166178654,
3592,PA166170627,
3593,PA452167,
3594,PA448385,CHEMBL629
3595,PA166163622,
3596,PA166163680,
3597,PA166131461,
3598,PA448404,CHEMBL682
3599,PA166131469,
3600,PA166220604,
3601,PA166178985,
3602,PA166178641,
3603,PA166178989,
3604,PA166178653,
3605,PA166179133,
3606,PA166109575,
3607,PA166109554,
3608,PA166160603,
3609,PA130620651,
3610,PA452621,
3611,PA166131559,
3612,PA166220442,
3613,PA166178659,
3614,PA166180985,
3615,PA166162383,
3616,PA166131467,
3617,PA166165070,
3618,PA10251,CHEMBL1163
3619,PA166159187,
3620,PA166159186,
3621,PA166159189,
3622,PA166159190,
3623,PA166159192,
3624,PA166159188,
3625,PA448515,CHEMBL1542
3626,PA166131371,
3627,PA166220606,
3628,PA166131454,
3629,PA130232992,
3630,PA166109574,
3631,PA448685,
3632,PA166131462,
3633,PA166131463,
3634,PA166131518,
3635,PA166131519,
3636,PA166131546,
3637,PA448780,CHEMBL1560
3638,PA448785,CHEMBL108
3639,PA165817196,
3640,PA166131486,
3641,PA166131483,
3642,PA166131487,
3643,PA165817199,
3644,PA166131484,
3645,PA166131482,
3646,PA448803,
3647,PA166131343,
3648,PA166131332,
3649,PA166131328,
3650,PA166131471,
3651,PA166131268,
3652,PA166131544,
3653,PA166131285,
3654,PA166131318,
3655,PA166177962,
3656,PA166131266,
3657,PA166220421,
3658,PA166220607,
3659,PA166131575,
3660,PA166131319,
3661,PA166131307,
3662,PA166131565,
3663,PA166163821,
3664,PA448964,CHEMBL71
3665,PA166178639,
3666,PA166179663,
3667,PA449014,
3668,PA166131261,
3669,PA166131265,
3670,PA166131455,
3671,PA166182061,
3672,PA166182027,
3673,PA166182316,
3674,PA166182117,
3675,PA166182093,
3676,PA166182094,
3677,PA166131260,
3678,PA166213001,
3679,PA166163658,
3680,PA166131341,
3681,PA166158935,
3682,PA166114414,
3683,PA166131561,
3684,PA166131378,
3685,PA166163406,
3686,PA166178640,
3687,PA166131534,
3688,PA166131535,
3689,PA166131536,
3690,PA166178631,
3691,PA166164869,
3692,PA166163868,
3693,PA166163688,
3694,PA166163687,
3695,PA166163867,
3696,PA166163512,
3697,PA166163510,
3698,PA166163511,
3699,PA166163509,
3700,PA166170895,
3701,PA166131398,
3702,PA166165038,
3703,PA166131450,
3704,PA166131464,
3705,PA166131465,
3706,PA166160637,
3707,PA166160638,
3708,PA166160634,
3709,PA166178644,
3710,PA166178645,
3711,PA166131457,
3712,PA166131456,
3713,PA166200321,
3714,PA166197521,
3715,PA449233,CHEMBL72
3716,PA166177862,
3717,PA166131507,
3718,PA166131337,
3719,PA166160601,
3720,PA166131383,
3721,PA166163690,
3722,PA166163738,
3723,PA166163739,
3724,PA165946746,
3725,PA166164916,
3726,PA166180536,
3727,PA166131587,
3728,PA166178987,
3729,PA166163692,
3730,PA166178346,
3731,PA166131293,
3732,PA166131316,
3733,PA166131527,
3734,PA166131569,
3735,PA166179662,
3736,PA166131280,
3737,PA166131466,
3738,PA166176885,
3739,PA166220703,
3740,PA166131284,
3741,PA166178651,
3742,PA166220641,
3743,PA166220642,
3744,PA166220741,
3745,PA166210741,
3746,PA166220722,
3747,PA166220721,
3748,PA166165010,
3749,PA165817198,
3750,PA166159256,
3751,PA166159257,
3752,PA449376,CHEMBL964
3753,PA449409,CHEMBL860
3754,PA166131345,
3755,PA166131528,
3756,PA166131459,
3757,PA165291926,
3758,PA165291922,
3759,PA165291925,
3760,PA166131460,
3761,PA166131458,
3762,PA165291923,
3763,PA166131557,
3764,PA166131410,
3765,PA166131411,
3766,PA166170177,
3767,PA166170193,
3768,PA166178647,
3769,PA166185957,
3770,PA166131303,
3771,PA166131329,
3772,PA166131331,
3773,PA166178662,
3774,PA166178667,
3775,PA166178668,
3776,PA449652,
3777,PA166163822,
3778,PA166131415,
3779,PA166131421,
3780,PA166131416,
3781,PA166131356,
3782,PA166131417,
3783,PA128406956,CHEMBL185
3784,PA166131326,
3785,PA166131418,
3786,PA166131419,
3787,PA166131263,
3788,PA166131439,
3789,PA166131441,
3790,PA449676,CHEMBL726
3791,PA166131391,
3792,PA166163834,
3793,PA166163833,
3794,PA166163865,
3795,PA166182863,
3796,PA166179687,
3797,PA166178625,
3798,PA166178278,
3799,PA166178621,
3800,PA166131425,
3801,PA166131279,
3802,PA166131426,
3803,PA449748,CHEMBL888
3804,PA166131349,
3805,PA166131570,
3806,PA166178663,
3807,PA166178664,
3808,PA166178274,
3809,PA166178657,
3810,PA449780,
3811,PA166131563,
3812,PA166180475,
3813,PA166160617,
3814,PA166182228,
3815,PA166178643,
3816,PA166178642,
3817,PA166163823,
3818,PA166163824,
3819,PA166163825,
3820,PA166129559,
3821,PA166178626,
3822,PA166181084,
3823,PA166181086,
3824,PA166131584,
3825,PA166220665,
3826,PA166220667,
3827,PA449918,CHEMBL398707
3828,PA166220661,
3829,PA166220666,
3830,PA166220664,
3831,PA166220682,
3832,PA166131577,
3833,PA166178632,
3834,PA166131452,
3835,PA165946747,
3836,PA166131295,
3837,PA166131385,
3838,PA166131505,
3839,PA166131506,
3840,PA166131508,
3841,PA166131509,
3842,PA166131529,
3843,PA166131526,
3844,PA166131530,
3845,PA166131531,
3846,PA166131286,
3847,PA166131442,
3848,PA166165036,
3849,PA166163689,
3850,PA166160398,
3851,PA166131451,
3852,PA165946719,
3853,PA165823907,
3854,PA165823908,
3855,PA166131453,
3856,PA166178673,
3857,PA166159254,
3858,PA166159255,
3859,PA166178630,
3860,PA166131540,
3861,PA166181986,
3862,PA166181985,
3863,PA449969,CHEMBL11
3864,PA166160616,
3865,PA166160619,
3866,PA166163464,
3867,PA450085,CHEMBL481
3868,PA166131560,
3869,PA166131578,
3870,PA166131591,
3871,PA166131592,
3872,PA166131593,
3873,PA166131590,
3874,PA166131583,
3875,PA166131589,
3876,PA166131588,
3877,PA166131259,
3878,PA166160397,
3879,PA166152935,
3880,PA166131489,
3881,PA166131490,
3882,PA166131314,
3883,PA166170363,
3884,PA166170364,
3885,PA166170365,
3886,PA166170381,
3887,PA166170379,
3888,PA166131294,
3889,PA166178669,
3890,PA166178670,
3891,PA166178671,
3892,PA166178929,
3893,PA166178930,
3894,PA450262,CHEMBL841
3895,PA450264,CHEMBL729
3896,PA166131273,
3897,PA166131443,
3898,PA166131444,
3899,PA166131445,
3900,PA166131446,
3901,PA166131447,
3902,PA166131448,
3903,PA166131449,
3904,PA166163161,
3905,PA166165399,
3906,PA166186321,
3907,PA450379,CHEMBL1425
3908,PA166160609,
3909,PA450401,CHEMBL651
3910,PA450428,CHEMBL34259
3911,PA166131573,
3912,PA166131322,
3913,PA166160612,
3914,PA166160636,
3915,PA166160604,
3916,PA166177866,
3917,PA166178624,
3918,PA166182229,
3919,PA450550,CHEMBL70
3920,PA166131340,
3921,PA452633,
3922,PA166131525,
3923,PA166131524,
3924,PA166131522,
3925,PA166131347,
3926,PA166131523,
3927,PA166170380,
3928,PA166163832,
3929,PA166131547,
3930,PA166220602,
3931,PA166176067,
3932,PA165983954,
3933,PA166163691,
3934,PA165983957,
3935,PA166131372,
3936,PA166131435,
3937,PA166131433,
3938,PA166131434,
3939,PA166131374,
3940,PA166131470,
3941,PA166179301,
3942,PA166131298,
3943,PA166160639,
3944,PA166183551,
3945,PA166183562,
3946,PA166160753,
3947,PA166160754,
3948,PA166160751,
3949,PA166160600,
3950,PA166163659,
3951,PA166131335,
3952,PA166131475,
3953,PA166131369,
3954,PA166131477,
3955,PA166131478,
3956,PA166178110,
3957,PA166131479,
3958,PA166131282,
3959,PA166180490,
3960,PA166127651,
3961,PA166131493,
3962,PA166131537,
3963,PA166131480,
3964,PA450616,CHEMBL57
3965,PA166178637,
3966,PA166178279,
3967,PA166131310,
3968,PA166131562,
3969,PA166131297,
3970,PA166164907,
3971,PA166163686,
3972,PA166181760,
3973,PA166131311,
3974,PA166131492,
3975,PA166181759,
3976,PA166131491,
3977,PA166131495,
3978,PA166131380,
3979,PA166131494,
3980,PA166131496,
3981,PA166131539,
3982,PA166131359,
3983,PA166169929,
3984,PA166131386,
3985,PA166131324,
3986,PA166131305,
3987,PA166183940,
3988,PA166220701,
3989,PA166220742,
3990,PA166220702,
3991,PA166131406,
3992,PA166179852,
3993,PA166131440,
3994,PA166220621,
3995,PA166220662,
3996,PA166186301,
3997,PA166186341,
3998,PA166181133,
3999,PA166131414,
4000,PA166131323,
4001,PA166131342,
4002,PA166170879,
4003,PA166131548,
4004,PA450657,CHEMBL445
4005,PA166178112,
4006,PA166131558,
4007,PA166177760,
4008,PA166182233,
4009,PA166177869,
4010,PA166131379,
4011,PA166131497,
4012,PA166131538,
4013,PA166131370,
4014,PA166164918,
4015,PA166164919,
4016,PA166164915,
4017,PA166131291,
4018,PA166179669,
4019,PA166179672,
4020,PA166179545,
4021,PA166179671,
4022,PA166179307,
4023,PA166179670,
4024,PA166131472,
4025,PA166131473,
4026,PA452618,
4027,PA166131300,
4028,PA131285527,
4029,PA166178638,
4030,PA166178646,
4031,PA166163623,
4032,PA166170878,
4033,PA166170880,
4034,PA450748,
4035,PA166131363,
4036,PA166131330,
4037,PA166211061,
4038,PA166211042,
4039,PA166162420,
4040,PA166131358,
4041,PA166131551,
4042,PA166131549,
4043,PA166131552,
4044,PA166131302,
4045,PA166131336,
4046,PA166131550,
4047,PA166160967,
4048,PA166160968,
4049,PA166160969,
4050,PA166178652,
4051,PA450921,CHEMBL16694
4052,PA166182578,
4053,PA166131401,
4054,PA166131402,
4055,PA166131403,
4056,PA166131404,
4057,PA166131405,
4058,PA166179130,
4059,PA166179131,
4060,PA166179142,
4061,PA166179384,
4062,PA166131376,
4063,PA166160615,
4064,PA166160613,
4065,PA166170919,
4066,PA166170920,
4067,PA166170921,
4068,PA166131382,
4069,PA166165007,
4070,PA150595617,
4071,PA164713176,
4072,PA166131474,
4073,PA166178111,
4074,PA166131476,
4075,PA166131390,
4076,PA166176063,
4077,PA166220601,
4078,PA166178665,
4079,PA166178991,
4080,PA166178975,
4081,PA166178660,
4082,PA166131427,
4083,PA452634,
4084,PA166131269,
4085,PA166175941,
4086,PA166213482,
4087,PA166213481,
4088,PA166220441,
4089,PA166181903,
4090,PA166181887,
4091,PA166163820,
4092,PA166181861,
4093,PA451232,CHEMBL1005
4094,PA166131346,
4095,PA166131306,
4096,PA166131430,
4097,PA166131431,
4098,PA166131432,
4099,PA166160614,
4100,PA166160635,
4101,PA166178277,
4102,PA166161159,
4103,PA166170868,
4104,PA166178312,
4105,PA166131377,
4106,PA166131375,
4107,PA166131481,
4108,PA166180489,
4109,PA166160618,
4110,PA166165009,
4111,PA166177606,
4112,PA164713257,
4113,PA166152901,
4114,PA166180535,
4115,PA166129446,
4116,PA165110775,
4117,PA166131325,
4118,PA166131313,
4119,PA166165069,
4120,PA451368,
4121,PA166131498,
4122,PA166131499,
4123,PA166131500,
4124,PA166131501,
4125,PA166131502,
4126,PA166131503,
4127,PA166131504,
4128,PA166178666,
4129,PA166131389,
4130,PA166178988,
4131,PA164747739,
4132,PA166178649,
4133,PA166131553,
4134,PA166131317,
4135,PA166178347,
4136,PA166131579,
4137,PA451581,CHEMBL83
4138,PA166131308,
4139,PA166131412,
4140,PA166131413,
4141,PA166131309,
4142,PA166131338,
4143,PA166131348,
4144,PA166131437,
4145,PA166131278,
4146,PA166131438,
4147,PA166131566,
4148,PA451663,CHEMBL727
4149,PA166160632,
4150,PA166160623,
4151,PA166160633,
4152,PA166160602,
4153,PA166160620,
4154,PA166131520,
4155,PA166160611,
4156,PA166163264,
4157,PA166160622,
4158,PA166170176,
4159,PA166170192,
4160,PA166178672,
4161,PA451718,CHEMBL782
4162,PA166152940,
4163,PA451791,CHEMBL644
4164,PA166220603,
4165,PA166179306,
4166,PA166179678,
4167,PA166179673,
4168,PA166179679,
4169,PA166179674,
4170,PA166179680,
4171,PA166179305,
4172,PA166178378,
4173,PA166131364,
4174,PA166131510,
4175,PA166131521,
4176,PA166165068,
4177,PA166165072,
4178,PA166165074,
4179,PA166165075,
4180,PA166131422,
4181,PA166131423,
4182,PA166131424,
4183,PA166179140,
4184,PA166179141,
4185,PA166159251,
4186,PA166220605,
4187,PA451906,CHEMBL7252
4188,PA166178627,
4189,PA166178628,
4190,PA166179134,
