observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
dcid:country/UGA,1991,16671705,dcid:Count_Person,,
dcid:country/UGA,2002,24227297,dcid:Count_Person,,
dcid:country/UGA,2011,32939800,dcid:Count_Person,,
dcid:country/UGA,2012,34131400,dcid:Count_Person,,
dcid:country/UGA,2013,35357000,dcid:Count_Person,,
dcid:country/UGA,2014,34634650,dcid:Count_Person,,
dcid:country/UGA,2015,35516300,dcid:Count_Person,,
dcid:country/UGA,2016,36593000,dcid:Count_Person,,
dcid:country/UGA,2002,3.2,dcid:GrowthRate_Count_Person,,
dcid:country/UGA,1969,8900099,dcid:Count_Person_Rural,,
dcid:country/UGA,1980,11697892,dcid:Count_Person_Rural,,
dcid:country/UGA,1991,14782083,dcid:Count_Person_Rural,,
dcid:country/UGA,1992,15671900,dcid:Count_Person_Rural,,
dcid:country/UGA,1993,16149900,dcid:Count_Person_Rural,,
dcid:country/UGA,1994,16641700,dcid:Count_Person_Rural,,
dcid:country/UGA,1995,17148000,dcid:Count_Person_Rural,,
dcid:country/UGA,1996,17668800,dcid:Count_Person_Rural,,
dcid:country/UGA,1997,18204800,dcid:Count_Person_Rural,,
dcid:country/UGA,1998,18756300,dcid:Count_Person_Rural,,
dcid:country/UGA,1999,19323800,dcid:Count_Person_Rural,,
dcid:country/UGA,2000,19907400,dcid:Count_Person_Rural,,
dcid:country/UGA,2001,20507700,dcid:Count_Person_Rural,,
dcid:country/UGA,2002,21305316,dcid:Count_Person_Rural,,
dcid:country/UGA,2003,21998000,dcid:Count_Person_Rural,,
dcid:country/UGA,2004,22612700,dcid:Count_Person_Rural,,
dcid:country/UGA,2005,23330800,dcid:Count_Person_Rural,,
dcid:country/UGA,2006,24047100,dcid:Count_Person_Rural,,
dcid:country/UGA,2007,24818700,dcid:Count_Person_Rural,,
dcid:country/UGA,2008,25220600,dcid:Count_Person_Rural,,
dcid:country/UGA,2009,26136700,dcid:Count_Person_Rural,,
dcid:country/UGA,2010,26003600,dcid:Count_Person_Rural,,
dcid:country/UGA,2011,26951300,dcid:Count_Person_Rural,,
dcid:country/UGA,2012,27930600,dcid:Count_Person_Rural,,
dcid:country/UGA,2013,28937600,dcid:Count_Person_Rural,,
dcid:country/UGA,2014,28430800,dcid:Count_Person_Rural,,
dcid:country/UGA,2015,29168700,dcid:Count_Person_Rural,,
dcid:country/UGA,2016,30082900,dcid:Count_Person_Rural,,
dcid:country/UGA,1969,634952,dcid:Count_Person_Urban,,
dcid:country/UGA,1980,938287,dcid:Count_Person_Urban,,
dcid:country/UGA,1991,1889622,dcid:Count_Person_Urban,,
dcid:country/UGA,1992,1801100,dcid:Count_Person_Urban,,
dcid:country/UGA,1993,1891700,dcid:Count_Person_Urban,,
dcid:country/UGA,1994,1987000,dcid:Count_Person_Urban,,
dcid:country/UGA,1995,2087000,dcid:Count_Person_Urban,,
dcid:country/UGA,1996,2192100,dcid:Count_Person_Urban,,
dcid:country/UGA,1997,2302500,dcid:Count_Person_Urban,,
dcid:country/UGA,1998,2418400,dcid:Count_Person_Urban,,
dcid:country/UGA,1999,2540100,dcid:Count_Person_Urban,,
dcid:country/UGA,2000,2668000,dcid:Count_Person_Urban,,
dcid:country/UGA,2001,2802400,dcid:Count_Person_Urban,,
dcid:country/UGA,2002,2921981,dcid:Count_Person_Urban,,
dcid:country/UGA,2003,3091400,dcid:Count_Person_Urban,,
dcid:country/UGA,2004,3247000,dcid:Count_Person_Urban,,
dcid:country/UGA,2005,3410500,dcid:Count_Person_Urban,,
dcid:country/UGA,2006,3582200,dcid:Count_Person_Urban,,
dcid:country/UGA,2007,3762600,dcid:Count_Person_Urban,,
dcid:country/UGA,2008,4372000,dcid:Count_Person_Urban,,
dcid:country/UGA,2009,4524600,dcid:Count_Person_Urban,,
dcid:country/UGA,2010,5781000,dcid:Count_Person_Urban,,
dcid:country/UGA,2011,5988500,dcid:Count_Person_Urban,,
dcid:country/UGA,2012,6200800,dcid:Count_Person_Urban,,
dcid:country/UGA,2013,6419400,dcid:Count_Person_Urban,,
dcid:country/UGA,2014,6426013,dcid:Count_Person_Urban,,
dcid:country/UGA,2015,6588100,dcid:Count_Person_Urban,,
dcid:country/UGA,2016,6777800,dcid:Count_Person_Urban,,
dcid:country/UGA,2009,6586000,dcid:Count_Person_0To4Years,,
dcid:country/UGA,2010,6796000,dcid:Count_Person_0To4Years,,
dcid:country/UGA,2011,7006600,dcid:Count_Person_0To4Years,,
dcid:country/UGA,2012,7220700,dcid:Count_Person_0To4Years,,
dcid:country/UGA,2013,7085400,dcid:Count_Person_0To4Years,,
dcid:country/UGA,2014,6131253,dcid:Count_Person_0To4Years,,
dcid:country/UGA,2015,6287500,dcid:Count_Person_0To4Years,,
dcid:country/UGA,2016,6478400,dcid:Count_Person_0To4Years,,
dcid:country/UGA,2009,4846000,dcid:Count_Person_5To9Years,,
dcid:country/UGA,2010,6070000,dcid:Count_Person_5To9Years,,
dcid:country/UGA,2011,5534300,dcid:Count_Person_5To9Years,,
dcid:country/UGA,2012,5930300,dcid:Count_Person_5To9Years,,
dcid:country/UGA,2013,5841800,dcid:Count_Person_5To9Years,,
dcid:country/UGA,2014,5551838,dcid:Count_Person_5To9Years,,
dcid:country/UGA,2015,5693300,dcid:Count_Person_5To9Years,,
dcid:country/UGA,2016,5866100,dcid:Count_Person_5To9Years,,
dcid:country/UGA,2009,3950000,dcid:Count_Person_10To14Years,,
dcid:country/UGA,2010,4598000,dcid:Count_Person_10To14Years,,
dcid:country/UGA,2011,4103600.0,dcid:Count_Person_10To14Years,,
dcid:country/UGA,2012,4160000,dcid:Count_Person_10To14Years,,
dcid:country/UGA,2013,4226200,dcid:Count_Person_10To14Years,,
dcid:country/UGA,2014,4920476,dcid:Count_Person_10To14Years,,
dcid:country/UGA,2015,5045800,dcid:Count_Person_10To14Years,,
dcid:country/UGA,2016,5198900,dcid:Count_Person_10To14Years,,
dcid:country/UGA,2009,3354000,dcid:Count_Person_15To19Years,,
dcid:country/UGA,2010,3730000,dcid:Count_Person_15To19Years,,
dcid:country/UGA,2011,3559700,dcid:Count_Person_15To19Years,,
dcid:country/UGA,2012,3661100,dcid:Count_Person_15To19Years,,
dcid:country/UGA,2013,3579700,dcid:Count_Person_15To19Years,,
dcid:country/UGA,2014,3957051,dcid:Count_Person_15To19Years,,
dcid:country/UGA,2015,4057800,dcid:Count_Person_15To19Years,,
dcid:country/UGA,2016,4180900.0,dcid:Count_Person_15To19Years,,
dcid:country/UGA,2009,2761000,dcid:Count_Person_20To24Years,,
dcid:country/UGA,2010,3148000,dcid:Count_Person_20To24Years,,
dcid:country/UGA,2011,2938700,dcid:Count_Person_20To24Years,,
dcid:country/UGA,2012,3033800,dcid:Count_Person_20To24Years,,
dcid:country/UGA,2013,2985400,dcid:Count_Person_20To24Years,,
dcid:country/UGA,2014,3185344,dcid:Count_Person_20To24Years,,
dcid:country/UGA,2015,3266300,dcid:Count_Person_20To24Years,,
dcid:country/UGA,2016,3365200,dcid:Count_Person_20To24Years,,
dcid:country/UGA,2009,2236000,dcid:Count_Person_25To29Years,,
dcid:country/UGA,2010,2579000,dcid:Count_Person_25To29Years,,
dcid:country/UGA,2011,2390100,dcid:Count_Person_25To29Years,,
dcid:country/UGA,2012,2468500,dcid:Count_Person_25To29Years,,
dcid:country/UGA,2013,2427200,dcid:Count_Person_25To29Years,,
dcid:country/UGA,2014,2485925,dcid:Count_Person_25To29Years,,
dcid:country/UGA,2015,2549100,dcid:Count_Person_25To29Years,,
dcid:country/UGA,2016,2626200,dcid:Count_Person_25To29Years,,
dcid:country/UGA,2009,1778000,dcid:Count_Person_30To34Years,,
dcid:country/UGA,2010,2078000,dcid:Count_Person_30To34Years,,
dcid:country/UGA,2011,1903900,dcid:Count_Person_30To34Years,,
dcid:country/UGA,2012,1969300,dcid:Count_Person_30To34Years,,
dcid:country/UGA,2013,1940700,dcid:Count_Person_30To34Years,,
dcid:country/UGA,2014,1951491,dcid:Count_Person_30To34Years,,
dcid:country/UGA,2015,2001200,dcid:Count_Person_30To34Years,,
dcid:country/UGA,2016,2061700.0,dcid:Count_Person_30To34Years,,
dcid:country/UGA,2009,1401000,dcid:Count_Person_35To39Years,,
dcid:country/UGA,2010,1645000,dcid:Count_Person_35To39Years,,
dcid:country/UGA,2011,1498400,dcid:Count_Person_35To39Years,,
dcid:country/UGA,2012,1549200,dcid:Count_Person_35To39Years,,
dcid:country/UGA,2013,1525600,dcid:Count_Person_35To39Years,,
dcid:country/UGA,2014,1535793,dcid:Count_Person_35To39Years,,
dcid:country/UGA,2015,1574800,dcid:Count_Person_35To39Years,,
dcid:country/UGA,2016,1622600,dcid:Count_Person_35To39Years,,
dcid:country/UGA,2009,1093000,dcid:Count_Person_40To44Years,,
dcid:country/UGA,2010,1289000,dcid:Count_Person_40To44Years,,
dcid:country/UGA,2011,1167300,dcid:Count_Person_40To44Years,,
dcid:country/UGA,2012,1206400,dcid:Count_Person_40To44Years,,
dcid:country/UGA,2013,1188400,dcid:Count_Person_40To44Years,,
dcid:country/UGA,2014,1272341,dcid:Count_Person_40To44Years,,
dcid:country/UGA,2015,1304700,dcid:Count_Person_40To44Years,,
dcid:country/UGA,2016,1344200,dcid:Count_Person_40To44Years,,
dcid:country/UGA,2009,841000,dcid:Count_Person_45To49Years,,
dcid:country/UGA,2010,1000000,dcid:Count_Person_45To49Years,,
dcid:country/UGA,2011,897800,dcid:Count_Person_45To49Years,,
dcid:country/UGA,2012,927600,dcid:Count_Person_45To49Years,,
dcid:country/UGA,2013,913500,dcid:Count_Person_45To49Years,,
dcid:country/UGA,2014,921076,dcid:Count_Person_45To49Years,,
dcid:country/UGA,2015,944600,dcid:Count_Person_45To49Years,,
dcid:country/UGA,2016,973200,dcid:Count_Person_45To49Years,,
dcid:country/UGA,2009,631000,dcid:Count_Person_50To54Years,,
dcid:country/UGA,2010,764000,dcid:Count_Person_50To54Years,,
dcid:country/UGA,2011,672800,dcid:Count_Person_50To54Years,,
dcid:country/UGA,2012,695700,dcid:Count_Person_50To54Years,,
dcid:country/UGA,2013,686100,dcid:Count_Person_50To54Years,,
dcid:country/UGA,2014,808230,dcid:Count_Person_50To54Years,,
dcid:country/UGA,2015,828800,dcid:Count_Person_50To54Years,,
dcid:country/UGA,2016,853800,dcid:Count_Person_50To54Years,,
dcid:country/UGA,2009,456000,dcid:Count_Person_55To59Years,,
dcid:country/UGA,2010,566000,dcid:Count_Person_55To59Years,,
dcid:country/UGA,2011,485800,dcid:Count_Person_55To59Years,,
dcid:country/UGA,2012,501900,dcid:Count_Person_55To59Years,,
dcid:country/UGA,2013,494800,dcid:Count_Person_55To59Years,,
dcid:country/UGA,2014,480527,dcid:Count_Person_55To59Years,,
dcid:country/UGA,2015,492800,dcid:Count_Person_55To59Years,,
dcid:country/UGA,2016,507700,dcid:Count_Person_55To59Years,,
dcid:country/UGA,2009,314000,dcid:Count_Person_60To64Years,,
dcid:country/UGA,2010,402000,dcid:Count_Person_60To64Years,,
dcid:country/UGA,2011,333700,dcid:Count_Person_60To64Years,,
dcid:country/UGA,2012,344400,dcid:Count_Person_60To64Years,,
dcid:country/UGA,2013,339300,dcid:Count_Person_60To64Years,,
dcid:country/UGA,2014,439948,dcid:Count_Person_60To64Years,,
dcid:country/UGA,2015,451100,dcid:Count_Person_60To64Years,,
dcid:country/UGA,2016,464700,dcid:Count_Person_60To64Years,,
dcid:country/UGA,2009,202000,dcid:Count_Person_65To69Years,,
dcid:country/UGA,2010,271000,dcid:Count_Person_65To69Years,,
dcid:country/UGA,2011,214600,dcid:Count_Person_65To69Years,,
dcid:country/UGA,2012,221300,dcid:Count_Person_65To69Years,,
dcid:country/UGA,2013,217900,dcid:Count_Person_65To69Years,,
dcid:country/UGA,2014,301120,dcid:Count_Person_65To69Years,,
dcid:country/UGA,2015,308800,dcid:Count_Person_65To69Years,,
dcid:country/UGA,2016,318100,dcid:Count_Person_65To69Years,,
dcid:country/UGA,2009,119000,dcid:Count_Person_70To74Years,,
dcid:country/UGA,2010,171000,dcid:Count_Person_70To74Years,,
dcid:country/UGA,2011,126300,dcid:Count_Person_70To74Years,,
dcid:country/UGA,2012,130300.0,dcid:Count_Person_70To74Years,,
dcid:country/UGA,2013,128400,dcid:Count_Person_70To74Years,,
dcid:country/UGA,2014,277245,dcid:Count_Person_70To74Years,,
dcid:country/UGA,2015,284300,dcid:Count_Person_70To74Years,,
dcid:country/UGA,2016,292900,dcid:Count_Person_70To74Years,,
dcid:country/UGA,2009,61000,dcid:Count_Person_75To79Years,,
dcid:country/UGA,2010,98000,dcid:Count_Person_75To79Years,,
dcid:country/UGA,2011,65500,dcid:Count_Person_75To79Years,,
dcid:country/UGA,2012,67800,dcid:Count_Person_75To79Years,,
dcid:country/UGA,2013,67100,dcid:Count_Person_75To79Years,,
dcid:country/UGA,2014,150467,dcid:Count_Person_75To79Years,,
dcid:country/UGA,2015,154300,dcid:Count_Person_75To79Years,,
dcid:country/UGA,2016,159000,dcid:Count_Person_75To79Years,,
dcid:country/UGA,2009,36000,dcid:Count_Person_80OrMoreYears,,
dcid:country/UGA,2010,54000,dcid:Count_Person_80OrMoreYears,,
dcid:country/UGA,2011,40700,dcid:Count_Person_80OrMoreYears,,
dcid:country/UGA,2012,43100,dcid:Count_Person_80OrMoreYears,,
dcid:country/UGA,2013,43500,dcid:Count_Person_80OrMoreYears,,
dcid:country/UGA,2014,264525,dcid:Count_Person_80OrMoreYears,,
dcid:country/UGA,2015,271100,dcid:Count_Person_80OrMoreYears,,
dcid:country/UGA,2016,279400,dcid:Count_Person_80OrMoreYears,,
dcid:country/UGA,2009,3273000,dcid:Count_Person_0To4Years_Male,,
