udise_district_code,udise_block_code,block_name
3602,udiseCode/360211,Kouthala
3328,udiseCode/332808,Kovilpatti
2819,udiseCode/281926,Kovur
2815,udiseCode/281516,Kovvur
3617,udiseCode/361715,Kowdipalle
3604,udiseCode/360425,Kowdipally
2821,udiseCode/282101,Kowthalam
2214,udiseCode/221401,Koyalibeda
2815,udiseCode/281506,Koyyalagudem
2813,udiseCode/281314,Koyyuru
3212,udiseCode/321204,Kozhencherry
3204,udiseCode/320414,Kozhikkode Urc South
3204,udiseCode/320404,Kozhikode
3204,udiseCode/320405,Kozhikode Urc
3210,udiseCode/321008,Kozhuvanal
3314,udiseCode/331404,K.Paramathi
0823,udiseCode/082302,K.Patan
0101,udiseCode/010103,Kralpora
3633,udiseCode/363305,Krishna
1910,udiseCode/191006,Krishnaganj
1910,udiseCode/191001,Krishnagar - I
1910,udiseCode/191002,Krishnagar - Ii
1910,udiseCode/191019,Krishnagar Muni
2821,udiseCode/282128,Krishnagiri
3331,udiseCode/333110,Krishnagiri
2922,udiseCode/292201,Krishnaraja Pet
3314,udiseCode/331405,Krishnarayapuram
1009,udiseCode/100906,Krityanand Nagar
2926,udiseCode/292606,K.R.Nagara
2817,udiseCode/281708,Krosuru
2118,udiseCode/211807,Krushnaprasad
2816,udiseCode/281650,Kruthivennu
2127,udiseCode/212705,K.Singpur
2216,udiseCode/221619,Kuakonda
2105,udiseCode/210508,Kuarmunda
3604,udiseCode/360401,Kubeer
2020,udiseCode/202011,Kuchai
1015,udiseCode/101505,Kuchaikote
0814,udiseCode/081409,Kuchaman
2103,udiseCode/210305,Kuchinda
2103,udiseCode/210312,Kuchinda Nac
2822,udiseCode/282214,Kudair
2733,udiseCode/273304,Kudal
3320,udiseCode/332002,Kudavasal
3333,udiseCode/333308,Kudimangalam
2912,udiseCode/291206,Kudligi
1031,udiseCode/103111,Kudra
0955,udiseCode/095510,Kudraha
2130,udiseCode/213004,Kudumulugumma
2709,udiseCode/270912,Kuhi
2111,udiseCode/211105,Kujang
2426,udiseCode/242616,Kukarmunda
3621,udiseCode/362105,Kukatpally
2413,udiseCode/241307,Kukavav
2020,udiseCode/202021,Kukru
2325,udiseCode/232507,Kukshi
2119,udiseCode/211915,Kukudakhandi
2815,udiseCode/281548,Kukunoor
3213,udiseCode/321308,Kulakkada
3617,udiseCode/361713,Kulcharam
0120,udiseCode/012010,Kulgam
2107,udiseCode/210714,Kuliana
3314,udiseCode/331407,Kulithalai
3606,udiseCode/360628,Kulkacharla
3624,udiseCode/362407,Kulkacharla
0204,udiseCode/020403,Kullu-1
0204,udiseCode/020402,Kullu-2
1918,udiseCode/191818,Kulpi
1918,udiseCode/191819,Kultali
1909,udiseCode/190940,Kulti Municipality
0110,udiseCode/011012,Kulwanta
3318,udiseCode/331813,Kumaratchi
2017,udiseCode/201712,Kumardungi
1905,udiseCode/190504,Kumarganj
1608,udiseCode/160806,Kumarghat
1608,udiseCode/160810,Kumarghat M.C.
1922,udiseCode/192207,Kumargram
1902,udiseCode/190207,Kumargramduar
1011,udiseCode/101111,Kumarkhand
0211,udiseCode/021108,Kumarsain
3321,udiseCode/332107,Kumbakonam
3201,udiseCode/320102,Kumbala
0825,udiseCode/082504,Kumbhalgarh
0923,udiseCode/092305,Kumbhi-Gola
0807,udiseCode/080704,Kumher
2910,udiseCode/291005,Kumta
2814,udiseCode/281463,Kunavaram
0943,udiseCode/094307,Kunda
2003,udiseCode/200309,Kunda
3310,udiseCode/331011,Kundadam
2909,udiseCode/290904,Kundagol
2019,udiseCode/201914,Kundahit
2339,udiseCode/233908,Kundam
2916,udiseCode/291603,Kundapura
3213,udiseCode/321309,Kundara
0904,udiseCode/090407,Kunderki
2129,udiseCode/212908,Kundra
3303,udiseCode/330305,Kundrathur
2822,udiseCode/282222,Kundurpi
2918,udiseCode/291810,Kunigal
0111,udiseCode/011104,Kuniyian
2203,udiseCode/220310,Kunkuri
3204,udiseCode/320406,Kunnamangalam
3322,udiseCode/332201,Kunnandarkoil
3204,udiseCode/320407,Kunnummal
3604,udiseCode/360406,Kuntala
0102,udiseCode/010211,Kunzar
2823,udiseCode/282366,Kuppam
2823,udiseCode/282374,Kuppam
0211,udiseCode/021118,Kupvi
0101,udiseCode/010105,Kupwara
0826,udiseCode/082617,Kurabad
2823,udiseCode/282306,Kurabalakota
2344,udiseCode/234404,Kurai
0938,udiseCode/093801,Kurara
3610,udiseCode/361006,Kuravi
3210,udiseCode/321009,Kuravilangadu
0918,udiseCode/091803,Kurawali
2021,udiseCode/202101,Kurdeg
0949,udiseCode/094915,Kurebhar
1014,udiseCode/101405,Kurhani
2818,udiseCode/281804,Kurichedu
3318,udiseCode/331805,Kurinjipadi
2712,udiseCode/271203,Kurkheda
2821,udiseCode/282107,Kurnool
2821,udiseCode/282175,Kurnool
1007,udiseCode/100717,Kursakanta
1010,udiseCode/101005,Kursela
1901,udiseCode/190131,Kurseong_Block
1901,udiseCode/190139,Kurseong_Municipality
1901,udiseCode/190118,Kurseong Town
1038,udiseCode/103807,Kurtha
2015,udiseCode/201505,Kuru
2213,udiseCode/221303,Kurud
3330,udiseCode/333004,Kurunthancode
2812,udiseCode/281203,Kurupam
3329,udiseCode/332908,Kuruvikulam
2331,udiseCode/233103,Kurwai
0949,udiseCode/094916,Kurwar
2317,udiseCode/231703,Kusami
0828,udiseCode/082808,Kushalgarh
1013,udiseCode/101318,Kusheshwar Asthan East
1013,udiseCode/101312,Kusheshwar Asthan West
1306,udiseCode/130602,Kushiabill
1905,udiseCode/190508,Kushmondi
2226,udiseCode/222613,Kusmi
2907,udiseCode/290704,Kustagi
3610,udiseCode/361039,Kusumanchi
3631,udiseCode/363106,Kusumanchi
2107,udiseCode/210715,Kusumi
3319,udiseCode/331909,Kuthalam
0209,udiseCode/020902,Kuthar
0935,udiseCode/093505,Kuthaund
3202,udiseCode/320207,Kuthuparamba
2411,udiseCode/241103,Kutiyana
2105,udiseCode/210509,Kutra
3205,udiseCode/320508,Kuttipuram
1034,udiseCode/103410,Kutumba
3206,udiseCode/320606,Kuzhalmannam
2823,udiseCode/282323,K.V.B.Puram
3304,udiseCode/330414,K.V.Kuppam
2823,udiseCode/282309,K.V.Palle
0701,udiseCode/070109,Kvs
0702,udiseCode/070209,Kvs
0703,udiseCode/070309,Kvs
0704,udiseCode/070409,Kvs
0705,udiseCode/070509,Kvs
0706,udiseCode/070609,Kvs
0707,udiseCode/070709,Kvs
0708,udiseCode/070809,Kvs
0709,udiseCode/070909,Kvs
0920,udiseCode/092008,Kyara
1908,udiseCode/190804,Labpur
1005,udiseCode/100513,Ladania
0814,udiseCode/081406,Ladnun
0830,udiseCode/083003,Ladpura
0604,udiseCode/060405,Ladwa
2303,udiseCode/230305,Lahar
1809,udiseCode/180901,Laharighat
0924,udiseCode/092408,Laharpur
1017,udiseCode/101710,Lahladpur
1815,udiseCode/181504,Lahoal
2105,udiseCode/210510,Lahunipara
2102,udiseCode/210204,Laikera
2204,udiseCode/220411,Lailunga
1016,udiseCode/101616,Lakari Nabiganj
2812,udiseCode/281232,Lakavarapukota
2710,udiseCode/271006,Lakhandur
2402,udiseCode/240213,Lakhani
2710,udiseCode/271005,Lakhani
0614,udiseCode/061402,Lakhan Majra
0114,udiseCode/011405,Lakhanpur
2102,udiseCode/210205,Lakhanpur
2202,udiseCode/220206,Lakhanpur
2401,udiseCode/240101,Lakhapat
0911,udiseCode/091109,Lakhawati
0923,udiseCode/092306,Lakhimpur
1812,udiseCode/181204,Lakhimpur
1803,udiseCode/180302,Lakhipur
1821,udiseCode/182102,Lakhipur
1025,udiseCode/102521,Lakhisarai
2344,udiseCode/234406,Lakhnadon
1005,udiseCode/100514,Lakhnaur
2408,udiseCode/240804,Lakhtar
0513,udiseCode/051305,Laksar
0806,udiseCode/080613,Lakshmangarh
0957,udiseCode/095708,Lakshmipur
1823,udiseCode/182303,Lala
2345,udiseCode/234506,Lal Burra
0928,udiseCode/092820,Lalganj
0943,udiseCode/094308,Lalganj
0961,udiseCode/096104,Lalganj
0969,udiseCode/096903,Lalganj
1018,udiseCode/101809,Lalganj
1907,udiseCode/190715,Lalgola
3315,udiseCode/331502,Lalgudi
0937,udiseCode/093707,Lalitpur
1604,udiseCode/160403,Laljuri
0921,udiseCode/092105,Lalorikhera
2410,udiseCode/241010,Lalpur
0811,udiseCode/081103,Lalsot
0202,udiseCode/020211,Lambagaon
0949,udiseCode/094917,Lambhua
0312,udiseCode/031204,Lambi
0509,udiseCode/050907,Lamgarah
2129,udiseCode/212909,Lamtaput
0101,udiseCode/010112,Langate
1819,udiseCode/181911,Langsomepi
2732,udiseCode/273205,Lanja
2345,udiseCode/234508,Lanji
2126,udiseCode/212610,Lanjigarh
1810,udiseCode/181008,Lanka
1830,udiseCode/183008,Lanka
2014,udiseCode/201405,Lapung
0960,udiseCode/096014,Lar
0826,udiseCode/082611,Lasadiya
1707,udiseCode/170702,Laskein
2022,udiseCode/202201,Latehar
2331,udiseCode/233104,Lateri
2413,udiseCode/241308,Lathi
2105,udiseCode/210511,Lathikata
3303,udiseCode/330312,Lathur
2728,udiseCode/272801,Latur
2728,udiseCode/272811,Latur Urc1
2728,udiseCode/272812,Latur Urc2
1005,udiseCode/100515,Laukahi
2309,udiseCode/230906,Laundi
1001,udiseCode/100109,Lauriya
1901,udiseCode/190125,Lava - Pedong
2811,udiseCode/281106,Laveru
2003,udiseCode/200310,Lawalong
0811,udiseCode/081106,Lawan
1507,udiseCode/150702,Lawngtlai
3601,udiseCode/360122,Laxmanchanda
3604,udiseCode/360414,Laxmanchanda
0813,udiseCode/081302,Laxmangarh
0943,udiseCode/094309,Laxmanpur
3609,udiseCode/360917,Laxmidevipalli
2811,udiseCode/281138,Laxminarsu Peta
1037,udiseCode/103726,Laxmipur
2129,udiseCode/212910,Laxmipur
1213,udiseCode/121303,Lazu
1901,udiseCode/190105,Lebong Valley
1601,udiseCode/160118,Lefunga
0107,udiseCode/010704,Leh
0316,udiseCode/031606,Lehragaga
1211,udiseCode/121104,Lekang
1218,udiseCode/121802,Lekang
2822,udiseCode/282256,Lepakshi
2105,udiseCode/210512,Lephripara
2002,udiseCode/200211,Lesliganj
1207,udiseCode/120704,Likabali
1221,udiseCode/122101,Likabali
2413,udiseCode/241309,Liliya
2408,udiseCode/240810,Limbdi
1206,udiseCode/120609,Lime King
2418,udiseCode/241803,Limkheda
3607,udiseCode/360747,Lingal
3628,udiseCode/362816,Lingal
2820,udiseCode/282019,Lingala
3619,udiseCode/361909,Lingalaghanpur
3602,udiseCode/360232,Lingampet
3615,udiseCode/361512,Lingampet
2815,udiseCode/281510,Lingapalem
3602,udiseCode/360203,Lingapur
2818,udiseCode/281853,Lingasamudram
2906,udiseCode/290605,Lingasugur
2010,udiseCode/201011,Littipara
1307,udiseCode/130701,L .Khel Kohima
1307,udiseCode/130707,L. Khel Kohima
0923,udiseCode/092316,Lmp
2704,udiseCode/270406,Loanr
0912,udiseCode/091210,Lodha
2409,udiseCode/240907,Lodhika
2715,udiseCode/271504,Loha
0510,udiseCode/051002,Lohaghat
2215,udiseCode/221524,Lohandiguda
2729,udiseCode/272903,Lohara
2015,udiseCode/201501,Lohardaga
0613,udiseCode/061308,Loharu
0815,udiseCode/081513,Lohawat
3601,udiseCode/360119,Lohesra
0304,udiseCode/030407,Lohian Khass
2124,udiseCode/212408,Loisingha
3604,udiseCode/360408,Lokeswaram
1213,udiseCode/121306,Longding-Niausa
1217,udiseCode/121703,Longding-Niausa
1302,udiseCode/130203,Longkhim
1309,udiseCode/130906,Longleng
0909,udiseCode/090901,Loni
0105,udiseCode/010505,Loorgam
1901,udiseCode/190109,Lopchu - Peshok
2219,udiseCode/221912,Lormi
0954,udiseCode/095415,Lotan
0112,udiseCode/011225,Lower Hathal
1810,udiseCode/181009,Lowkhowa
2820,udiseCode/282036,L.R.Palli
0309,udiseCode/030905,Ludhiana-1
0309,udiseCode/030906,Ludhiana-2
1819,udiseCode/181905,Lumbajong
1201,udiseCode/120103,Lumla
2417,udiseCode/241708,Lunawada
2431,udiseCode/243103,Lunawada
2202,udiseCode/220205,Lundra
1505,udiseCode/150503,Lungpho
0815,udiseCode/081508,Luni
0803,udiseCode/080302,Lunkaransar
3601,udiseCode/360132,Luxettipet
3603,udiseCode/360303,Luxettipet
0927,udiseCode/092704,Maal
3602,udiseCode/360224,Machareddy
3615,udiseCode/361520,Machareddy
2817,udiseCode/281705,Machavaram
2817,udiseCode/281701,Macherla
0964,udiseCode/096412,Machhali Shahar
0924,udiseCode/092409,Machharehta
0309,udiseCode/030907,Machhiwara
1409,udiseCode/140901,Machi
1411,udiseCode/141101,Machi
2816,udiseCode/281637,Machilipatnam
0907,udiseCode/090710,Machra
2822,udiseCode/282259,Madakasira
2823,udiseCode/282335,Madanapalle
2823,udiseCode/282375,Madanapalle
3627,udiseCode/362702,Madanapur
0916,udiseCode/091606,Madanpur
1034,udiseCode/103413,Madanpur
1902,udiseCode/190208,Madarihat
1922,udiseCode/192208,Madarihat
3312,udiseCode/331210,Madathukkulam
3333,udiseCode/333310,Madathukulam
0937,udiseCode/093706,Madawra
3202,udiseCode/320214,Madayi
2821,udiseCode/282152,Maddikera
2818,udiseCode/281828,Maddipadu
3630,udiseCode/363004,Maddirala
2922,udiseCode/292202,Maddur
3618,udiseCode/361822,Maddur
3633,udiseCode/363310,Maddur
3607,udiseCode/360717,Madgul
3623,udiseCode/362312,Madgul
2730,udiseCode/273004,Madha
3304,udiseCode/330417,Madhanur
0935,udiseCode/093506,Madhaugadh
1005,udiseCode/100516,Madhepur
1011,udiseCode/101112,Madhepura
3610,udiseCode/361045,Madhira
3631,udiseCode/363120,Madhira
0925,udiseCode/092519,Madhoganj
1002,udiseCode/100214,Madhuban
1001,udiseCode/100111,Madhubani
2931,udiseCode/293104,Madhugiri
2007,udiseCode/200707,Madhupur
1005,udiseCode/100517,Madhwapur
1911,udiseCode/191126,Madhyamgram Municipality
2925,udiseCode/292501,Madikeri
0964,udiseCode/096421,Madiyahun
0607,udiseCode/060705,Madlauda
0922,udiseCode/092217,Madnapur
3602,udiseCode/360216,Madnoor
3615,udiseCode/361501,Madnur
0809,udiseCode/080906,Madrail
3629,udiseCode/362919,Madugulapally
3312,udiseCode/331202,Madukkarai
3321,udiseCode/332113,Madukkur
3324,udiseCode/332406,Madurai East
3324,udiseCode/332414,Madurai North
3324,udiseCode/332415,Madurai South
3324,udiseCode/332407,Madurai West
3303,udiseCode/330311,Madurantagam
0915,udiseCode/091516,M.A.Fatehpur Sikri
2932,udiseCode/293205,Magadi
0104,udiseCode/010413,Magam
3607,udiseCode/360731,Maganoor
3633,udiseCode/363304,Maganoor
2213,udiseCode/221327,Magarlod
1918,udiseCode/191821,Magrahat - 1
1918,udiseCode/191822,Magrahat - 2
3308,udiseCode/330804,Magundanchavadi
2731,udiseCode/273106,Mahabaleshwar
3609,udiseCode/360924,Mahabubabad
3610,udiseCode/361007,Mahabubabad
3607,udiseCode/360725,Mahabubnagar
3625,udiseCode/362505,Mahabubnagar (Rural)
3625,udiseCode/362516,Mahabubnagar (Rural)
3625,udiseCode/362510,Mahabubnagar (Urban)
3625,udiseCode/362521,Mahabubnagar (Urban)
2724,udiseCode/272404,Mahad
3608,udiseCode/360801,Mahadevpur
2008,udiseCode/200801,Mahagama
2714,udiseCode/271407,Mahagaon
2110,udiseCode/211005,Mahakalpara
2821,udiseCode/282135,Mahanandi
2112,udiseCode/211208,Mahanga
0114,udiseCode/011416,Mahanpur
1016,udiseCode/101610,Maharajganj
0961,udiseCode/096101,Maharaj Ganj
0964,udiseCode/096410,Maharaj Ganj
2212,udiseCode/221221,Mahasamund
3403,udiseCode/340301,Mahe
2416,udiseCode/241605,Mahemdavad
0616,udiseCode/061603,Mahendergarh
2010,udiseCode/201007,Maheshpur
1918,udiseCode/191834,Maheshtala Municipality
2327,udiseCode/232714,Maheshwar
3623,udiseCode/362318,Maheshwaram
3606,udiseCode/360633,Maheswaram
0935,udiseCode/093507,Maheva
0931,udiseCode/093102,Mahewa
2321,udiseCode/232106,Mahidpur
0305,udiseCode/030507,Mahilpur
1919,udiseCode/191908,Mahisadal
1012,udiseCode/101203,Mahishi
0924,udiseCode/092410,Mahmoodabad
1018,udiseCode/101807,Mahnar
0924,udiseCode/092411,Maholi
2715,udiseCode/271516,Mahoor
0121,udiseCode/012113,Mahore
0928,udiseCode/092806,Mahrajganj
0957,udiseCode/095701,Mahrajganj
0973,udiseCode/097328,Mahrajganj
0937,udiseCode/093705,Mahroni
0950,udiseCode/095004,Mahsi
1018,udiseCode/101806,Mahua
2022,udiseCode/202206,Mahuadanr
2416,udiseCode/241606,Mahudha
1820,udiseCode/182003,Mahur
2414,udiseCode/241411,Mahuva
2422,udiseCode/242204,Mahuva
0940,udiseCode/094003,Mahuwa
0811,udiseCode/081104,Mahwa
1820,udiseCode/182006,Maibang
2313,udiseCode/231302,Maihar
3307,udiseCode/330705,Mailam
1001,udiseCode/100116,Mainatand
2202,udiseCode/220204,Mainpat
2225,udiseCode/222526,Mainpur
0918,udiseCode/091801,Mainpuri
0918,udiseCode/091810,Mainpuri-City
1704,udiseCode/170403,Mairang
1016,udiseCode/101611,Mairwa
0933,udiseCode/093307,Maitha
2727,udiseCode/272707,Majalgaon
0110,udiseCode/011014,Majalta
2317,udiseCode/231704,Majhauli
1001,udiseCode/100106,Majhaulia
0969,udiseCode/096910,Majhawa
2017,udiseCode/201713,Majhgaon
0920,udiseCode/092010,Majhgawan
2313,udiseCode/231303,Majhgwan
2339,udiseCode/233903,Majholi
0302,udiseCode/030205,Majitha
1004,udiseCode/100409,Majorganj
0210,udiseCode/021013,Majra
0318,udiseCode/031803,Majri
1817,udiseCode/181704,Majuli
1831,udiseCode/183104,Majuli
2217,udiseCode/221728,Makadi
2813,udiseCode/281336,Makavarapalem
1017,udiseCode/101711,Maker
1033,udiseCode/103308,Makhdumpur
0311,udiseCode/031110,Makhu
2812,udiseCode/281207,Makkuva
3605,udiseCode/360512,Makloor
0814,udiseCode/081411,Makrana
3607,udiseCode/360732,Makthal
3633,udiseCode/363306,Makthal
1902,udiseCode/190209,Mal 
3207,udiseCode/320709,Mala
0114,udiseCode/011413,Malahar
2704,udiseCode/270407,Malakapur
3205,udiseCode/320514,Malappuram
0933,udiseCode/093306,Malasa
2922,udiseCode/292203,Malavally
0942,udiseCode/094204,Malawan
3607,udiseCode/360756,Maldakal
3626,udiseCode/362605,Maldakal
2706,udiseCode/270602,Malegaon
2720,udiseCode/272007,Malegaon
2720,udiseCode/272017,Malegaon Mc
0316,udiseCode/031607,Malerkotla (Malerkotla-1)
2319,udiseCode/231904,Malhargarh
3608,udiseCode/360805,Malharrao
3606,udiseCode/360615,Malial
0927,udiseCode/092703,Malihabad
2814,udiseCode/281458,Malikipuram
2409,udiseCode/240908,Maliya
2433,udiseCode/243302,Maliya
2412,udiseCode/241206,Maliya Hatina
3621,udiseCode/362108,Malkajgiri
2130,udiseCode/213005,Malkangiri
2130,udiseCode/213009,Malkangiri Nac
2206,udiseCode/220613,Malkharoda
3212,udiseCode/321207,Mallapally
3606,udiseCode/360602,Mallapur
3309,udiseCode/330912,Mallasamudram
0925,udiseCode/092508,Mallawa
3603,udiseCode/360328,Mallial
1902,udiseCode/190216,Mal Municipality
0312,udiseCode/031202,Malout
2405,udiseCode/240512,Malpur
2427,udiseCode/242704,Malpur
0822,udiseCode/082201,Malpura
2730,udiseCode/273005,Malshiras
2311,udiseCode/231101,Malthon
2919,udiseCode/291909,Malur
2733,udiseCode/273305,Malvan
3601,udiseCode/360123,Mamda
3604,udiseCode/360415,Mamda
0311,udiseCode/031106,Mamdot
2814,udiseCode/281456,Mamidikuduru
1501,udiseCode/150101,Mamit
2731,udiseCode/273107,Man
3603,udiseCode/360335,Manakondur
3613,udiseCode/361308,Manakondur
3323,udiseCode/332303,Manamadurai
3322,udiseCode/332212,Manamelkudi
3203,udiseCode/320301,Mananthavady
3315,udiseCode/331505,Manapparai
2318,udiseCode/231805,Manasa
2002,udiseCode/200208,Manatu
2412,udiseCode/241209,Manavadar
2325,udiseCode/232508,Manavar
1914,udiseCode/191411,Manbazar-I
1914,udiseCode/191412,Manbazar-Ii
1216,udiseCode/121604,Manchal
3606,udiseCode/360635,Manchal
3623,udiseCode/362310,Manchal
3601,udiseCode/360133,Mancherial
3603,udiseCode/360313,Mancherial
0945,udiseCode/094516,Manda
1601,udiseCode/160111,Mandai
0824,udiseCode/082405,Mandal
2407,udiseCode/240701,Mandal
0824,udiseCode/082411,Mandalgarh
3603,udiseCode/360312,Mandamarri
3601,udiseCode/360134,Mandamarry
2732,udiseCode/273206,Mandangad
3327,udiseCode/332711,Mandapam
2814,udiseCode/281432,Mandapeta
2014,udiseCode/201404,Mandar
2811,udiseCode/281133,Mandasa
2816,udiseCode/281647,Mandavalli
2422,udiseCode/242205,Mandavi
0943,udiseCode/094310,Mandhata
0111,udiseCode/011105,Mandi
1918,udiseCode/191820,Mandirbazar
2342,udiseCode/234201,Mandla
0815,udiseCode/081507,Mandore
2009,udiseCode/200902,Mandro
2319,udiseCode/231906,Mandsaur
2004,udiseCode/200412,Mandu
2024,udiseCode/202412,Mandu
2401,udiseCode/240108,Mandvi
2922,udiseCode/292208,Mandya North
2922,udiseCode/292204,Mandya South
2201,udiseCode/220123,Manendragarh
1028,udiseCode/102807,Maner
2103,udiseCode/210306,Maneswar
2817,udiseCode/281712,Mangalagiri
3318,udiseCode/331808,Mangalore
2924,udiseCode/292403,Mangaluru North
2924,udiseCode/292406,Mangaluru South
2730,udiseCode/273006,Mangalwedha
1101,udiseCode/110101,Mangan
2724,udiseCode/272405,Mangaon
3608,udiseCode/360820,Mangapet
3609,udiseCode/360950,Mangapet
3632,udiseCode/363209,Mangapet
1303,udiseCode/130305,Mangkolemba-Ii
0943,udiseCode/094311,Mangraura
2412,udiseCode/241207,Mangrol
2422,udiseCode/242206,Mangrol
2706,udiseCode/270603,Mangrulpir
0963,udiseCode/096307,Maniar
1013,udiseCode/101308,Manigachhi
0965,udiseCode/096502,Manihari
1010,udiseCode/101016,Manihari
2022,udiseCode/202203,Manika
3315,udiseCode/331504,Manikandam
1906,udiseCode/190607,Manikchak
0941,udiseCode/094105,Manikpur
1804,udiseCode/180404,Manikpur
0112,udiseCode/011201,Manjakote
3205,udiseCode/320506,Manjeri
3201,udiseCode/320101,Manjeshwar
1015,udiseCode/101511,Manjha
0944,udiseCode/094401,Manjhanpur
2017,udiseCode/201714,Manjhari
1017,udiseCode/101712,Manjhi
2001,udiseCode/200102,Manjhiaon
1802,udiseCode/180206,Mankachar
1832,udiseCode/183206,Mankachar
3205,udiseCode/320515,Mankada
0953,udiseCode/095308,Mankapur
0111,udiseCode/011106,Mankote
1212,udiseCode/121207,Manmao
3315,udiseCode/331503,Mannachanallur
3320,udiseCode/332006,Mannargudi
3206,udiseCode/320607,Mannarkkad
3617,udiseCode/361720,Manoharabad
2017,udiseCode/201715,Manoharpur
0832,udiseCode/083203,Manoharthana
3616,udiseCode/361606,Manoor
3607,udiseCode/360761,Manopad
3626,udiseCode/362610,Manopad
2203,udiseCode/220312,Manora
2706,udiseCode/270604,Manora
1035,udiseCode/103508,Manpur
2209,udiseCode/220909,Manpur
2315,udiseCode/231509,Manpur
0315,udiseCode/031504,Mansa
2406,udiseCode/240604,Mansa
1010,udiseCode/101014,Mansahi
1021,udiseCode/102103,Mansi
1020,udiseCode/102001,Mansoorchak
0914,udiseCode/091407,Mant
2718,udiseCode/271806,Mantha
3607,udiseCode/360714,Manthani
2821,udiseCode/282103,Mantralayam
1603,udiseCode/160304,Manu
2819,udiseCode/281931,Manubolu
3609,udiseCode/360906,Manuguru
3329,udiseCode/332909,Manur
2906,udiseCode/290606,Manvi
2717,udiseCode/271703,Manwat
3307,udiseCode/330706,Marakkanam
1006,udiseCode/100604,Marauna
0965,udiseCode/096506,Mardah
3622,udiseCode/362203,Maredpally
2814,udiseCode/281401,Maredumilli
2714,udiseCode/271408,Maregaon
1814,udiseCode/181403,Margherita
2007,udiseCode/200711,Margomunda
0113,udiseCode/011311,Marh
0917,udiseCode/091708,Marhara
0917,udiseCode/091720,Marhara (Urban)
0114,udiseCode/011403,Marheen
1017,udiseCode/101713,Marhowrah
0969,udiseCode/096911,Marihan
3633,udiseCode/363308,Marikal
3610,udiseCode/361013,Maripeda
1209,udiseCode/120904,Mariyang
2004,udiseCode/200417,Markacho
2005,udiseCode/200502,Markacho
2024,udiseCode/202417,Markacho
2818,udiseCode/281809,Markapur
3618,udiseCode/361816,Markook
0921,udiseCode/092106,Marori
3624,udiseCode/362401,Marpalle
3608,udiseCode/360837,Marriguda
3629,udiseCode/362912,Marriguda
2819,udiseCode/281911,Marripadu
2818,udiseCode/281830,Marripudi
2110,udiseCode/211006,Marshaghai
1104,udiseCode/110410,Martam
0961,udiseCode/096109,Martin Ganj
2818,udiseCode/281820,Marturu
3315,udiseCode/331506,Marungapuri
0117,udiseCode/011702,Marwah
2207,udiseCode/220714,Marwahi
1014,udiseCode/101417,Marwan
0820,udiseCode/082006,Marwar Junction
2011,udiseCode/201103,Masalia
0947,udiseCode/094704,Masaudha
0946,udiseCode/094610,Masauli
1028,udiseCode/102812,Masaurhi
0211,udiseCode/021109,Mashobra
1017,udiseCode/101714,Masrak
2207,udiseCode/220715,Masturi
0821,udiseCode/082106,Masuda
1607,udiseCode/160701,Matabari
0615,udiseCode/061506,Matanhail
2416,udiseCode/241607,Matar
1902,udiseCode/190210,Matelli
1903,udiseCode/190311,Mathabhanga-I
1903,udiseCode/190312,Mathabhanga-Ii
1903,udiseCode/190318,Mathabhanga Municipality
3207,udiseCode/320710,Mathilakam
2130,udiseCode/213006,Mathili
3331,udiseCode/333118,Mathur
0914,udiseCode/091401,Mathura
1918,udiseCode/191823,Mathurapur - 1
1918,udiseCode/191824,Mathurapur - 2
1803,udiseCode/180301,Matia
0211,udiseCode/021110,Matiana
1921,udiseCode/192101,Matigara
1020,udiseCode/102006,Matihani
3630,udiseCode/363020,Mattampalle
3608,udiseCode/360848,Mattampally
0106,udiseCode/010611,Mattan
3208,udiseCode/320808,Mattanchery
3202,udiseCode/320208,Mattannur
0941,udiseCode/094103,Mau
0945,udiseCode/094509,Mauaima
0938,udiseCode/093803,Maudha
2314,udiseCode/231403,Mauganj
0314,udiseCode/031403,Maur
0936,udiseCode/093608,Mauranipur
0936,udiseCode/093610,Mauranipur  N.Chetra
0946,udiseCode/094617,Mavai
2725,udiseCode/272509,Maval
3601,udiseCode/360110,Mavala
3211,udiseCode/321107,Mavelikkara
0826,udiseCode/082603,Mavli
3204,udiseCode/320415,Mavoor
0947,udiseCode/094706,Mawai
2342,udiseCode/234205,Mawai
0907,udiseCode/090709,Mawana
0907,udiseCode/090714,Mawana Nagar
0101,udiseCode/010113,Mawer
1706,udiseCode/170604,Mawkynrew
1710,udiseCode/171001,Mawkyrwat
1706,udiseCode/170601,Mawphlang
1706,udiseCode/170603,Mawryngkneng
1704,udiseCode/170401,Mawshynrut
1706,udiseCode/170605,Mawsynram
1704,udiseCode/170404,Mawthadraishan
0947,udiseCode/094707,Maya
3319,udiseCode/331907,Mayiladudurai
1902,udiseCode/190211,Maynaguri
1809,udiseCode/180902,Mayong
1908,udiseCode/190818,Mayureswar-I
1908,udiseCode/190819,Mayureswar-Ii
2003,udiseCode/200311,Mayurhand
1826,udiseCode/182602,Mazbat
2322,udiseCode/232204,M. Barodiya
0915,udiseCode/091517,M.C.Agra City
2726,udiseCode/272615,Mc Ahmednagar
0701,udiseCode/070104,Mcd
0702,udiseCode/070204,Mcd
0703,udiseCode/070304,Mcd
0704,udiseCode/070404,Mcd
0705,udiseCode/070504,Mcd
