udise_district_code,udise_block_code,block_name
0953,udiseCode/095305,Chapia
1802,udiseCode/180205,Chapor
1910,udiseCode/191005,Chapra
1017,udiseCode/101703,Chapra Sadar
3628,udiseCode/362807,Charakonda
2214,udiseCode/221427,Charama
0958,udiseCode/095810,Charganwa
1605,udiseCode/160508,Charilam
0104,udiseCode/010407,Chari-Sharief
0939,udiseCode/093901,Charkhari
3622,udiseCode/362216,Charminar
1029,udiseCode/102909,Charpokhari
0902,udiseCode/090203,Charthawal
2013,udiseCode/201303,Chas
0121,udiseCode/012103,Chassana
3213,udiseCode/321303,Chathannoor
0970,udiseCode/097005,Chatra
2003,udiseCode/200302,Chatra
2816,udiseCode/281624,Chatrai
2119,udiseCode/211906,Chatrapur
2119,udiseCode/211928,Chatrapur Nac
0934,udiseCode/093404,Chaubepur
1030,udiseCode/103024,Chaugai
0211,udiseCode/021101,Chauhara
0509,udiseCode/050903,Chaukhutiya
0914,udiseCode/091405,Chaumuhan
0205,udiseCode/020513,Chauntra-1
0205,udiseCode/020514,Chauntra-2
1002,udiseCode/100206,Chauradano
1021,udiseCode/102104,Chautham
0810,udiseCode/081006,Chauth Ka Barwara
3207,udiseCode/320703,Chavakkad
3213,udiseCode/321304,Chavara
2340,udiseCode/234006,Chawarpatha
1603,udiseCode/160303,Chawmanu
0944,udiseCode/094407,Chayal
1203,udiseCode/120307,Chayang Tajo
2817,udiseCode/281734,Chebrolu
2813,udiseCode/281308,Cheedikada
2812,udiseCode/281223,Cheepurupalli
3604,udiseCode/360423,Chegunta
3617,udiseCode/361709,Chegunta
1018,udiseCode/101804,Chehrakalan
2819,udiseCode/281920,Chejerla
3204,udiseCode/320402,Chelannur
3324,udiseCode/332402,Chellampatti
0110,udiseCode/011004,Chenani
1032,udiseCode/103205,Chenari
1805,udiseCode/180505,Chenga
3306,udiseCode/330616,Chengam
3211,udiseCode/321103,Chengannur
3609,udiseCode/360931,Chennaraopet
3611,udiseCode/361110,Chennaraopeta
2822,udiseCode/282236,Chennekothapalli
3310,udiseCode/331005,Chennimalai
2820,udiseCode/282027,Chennur
3601,udiseCode/360151,Chennur
3603,udiseCode/360317,Chennur
3329,udiseCode/332903,Cheranmahadevi
1020,udiseCode/102003,Cheriya Bariyarpur
3618,udiseCode/361821,Cheriyal
3609,udiseCode/360903,Cherla
3207,udiseCode/320704,Cherpu
3206,udiseCode/320603,Cherpulassery
3211,udiseCode/321104,Cherthala
2817,udiseCode/281750,Cherukupalle
3201,udiseCode/320107,Cheruvathur
3306,udiseCode/330611,Chetpet
3623,udiseCode/362321,Chevella
1026,udiseCode/102616,Chewara
3306,udiseCode/330602,Cheyyar
0831,udiseCode/083104,Chhabra
0603,udiseCode/060304,Chhachhrauli
2329,udiseCode/232903,Chhaigaonmakhan
0969,udiseCode/096905,Chhanbey
2344,udiseCode/234405,Chhapara
0908,udiseCode/090805,Chhaproli
0914,udiseCode/091404,Chhata
1006,udiseCode/100602,Chhatapur
2002,udiseCode/200206,Chhatarpur
1913,udiseCode/191304,Chhatna
0928,udiseCode/092817,Chhatoh
0928,udiseCode/092824,Chhatoh
0973,udiseCode/097314,Chhatoh
0973,udiseCode/097324,Chhatoh
1020,udiseCode/102015,Chhaurahi
1806,udiseCode/180603,Chhaygaon
2115,udiseCode/211504,Chhendipada
0930,udiseCode/093004,Chhibramau
2221,udiseCode/222135,Chhindgarh
2343,udiseCode/234301,Chhindwara
0831,udiseCode/083105,Chhipabarod
2419,udiseCode/241901,Chhota-Udepur
2432,udiseCode/243201,Chhota-Udepur
0833,udiseCode/083312,Chhoti Sadri
2225,udiseCode/222505,Chhura
2340,udiseCode/234002,Chichli
2335,udiseCode/233506,Chicholi
1307,udiseCode/130703,Chiephobozou
3603,udiseCode/360353,Chigurumamidi
3613,udiseCode/361310,Chigurumamidi
2707,udiseCode/270706,Chikhaldara
0827,udiseCode/082706,Chikhali
2704,udiseCode/270402,Chikhali
2424,udiseCode/242401,Chikhli
2119,udiseCode/211907,Chikiti
2119,udiseCode/211929,Chikiti Nac
2929,udiseCode/292903,Chikkaballapur
2917,udiseCode/291706,Chikmagalur
2918,udiseCode/291801,Chiknayakanhalli
2930,udiseCode/293005,Chikodi
0108,udiseCode/010805,Chiktan
2817,udiseCode/281745,Chilakaluripeta
2822,udiseCode/282255,Chilamathur
2117,udiseCode/211707,Chilika
3617,udiseCode/361714,Chilipched
0963,udiseCode/096304,Chilkahar
3630,udiseCode/363016,Chilkur
2819,udiseCode/281938,Chillakur
3619,udiseCode/361902,Chilpur
3608,udiseCode/360844,Chilukur
2818,udiseCode/281829,Chimakurthi
2713,udiseCode/271312,Chimur
2813,udiseCode/281328,Chinagadila
2818,udiseCode/281846,Chinagangam
2904,udiseCode/290403,Chincholi
1408,udiseCode/140802,Chingai
0927,udiseCode/092701,Chinhat
2001,udiseCode/200113,Chinia
0121,udiseCode/012107,Chinkah
3625,udiseCode/362501,Chinna Chintha Kunta
2823,udiseCode/282329,Chinnagottigallu
3610,udiseCode/361012,Chinnagudur
3618,udiseCode/361803,Chinnakodur
2820,udiseCode/282048,Chinnamandem
3325,udiseCode/332503,Chinnamanur
3627,udiseCode/362714,Chinnambavi
3307,udiseCode/330718,Chinnasalem
1912,udiseCode/191215,Chinsurah-Mogra
3610,udiseCode/361042,Chintakani
3602,udiseCode/360212,Chintalamanepally
2815,udiseCode/281509,Chintalapudi
2929,udiseCode/292904,Chintamani
2813,udiseCode/281312,Chintapalli
3631,udiseCode/363109,Chinthakani
3630,udiseCode/363023,Chinthala Palem
3629,udiseCode/362913,Chinthapalle
3608,udiseCode/360856,Chinthapally
1819,udiseCode/181903,Chinthong
1833,udiseCode/183303,Chinthong
2814,udiseCode/281462,Chintur
0501,udiseCode/050102,Chinyalisaur
2732,udiseCode/273201,Chiplun
2821,udiseCode/282153,Chippagiri
0967,udiseCode/096707,Chiraigaon
1002,udiseCode/100207,Chiraiya
2818,udiseCode/281823,Chirala
0805,udiseCode/080503,Chirawa
0936,udiseCode/093605,Chirgaon
0818,udiseCode/081808,Chitalwana
2350,udiseCode/235001,Chitarangi
2024,udiseCode/202415,Chitarpur
3303,udiseCode/330313,Chithamur
2913,udiseCode/291301,Chitradurga
0941,udiseCode/094101,Chitrakoot
0941,udiseCode/094106,Chitrakoot (Urban)
2819,udiseCode/281941,Chittamur
2904,udiseCode/290404,Chittapur
3201,udiseCode/320106,Chittarikkal
0950,udiseCode/095008,Chittaura
2823,udiseCode/282354,Chittoor
2823,udiseCode/282372,Chittoor
0829,udiseCode/082905,Chittorgarh
3206,udiseCode/320604,Chittur
2820,udiseCode/282042,Chitvel
3608,udiseCode/360806,Chityal
3609,udiseCode/360942,Chityal
3608,udiseCode/360821,Chityala
3629,udiseCode/362901,Chityala
3608,udiseCode/360827,Chivvemla
3630,udiseCode/363010,Chivvemla
3202,udiseCode/320205,Chockli
2813,udiseCode/281321,Chodavaram
0302,udiseCode/030202,Chogawan
0319,udiseCode/031902,Chohla Sahib
0817,udiseCode/081709,Chohtan
1703,udiseCode/170301,Chokpot
0967,udiseCode/096706,Cholapur
1211,udiseCode/121105,Chongkham
1218,udiseCode/121803,Chongkham
1102,udiseCode/110208,Chongrang
1901,udiseCode/190103,Chongtong - Rishihat
0211,udiseCode/021102,Chopal
0970,udiseCode/097001,Chopan
2703,udiseCode/270306,Chopda
3603,udiseCode/360330,Choppadandi
3613,udiseCode/361303,Choppadandi
1904,udiseCode/190406,Chopra
1004,udiseCode/100419,Choraut
2422,udiseCode/242202,Choryasi
2408,udiseCode/240807,Chotila
0828,udiseCode/082802,Chotisarvan
2112,udiseCode/211217,Choudwar Mpl
2004,udiseCode/200405,Chouparan
2024,udiseCode/202405,Chouparan
2343,udiseCode/234311,Chourai
1011,udiseCode/101103,Chousa
1030,udiseCode/103025,Chousa
3620,udiseCode/362010,Choutuppal
3207,udiseCode/320705,Chowannur
0201,udiseCode/020104,Chowari
2823,udiseCode/282338,Chowdepalle
3623,udiseCode/362327,Chowdergudem
2209,udiseCode/220902,Chowki
0113,udiseCode/011305,Chowki Choura
1308,udiseCode/130804,Chozuba
2408,udiseCode/240809,Chuda
2209,udiseCode/220903,Chuikhadan
1102,udiseCode/110209,Chumbong
3609,udiseCode/360914,Chunchupally
1101,udiseCode/110102,Chungthang
1403,udiseCode/140301,Churachandpur
2004,udiseCode/200406,Churchu
2024,udiseCode/202406,Churchu
2209,udiseCode/220904,Churia
0804,udiseCode/080404,Churu
0926,udiseCode/092617,Citi Area
2407,udiseCode/240705,City
0505,udiseCode/050507,City Dehradun
0505,udiseCode/050508,City Mussoorie
0943,udiseCode/094304,City(Pratapgarh Belha)
2820,udiseCode/282032,C.K.Dinne
3312,udiseCode/331201,Coimbatore City
0953,udiseCode/095315,Colonelganj
1919,udiseCode/191914,Contai -I
1919,udiseCode/191915,Contai -Ii
1919,udiseCode/191916,Contai -Iii
1919,udiseCode/191929,Contai Municipality
1903,udiseCode/190308,Cooch Behar-I
1903,udiseCode/190309,Cooch Behar-Ii
1903,udiseCode/190317,Cooch Behar Municipality
3311,udiseCode/331102,Coonoor
0953,udiseCode/095331,Cornelganj(M.C.)
2818,udiseCode/281838,C.S.Puram
3318,udiseCode/331801,Cuddalore
2820,udiseCode/282031,Cuddapah
2818,udiseCode/281834,Cumbum
3325,udiseCode/332504,Cumbum
2112,udiseCode/211218,Cuttack Mc
2111,udiseCode/211111,Cuttack Part (Extra Block)
2112,udiseCode/211205,Cuttack Sadar
2206,udiseCode/220605,Dabhara
2419,udiseCode/241902,Dabhoi
2304,udiseCode/230401,Dabra
2128,udiseCode/212802,Dabugam
0611,udiseCode/061102,Dabwali
2817,udiseCode/281704,Dachepalle
0210,udiseCode/021002,Dadahu
0202,udiseCode/020204,Dadasiba
1701,udiseCode/170102,Dadenggre
2601,udiseCode/260101,Dadra And Nagar Haveli
0922,udiseCode/092201,Dadraul
0613,udiseCode/061306,Dadri
0622,udiseCode/062203,Dadri
0910,udiseCode/091002,Dadri
0832,udiseCode/083206,Dag
2819,udiseCode/281914,Dagadarthi
1009,udiseCode/100914,Dagarua
2736,udiseCode/273603,Dahanu
3601,udiseCode/360148,Dahegaon
3602,udiseCode/360215,Dahegaon
2325,udiseCode/232503,Dahi
2418,udiseCode/241801,Dahod
1909,udiseCode/190934,Dainhat Municipality
1925,udiseCode/192525,Dainhat Municipality
2819,udiseCode/281934,Dakkili
0935,udiseCode/093501,Dakor
1808,udiseCode/180803,Dalgaon
1904,udiseCode/190413,Dalkhola Municipality
0928,udiseCode/092819,Dalmau
1019,udiseCode/101915,Dalsinghsarai
2002,udiseCode/200201,Daltonganj
1701,udiseCode/170105,Dalu
2502,udiseCode/250201,Daman
3608,udiseCode/360850,Damaracherla
3629,udiseCode/362922,Damaracherla
3633,udiseCode/363301,Damaragidda
1215,udiseCode/121502,Dambuk
1604,udiseCode/160401,Damcherra
3611,udiseCode/361103,Damera
1214,udiseCode/121409,Damin
3609,udiseCode/360922,Dammapeta
3610,udiseCode/361028,Dammapeta
2312,udiseCode/231203,Damoh
2113,udiseCode/211304,Danagadi
1028,udiseCode/102808,Danapur
2001,udiseCode/200117,Danda
1020,udiseCode/102013,Dandari
0112,udiseCode/011218,Dandasar
3603,udiseCode/360302,Dandepalle
3601,udiseCode/360131,Dandepally
2001,udiseCode/200112,Dandey
1010,udiseCode/101002,Dandkhora
0102,udiseCode/010205,Dangerpora
0102,udiseCode/010206,Dangiwacha
1028,udiseCode/102815,Daniyawan
0910,udiseCode/091003,Dankaur
1912,udiseCode/191231,Dankuni  Municipality
0911,udiseCode/091103,Danpur
0113,udiseCode/011306,Dansal
2402,udiseCode/240203,Danta
1920,udiseCode/192014,Dantan-1
1920,udiseCode/192015,Dantan-2
0813,udiseCode/081304,Dantaramgarh
2216,udiseCode/221622,Dantewada
3610,udiseCode/361014,Danthalapalle
2402,udiseCode/240204,Dantiwada
2732,udiseCode/273202,Dapoli
1206,udiseCode/120606,Daporijo
1207,udiseCode/120712,Darak
1102,udiseCode/110205,Daramdin
1016,udiseCode/101606,Darauli
1016,udiseCode/101605,Daraunda
2215,udiseCode/221504,Darbha
1013,udiseCode/101307,Darbhanga-Rural
1013,udiseCode/101319,Darbhanga Urban
0112,udiseCode/011226,Darhal
2004,udiseCode/200423,Dari
1017,udiseCode/101704,Dariapur
2121,udiseCode/212103,Daringbadi
0946,udiseCode/094609,Dariya Bad
1901,udiseCode/190137,Darjeeling_Municipality
1901,udiseCode/190129,Darjeeling_Pulbazar_Block
1503,udiseCode/150310,Darlawn
2818,udiseCode/281813,Darsi
2004,udiseCode/200420,Daru
2714,udiseCode/271403,Darwha
2707,udiseCode/270708,Daryapur
2113,udiseCode/211305,Dasarathpur
2407,udiseCode/240706,Dascroi
1604,udiseCode/160402,Dasda
0502,udiseCode/050202,Dasholi
2129,udiseCode/212904,Dasmantpur
2116,udiseCode/211602,Daspalla
1920,udiseCode/192028,Daspur-1
1920,udiseCode/192029,Daspur-2
3604,udiseCode/360419,Dastuarabad
0305,udiseCode/030502,Dasuya
0919,udiseCode/091908,Dataganj
2812,udiseCode/281217,Dathirajeru
2305,udiseCode/230501,Datia
2725,udiseCode/272504,Daund
2222,udiseCode/222204,Daundi
2222,udiseCode/222205,Daundi Lohara
0907,udiseCode/090708,Daurala
0811,udiseCode/081102,Dausa
2914,udiseCode/291402,Davanagere(N)
2914,udiseCode/291403,Davanagere(S)
1032,udiseCode/103213,Dawath
0701,udiseCode/070108,Dcb
0702,udiseCode/070208,Dcb
0703,udiseCode/070308,Dcb
0704,udiseCode/070408,Dcb
0705,udiseCode/070508,Dcb
0706,udiseCode/070608,Dcb
0707,udiseCode/070708,Dcb
0708,udiseCode/070808,Dcb
0709,udiseCode/070908,Dcb
0911,udiseCode/091108,Debai
0911,udiseCode/091127,Debainnagarkshetr
1920,udiseCode/192011,Debra
0815,udiseCode/081512,Dechu
2420,udiseCode/242002,Dediyapada
0814,udiseCode/081407,Deedwana
0807,udiseCode/080703,Deeg
0971,udiseCode/097105,Deegh
0928,udiseCode/092818,Deeh
0928,udiseCode/092823,Deeh
0973,udiseCode/097305,Deeh
2402,udiseCode/240205,Deesa
0814,udiseCode/081401,Degana
1911,udiseCode/191104,Deganga
2715,udiseCode/271507,Degloor
0211,udiseCode/021103,Deha
2406,udiseCode/240601,Dehgam
0919,udiseCode/091918,Dehganwan
0309,udiseCode/030901,Dehlon
0202,udiseCode/020205,Dehra
1032,udiseCode/103211,Dehri
2118,udiseCode/211803,Delang
1816,udiseCode/181602,Demow
2815,udiseCode/281524,Denduluru
2812,udiseCode/281227,Denkada
1102,udiseCode/110204,Dentam
1034,udiseCode/103411,Deo
0901,udiseCode/090105,Deoband
2225,udiseCode/222514,Deobhog
2402,udiseCode/240206,Deodar
2124,udiseCode/212405,Deogaon
0825,udiseCode/082502,Deogarh
2104,udiseCode/210404,Deogarh Mpl
2007,udiseCode/200703,Deoghar
0965,udiseCode/096508,Deokali
0822,udiseCode/082205,Deoli
2708,udiseCode/270803,Deoli
0942,udiseCode/094201,Deomai
1213,udiseCode/121302,Deomali
2006,udiseCode/200602,Deori
2311,udiseCode/231106,Deori
2711,udiseCode/271103,Deori
0960,udiseCode/096015,Deoria Nagar Kshetra
0960,udiseCode/096003,Deoria Sadar
2350,udiseCode/235002,Deosar
2326,udiseCode/232603,Depalpur
0301,udiseCode/030105,Dera Baba Nanak
0318,udiseCode/031801,Dera Bassi
2110,udiseCode/211002,Derabish
0933,udiseCode/093303,Derapur
0960,udiseCode/096018,Desahi Deoria
2712,udiseCode/271212,Desaiganj
2419,udiseCode/241914,Desar
1018,udiseCode/101803,Desari
0820,udiseCode/082010,Desuri
2407,udiseCode/240702,Detroj-Rampura
2704,udiseCode/270404,Deulgaon Raja
2906,udiseCode/290601,Devadurga
3323,udiseCode/332306,Devakottai
2921,udiseCode/292103,Devanahalli
2821,udiseCode/282127,Devanakonda
2728,udiseCode/272806,Devani
3607,udiseCode/360727,Devarakadra
3608,udiseCode/360857,Devarakonda
3629,udiseCode/362929,Devarakonda
2813,udiseCode/281307,Devarapalli
2815,udiseCode/281514,Devarapalli
3625,udiseCode/362506,Devarkadara
3625,udiseCode/362517,Devarkadara
3619,udiseCode/361910,Devaruppala
2418,udiseCode/241807,Dev.Baria
2423,udiseCode/242307,Dev.Baria
2733,udiseCode/273301,Devgad
2814,udiseCode/281414,Devipatnam
2007,udiseCode/200709,Devipur
2720,udiseCode/272003,Devla
0504,udiseCode/050403,Devprayag
0120,udiseCode/012006,Devsar
0946,udiseCode/094603,Dewa
0502,udiseCode/050209,Dewal
2323,udiseCode/232301,Dewas
2701,udiseCode/270106,Dhadgaon
1002,udiseCode/100208,Dhaka
1812,udiseCode/181203,Dhakuakhana
2018,udiseCode/201805,Dhalbhumgarh
2707,udiseCode/270710,Dhamangaon Rly
1009,udiseCode/100911,Dhamdaha
2210,udiseCode/221006,Dhamdha
2109,udiseCode/210906,Dhamnagar
2109,udiseCode/210911,Dhamnagar Nac
0903,udiseCode/090314,Dhampur(Nagar)
2213,udiseCode/221330,Dhamtari
0966,udiseCode/096605,Dhanapur
1028,udiseCode/102813,Dhanarua
0817,udiseCode/081707,Dhanau
2012,udiseCode/201203,Dhanbad
2407,udiseCode/240711,Dhandhuka
2402,udiseCode/240207,Dhanera
0957,udiseCode/095709,Dhani
1912,udiseCode/191218,Dhaniakhali
0912,udiseCode/091201,Dhanipur
2103,udiseCode/210302,Dhankauda
0906,udiseCode/090619,Dhanora
2344,udiseCode/234408,Dhanora
2712,udiseCode/271204,Dhanora
0949,udiseCode/094907,Dhanpatganj
2418,udiseCode/241804,Dhanpur
2423,udiseCode/242304,Dhanpur
1306,udiseCode/130601,Dhansiripar
2405,udiseCode/240511,Dhansura
2427,udiseCode/242705,Dhansura
0945,udiseCode/094515,Dhanupur
3607,udiseCode/360728,Dhanwada
3633,udiseCode/363309,Dhanwada
2006,udiseCode/200607,Dhanwar
2325,udiseCode/232504,Dhar
2119,udiseCode/211908,Dharakote
2126,udiseCode/212602,Dharamgarh
2126,udiseCode/212617,Dharamgarh Nac
2204,udiseCode/220403,Dharamjaigarh
0310,udiseCode/031002,Dharamkot
0209,udiseCode/020901,Dharampur
2425,udiseCode/242504,Dharampur
0205,udiseCode/020519,Dharampur-1
0205,udiseCode/020520,Dharampur-2
2325,udiseCode/232505,Dharampuri
0202,udiseCode/020206,Dharamsala
2703,udiseCode/270307,Dharangaon
3310,udiseCode/331006,Dharapuram
3333,udiseCode/333306,Dharapuram
3002,udiseCode/300206,Dharbandora
0507,udiseCode/050705,Dharchula
1024,udiseCode/102408,Dharhara
0511,udiseCode/051107,Dhari
2413,udiseCode/241304,Dhari
0301,udiseCode/030113,Dhariwal
0833,udiseCode/083311,Dhariyawad
0322,udiseCode/032204,Dhar Kalan
2715,udiseCode/271510,Dharmabad
1604,udiseCode/160409,Dharmanagar M.C.
0964,udiseCode/096403,Dharmapur
3305,udiseCode/330501,Dharmapuri
3606,udiseCode/360606,Dharmapuri
3607,udiseCode/360701,Dharmaram
3612,udiseCode/361206,Dharmasagar
2113,udiseCode/211306,Dharmasala
2822,udiseCode/282237,Dharmavaram
2707,udiseCode/270709,Dharni
3607,udiseCode/360755,Dharoor
3605,udiseCode/360525,Dharpalle
3602,udiseCode/360222,Dharpally
2211,udiseCode/221104,Dharshiwa
2727,udiseCode/272704,Dharur
3606,udiseCode/360620,Dharur
3624,udiseCode/362410,Dharur
3626,udiseCode/362602,Dharur
2909,udiseCode/290901,Dharwad
2909,udiseCode/290907,Dharwad City
0942,udiseCode/094213,Dhata
0509,udiseCode/050905,Dhauladevi
0909,udiseCode/090906,Dhaulana
0975,udiseCode/097506,Dhaulana
0923,udiseCode/092303,Dhaurahara
2338,udiseCode/233806,Dheemar Kheda
1811,udiseCode/181102,Dhekiajuli
1813,udiseCode/181302,Dhemaji
2114,udiseCode/211410,Dhenkanal Mpl
2114,udiseCode/211402,Dhenkanal Sadar
0303,udiseCode/030301,Dhilwan
2822,udiseCode/282201,D.Hirehal
0813,udiseCode/081303,Dhod
2407,udiseCode/240713,Dholera
2407,udiseCode/240707,Dholka
0808,udiseCode/080803,Dholpur
2821,udiseCode/282149,Dhone
1023,udiseCode/102309,Dhoraiya
2409,udiseCode/240901,Dhoraji
0817,udiseCode/081708,Dhorimana
0120,udiseCode/012007,D H Pora
2408,udiseCode/240802,Dhrangadhra
2410,udiseCode/241002,Dhrol
2702,udiseCode/270201,Dhule
2702,udiseCode/270205,Dhule M.N.P.
1907,udiseCode/190729,Dhuliyan (M)
0209,udiseCode/020905,Dhundan
1902,udiseCode/190203,Dhupguri
1902,udiseCode/190218,Dhupguri Municipality
0316,udiseCode/031605,Dhuri
2001,udiseCode/200108,Dhurki
1918,udiseCode/191811,Diamond Harbour - 1
1918,udiseCode/191812,Diamond Harbour - 2
1918,udiseCode/191832,Diamond Harbour Municipality
3605,udiseCode/360523,Dichpalle
3602,udiseCode/360221,Dichpally
0507,udiseCode/050704,Didihat
2119,udiseCode/211909,Digapahandi
2119,udiseCode/211930,Digapahandi Nac
1008,udiseCode/100825,Dighal Bank
1017,udiseCode/101705,Dighwara
2714,udiseCode/271404,Digras
0904,udiseCode/090406,Dilari
3601,udiseCode/360120,Dilawarpur
3604,udiseCode/360409,Dilawarpur
1306,udiseCode/130605,Dimapur Urban
1827,udiseCode/182704,Dimoria
0301,udiseCode/030106,Dinanagar
1032,udiseCode/103212,Dinara
3313,udiseCode/331303,Dindigul - Rural
3313,udiseCode/331315,Dindigul -Urban
2341,udiseCode/234107,Dindori
2720,udiseCode/272004,Dindori
1903,udiseCode/190301,Dinhata-I
1903,udiseCode/190302,Dinhata-Ii
1903,udiseCode/190313,Dinhata Municipality
1202,udiseCode/120204,Dirang
0316,udiseCode/031613,Dirba
2501,udiseCode/250101,Diu
2502,udiseCode/250202,Diu
1212,udiseCode/121206,Diyun
1820,udiseCode/182001,Diyungbra
0964,udiseCode/096417,Dobhi
1035,udiseCode/103518,Dobhi
0109,udiseCode/010924,Doda
2733,udiseCode/273302,Dodamarg
2921,udiseCode/292102,Doddaballapura
0211,udiseCode/021104,Dodrakawar
0701,udiseCode/070101,Doe
0702,udiseCode/070201,Doe
0703,udiseCode/070301,Doe
0704,udiseCode/070401,Doe
0705,udiseCode/070501,Doe
0706,udiseCode/070601,Doe
0707,udiseCode/070701,Doe
0708,udiseCode/070801,Doe
0709,udiseCode/070901,Doe
0701,udiseCode/070102,Doeaided
0702,udiseCode/070202,Doeaided
0703,udiseCode/070302,Doeaided
0704,udiseCode/070402,Doeaided
0705,udiseCode/070502,Doeaided
0706,udiseCode/070602,Doeaided
0707,udiseCode/070702,Doeaided
0708,udiseCode/070802,Doeaided
0709,udiseCode/070902,Doeaided
0701,udiseCode/070103,Doeunaided
0702,udiseCode/070203,Doeunaided
0703,udiseCode/070303,Doeunaided
0704,udiseCode/070403,Doeunaided
0705,udiseCode/070503,Doeunaided
0706,udiseCode/070603,Doeunaided
0707,udiseCode/070703,Doeunaided
0708,udiseCode/070803,Doeunaided
0709,udiseCode/070903,Doeunaided
0962,udiseCode/096203,Dohrighat
1204,udiseCode/120403,Doimukh
0505,udiseCode/050506,Doiwala
0505,udiseCode/050509,Doiwala Rishikesh
2426,udiseCode/242615,Dolvan
3606,udiseCode/360626,Doma
3624,udiseCode/362408,Doma
3602,udiseCode/360236,Domakonda
3615,udiseCode/361521,Domakonda
2005,udiseCode/200506,Domchanch
1916,udiseCode/191614,Domjur
1907,udiseCode/190710,Domkal
1907,udiseCode/190734,Domkal (M)
2112,udiseCode/211206,Dompara
2818,udiseCode/281805,Donakonda
2209,udiseCode/220905,Dongargaon
2209,udiseCode/220906,Dongargarh
0112,udiseCode/011213,Doongi Brahmana
0309,udiseCode/030902,Doraha
0301,udiseCode/030116,Dorangla
2819,udiseCode/281944,Doravarisatram
3610,udiseCode/361005,Dornakal
2821,udiseCode/282141,Dornipadu
0106,udiseCode/010608,Doru
0949,udiseCode/094908,Dostpur
1801,udiseCode/180101,Dotma
1034,udiseCode/103401,Doudnagar
3624,udiseCode/362418,Doulatabad
3618,udiseCode/361812,Doultabad
3604,udiseCode/360422,Doulthabad
0827,udiseCode/082707,Dovda
0117,udiseCode/011715,Drabshalla
0205,udiseCode/020511,Drang-1
0205,udiseCode/020512,Drang-2
0108,udiseCode/010803,Drass
0104,udiseCode/010409,Dreygam
0101,udiseCode/010109,Drugmula
0701,udiseCode/070111,Dsw
0704,udiseCode/070411,Dsw
0706,udiseCode/070611,Dsw
0709,udiseCode/070911,Dsw
0963,udiseCode/096314,Dubahar
0955,udiseCode/095515,Dubaulia
3618,udiseCode/361801,Dubbak
0949,udiseCode/094909,Dubeypur
1908,udiseCode/190810,Dubrajpur
1908,udiseCode/190823,Dubrajpur Municipality
0959,udiseCode/095912,Dudahi
0970,udiseCode/097002,Dudhi
1803,udiseCode/180303,Dudhnoi
0110,udiseCode/011008,Dudu
0812,udiseCode/081210,Dudu
1104,udiseCode/110408,Duga
0506,udiseCode/050608,Dugadda
2817,udiseCode/281728,Duggirala
3609,udiseCode/360935,Duggondi
3611,udiseCode/361106,Duggondi
1601,udiseCode/160103,Dukli
2203,udiseCode/220304,Duldula
1028,udiseCode/102803,Dulhinbazar
2024,udiseCode/202416,Dulmi
1035,udiseCode/103516,Dumaria
2018,udiseCode/201804,Dumaria
0954,udiseCode/095408,Dumariyaganj
2813,udiseCode/281304,Dumbriguda
1603,udiseCode/160302,Dumburnagar
1911,udiseCode/191142,Dum Dum Municipality
2011,udiseCode/201101,Dumka
3609,udiseCode/360904,Dummugudem
1206,udiseCode/120607,Dumporijo
1004,udiseCode/100406,Dumra
1030,udiseCode/103015,Dumraon
2006,udiseCode/200604,Dumri
2016,udiseCode/201605,Dumri
1003,udiseCode/100317,Dumri Katsari
0501,udiseCode/050103,Dunda
3621,udiseCode/362102,Dundigal Gandimaisamma
0827,udiseCode/082702,Dungarpur
0829,udiseCode/082908,Dungla
2123,udiseCode/212303,Dunguripali
0107,udiseCode/010701,Durbuk
2210,udiseCode/221007,Durg
1603,udiseCode/160306,Durgachowmuhani
1909,udiseCode/190908,Durgapur-Faridpur
1926,udiseCode/192603,Durgapur-Faridpur
1909,udiseCode/190935,Durgapur Municipal Corporation
1926,udiseCode/192609,Durgapur Municipal Corporation
1031,udiseCode/103107,Durgawati
2817,udiseCode/281719,Durgi
2214,udiseCode/221421,Durgukondal
2819,udiseCode/281909,Duttalur
2820,udiseCode/282005,Duvvur
0509,udiseCode/050904,Dwarahat
2815,udiseCode/281512,Dwarakatirumala
0506,udiseCode/050615,Dwarikahl
2410,udiseCode/241003,Dwarka
2429,udiseCode/242902,Dwarka
1818,udiseCode/181802,East
1506,udiseCode/150601,Eastern
1817,udiseCode/181702,East Jorhat
3308,udiseCode/330812,Edappadi
3205,udiseCode/320507,Edappal
2817,udiseCode/281737,Edlapadu
3302,udiseCode/330207,Egmore
1919,udiseCode/191923,Egra -I
1919,udiseCode/191921,Egra -Ii
1919,udiseCode/191928,Egra Municipality
0916,udiseCode/091609,Eka
2823,udiseCode/282373,Ekambara Kuppam
1027,udiseCode/102706,Ekangar Sarai
0506,udiseCode/050606,Ekeshwar
1017,udiseCode/101706,Ekma
3309,udiseCode/330913,Elachipalayam
2815,udiseCode/281544,Elamanchili
1503,udiseCode/150301,Electric
3607,udiseCode/360709,Elgaid
3603,udiseCode/360357,Eligaid
3612,udiseCode/361203,Elkathurthi
3603,udiseCode/360351,Elkathurthy
3613,udiseCode/361316,Ellandakunta
3603,udiseCode/360345,Ellanthakunta
3614,udiseCode/361413,Ellanthakunta
3301,udiseCode/330104,Ellapuram
0611,udiseCode/061103,Ellenabad
