model,target,target_date,point,location
observed data,observed,2020-03-28,137.0,geoId/22
observed data,observed,2020-03-28,1.0,geoId/23
observed data,observed,2020-03-28,5.0,geoId/24
observed data,observed,2020-03-28,44.0,geoId/25
observed data,observed,2020-03-28,111.0,geoId/26
observed data,observed,2020-03-28,5.0,geoId/27
observed data,observed,2020-03-28,13.0,geoId/28
observed data,observed,2020-03-28,10.0,geoId/29
observed data,observed,2020-03-28,1.0,geoId/30
observed data,observed,2020-03-28,2.0,geoId/31
observed data,observed,2020-03-28,10.0,geoId/32
observed data,observed,2020-03-28,2.0,geoId/33
observed data,observed,2020-03-28,140.0,geoId/34
observed data,observed,2020-03-28,1.0,geoId/35
observed data,observed,2020-03-28,1588.0,geoId/36
observed data,observed,2020-03-28,5.0,geoId/37
observed data,observed,2020-03-28,1.0,geoId/38
observed data,observed,2020-03-28,0.0,geoId/69
observed data,observed,2020-03-28,25.0,geoId/39
observed data,observed,2020-03-28,15.0,geoId/40
observed data,observed,2020-03-28,13.0,geoId/41
observed data,observed,2020-03-28,34.0,geoId/42
observed data,observed,2020-03-28,3.0,geoId/72
observed data,observed,2020-03-28,2.0,geoId/44
observed data,observed,2020-03-28,15.0,geoId/45
observed data,observed,2020-03-28,1.0,geoId/46
observed data,observed,2020-03-28,7.0,geoId/47
observed data,observed,2020-03-28,30.0,geoId/48
observed data,observed,2020-03-28,1.0,geoId/49
observed data,observed,2020-03-28,12.0,geoId/50
observed data,observed,2020-03-28,13.0,geoId/51
observed data,observed,2020-03-28,188.0,geoId/53
observed data,observed,2020-03-28,0.0,geoId/54
observed data,observed,2020-03-28,17.0,geoId/55
observed data,observed,2020-03-28,0.0,geoId/56
observed data,observed,2020-03-28,2886.0,country/USA
observed data,observed,2020-04-04,44.0,geoId/01
observed data,observed,2020-04-04,5.0,geoId/02
observed data,observed,2020-04-04,0.0,geoId/60
observed data,observed,2020-04-04,52.0,geoId/04
observed data,observed,2020-04-04,14.0,geoId/05
observed data,observed,2020-04-04,289.0,geoId/06
observed data,observed,2020-04-04,111.0,geoId/08
observed data,observed,2020-04-04,165.0,geoId/09
observed data,observed,2020-04-04,14.0,geoId/10
observed data,observed,2020-04-04,21.0,geoId/11
observed data,observed,2020-04-04,195.0,geoId/12
observed data,observed,2020-04-04,201.0,geoId/13
observed data,observed,2020-04-04,4.0,geoId/66
observed data,observed,2020-04-04,3.0,geoId/15
observed data,observed,2020-04-04,10.0,geoId/16
observed data,observed,2020-04-04,244.0,geoId/17
observed data,observed,2020-04-04,116.0,geoId/18
observed data,observed,2020-04-04,14.0,geoId/19
observed data,observed,2020-04-04,21.0,geoId/20
observed data,observed,2020-04-04,40.0,geoId/21
observed data,observed,2020-04-04,409.0,geoId/22
observed data,observed,2020-04-04,10.0,geoId/23
observed data,observed,2020-04-04,54.0,geoId/24
observed data,observed,2020-04-04,216.0,geoId/25
observed data,observed,2020-04-04,540.0,geoId/26
observed data,observed,2020-04-04,24.0,geoId/27
observed data,observed,2020-04-04,35.0,geoId/28
observed data,observed,2020-04-04,33.0,geoId/29
observed data,observed,2020-04-04,6.0,geoId/30
observed data,observed,2020-04-04,6.0,geoId/31
observed data,observed,2020-04-04,46.0,geoId/32
observed data,observed,2020-04-04,7.0,geoId/33
observed data,observed,2020-04-04,846.0,geoId/34
observed data,observed,2020-04-04,11.0,geoId/35
observed data,observed,2020-04-04,5991.0,geoId/36
observed data,observed,2020-04-04,34.0,geoId/37
observed data,observed,2020-04-04,3.0,geoId/38
observed data,observed,2020-04-04,1.0,geoId/69
observed data,observed,2020-04-04,102.0,geoId/39
observed data,observed,2020-04-04,42.0,geoId/40
observed data,observed,2020-04-04,22.0,geoId/41
observed data,observed,2020-04-04,136.0,geoId/42
observed data,observed,2020-04-04,18.0,geoId/72
observed data,observed,2020-04-04,17.0,geoId/44
observed data,observed,2020-04-04,40.0,geoId/45
observed data,observed,2020-04-04,2.0,geoId/46
observed data,observed,2020-04-04,50.0,geoId/47
observed data,observed,2020-04-04,116.0,geoId/48
observed data,observed,2020-04-04,8.0,geoId/49
observed data,observed,2020-04-04,20.0,geoId/50
observed data,observed,2020-04-04,52.0,geoId/51
observed data,observed,2020-04-04,315.0,geoId/53
observed data,observed,2020-04-04,2.0,geoId/54
observed data,observed,2020-04-04,54.0,geoId/55
observed data,observed,2020-04-04,0.0,geoId/56
observed data,observed,2020-04-04,10834.0,country/USA
observed data,observed,2020-04-11,92.0,geoId/01
observed data,observed,2020-04-11,8.0,geoId/02
observed data,observed,2020-04-11,0.0,geoId/60
observed data,observed,2020-04-11,117.0,geoId/04
observed data,observed,2020-04-11,25.0,geoId/05
observed data,observed,2020-04-11,604.0,geoId/06
observed data,observed,2020-04-11,250.0,geoId/08
observed data,observed,2020-04-11,494.0,geoId/09
observed data,observed,2020-04-11,33.0,geoId/10
observed data,observed,2020-04-11,47.0,geoId/11
observed data,observed,2020-04-11,438.0,geoId/12
observed data,observed,2020-04-11,429.0,geoId/13
observed data,observed,2020-04-11,5.0,geoId/66
observed data,observed,2020-04-11,8.0,geoId/15
observed data,observed,2020-04-11,25.0,geoId/16
observed data,observed,2020-04-11,677.0,geoId/17
observed data,observed,2020-04-11,330.0,geoId/18
observed data,observed,2020-04-11,34.0,geoId/19
observed data,observed,2020-04-11,55.0,geoId/20
observed data,observed,2020-04-11,90.0,geoId/21
observed data,observed,2020-04-11,806.0,geoId/22
observed data,observed,2020-04-11,19.0,geoId/23
observed data,observed,2020-04-11,206.0,geoId/24
observed data,observed,2020-04-11,686.0,geoId/25
observed data,observed,2020-04-11,1384.0,geoId/26
observed data,observed,2020-04-11,64.0,geoId/27
observed data,observed,2020-04-11,93.0,geoId/28
observed data,observed,2020-04-11,116.0,geoId/29
observed data,observed,2020-04-11,6.0,geoId/30
observed data,observed,2020-04-11,17.0,geoId/31
observed data,observed,2020-04-11,102.0,geoId/32
observed data,observed,2020-04-11,22.0,geoId/33
observed data,observed,2020-04-11,2183.0,geoId/34
observed data,observed,2020-04-11,19.0,geoId/35
observed data,observed,2020-04-11,12498.0,geoId/36
observed data,observed,2020-04-11,89.0,geoId/37
observed data,observed,2020-04-11,7.0,geoId/38
observed data,observed,2020-04-11,2.0,geoId/69
observed data,observed,2020-04-11,247.0,geoId/39
observed data,observed,2020-04-11,94.0,geoId/40
observed data,observed,2020-04-11,48.0,geoId/41
observed data,observed,2020-04-11,503.0,geoId/42
observed data,observed,2020-04-11,42.0,geoId/72
observed data,observed,2020-04-11,56.0,geoId/44
observed data,observed,2020-04-11,80.0,geoId/45
observed data,observed,2020-04-11,6.0,geoId/46
observed data,observed,2020-04-11,106.0,geoId/47
observed data,observed,2020-04-11,266.0,geoId/48
observed data,observed,2020-04-11,18.0,geoId/49
observed data,observed,2020-04-11,25.0,geoId/50
observed data,observed,2020-04-11,130.0,geoId/51
observed data,observed,2020-04-11,495.0,geoId/53
observed data,observed,2020-04-11,5.0,geoId/54
observed data,observed,2020-04-11,137.0,geoId/55
observed data,observed,2020-04-11,0.0,geoId/56
observed data,observed,2020-04-11,24342.0,country/USA
observed data,observed,2020-04-18,153.0,geoId/01
observed data,observed,2020-04-18,9.0,geoId/02
observed data,observed,2020-04-18,0.0,geoId/60
observed data,observed,2020-04-18,180.0,geoId/04
observed data,observed,2020-04-18,38.0,geoId/05
observed data,observed,2020-04-18,1140.0,geoId/06
observed data,observed,2020-04-18,389.0,geoId/08
observed data,observed,2020-04-18,1086.0,geoId/09
observed data,observed,2020-04-18,67.0,geoId/10
observed data,observed,2020-04-18,91.0,geoId/11
observed data,observed,2020-04-18,748.0,geoId/12
observed data,observed,2020-04-18,673.0,geoId/13
observed data,observed,2020-04-18,5.0,geoId/66
observed data,observed,2020-04-18,9.0,geoId/15
observed data,observed,2020-04-18,43.0,geoId/16
observed data,observed,2020-04-18,1259.0,geoId/17
observed data,observed,2020-04-18,545.0,geoId/18
observed data,observed,2020-04-18,74.0,geoId/19
observed data,observed,2020-04-18,85.0,geoId/20
observed data,observed,2020-04-18,144.0,geoId/21
observed data,observed,2020-04-18,1267.0,geoId/22
observed data,observed,2020-04-18,32.0,geoId/23
observed data,observed,2020-04-18,421.0,geoId/24
observed data,observed,2020-04-18,1404.0,geoId/25
observed data,observed,2020-04-18,2308.0,geoId/26
observed data,observed,2020-04-18,121.0,geoId/27
observed data,observed,2020-04-18,152.0,geoId/28
observed data,observed,2020-04-18,197.0,geoId/29
observed data,observed,2020-04-18,10.0,geoId/30
observed data,observed,2020-04-18,24.0,geoId/31
observed data,observed,2020-04-18,151.0,geoId/32
observed data,observed,2020-04-18,38.0,geoId/33
observed data,observed,2020-04-18,4070.0,geoId/34
observed data,observed,2020-04-18,53.0,geoId/35
observed data,observed,2020-04-18,18760.0,geoId/36
observed data,observed,2020-04-18,187.0,geoId/37
observed data,observed,2020-04-18,9.0,geoId/38
observed data,observed,2020-04-18,2.0,geoId/69
observed data,observed,2020-04-18,451.0,geoId/39
observed data,observed,2020-04-18,136.0,geoId/40
observed data,observed,2020-04-18,72.0,geoId/41
observed data,observed,2020-04-18,1042.0,geoId/42
observed data,observed,2020-04-18,60.0,geoId/72
observed data,observed,2020-04-18,137.0,geoId/44
observed data,observed,2020-04-18,119.0,geoId/45
observed data,observed,2020-04-18,7.0,geoId/46
observed data,observed,2020-04-18,142.0,geoId/47
observed data,observed,2020-04-18,476.0,geoId/48
observed data,observed,2020-04-18,25.0,geoId/49
observed data,observed,2020-04-18,38.0,geoId/50
observed data,observed,2020-04-18,258.0,geoId/51
observed data,observed,2020-04-18,613.0,geoId/53
observed data,observed,2020-04-18,16.0,geoId/54
observed data,observed,2020-04-18,212.0,geoId/55
observed data,observed,2020-04-18,2.0,geoId/56
observed data,observed,2020-04-18,39753.0,country/USA
observed data,observed,2020-04-25,209.0,geoId/01
observed data,observed,2020-04-25,9.0,geoId/02
observed data,observed,2020-04-25,0.0,geoId/60
observed data,observed,2020-04-25,273.0,geoId/04
observed data,observed,2020-04-25,48.0,geoId/05
observed data,observed,2020-04-25,1689.0,geoId/06
observed data,observed,2020-04-25,684.0,geoId/08
observed data,observed,2020-04-25,1865.0,geoId/09
observed data,observed,2020-04-25,112.0,geoId/10
observed data,observed,2020-04-25,165.0,geoId/11
observed data,observed,2020-04-25,1055.0,geoId/12
observed data,observed,2020-04-25,907.0,geoId/13
observed data,observed,2020-04-25,5.0,geoId/66
observed data,observed,2020-04-25,13.0,geoId/15
observed data,observed,2020-04-25,56.0,geoId/16
observed data,observed,2020-04-25,1875.0,geoId/17
observed data,observed,2020-04-25,786.0,geoId/18
observed data,observed,2020-04-25,112.0,geoId/19
observed data,observed,2020-04-25,120.0,geoId/20
observed data,observed,2020-04-25,205.0,geoId/21
observed data,observed,2020-04-25,1707.0,geoId/22
observed data,observed,2020-04-25,47.0,geoId/23
observed data,observed,2020-04-25,875.0,geoId/24
observed data,observed,2020-04-25,2730.0,geoId/25
observed data,observed,2020-04-25,3155.0,geoId/26
observed data,observed,2020-04-25,244.0,geoId/27
observed data,observed,2020-04-25,221.0,geoId/28
observed data,observed,2020-04-25,281.0,geoId/29
observed data,observed,2020-04-25,14.0,geoId/30
observed data,observed,2020-04-25,50.0,geoId/31
observed data,observed,2020-04-25,205.0,geoId/32
observed data,observed,2020-04-25,53.0,geoId/33
observed data,observed,2020-04-25,5914.0,geoId/34
observed data,observed,2020-04-25,93.0,geoId/35
observed data,observed,2020-04-25,22009.0,geoId/36
observed data,observed,2020-04-25,305.0,geoId/37
observed data,observed,2020-04-25,16.0,geoId/38
observed data,observed,2020-04-25,2.0,geoId/69
observed data,observed,2020-04-25,711.0,geoId/39
observed data,observed,2020-04-25,194.0,geoId/40
observed data,observed,2020-04-25,87.0,geoId/41
observed data,observed,2020-04-25,1793.0,geoId/42
observed data,observed,2020-04-25,83.0,geoId/72
observed data,observed,2020-04-25,215.0,geoId/44
observed data,observed,2020-04-25,166.0,geoId/45
observed data,observed,2020-04-25,10.0,geoId/46
observed data,observed,2020-04-25,177.0,geoId/47
observed data,observed,2020-04-25,638.0,geoId/48
observed data,observed,2020-04-25,41.0,geoId/49
observed data,observed,2020-04-25,46.0,geoId/50
observed data,observed,2020-04-25,437.0,geoId/51
observed data,observed,2020-04-25,737.0,geoId/53
observed data,observed,2020-04-25,32.0,geoId/54
observed data,observed,2020-04-25,266.0,geoId/55
observed data,observed,2020-04-25,7.0,geoId/56
observed data,observed,2020-04-25,53755.0,country/USA
observed data,observed,2020-02-22,0.0,geoId/78
observed data,observed,2020-02-29,0.0,geoId/78
observed data,observed,2020-03-07,0.0,geoId/78
observed data,observed,2020-03-14,0.0,geoId/78
observed data,observed,2020-03-21,0.0,geoId/78
observed data,observed,2020-03-28,0.0,geoId/78
observed data,observed,2020-04-04,0.0,geoId/78
observed data,observed,2020-04-11,1.0,geoId/78
observed data,observed,2020-04-18,3.0,geoId/78
observed data,observed,2020-04-25,3.0,geoId/78
