model,target,target_date,point,location
observed data,observed,2020-02-22,0.0,geoId/01
observed data,observed,2020-02-22,0.0,geoId/02
observed data,observed,2020-02-22,0.0,geoId/60
observed data,observed,2020-02-22,0.0,geoId/04
observed data,observed,2020-02-22,0.0,geoId/05
observed data,observed,2020-02-22,0.0,geoId/06
observed data,observed,2020-02-22,0.0,geoId/08
observed data,observed,2020-02-22,0.0,geoId/09
observed data,observed,2020-02-22,0.0,geoId/10
observed data,observed,2020-02-22,0.0,geoId/11
observed data,observed,2020-02-22,0.0,geoId/12
observed data,observed,2020-02-22,0.0,geoId/13
observed data,observed,2020-02-22,0.0,geoId/66
observed data,observed,2020-02-22,0.0,geoId/15
observed data,observed,2020-02-22,0.0,geoId/16
observed data,observed,2020-02-22,0.0,geoId/17
observed data,observed,2020-02-22,0.0,geoId/18
observed data,observed,2020-02-22,0.0,geoId/19
observed data,observed,2020-02-22,0.0,geoId/20
observed data,observed,2020-02-22,0.0,geoId/21
observed data,observed,2020-02-22,0.0,geoId/22
observed data,observed,2020-02-22,0.0,geoId/23
observed data,observed,2020-02-22,0.0,geoId/24
observed data,observed,2020-02-22,0.0,geoId/25
observed data,observed,2020-02-22,0.0,geoId/26
observed data,observed,2020-02-22,0.0,geoId/27
observed data,observed,2020-02-22,0.0,geoId/28
observed data,observed,2020-02-22,0.0,geoId/29
observed data,observed,2020-02-22,0.0,geoId/30
observed data,observed,2020-02-22,0.0,geoId/31
observed data,observed,2020-02-22,0.0,geoId/32
observed data,observed,2020-02-22,0.0,geoId/33
observed data,observed,2020-02-22,0.0,geoId/34
observed data,observed,2020-02-22,0.0,geoId/35
observed data,observed,2020-02-22,0.0,geoId/36
observed data,observed,2020-02-22,0.0,geoId/37
observed data,observed,2020-02-22,0.0,geoId/38
observed data,observed,2020-02-22,0.0,geoId/69
observed data,observed,2020-02-22,0.0,geoId/39
observed data,observed,2020-02-22,0.0,geoId/40
observed data,observed,2020-02-22,0.0,geoId/41
observed data,observed,2020-02-22,0.0,geoId/42
observed data,observed,2020-02-22,0.0,geoId/72
observed data,observed,2020-02-22,0.0,geoId/44
observed data,observed,2020-02-22,0.0,geoId/45
observed data,observed,2020-02-22,0.0,geoId/46
observed data,observed,2020-02-22,0.0,geoId/47
observed data,observed,2020-02-22,0.0,geoId/48
observed data,observed,2020-02-22,0.0,geoId/49
observed data,observed,2020-02-22,0.0,geoId/50
observed data,observed,2020-02-22,0.0,geoId/51
observed data,observed,2020-02-22,0.0,geoId/53
observed data,observed,2020-02-22,0.0,geoId/54
observed data,observed,2020-02-22,0.0,geoId/55
observed data,observed,2020-02-22,0.0,geoId/56
observed data,observed,2020-02-22,0.0,country/USA
observed data,observed,2020-02-29,0.0,geoId/01
observed data,observed,2020-02-29,0.0,geoId/02
observed data,observed,2020-02-29,0.0,geoId/60
observed data,observed,2020-02-29,0.0,geoId/04
observed data,observed,2020-02-29,0.0,geoId/05
observed data,observed,2020-02-29,0.0,geoId/06
observed data,observed,2020-02-29,0.0,geoId/08
observed data,observed,2020-02-29,0.0,geoId/09
observed data,observed,2020-02-29,0.0,geoId/10
observed data,observed,2020-02-29,0.0,geoId/11
observed data,observed,2020-02-29,0.0,geoId/12
observed data,observed,2020-02-29,0.0,geoId/13
observed data,observed,2020-02-29,0.0,geoId/66
observed data,observed,2020-02-29,0.0,geoId/15
observed data,observed,2020-02-29,0.0,geoId/16
observed data,observed,2020-02-29,0.0,geoId/17
observed data,observed,2020-02-29,0.0,geoId/18
observed data,observed,2020-02-29,0.0,geoId/19
observed data,observed,2020-02-29,0.0,geoId/20
observed data,observed,2020-02-29,0.0,geoId/21
observed data,observed,2020-02-29,0.0,geoId/22
observed data,observed,2020-02-29,0.0,geoId/23
observed data,observed,2020-02-29,0.0,geoId/24
observed data,observed,2020-02-29,0.0,geoId/25
observed data,observed,2020-02-29,0.0,geoId/26
observed data,observed,2020-02-29,0.0,geoId/27
observed data,observed,2020-02-29,0.0,geoId/28
observed data,observed,2020-02-29,0.0,geoId/29
observed data,observed,2020-02-29,0.0,geoId/30
observed data,observed,2020-02-29,0.0,geoId/31
observed data,observed,2020-02-29,0.0,geoId/32
observed data,observed,2020-02-29,0.0,geoId/33
observed data,observed,2020-02-29,0.0,geoId/34
observed data,observed,2020-02-29,0.0,geoId/35
observed data,observed,2020-02-29,0.0,geoId/36
observed data,observed,2020-02-29,0.0,geoId/37
observed data,observed,2020-02-29,0.0,geoId/38
observed data,observed,2020-02-29,0.0,geoId/69
observed data,observed,2020-02-29,0.0,geoId/39
observed data,observed,2020-02-29,0.0,geoId/40
observed data,observed,2020-02-29,0.0,geoId/41
observed data,observed,2020-02-29,0.0,geoId/42
observed data,observed,2020-02-29,0.0,geoId/72
observed data,observed,2020-02-29,0.0,geoId/44
observed data,observed,2020-02-29,0.0,geoId/45
observed data,observed,2020-02-29,0.0,geoId/46
observed data,observed,2020-02-29,0.0,geoId/47
observed data,observed,2020-02-29,0.0,geoId/48
observed data,observed,2020-02-29,0.0,geoId/49
observed data,observed,2020-02-29,0.0,geoId/50
observed data,observed,2020-02-29,0.0,geoId/51
observed data,observed,2020-02-29,1.0,geoId/53
observed data,observed,2020-02-29,0.0,geoId/54
observed data,observed,2020-02-29,0.0,geoId/55
observed data,observed,2020-02-29,0.0,geoId/56
observed data,observed,2020-02-29,1.0,country/USA
observed data,observed,2020-03-07,0.0,geoId/01
observed data,observed,2020-03-07,0.0,geoId/02
observed data,observed,2020-03-07,0.0,geoId/60
observed data,observed,2020-03-07,0.0,geoId/04
observed data,observed,2020-03-07,0.0,geoId/05
observed data,observed,2020-03-07,1.0,geoId/06
observed data,observed,2020-03-07,0.0,geoId/08
observed data,observed,2020-03-07,0.0,geoId/09
observed data,observed,2020-03-07,0.0,geoId/10
observed data,observed,2020-03-07,0.0,geoId/11
observed data,observed,2020-03-07,0.0,geoId/12
observed data,observed,2020-03-07,0.0,geoId/13
observed data,observed,2020-03-07,0.0,geoId/66
observed data,observed,2020-03-07,0.0,geoId/15
observed data,observed,2020-03-07,0.0,geoId/16
observed data,observed,2020-03-07,0.0,geoId/17
observed data,observed,2020-03-07,0.0,geoId/18
observed data,observed,2020-03-07,0.0,geoId/19
observed data,observed,2020-03-07,0.0,geoId/20
observed data,observed,2020-03-07,0.0,geoId/21
observed data,observed,2020-03-07,0.0,geoId/22
observed data,observed,2020-03-07,0.0,geoId/23
observed data,observed,2020-03-07,0.0,geoId/24
observed data,observed,2020-03-07,0.0,geoId/25
observed data,observed,2020-03-07,0.0,geoId/26
observed data,observed,2020-03-07,0.0,geoId/27
observed data,observed,2020-03-07,0.0,geoId/28
observed data,observed,2020-03-07,0.0,geoId/29
observed data,observed,2020-03-07,0.0,geoId/30
observed data,observed,2020-03-07,0.0,geoId/31
observed data,observed,2020-03-07,0.0,geoId/32
observed data,observed,2020-03-07,0.0,geoId/33
observed data,observed,2020-03-07,0.0,geoId/34
observed data,observed,2020-03-07,0.0,geoId/35
observed data,observed,2020-03-07,0.0,geoId/36
observed data,observed,2020-03-07,0.0,geoId/37
observed data,observed,2020-03-07,0.0,geoId/38
observed data,observed,2020-03-07,0.0,geoId/69
observed data,observed,2020-03-07,0.0,geoId/39
observed data,observed,2020-03-07,0.0,geoId/40
observed data,observed,2020-03-07,0.0,geoId/41
observed data,observed,2020-03-07,0.0,geoId/42
observed data,observed,2020-03-07,0.0,geoId/72
observed data,observed,2020-03-07,0.0,geoId/44
observed data,observed,2020-03-07,0.0,geoId/45
observed data,observed,2020-03-07,0.0,geoId/46
observed data,observed,2020-03-07,0.0,geoId/47
observed data,observed,2020-03-07,0.0,geoId/48
observed data,observed,2020-03-07,0.0,geoId/49
observed data,observed,2020-03-07,0.0,geoId/50
observed data,observed,2020-03-07,0.0,geoId/51
observed data,observed,2020-03-07,16.0,geoId/53
observed data,observed,2020-03-07,0.0,geoId/54
observed data,observed,2020-03-07,0.0,geoId/55
observed data,observed,2020-03-07,0.0,geoId/56
observed data,observed,2020-03-07,17.0,country/USA
observed data,observed,2020-03-14,0.0,geoId/01
observed data,observed,2020-03-14,0.0,geoId/02
observed data,observed,2020-03-14,0.0,geoId/60
observed data,observed,2020-03-14,0.0,geoId/04
observed data,observed,2020-03-14,0.0,geoId/05
observed data,observed,2020-03-14,3.0,geoId/06
observed data,observed,2020-03-14,0.0,geoId/08
observed data,observed,2020-03-14,0.0,geoId/09
observed data,observed,2020-03-14,0.0,geoId/10
observed data,observed,2020-03-14,0.0,geoId/11
observed data,observed,2020-03-14,2.0,geoId/12
observed data,observed,2020-03-14,1.0,geoId/13
observed data,observed,2020-03-14,0.0,geoId/66
observed data,observed,2020-03-14,0.0,geoId/15
observed data,observed,2020-03-14,0.0,geoId/16
observed data,observed,2020-03-14,0.0,geoId/17
observed data,observed,2020-03-14,0.0,geoId/18
observed data,observed,2020-03-14,0.0,geoId/19
observed data,observed,2020-03-14,1.0,geoId/20
observed data,observed,2020-03-14,0.0,geoId/21
observed data,observed,2020-03-14,1.0,geoId/22
observed data,observed,2020-03-14,0.0,geoId/23
observed data,observed,2020-03-14,0.0,geoId/24
observed data,observed,2020-03-14,0.0,geoId/25
observed data,observed,2020-03-14,0.0,geoId/26
observed data,observed,2020-03-14,0.0,geoId/27
observed data,observed,2020-03-14,0.0,geoId/28
observed data,observed,2020-03-14,0.0,geoId/29
observed data,observed,2020-03-14,0.0,geoId/30
observed data,observed,2020-03-14,0.0,geoId/31
observed data,observed,2020-03-14,0.0,geoId/32
observed data,observed,2020-03-14,0.0,geoId/33
observed data,observed,2020-03-14,1.0,geoId/34
observed data,observed,2020-03-14,0.0,geoId/35
observed data,observed,2020-03-14,6.0,geoId/36
observed data,observed,2020-03-14,0.0,geoId/37
observed data,observed,2020-03-14,0.0,geoId/38
observed data,observed,2020-03-14,0.0,geoId/69
observed data,observed,2020-03-14,0.0,geoId/39
observed data,observed,2020-03-14,0.0,geoId/40
observed data,observed,2020-03-14,0.0,geoId/41
observed data,observed,2020-03-14,0.0,geoId/42
observed data,observed,2020-03-14,0.0,geoId/72
observed data,observed,2020-03-14,0.0,geoId/44
observed data,observed,2020-03-14,0.0,geoId/45
observed data,observed,2020-03-14,1.0,geoId/46
observed data,observed,2020-03-14,0.0,geoId/47
observed data,observed,2020-03-14,0.0,geoId/48
observed data,observed,2020-03-14,0.0,geoId/49
observed data,observed,2020-03-14,0.0,geoId/50
observed data,observed,2020-03-14,1.0,geoId/51
observed data,observed,2020-03-14,39.0,geoId/53
observed data,observed,2020-03-14,0.0,geoId/54
observed data,observed,2020-03-14,0.0,geoId/55
observed data,observed,2020-03-14,0.0,geoId/56
observed data,observed,2020-03-14,56.0,country/USA
observed data,observed,2020-03-21,0.0,geoId/01
observed data,observed,2020-03-21,0.0,geoId/02
observed data,observed,2020-03-21,0.0,geoId/60
observed data,observed,2020-03-21,1.0,geoId/04
observed data,observed,2020-03-21,0.0,geoId/05
observed data,observed,2020-03-21,25.0,geoId/06
observed data,observed,2020-03-21,6.0,geoId/08
observed data,observed,2020-03-21,4.0,geoId/09
observed data,observed,2020-03-21,0.0,geoId/10
observed data,observed,2020-03-21,0.0,geoId/11
observed data,observed,2020-03-21,13.0,geoId/12
observed data,observed,2020-03-21,20.0,geoId/13
observed data,observed,2020-03-21,0.0,geoId/66
observed data,observed,2020-03-21,0.0,geoId/15
observed data,observed,2020-03-21,0.0,geoId/16
observed data,observed,2020-03-21,6.0,geoId/17
observed data,observed,2020-03-21,4.0,geoId/18
observed data,observed,2020-03-21,0.0,geoId/19
observed data,observed,2020-03-21,2.0,geoId/20
observed data,observed,2020-03-21,3.0,geoId/21
observed data,observed,2020-03-21,20.0,geoId/22
observed data,observed,2020-03-21,0.0,geoId/23
observed data,observed,2020-03-21,2.0,geoId/24
observed data,observed,2020-03-21,1.0,geoId/25
observed data,observed,2020-03-21,3.0,geoId/26
observed data,observed,2020-03-21,1.0,geoId/27
observed data,observed,2020-03-21,1.0,geoId/28
observed data,observed,2020-03-21,3.0,geoId/29
observed data,observed,2020-03-21,0.0,geoId/30
observed data,observed,2020-03-21,0.0,geoId/31
observed data,observed,2020-03-21,2.0,geoId/32
observed data,observed,2020-03-21,0.0,geoId/33
observed data,observed,2020-03-21,16.0,geoId/34
observed data,observed,2020-03-21,0.0,geoId/35
observed data,observed,2020-03-21,195.0,geoId/36
observed data,observed,2020-03-21,0.0,geoId/37
observed data,observed,2020-03-21,0.0,geoId/38
observed data,observed,2020-03-21,0.0,geoId/69
observed data,observed,2020-03-21,3.0,geoId/39
observed data,observed,2020-03-21,1.0,geoId/40
observed data,observed,2020-03-21,4.0,geoId/41
observed data,observed,2020-03-21,2.0,geoId/42
observed data,observed,2020-03-21,1.0,geoId/72
observed data,observed,2020-03-21,0.0,geoId/44
observed data,observed,2020-03-21,3.0,geoId/45
observed data,observed,2020-03-21,1.0,geoId/46
observed data,observed,2020-03-21,1.0,geoId/47
observed data,observed,2020-03-21,5.0,geoId/48
observed data,observed,2020-03-21,0.0,geoId/49
observed data,observed,2020-03-21,2.0,geoId/50
observed data,observed,2020-03-21,3.0,geoId/51
observed data,observed,2020-03-21,94.0,geoId/53
observed data,observed,2020-03-21,0.0,geoId/54
observed data,observed,2020-03-21,4.0,geoId/55
observed data,observed,2020-03-21,0.0,geoId/56
observed data,observed,2020-03-21,453.0,country/USA
observed data,observed,2020-03-28,4.0,geoId/01
observed data,observed,2020-03-28,2.0,geoId/02
observed data,observed,2020-03-28,0.0,geoId/60
observed data,observed,2020-03-28,15.0,geoId/04
observed data,observed,2020-03-28,5.0,geoId/05
observed data,observed,2020-03-28,110.0,geoId/06
observed data,observed,2020-03-28,31.0,geoId/08
observed data,observed,2020-03-28,33.0,geoId/09
observed data,observed,2020-03-28,5.0,geoId/10
observed data,observed,2020-03-28,4.0,geoId/11
observed data,observed,2020-03-28,54.0,geoId/12
observed data,observed,2020-03-28,69.0,geoId/13
observed data,observed,2020-03-28,1.0,geoId/66
observed data,observed,2020-03-28,0.0,geoId/15
observed data,observed,2020-03-28,4.0,geoId/16
observed data,observed,2020-03-28,47.0,geoId/17
observed data,observed,2020-03-28,31.0,geoId/18
observed data,observed,2020-03-28,3.0,geoId/19
observed data,observed,2020-03-28,4.0,geoId/20
observed data,observed,2020-03-28,9.0,geoId/21
