"MeasurementMethods","MinDate","NumPlaces","ScalingFactors","StatVar","Units","observationPeriods"
"[EurostatRegionalStatistics]","2013","2122","[]","MeanMothersAge_BirthEvent","[Year]","[]"
"[EurostatRegionalStatistics]","2013","2122","[]","MedianMothersAge_BirthEvent","[Year]","[]"
"[EurostatRegionalStatistics]","2013","2122","[]","FertilityRate_Person_Female","[]","[]"
