place_name,dcid
Albany,geoId/3601000
Allegany,geoId/36003
Bronx,geoId/3608532
Broome,geoId/36007
Cattaraugus,geoId/36009
Cayuga,geoId/36011
Chautauqua,geoId/36013
Chemung,geoId/36015
Chenango,geoId/36017
Clinton,geoId/3616408
Columbia,geoId/36021
Cortland,geoId/3618388
Delaware,geoId/36025
Dutchess,geoId/36027
Erie,geoId/4224000
Essex,geoId/36031
Franklin,geoId/36033
Fulton,geoId/3627815
Genesee,geoId/36037
Greene,geoId/36039
Hamilton,geoId/36041
Herkimer,geoId/36043
Jefferson,geoId/3638440
Kings,geoId/06031
Lewis,geoId/36049
Livingston,geoId/3642917
Madison,geoId/36053
Monroe,geoId/17133
Montgomery,geoId/36057
Nassau,geoId/36059
New York,geoId/3651000
Niagara,geoId/36063
Oneida,geoId/3654837
Onondaga,geoId/3654958
Ontario,geoId/36069
Orange,geoId/3655156
Orleans,geoId/36073
Oswego,geoId/3655574
Otsego,geoId/3655695
Putnam,geoId/36079
Queens,geoId/36081
Rensselaer,geoId/36083
Richmond,geoId/3661544
Rockland,geoId/3663176
Saratoga,geoId/3665244
Schenectady,geoId/3665508
Schoharie,geoId/36095
Schuyler,geoId/36097
Seneca,geoId/36099
St Lawrence,geoId/36089
Steuben,geoId/36101
Suffolk,geoId/36103
Sullivan,geoId/3671993
Tioga,geoId/36107
Tompkins,geoId/36109
Ulster,geoId/36111
Warren,geoId/36113
Washington,geoId/36115
Wayne,geoId/3678883
Westchester,geoId/1276075
Wyoming,geoId/36121
Yates,geoId/36123
