State,District,Subdistt,Town/Village,Ward,EB,Level,Name,census_location_id
13,263,00000,000000,0000,000000,DISTRICT,Zunheboto,COI2011-13-263-00000-000000-0000-000000
13,264,00000,000000,0000,000000,DISTRICT,Wokha,COI2011-13-264-00000-000000-0000-000000
13,265,00000,000000,0000,000000,DISTRICT,Dimapur ,COI2011-13-265-00000-000000-0000-000000
13,266,00000,000000,0000,000000,DISTRICT,Phek,COI2011-13-266-00000-000000-0000-000000
13,267,00000,000000,0000,000000,DISTRICT,Tuensang,COI2011-13-267-00000-000000-0000-000000
13,268,00000,000000,0000,000000,DISTRICT,Longleng,COI2011-13-268-00000-000000-0000-000000
13,269,00000,000000,0000,000000,DISTRICT,Kiphire,COI2011-13-269-00000-000000-0000-000000
13,270,00000,000000,0000,000000,DISTRICT,Kohima,COI2011-13-270-00000-000000-0000-000000
13,271,00000,000000,0000,000000,DISTRICT,Peren,COI2011-13-271-00000-000000-0000-000000
14,000,00000,000000,0000,000000,STATE,MANIPUR,COI2011-14-000-00000-000000-0000-000000
14,272,00000,000000,0000,000000,DISTRICT,Senapati,COI2011-14-272-00000-000000-0000-000000
14,273,00000,000000,0000,000000,DISTRICT,Tamenglong ,COI2011-14-273-00000-000000-0000-000000
14,274,00000,000000,0000,000000,DISTRICT,Churachandpur,COI2011-14-274-00000-000000-0000-000000
14,275,00000,000000,0000,000000,DISTRICT,Bishnupur,COI2011-14-275-00000-000000-0000-000000
14,276,00000,000000,0000,000000,DISTRICT,Thoubal,COI2011-14-276-00000-000000-0000-000000
14,277,00000,000000,0000,000000,DISTRICT,Imphal West,COI2011-14-277-00000-000000-0000-000000
14,278,00000,000000,0000,000000,DISTRICT,Imphal East,COI2011-14-278-00000-000000-0000-000000
14,279,00000,000000,0000,000000,DISTRICT,Ukhrul,COI2011-14-279-00000-000000-0000-000000
14,280,00000,000000,0000,000000,DISTRICT,Chandel,COI2011-14-280-00000-000000-0000-000000
15,000,00000,000000,0000,000000,STATE,MIZORAM,COI2011-15-000-00000-000000-0000-000000
15,281,00000,000000,0000,000000,DISTRICT,Mamit,COI2011-15-281-00000-000000-0000-000000
15,282,00000,000000,0000,000000,DISTRICT,Kolasib,COI2011-15-282-00000-000000-0000-000000
15,283,00000,000000,0000,000000,DISTRICT,Aizawl,COI2011-15-283-00000-000000-0000-000000
15,284,00000,000000,0000,000000,DISTRICT,Champhai,COI2011-15-284-00000-000000-0000-000000
15,285,00000,000000,0000,000000,DISTRICT,Serchhip,COI2011-15-285-00000-000000-0000-000000
15,286,00000,000000,0000,000000,DISTRICT,Lunglei,COI2011-15-286-00000-000000-0000-000000
15,287,00000,000000,0000,000000,DISTRICT,Lawngtlai,COI2011-15-287-00000-000000-0000-000000
15,288,00000,000000,0000,000000,DISTRICT,Saiha,COI2011-15-288-00000-000000-0000-000000
16,000,00000,000000,0000,000000,STATE,TRIPURA,COI2011-16-000-00000-000000-0000-000000
16,289,00000,000000,0000,000000,DISTRICT,West Tripura ,COI2011-16-289-00000-000000-0000-000000
16,290,00000,000000,0000,000000,DISTRICT,South Tripura ,COI2011-16-290-00000-000000-0000-000000
16,291,00000,000000,0000,000000,DISTRICT,Dhalai,COI2011-16-291-00000-000000-0000-000000
16,292,00000,000000,0000,000000,DISTRICT,North Tripura,COI2011-16-292-00000-000000-0000-000000
17,000,00000,000000,0000,000000,STATE,MEGHALAYA,COI2011-17-000-00000-000000-0000-000000
17,293,00000,000000,0000,000000,DISTRICT,West Garo Hills,COI2011-17-293-00000-000000-0000-000000
17,294,00000,000000,0000,000000,DISTRICT,East Garo Hills,COI2011-17-294-00000-000000-0000-000000
17,295,00000,000000,0000,000000,DISTRICT,South Garo Hills,COI2011-17-295-00000-000000-0000-000000
17,296,00000,000000,0000,000000,DISTRICT,West Khasi Hills,COI2011-17-296-00000-000000-0000-000000
17,297,00000,000000,0000,000000,DISTRICT,Ribhoi,COI2011-17-297-00000-000000-0000-000000
17,298,00000,000000,0000,000000,DISTRICT,East Khasi Hills,COI2011-17-298-00000-000000-0000-000000
17,299,00000,000000,0000,000000,DISTRICT,Jaintia Hills,COI2011-17-299-00000-000000-0000-000000
18,000,00000,000000,0000,000000,STATE,ASSAM,COI2011-18-000-00000-000000-0000-000000
18,300,00000,000000,0000,000000,DISTRICT,Kokrajhar,COI2011-18-300-00000-000000-0000-000000
18,301,00000,000000,0000,000000,DISTRICT,Dhubri,COI2011-18-301-00000-000000-0000-000000
18,302,00000,000000,0000,000000,DISTRICT,Goalpara,COI2011-18-302-00000-000000-0000-000000
18,303,00000,000000,0000,000000,DISTRICT,Barpeta,COI2011-18-303-00000-000000-0000-000000
18,304,00000,000000,0000,000000,DISTRICT,Morigaon,COI2011-18-304-00000-000000-0000-000000
18,305,00000,000000,0000,000000,DISTRICT,Nagaon,COI2011-18-305-00000-000000-0000-000000
18,306,00000,000000,0000,000000,DISTRICT,Sonitpur,COI2011-18-306-00000-000000-0000-000000
18,307,00000,000000,0000,000000,DISTRICT,Lakhimpur,COI2011-18-307-00000-000000-0000-000000
18,308,00000,000000,0000,000000,DISTRICT,Dhemaji,COI2011-18-308-00000-000000-0000-000000
18,309,00000,000000,0000,000000,DISTRICT,Tinsukia,COI2011-18-309-00000-000000-0000-000000
18,310,00000,000000,0000,000000,DISTRICT,Dibrugarh,COI2011-18-310-00000-000000-0000-000000
18,311,00000,000000,0000,000000,DISTRICT,Sivasagar,COI2011-18-311-00000-000000-0000-000000
18,312,00000,000000,0000,000000,DISTRICT,Jorhat,COI2011-18-312-00000-000000-0000-000000
18,313,00000,000000,0000,000000,DISTRICT,Golaghat,COI2011-18-313-00000-000000-0000-000000
18,314,00000,000000,0000,000000,DISTRICT,Karbi Anglong,COI2011-18-314-00000-000000-0000-000000
18,315,00000,000000,0000,000000,DISTRICT,Dima Hasao,COI2011-18-315-00000-000000-0000-000000
18,316,00000,000000,0000,000000,DISTRICT,Cachar,COI2011-18-316-00000-000000-0000-000000
18,317,00000,000000,0000,000000,DISTRICT,Karimganj,COI2011-18-317-00000-000000-0000-000000
18,318,00000,000000,0000,000000,DISTRICT,Hailakandi,COI2011-18-318-00000-000000-0000-000000
18,319,00000,000000,0000,000000,DISTRICT,Bongaigaon,COI2011-18-319-00000-000000-0000-000000
18,320,00000,000000,0000,000000,DISTRICT,Chirang,COI2011-18-320-00000-000000-0000-000000
18,321,00000,000000,0000,000000,DISTRICT,Kamrup,COI2011-18-321-00000-000000-0000-000000
18,322,00000,000000,0000,000000,DISTRICT,Kamrup Metropolitan,COI2011-18-322-00000-000000-0000-000000
18,323,00000,000000,0000,000000,DISTRICT,Nalbari,COI2011-18-323-00000-000000-0000-000000
18,324,00000,000000,0000,000000,DISTRICT,Baksa,COI2011-18-324-00000-000000-0000-000000
18,325,00000,000000,0000,000000,DISTRICT,Darrang,COI2011-18-325-00000-000000-0000-000000
18,326,00000,000000,0000,000000,DISTRICT,Udalguri,COI2011-18-326-00000-000000-0000-000000
19,000,00000,000000,0000,000000,STATE,WEST BENGAL,COI2011-19-000-00000-000000-0000-000000
19,327,00000,000000,0000,000000,DISTRICT,Darjiling ,COI2011-19-327-00000-000000-0000-000000
19,328,00000,000000,0000,000000,DISTRICT,Jalpaiguri ,COI2011-19-328-00000-000000-0000-000000
19,329,00000,000000,0000,000000,DISTRICT,Koch Bihar ,COI2011-19-329-00000-000000-0000-000000
19,330,00000,000000,0000,000000,DISTRICT,Uttar Dinajpur,COI2011-19-330-00000-000000-0000-000000
19,331,00000,000000,0000,000000,DISTRICT,Dakshin Dinajpur,COI2011-19-331-00000-000000-0000-000000
19,332,00000,000000,0000,000000,DISTRICT,Maldah ,COI2011-19-332-00000-000000-0000-000000
19,333,00000,000000,0000,000000,DISTRICT,Murshidabad ,COI2011-19-333-00000-000000-0000-000000
19,334,00000,000000,0000,000000,DISTRICT,Birbhum,COI2011-19-334-00000-000000-0000-000000
19,335,00000,000000,0000,000000,DISTRICT,Barddhaman ,COI2011-19-335-00000-000000-0000-000000
19,336,00000,000000,0000,000000,DISTRICT,Nadia ,COI2011-19-336-00000-000000-0000-000000
19,337,00000,000000,0000,000000,DISTRICT,North Twenty Four Parganas,COI2011-19-337-00000-000000-0000-000000
19,338,00000,000000,0000,000000,DISTRICT,Hugli ,COI2011-19-338-00000-000000-0000-000000
19,339,00000,000000,0000,000000,DISTRICT,Bankura ,COI2011-19-339-00000-000000-0000-000000
19,340,00000,000000,0000,000000,DISTRICT,Puruliya,COI2011-19-340-00000-000000-0000-000000
19,341,00000,000000,0000,000000,DISTRICT,Haora ,COI2011-19-341-00000-000000-0000-000000
19,342,00000,000000,0000,000000,DISTRICT,Kolkata,COI2011-19-342-00000-000000-0000-000000
19,343,00000,000000,0000,000000,DISTRICT,South Twenty Four Parganas,COI2011-19-343-00000-000000-0000-000000
19,344,00000,000000,0000,000000,DISTRICT,Paschim Medinipur,COI2011-19-344-00000-000000-0000-000000
19,345,00000,000000,0000,000000,DISTRICT,Purba Medinipur,COI2011-19-345-00000-000000-0000-000000
20,000,00000,000000,0000,000000,STATE,JHARKHAND,COI2011-20-000-00000-000000-0000-000000
20,346,00000,000000,0000,000000,DISTRICT,Garhwa ,COI2011-20-346-00000-000000-0000-000000
20,347,00000,000000,0000,000000,DISTRICT,Chatra,COI2011-20-347-00000-000000-0000-000000
20,348,00000,000000,0000,000000,DISTRICT,Kodarma,COI2011-20-348-00000-000000-0000-000000
20,349,00000,000000,0000,000000,DISTRICT,Giridih,COI2011-20-349-00000-000000-0000-000000
20,350,00000,000000,0000,000000,DISTRICT,Deoghar,COI2011-20-350-00000-000000-0000-000000
20,351,00000,000000,0000,000000,DISTRICT,Godda,COI2011-20-351-00000-000000-0000-000000
20,352,00000,000000,0000,000000,DISTRICT,Sahibganj,COI2011-20-352-00000-000000-0000-000000
20,353,00000,000000,0000,000000,DISTRICT,Pakur,COI2011-20-353-00000-000000-0000-000000
20,354,00000,000000,0000,000000,DISTRICT,Dhanbad,COI2011-20-354-00000-000000-0000-000000
20,355,00000,000000,0000,000000,DISTRICT,Bokaro,COI2011-20-355-00000-000000-0000-000000
20,356,00000,000000,0000,000000,DISTRICT,Lohardaga,COI2011-20-356-00000-000000-0000-000000
20,357,00000,000000,0000,000000,DISTRICT,Purbi Singhbhum,COI2011-20-357-00000-000000-0000-000000
20,358,00000,000000,0000,000000,DISTRICT,Palamu,COI2011-20-358-00000-000000-0000-000000
20,359,00000,000000,0000,000000,DISTRICT,Latehar,COI2011-20-359-00000-000000-0000-000000
20,360,00000,000000,0000,000000,DISTRICT,Hazaribagh,COI2011-20-360-00000-000000-0000-000000
20,361,00000,000000,0000,000000,DISTRICT,Ramgarh,COI2011-20-361-00000-000000-0000-000000
20,362,00000,000000,0000,000000,DISTRICT,Dumka,COI2011-20-362-00000-000000-0000-000000
20,363,00000,000000,0000,000000,DISTRICT,Jamtara,COI2011-20-363-00000-000000-0000-000000
20,364,00000,000000,0000,000000,DISTRICT,Ranchi,COI2011-20-364-00000-000000-0000-000000
20,365,00000,000000,0000,000000,DISTRICT,Khunti,COI2011-20-365-00000-000000-0000-000000
20,366,00000,000000,0000,000000,DISTRICT,Gumla,COI2011-20-366-00000-000000-0000-000000
20,367,00000,000000,0000,000000,DISTRICT,Simdega,COI2011-20-367-00000-000000-0000-000000
20,368,00000,000000,0000,000000,DISTRICT,Pashchimi Singhbhum,COI2011-20-368-00000-000000-0000-000000
20,369,00000,000000,0000,000000,DISTRICT,Saraikela-Kharsawan,COI2011-20-369-00000-000000-0000-000000
21,000,00000,000000,0000,000000,STATE,ODISHA,COI2011-21-000-00000-000000-0000-000000
21,370,00000,000000,0000,000000,DISTRICT,Bargarh,COI2011-21-370-00000-000000-0000-000000
21,371,00000,000000,0000,000000,DISTRICT,Jharsuguda,COI2011-21-371-00000-000000-0000-000000
21,372,00000,000000,0000,000000,DISTRICT,Sambalpur,COI2011-21-372-00000-000000-0000-000000
21,373,00000,000000,0000,000000,DISTRICT,Debagarh,COI2011-21-373-00000-000000-0000-000000
21,374,00000,000000,0000,000000,DISTRICT,Sundargarh,COI2011-21-374-00000-000000-0000-000000
21,375,00000,000000,0000,000000,DISTRICT,Kendujhar,COI2011-21-375-00000-000000-0000-000000
21,376,00000,000000,0000,000000,DISTRICT,Mayurbhanj,COI2011-21-376-00000-000000-0000-000000
21,377,00000,000000,0000,000000,DISTRICT,Baleshwar,COI2011-21-377-00000-000000-0000-000000
21,378,00000,000000,0000,000000,DISTRICT,Bhadrak,COI2011-21-378-00000-000000-0000-000000
21,379,00000,000000,0000,000000,DISTRICT,Kendrapara ,COI2011-21-379-00000-000000-0000-000000
21,380,00000,000000,0000,000000,DISTRICT,Jagatsinghapur ,COI2011-21-380-00000-000000-0000-000000
21,381,00000,000000,0000,000000,DISTRICT,Cuttack,COI2011-21-381-00000-000000-0000-000000
21,382,00000,000000,0000,000000,DISTRICT,Jajapur  ,COI2011-21-382-00000-000000-0000-000000
21,383,00000,000000,0000,000000,DISTRICT,Dhenkanal,COI2011-21-383-00000-000000-0000-000000
21,384,00000,000000,0000,000000,DISTRICT,Anugul  ,COI2011-21-384-00000-000000-0000-000000
21,385,00000,000000,0000,000000,DISTRICT,Nayagarh  ,COI2011-21-385-00000-000000-0000-000000
21,386,00000,000000,0000,000000,DISTRICT,Khordha ,COI2011-21-386-00000-000000-0000-000000
21,387,00000,000000,0000,000000,DISTRICT,Puri,COI2011-21-387-00000-000000-0000-000000
21,388,00000,000000,0000,000000,DISTRICT,Ganjam,COI2011-21-388-00000-000000-0000-000000
21,389,00000,000000,0000,000000,DISTRICT,Gajapati,COI2011-21-389-00000-000000-0000-000000
21,390,00000,000000,0000,000000,DISTRICT,Kandhamal,COI2011-21-390-00000-000000-0000-000000
21,391,00000,000000,0000,000000,DISTRICT,Baudh,COI2011-21-391-00000-000000-0000-000000
21,392,00000,000000,0000,000000,DISTRICT,Subarnapur,COI2011-21-392-00000-000000-0000-000000
21,393,00000,000000,0000,000000,DISTRICT,Balangir,COI2011-21-393-00000-000000-0000-000000
21,394,00000,000000,0000,000000,DISTRICT,Nuapada,COI2011-21-394-00000-000000-0000-000000
21,395,00000,000000,0000,000000,DISTRICT,Kalahandi,COI2011-21-395-00000-000000-0000-000000
21,396,00000,000000,0000,000000,DISTRICT,Rayagada  ,COI2011-21-396-00000-000000-0000-000000
21,397,00000,000000,0000,000000,DISTRICT,Nabarangapur ,COI2011-21-397-00000-000000-0000-000000
21,398,00000,000000,0000,000000,DISTRICT,Koraput,COI2011-21-398-00000-000000-0000-000000
21,399,00000,000000,0000,000000,DISTRICT,Malkangiri  ,COI2011-21-399-00000-000000-0000-000000
22,000,00000,000000,0000,000000,STATE,CHHATTISGARH,COI2011-22-000-00000-000000-0000-000000
22,400,00000,000000,0000,000000,DISTRICT,Koriya,COI2011-22-400-00000-000000-0000-000000
22,401,00000,000000,0000,000000,DISTRICT,Surguja,COI2011-22-401-00000-000000-0000-000000
22,402,00000,000000,0000,000000,DISTRICT,Jashpur ,COI2011-22-402-00000-000000-0000-000000
22,403,00000,000000,0000,000000,DISTRICT,Raigarh,COI2011-22-403-00000-000000-0000-000000
22,404,00000,000000,0000,000000,DISTRICT,Korba ,COI2011-22-404-00000-000000-0000-000000
22,405,00000,000000,0000,000000,DISTRICT,Janjgir - Champa,COI2011-22-405-00000-000000-0000-000000
22,406,00000,000000,0000,000000,DISTRICT,Bilaspur,COI2011-22-406-00000-000000-0000-000000
22,407,00000,000000,0000,000000,DISTRICT,Kabeerdham,COI2011-22-407-00000-000000-0000-000000
22,408,00000,000000,0000,000000,DISTRICT,Rajnandgaon,COI2011-22-408-00000-000000-0000-000000
22,409,00000,000000,0000,000000,DISTRICT,Durg,COI2011-22-409-00000-000000-0000-000000
22,410,00000,000000,0000,000000,DISTRICT,Raipur,COI2011-22-410-00000-000000-0000-000000
22,411,00000,000000,0000,000000,DISTRICT,Mahasamund,COI2011-22-411-00000-000000-0000-000000
22,412,00000,000000,0000,000000,DISTRICT,Dhamtari ,COI2011-22-412-00000-000000-0000-000000
22,413,00000,000000,0000,000000,DISTRICT,Uttar Bastar Kanker,COI2011-22-413-00000-000000-0000-000000
22,414,00000,000000,0000,000000,DISTRICT,Bastar,COI2011-22-414-00000-000000-0000-000000
22,415,00000,000000,0000,000000,DISTRICT,Narayanpur,COI2011-22-415-00000-000000-0000-000000
22,416,00000,000000,0000,000000,DISTRICT,Dakshin Bastar Dantewada,COI2011-22-416-00000-000000-0000-000000
22,417,00000,000000,0000,000000,DISTRICT,Bijapur,COI2011-22-417-00000-000000-0000-000000
23,000,00000,000000,0000,000000,STATE,MADHYA PRADESH,COI2011-23-000-00000-000000-0000-000000
23,418,00000,000000,0000,000000,DISTRICT,Sheopur ,COI2011-23-418-00000-000000-0000-000000
23,419,00000,000000,0000,000000,DISTRICT,Morena,COI2011-23-419-00000-000000-0000-000000
23,420,00000,000000,0000,000000,DISTRICT,Bhind,COI2011-23-420-00000-000000-0000-000000
23,421,00000,000000,0000,000000,DISTRICT,Gwalior,COI2011-23-421-00000-000000-0000-000000
23,422,00000,000000,0000,000000,DISTRICT,Datia,COI2011-23-422-00000-000000-0000-000000
23,423,00000,000000,0000,000000,DISTRICT,Shivpuri,COI2011-23-423-00000-000000-0000-000000
23,424,00000,000000,0000,000000,DISTRICT,Tikamgarh,COI2011-23-424-00000-000000-0000-000000
23,425,00000,000000,0000,000000,DISTRICT,Chhatarpur,COI2011-23-425-00000-000000-0000-000000
23,426,00000,000000,0000,000000,DISTRICT,Panna,COI2011-23-426-00000-000000-0000-000000
23,427,00000,000000,0000,000000,DISTRICT,Sagar,COI2011-23-427-00000-000000-0000-000000
23,428,00000,000000,0000,000000,DISTRICT,Damoh,COI2011-23-428-00000-000000-0000-000000
23,429,00000,000000,0000,000000,DISTRICT,Satna,COI2011-23-429-00000-000000-0000-000000
23,430,00000,000000,0000,000000,DISTRICT,Rewa,COI2011-23-430-00000-000000-0000-000000
23,431,00000,000000,0000,000000,DISTRICT,Umaria,COI2011-23-431-00000-000000-0000-000000
23,432,00000,000000,0000,000000,DISTRICT,Neemuch ,COI2011-23-432-00000-000000-0000-000000
23,433,00000,000000,0000,000000,DISTRICT,Mandsaur,COI2011-23-433-00000-000000-0000-000000
23,434,00000,000000,0000,000000,DISTRICT,Ratlam,COI2011-23-434-00000-000000-0000-000000
23,435,00000,000000,0000,000000,DISTRICT,Ujjain,COI2011-23-435-00000-000000-0000-000000
23,436,00000,000000,0000,000000,DISTRICT,Shajapur,COI2011-23-436-00000-000000-0000-000000
23,437,00000,000000,0000,000000,DISTRICT,Dewas,COI2011-23-437-00000-000000-0000-000000
23,438,00000,000000,0000,000000,DISTRICT,Dhar,COI2011-23-438-00000-000000-0000-000000
23,439,00000,000000,0000,000000,DISTRICT,Indore,COI2011-23-439-00000-000000-0000-000000
23,440,00000,000000,0000,000000,DISTRICT,Khargone (West Nimar),COI2011-23-440-00000-000000-0000-000000
23,441,00000,000000,0000,000000,DISTRICT,Barwani ,COI2011-23-441-00000-000000-0000-000000
23,442,00000,000000,0000,000000,DISTRICT,Rajgarh,COI2011-23-442-00000-000000-0000-000000
23,443,00000,000000,0000,000000,DISTRICT,Vidisha,COI2011-23-443-00000-000000-0000-000000
23,444,00000,000000,0000,000000,DISTRICT,Bhopal,COI2011-23-444-00000-000000-0000-000000
23,445,00000,000000,0000,000000,DISTRICT,Sehore,COI2011-23-445-00000-000000-0000-000000
23,446,00000,000000,0000,000000,DISTRICT,Raisen,COI2011-23-446-00000-000000-0000-000000
23,447,00000,000000,0000,000000,DISTRICT,Betul,COI2011-23-447-00000-000000-0000-000000
23,448,00000,000000,0000,000000,DISTRICT,Harda ,COI2011-23-448-00000-000000-0000-000000
23,449,00000,000000,0000,000000,DISTRICT,Hoshangabad,COI2011-23-449-00000-000000-0000-000000
23,450,00000,000000,0000,000000,DISTRICT,Katni ,COI2011-23-450-00000-000000-0000-000000
23,451,00000,000000,0000,000000,DISTRICT,Jabalpur,COI2011-23-451-00000-000000-0000-000000
23,452,00000,000000,0000,000000,DISTRICT,Narsimhapur,COI2011-23-452-00000-000000-0000-000000
23,453,00000,000000,0000,000000,DISTRICT,Dindori ,COI2011-23-453-00000-000000-0000-000000
23,454,00000,000000,0000,000000,DISTRICT,Mandla,COI2011-23-454-00000-000000-0000-000000
23,455,00000,000000,0000,000000,DISTRICT,Chhindwara,COI2011-23-455-00000-000000-0000-000000
23,456,00000,000000,0000,000000,DISTRICT,Seoni,COI2011-23-456-00000-000000-0000-000000
23,457,00000,000000,0000,000000,DISTRICT,Balaghat,COI2011-23-457-00000-000000-0000-000000
23,458,00000,000000,0000,000000,DISTRICT,Guna,COI2011-23-458-00000-000000-0000-000000
23,459,00000,000000,0000,000000,DISTRICT,Ashoknagar,COI2011-23-459-00000-000000-0000-000000
23,460,00000,000000,0000,000000,DISTRICT,Shahdol,COI2011-23-460-00000-000000-0000-000000
23,461,00000,000000,0000,000000,DISTRICT,Anuppur,COI2011-23-461-00000-000000-0000-000000
23,462,00000,000000,0000,000000,DISTRICT,Sidhi,COI2011-23-462-00000-000000-0000-000000
23,463,00000,000000,0000,000000,DISTRICT,Singrauli,COI2011-23-463-00000-000000-0000-000000
23,464,00000,000000,0000,000000,DISTRICT,Jhabua,COI2011-23-464-00000-000000-0000-000000
23,465,00000,000000,0000,000000,DISTRICT,Alirajpur,COI2011-23-465-00000-000000-0000-000000
23,466,00000,000000,0000,000000,DISTRICT,Khandwa (East Nimar),COI2011-23-466-00000-000000-0000-000000
23,467,00000,000000,0000,000000,DISTRICT,Burhanpur,COI2011-23-467-00000-000000-0000-000000
24,000,00000,000000,0000,000000,STATE,GUJARAT,COI2011-24-000-00000-000000-0000-000000
24,468,00000,000000,0000,000000,DISTRICT,Kachchh,COI2011-24-468-00000-000000-0000-000000
24,469,00000,000000,0000,000000,DISTRICT,Banas Kantha,COI2011-24-469-00000-000000-0000-000000
24,470,00000,000000,0000,000000,DISTRICT,Patan  ,COI2011-24-470-00000-000000-0000-000000
24,471,00000,000000,0000,000000,DISTRICT,Mahesana,COI2011-24-471-00000-000000-0000-000000
24,472,00000,000000,0000,000000,DISTRICT,Sabar Kantha,COI2011-24-472-00000-000000-0000-000000
24,473,00000,000000,0000,000000,DISTRICT,Gandhinagar,COI2011-24-473-00000-000000-0000-000000
24,474,00000,000000,0000,000000,DISTRICT,Ahmadabad,COI2011-24-474-00000-000000-0000-000000
24,475,00000,000000,0000,000000,DISTRICT,Surendranagar,COI2011-24-475-00000-000000-0000-000000
24,476,00000,000000,0000,000000,DISTRICT,Rajkot,COI2011-24-476-00000-000000-0000-000000
24,477,00000,000000,0000,000000,DISTRICT,Jamnagar,COI2011-24-477-00000-000000-0000-000000
24,478,00000,000000,0000,000000,DISTRICT,Porbandar ,COI2011-24-478-00000-000000-0000-000000
24,479,00000,000000,0000,000000,DISTRICT,Junagadh,COI2011-24-479-00000-000000-0000-000000
24,480,00000,000000,0000,000000,DISTRICT,Amreli,COI2011-24-480-00000-000000-0000-000000
24,481,00000,000000,0000,000000,DISTRICT,Bhavnagar,COI2011-24-481-00000-000000-0000-000000
24,482,00000,000000,0000,000000,DISTRICT,Anand  ,COI2011-24-482-00000-000000-0000-000000
24,483,00000,000000,0000,000000,DISTRICT,Kheda,COI2011-24-483-00000-000000-0000-000000
24,484,00000,000000,0000,000000,DISTRICT,Panch Mahals,COI2011-24-484-00000-000000-0000-000000
24,485,00000,000000,0000,000000,DISTRICT,Dohad  ,COI2011-24-485-00000-000000-0000-000000
24,486,00000,000000,0000,000000,DISTRICT,Vadodara,COI2011-24-486-00000-000000-0000-000000
24,487,00000,000000,0000,000000,DISTRICT,Narmada,COI2011-24-487-00000-000000-0000-000000
24,488,00000,000000,0000,000000,DISTRICT,Bharuch,COI2011-24-488-00000-000000-0000-000000
24,489,00000,000000,0000,000000,DISTRICT,The Dangs,COI2011-24-489-00000-000000-0000-000000
24,490,00000,000000,0000,000000,DISTRICT,Navsari  ,COI2011-24-490-00000-000000-0000-000000
24,491,00000,000000,0000,000000,DISTRICT,Valsad,COI2011-24-491-00000-000000-0000-000000
24,492,00000,000000,0000,000000,DISTRICT,Surat,COI2011-24-492-00000-000000-0000-000000
24,493,00000,000000,0000,000000,DISTRICT,Tapi,COI2011-24-493-00000-000000-0000-000000
25,000,00000,000000,0000,000000,STATE,DAMAN & DIU,COI2011-25-000-00000-000000-0000-000000
25,494,00000,000000,0000,000000,DISTRICT,Diu,COI2011-25-494-00000-000000-0000-000000
25,495,00000,000000,0000,000000,DISTRICT,Daman,COI2011-25-495-00000-000000-0000-000000
26,000,00000,000000,0000,000000,STATE,DADRA & NAGAR HAVELI,COI2011-26-000-00000-000000-0000-000000
26,496,00000,000000,0000,000000,DISTRICT,Dadra & Nagar Haveli,COI2011-26-496-00000-000000-0000-000000
27,000,00000,000000,0000,000000,STATE,MAHARASHTRA,COI2011-27-000-00000-000000-0000-000000
27,497,00000,000000,0000,000000,DISTRICT,Nandurbar,COI2011-27-497-00000-000000-0000-000000
27,498,00000,000000,0000,000000,DISTRICT,Dhule,COI2011-27-498-00000-000000-0000-000000
27,499,00000,000000,0000,000000,DISTRICT,Jalgaon,COI2011-27-499-00000-000000-0000-000000
27,500,00000,000000,0000,000000,DISTRICT,Buldana,COI2011-27-500-00000-000000-0000-000000
27,501,00000,000000,0000,000000,DISTRICT,Akola,COI2011-27-501-00000-000000-0000-000000
27,502,00000,000000,0000,000000,DISTRICT,Washim,COI2011-27-502-00000-000000-0000-000000
27,503,00000,000000,0000,000000,DISTRICT,Amravati,COI2011-27-503-00000-000000-0000-000000
27,504,00000,000000,0000,000000,DISTRICT,Wardha,COI2011-27-504-00000-000000-0000-000000
27,505,00000,000000,0000,000000,DISTRICT,Nagpur,COI2011-27-505-00000-000000-0000-000000
27,506,00000,000000,0000,000000,DISTRICT,Bhandara,COI2011-27-506-00000-000000-0000-000000
27,507,00000,000000,0000,000000,DISTRICT,Gondiya,COI2011-27-507-00000-000000-0000-000000
27,508,00000,000000,0000,000000,DISTRICT,Gadchiroli,COI2011-27-508-00000-000000-0000-000000
27,509,00000,000000,0000,000000,DISTRICT,Chandrapur,COI2011-27-509-00000-000000-0000-000000
27,510,00000,000000,0000,000000,DISTRICT,Yavatmal,COI2011-27-510-00000-000000-0000-000000
27,511,00000,000000,0000,000000,DISTRICT,Nanded,COI2011-27-511-00000-000000-0000-000000
27,512,00000,000000,0000,000000,DISTRICT,Hingoli,COI2011-27-512-00000-000000-0000-000000
27,513,00000,000000,0000,000000,DISTRICT,Parbhani,COI2011-27-513-00000-000000-0000-000000
27,514,00000,000000,0000,000000,DISTRICT,Jalna,COI2011-27-514-00000-000000-0000-000000
27,515,00000,000000,0000,000000,DISTRICT,Aurangabad,COI2011-27-515-00000-000000-0000-000000
27,516,00000,000000,0000,000000,DISTRICT,Nashik,COI2011-27-516-00000-000000-0000-000000
27,517,00000,000000,0000,000000,DISTRICT,Thane,COI2011-27-517-00000-000000-0000-000000
27,518,00000,000000,0000,000000,DISTRICT,Mumbai Suburban,COI2011-27-518-00000-000000-0000-000000
27,519,00000,000000,0000,000000,DISTRICT,Mumbai,COI2011-27-519-00000-000000-0000-000000
27,520,00000,000000,0000,000000,DISTRICT,Raigarh,COI2011-27-520-00000-000000-0000-000000
27,521,00000,000000,0000,000000,DISTRICT,Pune,COI2011-27-521-00000-000000-0000-000000
27,522,00000,000000,0000,000000,DISTRICT,Ahmadnagar,COI2011-27-522-00000-000000-0000-000000
27,523,00000,000000,0000,000000,DISTRICT,Bid,COI2011-27-523-00000-000000-0000-000000
27,524,00000,000000,0000,000000,DISTRICT,Latur,COI2011-27-524-00000-000000-0000-000000
