place_name,dcid
Democratic Republic of the Congo,country/COD
Sud-Kivu,wikidataId/Q488326
Orientale,wikidataId/Q831370
Nord-Kivu,wikidataId/Q130625
Maniema,wikidataId/Q130566
Kasai-Occidental,wikidataId/Q130576
Kinshasa,wikidataId/Q3838
Kasai-Oriental,wikidataId/Q917992
Katanga,wikidataId/Q217242
Équateur,wikidataId/Q988104
Bandundu,wikidataId/Q736061
Bas-Congo,wikidataId/Q1043494
