"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"LN","8","Albania","01","LN01","Lignite - Production","2014","Metric tons,  thousand","0",""
"LN","8","Albania","01","LN01","Lignite - Production","2013","Metric tons,  thousand","3",""
"LN","8","Albania","01","LN01","Lignite - Production","2012","Metric tons,  thousand","6.63",""
"LN","8","Albania","01","LN01","Lignite - Production","2011","Metric tons,  thousand","6.8",""
"LN","8","Albania","01","LN01","Lignite - Production","2010","Metric tons,  thousand","13.6",""
"LN","8","Albania","12","LN12","Lignite - Final energy consumption","2014","Metric tons,  thousand","0",""
"LN","8","Albania","12","LN12","Lignite - Final energy consumption","2013","Metric tons,  thousand","3",""
"LN","8","Albania","12","LN12","Lignite - Final energy consumption","2012","Metric tons,  thousand","6.63",""
"LN","8","Albania","12","LN12","Lignite - Final energy consumption","2011","Metric tons,  thousand","6.8",""
"LN","8","Albania","12","LN12","Lignite - Final energy consumption","2010","Metric tons,  thousand","13.6",""
"LN","8","Albania","123","LN123","Lignite - Consumption by other","2014","Metric tons,  thousand","0",""
"LN","8","Albania","123","LN123","Lignite - Consumption by other","2013","Metric tons,  thousand","3",""
"LN","8","Albania","123","LN123","Lignite - Consumption by other","2012","Metric tons,  thousand","6.63",""
"LN","8","Albania","123","LN123","Lignite - Consumption by other","2011","Metric tons,  thousand","6.8",""
"LN","8","Albania","123","LN123","Lignite - Consumption by other","2010","Metric tons,  thousand","13.6",""
"LN","8","Albania","1231","LN1231","Lignite - Consumption by households","2014","Metric tons,  thousand","0",""
"LN","8","Albania","1231","LN1231","Lignite - Consumption by households","2013","Metric tons,  thousand","1",""
"LN","8","Albania","1231","LN1231","Lignite - Consumption by households","2012","Metric tons,  thousand","2.125",""
"LN","8","Albania","1231","LN1231","Lignite - Consumption by households","2011","Metric tons,  thousand","3.825",""
"LN","8","Albania","1231","LN1231","Lignite - Consumption by households","2010","Metric tons,  thousand","3.825",""
"LN","8","Albania","1235","LN1235","Lignite - Consumption by commerce and public services","2014","Metric tons,  thousand","0",""
"LN","8","Albania","1235","LN1235","Lignite - Consumption by commerce and public services","2013","Metric tons,  thousand","2",""
"LN","8","Albania","1235","LN1235","Lignite - Consumption by commerce and public services","2012","Metric tons,  thousand","4.505",""
"LN","8","Albania","1235","LN1235","Lignite - Consumption by commerce and public services","2011","Metric tons,  thousand","2.975",""
"LN","8","Albania","1235","LN1235","Lignite - Consumption by commerce and public services","2010","Metric tons,  thousand","9.775",""
"LN","8","Albania","GA","LNGA","Lignite - Total energy supply","2014","Metric tons,  thousand","0",""
"LN","8","Albania","GA","LNGA","Lignite - Total energy supply","2013","Metric tons,  thousand","3",""
"LN","8","Albania","GA","LNGA","Lignite - Total energy supply","2012","Metric tons,  thousand","6.63",""
"LN","8","Albania","GA","LNGA","Lignite - Total energy supply","2011","Metric tons,  thousand","6.8",""
"LN","8","Albania","GA","LNGA","Lignite - Total energy supply","2010","Metric tons,  thousand","13.6",""
"LN","8","Albania","NA","LNNA","Lignite - Final consumption","2014","Metric tons,  thousand","0",""
"LN","8","Albania","NA","LNNA","Lignite - Final consumption","2013","Metric tons,  thousand","3",""
"LN","8","Albania","NA","LNNA","Lignite - Final consumption","2012","Metric tons,  thousand","6.63",""
"LN","8","Albania","NA","LNNA","Lignite - Final consumption","2011","Metric tons,  thousand","6.8",""
"LN","8","Albania","NA","LNNA","Lignite - Final consumption","2010","Metric tons,  thousand","13.6",""
"LN","51","Armenia","03","LN03","Lignite - Imports","2018","Metric tons,  thousand","0.06",""
"LN","51","Armenia","03","LN03","Lignite - Imports","2017","Metric tons,  thousand","0.06",""
"LN","51","Armenia","03","LN03","Lignite - Imports","2016","Metric tons,  thousand","0.06",""
"LN","51","Armenia","03","LN03","Lignite - Imports","2015","Metric tons,  thousand","0.06",""
"LN","51","Armenia","12","LN12","Lignite - Final energy consumption","2018","Metric tons,  thousand","0.06",""
"LN","51","Armenia","12","LN12","Lignite - Final energy consumption","2017","Metric tons,  thousand","0.06",""
"LN","51","Armenia","12","LN12","Lignite - Final energy consumption","2016","Metric tons,  thousand","0.06",""
"LN","51","Armenia","12","LN12","Lignite - Final energy consumption","2015","Metric tons,  thousand","0.06",""
"LN","51","Armenia","123","LN123","Lignite - Consumption by other","2018","Metric tons,  thousand","0.06",""
"LN","51","Armenia","123","LN123","Lignite - Consumption by other","2017","Metric tons,  thousand","0.06",""
"LN","51","Armenia","123","LN123","Lignite - Consumption by other","2016","Metric tons,  thousand","0.06",""
"LN","51","Armenia","123","LN123","Lignite - Consumption by other","2015","Metric tons,  thousand","0.06",""
"LN","51","Armenia","1231","LN1231","Lignite - Consumption by households","2018","Metric tons,  thousand","0.06",""
"LN","51","Armenia","1231","LN1231","Lignite - Consumption by households","2017","Metric tons,  thousand","0.06",""
"LN","51","Armenia","1231","LN1231","Lignite - Consumption by households","2016","Metric tons,  thousand","0.06",""
"LN","51","Armenia","1231","LN1231","Lignite - Consumption by households","2015","Metric tons,  thousand","0.06",""
"LN","51","Armenia","GA","LNGA","Lignite - Total energy supply","2018","Metric tons,  thousand","0.06",""
"LN","51","Armenia","GA","LNGA","Lignite - Total energy supply","2017","Metric tons,  thousand","0.06",""
"LN","51","Armenia","GA","LNGA","Lignite - Total energy supply","2016","Metric tons,  thousand","0.06",""
"LN","51","Armenia","GA","LNGA","Lignite - Total energy supply","2015","Metric tons,  thousand","0.06",""
"LN","51","Armenia","NA","LNNA","Lignite - Final consumption","2018","Metric tons,  thousand","0.06",""
"LN","51","Armenia","NA","LNNA","Lignite - Final consumption","2017","Metric tons,  thousand","0.06",""
"LN","51","Armenia","NA","LNNA","Lignite - Final consumption","2016","Metric tons,  thousand","0.06",""
"LN","51","Armenia","NA","LNNA","Lignite - Final consumption","2015","Metric tons,  thousand","0.06",""
"LN","36","Australia","01","LN01","Lignite - Production","2019","Metric tons,  thousand","43315",""
"LN","36","Australia","01","LN01","Lignite - Production","2018","Metric tons,  thousand","45956",""
"LN","36","Australia","01","LN01","Lignite - Production","2017","Metric tons,  thousand","56719",""
"LN","36","Australia","01","LN01","Lignite - Production","2016","Metric tons,  thousand","61473",""
"LN","36","Australia","01","LN01","Lignite - Production","2015","Metric tons,  thousand","65361",""
"LN","36","Australia","01","LN01","Lignite - Production","2014","Metric tons,  thousand","60543",""
"LN","36","Australia","01","LN01","Lignite - Production","2013","Metric tons,  thousand","62335",""
