place_name,dcid
NJ-010010,geoId/sch3400660
NJ-010110,geoId/sch3400960
NJ-010120,geoId/sch3400990
NJ-010125,geoId/sch3400006
NJ-010570,geoId/sch3402340
NJ-010590,geoId/sch3402400
NJ-011300,geoId/sch3404530
NJ-011310,geoId/sch3404560
NJ-011410,geoId/sch3404860
NJ-011540,geoId/sch3405280
NJ-011690,geoId/sch3405730
NJ-011790,geoId/sch3406060
NJ-011940,geoId/sch3406510
NJ-011960,geoId/sch3406570
NJ-012680,geoId/sch3408670
NJ-012910,geoId/sch3409360
NJ-013020,geoId/sch3409690
NJ-013480,geoId/sch3411070
NJ-013720,geoId/sch3411790
NJ-014180,geoId/sch3413200
NJ-014240,geoId/sch3413380
NJ-014800,geoId/sch3415030
NJ-015350,geoId/sch3416680
NJ-015760,geoId/sch3417850
NJ-030040,geoId/sch3400750
NJ-030080,geoId/sch3400870
NJ-030285,geoId/sch3401450
NJ-030290,geoId/sch3401470
NJ-030300,geoId/sch3401500
NJ-030440,geoId/sch3401920
NJ-030740,geoId/sch3402790
NJ-030745,geoId/sch3402800
NJ-030890,geoId/sch3403270
NJ-030930,geoId/sch3403390
NJ-030990,geoId/sch3403600
NJ-031070,geoId/sch3403810
NJ-031130,geoId/sch3403990
NJ-031230,geoId/sch3404290
NJ-031270,geoId/sch3404440
NJ-031345,geoId/sch3404660
NJ-031360,geoId/sch3404710
NJ-031370,geoId/sch3404740
NJ-031380,geoId/sch3404770
NJ-031450,geoId/sch3404980
NJ-031470,geoId/sch3405070
NJ-031550,geoId/sch3405310
NJ-031580,geoId/sch3405370
NJ-031700,geoId/sch3405760
NJ-031760,geoId/sch3405970
NJ-031860,geoId/sch3406270
NJ-032050,geoId/sch3406840
NJ-032080,geoId/sch3406930
NJ-032090,geoId/sch3406960
NJ-032180,geoId/sch3407260
NJ-032200,geoId/sch3407320
NJ-032620,geoId/sch3408520
NJ-032710,geoId/sch3408760
NJ-032740,geoId/sch3408850
NJ-032860,geoId/sch3409210
NJ-032900,geoId/sch3409330
NJ-033060,geoId/sch3409810
NJ-033170,geoId/sch3410140
NJ-033330,geoId/sch3410620
NJ-033350,geoId/sch3410680
NJ-033550,geoId/sch3411280
NJ-033600,geoId/sch3411430
NJ-033700,geoId/sch3411730
NJ-033710,geoId/sch3411760
NJ-033730,geoId/sch3411820
NJ-033740,geoId/sch3411850
NJ-033760,geoId/sch3411910
NJ-033850,geoId/sch3412180
NJ-033870,geoId/sch3412240
NJ-033910,geoId/sch3412360
NJ-033930,geoId/sch3412420
NJ-033940,geoId/sch3412450
NJ-033960,geoId/sch3412510
NJ-034300,geoId/sch3413560
NJ-034310,geoId/sch3413590
NJ-034370,geoId/sch3413770
NJ-034380,geoId/sch3413800
NJ-034390,geoId/sch3413830
NJ-034405,geoId/sch3412260
NJ-034410,geoId/sch3413890
NJ-034430,geoId/sch3413950
NJ-034470,geoId/sch3414070
NJ-034600,geoId/sch3414460
NJ-034610,geoId/sch3414490
NJ-034620,geoId/sch3414520
NJ-034845,geoId/sch3400007
NJ-034870,geoId/sch3415240
NJ-035150,geoId/sch3416080
NJ-035160,geoId/sch3416110
NJ-035330,geoId/sch3416620
NJ-035410,geoId/sch3416860
NJ-035430,geoId/sch3416920
NJ-035755,geoId/sch3417820
NJ-035830,geoId/sch3418300
NJ-035880,geoId/sch3418210
NJ-035920,geoId/sch3418360
NJ-050200,geoId/sch3401200
NJ-050380,geoId/sch3401740
NJ-050475,geoId/sch3402030
NJ-050600,geoId/sch3402430
NJ-050605,geoId/sch3402440
NJ-050610,geoId/sch3402490
NJ-050620,geoId/sch3402460
NJ-050830,geoId/sch3403090
NJ-050840,geoId/sch3403120
NJ-051030,geoId/sch3403690
NJ-051060,geoId/sch3403780
NJ-051250,geoId/sch3404350
NJ-051280,geoId/sch3404470
NJ-051420,geoId/sch3404890
NJ-051520,geoId/sch3405220
NJ-051910,geoId/sch3406420
NJ-052610,geoId/sch3408490
NJ-052850,geoId/sch3409180
NJ-052960,geoId/sch3409510
NJ-053010,geoId/sch3409660
NJ-053070,geoId/sch3409840
NJ-053080,geoId/sch3409870
NJ-053360,geoId/sch3410710
NJ-053430,geoId/sch3410920
NJ-053440,geoId/sch3410950
NJ-053540,geoId/sch3411250
NJ-053650,geoId/sch3411580
NJ-053690,geoId/sch3411700
NJ-053920,geoId/sch3412390
NJ-054050,geoId/sch3412810
NJ-054320,geoId/sch3413620
NJ-054450,geoId/sch3414010
NJ-054460,geoId/sch3414040
NJ-054740,geoId/sch3414880
NJ-054930,geoId/sch3415420
NJ-055010,geoId/sch3415660
NJ-055130,geoId/sch3416020
NJ-055720,geoId/sch3417730
NJ-055805,geoId/sch3418000
NJ-055890,geoId/sch3418240
NJ-070150,geoId/sch3401050
NJ-070190,geoId/sch3401170
NJ-070260,geoId/sch3401380
NJ-070330,geoId/sch3401590
NJ-070340,geoId/sch3401620
NJ-070390,geoId/sch3401770
NJ-070580,geoId/sch3402370
NJ-070680,geoId/sch3402640
NJ-070700,geoId/sch3402670
NJ-070800,geoId/sch3403000
NJ-070880,geoId/sch3403240
NJ-070940,geoId/sch3403420
NJ-071255,geoId/sch3404380
NJ-071720,geoId/sch3405850
NJ-071770,geoId/sch3406000
NJ-071780,geoId/sch3406030
NJ-071799,geoId/sch3400777
NJ-071801,geoId/sch3400776
NJ-071802,geoId/sch3400772
NJ-071880,geoId/sch3406330
NJ-071890,geoId/sch3406360
NJ-071900,geoId/sch3406390
NJ-072540,geoId/sch3408280
NJ-072560,geoId/sch3408340
NJ-072670,geoId/sch3408640
NJ-072890,geoId/sch3409300
NJ-073110,geoId/sch3409960
NJ-073420,geoId/sch3410890
NJ-073770,geoId/sch3411940
NJ-074060,geoId/sch3412870
NJ-074110,geoId/sch3412990
NJ-074590,geoId/sch3414430
NJ-074790,geoId/sch3415000
NJ-075035,geoId/sch3402880
NJ-075080,geoId/sch3415870
NJ-075400,geoId/sch3416830
NJ-075560,geoId/sch3417250
NJ-075820,geoId/sch3418060
NJ-075900,geoId/sch3418270
NJ-090170,geoId/sch3401110
NJ-090710,geoId/sch3402700
NJ-090715,geoId/sch3402740
NJ-090720,geoId/sch3402730
NJ-091080,geoId/sch3403840
NJ-092820,geoId/sch3409090
NJ-092840,geoId/sch3409150
NJ-093130,geoId/sch3410020
NJ-093680,geoId/sch3411670
NJ-093780,geoId/sch3411970
NJ-095060,geoId/sch3415810
NJ-095340,geoId/sch3416650
NJ-095610,geoId/sch3417400
NJ-095790,geoId/sch3417940
NJ-095800,geoId/sch3417970
NJ-095840,geoId/sch3418090
NJ-110540,geoId/sch3402250
NJ-110950,geoId/sch3403480
NJ-110995,geoId/sch3403610
NJ-110997,geoId/sch3403620
NJ-111020,geoId/sch3403660
NJ-111120,geoId/sch3403960
NJ-111460,geoId/sch3405040
NJ-111820,geoId/sch3406150
NJ-112270,geoId/sch3407500
NJ-112570,geoId/sch3408370
NJ-113050,geoId/sch3409780
NJ-113230,geoId/sch3410320
NJ-115070,geoId/sch3415840
NJ-115300,geoId/sch3416530
NJ-115390,geoId/sch3416800
NJ-130250,geoId/sch3401350
NJ-130410,geoId/sch3401830
NJ-130660,geoId/sch3402580
NJ-130760,geoId/sch3402850
NJ-131210,geoId/sch3404230
NJ-131387,geoId/sch3480300
NJ-131390,geoId/sch3404800
NJ-131400,geoId/sch3404830
NJ-131465,geoId/sch3405010
NJ-131750,geoId/sch3405940
NJ-132330,geoId/sch3407680
NJ-132730,geoId/sch3408820
NJ-133190,geoId/sch3410200
NJ-133310,geoId/sch3410560
NJ-133570,geoId/sch3411340
NJ-133630,geoId/sch3411520
NJ-133750,geoId/sch3411880
NJ-133880,geoId/sch3412270
NJ-134530,geoId/sch3414250
NJ-134900,geoId/sch3415330
NJ-135370,geoId/sch3416740
NJ-135630,geoId/sch3417460
NJ-135680,geoId/sch3417610
NJ-150860,geoId/sch3403180
NJ-150870,geoId/sch3403210
NJ-151100,geoId/sch3403900
NJ-151180,geoId/sch3404140
NJ-151330,geoId/sch3404620
NJ-151590,geoId/sch3405430
NJ-151715,geoId/sch3405820
NJ-151730,geoId/sch3405880
NJ-151774,geoId/sch3480363
NJ-151775,geoId/sch3406040
NJ-151830,geoId/sch3406180
NJ-152070,geoId/sch3406900
NJ-152440,geoId/sch3407980
NJ-152750,geoId/sch3408880
NJ-152990,geoId/sch3409600
NJ-153280,geoId/sch3410470
NJ-153490,geoId/sch3411100
NJ-154020,geoId/sch3412720
NJ-154140,geoId/sch3413080
NJ-154880,geoId/sch3415270
NJ-154940,geoId/sch3415450
NJ-155120,geoId/sch3415990
NJ-155500,geoId/sch3417070
NJ-155590,geoId/sch3417340
NJ-155620,geoId/sch3417430
NJ-155740,geoId/sch3417790
NJ-155860,geoId/sch3418150
NJ-155870,geoId/sch3418180
NJ-170220,geoId/sch3401260
NJ-171200,geoId/sch3404200
NJ-171850,geoId/sch3406240
NJ-172060,geoId/sch3406870
NJ-172210,geoId/sch3407350
NJ-172295,geoId/sch3407570
NJ-172390,geoId/sch3407830
NJ-172410,geoId/sch3407890
NJ-173610,geoId/sch3411460
NJ-174730,geoId/sch3414850
NJ-175240,geoId/sch3416380
NJ-175580,geoId/sch3417310
NJ-175670,geoId/sch3417580
NJ-190020,geoId/sch3400690
NJ-190370,geoId/sch3401710
NJ-190430,geoId/sch3401890
NJ-190670,geoId/sch3402610
NJ-190910,geoId/sch3403330
NJ-190920,geoId/sch3403360
NJ-191040,geoId/sch3403720
NJ-191050,geoId/sch3403750
NJ-191160,geoId/sch3404080
NJ-191376,geoId/sch3400769
NJ-191510,geoId/sch3405190
NJ-191600,geoId/sch3405460
NJ-191680,geoId/sch3405700
NJ-191970,geoId/sch3406600
NJ-192140,geoId/sch3407110
NJ-192220,geoId/sch3407380
NJ-192300,geoId/sch3407590
NJ-192308,geoId/sch3400050
NJ-192450,geoId/sch3408010
NJ-192590,geoId/sch3408430
NJ-192600,geoId/sch3408460
NJ-193180,geoId/sch3410170
NJ-193660,geoId/sch3411610
NJ-194350,geoId/sch3413710
NJ-195180,geoId/sch3416170
NJ-195270,geoId/sch3416440
NJ-211245,geoId/sch3404320
NJ-211430,geoId/sch3404920
NJ-211950,geoId/sch3406540
NJ-212280,geoId/sch3407530
NJ-212580,geoId/sch3408400
NJ-213103,geoId/sch3480200
NJ-213105,geoId/sch3409950
NJ-214255,geoId/sch3413410
NJ-215210,geoId/sch3416290
NJ-215510,geoId/sch3417100
NJ-215715,geoId/sch3417700
NJ-230750,geoId/sch3402820
NJ-230970,geoId/sch3403540
NJ-231140,geoId/sch3404020
NJ-231170,geoId/sch3404110
NJ-231290,geoId/sch3404500
NJ-232150,geoId/sch3407170
NJ-232370,geoId/sch3407770
NJ-233120,geoId/sch3409990
NJ-233140,geoId/sch3410050
NJ-233145,geoId/sch3480180
NJ-233150,geoId/sch3410080
NJ-233220,geoId/sch3410290
NJ-233290,geoId/sch3410500
NJ-233530,geoId/sch3411220
NJ-233620,geoId/sch3411490
NJ-233845,geoId/sch3409270
NJ-234090,geoId/sch3412930
NJ-234130,geoId/sch3413050
NJ-234660,geoId/sch3414640
NJ-234830,geoId/sch3415120
NJ-234860,geoId/sch3415210
NJ-234910,geoId/sch3415360
NJ-234920,geoId/sch3415390
NJ-234970,geoId/sch3415540
NJ-235850,geoId/sch3418120
NJ-250100,geoId/sch3400930
NJ-250130,geoId/sch3401020
NJ-250180,geoId/sch3401140
NJ-250225,geoId/sch3400069
NJ-250270,geoId/sch3401410
NJ-250500,geoId/sch3402130
NJ-250560,geoId/sch3402310
NJ-250945,geoId/sch3403450
NJ-251000,geoId/sch3403630
NJ-251260,geoId/sch3404410
NJ-251440,geoId/sch3404950
NJ-251490,geoId/sch3405130
NJ-251640,geoId/sch3405580
NJ-251650,geoId/sch3405610
NJ-251660,geoId/sch3405640
NJ-252105,geoId/sch3413680
NJ-252120,geoId/sch3407050
NJ-252160,geoId/sch3407200
NJ-252230,geoId/sch3407410
NJ-252290,geoId/sch3407560
NJ-252400,geoId/sch3407860
NJ-252430,geoId/sch3407950
NJ-252720,geoId/sch3408790
NJ-252770,geoId/sch3408940
NJ-252920,geoId/sch3409390
NJ-252930,geoId/sch3409420
NJ-253030,geoId/sch3409720
NJ-253040,geoId/sch3409750
NJ-253160,geoId/sch3410110
NJ-253200,geoId/sch3410230
NJ-253250,geoId/sch3410380
NJ-253255,geoId/sch3480240
NJ-253260,geoId/sch3417500
NJ-253270,geoId/sch3410440
NJ-253500,geoId/sch3411130
NJ-253510,geoId/sch3411160
NJ-253810,geoId/sch3412060
NJ-253830,geoId/sch3412120
NJ-254360,geoId/sch3413740
NJ-254365,geoId/sch3413750
NJ-254520,geoId/sch3414220
NJ-254570,geoId/sch3414370
NJ-254580,geoId/sch3414400
NJ-254690,geoId/sch3414730
NJ-254760,geoId/sch3414940
NJ-254770,geoId/sch3414970
NJ-254980,geoId/sch3415570
NJ-254990,geoId/sch3415600
NJ-255185,geoId/sch3416200
