place_name,dcid
Acre,wikidataId/Q40780
Alagoas,wikidataId/Q40885
Amapa,wikidataId/Q40130
Amazonas,wikidataId/Q40040
Bahia,wikidataId/Q40430
Ceara,wikidataId/Q40123
Federal District,wikidataId/Q119158
Holy Spirit,wikidataId/Q43233
Goias,wikidataId/Q41587
Maranhao,wikidataId/Q42362
Mato Grosso,wikidataId/Q42824
Mato Grosso Do Sul,wikidataId/Q43319
Minas Gerais,wikidataId/Q39109
Para,wikidataId/Q39517
Paraiba,wikidataId/Q38088
Parana,wikidataId/Q15499
Pernambuco,wikidataId/Q40942
Piauí,wikidataId/Q42722
Rio De Janeiro,wikidataId/Q41428
Rio Grande Do Norte,wikidataId/Q43255
Rio Grande Do Sul,wikidataId/Q40030
Rondonia,wikidataId/Q43235
Roraima,wikidataId/Q42508
Santa Catarina,wikidataId/Q41115
Sao Paulo,wikidataId/Q175
Sergipe,wikidataId/Q43783
Tocantins,wikidataId/Q43695
