Detail Data For Vidyut Pravah Data Having Year : ALL
.
State,YearValue,MonthValue,DayValue,Shrotage_MW,MaxDemand_MW,FileName,DateInFile
CHHATTISGARH,2019,11,24,0.000,3298.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
GUJARAT,2019,11,24,0.000,15140.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
MP,2019,11,24,0.000,12661.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
MAHARASHTRA,2019,11,24,0.000,19703.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
GOA,2019,11,24,0.000,541.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
DD,2019,11,24,0.000,296.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
DNH,2019,11,24,0.000,771.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
ESSAR STEEL,2019,11,24,0.000,306.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
ANDHRA PRADESH,2019,11,24,0.000,8214.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
TELANGANA,2019,11,24,0.000,8167.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
KARNATAKA,2019,11,24,0.000,9412.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
KERALA,2019,11,24,0.000,3292.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
TAMIL NADU,2019,11,24,0.000,11200.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
PONDY,2019,11,24,0.000,309.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
BIHAR,2019,11,24,0.000,4070.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
DVC,2019,11,24,0.000,2998.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
JHARKHAND,2019,11,24,0.000,1150.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
ODISHA,2019,11,24,0.000,3801.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
WEST BENGAL,2019,11,24,0.000,5830.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
SIKKIM,2019,11,24,0.000,96.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
ARUNACHAL PRADESH,2019,11,24,0.000,114.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
ASSAM,2019,11,24,42.000,1274.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
MANIPUR,2019,11,24,1.000,194.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
MEGHALAYA,2019,11,24,0.000,328.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
MIZORAM,2019,11,24,2.000,97.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
NAGALAND,2019,11,24,2.000,127.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
TRIPURA,2019,11,24,4.000,211.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
ALL INDIA,2019,11,24,511.000,140245.000,NICSI_24-Nov-2019.csv,25/11/2019 11:11:00
PUNJAB,2019,11,25,0.000,5297.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
HARYANA,2019,11,25,0.000,5926.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
RAJASTHAN,2019,11,25,0.000,11424.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
DELHI,2019,11,25,0.000,3329.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
UP,2019,11,25,0.000,14185.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
UTTARAKHAND,2019,11,25,0.000,1723.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
HP,2019,11,25,0.000,1589.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
J&K,2019,11,25,547.000,2187.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
CHANDIGARH,2019,11,25,0.000,193.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
CHHATTISGARH,2019,11,25,0.000,3412.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
GUJARAT,2019,11,25,0.000,15879.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
MP,2019,11,25,0.000,12889.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
MAHARASHTRA,2019,11,25,0.000,20909.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
GOA,2019,11,25,0.000,541.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
DD,2019,11,25,0.000,321.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
DNH,2019,11,25,0.000,790.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
ESSAR STEEL,2019,11,25,0.000,342.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
ANDHRA PRADESH,2019,11,25,0.000,8214.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
TELANGANA,2019,11,25,0.000,8460.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
KARNATAKA,2019,11,25,0.000,10670.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
KERALA,2019,11,25,0.000,3617.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
TAMIL NADU,2019,11,25,0.000,13626.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
PONDY,2019,11,25,0.000,362.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
BIHAR,2019,11,25,0.000,4023.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
DVC,2019,11,25,0.000,2983.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
JHARKHAND,2019,11,25,0.000,1226.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
ODISHA,2019,11,25,0.000,3838.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
WEST BENGAL,2019,11,25,0.000,6162.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
SIKKIM,2019,11,25,0.000,100.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
ARUNACHAL PRADESH,2019,11,25,0.000,112.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
ASSAM,2019,11,25,36.000,1338.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
MANIPUR,2019,11,25,2.000,181.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
MEGHALAYA,2019,11,25,0.000,332.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
MIZORAM,2019,11,25,1.000,98.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
NAGALAND,2019,11,25,2.000,127.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
TRIPURA,2019,11,25,4.000,222.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
ALL INDIA,2019,11,25,635.000,150721.000,NICSI_25-Nov-2019.csv,26/11/2019 07:33:00
PUNJAB,2019,11,26,0.000,5202.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
HARYANA,2019,11,26,0.000,5671.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
RAJASTHAN,2019,11,26,0.000,11863.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
DELHI,2019,11,26,0.000,3374.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
UP,2019,11,26,0.000,14101.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
UTTARAKHAND,2019,11,26,0.000,1735.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
HP,2019,11,26,0.000,1566.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
J&K,2019,11,26,547.000,2186.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
CHANDIGARH,2019,11,26,0.000,195.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
CHHATTISGARH,2019,11,26,0.000,3444.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
GUJARAT,2019,11,26,0.000,15992.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
MP,2019,11,26,0.000,13114.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
MAHARASHTRA,2019,11,26,0.000,21075.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
GOA,2019,11,26,0.000,541.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
DD,2019,11,26,0.000,324.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
DNH,2019,11,26,0.000,788.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
ESSAR STEEL,2019,11,26,0.000,342.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
ANDHRA PRADESH,2019,11,26,-15.000,8214.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
TELANGANA,2019,11,26,0.000,8590.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
KARNATAKA,2019,11,26,0.000,10081.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
KERALA,2019,11,26,0.000,3643.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
TAMIL NADU,2019,11,26,0.000,13256.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
PONDY,2019,11,26,0.000,354.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
BIHAR,2019,11,26,0.000,4029.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
DVC,2019,11,26,0.000,3114.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
JHARKHAND,2019,11,26,0.000,1247.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
ODISHA,2019,11,26,0.000,3797.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
WEST BENGAL,2019,11,26,0.000,6470.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
SIKKIM,2019,11,26,0.000,97.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
ARUNACHAL PRADESH,2019,11,26,0.000,119.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
ASSAM,2019,11,26,27.000,1389.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
MANIPUR,2019,11,26,1.000,159.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
MEGHALAYA,2019,11,26,0.000,324.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
MIZORAM,2019,11,26,3.000,104.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
NAGALAND,2019,11,26,2.000,118.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
TRIPURA,2019,11,26,9.000,257.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
ALL INDIA,2019,11,26,648.000,149205.000,NICSI_26-Nov-2019.csv,27/11/2019 07:28:00
PUNJAB,2019,11,27,0.000,5017.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
HARYANA,2019,11,27,0.000,5494.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
RAJASTHAN,2019,11,27,0.000,11474.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
DELHI,2019,11,27,0.000,3457.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
UP,2019,11,27,0.000,14023.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
UTTARAKHAND,2019,11,27,0.000,1792.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
HP,2019,11,27,0.000,1567.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
J&K,2019,11,27,511.000,2043.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
CHANDIGARH,2019,11,27,0.000,205.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
CHHATTISGARH,2019,11,27,0.000,3381.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
GUJARAT,2019,11,27,0.000,15683.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
MP,2019,11,27,0.000,13101.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
MAHARASHTRA,2019,11,27,0.000,21100.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
GOA,2019,11,27,0.000,541.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
DD,2019,11,27,0.000,328.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
DNH,2019,11,27,0.000,800.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
ESSAR STEEL,2019,11,27,0.000,288.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
ANDHRA PRADESH,2019,11,27,0.000,8214.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
TELANGANA,2019,11,27,0.000,8082.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
KARNATAKA,2019,11,27,0.000,9843.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
KERALA,2019,11,27,0.000,3687.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
TAMIL NADU,2019,11,27,0.000,13341.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
PONDY,2019,11,27,0.000,373.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
BIHAR,2019,11,27,0.000,4115.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
DVC,2019,11,27,0.000,3040.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
JHARKHAND,2019,11,27,0.000,1235.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
ODISHA,2019,11,27,0.000,3903.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
WEST BENGAL,2019,11,27,0.000,6461.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
SIKKIM,2019,11,27,0.000,100.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
ARUNACHAL PRADESH,2019,11,27,0.000,118.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
ASSAM,2019,11,27,28.000,1385.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
MANIPUR,2019,11,27,1.000,158.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
MEGHALAYA,2019,11,27,0.000,321.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
MIZORAM,2019,11,27,2.000,98.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
NAGALAND,2019,11,27,3.000,117.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
TRIPURA,2019,11,27,8.000,254.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
ALL INDIA,2019,11,27,466.000,148992.000,NICSI_27-Nov-2019.csv,28/11/2019 11:30:00
PUNJAB,2019,11,28,0.000,5053.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
HARYANA,2019,11,28,0.000,5534.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
RAJASTHAN,2019,11,28,0.000,11445.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
DELHI,2019,11,28,0.000,3384.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
UP,2019,11,28,0.000,12448.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
UTTARAKHAND,2019,11,28,0.000,1548.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
HP,2019,11,28,7.000,1493.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
J&K,2019,11,28,509.000,2036.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
CHANDIGARH,2019,11,28,0.000,201.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
CHHATTISGARH,2019,11,28,0.000,3389.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
GUJARAT,2019,11,28,0.000,15753.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
MP,2019,11,28,0.000,13096.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
MAHARASHTRA,2019,11,28,0.000,21191.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
GOA,2019,11,28,0.000,594.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
DD,2019,11,28,0.000,326.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
DNH,2019,11,28,0.000,805.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
ESSAR STEEL,2019,11,28,0.000,346.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
ANDHRA PRADESH,2019,11,28,0.000,8214.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
TELANGANA,2019,11,28,0.000,8267.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
KARNATAKA,2019,11,28,0.000,10190.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
KERALA,2019,11,28,0.000,3689.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
TAMIL NADU,2019,11,28,0.000,13178.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
PONDY,2019,11,28,0.000,365.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
BIHAR,2019,11,28,0.000,4039.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
DVC,2019,11,28,0.000,3032.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
JHARKHAND,2019,11,28,0.000,1300.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
ODISHA,2019,11,28,0.000,3971.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
WEST BENGAL,2019,11,28,0.000,6588.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
SIKKIM,2019,11,28,0.000,100.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
ARUNACHAL PRADESH,2019,11,28,0.000,115.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
ASSAM,2019,11,28,25.000,1408.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
MANIPUR,2019,11,28,2.000,160.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
MEGHALAYA,2019,11,28,0.000,319.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
MIZORAM,2019,11,28,1.000,99.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
NAGALAND,2019,11,28,2.000,117.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
TRIPURA,2019,11,28,1.000,220.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
ALL INDIA,2019,11,28,632.000,147169.000,NICSI_28-Nov-2019.csv,29/11/2019 07:40:00
PUNJAB,2019,11,29,0.000,5198.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
HARYANA,2019,11,29,0.000,5780.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
RAJASTHAN,2019,11,29,0.000,11148.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
DELHI,2019,11,29,0.000,3508.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
UP,2019,11,29,0.000,13394.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
UTTARAKHAND,2019,11,29,0.000,1804.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
HP,2019,11,29,0.000,1599.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
J&K,2019,11,29,571.000,2283.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
CHANDIGARH,2019,11,29,0.000,211.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
CHHATTISGARH,2019,11,29,0.000,3420.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
GUJARAT,2019,11,29,0.000,15805.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
MP,2019,11,29,0.000,13003.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
MAHARASHTRA,2019,11,29,0.000,21176.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
GOA,2019,11,29,0.000,541.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
DD,2019,11,29,0.000,332.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
DNH,2019,11,29,0.000,783.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
ESSAR STEEL,2019,11,29,0.000,333.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
ANDHRA PRADESH,2019,11,29,0.000,8214.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
TELANGANA,2019,11,29,0.000,8339.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
KARNATAKA,2019,11,29,0.000,10520.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
KERALA,2019,11,29,0.000,3627.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
TAMIL NADU,2019,11,29,0.000,12919.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
PONDY,2019,11,29,0.000,368.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
BIHAR,2019,11,29,0.000,4066.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
DVC,2019,11,29,0.000,2964.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
JHARKHAND,2019,11,29,0.000,1251.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
ODISHA,2019,11,29,0.000,4089.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
WEST BENGAL,2019,11,29,0.000,6474.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
SIKKIM,2019,11,29,0.000,100.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
ARUNACHAL PRADESH,2019,11,29,0.000,116.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
ASSAM,2019,11,29,30.000,1380.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
MANIPUR,2019,11,29,1.000,165.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
MEGHALAYA,2019,11,29,0.000,332.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
MIZORAM,2019,11,29,2.000,101.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
NAGALAND,2019,11,29,1.000,118.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
TRIPURA,2019,11,29,1.000,223.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
ALL INDIA,2019,11,29,548.000,149025.000,NICSI_29-Nov-2019.csv,30/11/2019 10:00:00
PUNJAB,2019,12,2,0.000,5216.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
HARYANA,2019,12,2,0.000,5791.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
RAJASTHAN,2019,12,2,0.000,11469.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
DELHI,2019,12,2,0.000,3420.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
UP,2019,12,2,0.000,13507.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
UTTARAKHAND,2019,12,2,0.000,1751.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
HP,2019,12,2,0.000,1625.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
J&K,2019,12,2,576.000,2305.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
CHANDIGARH,2019,12,2,0.000,208.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
CHHATTISGARH,2019,12,2,0.000,3414.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
GUJARAT,2019,12,2,0.000,15753.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
MP,2019,12,2,0.000,13088.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
MAHARASHTRA,2019,12,2,0.000,21226.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
GOA,2019,12,2,0.000,541.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
DD,2019,12,2,0.000,317.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
DNH,2019,12,2,0.000,787.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
ESSAR STEEL,2019,12,2,0.000,376.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
ANDHRA PRADESH,2019,12,2,0.000,7195.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
TELANGANA,2019,12,2,20.000,7195.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
KARNATAKA,2019,12,2,0.000,8967.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
KERALA,2019,12,2,0.000,3409.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
TAMIL NADU,2019,12,2,0.000,11671.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
PONDY,2019,12,2,0.000,356.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
BIHAR,2019,12,2,0.000,3965.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
DVC,2019,12,2,0.000,2954.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
JHARKHAND,2019,12,2,0.000,1128.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
ODISHA,2019,12,2,0.000,4508.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
WEST BENGAL,2019,12,2,0.000,6265.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
SIKKIM,2019,12,2,0.000,103.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
ARUNACHAL PRADESH,2019,12,2,0.000,115.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
ASSAM,2019,12,2,23.000,1342.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
MANIPUR,2019,12,2,0.000,200.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
MEGHALAYA,2019,12,2,0.000,351.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
MIZORAM,2019,12,2,1.000,98.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
NAGALAND,2019,12,2,2.000,118.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
TRIPURA,2019,12,2,0.000,220.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
ALL INDIA,2019,12,2,565.000,145682.000,NICSI_02-Dec-2019.csv,03/12/2019 13:57:00
PUNJAB,2019,12,3,0.000,5452.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
HARYANA,2019,12,3,0.000,5950.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
RAJASTHAN,2019,12,3,0.000,11512.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
DELHI,2019,12,3,0.000,3490.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
UP,2019,12,3,0.000,13489.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
UTTARAKHAND,2019,12,3,0.000,1896.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
HP,2019,12,3,0.000,1595.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
J&K,2019,12,3,575.000,2300.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
CHANDIGARH,2019,12,3,0.000,211.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
CHHATTISGARH,2019,12,3,0.000,3390.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
GUJARAT,2019,12,3,0.000,15438.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
MP,2019,12,3,0.000,13319.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
MAHARASHTRA,2019,12,3,0.000,20931.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
GOA,2019,12,3,0.000,541.000,NICSI_03-Dec-2019.csv,04/12/2019 09:37:00
