Detail Data For Vidyut Pravah Data Having Year : ALL
.
State,YearValue,MonthValue,DayValue,Shrotage_MW,MaxDemand_MW,FileName,DateInFile
ASSAM,2020,7,1,108.000,1699.000,NICSI_01-Jul-2020.csv,02/07/2020 07:37:00
MANIPUR,2020,7,1,2.000,179.000,NICSI_01-Jul-2020.csv,02/07/2020 07:37:00
MEGHALAYA,2020,7,1,0.000,317.000,NICSI_01-Jul-2020.csv,02/07/2020 07:37:00
MIZORAM,2020,7,1,1.000,97.000,NICSI_01-Jul-2020.csv,02/07/2020 07:37:00
NAGALAND,2020,7,1,1.000,127.000,NICSI_01-Jul-2020.csv,02/07/2020 07:37:00
TRIPURA,2020,7,1,1.000,288.000,NICSI_01-Jul-2020.csv,02/07/2020 07:37:00
ALL INDIA,2020,7,1,944.000,162117.000,NICSI_01-Jul-2020.csv,02/07/2020 07:37:00
PUNJAB,2020,7,2,0.000,13087.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
HARYANA,2020,7,2,135.000,10607.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
RAJASTHAN,2020,7,2,0.000,12423.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
DELHI,2020,7,2,0.000,6164.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
UP,2020,7,2,610.000,21904.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
UTTARAKHAND,2020,7,2,0.000,1910.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
HP,2020,7,2,0.000,1471.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
J&K,2020,7,2,547.000,2188.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
CHANDIGARH,2020,7,2,0.000,357.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
CHHATTISGARH,2020,7,2,0.000,4097.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
GUJARAT,2020,7,2,0.000,15237.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
MP,2020,7,2,0.000,8574.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
MAHARASHTRA,2020,7,2,0.000,16625.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
GOA,2020,7,2,0.000,413.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
DD,2020,7,2,0.000,234.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
DNH,2020,7,2,0.000,583.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
ESSAR STEEL,2020,7,2,0.000,767.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
ANDHRA PRADESH,2020,7,2,0.000,7342.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
TELANGANA,2020,7,2,0.000,7342.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
KARNATAKA,2020,7,2,0.000,9241.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
KERALA,2020,7,2,0.000,3072.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
TAMIL NADU,2020,7,2,0.000,12502.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
PUDUCHERRY,2020,7,2,0.000,338.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
BIHAR,2020,7,2,0.000,5726.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
DVC,2020,7,2,0.000,2937.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
JHARKHAND,2020,7,2,0.000,1334.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
ODISHA,2020,7,2,0.000,4629.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
WEST BENGAL,2020,7,2,0.000,8457.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
SIKKIM,2020,7,2,0.000,93.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
ARUNACHAL PRADESH,2020,7,2,0.000,114.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
ASSAM,2020,7,2,10.000,1640.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
MANIPUR,2020,7,2,2.000,186.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
MEGHALAYA,2020,7,2,0.000,310.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
MIZORAM,2020,7,2,2.000,93.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
NAGALAND,2020,7,2,2.000,123.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
TRIPURA,2020,7,2,3.000,295.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
ALL INDIA,2020,7,2,826.000,165994.000,NICSI_02-Jul-2020.csv,03/07/2020 07:39:00
PUNJAB,2020,7,3,0.000,13061.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
HARYANA,2020,7,3,0.000,10877.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
RAJASTHAN,2020,7,3,0.000,13034.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
DELHI,2020,7,3,0.000,6291.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
UP,2020,7,3,440.000,21984.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
UTTARAKHAND,2020,7,3,0.000,2030.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
HP,2020,7,3,0.000,1467.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
J&K,2020,7,3,560.000,2240.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
CHANDIGARH,2020,7,3,0.000,374.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
CHHATTISGARH,2020,7,3,0.000,4011.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
GUJARAT,2020,7,3,0.000,15741.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
MP,2020,7,3,0.000,8416.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
MAHARASHTRA,2020,7,3,0.000,17009.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
GOA,2020,7,3,0.000,401.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
DD,2020,7,3,0.000,253.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
DNH,2020,7,3,0.000,582.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
ESSAR STEEL,2020,7,3,0.000,803.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
ANDHRA PRADESH,2020,7,3,0.000,7200.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
TELANGANA,2020,7,3,0.000,7200.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
KARNATAKA,2020,7,3,0.000,8660.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
KERALA,2020,7,3,0.000,2904.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
TAMIL NADU,2020,7,3,0.000,12163.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
PUDUCHERRY,2020,7,3,0.000,358.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
BIHAR,2020,7,3,0.000,5552.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
DVC,2020,7,3,0.000,2837.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
JHARKHAND,2020,7,3,0.000,1421.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
ODISHA,2020,7,3,0.000,4379.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
WEST BENGAL,2020,7,3,0.000,8457.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
SIKKIM,2020,7,3,0.000,96.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
ARUNACHAL PRADESH,2020,7,3,0.000,107.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
ASSAM,2020,7,3,127.000,1716.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
MANIPUR,2020,7,3,1.000,187.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
MEGHALAYA,2020,7,3,0.000,312.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
MIZORAM,2020,7,3,0.000,96.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
NAGALAND,2020,7,3,1.000,116.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
TRIPURA,2020,7,3,1.000,292.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
ALL INDIA,2020,7,3,1422.000,160645.000,NICSI_03-Jul-2020.csv,04/07/2020 07:54:00
PUNJAB,2020,7,4,0.000,12825.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
HARYANA,2020,7,4,0.000,10559.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
RAJASTHAN,2020,7,4,0.000,12608.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
DELHI,2020,7,4,0.000,5953.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
UP,2020,7,4,0.000,21734.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
UTTARAKHAND,2020,7,4,0.000,1813.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
HP,2020,7,4,65.000,1302.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
J&K,2020,7,4,453.000,1813.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
CHANDIGARH,2020,7,4,0.000,326.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
CHHATTISGARH,2020,7,4,0.000,3853.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
GUJARAT,2020,7,4,0.000,14849.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
MP,2020,7,4,0.000,8812.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
MAHARASHTRA,2020,7,4,0.000,16656.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
GOA,2020,7,4,0.000,386.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
DD,2020,7,4,0.000,240.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
DNH,2020,7,4,0.000,584.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
ESSAR STEEL,2020,7,4,0.000,781.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
ANDHRA PRADESH,2020,7,4,0.000,6675.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
TELANGANA,2020,7,4,0.000,6675.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
KARNATAKA,2020,7,4,0.000,8159.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
KERALA,2020,7,4,0.000,2947.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
TAMIL NADU,2020,7,4,0.000,11817.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
PUDUCHERRY,2020,7,4,0.000,346.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
BIHAR,2020,7,4,0.000,5536.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
DVC,2020,7,4,0.000,2875.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
JHARKHAND,2020,7,4,0.000,1428.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
ODISHA,2020,7,4,0.000,4188.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
WEST BENGAL,2020,7,4,0.000,8143.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
SIKKIM,2020,7,4,0.000,92.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
ARUNACHAL PRADESH,2020,7,4,0.000,114.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
ASSAM,2020,7,4,117.000,1713.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
MANIPUR,2020,7,4,2.000,170.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
MEGHALAYA,2020,7,4,0.000,320.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
MIZORAM,2020,7,4,0.000,92.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
NAGALAND,2020,7,4,0.000,123.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
TRIPURA,2020,7,4,3.000,271.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
ALL INDIA,2020,7,4,516.000,161257.000,NICSI_04-Jul-2020.csv,05/07/2020 12:37:00
PUNJAB,2020,7,5,0.000,10734.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
HARYANA,2020,7,5,0.000,8796.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
RAJASTHAN,2020,7,5,0.000,11176.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
DELHI,2020,7,5,0.000,5811.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
UP,2020,7,5,0.000,21486.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
UTTARAKHAND,2020,7,5,0.000,1721.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
HP,2020,7,5,0.000,1046.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
J&K,2020,7,5,459.000,1838.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
CHANDIGARH,2020,7,5,0.000,266.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
CHHATTISGARH,2020,7,5,0.000,3518.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
GUJARAT,2020,7,5,0.000,12415.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
MP,2020,7,5,0.000,8492.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
MAHARASHTRA,2020,7,5,0.000,15585.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
GOA,2020,7,5,0.000,373.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
DD,2020,7,5,0.000,201.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
DNH,2020,7,5,0.000,541.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
ESSAR STEEL,2020,7,5,0.000,770.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
ANDHRA PRADESH,2020,7,5,0.000,6433.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
TELANGANA,2020,7,5,0.000,6433.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
KARNATAKA,2020,7,5,0.000,7700.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
KERALA,2020,7,5,0.000,2867.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
TAMIL NADU,2020,7,5,0.000,10678.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
PUDUCHERRY,2020,7,5,0.000,328.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
BIHAR,2020,7,5,0.000,5559.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
DVC,2020,7,5,0.000,2818.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
JHARKHAND,2020,7,5,0.000,1392.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
ODISHA,2020,7,5,0.000,3929.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
WEST BENGAL,2020,7,5,0.000,7939.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
SIKKIM,2020,7,5,0.000,81.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
ARUNACHAL PRADESH,2020,7,5,0.000,108.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
ASSAM,2020,7,5,23.000,1690.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
MANIPUR,2020,7,5,2.000,166.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
MEGHALAYA,2020,7,5,1.000,322.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
MIZORAM,2020,7,5,2.000,54.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
NAGALAND,2020,7,5,2.000,120.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
TRIPURA,2020,7,5,9.000,261.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
ALL INDIA,2020,7,5,456.000,146811.000,NICSI_05-Jul-2020.csv,06/07/2020 08:29:00
PUNJAB,2020,7,6,0.000,11299.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
HARYANA,2020,7,6,0.000,8599.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
RAJASTHAN,2020,7,6,0.000,11236.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
DELHI,2020,7,6,0.000,5079.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
UP,2020,7,6,0.000,20344.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
UTTARAKHAND,2020,7,6,0.000,1880.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
HP,2020,7,6,0.000,1312.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
J&K,2020,7,6,542.000,2168.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
CHANDIGARH,2020,7,6,0.000,306.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
CHHATTISGARH,2020,7,6,0.000,3404.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
GUJARAT,2020,7,6,0.000,12445.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
MP,2020,7,6,0.000,8099.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
MAHARASHTRA,2020,7,6,0.000,16182.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
GOA,2020,7,6,0.000,433.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
DD,2020,7,6,0.000,224.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
DNH,2020,7,6,0.000,861.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
ESSAR STEEL,2020,7,6,0.000,755.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
ANDHRA PRADESH,2020,7,6,0.000,6986.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
TELANGANA,2020,7,6,0.000,6986.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
KARNATAKA,2020,7,6,0.000,9095.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
KERALA,2020,7,6,0.000,3031.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
TAMIL NADU,2020,7,6,0.000,12561.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
PUDUCHERRY,2020,7,6,0.000,363.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
BIHAR,2020,7,6,0.000,5363.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
DVC,2020,7,6,0.000,2763.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
JHARKHAND,2020,7,6,0.000,1344.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
ODISHA,2020,7,6,0.000,3870.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
WEST BENGAL,2020,7,6,0.000,7451.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
SIKKIM,2020,7,6,0.000,91.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
ARUNACHAL PRADESH,2020,7,6,0.000,107.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
ASSAM,2020,7,6,30.000,1777.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
MANIPUR,2020,7,6,2.000,193.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
MEGHALAYA,2020,7,6,0.000,313.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
MIZORAM,2020,7,6,2.000,100.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
NAGALAND,2020,7,6,2.000,128.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
TRIPURA,2020,7,6,2.000,272.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
ALL INDIA,2020,7,6,506.000,152193.000,NICSI_06-Jul-2020.csv,07/07/2020 14:59:00
PUNJAB,2020,7,7,0.000,12087.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
HARYANA,2020,7,7,0.000,8947.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
RAJASTHAN,2020,7,7,0.000,11175.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
DELHI,2020,7,7,0.000,4894.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
UP,2020,7,7,0.000,19070.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
UTTARAKHAND,2020,7,7,0.000,1812.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
HP,2020,7,7,0.000,1415.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
J&K,2020,7,7,547.000,2190.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
CHANDIGARH,2020,7,7,0.000,333.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
CHHATTISGARH,2020,7,7,0.000,3875.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
GUJARAT,2020,7,7,0.000,12136.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
MP,2020,7,7,0.000,8450.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
MAHARASHTRA,2020,7,7,0.000,16786.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
GOA,2020,7,7,0.000,437.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
DD,2020,7,7,0.000,239.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
DNH,2020,7,7,0.000,583.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
ESSAR STEEL,2020,7,7,0.000,782.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
ANDHRA PRADESH,2020,7,7,0.000,7812.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
TELANGANA,2020,7,7,0.000,7812.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
KARNATAKA,2020,7,7,0.000,9400.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
KERALA,2020,7,7,0.000,3041.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
TAMIL NADU,2020,7,7,0.000,13211.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
PUDUCHERRY,2020,7,7,0.000,359.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
BIHAR,2020,7,7,0.000,5420.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
DVC,2020,7,7,0.000,2811.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
JHARKHAND,2020,7,7,0.000,1409.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
ODISHA,2020,7,7,0.000,3974.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
WEST BENGAL,2020,7,7,0.000,7651.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
SIKKIM,2020,7,7,0.000,91.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
ARUNACHAL PRADESH,2020,7,7,0.000,112.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
ASSAM,2020,7,7,34.000,1782.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
MANIPUR,2020,7,7,2.000,184.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
MEGHALAYA,2020,7,7,1.000,315.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
MIZORAM,2020,7,7,1.000,95.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
NAGALAND,2020,7,7,2.000,123.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
TRIPURA,2020,7,7,3.000,278.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
ALL INDIA,2020,7,7,671.000,153153.000,NICSI_07-Jul-2020.csv,08/07/2020 11:25:00
PUNJAB,2020,7,8,0.000,10377.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
HARYANA,2020,7,8,0.000,8181.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
RAJASTHAN,2020,7,8,0.000,11609.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
DELHI,2020,7,8,0.000,4890.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
UP,2020,7,8,0.000,20919.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
UTTARAKHAND,2020,7,8,0.000,1800.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
HP,2020,7,8,46.000,1266.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
J&K,2020,7,8,531.000,2123.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
CHANDIGARH,2020,7,8,0.000,259.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
CHHATTISGARH,2020,7,8,0.000,4097.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
GUJARAT,2020,7,8,0.000,12078.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
MP,2020,7,8,0.000,9049.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
MAHARASHTRA,2020,7,8,0.000,16807.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
GOA,2020,7,8,0.000,435.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
DD,2020,7,8,0.000,247.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
DNH,2020,7,8,0.000,594.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
ESSAR STEEL,2020,7,8,0.000,841.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
ANDHRA PRADESH,2020,7,8,0.000,8500.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
TELANGANA,2020,7,8,0.000,8500.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
KARNATAKA,2020,7,8,0.000,9019.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
KERALA,2020,7,8,0.000,3139.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
TAMIL NADU,2020,7,8,0.000,13014.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
PUDUCHERRY,2020,7,8,0.000,342.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
BIHAR,2020,7,8,0.000,5405.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
DVC,2020,7,8,0.000,3398.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
JHARKHAND,2020,7,8,0.000,1363.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
ODISHA,2020,7,8,0.000,3955.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
WEST BENGAL,2020,7,8,0.000,7599.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
SIKKIM,2020,7,8,0.000,90.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
ARUNACHAL PRADESH,2020,7,8,0.000,124.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
ASSAM,2020,7,8,35.000,1687.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
MANIPUR,2020,7,8,1.000,175.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
MEGHALAYA,2020,7,8,1.000,320.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
MIZORAM,2020,7,8,2.000,101.000,NICSI_08-Jul-2020.csv,09/07/2020 07:48:00
