Detail Data For Electricity Generation by Source Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
CAPTIVE,GOA,CAPTIVE,DIESEL,NON-RENEWABLE,2011,91.630,0.000
CAPTIVE,GOA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,GOA,CAPTIVE,HYDRO,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,GOA,CAPTIVE,COAL,NON-RENEWABLE,2011,0.920,0.000
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,0.000,0.000
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2011,0.000,0.000
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0.000,0.000
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2011,0.000,0.000
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2011,0.000,0.000
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2011,0.000,0.000
UTILITY,GOA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2012,277.090,0.000
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,0.000,0.000
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2012,0.000,0.000
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0.000,0.000
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2012,0.000,0.000
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2012,0.000,0.000
UTILITY,GOA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2013,245.410,0.000
CAPTIVE,GOA,CAPTIVE,DIESEL,NON-RENEWABLE,2013,85.750,0.000
CAPTIVE,GOA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,GOA,CAPTIVE,HYDRO,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,GOA,CAPTIVE,COAL,NON-RENEWABLE,2013,0.320,0.000
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,0.000,0.000
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2013,0.000,0.000
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0.000,0.000
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2013,0.000,0.000
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2013,0.000,0.000
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2013,0.000,0.000
UTILITY,GOA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2014,241.320,0.000
CAPTIVE,GOA,CAPTIVE,HYDRO,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,GOA,CAPTIVE,COAL,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,GOA,CAPTIVE,DIESEL,NON-RENEWABLE,2014,74.030,0.000
CAPTIVE,GOA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2014,0.000,0.000
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,0.000,0.000
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0.000,0.000
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2014,0.000,0.000
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2014,0.000,0.000
CAPTIVE,GOA,CAPTIVE,SOLAR,RENEWABLE,2014,0.000,0.000
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,GOA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2015,12.610,0.000
CAPTIVE,GOA,CAPTIVE,HYDRO,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,GOA,CAPTIVE,COAL,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,GOA,CAPTIVE,DIESEL,NON-RENEWABLE,2015,73.230,0.000
CAPTIVE,GOA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2015,0.000,0.000
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,0.000,0.000
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0.000,0.000
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2015,0.000,0.000
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2015,0.000,0.000
CAPTIVE,GOA,CAPTIVE,SOLAR,RENEWABLE,2015,0.000,0.000
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,GOA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,GOA,CAPTIVE,HYDRO,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,GOA,CAPTIVE,COAL,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,GOA,CAPTIVE,DIESEL,NON-RENEWABLE,2016,242.550,0.000
CAPTIVE,GOA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2016,66.450,0.000
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0.000,0.000
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,0.000,0.000
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2016,0.000,0.000
UTILITY,GOA,UTILITY-RE,WASTE,RENEWABLE,2016,0.000,0.000
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2016,0.000,0.000
CAPTIVE,GOA,CAPTIVE,SOLAR,RENEWABLE,2016,0.000,0.000
CAPTIVE,GOA,CAPTIVE,WIND,RENEWABLE,2016,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2017,741.070,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2017,0.010,0.000
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2017,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2017,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2017,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2018,837.740,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2018,0.150,0.000
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2018,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2018,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2018,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2019,602.610,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2019,1.876,0.000
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2019,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2019,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2019,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2020,366.590,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,1.570,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2020,2.634,0.000
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2020,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2020,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2020,0.000,0.000
UTILITY,MANIPUR,STATE,DIESEL,NON-RENEWABLE,2006,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2006,586.150,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2006,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2007,475.420,0.000
UTILITY,MANIPUR,STATE,DIESEL,NON-RENEWABLE,2007,2.680,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2007,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2008,604.820,0.000
UTILITY,MANIPUR,STATE,DIESEL,NON-RENEWABLE,2008,0.860,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2008,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2008,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2008,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2008,0.000,0.000
UTILITY,MANIPUR,STATE,DIESEL,NON-RENEWABLE,2009,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2009,497.590,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2009,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2009,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2009,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2009,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2009,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2009,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2009,0.000,0.000
UTILITY,MANIPUR,STATE,DIESEL,NON-RENEWABLE,2010,0.270,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2010,381.390,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2010,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2010,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2010,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2010,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2010,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2010,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2010,0.000,0.000
UTILITY,MANIPUR,STATE,DIESEL,NON-RENEWABLE,2011,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2011,603.890,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2011,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2011,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2011,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2011,0.000,0.000
UTILITY,MANIPUR,STATE,DIESEL,NON-RENEWABLE,2012,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2012,523.500,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2012,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2012,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2012,0.000,0.000
UTILITY,MANIPUR,STATE,COAL,NON-RENEWABLE,2013,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2013,580.410,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2013,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2013,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2013,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2013,0.000,0.000
UTILITY,MANIPUR,STATE,COAL,NON-RENEWABLE,2014,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2014,639.840,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2014,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2014,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2014,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2014,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,MANIPUR,STATE,COAL,NON-RENEWABLE,2015,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2015,372.440,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2015,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2015,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2015,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2015,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,MANIPUR,STATE,COAL,NON-RENEWABLE,2016,0.000,0.000
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2016,536.640,0.000
CAPTIVE,MANIPUR,CAPTIVE,HYDRO,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,COAL,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,DIESEL,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2016,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2016,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WASTE,RENEWABLE,2016,0.000,0.000
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2016,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,SOLAR,RENEWABLE,2016,0.000,0.000
CAPTIVE,MANIPUR,CAPTIVE,WIND,RENEWABLE,2016,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,49.617,0.000
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2017,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2017,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,HYDRO,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,COAL,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,DIESEL,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2017,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2017,0.000,0.000
UTILITY,MIZORAM,CENTRAL,HYDRO,NON-RENEWABLE,2018,78.370,0.000
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,54.670,0.000
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2018,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2018,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,HYDRO,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,COAL,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,DIESEL,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2018,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2018,0.000,0.000
UTILITY,MIZORAM,CENTRAL,HYDRO,NON-RENEWABLE,2019,168.440,0.000
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,39.963,0.000
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2019,0.121,0.000
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2019,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,HYDRO,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,COAL,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,DIESEL,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2019,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2019,0.000,0.000
UTILITY,MIZORAM,CENTRAL,HYDRO,NON-RENEWABLE,2020,177.020,0.000
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,49.560,0.000
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2020,0.443,0.000
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0.000,0.000
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2020,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,HYDRO,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,COAL,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,DIESEL,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,SOLAR,RENEWABLE,2020,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,WIND,RENEWABLE,2020,0.000,0.000
UTILITY,MIZORAM,STATE,DIESEL,NON-RENEWABLE,2006,0.030,0.000
CAPTIVE,MIZORAM,CAPTIVE,DIESEL,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,HYDRO,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,MIZORAM,CAPTIVE,COAL,NON-RENEWABLE,2006,0.000,0.000
UTILITY,MIZORAM,STATE,DIESEL,NON-RENEWABLE,2007,3.510,0.000
