Detail Data For Electricity Monthly - Capacity by Sector & Energy Source Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,Sector,EnergySource,YearValue,MonthValue,Capacity_MW_M
NR,JAMMU & KASHMIR,STATE,HYDRO,2019,8,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2019,8,130.030
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2019,8,69.130
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2019,9,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2019,9,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2019,9,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2019,9,130.030
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2019,9,69.130
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2019,10,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2019,10,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2019,10,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2019,10,130.030
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2019,10,69.130
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2019,11,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2019,11,69.280
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2019,11,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2019,11,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2019,11,1110.000
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2019,12,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2019,12,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2019,12,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2019,12,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2019,12,69.300
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,1,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,1,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,1,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,1,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,1,69.300
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,2,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,2,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,2,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,2,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,2,69.300
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,3,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,3,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,3,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,3,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,3,69.300
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,4,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,4,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,4,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,4,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,4,69.300
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,5,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,5,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,5,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,5,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,5,69.300
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,6,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,6,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,6,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,6,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,6,74.440
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,7,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,7,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,7,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,7,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,7,74.440
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,8,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,8,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,8,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,8,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,8,74.440
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,9,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,9,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,9,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,9,130.480
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,9,74.440
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,10,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,10,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,10,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,10,130.980
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,10,74.440
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,11,130.980
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,11,74.800
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,11,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,11,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,11,1110.000
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2020,12,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2020,12,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2020,12,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2020,12,130.980
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2020,12,75.730
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2021,1,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2021,1,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2021,1,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2021,1,130.980
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2021,1,75.730
NR,JAMMU & KASHMIR,CENTRAL,HYDRO,2021,2,2339.000
NR,JAMMU & KASHMIR,STATE,NATURAL GAS,2021,2,175.000
NR,JAMMU & KASHMIR,STATE,HYDRO,2021,2,1110.000
NR,JAMMU & KASHMIR,STATE,RENEWABLES,2021,2,130.980
NR,JAMMU & KASHMIR,PRIVATE,RENEWABLES,2021,2,75.730
SR,KERALA,STATE,COAL,2019,4,0.000
SR,KERALA,STATE,THERMAL,2019,4,0.000
SR,KERALA,STATE,NATURAL GAS,2019,4,0.000
SR,KERALA,STATE,DIESEL,2019,4,159.960
SR,KERALA,STATE,NUCLEAR,2019,4,0.000
SR,KERALA,STATE,HYDRO,2019,4,1856.500
SR,KERALA,STATE,RENEWABLES,2019,4,172.900
SR,KERALA,PRIVATE,COAL,2019,4,615.000
SR,KERALA,PRIVATE,THERMAL,2019,4,0.000
SR,KERALA,PRIVATE,NATURAL GAS,2019,4,174.000
SR,KERALA,PRIVATE,DIESEL,2019,4,0.000
SR,KERALA,PRIVATE,NUCLEAR,2019,4,0.000
SR,KERALA,PRIVATE,HYDRO,2019,4,0.000
SR,KERALA,PRIVATE,RENEWABLES,2019,4,190.210
SR,KERALA,CENTRAL,COAL,2019,4,861.420
SR,KERALA,CENTRAL,THERMAL,2019,4,281.800
SR,KERALA,CENTRAL,NATURAL GAS,2019,4,359.580
SR,KERALA,CENTRAL,DIESEL,2019,4,0.000
SR,KERALA,CENTRAL,NUCLEAR,2019,4,362.000
SR,KERALA,CENTRAL,HYDRO,2019,4,0.000
SR,KERALA,CENTRAL,RENEWABLES,2019,4,50.000
SR,KERALA,STATE,DIESEL,2019,5,159.960
SR,KERALA,STATE,HYDRO,2019,5,1856.500
SR,KERALA,STATE,RENEWABLES,2019,5,172.900
SR,KERALA,PRIVATE,COAL,2019,5,615.000
SR,KERALA,PRIVATE,NATURAL GAS,2019,5,174.000
SR,KERALA,PRIVATE,RENEWABLES,2019,5,190.210
SR,KERALA,CENTRAL,COAL,2019,5,861.420
SR,KERALA,CENTRAL,THERMAL,2019,5,281.800
SR,KERALA,CENTRAL,NATURAL GAS,2019,5,359.580
SR,KERALA,CENTRAL,NUCLEAR,2019,5,362.000
SR,KERALA,CENTRAL,RENEWABLES,2019,5,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2019,6,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2019,6,174.000
SR,KERALA,STATE,DIESEL,2019,6,159.960
SR,KERALA,STATE,HYDRO,2019,6,1856.500
SR,KERALA,STATE,RENEWABLES,2019,6,172.896
SR,KERALA,PRIVATE,RENEWABLES,2019,6,192.854
SR,KERALA,CENTRAL,RENEWABLES,2019,6,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2019,7,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2019,7,174.000
SR,KERALA,STATE,DIESEL,2019,7,159.960
SR,KERALA,STATE,HYDRO,2019,7,1856.500
SR,KERALA,STATE,RENEWABLES,2019,7,172.896
SR,KERALA,PRIVATE,RENEWABLES,2019,7,202.974
SR,KERALA,CENTRAL,RENEWABLES,2019,7,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2019,8,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2019,8,174.000
SR,KERALA,STATE,DIESEL,2019,8,159.960
SR,KERALA,STATE,HYDRO,2019,8,1856.500
SR,KERALA,STATE,RENEWABLES,2019,8,172.896
SR,KERALA,PRIVATE,RENEWABLES,2019,8,202.984
SR,KERALA,CENTRAL,RENEWABLES,2019,8,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2019,9,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2019,9,174.000
SR,KERALA,STATE,DIESEL,2019,9,159.960
SR,KERALA,STATE,HYDRO,2019,9,1856.500
SR,KERALA,STATE,RENEWABLES,2019,9,172.896
SR,KERALA,PRIVATE,RENEWABLES,2019,9,203.704
SR,KERALA,CENTRAL,RENEWABLES,2019,9,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2019,10,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2019,10,174.000
SR,KERALA,STATE,DIESEL,2019,10,159.960
SR,KERALA,STATE,HYDRO,2019,10,1856.500
SR,KERALA,STATE,RENEWABLES,2019,10,172.896
SR,KERALA,PRIVATE,RENEWABLES,2019,10,203.734
SR,KERALA,CENTRAL,RENEWABLES,2019,10,50.000
SR,KERALA,STATE,RENEWABLES,2019,11,172.896
SR,KERALA,PRIVATE,RENEWABLES,2019,11,203.784
SR,KERALA,CENTRAL,RENEWABLES,2019,11,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2019,11,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2019,11,174.000
SR,KERALA,STATE,DIESEL,2019,11,159.960
SR,KERALA,STATE,HYDRO,2019,11,1856.500
SR,KERALA,CENTRAL,NATURAL GAS,2019,12,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2019,12,174.000
SR,KERALA,STATE,DIESEL,2019,12,159.960
SR,KERALA,STATE,HYDRO,2019,12,1856.500
SR,KERALA,STATE,RENEWABLES,2019,12,172.896
SR,KERALA,PRIVATE,RENEWABLES,2019,12,204.094
SR,KERALA,CENTRAL,RENEWABLES,2019,12,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,1,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,1,174.000
SR,KERALA,STATE,DIESEL,2020,1,159.960
SR,KERALA,STATE,HYDRO,2020,1,1856.500
SR,KERALA,STATE,RENEWABLES,2020,1,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,1,204.574
SR,KERALA,CENTRAL,RENEWABLES,2020,1,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,2,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,2,174.000
SR,KERALA,STATE,DIESEL,2020,2,159.960
SR,KERALA,STATE,HYDRO,2020,2,1856.500
SR,KERALA,STATE,RENEWABLES,2020,2,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,2,204.574
SR,KERALA,CENTRAL,RENEWABLES,2020,2,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,3,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,3,174.000
SR,KERALA,STATE,DIESEL,2020,3,159.960
SR,KERALA,STATE,HYDRO,2020,3,1856.500
SR,KERALA,STATE,RENEWABLES,2020,3,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,3,204.574
SR,KERALA,CENTRAL,RENEWABLES,2020,3,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,4,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,4,174.000
SR,KERALA,STATE,DIESEL,2020,4,159.960
SR,KERALA,STATE,HYDRO,2020,4,1856.500
SR,KERALA,STATE,RENEWABLES,2020,4,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,4,207.024
SR,KERALA,CENTRAL,RENEWABLES,2020,4,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,5,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,5,174.000
SR,KERALA,STATE,DIESEL,2020,5,159.960
SR,KERALA,STATE,HYDRO,2020,5,1856.500
SR,KERALA,STATE,RENEWABLES,2020,5,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,5,207.024
SR,KERALA,CENTRAL,RENEWABLES,2020,5,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,6,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,6,174.000
SR,KERALA,STATE,DIESEL,2020,6,159.960
SR,KERALA,STATE,HYDRO,2020,6,1856.500
SR,KERALA,STATE,RENEWABLES,2020,6,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,6,208.964
SR,KERALA,CENTRAL,RENEWABLES,2020,6,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,7,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,7,174.000
SR,KERALA,STATE,DIESEL,2020,7,159.960
SR,KERALA,STATE,HYDRO,2020,7,1856.500
SR,KERALA,STATE,RENEWABLES,2020,7,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,7,210.514
SR,KERALA,CENTRAL,RENEWABLES,2020,7,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,8,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,8,174.000
SR,KERALA,STATE,DIESEL,2020,8,159.960
SR,KERALA,STATE,HYDRO,2020,8,1856.500
SR,KERALA,STATE,RENEWABLES,2020,8,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,8,210.514
SR,KERALA,CENTRAL,RENEWABLES,2020,8,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,9,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,9,174.000
SR,KERALA,STATE,DIESEL,2020,9,159.960
SR,KERALA,STATE,HYDRO,2020,9,1856.500
SR,KERALA,STATE,RENEWABLES,2020,9,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,9,210.734
SR,KERALA,CENTRAL,RENEWABLES,2020,9,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,10,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,10,174.000
SR,KERALA,STATE,DIESEL,2020,10,159.960
SR,KERALA,STATE,HYDRO,2020,10,1856.500
SR,KERALA,STATE,RENEWABLES,2020,10,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,10,210.734
SR,KERALA,CENTRAL,RENEWABLES,2020,10,50.000
SR,KERALA,STATE,RENEWABLES,2020,11,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,11,210.764
SR,KERALA,CENTRAL,RENEWABLES,2020,11,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2020,11,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,11,174.000
SR,KERALA,STATE,DIESEL,2020,11,159.960
SR,KERALA,STATE,HYDRO,2020,11,1856.500
SR,KERALA,CENTRAL,NATURAL GAS,2020,12,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2020,12,174.000
SR,KERALA,STATE,DIESEL,2020,12,159.960
SR,KERALA,STATE,HYDRO,2020,12,1856.500
SR,KERALA,STATE,RENEWABLES,2020,12,172.896
SR,KERALA,PRIVATE,RENEWABLES,2020,12,210.814
SR,KERALA,CENTRAL,RENEWABLES,2020,12,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2021,1,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2021,1,174.000
SR,KERALA,STATE,DIESEL,2021,1,159.960
SR,KERALA,STATE,HYDRO,2021,1,1856.500
SR,KERALA,STATE,RENEWABLES,2021,1,172.896
SR,KERALA,PRIVATE,RENEWABLES,2021,1,261.644
SR,KERALA,CENTRAL,RENEWABLES,2021,1,50.000
SR,KERALA,CENTRAL,NATURAL GAS,2021,2,359.580
SR,KERALA,PRIVATE,NATURAL GAS,2021,2,174.000
SR,KERALA,STATE,DIESEL,2021,2,159.960
SR,KERALA,STATE,HYDRO,2021,2,1856.500
SR,KERALA,STATE,RENEWABLES,2021,2,172.896
SR,KERALA,PRIVATE,RENEWABLES,2021,2,328.894
SR,KERALA,CENTRAL,RENEWABLES,2021,2,50.000
SR,PUDUCHERRY,STATE,COAL,2019,4,0.000
SR,PUDUCHERRY,STATE,THERMAL,2019,4,0.000
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,4,32.500
SR,PUDUCHERRY,STATE,DIESEL,2019,4,0.000
SR,PUDUCHERRY,STATE,NUCLEAR,2019,4,0.000
SR,PUDUCHERRY,STATE,HYDRO,2019,4,0.000
SR,PUDUCHERRY,STATE,RENEWABLES,2019,4,0.000
SR,PUDUCHERRY,PRIVATE,COAL,2019,4,0.000
SR,PUDUCHERRY,PRIVATE,THERMAL,2019,4,0.000
SR,PUDUCHERRY,PRIVATE,NATURAL GAS,2019,4,0.000
SR,PUDUCHERRY,PRIVATE,DIESEL,2019,4,0.000
SR,PUDUCHERRY,PRIVATE,NUCLEAR,2019,4,0.000
SR,PUDUCHERRY,PRIVATE,HYDRO,2019,4,0.000
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,4,3.140
SR,PUDUCHERRY,CENTRAL,COAL,2019,4,140.800
SR,PUDUCHERRY,CENTRAL,THERMAL,2019,4,107.600
SR,PUDUCHERRY,CENTRAL,NATURAL GAS,2019,4,0.000
SR,PUDUCHERRY,CENTRAL,DIESEL,2019,4,0.000
SR,PUDUCHERRY,CENTRAL,NUCLEAR,2019,4,86.000
SR,PUDUCHERRY,CENTRAL,HYDRO,2019,4,0.000
SR,PUDUCHERRY,CENTRAL,RENEWABLES,2019,4,0.000
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,5,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,5,3.140
SR,PUDUCHERRY,CENTRAL,COAL,2019,5,140.800
SR,PUDUCHERRY,CENTRAL,THERMAL,2019,5,107.600
SR,PUDUCHERRY,CENTRAL,NUCLEAR,2019,5,86.000
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,6,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,6,3.200
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,7,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,7,3.200
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,8,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,8,3.200
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,9,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,9,3.200
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,10,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,10,3.200
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,11,5.510
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,11,32.500
SR,PUDUCHERRY,STATE,NATURAL GAS,2019,12,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2019,12,5.510
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,1,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,1,5.510
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,2,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,2,5.510
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,3,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,3,5.510
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,4,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,4,5.510
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,5,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,5,7.200
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,6,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,6,7.200
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,7,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,7,7.500
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,8,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,8,7.500
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,9,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,9,7.500
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,10,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,10,7.540
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,11,7.540
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,11,32.500
SR,PUDUCHERRY,STATE,NATURAL GAS,2020,12,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2020,12,7.540
SR,PUDUCHERRY,STATE,NATURAL GAS,2021,1,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2021,1,9.330
SR,PUDUCHERRY,STATE,NATURAL GAS,2021,2,32.500
SR,PUDUCHERRY,PRIVATE,RENEWABLES,2021,2,9.330
NR,RAJASTHAN,STATE,COAL,2019,4,6260.000
NR,RAJASTHAN,STATE,THERMAL,2019,4,250.000
NR,RAJASTHAN,STATE,NATURAL GAS,2019,4,603.800
NR,RAJASTHAN,STATE,DIESEL,2019,4,0.000
NR,RAJASTHAN,STATE,NUCLEAR,2019,4,0.000
NR,RAJASTHAN,STATE,HYDRO,2019,4,1096.180
NR,RAJASTHAN,STATE,RENEWABLES,2019,4,23.850
NR,RAJASTHAN,PRIVATE,COAL,2019,4,2802.000
NR,RAJASTHAN,PRIVATE,THERMAL,2019,4,1080.000
NR,RAJASTHAN,PRIVATE,NATURAL GAS,2019,4,0.000
NR,RAJASTHAN,PRIVATE,DIESEL,2019,4,0.000
NR,RAJASTHAN,PRIVATE,NUCLEAR,2019,4,0.000
NR,RAJASTHAN,PRIVATE,HYDRO,2019,4,104.000
NR,RAJASTHAN,PRIVATE,RENEWABLES,2019,4,7301.810
NR,RAJASTHAN,CENTRAL,COAL,2019,4,956.250
NR,RAJASTHAN,CENTRAL,THERMAL,2019,4,250.000
NR,RAJASTHAN,CENTRAL,NATURAL GAS,2019,4,221.100
NR,RAJASTHAN,CENTRAL,DIESEL,2019,4,0.000
NR,RAJASTHAN,CENTRAL,NUCLEAR,2019,4,556.740
NR,RAJASTHAN,CENTRAL,HYDRO,2019,4,739.010
NR,RAJASTHAN,CENTRAL,RENEWABLES,2019,4,344.000
NR,RAJASTHAN,STATE,COAL,2019,5,6260.000
NR,RAJASTHAN,STATE,THERMAL,2019,5,250.000
NR,RAJASTHAN,STATE,NATURAL GAS,2019,5,603.800
NR,RAJASTHAN,STATE,HYDRO,2019,5,1096.180
NR,RAJASTHAN,STATE,RENEWABLES,2019,5,23.850
NR,RAJASTHAN,PRIVATE,COAL,2019,5,2802.000
NR,RAJASTHAN,PRIVATE,THERMAL,2019,5,1080.000
NR,RAJASTHAN,PRIVATE,HYDRO,2019,5,104.000
NR,RAJASTHAN,PRIVATE,RENEWABLES,2019,5,7513.220
NR,RAJASTHAN,CENTRAL,COAL,2019,5,956.250
NR,RAJASTHAN,CENTRAL,THERMAL,2019,5,250.000
NR,RAJASTHAN,CENTRAL,NATURAL GAS,2019,5,221.100
NR,RAJASTHAN,CENTRAL,NUCLEAR,2019,5,556.740
NR,RAJASTHAN,CENTRAL,HYDRO,2019,5,739.010
NR,RAJASTHAN,CENTRAL,RENEWABLES,2019,5,344.000
NR,RAJASTHAN,CENTRAL,NATURAL GAS,2019,6,419.330
NR,RAJASTHAN,CENTRAL,NUCLEAR,2019,6,1180.000
NR,RAJASTHAN,CENTRAL,COAL,2019,6,250.000
NR,RAJASTHAN,PRIVATE,COAL,2019,6,2400.000
NR,RAJASTHAN,STATE,NATURAL GAS,2019,6,603.800
NR,RAJASTHAN,STATE,HYDRO,2019,6,411.000
NR,RAJASTHAN,STATE,COAL,2019,6,6510.000
NR,RAJASTHAN,STATE,RENEWABLES,2019,6,23.850
NR,RAJASTHAN,PRIVATE,RENEWABLES,2019,6,7627.820
NR,RAJASTHAN,CENTRAL,RENEWABLES,2019,6,344.000
NR,RAJASTHAN,CENTRAL,NATURAL GAS,2019,7,419.330
NR,RAJASTHAN,CENTRAL,NUCLEAR,2019,7,1180.000
NR,RAJASTHAN,CENTRAL,COAL,2019,7,250.000
NR,RAJASTHAN,PRIVATE,COAL,2019,7,2400.000
NR,RAJASTHAN,STATE,NATURAL GAS,2019,7,603.800
NR,RAJASTHAN,STATE,HYDRO,2019,7,411.000
NR,RAJASTHAN,STATE,COAL,2019,7,6510.000
NR,RAJASTHAN,STATE,RENEWABLES,2019,7,23.850
NR,RAJASTHAN,PRIVATE,RENEWABLES,2019,7,7783.650
NR,RAJASTHAN,CENTRAL,RENEWABLES,2019,7,344.000
NR,RAJASTHAN,CENTRAL,NATURAL GAS,2019,8,419.330
NR,RAJASTHAN,CENTRAL,NUCLEAR,2019,8,1180.000
NR,RAJASTHAN,CENTRAL,COAL,2019,8,250.000
NR,RAJASTHAN,PRIVATE,COAL,2019,8,2400.000
NR,RAJASTHAN,STATE,NATURAL GAS,2019,8,603.800
NR,RAJASTHAN,STATE,HYDRO,2019,8,411.000
