Detail Data For Electricity Consumption by Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_GWh
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2012,27.200
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2012,173.720
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,14.780
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,14.480
NER,MANIPUR,MISCELLANEOUS,OTHER,2012,69.570
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2012,4.080
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,20.170
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2013,1.580
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2013,30.810
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2013,203.740
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,14.130
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,19.600
NER,MANIPUR,MISCELLANEOUS,OTHER,2013,81.000
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2013,4.850
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,23.300
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2014,1.660
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2014,32.350
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2014,213.930
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,14.840
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,20.580
NER,MANIPUR,MISCELLANEOUS,OTHER,2014,85.050
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2014,5.090
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,24.460
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2015,6.060
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2015,38.670
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2015,231.760
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,14.850
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,17.430
NER,MANIPUR,MISCELLANEOUS,OTHER,2015,116.590
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2015,6.310
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,33.430
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2016,1.790
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2016,39.840
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2016,298.850
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,7.620
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,16.200
NER,MANIPUR,MISCELLANEOUS,OTHER,2016,89.870
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2016,4.120
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,16.690
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2017,0.960
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2017,43.540
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2017,330.430
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,7.360
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,14.320
NER,MANIPUR,MISCELLANEOUS,OTHER,2017,88.340
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2017,3.460
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,23.510
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2018,2.120
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2018,47.330
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2018,354.740
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,9.040
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,19.260
NER,MANIPUR,MISCELLANEOUS,OTHER,2018,106.770
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2018,3.670
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,21.070
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2019,2.120
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2019,66.140
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2019,376.780
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,9.040
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,20.860
NER,MANIPUR,MISCELLANEOUS,OTHER,2019,106.770
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2019,9.890
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,21.180
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2006,6.940
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2006,91.020
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,2.260
NER,MIZORAM,MISCELLANEOUS,OTHER,2006,11.070
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2006,5.280
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,17.940
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2007,7.100
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2007,95.500
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,2.300
NER,MIZORAM,MISCELLANEOUS,OTHER,2007,15.000
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2007,6.600
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,18.750
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2008,9.420
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2008,115.910
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,1.680
NER,MIZORAM,MISCELLANEOUS,OTHER,2008,13.170
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2008,10.550
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,28.710
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2009,11.830
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2009,111.330
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,1.610
NER,MIZORAM,MISCELLANEOUS,OTHER,2009,11.360
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2009,4.120
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,25.250
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2010,0.500
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2010,11.860
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2010,129.160
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,0.630
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,1.750
NER,MIZORAM,MISCELLANEOUS,OTHER,2010,11.660
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2010,5.150
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,30.620
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2011,0.120
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2011,14.650
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2011,174.400
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,0.310
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,1.570
NER,MIZORAM,MISCELLANEOUS,OTHER,2011,12.180
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2011,7.040
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,27.290
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2012,0.090
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2012,18.890
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2012,170.920
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,0.330
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,1.760
NER,MIZORAM,MISCELLANEOUS,OTHER,2012,17.740
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2012,6.040
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,36.280
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2013,0.080
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2013,21.100
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2013,197.590
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,1.470
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,1.810
NER,MIZORAM,MISCELLANEOUS,OTHER,2013,21.960
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2013,5.360
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,37.230
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2014,0.060
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2014,23.570
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2014,200.150
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,4.990
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,2.090
NER,MIZORAM,MISCELLANEOUS,OTHER,2014,24.240
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2014,7.480
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,40.210
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2015,0.040
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2015,34.020
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2015,214.500
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,6.780
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,1.870
NER,MIZORAM,MISCELLANEOUS,OTHER,2015,16.130
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2015,7.200
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,46.680
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2016,0.020
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2016,37.480
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2016,217.750
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,7.210
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,1.960
NER,MIZORAM,MISCELLANEOUS,OTHER,2016,18.370
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2016,6.510
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,49.200
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2017,0.000
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2017,33.870
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2017,233.900
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,8.830
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,1.640
NER,MIZORAM,MISCELLANEOUS,OTHER,2017,20.460
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2017,4.890
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,49.950
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2018,48.120
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2018,235.140
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,11.150
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,2.190
NER,MIZORAM,MISCELLANEOUS,OTHER,2018,55.390
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2018,2.210
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,41.580
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2019,61.040
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2019,244.620
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,11.970
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,2.390
NER,MIZORAM,MISCELLANEOUS,OTHER,2019,16.500
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2019,2.670
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,68.580
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2006,8.120
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2006,33.850
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2006,207.940
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,21.690
NER,TRIPURA,MISCELLANEOUS,OTHER,2006,68.300
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2006,17.760
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,13.030
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2007,8.910
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2007,36.400
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2007,222.110
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,23.010
NER,TRIPURA,MISCELLANEOUS,OTHER,2007,71.070
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2007,19.490
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,13.600
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2008,23.990
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2008,40.630
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2008,220.120
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,44.390
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,20.960
NER,TRIPURA,MISCELLANEOUS,OTHER,2008,1.590
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2008,12.140
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,33.990
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2009,33.390
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2009,41.020
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2009,241.850
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,53.990
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,30.980
NER,TRIPURA,MISCELLANEOUS,OTHER,2009,0.920
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2009,13.410
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,35.280
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2010,39.730
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2010,46.650
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2010,262.240
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,58.350
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,28.370
NER,TRIPURA,MISCELLANEOUS,OTHER,2010,1.000
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2010,13.730
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,44.390
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2011,37.550
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2011,54.230
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2011,290.800
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,60.740
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,30.760
NER,TRIPURA,MISCELLANEOUS,OTHER,2011,18.570
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2011,28.100
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,48.090
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2012,39.740
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2012,46.650
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2012,262.230
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,61.930
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,27.680
NER,TRIPURA,MISCELLANEOUS,OTHER,2012,60.630
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2012,10.720
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,44.390
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2013,41.960
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2013,77.170
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2013,403.590
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,37.060
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,16.570
NER,TRIPURA,MISCELLANEOUS,OTHER,2013,86.850
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2013,11.320
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,46.870
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2014,29.560
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2014,64.650
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2014,390.400
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,68.970
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,34.140
NER,TRIPURA,MISCELLANEOUS,OTHER,2014,32.300
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2014,34.750
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,67.510
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2015,32.620
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2015,71.360
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2015,430.880
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,17.020
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,23.890
NER,TRIPURA,MISCELLANEOUS,OTHER,2015,97.500
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2015,38.360
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,74.500
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2016,33.910
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2016,74.920
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2016,439.770
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,21.600
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,21.410
NER,TRIPURA,MISCELLANEOUS,OTHER,2016,102.370
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2016,39.720
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,79.360
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2017,40.550
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2017,77.620
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2017,502.190
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,24.670
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,26.310
NER,TRIPURA,MISCELLANEOUS,OTHER,2017,103.420
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2017,38.590
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,81.920
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2018,38.510
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2018,84.240
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2018,508.650
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,26.620
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,21.670
NER,TRIPURA,MISCELLANEOUS,OTHER,2018,115.100
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2018,45.280
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,87.950
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2019,40.670
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2019,86.150
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2019,524.750
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,27.200
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,28.970
NER,TRIPURA,MISCELLANEOUS,OTHER,2019,117.800
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2019,41.980
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,88.170
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2006,28.750
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2006,58.510
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,4.580
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2006,17.130
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2006,6.720
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,0.580
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2007,33.340
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2007,64.470
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,6.130
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2007,24.500
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2007,7.600
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,0.590
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2008,37.820
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2008,72.160
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,8.030
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2008,23.770
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2008,7.360
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,0.710
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2009,0.700
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2009,41.240
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2009,75.490
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,7.670
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2009,26.760
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2009,8.620
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2010,0.740
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2010,47.440
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2010,83.960
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,8.720
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2010,27.680
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2010,8.350
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2011,0.830
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2011,50.560
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2011,90.200
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,8.630
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2011,27.630
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2011,9.150
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2012,52.240
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2012,93.980
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,10.890
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2012,31.350
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2012,9.260
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,0.900
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2013,0.840
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2013,53.140
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2013,100.200
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,19.330
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2013,24.200
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2013,8.640
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2014,0.880
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2014,55.290
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2014,107.390
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,11.980
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2014,30.960
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2014,9.270
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2015,58.700
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2015,115.540
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,13.390
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2015,31.920
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2015,9.050
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,0.860
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2016,61.850
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2016,125.150
