Detail Data For Electricity Consumption per Capita by Broad Category And Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_KWh_PerCapita
NR,RAJASTHAN,TRACTION,TRANSPORT,2016,2.090
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2017,290.540
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2017,58.120
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2017,156.370
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,108.930
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,40.870
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2017,9.190
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2017,4.490
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,20.440
NR,RAJASTHAN,TRACTION,TRANSPORT,2017,5.080
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2018,306.490
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2018,61.430
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2018,161.050
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,105.330
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,40.990
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2018,9.070
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2018,4.670
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,25.460
NR,RAJASTHAN,TRACTION,TRANSPORT,2018,5.210
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2019,308.820
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2019,64.450
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2019,165.760
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,171.320
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,41.740
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2019,9.180
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2019,4.690
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,25.880
NR,RAJASTHAN,TRACTION,TRANSPORT,2019,5.390
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2006,152.684
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2006,61.483
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2006,157.776
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,267.971
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,76.265
SR,TAMILNADU,MISCELLANEOUS,OTHER,2006,18.784
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2006,5.845
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,12.290
SR,TAMILNADU,TRACTION,TRANSPORT,2006,6.922
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2007,157.896
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2007,67.896
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2007,187.607
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,289.511
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,82.881
SR,TAMILNADU,MISCELLANEOUS,OTHER,2007,20.869
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2007,6.250
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,12.287
SR,TAMILNADU,TRACTION,TRANSPORT,2007,7.012
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2008,161.986
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2008,95.012
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2008,196.584
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,328.513
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,82.709
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2008,6.696
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,13.165
SR,TAMILNADU,TRACTION,TRANSPORT,2008,7.799
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2009,158.593
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2009,96.114
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2009,203.374
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,319.480
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,83.115
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2009,6.869
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,13.511
SR,TAMILNADU,TRACTION,TRANSPORT,2009,7.811
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2010,178.800
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2010,105.910
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2010,208.543
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,339.018
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,88.689
SR,TAMILNADU,MISCELLANEOUS,OTHER,2010,1.167
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2010,5.266
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,10.338
SR,TAMILNADU,TRACTION,TRANSPORT,2010,8.438
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2011,187.794
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2011,96.536
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2011,240.729
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,344.118
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,89.774
SR,TAMILNADU,MISCELLANEOUS,OTHER,2011,27.601
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2011,7.978
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,15.695
SR,TAMILNADU,TRACTION,TRANSPORT,2011,7.210
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2012,149.170
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2012,89.189
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2012,240.259
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,354.346
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,82.178
SR,TAMILNADU,MISCELLANEOUS,OTHER,2012,22.831
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2012,7.540
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,14.833
SR,TAMILNADU,TRACTION,TRANSPORT,2012,9.066
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2013,165.145
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2013,94.230
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2013,261.841
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,335.627
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,80.651
SR,TAMILNADU,MISCELLANEOUS,OTHER,2013,24.211
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2013,12.079
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,23.760
SR,TAMILNADU,TRACTION,TRANSPORT,2013,10.806
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2014,179.489
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2014,113.241
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2014,294.905
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,403.233
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,96.110
SR,TAMILNADU,MISCELLANEOUS,OTHER,2014,26.365
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2014,14.898
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,29.306
SR,TAMILNADU,TRACTION,TRANSPORT,2014,11.182
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2015,180.110
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2015,121.864
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2015,319.251
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,446.170
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,106.471
SR,TAMILNADU,MISCELLANEOUS,OTHER,2015,27.033
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2015,16.504
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,32.465
SR,TAMILNADU,TRACTION,TRANSPORT,2015,11.963
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2016,166.760
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2016,136.410
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2016,345.540
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,327.620
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,107.480
SR,TAMILNADU,MISCELLANEOUS,OTHER,2016,8.830
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2016,17.440
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,34.310
SR,TAMILNADU,TRACTION,TRANSPORT,2016,12.050
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2017,168.560
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2017,133.600
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2017,352.390
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,345.580
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,113.210
SR,TAMILNADU,MISCELLANEOUS,OTHER,2017,45.680
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2017,17.270
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,17.270
SR,TAMILNADU,TRACTION,TRANSPORT,2017,12.240
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2018,160.990
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2018,141.810
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2018,369.180
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,352.100
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,128.490
SR,TAMILNADU,MISCELLANEOUS,OTHER,2018,42.230
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2018,16.070
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,16.070
SR,TAMILNADU,TRACTION,TRANSPORT,2018,12.280
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2019,186.200
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2019,146.400
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2019,384.380
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,377.780
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,122.450
SR,TAMILNADU,MISCELLANEOUS,OTHER,2019,44.360
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2019,16.240
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,16.240
SR,TAMILNADU,TRACTION,TRANSPORT,2019,12.860
NR,DELHI,AGRICULTURE,AGRICULTURE,2006,3.506
NR,DELHI,COMMERCIAL,COMMERCIAL,2006,254.404
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2006,378.757
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,13.378
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,136.869
NR,DELHI,MISCELLANEOUS,OTHER,2006,18.939
NR,DELHI,PUBLIC LIGHTING,OTHER,2006,15.950
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,12.005
NR,DELHI,TRACTION,TRANSPORT,2006,12.591
NR,DELHI,AGRICULTURE,AGRICULTURE,2007,3.202
NR,DELHI,COMMERCIAL,COMMERCIAL,2007,284.178
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2007,389.665
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,10.536
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,140.076
NR,DELHI,MISCELLANEOUS,OTHER,2007,26.289
NR,DELHI,PUBLIC LIGHTING,OTHER,2007,17.897
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,5.670
NR,DELHI,TRACTION,TRANSPORT,2007,20.224
NR,DELHI,AGRICULTURE,AGRICULTURE,2008,2.199
NR,DELHI,COMMERCIAL,COMMERCIAL,2008,297.018
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2008,423.610
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,10.767
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,157.215
NR,DELHI,MISCELLANEOUS,OTHER,2008,41.481
NR,DELHI,PUBLIC LIGHTING,OTHER,2008,15.062
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,12.301
NR,DELHI,TRACTION,TRANSPORT,2008,8.797
NR,DELHI,AGRICULTURE,AGRICULTURE,2009,3.063
NR,DELHI,COMMERCIAL,COMMERCIAL,2009,327.258
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2009,452.288
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,14.309
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,140.416
NR,DELHI,MISCELLANEOUS,OTHER,2009,32.101
NR,DELHI,PUBLIC LIGHTING,OTHER,2009,16.840
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,10.899
NR,DELHI,TRACTION,TRANSPORT,2009,16.522
NR,DELHI,AGRICULTURE,AGRICULTURE,2010,2.237
NR,DELHI,COMMERCIAL,COMMERCIAL,2010,320.105
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2010,508.790
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,10.582
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,153.118
NR,DELHI,MISCELLANEOUS,OTHER,2010,46.108
NR,DELHI,PUBLIC LIGHTING,OTHER,2010,16.564
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,12.211
NR,DELHI,TRACTION,TRANSPORT,2010,18.635
NR,DELHI,AGRICULTURE,AGRICULTURE,2011,1.947
NR,DELHI,COMMERCIAL,COMMERCIAL,2011,328.512
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2011,544.821
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,12.459
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,151.172
NR,DELHI,MISCELLANEOUS,OTHER,2011,53.441
NR,DELHI,PUBLIC LIGHTING,OTHER,2011,19.285
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,19.005
NR,DELHI,TRACTION,TRANSPORT,2011,25.554
NR,DELHI,AGRICULTURE,AGRICULTURE,2012,2.125
NR,DELHI,COMMERCIAL,COMMERCIAL,2012,397.247
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2012,646.994
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,11.507
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,169.817
NR,DELHI,MISCELLANEOUS,OTHER,2012,74.341
NR,DELHI,PUBLIC LIGHTING,OTHER,2012,21.993
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,28.655
NR,DELHI,TRACTION,TRANSPORT,2012,21.151
NR,DELHI,AGRICULTURE,AGRICULTURE,2013,1.773
NR,DELHI,COMMERCIAL,COMMERCIAL,2013,348.237
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2013,575.977
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,9.230
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,144.948
NR,DELHI,MISCELLANEOUS,OTHER,2013,51.117
NR,DELHI,PUBLIC LIGHTING,OTHER,2013,19.455
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,25.845
NR,DELHI,TRACTION,TRANSPORT,2013,22.633
NR,DELHI,AGRICULTURE,AGRICULTURE,2014,1.473
NR,DELHI,COMMERCIAL,COMMERCIAL,2014,346.387
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2014,589.797
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,8.765
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,144.797
NR,DELHI,MISCELLANEOUS,OTHER,2014,32.478
NR,DELHI,PUBLIC LIGHTING,OTHER,2014,20.152
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,27.838
NR,DELHI,TRACTION,TRANSPORT,2014,36.469
NR,DELHI,AGRICULTURE,AGRICULTURE,2015,0.638
NR,DELHI,COMMERCIAL,COMMERCIAL,2015,334.395
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2015,605.301
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,8.175
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,131.645
NR,DELHI,MISCELLANEOUS,OTHER,2015,49.037
NR,DELHI,PUBLIC LIGHTING,OTHER,2015,21.621
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,27.721
NR,DELHI,TRACTION,TRANSPORT,2015,34.209
NR,DELHI,AGRICULTURE,AGRICULTURE,2016,1.410
NR,DELHI,COMMERCIAL,COMMERCIAL,2016,334.330
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2016,609.910
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,1.699
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,147.340
NR,DELHI,MISCELLANEOUS,OTHER,2016,52.060
NR,DELHI,PUBLIC LIGHTING,OTHER,2016,21.210
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,27.380
NR,DELHI,TRACTION,TRANSPORT,2016,24.750
NR,DELHI,AGRICULTURE,AGRICULTURE,2017,1.330
NR,DELHI,COMMERCIAL,COMMERCIAL,2017,336.770
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2017,650.710
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,1.630
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,141.050
NR,DELHI,MISCELLANEOUS,OTHER,2017,43.480
NR,DELHI,PUBLIC LIGHTING,OTHER,2017,22.840
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,27.850
NR,DELHI,TRACTION,TRANSPORT,2017,3.300
NR,DELHI,AGRICULTURE,AGRICULTURE,2018,1.490
NR,DELHI,COMMERCIAL,COMMERCIAL,2018,364.690
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2018,669.850
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,1.960
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,143.220
NR,DELHI,MISCELLANEOUS,OTHER,2018,30.620
NR,DELHI,PUBLIC LIGHTING,OTHER,2018,19.490
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,17.510
NR,DELHI,TRACTION,TRANSPORT,2018,30.880
NR,DELHI,AGRICULTURE,AGRICULTURE,2019,1.460
NR,DELHI,COMMERCIAL,COMMERCIAL,2019,336.410
NR,DELHI,RESIDENTIAL,RESIDENTIAL,2019,673.910
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,17.050
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,133.270
NR,DELHI,MISCELLANEOUS,OTHER,2019,57.120
NR,DELHI,PUBLIC LIGHTING,OTHER,2019,16.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,16.870
NR,DELHI,TRACTION,TRANSPORT,2019,21.820
NR,HARYANA,AGRICULTURE,AGRICULTURE,2006,281.809
NR,HARYANA,COMMERCIAL,COMMERCIAL,2006,37.100
NR,HARYANA,RESIDENTIAL,RESIDENTIAL,2006,130.020
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,167.330
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,43.229
NR,HARYANA,MISCELLANEOUS,OTHER,2006,21.705
NR,HARYANA,PUBLIC LIGHTING,OTHER,2006,1.939
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,14.882
NR,HARYANA,TRACTION,TRANSPORT,2006,17.153
NR,HARYANA,AGRICULTURE,AGRICULTURE,2007,295.439
NR,HARYANA,COMMERCIAL,COMMERCIAL,2007,295.439
NR,HARYANA,RESIDENTIAL,RESIDENTIAL,2007,134.745
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,194.375
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,44.212
NR,HARYANA,MISCELLANEOUS,OTHER,2007,13.656
NR,HARYANA,PUBLIC LIGHTING,OTHER,2007,2.314
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,16.577
NR,HARYANA,TRACTION,TRANSPORT,2007,18.223
NR,HARYANA,AGRICULTURE,AGRICULTURE,2008,310.558
NR,HARYANA,COMMERCIAL,COMMERCIAL,2008,310.558
NR,HARYANA,RESIDENTIAL,RESIDENTIAL,2008,147.185
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,213.760
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,45.790
NR,HARYANA,MISCELLANEOUS,OTHER,2008,16.983
NR,HARYANA,PUBLIC LIGHTING,OTHER,2008,2.369
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,17.572
NR,HARYANA,TRACTION,TRANSPORT,2008,18.727
NR,HARYANA,AGRICULTURE,AGRICULTURE,2009,301.613
NR,HARYANA,COMMERCIAL,COMMERCIAL,2009,301.613
NR,HARYANA,RESIDENTIAL,RESIDENTIAL,2009,154.473
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,220.631
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,45.610
NR,HARYANA,MISCELLANEOUS,OTHER,2009,20.776
NR,HARYANA,PUBLIC LIGHTING,OTHER,2009,2.236
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,19.131
NR,HARYANA,TRACTION,TRANSPORT,2009,18.401
NR,HARYANA,AGRICULTURE,AGRICULTURE,2010,369.820
NR,HARYANA,COMMERCIAL,COMMERCIAL,2010,369.820
NR,HARYANA,RESIDENTIAL,RESIDENTIAL,2010,173.995
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,261.028
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,47.445
NR,HARYANA,MISCELLANEOUS,OTHER,2010,25.755
NR,HARYANA,PUBLIC LIGHTING,OTHER,2010,2.911
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,22.193
NR,HARYANA,TRACTION,TRANSPORT,2010,12.333
NR,HARYANA,AGRICULTURE,AGRICULTURE,2011,328.282
NR,HARYANA,COMMERCIAL,COMMERCIAL,2011,97.053
NR,HARYANA,RESIDENTIAL,RESIDENTIAL,2011,197.645
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,258.776
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,51.903
NR,HARYANA,MISCELLANEOUS,OTHER,2011,13.246
NR,HARYANA,PUBLIC LIGHTING,OTHER,2011,2.939
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,25.522
NR,HARYANA,TRACTION,TRANSPORT,2011,21.191
NR,HARYANA,AGRICULTURE,AGRICULTURE,2012,373.591
NR,HARYANA,COMMERCIAL,COMMERCIAL,2012,113.146
NR,HARYANA,RESIDENTIAL,RESIDENTIAL,2012,226.862
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,284.578
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,56.724
NR,HARYANA,MISCELLANEOUS,OTHER,2012,15.563
NR,HARYANA,PUBLIC LIGHTING,OTHER,2012,3.518
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,30.934
NR,HARYANA,TRACTION,TRANSPORT,2012,23.433
NR,HARYANA,AGRICULTURE,AGRICULTURE,2013,317.230
NR,HARYANA,COMMERCIAL,COMMERCIAL,2013,99.662
NR,HARYANA,RESIDENTIAL,RESIDENTIAL,2013,212.828
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,281.148
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,53.464
NR,HARYANA,MISCELLANEOUS,OTHER,2013,18.264
NR,HARYANA,PUBLIC LIGHTING,OTHER,2013,3.421
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,28.505
NR,HARYANA,TRACTION,TRANSPORT,2013,22.840
