Detail Data For Electricity Consumption by Consumer Number Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConsumerNo
SR,PUDUCHERRY,RESIDENTIAL,2009,245822.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2009,413.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2009,5643.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2009,44859.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2009,32.000
SR,PUDUCHERRY,AGRICULTURE,2010,8772.000
SR,PUDUCHERRY,COMMERCIAL,2010,34824.000
SR,PUDUCHERRY,RESIDENTIAL,2010,222914.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2010,354.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2010,5388.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2010,41880.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2010,32.000
SR,PUDUCHERRY,AGRICULTURE,2011,9034.000
SR,PUDUCHERRY,COMMERCIAL,2011,40795.000
SR,PUDUCHERRY,RESIDENTIAL,2011,277927.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2011,453.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2011,5902.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2011,5333.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2011,32.000
SR,PUDUCHERRY,AGRICULTURE,2012,8610.000
SR,PUDUCHERRY,COMMERCIAL,2012,42207.000
SR,PUDUCHERRY,RESIDENTIAL,2012,287502.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2012,459.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2012,5982.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2012,46850.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2012,32.000
SR,PUDUCHERRY,AGRICULTURE,2013,9076.000
SR,PUDUCHERRY,COMMERCIAL,2013,43479.000
SR,PUDUCHERRY,RESIDENTIAL,2013,287502.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2013,459.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2013,6062.000
SR,PUDUCHERRY,MISCELLANEOUS,2013,39171.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2013,46927.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2013,32.000
SR,PUDUCHERRY,AGRICULTURE,2014,9124.000
SR,PUDUCHERRY,COMMERCIAL,2014,45311.000
SR,PUDUCHERRY,RESIDENTIAL,2014,272208.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2014,500.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2014,6173.000
SR,PUDUCHERRY,MISCELLANEOUS,2014,39171.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2014,47013.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2014,49.000
SR,PUDUCHERRY,AGRICULTURE,2015,6836.000
SR,PUDUCHERRY,COMMERCIAL,2015,46938.000
SR,PUDUCHERRY,RESIDENTIAL,2015,286505.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2015,520.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2015,6258.000
SR,PUDUCHERRY,MISCELLANEOUS,2015,35539.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2015,47382.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2015,110.000
SR,PUDUCHERRY,AGRICULTURE,2016,6849.000
SR,PUDUCHERRY,COMMERCIAL,2016,48173.000
SR,PUDUCHERRY,RESIDENTIAL,2016,294202.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2016,520.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2016,6617.000
SR,PUDUCHERRY,MISCELLANEOUS,2016,35539.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2016,50055.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2016,117.000
NR,RAJASTHAN,AGRICULTURE,2006,784934.000
NR,RAJASTHAN,COMMERCIAL,2006,804939.000
NR,RAJASTHAN,RESIDENTIAL,2006,4902260.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2006,3029.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2006,165963.000
NR,RAJASTHAN,MISCELLANEOUS,2006,16329.000
NR,RAJASTHAN,PUBLIC LIGHTING,2006,9187.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2006,30687.000
NR,RAJASTHAN,TRACTION,2006,8.000
NR,RAJASTHAN,AGRICULTURE,2007,807283.000
NR,RAJASTHAN,COMMERCIAL,2007,838201.000
NR,RAJASTHAN,RESIDENTIAL,2007,5152406.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2007,18684.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2007,157914.000
NR,RAJASTHAN,MISCELLANEOUS,2007,17982.000
NR,RAJASTHAN,PUBLIC LIGHTING,2007,9556.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2007,32505.000
NR,RAJASTHAN,TRACTION,2007,8.000
NR,RAJASTHAN,AGRICULTURE,2008,836906.000
NR,RAJASTHAN,COMMERCIAL,2008,869170.000
NR,RAJASTHAN,RESIDENTIAL,2008,5432702.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2008,12101.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2008,170701.000
NR,RAJASTHAN,MISCELLANEOUS,2008,18839.000
NR,RAJASTHAN,PUBLIC LIGHTING,2008,9939.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2008,34024.000
NR,RAJASTHAN,TRACTION,2008,8.000
NR,RAJASTHAN,AGRICULTURE,2009,891354.000
NR,RAJASTHAN,COMMERCIAL,2009,888034.000
NR,RAJASTHAN,RESIDENTIAL,2009,6156191.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2009,2489.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2009,189206.000
NR,RAJASTHAN,MISCELLANEOUS,2009,28498.000
NR,RAJASTHAN,PUBLIC LIGHTING,2009,10562.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2009,36526.000
NR,RAJASTHAN,TRACTION,2009,7.000
NR,RAJASTHAN,AGRICULTURE,2010,965814.000
NR,RAJASTHAN,COMMERCIAL,2010,917961.000
NR,RAJASTHAN,RESIDENTIAL,2010,6689452.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2010,2884.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2010,196866.000
NR,RAJASTHAN,MISCELLANEOUS,2010,39389.000
NR,RAJASTHAN,PUBLIC LIGHTING,2010,10953.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2010,38196.000
NR,RAJASTHAN,TRACTION,2010,7.000
NR,RAJASTHAN,AGRICULTURE,2011,1030166.000
NR,RAJASTHAN,COMMERCIAL,2011,951586.000
NR,RAJASTHAN,RESIDENTIAL,2011,7240769.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2011,5201.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2011,202721.000
NR,RAJASTHAN,MISCELLANEOUS,2011,45850.000
NR,RAJASTHAN,PUBLIC LIGHTING,2011,11378.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2011,37761.000
NR,RAJASTHAN,TRACTION,2011,13.000
NR,RAJASTHAN,AGRICULTURE,2012,1163274.000
NR,RAJASTHAN,COMMERCIAL,2012,919304.000
NR,RAJASTHAN,RESIDENTIAL,2012,7485448.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2012,73775.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2012,119596.000
NR,RAJASTHAN,MISCELLANEOUS,2012,501.000
NR,RAJASTHAN,PUBLIC LIGHTING,2012,10931.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2012,11477.000
NR,RAJASTHAN,TRACTION,2012,13.000
NR,RAJASTHAN,AGRICULTURE,2013,1128081.000
NR,RAJASTHAN,COMMERCIAL,2013,1053036.000
NR,RAJASTHAN,RESIDENTIAL,2013,8307350.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2013,78640.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2013,210623.000
NR,RAJASTHAN,MISCELLANEOUS,2013,32934.000
NR,RAJASTHAN,PUBLIC LIGHTING,2013,12445.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2013,48169.000
NR,RAJASTHAN,TRACTION,2013,13.000
NR,RAJASTHAN,AGRICULTURE,2014,1176711.000
NR,RAJASTHAN,COMMERCIAL,2014,1090761.000
NR,RAJASTHAN,RESIDENTIAL,2014,8894585.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2014,17963.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2014,220869.000
NR,RAJASTHAN,MISCELLANEOUS,2014,33973.000
NR,RAJASTHAN,PUBLIC LIGHTING,2014,13009.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2014,48631.000
NR,RAJASTHAN,TRACTION,2014,10.000
NR,RAJASTHAN,AGRICULTURE,2015,1249201.000
NR,RAJASTHAN,COMMERCIAL,2015,1158180.000
NR,RAJASTHAN,RESIDENTIAL,2015,9402529.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2015,7534.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2015,242981.000
NR,RAJASTHAN,MISCELLANEOUS,2015,37514.000
NR,RAJASTHAN,PUBLIC LIGHTING,2015,16500.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2015,56067.000
NR,RAJASTHAN,TRACTION,2015,3.000
NR,RAJASTHAN,AGRICULTURE,2016,1308260.000
NR,RAJASTHAN,COMMERCIAL,2016,1225234.000
NR,RAJASTHAN,RESIDENTIAL,2016,10100000.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2016,8666.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2016,251366.000
NR,RAJASTHAN,MISCELLANEOUS,2016,40174.000
NR,RAJASTHAN,PUBLIC LIGHTING,2016,15812.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2016,60439.000
SR,TAMILNADU,AGRICULTURE,2006,1768052.000
SR,TAMILNADU,COMMERCIAL,2006,2232271.000
SR,TAMILNADU,RESIDENTIAL,2006,12994802.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2006,5705.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2006,430248.000
SR,TAMILNADU,MISCELLANEOUS,2006,50742.000
SR,TAMILNADU,PUBLIC LIGHTING,2006,195297.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2006,126055.000
SR,TAMILNADU,TRACTION,2006,10.000
SR,TAMILNADU,AGRICULTURE,2007,1801972.000
SR,TAMILNADU,COMMERCIAL,2007,2334790.000
SR,TAMILNADU,RESIDENTIAL,2007,13584096.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2007,6197.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2007,445110.000
SR,TAMILNADU,MISCELLANEOUS,2007,64717.000
SR,TAMILNADU,PUBLIC LIGHTING,2007,208146.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2007,137216.000
SR,TAMILNADU,TRACTION,2007,10.000
SR,TAMILNADU,AGRICULTURE,2008,1839241.000
SR,TAMILNADU,COMMERCIAL,2008,2343407.000
SR,TAMILNADU,RESIDENTIAL,2008,14204770.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2008,6703.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2008,464609.000
SR,TAMILNADU,MISCELLANEOUS,2008,187737.000
SR,TAMILNADU,PUBLIC LIGHTING,2008,239389.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2008,148133.000
SR,TAMILNADU,TRACTION,2008,10.000
SR,TAMILNADU,AGRICULTURE,2009,1884750.000
SR,TAMILNADU,COMMERCIAL,2009,183367.000
SR,TAMILNADU,RESIDENTIAL,2009,14861964.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2009,6975.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2009,2366493.000
SR,TAMILNADU,MISCELLANEOUS,2009,11877.000
SR,TAMILNADU,PUBLIC LIGHTING,2009,260072.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2009,156856.000
SR,TAMILNADU,TRACTION,2009,10.000
SR,TAMILNADU,AGRICULTURE,2010,1913697.000
SR,TAMILNADU,COMMERCIAL,2010,2636821.000
SR,TAMILNADU,RESIDENTIAL,2010,15565047.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2010,7336.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2010,502511.000
SR,TAMILNADU,MISCELLANEOUS,2010,200247.000
SR,TAMILNADU,PUBLIC LIGHTING,2010,283207.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2010,167398.000
SR,TAMILNADU,TRACTION,2010,10.000
SR,TAMILNADU,AGRICULTURE,2011,1972563.000
SR,TAMILNADU,COMMERCIAL,2011,2820301.000
SR,TAMILNADU,RESIDENTIAL,2011,16318288.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2011,7672.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2011,529651.000
SR,TAMILNADU,MISCELLANEOUS,2011,14410.000
SR,TAMILNADU,PUBLIC LIGHTING,2011,74641.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2011,178505.000
SR,TAMILNADU,TRACTION,2011,10.000
SR,TAMILNADU,AGRICULTURE,2012,2018518.000
SR,TAMILNADU,COMMERCIAL,2012,2980814.000
SR,TAMILNADU,RESIDENTIAL,2012,16897339.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2012,7914.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2012,557193.000
SR,TAMILNADU,MISCELLANEOUS,2012,402286.000
SR,TAMILNADU,PUBLIC LIGHTING,2012,325070.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2012,182913.000
SR,TAMILNADU,TRACTION,2012,10.000
SR,TAMILNADU,AGRICULTURE,2013,2033455.000
SR,TAMILNADU,COMMERCIAL,2013,3250570.000
SR,TAMILNADU,RESIDENTIAL,2013,18247998.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2013,7914.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2013,557193.000
SR,TAMILNADU,MISCELLANEOUS,2013,466672.000
SR,TAMILNADU,PUBLIC LIGHTING,2013,365249.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2013,198176.000
SR,TAMILNADU,TRACTION,2013,10.000
SR,TAMILNADU,AGRICULTURE,2014,2047174.000
SR,TAMILNADU,COMMERCIAL,2014,3287073.000
SR,TAMILNADU,RESIDENTIAL,2014,17219933.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2014,7914.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2014,590302.000
SR,TAMILNADU,MISCELLANEOUS,2014,2087054.000
SR,TAMILNADU,PUBLIC LIGHTING,2014,404730.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2014,227137.000
SR,TAMILNADU,TRACTION,2014,10.000
SR,TAMILNADU,AGRICULTURE,2015,2046317.000
SR,TAMILNADU,COMMERCIAL,2015,2793649.000
SR,TAMILNADU,RESIDENTIAL,2015,18843735.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2015,7830.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2015,584027.000
SR,TAMILNADU,MISCELLANEOUS,2015,1539737.000
SR,TAMILNADU,PUBLIC LIGHTING,2015,418991.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2015,235140.000
SR,TAMILNADU,TRACTION,2015,10.000
SR,TAMILNADU,AGRICULTURE,2016,2064453.000
SR,TAMILNADU,COMMERCIAL,2016,2799068.000
SR,TAMILNADU,RESIDENTIAL,2016,20100000.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2016,5389.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2016,593560.000
SR,TAMILNADU,MISCELLANEOUS,2016,396808.000
SR,TAMILNADU,PUBLIC LIGHTING,2016,432953.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2016,242976.000
SR,TAMILNADU,TRACTION,2016,27.000
NR,DELHI,AGRICULTURE,2006,14102.000
NR,DELHI,COMMERCIAL,2006,558438.000
NR,DELHI,RESIDENTIAL,2006,2294672.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2006,88724.000
NR,DELHI,MISCELLANEOUS,2006,29.000
NR,DELHI,PUBLIC LIGHTING,2006,113.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2006,812.000
NR,DELHI,TRACTION,2006,8.000
NR,DELHI,AGRICULTURE,2007,14015.000
NR,DELHI,COMMERCIAL,2007,602962.000
NR,DELHI,RESIDENTIAL,2007,2451554.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2007,163.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2007,88674.000
NR,DELHI,PUBLIC LIGHTING,2007,113.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2007,804.000
NR,DELHI,TRACTION,2007,7.000
NR,DELHI,AGRICULTURE,2008,14015.000
NR,DELHI,COMMERCIAL,2008,602962.000
NR,DELHI,RESIDENTIAL,2008,2451554.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2008,163.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2008,88674.000
NR,DELHI,PUBLIC LIGHTING,2008,113.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2008,804.000
NR,DELHI,TRACTION,2008,7.000
NR,DELHI,AGRICULTURE,2009,13359.000
NR,DELHI,COMMERCIAL,2009,684776.000
NR,DELHI,RESIDENTIAL,2009,2995937.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2009,316.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2009,125536.000
NR,DELHI,MISCELLANEOUS,2009,7361.000
NR,DELHI,PUBLIC LIGHTING,2009,117.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2009,922.000
NR,DELHI,TRACTION,2009,7.000
NR,DELHI,AGRICULTURE,2010,13353.000
NR,DELHI,COMMERCIAL,2010,728623.000
NR,DELHI,RESIDENTIAL,2010,3276120.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2010,158.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2010,122481.000
NR,DELHI,MISCELLANEOUS,2010,13631.000
NR,DELHI,PUBLIC LIGHTING,2010,118.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2010,957.000
NR,DELHI,TRACTION,2010,9.000
NR,DELHI,AGRICULTURE,2011,13449.000
NR,DELHI,COMMERCIAL,2011,787259.000
NR,DELHI,RESIDENTIAL,2011,3426450.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2011,158.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2011,105018.000
NR,DELHI,MISCELLANEOUS,2011,6327.000
NR,DELHI,PUBLIC LIGHTING,2011,121.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2011,1097.000
NR,DELHI,TRACTION,2011,9.000
NR,DELHI,AGRICULTURE,2012,8996.000
NR,DELHI,COMMERCIAL,2012,743917.000
NR,DELHI,RESIDENTIAL,2012,3429791.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2012,195.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2012,64374.000
NR,DELHI,MISCELLANEOUS,2012,6364.000
NR,DELHI,PUBLIC LIGHTING,2012,2229.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2012,123.000
NR,DELHI,TRACTION,2012,9.000
NR,DELHI,AGRICULTURE,2013,9051.000
NR,DELHI,COMMERCIAL,2013,798095.000
NR,DELHI,RESIDENTIAL,2013,3647862.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2013,193.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2013,64374.000
NR,DELHI,MISCELLANEOUS,2013,9809.000
NR,DELHI,PUBLIC LIGHTING,2013,4225.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2013,3943.000
NR,DELHI,TRACTION,2013,6.000
NR,DELHI,AGRICULTURE,2014,8952.000
NR,DELHI,COMMERCIAL,2014,832160.000
NR,DELHI,RESIDENTIAL,2014,3931548.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2014,185.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2014,52279.000
NR,DELHI,MISCELLANEOUS,2014,18222.000
NR,DELHI,PUBLIC LIGHTING,2014,7762.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2014,4917.000
NR,DELHI,TRACTION,2014,10.000
NR,DELHI,AGRICULTURE,2015,9165.000
NR,DELHI,COMMERCIAL,2015,857933.000
NR,DELHI,RESIDENTIAL,2015,4111353.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2015,20.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2015,52717.000
NR,DELHI,MISCELLANEOUS,2015,6139.000
NR,DELHI,PUBLIC LIGHTING,2015,15680.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2015,4831.000
NR,DELHI,TRACTION,2015,11.000
NR,DELHI,AGRICULTURE,2016,9777.000
NR,DELHI,COMMERCIAL,2016,894921.000
NR,DELHI,RESIDENTIAL,2016,4356889.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2016,19.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2016,52879.000
NR,DELHI,MISCELLANEOUS,2016,1085.000
NR,DELHI,PUBLIC LIGHTING,2016,16096.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2016,4862.000
NR,DELHI,TRACTION,2016,12.000
NR,HARYANA,AGRICULTURE,2006,411633.000
NR,HARYANA,COMMERCIAL,2006,387520.000
NR,HARYANA,RESIDENTIAL,2006,3119788.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2006,5579.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2006,64622.000
NR,HARYANA,MISCELLANEOUS,2006,667.000
NR,HARYANA,PUBLIC LIGHTING,2006,1011.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2006,9836.000
NR,HARYANA,TRACTION,2006,4.000
NR,HARYANA,AGRICULTURE,2007,427883.000
NR,HARYANA,COMMERCIAL,2007,405120.000
NR,HARYANA,RESIDENTIAL,2007,3227121.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2007,6074.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2007,67210.000
NR,HARYANA,MISCELLANEOUS,2007,391.000
NR,HARYANA,PUBLIC LIGHTING,2007,1060.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2007,11101.000
NR,HARYANA,TRACTION,2007,295.000
NR,HARYANA,AGRICULTURE,2008,451373.000
NR,HARYANA,COMMERCIAL,2008,415861.000
NR,HARYANA,RESIDENTIAL,2008,3305927.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2008,6904.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2008,76337.000
NR,HARYANA,MISCELLANEOUS,2008,414.000
NR,HARYANA,PUBLIC LIGHTING,2008,1068.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2008,12408.000
NR,HARYANA,TRACTION,2008,310.000
NR,HARYANA,AGRICULTURE,2009,456595.000
NR,HARYANA,COMMERCIAL,2009,420477.000
NR,HARYANA,RESIDENTIAL,2009,3336707.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2009,7116.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2009,76769.000
NR,HARYANA,MISCELLANEOUS,2009,414.000
NR,HARYANA,PUBLIC LIGHTING,2009,1132.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2009,13278.000
NR,HARYANA,TRACTION,2009,323.000
NR,HARYANA,AGRICULTURE,2010,163361.000
NR,HARYANA,COMMERCIAL,2010,412114.000
NR,HARYANA,RESIDENTIAL,2010,3283850.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2010,6565.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2010,68589.000
NR,HARYANA,MISCELLANEOUS,2010,285741.000
NR,HARYANA,PUBLIC LIGHTING,2010,1198.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2010,12568.000
NR,HARYANA,TRACTION,2010,344.000
NR,HARYANA,AGRICULTURE,2011,216645.000
NR,HARYANA,COMMERCIAL,2011,462520.000
NR,HARYANA,RESIDENTIAL,2011,3684410.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2011,8506.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2011,77199.000
NR,HARYANA,MISCELLANEOUS,2011,304990.000
NR,HARYANA,PUBLIC LIGHTING,2011,1098.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2011,16047.000
NR,HARYANA,TRACTION,2011,362.000
NR,HARYANA,AGRICULTURE,2012,216647.000
NR,HARYANA,COMMERCIAL,2012,473497.000
NR,HARYANA,RESIDENTIAL,2012,3761964.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2012,9000.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2012,78276.000
NR,HARYANA,MISCELLANEOUS,2012,148612.000
NR,HARYANA,PUBLIC LIGHTING,2012,1139.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2012,16389.000
