Detail Data For Electricity Consumption - Connected Load by State Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConnectedLoad_KW
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2007,6150.000
NER,MANIPUR,AGRICULTURE,2008,655.000
NER,MANIPUR,COMMERCIAL,2008,14745.000
NER,MANIPUR,RESIDENTIAL,2008,106853.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2008,2915.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2008,13880.000
NER,MANIPUR,MISCELLANEOUS,2008,31113.000
NER,MANIPUR,PUBLIC LIGHTING,2008,2463.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2008,5875.000
NER,MANIPUR,AGRICULTURE,2009,655.000
NER,MANIPUR,COMMERCIAL,2009,14871.000
NER,MANIPUR,RESIDENTIAL,2009,107296.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2009,2915.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2009,13940.000
NER,MANIPUR,MISCELLANEOUS,2009,38803.000
NER,MANIPUR,PUBLIC LIGHTING,2009,2463.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2009,6025.000
NER,MANIPUR,AGRICULTURE,2010,734.000
NER,MANIPUR,COMMERCIAL,2010,15275.000
NER,MANIPUR,RESIDENTIAL,2010,114257.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2010,3315.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2010,14440.000
NER,MANIPUR,MISCELLANEOUS,2010,41912.000
NER,MANIPUR,PUBLIC LIGHTING,2010,3063.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2010,7548.000
NER,MANIPUR,AGRICULTURE,2011,757.000
NER,MANIPUR,COMMERCIAL,2011,19903.000
NER,MANIPUR,RESIDENTIAL,2011,166727.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2011,5095.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2011,15000.000
NER,MANIPUR,MISCELLANEOUS,2011,42241.000
NER,MANIPUR,PUBLIC LIGHTING,2011,3080.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2011,7631.000
NER,MANIPUR,AGRICULTURE,2012,350.308
NER,MANIPUR,COMMERCIAL,2012,19635.229
NER,MANIPUR,RESIDENTIAL,2012,172890.933
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2012,66871.875
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2012,14346.330
NER,MANIPUR,MISCELLANEOUS,2012,44753.476
NER,MANIPUR,PUBLIC LIGHTING,2012,2590.824
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2012,8997.746
NER,MANIPUR,AGRICULTURE,2013,947.000
NER,MANIPUR,COMMERCIAL,2013,31702.000
NER,MANIPUR,RESIDENTIAL,2013,283740.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2013,6791.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2013,16617.000
NER,MANIPUR,MISCELLANEOUS,2013,52431.000
NER,MANIPUR,PUBLIC LIGHTING,2013,1279.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2013,9169.000
NER,MANIPUR,AGRICULTURE,2014,947.000
NER,MANIPUR,COMMERCIAL,2014,31702.000
NER,MANIPUR,RESIDENTIAL,2014,283740.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2014,6791.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2014,16617.000
NER,MANIPUR,MISCELLANEOUS,2014,52431.000
NER,MANIPUR,PUBLIC LIGHTING,2014,1279.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2014,9169.000
NER,MANIPUR,AGRICULTURE,2015,947.000
NER,MANIPUR,COMMERCIAL,2015,35079.000
NER,MANIPUR,RESIDENTIAL,2015,325790.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2015,12490.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2015,16596.000
NER,MANIPUR,MISCELLANEOUS,2015,49163.000
NER,MANIPUR,PUBLIC LIGHTING,2015,1006.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2015,20765.000
NER,MANIPUR,AGRICULTURE,2016,947.000
NER,MANIPUR,COMMERCIAL,2016,38930.000
NER,MANIPUR,RESIDENTIAL,2016,376278.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2016,13609.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2016,16363.000
NER,MANIPUR,MISCELLANEOUS,2016,51632.000
NER,MANIPUR,PUBLIC LIGHTING,2016,1103.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2016,20507.000
NER,MANIPUR,AGRICULTURE,2017,961.000
NER,MANIPUR,COMMERCIAL,2017,47926.000
NER,MANIPUR,RESIDENTIAL,2017,565540.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2017,13708.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2017,16614.000
NER,MANIPUR,PUBLIC LIGHTING,2017,1123.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2017,71499.000
NER,MANIPUR,AGRICULTURE,2017,64.000
NER,MANIPUR,COMMERCIAL,2017,16546.000
NER,MANIPUR,RESIDENTIAL,2017,416348.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2017,98.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2017,2315.000
NER,MANIPUR,MISCELLANEOUS,2017,731.000
NER,MANIPUR,PUBLIC LIGHTING,2017,492.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2017,180.000
NER,MANIPUR,AGRICULTURE,2018,961.000
NER,MANIPUR,COMMERCIAL,2018,50278.000
NER,MANIPUR,RESIDENTIAL,2018,577257.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2018,13708.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2018,17441.000
NER,MANIPUR,MISCELLANEOUS,2018,50406.000
NER,MANIPUR,PUBLIC LIGHTING,2018,1446.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2018,22368.000
NER,MANIPUR,AGRICULTURE,2018,64.000
NER,MANIPUR,COMMERCIAL,2018,17357.000
NER,MANIPUR,RESIDENTIAL,2018,425075.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2018,98.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2018,2431.000
NER,MANIPUR,MISCELLANEOUS,2018,731.000
NER,MANIPUR,PUBLIC LIGHTING,2018,601.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2018,188.000
NER,MANIPUR,AGRICULTURE,2019,961.000
NER,MANIPUR,COMMERCIAL,2019,70258.000
NER,MANIPUR,RESIDENTIAL,2019,751443.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2019,13708.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2019,18897.000
NER,MANIPUR,MISCELLANEOUS,2019,50406.000
NER,MANIPUR,PUBLIC LIGHTING,2019,3896.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2019,22477.000
NER,MANIPUR,AGRICULTURE,2019,64.000
NER,MANIPUR,COMMERCIAL,2019,21057.000
NER,MANIPUR,RESIDENTIAL,2019,469738.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2019,98.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2019,2786.000
NER,MANIPUR,MISCELLANEOUS,2019,731.000
NER,MANIPUR,PUBLIC LIGHTING,2019,951.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2019,203.000
NER,MIZORAM,COMMERCIAL,2006,18182.000
NER,MIZORAM,RESIDENTIAL,2006,149599.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2006,4932.000
NER,MIZORAM,MISCELLANEOUS,2006,12824.000
NER,MIZORAM,PUBLIC LIGHTING,2006,1913.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2006,9389.000
NER,MIZORAM,COMMERCIAL,2007,18182.000
NER,MIZORAM,RESIDENTIAL,2007,149599.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2007,4932.000
NER,MIZORAM,MISCELLANEOUS,2007,12824.000
NER,MIZORAM,PUBLIC LIGHTING,2007,1913.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2007,9389.000
NER,MIZORAM,COMMERCIAL,2008,13686.000
NER,MIZORAM,RESIDENTIAL,2008,163827.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2008,7943.000
NER,MIZORAM,MISCELLANEOUS,2008,17836.000
NER,MIZORAM,PUBLIC LIGHTING,2008,1205.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2008,13023.000
NER,MIZORAM,COMMERCIAL,2009,23976.000
NER,MIZORAM,RESIDENTIAL,2009,179229.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2009,7491.000
NER,MIZORAM,MISCELLANEOUS,2009,18459.000
NER,MIZORAM,PUBLIC LIGHTING,2009,1913.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2009,14360.000
NER,MIZORAM,COMMERCIAL,2010,16610.000
NER,MIZORAM,RESIDENTIAL,2010,160346.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2010,8355.000
NER,MIZORAM,MISCELLANEOUS,2010,23130.000
NER,MIZORAM,PUBLIC LIGHTING,2010,2006.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2010,24113.000
NER,MIZORAM,AGRICULTURE,2011,10.000
NER,MIZORAM,COMMERCIAL,2011,16610.000
NER,MIZORAM,RESIDENTIAL,2011,160346.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2011,8355.000
NER,MIZORAM,MISCELLANEOUS,2011,23130.000
NER,MIZORAM,PUBLIC LIGHTING,2011,2006.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2011,24113.000
NER,MIZORAM,AGRICULTURE,2012,160.000
NER,MIZORAM,COMMERCIAL,2012,17530.810
NER,MIZORAM,RESIDENTIAL,2012,179957.614
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2012,8652.886
NER,MIZORAM,MISCELLANEOUS,2012,25136.173
NER,MIZORAM,PUBLIC LIGHTING,2012,382644.500
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2012,36651.760
NER,MIZORAM,AGRICULTURE,2013,119.000
NER,MIZORAM,COMMERCIAL,2013,22863.000
NER,MIZORAM,RESIDENTIAL,2013,200117.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2013,7362.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2013,4955.000
NER,MIZORAM,MISCELLANEOUS,2013,29002.000
NER,MIZORAM,PUBLIC LIGHTING,2013,1627.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2013,38250.000
NER,MIZORAM,AGRICULTURE,2014,104.000
NER,MIZORAM,COMMERCIAL,2014,40813.000
NER,MIZORAM,RESIDENTIAL,2014,230766.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2014,7366.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2014,4902.000
NER,MIZORAM,MISCELLANEOUS,2014,14465.000
NER,MIZORAM,PUBLIC LIGHTING,2014,1668.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2014,35164.000
NER,MIZORAM,COMMERCIAL,2015,44982.000
NER,MIZORAM,RESIDENTIAL,2015,269716.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2015,10646.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2015,5858.000
NER,MIZORAM,MISCELLANEOUS,2015,14392.000
NER,MIZORAM,PUBLIC LIGHTING,2015,1621.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2015,36001.000
NER,MIZORAM,AGRICULTURE,2016,104.000
NER,MIZORAM,COMMERCIAL,2016,51454.000
NER,MIZORAM,RESIDENTIAL,2016,271696.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2016,9848.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2016,4843.000
NER,MIZORAM,MISCELLANEOUS,2016,17304.000
NER,MIZORAM,PUBLIC LIGHTING,2016,1609.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2016,37723.000
NER,MIZORAM,AGRICULTURE,2017,105.000
NER,MIZORAM,COMMERCIAL,2017,56531.000
NER,MIZORAM,RESIDENTIAL,2017,278946.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2017,8853.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2017,4151.000
NER,MIZORAM,MISCELLANEOUS,2017,21181.000
NER,MIZORAM,PUBLIC LIGHTING,2017,1046.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2017,38443.000
NER,MIZORAM,AGRICULTURE,2017,21.000
NER,MIZORAM,COMMERCIAL,2017,16350.000
NER,MIZORAM,RESIDENTIAL,2017,188738.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2017,18.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2017,783.000
NER,MIZORAM,MISCELLANEOUS,2017,11900.000
NER,MIZORAM,PUBLIC LIGHTING,2017,1259.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2017,58.000
NER,MIZORAM,AGRICULTURE,2018,110.000
NER,MIZORAM,COMMERCIAL,2018,54750.000
NER,MIZORAM,RESIDENTIAL,2018,272820.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2018,13000.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2018,5290.000
NER,MIZORAM,MISCELLANEOUS,2018,21180.000
NER,MIZORAM,PUBLIC LIGHTING,2018,940.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2018,82140.000
NER,MIZORAM,AGRICULTURE,2018,21.000
NER,MIZORAM,COMMERCIAL,2018,15984.000
NER,MIZORAM,RESIDENTIAL,2018,194644.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2018,325.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2018,958.000
NER,MIZORAM,MISCELLANEOUS,2018,12261.000
NER,MIZORAM,PUBLIC LIGHTING,2018,1252.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2018,189.000
NER,MIZORAM,AGRICULTURE,2019,0.000
NER,MIZORAM,COMMERCIAL,2019,62606.000
NER,MIZORAM,RESIDENTIAL,2019,262955.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2019,10293.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2019,9112.000
NER,MIZORAM,MISCELLANEOUS,2019,20975.000
NER,MIZORAM,PUBLIC LIGHTING,2019,921.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2019,47507.000
NER,MIZORAM,AGRICULTURE,2019,0.000
NER,MIZORAM,COMMERCIAL,2019,15873.000
NER,MIZORAM,RESIDENTIAL,2019,196226.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2019,187.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2019,979.000
NER,MIZORAM,MISCELLANEOUS,2019,21143.000
NER,MIZORAM,PUBLIC LIGHTING,2019,1283.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2019,64.000
NER,TRIPURA,AGRICULTURE,2006,86034.000
NER,TRIPURA,COMMERCIAL,2006,437016.000
NER,TRIPURA,RESIDENTIAL,2006,129070.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2006,55233.000
NER,TRIPURA,PUBLIC LIGHTING,2006,39757.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2006,21000.000
NER,TRIPURA,AGRICULTURE,2007,24556.000
NER,TRIPURA,COMMERCIAL,2007,437016.000
NER,TRIPURA,RESIDENTIAL,2007,129070.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2007,55233.000
NER,TRIPURA,PUBLIC LIGHTING,2007,39757.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2007,21000.000
NER,TRIPURA,AGRICULTURE,2008,31782.000
NER,TRIPURA,COMMERCIAL,2008,567068.000
NER,TRIPURA,RESIDENTIAL,2008,166491.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2008,960.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2008,65051.000
NER,TRIPURA,MISCELLANEOUS,2008,345.000
NER,TRIPURA,PUBLIC LIGHTING,2008,59288.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2008,28383.000
NER,TRIPURA,AGRICULTURE,2009,36729.000
NER,TRIPURA,COMMERCIAL,2009,56341.000
NER,TRIPURA,RESIDENTIAL,2009,207228.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2009,7412.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2009,114369.000
NER,TRIPURA,MISCELLANEOUS,2009,34234.000
NER,TRIPURA,PUBLIC LIGHTING,2009,8482.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2009,35926.000
NER,TRIPURA,AGRICULTURE,2010,40204.000
NER,TRIPURA,COMMERCIAL,2010,59920.000
NER,TRIPURA,RESIDENTIAL,2010,226025.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2010,4797.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2010,114598.000
NER,TRIPURA,MISCELLANEOUS,2010,48098.000
NER,TRIPURA,PUBLIC LIGHTING,2010,11458.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2010,47697.000
NER,TRIPURA,AGRICULTURE,2011,40204.000
NER,TRIPURA,COMMERCIAL,2011,59920.000
NER,TRIPURA,RESIDENTIAL,2011,226025.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2011,4797.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2011,114598.000
NER,TRIPURA,MISCELLANEOUS,2011,48098.000
NER,TRIPURA,PUBLIC LIGHTING,2011,11458.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2011,47697.000
NER,TRIPURA,AGRICULTURE,2012,43728.000
NER,TRIPURA,COMMERCIAL,2012,77202.000
NER,TRIPURA,RESIDENTIAL,2012,275951.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2012,83972.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2012,137331.000
NER,TRIPURA,MISCELLANEOUS,2012,72845.000
NER,TRIPURA,PUBLIC LIGHTING,2012,12877.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2012,70456.000
NER,TRIPURA,AGRICULTURE,2013,46491.000
NER,TRIPURA,COMMERCIAL,2013,71750.000
NER,TRIPURA,RESIDENTIAL,2013,297209.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2013,94784.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2013,142203.000
NER,TRIPURA,MISCELLANEOUS,2013,72845.000
NER,TRIPURA,PUBLIC LIGHTING,2013,14571.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2013,81705.000
NER,TRIPURA,AGRICULTURE,2014,24155.000
NER,TRIPURA,COMMERCIAL,2014,33497.000
NER,TRIPURA,RESIDENTIAL,2014,149253.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2014,45606.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2014,65174.000
NER,TRIPURA,MISCELLANEOUS,2014,16686.000
NER,TRIPURA,PUBLIC LIGHTING,2014,7422.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2014,50769.000
NER,TRIPURA,AGRICULTURE,2015,20549.000
NER,TRIPURA,COMMERCIAL,2015,30470.000
NER,TRIPURA,RESIDENTIAL,2015,177239.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2015,30882.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2015,41745.000
NER,TRIPURA,MISCELLANEOUS,2015,40190.000
NER,TRIPURA,PUBLIC LIGHTING,2015,7018.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2015,45570.000
NER,TRIPURA,AGRICULTURE,2016,20549.000
NER,TRIPURA,COMMERCIAL,2016,30470.000
NER,TRIPURA,RESIDENTIAL,2016,177239.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2016,30882.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2016,41745.000
NER,TRIPURA,MISCELLANEOUS,2016,40190.000
NER,TRIPURA,PUBLIC LIGHTING,2016,7018.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2016,45570.000
NER,TRIPURA,AGRICULTURE,2017,23092.000
NER,TRIPURA,COMMERCIAL,2017,32681.000
NER,TRIPURA,RESIDENTIAL,2017,179543.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2017,35429.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2017,28844.000
NER,TRIPURA,MISCELLANEOUS,2017,40663.000
NER,TRIPURA,PUBLIC LIGHTING,2017,11040.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2017,55607.000
NER,TRIPURA,AGRICULTURE,2017,5286.000
NER,TRIPURA,COMMERCIAL,2017,56019.000
NER,TRIPURA,RESIDENTIAL,2017,611392.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2017,723.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2017,4346.000
NER,TRIPURA,MISCELLANEOUS,2017,2239.000
NER,TRIPURA,PUBLIC LIGHTING,2017,1912.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2017,5553.000
NER,TRIPURA,AGRICULTURE,2018,29059.000
NER,TRIPURA,COMMERCIAL,2018,53190.000
NER,TRIPURA,RESIDENTIAL,2018,210414.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2018,82880.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2018,47873.000
NER,TRIPURA,MISCELLANEOUS,2018,65832.000
NER,TRIPURA,PUBLIC LIGHTING,2018,12808.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2018,65072.000
NER,TRIPURA,AGRICULTURE,2018,5943.000
NER,TRIPURA,COMMERCIAL,2018,58935.000
NER,TRIPURA,RESIDENTIAL,2018,641504.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2018,1063.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2018,4347.000
NER,TRIPURA,MISCELLANEOUS,2018,2334.000
NER,TRIPURA,PUBLIC LIGHTING,2018,2018.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2018,5811.000
NER,TRIPURA,AGRICULTURE,2019,29059.000
NER,TRIPURA,COMMERCIAL,2019,53190.000
NER,TRIPURA,RESIDENTIAL,2019,210414.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2019,82880.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2019,47873.000
NER,TRIPURA,MISCELLANEOUS,2019,65832.000
NER,TRIPURA,PUBLIC LIGHTING,2019,12808.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2019,65072.000
NER,TRIPURA,AGRICULTURE,2019,5943.000
NER,TRIPURA,COMMERCIAL,2019,58935.000
NER,TRIPURA,RESIDENTIAL,2019,641504.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2019,1063.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2019,4347.000
NER,TRIPURA,MISCELLANEOUS,2019,2334.000
NER,TRIPURA,PUBLIC LIGHTING,2019,2018.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2019,5811.000
ER,A & N ISLANDS,COMMERCIAL,2006,23348.000
ER,A & N ISLANDS,RESIDENTIAL,2006,40290.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2006,6561.000
ER,A & N ISLANDS,MISCELLANEOUS,2006,5140.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2006,1436.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2006,358.000
ER,A & N ISLANDS,COMMERCIAL,2007,30272.000
ER,A & N ISLANDS,RESIDENTIAL,2007,47215.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2007,7021.000
ER,A & N ISLANDS,MISCELLANEOUS,2007,6686.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2007,1944.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2007,408.000
ER,A & N ISLANDS,COMMERCIAL,2008,31468.000
ER,A & N ISLANDS,RESIDENTIAL,2008,51124.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2008,8689.000
ER,A & N ISLANDS,MISCELLANEOUS,2008,6815.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2008,2308.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2008,412.000
ER,A & N ISLANDS,COMMERCIAL,2009,33701.000
ER,A & N ISLANDS,RESIDENTIAL,2009,53770.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2009,8995.000
ER,A & N ISLANDS,MISCELLANEOUS,2009,9586.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2009,2745.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2009,514.000
ER,A & N ISLANDS,COMMERCIAL,2010,33701.000
ER,A & N ISLANDS,RESIDENTIAL,2010,53770.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2010,8995.000
ER,A & N ISLANDS,MISCELLANEOUS,2010,9586.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2010,2745.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2010,514.000
ER,A & N ISLANDS,COMMERCIAL,2011,31606.000
ER,A & N ISLANDS,RESIDENTIAL,2011,70379.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2011,8227.000
