Detail Data For Electricity Tariff - Generation & Rate by Power Station Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,Sector,EnergySource,Company,UtilityPowerStation,YearValue,NetGeneration_MKWh,SaleRate_PaisePerKWh
ER,WEST BENGAL,CENTRAL,THERMAL,DVC,DURGAPUR TPS,2014,1678.850,432.780
ER,WEST BENGAL,CENTRAL,THERMAL,DVC,DURGAPUR STEEL TPS,2014,4157.230,432.780
ER,WEST BENGAL,CENTRAL,THERMAL,DVC,MEJIA TPS,2014,11953.380,432.780
ER,WEST BENGAL,CENTRAL,HYDRO,NHPC LTD.,TEESTA V HPS,2014,2273.000,233.800
ER,WEST BENGAL,CENTRAL,HYDRO,NHPC LTD.,TLDP - III,2014,189.000,0.000
ER,WEST BENGAL,CENTRAL,THERMAL,NTPC LTD.,FARAKKA STPSI - II,2014,9703.440,396.000
ER,WEST BENGAL,CENTRAL,THERMAL,NTPC LTD.,FARAKKA STPSIII,2014,2971.950,478.000
ER,WEST BENGAL,STATE,THERMAL,DPL,DURGAPUR PROJECTS LIMITED,2014,1695.750,440.910
ER,WEST BENGAL,STATE,THERMAL,WEST BENGAL PDCL,KOLAGHAT THERMAL POWER STATION,2014,5592.290,303.490
ER,WEST BENGAL,STATE,THERMAL,WEST BENGAL PDCL,BAKRESHWAR THERMAL POWER PLANT,2014,6281.930,320.690
ER,WEST BENGAL,STATE,THERMAL,WEST BENGAL PDCL,BANDEL THERMAL POWER STATION,2014,1188.250,338.220
ER,WEST BENGAL,STATE,THERMAL,WEST BENGAL PDCL,SANTHALDIH THERMAL POWER STATION,2014,2467.330,358.220
ER,WEST BENGAL,STATE,THERMAL,WEST BENGAL PDCL,SAGARDIGHI THERMAL POWER PROJECT,2014,2954.270,321.150
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,JALDHAKA H E P,2014,159.000,659.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,RAMAM H E P,2014,266.000,659.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,TEESTA CANAL FALLS,2014,99.000,659.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,PURULIA PUMPED STORAGE PROJECT,2014,785.000,659.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,MINI MICRO,2014,25.000,659.000
ER,WEST BENGAL,PRIVATE,THERMAL,CALCUTTA ELECTRIC SCL,CALCUTTA ELECTRIC SCL,2014,8175.000,611.000
ER,WEST BENGAL,PRIVATE,THERMAL,INDIA POWER,DISHERGARH POWER STATION,2014,14.110,424.000
ER,WEST BENGAL,PRIVATE,THERMAL,TATA POWER COM. LTD.,HALDIA UNIT 1,2014,326.000,277.000
ER,WEST BENGAL,PRIVATE,THERMAL,TATA POWER COM. LTD.,HALDIA UNIT 2,2014,319.000,277.000
ER,WEST BENGAL,PRIVATE,THERMAL,TATA POWER COM. LTD.,HALDIA UNIT 3,2014,225.000,277.000
ER,WEST BENGAL,STATE,COAL,DPL,DURGAPUR PROJECTS LIMITED,2017,2143.390,433.210
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,KOLAGHAT THERMAL POWER STATION  ,2017,5382.690,316.030
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,BAKRESHWAR THERMAL POWER PLANT ,2017,6348.760,321.540
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,BANDEL THERMAL POWER STATION  ,2017,1668.550,332.990
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,SANTHALDIH THERMAL POWER STATION ,2017,3364.420,349.320
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,SAGARDIGHI THERMAL POWER PROJECT ,2017,4231.210,347.050
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,JALDHAKA H E P ,2017,203.440,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,RAMAM H E P ,2017,245.590,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,TEESTA CANAL FALLS ,2017,46.230,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,PURULIA PUMPED STORAGE PROJECT ,2017,1088.160,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,MINI MICRO ,2017,27.680,689.000
ER,WEST BENGAL,CENTRAL,COAL,DVC,DURGAPUR STEEL TPS,2017,6655.500,393.230
ER,WEST BENGAL,CENTRAL,COAL,DVC,DURGAPUR TPS,2017,592.700,354.160
ER,WEST BENGAL,CENTRAL,COAL,DVC,RAGHUNATHPUR TPS,2017,2016.500,353.260
ER,WEST BENGAL,CENTRAL,HYDRO,DVC,MAITHON HYDEL STA.,2017,122.000,179.840
ER,WEST BENGAL,CENTRAL,HYDRO,NHPC LTD.,TLDP -III,2017,554.000,620.000
ER,WEST BENGAL,CENTRAL,HYDRO,NHPC LTD.,TLDP -IV,2017,603.000,256.000
ER,WEST BENGAL,CENTRAL,COAL,NTPC LTD.,FARAKKA STPS I & II,2017,9572.190,337.000
ER,WEST BENGAL,CENTRAL,COAL,NTPC LTD.,FARAKKA STPS III,2017,3089.430,410.000
ER,WEST BENGAL,PRIVATE,COAL,CALCUTTA ELECTRIC SCL,CALCUTTA ELECTRIC SCL,2017,5555.000,702.000
ER,WEST BENGAL,PRIVATE,COAL,HALDIA ENERGY LTD.,HALDIA ENERGY ,2017,3710.000,504.000
ER,WEST BENGAL,PRIVATE,COAL,INDIA POWER CORPN.,DISHERGARH POWER STATION,2017,36.880,634.000
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 1,2017,275.000,243.400
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 2,2017,284.000,243.400
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 3,2017,158.000,243.100
ER,WEST BENGAL,STATE,COAL,DPL,DURGAPUR PROJECTS LIMITED,2018,2524.460,433.220
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,KOLAGHAT THERMAL POWER STATION  ,2018,4208.660,393.200
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,BAKRESHWAR THERMAL POWER PLANT ,2018,6783.690,371.290
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,BANDEL THERMAL POWER STATION  ,2018,1713.360,372.220
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,SANTHALDIH THERMAL POWER STATION ,2018,2694.370,384.270
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,SAGARDIGHI THERMAL POWER PROJECT ,2018,5720.350,354.600
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,JALDHAKA H E P ,2018,143.780,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,RAMAM H E P ,2018,121.180,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,TEESTA CANAL FALLS ,2018,129.700,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,PURULIA PUMPED STORAGE PROJECT ,2018,997.110,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,MINI MICRO ,2018,27.260,689.000
ER,WEST BENGAL,CENTRAL,COAL,DVC,DURGAPUR STEEL TPS,2018,6182.370,381.400
ER,WEST BENGAL,CENTRAL,COAL,DVC,DURGAPUR TPS,2018,832.290,400.600
ER,WEST BENGAL,CENTRAL,COAL,DVC,RAGHUNATHPUR TPS,2018,2103.820,416.700
ER,WEST BENGAL,CENTRAL,HYDRO,DVC,MAITHON HYDEL STA.,2018,113.950,292.000
ER,WEST BENGAL,CENTRAL,HYDRO,NHPC LTD.,TLDP -III,2018,387.200,619.520
ER,WEST BENGAL,CENTRAL,HYDRO,NHPC LTD.,TLDP -IV,2018,495.000,288.680
ER,WEST BENGAL,CENTRAL,COAL,NTPC LTD.,FARAKKA STPS I & II,2018,10229.450,334.000
ER,WEST BENGAL,CENTRAL,COAL,NTPC LTD.,FARAKKA STPS III,2018,3127.430,405.000
ER,WEST BENGAL,PRIVATE,COAL,CESC LIMITED,BUDGE BUDGE,2018,5563.000,339.000
ER,WEST BENGAL,PRIVATE,COAL,CESC LIMITED,SOUTHERN GENERATING STATION,2018,275.000,452.000
ER,WEST BENGAL,PRIVATE,COAL,HALDIA ENERGY LTD.,HALDIA ENERGY ,2018,4156.960,517.950
ER,WEST BENGAL,PRIVATE,COAL,INDIA POWER CORPN.,DISHERGARH POWER STATION,2018,51.760,634.000
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 1,2018,330.540,296.240
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 2,2018,316.520,296.240
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 3,2018,65.310,296.240
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,KOLAGHAT THERMAL POWER STATION  ,2019,3926.530,445.920
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,BAKRESHWAR THERMAL POWER PLANT ,2019,6533.150,377.840
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,BANDEL THERMAL POWER STATION  ,2019,1167.820,544.460
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,SANTHALDIH THERMAL POWER STATION ,2019,3245.670,427.010
ER,WEST BENGAL,STATE,COAL,WEST BENGAL PDCL,SAGARDIGHI THERMAL POWER PROJECT ,2019,5487.190,508.800
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,JALDHAKA H E P ,2019,195.040,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,RAMAM H E P ,2019,234.400,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,TEESTA CANAL FALLS ,2019,84.600,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,PURULIA PUMPED STORAGE PROJECT ,2019,1085.180,689.000
ER,WEST BENGAL,STATE,HYDRO,WEST BENGAL SEDCL,MINI MICRO ,2019,26.250,689.000
ER,WEST BENGAL,CENTRAL,COAL,DVC,DURGAPUR STEEL TPS,2019,5981.560,407.110
ER,WEST BENGAL,CENTRAL,COAL,DVC,DURGAPUR TPS,2019,856.200,417.720
ER,WEST BENGAL,CENTRAL,COAL,DVC,RAGHUNATHPUR TPS,2019,2990.060,393.140
ER,WEST BENGAL,CENTRAL,HYDRO,DVC,MAITHON HYDEL STA.,2019,100.890,345.900
ER,WEST BENGAL,CENTRAL,HYDRO,NHPC LTD.,TLDP -III,2019,572.000,620.000
ER,WEST BENGAL,CENTRAL,HYDRO,NHPC LTD.,TLDP -IV,2019,708.000,289.000
ER,WEST BENGAL,CENTRAL,COAL,NTPC LTD.,FARAKKA STPS I & II,2019,10579.000,323.000
ER,WEST BENGAL,CENTRAL,COAL,NTPC LTD.,FARAKKA STPS III,2019,3371.000,391.000
ER,WEST BENGAL,PRIVATE,COAL,CESC LIMITED,BUDGE BUDGE,2019,5553.000,339.000
ER,WEST BENGAL,PRIVATE,COAL,CESC LIMITED,SOUTHERN GENERATING STATION,2019,257.000,452.000
ER,WEST BENGAL,PRIVATE,COAL,HALDIA ENERGY LTD.,HALDIA ENERGY ,2019,4250.710,527.650
ER,WEST BENGAL,PRIVATE,COAL,INDIA POWER CORPN.,DISHERGARH POWER STATION,2019,25.010,634.000
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 1,2019,271.720,323.860
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 2,2019,302.690,323.860
ER,WEST BENGAL,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,HALDIA  UNIT 3,2019,142.780,323.860
ER,JHARKHAND,CENTRAL,THERMAL,DVC,BOKARO `B` TPS,2014,1520.290,419.000
ER,JHARKHAND,CENTRAL,THERMAL,DVC,CHANDRAPURA(DVC) TPS,2014,4348.060,419.000
ER,JHARKHAND,CENTRAL,THERMAL,DVC,KODERMA TPS,2014,1391.500,419.000
ER,JHARKHAND,CENTRAL,HYDRO,DVC,MAITHON HPS.,2014,97.570,432.780
ER,JHARKHAND,CENTRAL,HYDRO,DVC,PANCHET HPS.,2014,126.500,419.000
ER,JHARKHAND,CENTRAL,HYDRO,DVC,TILLAYA HPS.,2014,4.560,419.000
ER,JHARKHAND,STATE,THERMAL,JHARKHAND BVNL,PATRATU TPS?,2014,731.130,763.320
ER,JHARKHAND,STATE,HYDRO,JHARKHAND BVNL,SIKIDIRI ? HYDEL(SUBERNREKHA),2014,109.510,198.690
ER,JHARKHAND,STATE,THERMAL,TENUGHAT VIDYUT NIGAM LTD,TENUGHAT THERMAL POWER STATION,2014,2001.430,307.640
ER,JHARKHAND,PRIVATE,THERMAL,EASTERN (I) POWERTECH,RAJRAPPA,2014,21.180,0.000
ER,JHARKHAND,PRIVATE,THERMAL,EASTERN (I) POWERTECH,GIDI,2014,21.910,0.000
ER,JHARKHAND,PRIVATE,THERMAL,TATA POWER COM. LTD.,JOJOBERA UNIT 1,2014,385.000,491.000
ER,JHARKHAND,PRIVATE,THERMAL,TATA POWER COM. LTD.,JOJOBERA UNIT 2,2014,748.000,391.000
ER,JHARKHAND,PRIVATE,THERMAL,TATA POWER COM. LTD.,JOJOBERA UNIT 3,2014,669.000,384.000
ER,JHARKHAND,PRIVATE,THERMAL,TATA POWER COM. LTD.,JOJOBERA UNIT 4,2014,742.000,399.000
ER,JHARKHAND,PRIVATE,THERMAL,TATA POWER COM. LTD.,MAITHON UNIT 1,2014,2759.000,376.000
ER,JHARKHAND,PRIVATE,THERMAL,TATA POWER COM. LTD.,MAITHON UNIT 2,2014,3205.000,376.000
ER,JHARKHAND,STATE,COAL,TENUGHAT VIDYUT NIGAM LTD,TENUGHAT TPS ,2017,1226.670,382.000
ER,JHARKHAND,CENTRAL,COAL,DVC,BOKARO `B` TPS,2017,1456.700,315.390
ER,JHARKHAND,CENTRAL,COAL,DVC,MEJIA TPS & U 1-3,2017,3482.980,315.520
ER,JHARKHAND,CENTRAL,COAL,DVC,MEJIA TPS & U 4,2017,1160.990,349.970
ER,JHARKHAND,CENTRAL,COAL,DVC,MEJIA TPS & U 5-6,2017,2764.270,359.760
ER,JHARKHAND,CENTRAL,COAL,DVC,MEJIA TPS & U 7-8,2017,5528.540,369.910
ER,JHARKHAND,CENTRAL,COAL,DVC,CHANDRAPURA TPS &U1-3,2017,2576.100,350.950
ER,JHARKHAND,CENTRAL,COAL,DVC,CHANDRAPURA TPS &U7-8,2017,3066.730,349.870
ER,JHARKHAND,CENTRAL,COAL,DVC,KODERMA TPS,2017,3801.800,381.310
ER,JHARKHAND,CENTRAL,HYDRO,DVC,PANCHET  HPS.,2017,133.600,179.840
ER,JHARKHAND,CENTRAL,HYDRO,DVC,TILLAYA  HPS.,2017,14.100,179.840
ER,JHARKHAND,PRIVATE,COAL,ADHUNIK POWER,ADHUNIK POWER U-1,2017,1.580,440.600
ER,JHARKHAND,PRIVATE,COAL,ADHUNIK POWER,ADHUNIK POWER U-2,2017,1.680,442.500
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 1,2017,430.000,452.550
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 2,2017,717.000,370.300
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 3 ,2017,707.000,359.200
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 4 ,2017,711.000,388.700
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 5 ,2017,793.000,445.600
ER,JHARKHAND,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,JOJOBERA UNIT 6,2017,837.000,128.400
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,MAITHON UNIT 1 & 2,2017,6780.000,361.000
ER,JHARKHAND,STATE,HYDRO,JHARKHAND UUNL,SIKIDIRI  HYDEL(SUBERNREKHA),2018,29.880,157.000
ER,JHARKHAND,STATE,COAL,TENUGHAT VIDYUT NIGAM LTD,TENUGHAT TPS ,2018,1682.220,390.000
ER,JHARKHAND,CENTRAL,COAL,DVC,KODERMA TPS,2018,5622.110,360.800
ER,JHARKHAND,CENTRAL,HYDRO,DVC,PANCHET  HPS.,2018,140.960,176.500
ER,JHARKHAND,CENTRAL,HYDRO,DVC,TILLAYA  HPS.,2018,10.720,863.300
ER,JHARKHAND,PRIVATE,COAL,ADHUNIK POWER,ADHUNIK POWER U-1,2018,2106.070,440.600
ER,JHARKHAND,PRIVATE,COAL,ADHUNIK POWER,ADHUNIK POWER U-2,2018,803.780,442.500
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 1,2018,387.470,394.690
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 2,2018,743.730,336.130
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 3 ,2018,732.030,329.700
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 4 ,2018,838.660,315.290
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 5 ,2018,765.640,139.140
ER,JHARKHAND,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,JOJOBERA UNIT 6,2018,758.920,56.770
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,MAITHON UNIT 1 & 2,2018,6986.850,296.000
ER,JHARKHAND,STATE,HYDRO,JHARKHAND UUNL,SIKIDIRI  HYDEL(SUBERNREKHA),2019,102.490,238.260
ER,JHARKHAND,STATE,COAL,TENUGHAT VIDYUT NIGAM LTD,TENUGHAT TPS ,2019,1442.470,405.000
ER,JHARKHAND,CENTRAL,COAL,DVC,BOKARO `B` TPS,2019,601.660,286.940
ER,JHARKHAND,CENTRAL,COAL,DVC,BOKARO `A` TPS,2019,2750.100,382.700
ER,JHARKHAND,CENTRAL,COAL,DVC,MEJIA TPS; U 1-3,2019,14384.870,368.050
ER,JHARKHAND,CENTRAL,COAL,DVC,MEJIA TPS; U 4,2019,873.650,366.810
ER,JHARKHAND,CENTRAL,COAL,DVC,MEJIA TPS; U 5-6,2019,2776.280,425.940
ER,JHARKHAND,CENTRAL,COAL,DVC,MEJIA TPS; U 7-8,2019,5428.760,406.360
ER,JHARKHAND,CENTRAL,COAL,DVC,CHANDRAPURA TPS;U7-8,2019,3234.940,345.610
ER,JHARKHAND,CENTRAL,COAL,DVC,KODERMA TPS,2019,5975.590,370.350
ER,JHARKHAND,CENTRAL,HYDRO,DVC,PANCHET  HPS.,2019,78.990,326.200
ER,JHARKHAND,PRIVATE,COAL,ADHUNIK POWER,ADHUNIK POWER U-1,2019,1639.630,440.600
ER,JHARKHAND,PRIVATE,COAL,ADHUNIK POWER,ADHUNIK POWER U-2,2019,1236.890,442.500
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 1,2019,402.430,530.360
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 2,2019,698.180,404.110
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 3 ,2019,702.780,388.270
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 4 ,2019,679.200,409.670
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,JOJOBERA UNIT 5 ,2019,864.710,102.890
ER,JHARKHAND,PRIVATE,WASTE HEAT RECOVERY,TATA POWER COM. LTD.,JOJOBERA UNIT 6,2019,915.800,75.800
ER,JHARKHAND,PRIVATE,COAL,TATA POWER COM. LTD.,MAITHON UNIT 1 & 2,2019,6858.000,398.000
ER,BIHAR,CENTRAL,THERMAL,NTPC LTD.,RIHAND STPSI,2014,6909.040,215.000
ER,BIHAR,CENTRAL,THERMAL,NTPC LTD.,RIHAND STPSII,2014,6802.890,224.000
ER,BIHAR,CENTRAL,THERMAL,NTPC LTD.,RIHAND STPSIII,2014,3407.740,275.000
ER,BIHAR,CENTRAL,THERMAL,NTPC LTD.,KAHALGAON TPSI,2014,5449.440,376.000
ER,BIHAR,CENTRAL,THERMAL,NTPC LTD.,KAHALGAON TPSII,2014,8462.710,385.000
ER,BIHAR,CENTRAL,THERMAL,KANTI BIJLEE UTPADAN N LTD,MTPSSTAGE - I,2014,281.980,511.400
ER,BIHAR,STATE,THERMAL,BIHAR STATE POWER GENCO,BARAUNI T P S,2014,0.000,0.000
ER,BIHAR,STATE,HYDRO,BIHAR STATE HEPCL,E.G. CANAL HEP. V NAGAR,2014,22.760,249.000
ER,BIHAR,STATE,HYDRO,BIHAR STATE HEPCL,SONE EAST CANAL HPS. BARUN,2014,5.640,249.000
ER,BIHAR,STATE,HYDRO,BIHAR STATE HEPCL,SONE WEST CANAL HPS. DEHRI,2014,828.000,249.000
ER,BIHAR,STATE,COAL,BIHAR STATE PGCL,BTPS(R&M),2017,121.420,397.000
ER,BIHAR,CENTRAL,COAL,KANTI BIJLEE UTPADAN N LTD,MTPS STAGE - I,2017,646.750,531.130
ER,BIHAR,CENTRAL,COAL,KANTI BIJLEE UTPADAN N LTD,MTPS STAGE - II,2017,14.320,691.380
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,KAHALGAON TPS I,2017,5422.770,342.000
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,KAHALGAON TPS II,2017,9425.910,342.000
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,BARH-II ,2017,7280.210,445.000
ER,BIHAR,STATE,COAL,BIHAR STATE PGCL,BTPS(R&M),2018,40.210,410.000
ER,BIHAR,CENTRAL,COAL,KANTI BIJLEE UTPADAN N LTD,MTPS STAGE - I,2018,618.890,450.000
ER,BIHAR,CENTRAL,COAL,KANTI BIJLEE UTPADAN N LTD,MTPS STAGE - II,2018,699.250,496.900
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,KAHALGAON TPS I,2018,5719.640,342.000
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,KAHALGAON TPS II,2018,10597.110,346.000
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,BARH-II ,2018,9272.270,411.000
ER,BIHAR,CENTRAL,COAL,KANTI BIJLEE UTPADAN N LTD,MTPS STAGE - I,2019,675.990,442.170
ER,BIHAR,CENTRAL,COAL,KANTI BIJLEE UTPADAN N LTD,MTPS STAGE - II,2019,2136.500,482.160
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,KAHALGAON STPS I,2019,5429.000,332.000
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,KAHALGAON STPS II,2019,9697.000,325.000
ER,BIHAR,CENTRAL,COAL,NTPC LTD.,BARH-II ,2019,9348.000,400.000
WR,MADHYA PRADESH,CENTRAL,HYDRO,NHDC LTD.,INDIRA SAGAR HPS,2014,4048.910,179.810
WR,MADHYA PRADESH,CENTRAL,HYDRO,NHDC LTD.,OMKARESHWAR HPS,2014,1619.950,303.060
WR,MADHYA PRADESH,CENTRAL,THERMAL,NTPC LTD.,VINDHYACHAL STPSI,2014,8549.940,221.000
