Detail Data For Electricity Tariff - Generation & Rate by Power Station Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,Sector,EnergySource,Company,UtilityPowerStation,YearValue,NetGeneration_MKWh,SaleRate_PaisePerKWh
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PARICHHA EXTN.TPS,2017,2319.310,456.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PARICHHA EXTN. ST. 2 TPS,2017,2767.220,504.000
NR,UTTAR PRADESH,CENTRAL,NAPHTHA,NTPC LTD.,AURAIYA CCPP,2018,377.000,499.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,DADRI  COAL- I (NCTPP),2018,4293.260,405.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,DADRI COAL - II (NCTPP),2018,5640.090,440.000
NR,UTTAR PRADESH,CENTRAL,DIESEL,NTPC LTD.,DADRI CCPP,2018,1628.000,380.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS I,2018,7754.550,212.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS II,2018,7816.480,214.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS III,2018,7959.500,277.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,SINGRAULI STPS,2018,14781.760,201.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,TANDA TPS,2018,3277.960,408.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,UNCHAHAR TPS I,2018,2589.990,376.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,UNCHAHAR TPS II,2018,2754.340,368.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,UNCHAHAR TPS III,2018,1382.700,406.000
NR,UTTAR PRADESH,CENTRAL,NUCLEAR,NPCIL,NARORA  A.P.S. 1 & 2,2018,3268.570,319.910
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,KHAMBERKHERA,2018,166.000,610.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,BARKHERA,2018,174.000,611.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,MAQSOODAPUR,2018,153.000,600.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,UTRAULA,2018,176.000,580.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,KUNDARKHI,2018,175.000,562.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,LALITPUR PGCL,2018,8123.000,502.000
NR,UTTAR PRADESH,PRIVATE,COAL,PRAYAGRAJ PGCL,PRAYAGRAJ PGCL,2018,5120.000,372.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,KHARA  HEP,2018,257.320,74.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,MATATILLA  HEP,2018,93.510,65.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,OBRA  HEP,2018,300.250,59.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,RIHAND,2018,832.350,55.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,BHOLA ;SALAWA;NIRGAJINI;CHITTAURA;UGC SHP,2018,23.600,266.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,BELKA SHP,2018,1.950,216.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,SHEETLA SHP,2018,1.200,150.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA  A TPS,2018,3804.770,256.230
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA  B TPS,2018,6446.810,218.600
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA D ,2018,5083.310,326.960
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,HARDUAGANJ TPS,2018,244.770,561.760
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,HARDUAGANJ EXTN. TPS,2018,3278.450,476.760
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,OBRA A TPS ,2018,44.410,394.270
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,OBRA  B TPS,2018,3842.300,285.770
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PANKI TPS,2018,289.620,583.530
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PARICHHA TPS,2018,213.940,517.670
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PARICHHA EXTN.TPS,2018,2578.400,438.600
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PARICHHA EXTN. ST. 2 TPS,2018,3000.870,478.680
NR,UTTAR PRADESH,CENTRAL,NATURAL GAS,NTPC LTD.,AURAIYA CCPP,2019,262.000,658.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,DADRI  COAL- I (NCTPP),2019,3693.000,465.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,DADRI COAL - II (NCTPP),2019,5726.000,487.000
NR,UTTAR PRADESH,CENTRAL,NATURAL GAS,NTPC LTD.,DADRI CCPP,2019,1319.000,477.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS I,2019,6728.000,218.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS II,2019,7160.000,202.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,RIHAND STPS III,2019,7056.000,278.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,SINGRAULI STPS,2019,13504.000,202.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,TANDA I TPS,2019,2091.000,406.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,FGUTPS UNCHAHAR I,2019,2447.000,399.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,FGUTPS UNCHAHAR II,2019,2435.000,390.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,FGUTPS UNCHAHAR  III,2019,1126.000,427.000
NR,UTTAR PRADESH,CENTRAL,COAL,NTPC LTD.,FGUTPS UNCHAHAR  IV,2019,613.000,433.000
NR,UTTAR PRADESH,CENTRAL,NUCLEAR,NPCIL,NARORA  A.P.S. 1 & 2,2019,2832.000,313.000
NR,UTTAR PRADESH,PRIVATE,COAL,JP POWER VENTURES LTD ,PPGCL (BARA),2019,7200.400,362.800
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,KHAMBERKHERA,2019,129.000,552.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,BARKHERA,2019,136.000,545.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,MAQSOODAPUR,2019,128.000,544.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,UTRAULA,2019,179.000,531.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,KUNDARKHI,2019,186.000,521.000
NR,UTTAR PRADESH,PRIVATE,COAL,BAJAJ ENERGY PVT. LTD.,LALITPUR PGCL,2019,5178.000,533.000
NR,UTTAR PRADESH,PRIVATE,COAL,PRAYAGRAJ PGCL,PRAYAGRAJ PGCL,2019,7208.000,378.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,KHARA  HEP,2019,280.730,75.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,MATATILLA  HEP,2019,95.720,65.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,OBRA  HEP,2019,225.480,83.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,RIHAND,2019,538.280,55.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,BHOLA ;SALAWA;NIRGAJINI;CHITTAURA;UGC PS,2019,10.040,283.000
NR,UTTAR PRADESH,STATE,HYDRO,UPJVNL,SHEETLA SHP,2019,1.340,154.000
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA  A TPS,2019,3945.180,252.120
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA  B TPS,2019,6954.720,192.040
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,ANPARA D ,2019,7581.410,299.370
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,HARDUAGANJ TPS,2019,208.550,705.950
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,HARDUAGANJ EXTN. TPS,2019,2661.550,505.170
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,OBRA  B TPS,2019,3292.660,249.130
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PARICHHA EXTN.TPS,2019,1814.870,501.940
NR,UTTAR PRADESH,STATE,COAL,UPRVUNL,PARICHHA EXTN. ST. 2 TPS,2019,2547.530,507.350
WR,MAHARASHTRA,CENTRAL,THERMAL,NTPC LTD.,MOUDA I,2014,718.660,460.000
WR,MAHARASHTRA,CENTRAL,NUCLEAR,NPCIL,TARAPUR 1 - 2,2014,1968.300,96.790
WR,MAHARASHTRA,CENTRAL,NUCLEAR,NPCIL,TARAPUR 3 - 4,2014,6998.950,285.110
WR,MAHARASHTRA,CENTRAL,THERMAL,RATNAGIRI GPPL,RGPPL- ANJANVEL NTPC+GAIL),2014,1464.740,430.080
WR,MAHARASHTRA,STATE,THERMAL,MSPGCL,BHUSAWAL TPS,2014,2637.000,361.000
WR,MAHARASHTRA,STATE,THERMAL,MSPGCL,CHANDRAPUR(MAHARASHTRA) STPS,2014,12741.000,227.000
WR,MAHARASHTRA,STATE,THERMAL,MSPGCL,KHAPERKHEDA,2014,6807.000,329.000
WR,MAHARASHTRA,STATE,THERMAL,MSPGCL,KORADI TPS,2014,2152.000,403.000
WR,MAHARASHTRA,STATE,THERMAL,MSPGCL,NASIK TPS,2014,3777.000,424.000
WR,MAHARASHTRA,STATE,THERMAL,MSPGCL,PARLI TPS,2014,3691.000,356.000
WR,MAHARASHTRA,STATE,THERMAL,MSPGCL,PARAS,2014,2667.000,332.000
WR,MAHARASHTRA,STATE,THERMAL,MSPGCL,URAN CCPP,2014,3657.000,270.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,KOYANA/POPHALI,2014,3410.000,26.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,VAITARANA,2014,260.000,79.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,YELDARI,2014,24.000,270.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,BHATGHAR,2014,122.000,165.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,PANSHET,2014,93.000,159.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,BHIRA,2014,96.000,58.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,TILLARI,2014,144.000,58.000
WR,MAHARASHTRA,PRIVATE,THERMAL,ADANI POWER LTD.,TIRODA TPP- MAHARASHTRA,2014,9593.000,338.160
WR,MAHARASHTRA,PRIVATE,THERMAL,ABHIJEET MADC NAGPUR,ABHIJEET MADC NAGPUR ENERGY PVT.,2014,6.020,292.000
WR,MAHARASHTRA,PRIVATE,THERMAL,SAI WARDHA POWER LTD.,WPCL-WARORA,2014,2586.070,495.000
WR,MAHARASHTRA,PRIVATE,THERMAL,RELIANCE INFRAS. LTD.,DAHANU TPS,2014,3738.810,346.000
WR,MAHARASHTRA,PRIVATE,THERMAL,TATA POWER COM. LTD.,TROMBAY UNIT 5,2014,3535.000,420.000
WR,MAHARASHTRA,PRIVATE,THERMAL,TATA POWER COM. LTD.,TROMBAY UNIT 6,2014,454.000,1906.000
WR,MAHARASHTRA,PRIVATE,THERMAL,TATA POWER COM. LTD.,TROMBAY UNIT 7,2014,1242.000,373.000
WR,MAHARASHTRA,PRIVATE,THERMAL,TATA POWER COM. LTD.,TROMBAY UNIT 8,2014,1409.000,467.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIRA,2014,484.500,143.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIRA,2014,484.500,143.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIVPURI,2014,305.000,264.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,KHOPOLI,2014,323.000,335.000
WR,MAHARASHTRA,PRIVATE,THERMAL,JSW ENERGY LTD.,SBU 3 JSW(JINDAL) ENERGY LTD.,2014,6770.000,369.000
WR,MAHARASHTRA,CENTRAL,COAL,NTPC LTD.,MOUDA I,2017,3431.300,445.000
WR,MAHARASHTRA,CENTRAL,COAL,NTPC LTD.,MOUDA II,2017,406.370,399.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,RGPPL,RATNAGIRI GAS & POWER PVT. LTD.,2017,4424.850,470.000
WR,MAHARASHTRA,CENTRAL,NUCLEAR,NPCIL,TARAPUR 1 & 2,2017,2012.270,107.400
WR,MAHARASHTRA,PRIVATE,COAL,ADANI POWER LTD.,ADANI POWER MAHARA. ,2017,16661.910,341.240
WR,MAHARASHTRA,PRIVATE,COAL,RATTANINDIA POWER LTD.,AMRAVATI TPP ,2017,1700.650,368.270
WR,MAHARASHTRA,PRIVATE,COAL,RELIANCE INFRAS. LTD.,DAHANU TPS,2017,3394.370,407.000
WR,MAHARASHTRA,PRIVATE,COAL,TATA POWER COM. LTD.,TROMBAY UNIT 5,2017,2934.000,440.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,TATA POWER COM. LTD.,TROMBAY UNIT 7,2017,1372.000,370.000
WR,MAHARASHTRA,PRIVATE,IMPORTED COAL,TATA POWER COM. LTD.,TROMBAY UNIT 8 ,2017,1749.000,440.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIRA                      ,2017,929.000,141.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIVPURI ,2017,237.000,343.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,KHOPOLI ,2017,276.000,483.000
WR,MAHARASHTRA,PRIVATE,HYDRO,DODSON LINDBLOM HYDRO   ,BHANDARDRA HEP -II  ,2017,24.750,549.000
WR,MAHARASHTRA,CENTRAL,NUCLEAR,NPCIL,TARAPUR 3 & 4,2017,7874.440,293.240
WR,MAHARASHTRA,PRIVATE,IMPORTED COAL,JSW ENERGY LTD.,SBU 3 JSW ENERGY LTD. U-I & RATNAGIRI,2017,1614.000,265.000
WR,MAHARASHTRA,PRIVATE,IMPORTED COAL,JSW ENERGY LTD.,SBU 3 JSW ENERGY LTD. U 2 TO 3 & RATNAGIRI,2017,4450.000,390.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,BHUSAWAL TPS ,2017,5662.580,511.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,CHANDRAPUR(MAHARASHTRA) STPS,2017,13656.820,337.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,KHAPERKHEDA ,2017,7062.070,391.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,KORADI TPS ,2017,4432.060,420.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,NASIK TPS,2017,2972.750,470.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,PARLI TPS ,2017,1759.340,716.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,PARAS ,2017,2679.310,387.000
WR,MAHARASHTRA,STATE,NATURAL GAS,MSPGCL,URAN CCPP,2017,3203.300,306.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,KOYANA  ,2017,3281.550,131.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,SMALL HYDRO POWER PLANTS,2017,930.620,305.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,BHIRA,2017,100.460,84.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,TILLARI,2017,105.840,31.000
WR,MAHARASHTRA,CENTRAL,COAL,NTPC LTD.,SOLAPUR,2018,1165.480,546.000
WR,MAHARASHTRA,CENTRAL,COAL,NTPC LTD.,MOUDA TPP STAGE I,2018,4914.580,467.000
WR,MAHARASHTRA,CENTRAL,COAL,NTPC LTD.,MOUDA TPP STAGE  II,2018,2900.700,399.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,RGPPL,RATNAGIRI GAS & POWER PVT. LTD.,2018,4418.720,550.000
WR,MAHARASHTRA,CENTRAL,NUCLEAR,NPCIL,TARAPUR 1 & 2,2018,1079.790,205.830
WR,MAHARASHTRA,PRIVATE,COAL,RATTANINDIA POWER LTD.,AMRAVATI TPP ,2018,4350.560,383.640
WR,MAHARASHTRA,PRIVATE,COAL,AEML,DAHANU TPS,2018,3189.750,460.000
WR,MAHARASHTRA,PRIVATE,COAL,TATA POWER COM. LTD.,TROMBAY UNIT 5,2018,3026.910,508.470
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,TATA POWER COM. LTD.,TROMBAY UNIT 7,2018,1314.460,298.660
WR,MAHARASHTRA,PRIVATE,IMPORTED COAL,TATA POWER COM. LTD.,TROMBAY UNIT 8 ,2018,1628.010,488.280
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIRA                      ,2018,875.910,152.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIVPURI ,2018,318.850,358.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,KHOPOLI ,2018,298.720,576.000
WR,MAHARASHTRA,PRIVATE,HYDRO,DODSON LINDBLOM HYDRO   ,BHANDARDARA HEP PHASE II,2018,26.550,493.000
WR,MAHARASHTRA,CENTRAL,NUCLEAR,NPCIL,TARAPUR 3 & 4,2018,5093.850,305.440
WR,MAHARASHTRA,STATE,COAL,MSPGCL,BHUSAWAL TPS U3;U4;U5,2018,6156.900,466.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,CHANDRAPUR STPS U3 TO U9,2018,13777.460,348.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,KHAPERKHEDA ,2018,5630.600,402.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,KORADI TPS U6 TO U10,2018,8630.580,400.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,NASIK TPS,2018,2580.140,451.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,PARLI TPS U4 TO U8,2018,2723.660,538.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,PARAS ,2018,2808.800,392.000
WR,MAHARASHTRA,STATE,NATURAL GAS,MSPGCL,URAN CCPP,2018,3119.860,301.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,KOYANA  ,2018,2619.490,160.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,SMALL HYDRO POWER PLANTS,2018,597.980,98.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,BHIRA,2018,97.210,93.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,TILLARI,2018,48.260,56.000
WR,MAHARASHTRA,PRIVATE,COAL,IEPL,IDEAL ENERGY PROJECTS LTD,2019,135.490,276.000
WR,MAHARASHTRA,CENTRAL,COAL,NTPC LTD.,SOLAPUR,2019,1616.000,563.000
WR,MAHARASHTRA,CENTRAL,COAL,NTPC LTD.,MOUDA TPP STAGE I,2019,4949.000,488.000
WR,MAHARASHTRA,CENTRAL,COAL,NTPC LTD.,MOUDA TPP STAGE  II,2019,6233.000,437.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,RGPPL,RATNAGIRI GAS & POWER PVT. LTD.,2019,4327.000,550.000
WR,MAHARASHTRA,CENTRAL,NUCLEAR,NPCIL,TARAPUR 1 ; 2;3 &4,2019,9846.000,278.000
WR,MAHARASHTRA,PRIVATE,COAL,AEML,ADANI DAHANU,2019,3268.030,443.710
WR,MAHARASHTRA,PRIVATE,COAL,RATTANINDIA POWER LTD.,AMRAVATI TPP ,2019,3717.120,387.550
WR,MAHARASHTRA,PRIVATE,COAL,TATA POWER COM. LTD.,TROMBAY UNIT 5,2019,2928.310,564.140
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,TATA POWER COM. LTD.,TROMBAY UNIT 7,2019,1371.380,305.140
WR,MAHARASHTRA,PRIVATE,COAL,TATA POWER COM. LTD.,TROMBAY UNIT 8 ,2019,1792.740,544.790
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIRA                      ,2019,897.540,150.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,BHIVPURI ,2019,337.820,372.000
WR,MAHARASHTRA,PRIVATE,HYDRO,TATA POWER COM. LTD.,KHOPOLI ,2019,313.490,598.000
WR,MAHARASHTRA,PRIVATE,HYDRO,DODSON LINDBLOM HYDRO   ,BHANDARDARA HEP PHASE II,2019,35.640,393.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,BHUSAWAL TPS U3;U4;U5,2019,6156.270,432.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,CHANDRAPUR STPS U3 TO U9,2019,14692.830,324.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,KHAPERKHEDA ,2019,6813.000,359.700
WR,MAHARASHTRA,STATE,COAL,MSPGCL,KORADI TPS U6 TO U10,2019,7681.690,403.200
WR,MAHARASHTRA,STATE,COAL,MSPGCL,NASIK TPS U3 TO U5,2019,2057.290,451.000
WR,MAHARASHTRA,STATE,COAL,MSPGCL,PARLI TPS U4 TO U8,2019,2535.930,489.100
WR,MAHARASHTRA,STATE,COAL,MSPGCL,PARAS U3 & U4,2019,2354.110,440.700
WR,MAHARASHTRA,STATE,NATURAL GAS,MSPGCL,URAN ,2019,2505.900,237.100
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,KOYANA  ,2019,2746.330,117.000
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,SMALL HYDRO POWER PLANTS+ GHATGHAR PSS,2019,753.200,348.300
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,BHIRA,2019,94.500,97.800
WR,MAHARASHTRA,STATE,HYDRO,MSPGCL,TILLARI,2019,87.320,117.800
ER,ODISHA,CENTRAL,THERMAL,NTPC LTD.,TALCHER TPS,2014,3407.990,179.000
ER,ODISHA,CENTRAL,THERMAL,NTPC LTD.,TALCHER KANIHA I,2014,6765.670,235.000
ER,ODISHA,CENTRAL,THERMAL,NTPC LTD.,TALCHER KANIHA II,2014,13731.630,228.000
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,BALIMELA HPS.,2014,1631.960,71.120
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,HIRAKUD HEP,2014,686.010,92.530
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,CHIPLIMA HEP,2014,306.170,52.190
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,RENGALI HPS.,2014,885.470,78.460
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,UPPER INDRAVATI HPS.,2014,2445.110,80.520
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,UPPER KOLAB HPS.,2014,852.310,35.350
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,MACHHKUND HEP,2014,235.120,30.800
ER,ODISHA,STATE,THERMAL,ODISHA PGCL.,IB VALLEY TPS,2014,2547.120,209.400
ER,ODISHA,PRIVATE,THERMAL,HINDALCO IND. LTD.,HIRAKUD POWER,2014,2894.040,275.000
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,BALIMELA  HPS.,2017,983.310,90.520
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,HIRAKUD HEP,2017,505.930,140.030
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,CHIPLIMA HEP,2017,196.890,53.700
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,RENGALI  HPS.,2017,531.920,116.080
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,UPPER  INDRAVATI  HPS.,2017,1472.080,75.360
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,UPPER KOLAB  HPS.,2017,603.530,54.870
ER,ODISHA,STATE,COAL,ODISHA PGCL.,IB TPS UNITS 1&2,2017,2885.670,250.000
ER,ODISHA,STATE,HYDRO,APGENCO,MUCHKUND ,2017,375.710,465.000
ER,ODISHA,CENTRAL,COAL,NTPC LTD.,TALCHER TPS,2017,3355.210,301.000
ER,ODISHA,CENTRAL,COAL,NTPC LTD.,TALCHER KANIHA I ,2017,7023.190,256.000
ER,ODISHA,CENTRAL,COAL,NTPC LTD.,TALCHER KANIHA II ,2017,14365.210,247.000
ER,ODISHA,PRIVATE,COAL,GMR KAMALANGA ENERGY LTD.,KAMALANGA TPS ,2017,5476.700,333.000
ER,ODISHA,PRIVATE,COAL,VEDANTA LTD.  ,V L-JHARSUGUDA ,2017,3328.000,236.220
ER,ODISHA,PRIVATE,WASTE GAS,TATA POWER COM. LTD.,IEL KALINGANAGAR U-I,2017,334.000,225.000
ER,ODISHA,PRIVATE,WASTE GAS,TATA POWER COM. LTD.,IEL KALINGANAGAR U-II,2017,348.000,225.000
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,BALIMELA  HPS.,2018,1452.900,82.500
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,HIRAKUD HEP,2018,600.950,144.720
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,CHIPLIMA HEP,2018,214.510,53.280
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,RENGALI  HPS.,2018,749.540,118.200
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,UPPER  INDRAVATI  HPS.,2018,1718.320,77.500
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,UPPER KOLAB  HPS.,2018,657.120,55.740
ER,ODISHA,STATE,COAL,ODISHA PGCL.,IB TPS UNITS 1&2,2018,2510.890,241.700
ER,ODISHA,STATE,HYDRO,APGENCO,MUCHKUND ,2018,252.000,458.000
ER,ODISHA,CENTRAL,COAL,NTPC LTD.,TALCHER TPS,2018,3780.740,306.000
ER,ODISHA,CENTRAL,COAL,NTPC LTD.,TALCHER KANIHA I ,2018,7679.190,248.000
ER,ODISHA,CENTRAL,COAL,NTPC LTD.,TALCHER KANIHA II ,2018,15297.730,225.000
ER,ODISHA,PRIVATE,COAL,GMR KAMALANGA ENERGY LTD.,KAMALANGA TPS ,2018,5174.110,356.000
ER,ODISHA,PRIVATE,WASTE GAS,TATA POWER COM. LTD.,KALINGANAGAR-IEL,2018,478.000,185.200
ER,ODISHA,PRIVATE,WASTE GAS,TATA POWER COM. LTD.,KALINGANAGAR-IEL,2018,448.000,185.200
ER,ODISHA,STATE,HYDRO,ODISHA HPCL,BALIMELA  HPS.,2019,1647.950,85.910
