period,territory,wage_rural_male,wage_rural_female,wage_rural_person,wage_urban_male,wage_urban_female,wage_urban_person,wage_total_male,wage_total_female,wage_total_person
2019-04,IN-PY,538.6,475.52,513.0,419.68,378.87,416.55,458.09,455.85,457.61
2019-04,IN,297.44,199.24,278.62,367.65,244.15,351.82,309.77,204.49,290.7
2019-07,IN-AP,365.55,212.71,310.22,402.25,264.08,367.98,372.58,218.93,319.88
2019-07,IN-AR,371.45,350.59,368.58,349.44,350.0,349.46,366.16,350.56,364.39
2019-07,IN-AS,316.42,213.76,308.2,365.57,308.61,359.04,318.94,220.82,310.91
2019-07,IN-BR,316.08,192.49,303.0,345.39,262.85,344.72,317.45,192.73,304.77
2019-07,IN-CT,157.25,131.79,146.52,234.01,189.08,225.23,167.52,134.6,154.38
2019-07,IN-DL,0.0,0.0,0.0,433.35,367.66,421.27,433.35,367.66,421.27
2019-07,IN-GA,400.0,400.0,400.0,464.17,421.13,443.96,426.9,410.07,419.53
2019-07,IN-GJ,209.61,183.17,199.63,285.02,158.34,253.47,220.76,181.01,206.4
2019-07,IN-HR,363.34,229.31,349.84,385.84,284.72,379.92,368.17,236.61,356.07
2019-07,IN-HP,357.65,350.0,357.55,427.09,308.85,405.42,360.46,332.28,359.88
2019-07,IN-JH,249.07,162.95,239.94,282.52,194.89,273.18,256.57,170.14,247.4
2019-07,IN-KA,288.43,166.35,239.06,371.38,230.75,349.55,305.11,170.46,255.72
2019-07,IN-KL,667.71,372.05,613.07,744.5,385.75,709.18,701.67,375.84,653.21
2019-07,IN-MP,225.06,168.26,209.44,266.17,197.88,252.12,230.41,171.0,214.57
2019-07,IN-MH,243.71,150.93,203.33,330.49,203.17,310.24,261.6,154.06,219.2
2019-07,IN-MN,389.3,267.67,356.1,388.04,279.81,378.02,388.88,269.14,362.41
2019-07,IN-ML,336.23,133.21,312.22,353.1,251.91,343.15,338.9,148.98,317.03
2019-07,IN-MZ,398.83,400.0,398.88,382.32,312.72,376.58,391.91,345.94,389.27
2019-07,IN-NL,400.0,0.0,400.0,397.39,0.0,397.39,397.92,0.0,397.92
2019-07,IN-OR,286.96,211.16,260.68,313.47,213.0,294.11,289.38,211.24,263.2
2019-07,IN-PB,324.83,266.86,320.81,354.68,179.52,332.29,328.8,246.58,322.43
2019-07,IN-RJ,311.76,184.38,296.53,311.16,247.21,306.93,311.64,191.93,298.59
2019-07,IN-SK,458.69,0.0,458.69,473.61,400.0,465.84,461.8,400.0,460.32
2019-07,IN-TN,401.96,185.72,326.7,458.6,266.52,421.37,420.72,200.45,353.77
2019-07,IN-TG,307.09,258.15,281.55,474.84,336.54,446.64,352.8,264.49,311.86
2019-07,IN-TR,334.42,276.7,325.25,376.54,270.69,368.72,342.23,276.17,332.7
2019-07,IN-UT,353.96,354.85,354.01,350.39,0.0,350.39,353.02,354.85,353.11
2019-07,IN-UP,285.92,181.37,275.28,319.08,245.44,314.86,291.26,187.35,281.4
2019-07,IN-WB,265.53,212.52,260.3,297.7,178.03,288.71,271.2,207.8,265.2
2019-07,IN-AN,479.81,600.0,494.0,504.5,0.0,504.5,487.15,600.0,496.85
2019-07,IN-CH,0.0,0.0,0.0,339.84,0.0,339.84,339.84,0.0,339.84
2019-07,IN-DN,0.0,0.0,0.0,400.0,65.28,78.6,400.0,65.28,78.6
2019-07,IN-DD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,IN-JK,444.08,0.0,444.08,437.52,401.55,434.07,443.37,401.55,442.89
2019-07,IN-LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07,IN-LD,890.85,0.0,890.85,500.0,0.0,500.0,837.33,0.0,837.33
2019-07,IN-PY,423.48,200.0,343.39,515.52,544.89,518.73,479.19,287.01,435.43
2019-07,IN,297.3,185.01,268.29,374.96,243.34,356.08,310.87,190.4,281.9
2019-10,IN-AP,372.06,224.65,307.91,405.47,252.32,369.34,378.52,227.07,317.14
2019-10,IN-AR,372.12,350.0,368.3,385.85,378.28,385.37,379.35,357.58,376.75
2019-10,IN-AS,307.29,296.99,305.66,342.21,261.14,335.91,309.54,295.92,307.45
2019-10,IN-BR,313.05,262.75,305.62,346.48,210.82,343.77,314.97,262.38,307.54
2019-10,IN-CT,188.3,130.55,159.68,262.66,189.47,248.51,199.75,133.05,168.76
2019-10,IN-DL,361.93,220.0,302.72,397.83,300.0,386.43,396.51,286.23,381.84
2019-10,IN-GA,549.33,500.0,517.87,494.12,364.15,480.81,505.17,472.05,494.99
2019-10,IN-GJ,242.93,183.08,222.88,318.55,208.75,296.51,253.96,185.09,232.04
2019-10,IN-HR,382.81,292.17,372.57,391.13,318.32,384.39,384.93,297.79,375.53
2019-10,IN-HP,352.87,318.34,351.74,313.49,0.0,313.49,349.31,318.34,348.39
2019-10,IN-JH,267.22,168.32,256.56,287.29,263.83,282.64,271.45,202.08,262.53
2019-10,IN-KA,367.03,186.32,291.13,373.86,236.01,348.82,368.8,191.13,302.6
2019-10,IN-KL,721.39,395.56,678.36,736.51,369.43,704.96,727.78,387.41,689.27
2019-10,IN-MP,224.67,182.15,209.71,272.04,183.38,259.75,232.14,182.21,215.89
2019-10,IN-MH,257.35,148.88,208.97,348.83,190.7,325.83,275.62,150.98,225.25
2019-10,IN-MN,362.29,329.72,360.68,384.06,290.19,374.12,366.28,316.35,363.27
2019-10,IN-ML,311.1,251.04,299.11,355.22,284.58,350.12,314.46,251.89,302.5
2019-10,IN-MZ,360.52,200.0,349.17,381.9,318.77,375.97,371.96,272.51,363.68
2019-10,IN-NL,400.0,0.0,400.0,396.03,0.0,396.03,398.06,0.0,398.06
2019-10,IN-OR,270.44,182.17,247.84,307.29,222.89,293.47,273.39,184.09,251.12
2019-10,IN-PB,337.98,282.07,335.53,364.55,165.42,350.15,342.22,253.58,337.93
2019-10,IN-RJ,315.04,192.87,286.99,320.21,192.2,305.24,315.86,192.82,289.59
2019-10,IN-SK,527.38,0.0,527.38,537.8,0.0,537.8,529.07,0.0,529.07
2019-10,IN-TN,442.78,219.52,372.9,460.93,267.36,425.13,448.53,228.51,387.59
2019-10,IN-TG,254.62,194.76,226.62,492.05,323.55,454.55,288.27,201.33,249.76
2019-10,IN-TR,335.95,265.16,321.41,381.29,242.07,364.49,343.65,262.9,328.13
2019-10,IN-UT,357.15,201.39,336.74,376.02,390.32,376.32,359.23,204.61,340.65
2019-10,IN-UP,289.94,198.01,280.67,338.93,225.13,327.9,297.38,201.98,287.81
2019-10,IN-WB,250.76,191.69,242.89,297.67,207.51,292.51,258.34,192.81,250.36
2019-10,IN-AN,547.82,248.53,358.96,580.06,135.0,573.81,570.56,246.31,460.49
2019-10,IN-CH,384.75,0.0,384.75,335.18,319.48,330.79,348.96,319.48,342.51
2019-10,IN-DN,0.0,0.0,0.0,357.69,72.17,110.36,357.69,72.17,110.36
2019-10,IN-DD,300.0,0.0,300.0,0.0,0.0,0.0,300.0,0.0,300.0
2019-10,IN-JK,443.15,394.38,442.75,475.26,403.72,464.82,445.86,400.53,444.89
2019-10,IN-LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10,IN-LD,0.0,0.0,0.0,632.63,0.0,632.63,632.63,0.0,632.63
2019-10,IN-PY,581.54,135.87,392.75,504.87,207.09,485.16,539.92,143.19,431.83
2019-10,IN,305.4,193.1,273.97,384.32,244.1,364.54,319.01,197.23,287.43
2020-01,IN-AP,341.02,230.75,295.33,416.66,274.46,391.41,352.54,233.02,306.24
2020-01,IN-AR,341.9,250.0,329.21,372.81,336.95,370.08,347.41,258.73,336.09
2020-01,IN-AS,320.95,225.21,305.02,355.39,232.71,349.95,322.94,225.31,307.3
2020-01,IN-BR,331.31,265.23,323.14,345.69,280.15,341.79,332.01,265.56,323.99
2020-01,IN-CT,214.28,117.19,185.11,252.31,204.46,242.63,217.43,121.61,189.34
2020-01,IN-DL,0.0,0.0,0.0,422.19,0.0,422.19,422.19,0.0,422.19
2020-01,IN-GA,538.95,541.54,540.09,524.03,396.17,500.4,530.96,505.15,522.53
2020-01,IN-GJ,237.73,199.09,227.23,319.11,256.15,304.01,255.06,209.72,243.04
2020-01,IN-HR,384.06,230.63,363.17,377.99,356.41,374.78,382.86,257.71,365.5
2020-01,IN-HP,384.56,298.12,379.51,374.96,306.17,370.27,383.71,298.94,378.69
2020-01,IN-JH,278.37,270.66,277.55,296.83,239.34,290.34,281.16,265.68,279.49
2020-01,IN-KA,366.92,187.49,289.36,389.41,240.55,362.14,373.52,193.28,305.68
2020-01,IN-KL,715.96,430.54,694.71,729.58,381.86,692.92,721.46,406.28,693.97
2020-01,IN-MP,237.36,177.85,224.25,285.96,197.71,272.28,244.51,179.85,230.85
2020-01,IN-MH,251.91,157.34,209.54,349.84,207.27,334.05,272.13,159.26,226.85
2020-01,IN-MN,407.85,367.91,402.57,373.49,296.71,363.16,398.4,348.03,391.71
2020-01,IN-ML,319.7,204.55,281.52,358.81,243.6,338.24,323.29,206.2,285.82
2020-01,IN-MZ,364.88,300.0,354.47,383.92,318.39,376.07,373.4,306.73,363.88
2020-01,IN-NL,353.76,0.0,353.76,398.0,0.0,398.0,375.4,0.0,375.4
2020-01,IN-OR,289.06,187.55,266.89,292.62,245.87,283.61,289.28,190.72,267.91
2020-01,IN-PB,328.76,248.71,313.68,375.28,290.33,372.21,336.47,250.0,322.06
2020-01,IN-RJ,349.04,256.61,332.05,327.71,257.12,321.71,345.3,256.65,330.4
2020-01,IN-SK,491.45,0.0,491.45,541.89,0.0,541.89,498.52,0.0,498.52
2020-01,IN-TN,443.7,200.46,350.27,473.42,284.69,435.83,454.04,215.24,375.17
2020-01,IN-TG,346.9,242.36,288.6,508.66,313.18,462.02,404.24,250.87,330.54
2020-01,IN-TR,325.87,327.37,326.05,389.49,287.87,374.21,332.64,321.98,331.35
2020-01,IN-UT,322.1,185.36,312.09,375.06,204.29,365.73,331.88,188.05,321.83
2020-01,IN-UP,303.08,208.4,298.23,334.19,243.71,328.17,307.62,214.9,302.66
2020-01,IN-WB,248.76,269.58,251.79,299.7,221.98,292.9,257.76,264.45,258.67
2020-01,IN-AN,617.07,418.26,554.5,608.46,199.23,509.39,612.99,333.91,534.25
2020-01,IN-CH,400.0,0.0,400.0,373.54,295.8,351.03,373.71,295.8,351.25
2020-01,IN-DN,350.0,250.0,287.54,0.0,41.96,41.96,350.0,210.79,256.43
2020-01,IN-DD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,IN-JK,443.98,400.0,442.28,448.5,416.56,442.13,444.4,406.49,442.26
2020-01,IN-LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,IN-LD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,IN-PY,501.67,0.0,501.67,480.33,0.0,480.33,493.28,0.0,493.28
2020-01,IN,315.13,205.43,287.49,391.31,264.86,373.33,328.35,211.0,300.78
2020-04,IN-AP,379.79,205.99,311.24,407.53,248.73,361.33,382.35,208.56,315.25
2020-04,IN-AR,401.65,300.0,366.35,415.66,350.0,413.0,403.24,300.5,370.08
2020-04,IN-AS,315.23,207.45,298.93,344.71,278.51,338.41,316.78,209.71,300.89
2020-04,IN-BR,323.13,214.37,307.67,341.25,225.18,334.65,324.03,214.57,308.9
2020-04,IN-CT,261.62,152.29,230.16,227.11,192.81,220.76,258.82,154.2,229.49
2020-04,IN-DL,0.0,350.0,350.0,485.23,400.0,483.51,485.23,383.25,482.16
2020-04,IN-GA,0.0,0.0,0.0,780.43,418.81,530.2,780.43,418.81,530.2
2020-04,IN-GJ,215.2,190.87,207.23,308.69,194.15,292.17,222.79,190.97,212.75
2020-04,IN-HR,396.95,309.36,380.27,398.3,350.35,393.86,397.11,311.6,381.71
2020-04,IN-HP,388.15,327.0,384.59,364.03,350.0,363.83,386.22,327.47,382.99
2020-04,IN-JH,292.22,218.68,280.72,316.3,248.69,308.68,294.43,220.62,283.17
2020-04,IN-KA,305.9,179.92,256.42,383.26,208.58,352.23,323.96,182.57,274.01
2020-04,IN-KL,685.12,318.79,628.62,697.62,489.62,679.72,690.09,362.31,648.03
2020-04,IN-MP,230.77,219.71,227.25,265.81,211.91,256.55,234.01,219.37,229.52
2020-04,IN-MH,260.83,170.21,224.31,303.05,196.34,284.91,264.99,171.05,228.73
2020-04,IN-MN,389.2,331.44,383.53,373.55,325.16,368.83,384.77,329.67,379.37
2020-04,IN-ML,297.16,185.14,273.52,245.85,189.78,236.02,295.9,185.23,272.64
2020-04,IN-MZ,376.05,193.33,367.32,363.02,308.09,355.09,371.66,265.77,362.9
2020-04,IN-NL,400.0,0.0,400.0,419.56,0.0,419.56,407.02,0.0,407.02
2020-04,IN-OR,265.92,198.03,249.56,322.8,223.0,302.01,268.88,199.12,252.18
2020-04,IN-PB,327.15,265.07,320.3,357.56,230.71,353.41,329.81,264.19,322.98
2020-04,IN-RJ,332.3,315.0,331.66,355.71,326.28,351.89,333.68,317.21,332.97
2020-04,IN-SK,413.9,0.0,413.9,609.5,0.0,609.5,435.03,0.0,435.03
2020-04,IN-TN,400.78,203.98,328.78,450.29,239.73,399.05,411.72,208.86,342.27
2020-04,IN-TG,418.23,315.55,355.91,510.68,388.42,482.29,443.51,320.56,376.33
2020-04,IN-TR,327.87,247.37,319.21,333.88,287.69,329.85,328.84,252.68,320.89
2020-04,IN-UT,351.92,315.01,348.67,369.91,200.0,361.59,354.6,305.19,350.52
2020-04,IN-UP,301.05,250.05,296.82,333.35,337.31,333.56,302.57,252.6,298.5
2020-04,IN-WB,251.94,176.4,244.92,314.29,191.3,306.69,257.98,177.36,250.72
2020-04,IN-AN,400.0,0.0,400.0,467.68,234.26,403.74,438.84,234.26,402.43
2020-04,IN-CH,471.39,0.0,471.39,294.26,200.0,284.21,377.14,200.0,366.56
2020-04,IN-DN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,IN-DD,150.0,150.0,150.0,0.0,0.0,0.0,150.0,150.0,150.0
2020-04,IN-JK,440.42,350.0,440.41,455.1,431.09,454.39,441.47,427.64,441.44
2020-04,IN-LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,IN-LD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,IN-PY,366.0,232.62,316.47,479.87,190.68,448.05,406.67,228.26,353.56
2020-04,IN,309.02,209.1,284.69,390.06,256.2,369.75,317.28,211.89,292.51
