Location,Region,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,1999,1989,1979,1969,1963
Total,Total,1011078,997023,983485,941547,920165,908712,897427,894496,885639,869849,859106,823412,794090,768263,759915,742274,716521,677768,645662,632508,611026,596400,585648,541149,427834,311015,252259,235232
Total, Western region,111426,112145,111637,110046,109411,106848,105274,107712,106024,104241,102767,100483,97771,95743,96791,96489,97659,96951,96427,97313,96008,95873,96193,94124,80973,65049,58870,54823
Total, Bayan-Ulgii,26382,26526,26329,25952,25630,24639,24327,24306,23626,23497,23082,22411,21171,20689,20995,20696,21253,21399,21186,21463,21328,22025,21753,19270,17339,12479,10551,9744
Total, Govi-Altai,16359,16413,16430,16520,16521,16345,16075,16711,16494,16254,16072,15786,15578,15244,15547,15683,15540,15180,15185,15609,15473,15074,15168,14796,12467,10695,10027,9902
Total, Zavkhan,21586,21689,21710,21668,21616,21174,20713,21785,21474,21078,20695,20495,20156,19919,19961,20079,20643,20359,20490,20268,19929,19893,20238,21605,18382,16129,15657,15677
Total, Uvs,22805,22947,22950,22369,22315,21874,21646,22047,21796,21494,21212,20719,20248,19845,19799,19732,20014,19916,19905,20100,19800,19603,19791,20307,17676,14158,12517,11392
Total, Khovd,24294,24570,24218,23537,23329,22816,22513,22863,22634,21918,21706,21072,20618,20046,20489,20299,20209,20097,19661,19873,19478,19278,19243,18146,15109,11588,10118,8108
Total, Khangai region,178698,180058,179321,177586,177129,172943,170468,176687,174558,171038,169327,165535,162417,159854,160165,158480,156924,151021,146002,143942,139545,140457,141472,133373,104366,79654,70071,64640
