observationAbout,observationDate,value,variableMeasured
country/MNG,1994,266867,dcid:Count_Person_10To14Years
country/MNG,1993,259277,dcid:Count_Person_10To14Years
country/MNG,1992,258612,dcid:Count_Person_10To14Years
country/MNG,1991,261280,dcid:Count_Person_10To14Years
country/MNG,1990,260968,dcid:Count_Person_10To14Years
country/MNG,1989,255646,dcid:Count_Person_10To14Years
country/MNG,1979,207713,dcid:Count_Person_10To14Years
country/MNG,1969,139050,dcid:Count_Person_10To14Years
country/MNG,1963,87283,dcid:Count_Person_10To14Years
country/MNG,1956,61387,dcid:Count_Person_10To14Years
country/MNG,2025,299213,dcid:Count_Person_15To19Years
country/MNG,2024,280404,dcid:Count_Person_15To19Years
country/MNG,2023,255345,dcid:Count_Person_15To19Years
country/MNG,2022,235243,dcid:Count_Person_15To19Years
country/MNG,2021,222552,dcid:Count_Person_15To19Years
country/MNG,2020,221174,dcid:Count_Person_15To19Years
country/MNG,2019,223078,dcid:Count_Person_15To19Years
country/MNG,2018,228402,dcid:Count_Person_15To19Years
country/MNG,2017,233001,dcid:Count_Person_15To19Years
country/MNG,2016,236400,dcid:Count_Person_15To19Years
country/MNG,2015,239910,dcid:Count_Person_15To19Years
country/MNG,2014,244337,dcid:Count_Person_15To19Years
country/MNG,2013,253439,dcid:Count_Person_15To19Years
country/MNG,2012,252710,dcid:Count_Person_15To19Years
country/MNG,2011,260952,dcid:Count_Person_15To19Years
country/MNG,2010,275828,dcid:Count_Person_15To19Years
country/MNG,2009,286918,dcid:Count_Person_15To19Years
country/MNG,2008,297965,dcid:Count_Person_15To19Years
country/MNG,2007,306703,dcid:Count_Person_15To19Years
country/MNG,2006,307890,dcid:Count_Person_15To19Years
country/MNG,2005,298606,dcid:Count_Person_15To19Years
country/MNG,2004,295168,dcid:Count_Person_15To19Years
country/MNG,2003,292054,dcid:Count_Person_15To19Years
country/MNG,2002,288606,dcid:Count_Person_15To19Years
country/MNG,2001,282865,dcid:Count_Person_15To19Years
country/MNG,2000,276123,dcid:Count_Person_15To19Years
country/MNG,1999,263358,dcid:Count_Person_15To19Years
country/MNG,1998,257144,dcid:Count_Person_15To19Years
country/MNG,1997,254509,dcid:Count_Person_15To19Years
country/MNG,1996,249583,dcid:Count_Person_15To19Years
country/MNG,1995,246021,dcid:Count_Person_15To19Years
country/MNG,1994,241367,dcid:Count_Person_15To19Years
country/MNG,1993,241210,dcid:Count_Person_15To19Years
country/MNG,1992,238775,dcid:Count_Person_15To19Years
country/MNG,1991,242429,dcid:Count_Person_15To19Years
country/MNG,1990,237545,dcid:Count_Person_15To19Years
country/MNG,1989,221580,dcid:Count_Person_15To19Years
country/MNG,1979,184416,dcid:Count_Person_15To19Years
country/MNG,1969,91157,dcid:Count_Person_15To19Years
country/MNG,1963,70888,dcid:Count_Person_15To19Years
country/MNG,1956,75685,dcid:Count_Person_15To19Years
country/MNG,2025,218774,dcid:Count_Person_20To24Years
country/MNG,2024,223723,dcid:Count_Person_20To24Years
country/MNG,2023,228318,dcid:Count_Person_20To24Years
country/MNG,2022,232034,dcid:Count_Person_20To24Years
country/MNG,2021,234660,dcid:Count_Person_20To24Years
country/MNG,2020,237479,dcid:Count_Person_20To24Years
country/MNG,2019,239604,dcid:Count_Person_20To24Years
country/MNG,2018,244971,dcid:Count_Person_20To24Years
country/MNG,2017,244980,dcid:Count_Person_20To24Years
country/MNG,2016,255144,dcid:Count_Person_20To24Years
country/MNG,2015,267844,dcid:Count_Person_20To24Years
country/MNG,2014,278214,dcid:Count_Person_20To24Years
country/MNG,2013,298383,dcid:Count_Person_20To24Years
country/MNG,2012,309393,dcid:Count_Person_20To24Years
country/MNG,2011,315540,dcid:Count_Person_20To24Years
country/MNG,2010,305891,dcid:Count_Person_20To24Years
country/MNG,2009,296937,dcid:Count_Person_20To24Years
country/MNG,2008,280924,dcid:Count_Person_20To24Years
country/MNG,2007,265674,dcid:Count_Person_20To24Years
country/MNG,2006,257726,dcid:Count_Person_20To24Years
country/MNG,2005,271080,dcid:Count_Person_20To24Years
country/MNG,2004,267961,dcid:Count_Person_20To24Years
country/MNG,2003,265130,dcid:Count_Person_20To24Years
country/MNG,2002,262002,dcid:Count_Person_20To24Years
country/MNG,2001,255334,dcid:Count_Person_20To24Years
country/MNG,2000,248994,dcid:Count_Person_20To24Years
country/MNG,1999,235751,dcid:Count_Person_20To24Years
country/MNG,1998,238412,dcid:Count_Person_20To24Years
country/MNG,1997,234998,dcid:Count_Person_20To24Years
country/MNG,1996,232535,dcid:Count_Person_20To24Years
country/MNG,1995,225858,dcid:Count_Person_20To24Years
country/MNG,1994,222876,dcid:Count_Person_20To24Years
country/MNG,1993,212493,dcid:Count_Person_20To24Years
country/MNG,1992,208490,dcid:Count_Person_20To24Years
country/MNG,1991,208563,dcid:Count_Person_20To24Years
country/MNG,1990,209207,dcid:Count_Person_20To24Years
country/MNG,1989,196052,dcid:Count_Person_20To24Years
country/MNG,1979,130104,dcid:Count_Person_20To24Years
country/MNG,1969,70079,dcid:Count_Person_20To24Years
country/MNG,1963,72017,dcid:Count_Person_20To24Years
country/MNG,1956,68976,dcid:Count_Person_20To24Years
country/MNG,2025,235074,dcid:Count_Person_25To29Years
country/MNG,2024,238764,dcid:Count_Person_25To29Years
country/MNG,2023,241871,dcid:Count_Person_25To29Years
country/MNG,2022,242022,dcid:Count_Person_25To29Years
country/MNG,2021,251879,dcid:Count_Person_25To29Years
country/MNG,2020,264593,dcid:Count_Person_25To29Years
country/MNG,2019,277392,dcid:Count_Person_25To29Years
country/MNG,2018,294550,dcid:Count_Person_25To29Years
country/MNG,2017,310730,dcid:Count_Person_25To29Years
country/MNG,2016,314540,dcid:Count_Person_25To29Years
country/MNG,2015,313709,dcid:Count_Person_25To29Years
country/MNG,2014,305778,dcid:Count_Person_25To29Years
country/MNG,2013,298203,dcid:Count_Person_25To29Years
country/MNG,2012,287776,dcid:Count_Person_25To29Years
country/MNG,2011,280465,dcid:Count_Person_25To29Years
country/MNG,2010,260640,dcid:Count_Person_25To29Years
country/MNG,2009,249737,dcid:Count_Person_25To29Years
country/MNG,2008,238304,dcid:Count_Person_25To29Years
country/MNG,2007,231123,dcid:Count_Person_25To29Years
country/MNG,2006,224551,dcid:Count_Person_25To29Years
country/MNG,2005,235558,dcid:Count_Person_25To29Years
country/MNG,2004,232848,dcid:Count_Person_25To29Years
country/MNG,2003,230389,dcid:Count_Person_25To29Years
country/MNG,2002,227669,dcid:Count_Person_25To29Years
country/MNG,2001,224839,dcid:Count_Person_25To29Years
country/MNG,2000,219423,dcid:Count_Person_25To29Years
country/MNG,1999,216652,dcid:Count_Person_25To29Years
country/MNG,1998,213505,dcid:Count_Person_25To29Years
country/MNG,1997,207981,dcid:Count_Person_25To29Years
country/MNG,1996,202258,dcid:Count_Person_25To29Years
country/MNG,1995,200382,dcid:Count_Person_25To29Years
country/MNG,1994,193488,dcid:Count_Person_25To29Years
country/MNG,1993,188793,dcid:Count_Person_25To29Years
country/MNG,1992,186938,dcid:Count_Person_25To29Years
country/MNG,1991,191321,dcid:Count_Person_25To29Years
country/MNG,1990,186973,dcid:Count_Person_25To29Years
country/MNG,1989,179543,dcid:Count_Person_25To29Years
country/MNG,1979,92611,dcid:Count_Person_25To29Years
country/MNG,1969,77960,dcid:Count_Person_25To29Years
country/MNG,1963,70688,dcid:Count_Person_25To29Years
country/MNG,1956,63947,dcid:Count_Person_25To29Years
country/MNG,2025,261909,dcid:Count_Person_30To34Years
country/MNG,2024,275663,dcid:Count_Person_30To34Years
country/MNG,2023,290328,dcid:Count_Person_30To34Years
country/MNG,2022,306476,dcid:Count_Person_30To34Years
country/MNG,2021,311059,dcid:Count_Person_30To34Years
country/MNG,2020,310459,dcid:Count_Person_30To34Years
country/MNG,2019,304728,dcid:Count_Person_30To34Years
country/MNG,2018,295098,dcid:Count_Person_30To34Years
country/MNG,2017,283360,dcid:Count_Person_30To34Years
country/MNG,2016,273997,dcid:Count_Person_30To34Years
country/MNG,2015,263538,dcid:Count_Person_30To34Years
country/MNG,2014,257858,dcid:Count_Person_30To34Years
country/MNG,2013,255161,dcid:Count_Person_30To34Years
country/MNG,2012,252204,dcid:Count_Person_30To34Years
country/MNG,2011,248370,dcid:Count_Person_30To34Years
country/MNG,2010,234435,dcid:Count_Person_30To34Years
country/MNG,2009,229054,dcid:Count_Person_30To34Years
country/MNG,2008,220314,dcid:Count_Person_30To34Years
country/MNG,2007,215578,dcid:Count_Person_30To34Years
country/MNG,2006,211470,dcid:Count_Person_30To34Years
country/MNG,2005,202598,dcid:Count_Person_30To34Years
country/MNG,2004,200269,dcid:Count_Person_30To34Years
country/MNG,2003,198152,dcid:Count_Person_30To34Years
country/MNG,2002,195815,dcid:Count_Person_30To34Years
country/MNG,2001,192949,dcid:Count_Person_30To34Years
country/MNG,2000,190256,dcid:Count_Person_30To34Years
country/MNG,1999,187872,dcid:Count_Person_30To34Years
country/MNG,1998,189718,dcid:Count_Person_30To34Years
country/MNG,1997,186497,dcid:Count_Person_30To34Years
country/MNG,1996,185445,dcid:Count_Person_30To34Years
country/MNG,1995,179067,dcid:Count_Person_30To34Years
country/MNG,1994,179339,dcid:Count_Person_30To34Years
country/MNG,1993,168344,dcid:Count_Person_30To34Years
country/MNG,1992,162570,dcid:Count_Person_30To34Years
country/MNG,1991,156575,dcid:Count_Person_30To34Years
country/MNG,1990,153333,dcid:Count_Person_30To34Years
country/MNG,1989,135284,dcid:Count_Person_30To34Years
country/MNG,1979,77046,dcid:Count_Person_30To34Years
country/MNG,1969,64971,dcid:Count_Person_30To34Years
country/MNG,1963,64371,dcid:Count_Person_30To34Years
country/MNG,1956,58506,dcid:Count_Person_30To34Years
country/MNG,2025,305975,dcid:Count_Person_35To39Years
country/MNG,2024,301596,dcid:Count_Person_35To39Years
country/MNG,2023,291823,dcid:Count_Person_35To39Years
country/MNG,2022,280373,dcid:Count_Person_35To39Years
country/MNG,2021,271147,dcid:Count_Person_35To39Years
country/MNG,2020,260722,dcid:Count_Person_35To39Years
country/MNG,2019,251684,dcid:Count_Person_35To39Years
country/MNG,2018,244225,dcid:Count_Person_35To39Years
country/MNG,2017,241307,dcid:Count_Person_35To39Years
country/MNG,2016,236622,dcid:Count_Person_35To39Years
country/MNG,2015,232634,dcid:Count_Person_35To39Years
country/MNG,2014,233392,dcid:Count_Person_35To39Years
country/MNG,2013,233392,dcid:Count_Person_35To39Years
country/MNG,2012,228657,dcid:Count_Person_35To39Years
country/MNG,2011,225425,dcid:Count_Person_35To39Years
country/MNG,2010,212991,dcid:Count_Person_35To39Years
country/MNG,2009,206788,dcid:Count_Person_35To39Years
country/MNG,2008,197863,dcid:Count_Person_35To39Years
country/MNG,2007,193898,dcid:Count_Person_35To39Years
country/MNG,2006,190864,dcid:Count_Person_35To39Years
country/MNG,2005,185103,dcid:Count_Person_35To39Years
country/MNG,2004,182973,dcid:Count_Person_35To39Years
country/MNG,2003,181042,dcid:Count_Person_35To39Years
country/MNG,2002,178905,dcid:Count_Person_35To39Years
country/MNG,2001,176967,dcid:Count_Person_35To39Years
country/MNG,2000,172291,dcid:Count_Person_35To39Years
country/MNG,1999,172606,dcid:Count_Person_35To39Years
country/MNG,1998,168875,dcid:Count_Person_35To39Years
country/MNG,1997,161213,dcid:Count_Person_35To39Years
country/MNG,1996,150237,dcid:Count_Person_35To39Years
country/MNG,1995,144597,dcid:Count_Person_35To39Years
country/MNG,1994,130501,dcid:Count_Person_35To39Years
country/MNG,1993,120960,dcid:Count_Person_35To39Years
country/MNG,1992,111105,dcid:Count_Person_35To39Years
country/MNG,1991,107005,dcid:Count_Person_35To39Years
country/MNG,1990,96370,dcid:Count_Person_35To39Years
country/MNG,1989,92615,dcid:Count_Person_35To39Years
country/MNG,1979,76594,dcid:Count_Person_35To39Years
country/MNG,1969,64200,dcid:Count_Person_35To39Years
country/MNG,1963,57338,dcid:Count_Person_35To39Years
country/MNG,1956,56705,dcid:Count_Person_35To39Years
country/MNG,2025,255159,dcid:Count_Person_40To44Years
country/MNG,2024,247505,dcid:Count_Person_40To44Years
country/MNG,2023,239962,dcid:Count_Person_40To44Years
country/MNG,2022,237096,dcid:Count_Person_40To44Years
country/MNG,2021,232520,dcid:Count_Person_40To44Years
country/MNG,2020,228693,dcid:Count_Person_40To44Years
country/MNG,2019,224191,dcid:Count_Person_40To44Years
country/MNG,2018,221914,dcid:Count_Person_40To44Years
country/MNG,2017,217532,dcid:Count_Person_40To44Years
country/MNG,2016,214112,dcid:Count_Person_40To44Years
country/MNG,2015,208439,dcid:Count_Person_40To44Years
country/MNG,2014,208711,dcid:Count_Person_40To44Years
country/MNG,2013,201152,dcid:Count_Person_40To44Years
country/MNG,2012,197184,dcid:Count_Person_40To44Years
country/MNG,2011,192568,dcid:Count_Person_40To44Years
country/MNG,2010,188396,dcid:Count_Person_40To44Years
country/MNG,2009,181803,dcid:Count_Person_40To44Years
country/MNG,2008,178823,dcid:Count_Person_40To44Years
country/MNG,2007,175188,dcid:Count_Person_40To44Years
country/MNG,2006,175113,dcid:Count_Person_40To44Years
country/MNG,2005,151485,dcid:Count_Person_40To44Years
country/MNG,2004,149743,dcid:Count_Person_40To44Years
country/MNG,2003,148161,dcid:Count_Person_40To44Years
country/MNG,2002,146413,dcid:Count_Person_40To44Years
country/MNG,2001,145158,dcid:Count_Person_40To44Years
country/MNG,2000,139129,dcid:Count_Person_40To44Years
country/MNG,1999,127220,dcid:Count_Person_40To44Years
country/MNG,1998,117620,dcid:Count_Person_40To44Years
country/MNG,1997,107081,dcid:Count_Person_40To44Years
country/MNG,1996,100184,dcid:Count_Person_40To44Years
country/MNG,1995,88980,dcid:Count_Person_40To44Years
country/MNG,1994,86318,dcid:Count_Person_40To44Years
country/MNG,1993,79472,dcid:Count_Person_40To44Years
country/MNG,1992,76653,dcid:Count_Person_40To44Years
country/MNG,1991,73655,dcid:Count_Person_40To44Years
country/MNG,1990,73621,dcid:Count_Person_40To44Years
country/MNG,1989,70390,dcid:Count_Person_40To44Years
country/MNG,1979,64798,dcid:Count_Person_40To44Years
country/MNG,1969,50297,dcid:Count_Person_40To44Years
country/MNG,1963,47642,dcid:Count_Person_40To44Years
country/MNG,1956,47421,dcid:Count_Person_40To44Years
