observationAbout,observationDate,value,variableMeasured
country/MNG,1969,670200,dcid:Count_Person_Rural
country/MNG,1968,652100,dcid:Count_Person_Rural
country/MNG,1967,685000,dcid:Count_Person_Rural
country/MNG,1966,667100,dcid:Count_Person_Rural
country/MNG,1965,649900,dcid:Count_Person_Rural
country/MNG,1964,631300,dcid:Count_Person_Rural
country/MNG,1963,608300,dcid:Count_Person_Rural
country/MNG,1956,662500,dcid:Count_Person_Rural
country/MNG,2025,3591120,dcid:Count_Person
country/MNG,2024,3554550,dcid:Count_Person
country/MNG,2023,3514456,dcid:Count_Person
country/MNG,2022,3467263,dcid:Count_Person
country/MNG,2021,3419654,dcid:Count_Person
country/MNG,2020,3367257,dcid:Count_Person
country/MNG,2019,3296866,dcid:Count_Person
country/MNG,2018,3238479,dcid:Count_Person
country/MNG,2017,3177899,dcid:Count_Person
country/MNG,2016,3119935,dcid:Count_Person
country/MNG,2015,3057778,dcid:Count_Person
country/MNG,2014,2995949,dcid:Count_Person
country/MNG,2013,2930277,dcid:Count_Person
country/MNG,2012,2867744,dcid:Count_Person
country/MNG,2011,2811666,dcid:Count_Person
country/MNG,2010,2760968,dcid:Count_Person
country/MNG,2009,2716275,dcid:Count_Person
country/MNG,2008,2665955,dcid:Count_Person
country/MNG,2007,2620446,dcid:Count_Person
country/MNG,2006,2583254,dcid:Count_Person
country/MNG,2005,2551081,dcid:Count_Person
country/MNG,2004,2521733,dcid:Count_Person
country/MNG,2003,2495091,dcid:Count_Person
country/MNG,2002,2465657,dcid:Count_Person
country/MNG,2001,2432397,dcid:Count_Person
country/MNG,2000,2403105,dcid:Count_Person
country/MNG,1999,2373493,dcid:Count_Person
country/MNG,1998,2340134,dcid:Count_Person
country/MNG,1997,2307484,dcid:Count_Person
country/MNG,1996,2276016,dcid:Count_Person
country/MNG,1995,2242998,dcid:Count_Person
country/MNG,1994,2206892,dcid:Count_Person
country/MNG,1993,2171898,dcid:Count_Person
country/MNG,1992,2158362,dcid:Count_Person
country/MNG,1991,2177217,dcid:Count_Person
country/MNG,1990,2153466,dcid:Count_Person
country/MNG,1989,2043954,dcid:Count_Person
country/MNG,1988,1997000,dcid:Count_Person
country/MNG,1987,1949700,dcid:Count_Person
country/MNG,1986,1900600,dcid:Count_Person
country/MNG,1985,1854300,dcid:Count_Person
country/MNG,1984,1808900,dcid:Count_Person
country/MNG,1983,1767500,dcid:Count_Person
country/MNG,1982,1724700,dcid:Count_Person
country/MNG,1981,1682000,dcid:Count_Person
country/MNG,1980,1639700,dcid:Count_Person
country/MNG,1979,1595000,dcid:Count_Person
country/MNG,1978,1553600,dcid:Count_Person
country/MNG,1977,1512400,dcid:Count_Person
country/MNG,1976,1466900,dcid:Count_Person
country/MNG,1975,1424400,dcid:Count_Person
country/MNG,1974,1380700,dcid:Count_Person
country/MNG,1973,1339500,dcid:Count_Person
country/MNG,1972,1301400,dcid:Count_Person
country/MNG,1971,1265400,dcid:Count_Person
country/MNG,1970,1230500,dcid:Count_Person
country/MNG,1969,1197600,dcid:Count_Person
country/MNG,1968,1164500,dcid:Count_Person
country/MNG,1967,1134400,dcid:Count_Person
country/MNG,1966,1104400,dcid:Count_Person
country/MNG,1965,1076000,dcid:Count_Person
country/MNG,1964,1045200,dcid:Count_Person
country/MNG,1963,1017100,dcid:Count_Person
country/MNG,1962,998000,dcid:Count_Person
country/MNG,1961,968100,dcid:Count_Person
country/MNG,1960,936900,dcid:Count_Person
country/MNG,1959,909600,dcid:Count_Person
country/MNG,1958,884800,dcid:Count_Person
country/MNG,1957,862000,dcid:Count_Person
country/MNG,1956,845500,dcid:Count_Person
country/MNG,1955,827300,dcid:Count_Person
country/MNG,1954,813600,dcid:Count_Person
country/MNG,1953,799900,dcid:Count_Person
country/MNG,1952,786100,dcid:Count_Person
country/MNG,1951,772400,dcid:Count_Person
country/MNG,1950,758900,dcid:Count_Person
country/MNG,1949,758700,dcid:Count_Person
country/MNG,1948,759200,dcid:Count_Person
country/MNG,1947,759700,dcid:Count_Person
country/MNG,1946,759400,dcid:Count_Person
country/MNG,1945,759300,dcid:Count_Person
country/MNG,1944,759100,dcid:Count_Person
country/MNG,1943,754200,dcid:Count_Person
country/MNG,1942,749000,dcid:Count_Person
country/MNG,1941,743800,dcid:Count_Person
country/MNG,1940,738600,dcid:Count_Person
country/MNG,1939,736400,dcid:Count_Person
country/MNG,1938,747600,dcid:Count_Person
country/MNG,1937,740000,dcid:Count_Person
country/MNG,1936,737900,dcid:Count_Person
country/MNG,1935,738200,dcid:Count_Person
country/MNG,2025,1758462,dcid:Count_Person_Male
country/MNG,2024,1741674,dcid:Count_Person_Male
country/MNG,2023,1723589,dcid:Count_Person_Male
country/MNG,2022,1701462,dcid:Count_Person_Male
country/MNG,2021,1679372,dcid:Count_Person_Male
country/MNG,2020,1654293,dcid:Count_Person_Male
country/MNG,2019,1619573,dcid:Count_Person_Male
country/MNG,2018,1591848,dcid:Count_Person_Male
country/MNG,2017,1562370,dcid:Count_Person_Male
country/MNG,2016,1533983,dcid:Count_Person_Male
country/MNG,2015,1503612,dcid:Count_Person_Male
country/MNG,2014,1466455,dcid:Count_Person_Male
country/MNG,2013,1425843,dcid:Count_Person_Male
country/MNG,2012,1393453,dcid:Count_Person_Male
country/MNG,2011,1364723,dcid:Count_Person_Male
country/MNG,2010,1342081,dcid:Count_Person_Male
country/MNG,2009,1328140,dcid:Count_Person_Male
country/MNG,2008,1301305,dcid:Count_Person_Male
country/MNG,2007,1277249,dcid:Count_Person_Male
country/MNG,2006,1259653,dcid:Count_Person_Male
country/MNG,2005,1265614,dcid:Count_Person_Male
country/MNG,2004,1251052,dcid:Count_Person_Male
country/MNG,2003,1237838,dcid:Count_Person_Male
country/MNG,2002,1223235,dcid:Count_Person_Male
country/MNG,2001,1204702,dcid:Count_Person_Male
country/MNG,2000,1190244,dcid:Count_Person_Male
country/MNG,1999,1177981,dcid:Count_Person_Male
country/MNG,1998,1161666,dcid:Count_Person_Male
country/MNG,1997,1145568,dcid:Count_Person_Male
country/MNG,1996,1129848,dcid:Count_Person_Male
country/MNG,1995,1114370,dcid:Count_Person_Male
country/MNG,1994,1096797,dcid:Count_Person_Male
country/MNG,1993,1082495,dcid:Count_Person_Male
country/MNG,1992,1075995,dcid:Count_Person_Male
country/MNG,1991,1085404,dcid:Count_Person_Male
country/MNG,1990,1073647,dcid:Count_Person_Male
country/MNG,1989,1020669,dcid:Count_Person_Male
country/MNG,1988,999500,dcid:Count_Person_Male
country/MNG,1987,976700,dcid:Count_Person_Male
country/MNG,1986,952200,dcid:Count_Person_Male
country/MNG,1985,929000,dcid:Count_Person_Male
country/MNG,1984,906300,dcid:Count_Person_Male
country/MNG,1983,885500,dcid:Count_Person_Male
country/MNG,1982,864100,dcid:Count_Person_Male
country/MNG,1981,842700,dcid:Count_Person_Male
country/MNG,1980,821200,dcid:Count_Person_Male
country/MNG,1979,798900,dcid:Count_Person_Male
country/MNG,1978,775300,dcid:Count_Person_Male
country/MNG,1977,754700,dcid:Count_Person_Male
country/MNG,1976,732700,dcid:Count_Person_Male
country/MNG,1975,711400,dcid:Count_Person_Male
country/MNG,1974,689200,dcid:Count_Person_Male
country/MNG,1973,668400,dcid:Count_Person_Male
country/MNG,1972,649400,dcid:Count_Person_Male
country/MNG,1971,631200,dcid:Count_Person_Male
country/MNG,1970,613800,dcid:Count_Person_Male
country/MNG,1969,597400,dcid:Count_Person_Male
country/MNG,1968,583400,dcid:Count_Person_Male
country/MNG,1967,568300,dcid:Count_Person_Male
country/MNG,1966,553300,dcid:Count_Person_Male
country/MNG,1965,538600,dcid:Count_Person_Male
country/MNG,1964,521600,dcid:Count_Person_Male
country/MNG,1963,508000,dcid:Count_Person_Male
country/MNG,1962,499300,dcid:Count_Person_Male
country/MNG,1961,483600,dcid:Count_Person_Male
country/MNG,1960,467600,dcid:Count_Person_Male
country/MNG,1959,453600,dcid:Count_Person_Male
country/MNG,1958,440800,dcid:Count_Person_Male
country/MNG,1957,428000,dcid:Count_Person_Male
country/MNG,1956,420300,dcid:Count_Person_Male
country/MNG,1955,411200,dcid:Count_Person_Male
country/MNG,1954,403500,dcid:Count_Person_Male
country/MNG,1953,396800,dcid:Count_Person_Male
country/MNG,1952,389900,dcid:Count_Person_Male
country/MNG,1951,383100,dcid:Count_Person_Male
country/MNG,1950,372900,dcid:Count_Person_Male
country/MNG,1949,365200,dcid:Count_Person_Male
country/MNG,1948,373500,dcid:Count_Person_Male
country/MNG,1947,371800,dcid:Count_Person_Male
country/MNG,1946,371600,dcid:Count_Person_Male
country/MNG,1945,371400,dcid:Count_Person_Male
country/MNG,1944,371300,dcid:Count_Person_Male
country/MNG,1943,368000,dcid:Count_Person_Male
country/MNG,1942,365500,dcid:Count_Person_Male
country/MNG,1941,363000,dcid:Count_Person_Male
country/MNG,1940,360500,dcid:Count_Person_Male
country/MNG,1939,359000,dcid:Count_Person_Male
country/MNG,1938,367600,dcid:Count_Person_Male
country/MNG,1937,372200,dcid:Count_Person_Male
country/MNG,1936,371000,dcid:Count_Person_Male
country/MNG,1935,370800,dcid:Count_Person_Male
