statvar,dcid
,
Count_Person_EducationalAttainmentGraduate_PublicUniversityOrAlAzharUniversity,Count_Person_Graduate_PublicUniversityOrAlAzharUniversity
Count_Person_EducationalAttainmentGraduate_Male_PublicUniversityOrAlAzharUniversity,Count_Person_Graduate_Male_PublicUniversityOrAlAzharUniversity
Count_Person_EducationalAttainmentGraduate_Female_PublicUniversityOrAlAzharUniversity,Count_Person_Graduate_Female_PublicUniversityOrAlAzharUniversity
Count_Person_EducationalAttainmentGraduate_PrivateUniversity,Count_Person_Graduate_PrivateUniversity
Count_Person_EducationalAttainmentGraduate_Male_PrivateUniversity,Count_Person_Graduate_Male_PrivateUniversity
Count_Person_EducationalAttainmentGraduate_Female_PrivateUniversity,Count_Person_Graduate_Female_PrivateUniversity
Count_Person_EducationalAttainmentGraduate_PrivateHigherInstitute,Count_Person_Graduate_PrivateHigherInstitute
Count_Person_EducationalAttainmentGraduate_Male_PrivateHigherInstitute,Count_Person_Graduate_Male_PrivateHigherInstitute
Count_Person_EducationalAttainmentGraduate_Female_PrivateHigherInstitute,Count_Person_Graduate_Female_PrivateHigherInstitute
Count_Person_EducationalAttainmentGraduate_Academy,Count_Person_Graduate_Academy
Count_Person_EducationalAttainmentGraduate_Male_Academy,Count_Person_Graduate_Male_Academy
Count_Person_EducationalAttainmentGraduate_Female_Academy,Count_Person_Graduate_Female_Academy
Count_Person_EducationalAttainmentGraduate_UpperMediumTechnicalInstitute,Count_Person_Graduate_UpperMediumTechnicalInstitute
Count_Person_EducationalAttainmentGraduate_Male_UpperMediumTechnicalInstitute,Count_Person_Graduate_Male_UpperMediumTechnicalInstitute
Count_Person_EducationalAttainmentGraduate_Female_UpperMediumTechnicalInstitute,Count_Person_Graduate_Female_UpperMediumTechnicalInstitute
