"MinDate","Units","NumObservations","MinValue","ScalingFactors","MaxDate","observationPeriods","StatVar","MaxValue","NumPlaces","NumObservationsDates","MeasurementMethods"
"2008","[Ton]","6232","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Mercury_SCC_2_InternalCombustionEngines","0.8726501545420999","1686","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16114","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_PM2.5_SCC_28_MiscellaneousAreaSources","148963.82223266704","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","8765","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_1_ExternalCombustion","22.875970669999997","2096","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","9542","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Phenol_SCC_28_MiscellaneousAreaSources","75.53699642000001","3147","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","4673","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Cobalt_SCC_23_IndustrialProcesses","0.322","2356","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","4317","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Nickel_SCC_2_InternalCombustionEngines","14.8124","1188","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","8107","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Pyrene_SCC_1_ExternalCombustion","0.299784615671","2019","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","11538","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_SulfurDioxide_SCC_23_IndustrialProcesses","40973.660638831","3228","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16389","0.00129747","[]","2020","[P1Y]","Annual_Amount_Emissions_SCC_22_MobileSources","1.5360724604258054E8","3284","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","5993","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_3_IndustrialProcesses","43.98152817572","1664","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1911","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chlorane_SCC_5_WasteDisposal","5935.7617","581","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1351","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Sulfane_SCC_5_WasteDisposal","337.376745","422","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2011","[Ton]","312","0.003609","[]","2020","[P1Y]","Annual_Amount_Emissions_Cyanide_SCC_26_WasteDisposalTreatmentAndRecovery","5.04","83","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","106","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chlorine_SCC_2_InternalCombustionEngines","3528.34347","49","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1906","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Ammonia_SCC_4_PetroleumAndSolventEvaporation","704.53138788272","612","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1520","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Sulfane_SCC_3_IndustrialProcesses","2830.12200009","552","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","6806","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Cobalt_SCC_28_MiscellaneousAreaSources","0.0669014617","3225","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2011","[Ton]","1","0.022629200000000002","[]","2011","[P1Y]","Annual_Amount_Emissions_Chlorane_SCC_22_MobileSources","0.022629200000000002","1","1","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","9726","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_SulfurDioxide_SCC_3_IndustrialProcesses","77841.2782","2316","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","13071","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Mercury_SCC_26_WasteDisposalTreatmentAndRecovery","0.1538880106","3228","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","9515","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chloroform_SCC_28_MiscellaneousAreaSources","135.30009412382003","3144","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","837","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chromium_6_SCC_5_WasteDisposal","0.1428336","286","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15619","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Phenol_SCC_26_WasteDisposalTreatmentAndRecovery","63.774878793599996","3229","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","44","0.0","[]","2017","[P1Y]","Annual_Amount_Emissions_Ammonia_SCC_6_MACTSourceCategories","115.8072","26","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16033","2.3814098823529E-4","[]","2020","[P1Y]","Annual_Amount_Emissions_Formaldehyde_SCC_21_StationarySourceFuelCombustion","903.7337092295772","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","14037","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Phenol_SCC_23_IndustrialProcesses","7.102248929498174","3229","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","14045","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Methanol_SCC_22_MobileSources","2396.675580406849","2906","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16124","0.3249942","[]","2020","[P1Y]","Annual_Amount_Emissions_PM2.5_SCC_22_MobileSources","24614.120004777495","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","14339","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Fluorane_SCC_21_StationarySourceFuelCombustion","20.0102","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","3724","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_OxidesOfNitrogen_SCC_4_PetroleumAndSolventEvaporation","7192.363","1062","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","5406","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Hexane_SCC_2_InternalCombustionEngines","226.8911854572","1432","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15715","0.09100839999999999","[]","2020","[P1Y]","Annual_Amount_Emissions_Formaldehyde_SCC_27_NaturalSources","23737.0","3227","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","52","0.0","[]","2017","[P1Y]","Annual_Amount_Emissions_Methanol_SCC_6_MACTSourceCategories","115.7936","30","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16033","3.472889411764E-5","[]","2020","[P1Y]","Annual_Amount_Emissions_Acetaldehyde_SCC_21_StationarySourceFuelCombustion","424.54707188035","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","168","0.0","[]","2014","[P1Y]","Annual_Amount_Emissions_Manganese_SCC_28_MiscellaneousAreaSources","3.135327","59","3","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1756","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Pyrene_SCC_3_IndustrialProcesses","2.560000496502","607","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15452","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Pyrene_SCC_26_WasteDisposalTreatmentAndRecovery","0.434236","3229","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","314","0.0","[]","2017","[P1Y]","Annual_Amount_Emissions_VolatileOrganicCompound_SCC_6_MACTSourceCategories","2134.8","148","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15772","1.88","[]","2020","[P1Y]","Annual_Amount_Emissions_SCC_27_NaturalSources","1108436.24","3227","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1859","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chloroform_SCC_3_IndustrialProcesses","381.123","555","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16060","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Benzene_SCC_23_IndustrialProcesses","10363.294608600001","3229","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","2704","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chloroform_SCC_2_InternalCombustionEngines","2.64807390897","769","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","11567","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_OxidesOfNitrogen_SCC_23_IndustrialProcesses","48276.99","3228","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","4682","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Arsenic_SCC_23_IndustrialProcesses","1.95899699546192","2356","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","3632","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Selenium_SCC_3_IndustrialProcesses","31.2","1081","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15876","1.23586E-6","[]","2020","[P1Y]","Annual_Amount_Emissions_Phenol_SCC_21_StationarySourceFuelCombustion","201.65964754309033","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2011","[Ton]","5","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Coal_Tar_SCC_5_WasteDisposal","4.0E-4","2","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","45","0.0","[]","2008","[P1Y]","Annual_Amount_Emissions_Nickel_SCC_24_SolventUtilization","NaN","45","1","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","281","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Pyrene_SCC_4_PetroleumAndSolventEvaporation","0.18619999999999998","105","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2020","[Ton]","6","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Cadmium_SCC_25_StorageAndTransport","NaN","6","1","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","2539","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Phosphorus_SCC_1_ExternalCombustion","110.68213499999999","744","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","21","0.0","[]","2017","[P1Y]","Annual_Amount_Emissions_Chlorane_SCC_6_MACTSourceCategories","10.626","8","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","2091","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Phosphorus_SCC_3_IndustrialProcesses","18.9","736","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","174","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Phosphorus_SCC_26_WasteDisposalTreatmentAndRecovery","0.529938","58","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","11994","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Benzene_SCC_24_SolventUtilization","105.20003887280001","3228","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1473","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Selenium_SCC_2_InternalCombustionEngines","0.8611878268266999","475","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","88","0.0","[]","2014","[P1Y]","Annual_Amount_Emissions_Sulfane_SCC_28_MiscellaneousAreaSources","8754.32","44","2","[dcAggregate/EPA_NationalEmissionInventory]"
"2017","[Ton]","1258","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_CarbonDioxide_SCC_1_ExternalCombustion","1.9611206E7","746","2","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","11680","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_PM2.5_SCC_3_IndustrialProcesses","15636.96284746878","2602","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15909","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Formaldehyde_SCC_26_WasteDisposalTreatmentAndRecovery","38.718216594550626","3229","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","2707","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Naphthalene_SCC_4_PetroleumAndSolventEvaporation","184.1852","848","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1755","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Lead_SCC_4_PetroleumAndSolventEvaporation","2.92","648","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16118","0.0626947612","[]","2020","[P1Y]","Annual_Amount_Emissions_VolatileOrganicCompound_SCC_25_StorageAndTransport","37789.457800000004","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","61","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Methanol_SCC_25_StorageAndTransport","1.37171","59","3","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","3817","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_OxidesOfNitrogen_SCC_5_WasteDisposal","6970.8483","978","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1","0.0","[]","2008","[P1Y]","Annual_Amount_Emissions_Pyrene_SCC_25_StorageAndTransport","NaN","1","1","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","12530","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Formaldehyde_SCC_28_MiscellaneousAreaSources","26140.268300229745","3227","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2017","[Ton]","224","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Methane_SCC_5_WasteDisposal","11276.06208","142","2","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","2450","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chloroform_SCC_5_WasteDisposal","27.154959575","667","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","11751","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Toluene_SCC_28_MiscellaneousAreaSources","2678.6330056810802","3227","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","670","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chlorane_SCC_4_PetroleumAndSolventEvaporation","77.8","244","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","11388","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_VolatileOrganicCompound_SCC_3_IndustrialProcesses","45078.7631931432","2539","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","10441","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_SulfurDioxide_SCC_2_InternalCombustionEngines","3903.2104","2372","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","9659","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_22_MobileSources","14.974530944283574","3227","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","13","0.0","[]","2011","[P1Y]","Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_25_StorageAndTransport","0.001636048","13","2","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","8534","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Hexane_SCC_23_IndustrialProcesses","2499.977728","3223","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2017","[Ton]","1590","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_CarbonDioxide_SCC_2_InternalCombustionEngines","1.2619104348000001E7","1076","2","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16038","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_SulfurDioxide_SCC_21_StationarySourceFuelCombustion","16928.6527518","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","5827","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Toluene_SCC_4_PetroleumAndSolventEvaporation","6400.0","1552","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","2019","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chlorine_SCC_1_ExternalCombustion","10032.992","657","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","4557","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Acetaldehyde_SCC_3_IndustrialProcesses","446.5743922","1254","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15131","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Acetaldehyde_SCC_24_SolventUtilization","1902.164391","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","10682","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_OxidesOfNitrogen_SCC_2_InternalCombustionEngines","100071.8424","2394","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2017","[Ton]","3564","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_CarbonDioxide_SCC_3_IndustrialProcesses","1.214879400465636E8","1851","2","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1248","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Lead_SCC_5_WasteDisposal","7.298","399","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16124","0.006254736","[]","2020","[P1Y]","Annual_Amount_Emissions_SulfurDioxide_SCC_22_MobileSources","27511.21155535306","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2020","[Ton]","1","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Coal_Tar_SCC_2_InternalCombustionEngines","NaN","1","1","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","744","0.0","[]","2017","[P1Y]","Annual_Amount_Emissions_Chlorine_SCC_21_StationarySourceFuelCombustion","36.80066","323","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","438","0.0","[]","2017","[P1Y]","Annual_Amount_Emissions_PM2.5_SCC_24_SolventUtilization","517.04672","233","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16119","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_PM10_SCC_23_IndustrialProcesses","245350.98","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","110","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Asbestos_SCC_3_IndustrialProcesses","1.17302","43","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","244","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Nickel_SCC_26_WasteDisposalTreatmentAndRecovery","0.009175860000000001","124","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","12","6.468E-10","[]","2017","[P1Y]","Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_6_MACTSourceCategories","0.0523215","5","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","915","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Acetaldehyde_SCC_4_PetroleumAndSolventEvaporation","48.82992","336","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","959","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Naphthalene_SCC_5_WasteDisposal","7.87","300","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","14044","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Phenol_SCC_22_MobileSources","29.376154508099994","2906","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","1098","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Methanol_SCC_1_ExternalCombustion","1300.0","400","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16086","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Formaldehyde_SCC_23_IndustrialProcesses","5012.88000752","3229","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2017","[Ton]","1262","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Methane_SCC_1_ExternalCombustion","1166.43672","740","2","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16033","7.5529945E-9","[]","2020","[P1Y]","Annual_Amount_Emissions_Nickel_SCC_21_StationarySourceFuelCombustion","2.478736172436165","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","141","0.0","[]","2014","[P1Y]","Annual_Amount_Emissions_Chlorine_SCC_26_WasteDisposalTreatmentAndRecovery","176.313","76","3","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","10047","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_SCC_4_PetroleumAndSolventEvaporation","333653.2993320556","2288","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","4134","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Hexane_SCC_4_PetroleumAndSolventEvaporation","896.042","1177","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","9884","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_VolatileOrganicCompound_SCC_4_PetroleumAndSolventEvaporation","43442.966984","2266","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","10184","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_SulfurDioxide_SCC_1_ExternalCombustion","423615.0558","2317","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16095","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_CarbonMonoxide_SCC_28_MiscellaneousAreaSources","1782328.963941122","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16004","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_NitrousOxide_SCC_22_MobileSources","5806.2291878999995","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","9043","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Acetaldehyde_SCC_2_InternalCombustionEngines","705.7787270142","2219","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","10105","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_OxidesOfNitrogen_SCC_3_IndustrialProcesses","55191.2349654","2351","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15789","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Cadmium_SCC_28_MiscellaneousAreaSources","0.107520988","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16119","0.45858","[]","2020","[P1Y]","Annual_Amount_Emissions_VolatileOrganicCompound_SCC_24_SolventUtilization","113393.6178","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16124","0.01658976","[]","2020","[P1Y]","Annual_Amount_Emissions_Formaldehyde_SCC_22_MobileSources","5270.395270919511","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","44","0.0","[]","2008","[P1Y]","Annual_Amount_Emissions_Selenium_SCC_24_SolventUtilization","NaN","44","1","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","151","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chlorine_SCC_4_PetroleumAndSolventEvaporation","35.478","80","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","6560","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Benzene_SCC_3_IndustrialProcesses","846.0673733196","1755","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","9262","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Benzene_SCC_2_InternalCombustionEngines","101.2302081016","2254","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15639","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_PM10_SCC_26_WasteDisposalTreatmentAndRecovery","7979.7","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","697","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Cyanide_SCC_3_IndustrialProcesses","919.222","234","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","10","0.0","[]","2017","[P1Y]","Annual_Amount_Emissions_Asbestos_SCC_2_InternalCombustionEngines","2.0E-4","7","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15","3.332E-10","[]","2017","[P1Y]","Annual_Amount_Emissions_Chromium_6_SCC_6_MACTSourceCategories","0.0307285","7","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15876","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Chlorane_SCC_28_MiscellaneousAreaSources","156.75522999999998","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","4215","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Cobalt_SCC_3_IndustrialProcesses","18.76559","1325","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","11863","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Cyanide_SCC_21_StationarySourceFuelCombustion","1.0468229350000002","3228","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","423","0.0","[]","2017","[P1Y]","Annual_Amount_Emissions_SulfurDioxide_SCC_24_SolventUtilization","3.0","233","4","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","128","0.0","[]","2011","[P1Y]","Annual_Amount_Emissions_Chlorane_SCC_23_IndustrialProcesses","2.9386","128","2","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16051","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_SulfurDioxide_SCC_28_MiscellaneousAreaSources","11448.959910102221","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","15639","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_CarbonMonoxide_SCC_26_WasteDisposalTreatmentAndRecovery","79327.6","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16124","2.2058133162000055E-7","[]","2020","[P1Y]","Annual_Amount_Emissions_Arsenic_SCC_22_MobileSources","0.7335180382467547","3231","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","6643","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Fluorane_SCC_28_MiscellaneousAreaSources","0.17447020000000002","3225","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","16059","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Methane_SCC_22_MobileSources","9339.7268103","3228","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","413","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Manganese_SCC_5_WasteDisposal","0.9842019399999999","160","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","44","0.0","[]","2008","[P1Y]","Annual_Amount_Emissions_Arsenic_SCC_24_SolventUtilization","NaN","44","1","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","353","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_Phosphorus_SCC_2_InternalCombustionEngines","1.1898498572","117","5","[dcAggregate/EPA_NationalEmissionInventory]"
"2008","[Ton]","10745","0.0","[]","2020","[P1Y]","Annual_Amount_Emissions_SCC_2_InternalCombustionEngines","1.2621882821070524E7","2404","5","[dcAggregate/EPA_NationalEmissionInventory]"
