Detail Data For Saubhagya Monthly Data Having Year : ALL
.
State,District,YearValue,MonthValue,Electrified_Households
HARYANA,MAHENDRAGARH,2018,1,0
HARYANA,MAHENDRAGARH,2018,2,0
HARYANA,MAHENDRAGARH,2018,3,0
HARYANA,MAHENDRAGARH,2018,4,0
HARYANA,MAHENDRAGARH,2018,5,0
HARYANA,MAHENDRAGARH,2018,6,0
HARYANA,MAHENDRAGARH,2018,7,0
HARYANA,MAHENDRAGARH,2018,8,0
HARYANA,MAHENDRAGARH,2018,9,0
HARYANA,MAHENDRAGARH,2018,10,0
HARYANA,MAHENDRAGARH,2018,11,0
HARYANA,MAHENDRAGARH,2018,12,0
HARYANA,MAHENDRAGARH,2019,1,0
HARYANA,MAHENDRAGARH,2019,2,0
HARYANA,MAHENDRAGARH,2019,3,0
HARYANA,REWARI,2017,10,0
HARYANA,REWARI,2017,11,0
HARYANA,REWARI,2017,12,0
HARYANA,REWARI,2018,1,0
HARYANA,REWARI,2018,2,0
HARYANA,REWARI,2018,3,0
HARYANA,REWARI,2018,4,0
HARYANA,REWARI,2018,5,0
HARYANA,REWARI,2018,6,0
HARYANA,REWARI,2018,7,0
HARYANA,REWARI,2018,8,0
HARYANA,REWARI,2018,9,0
HARYANA,REWARI,2018,10,0
HARYANA,REWARI,2018,11,0
HARYANA,REWARI,2018,12,0
HARYANA,REWARI,2019,1,0
HARYANA,REWARI,2019,2,0
HARYANA,REWARI,2019,3,0
KERALA,ALAPPUZHA,2017,10,0
KERALA,ALAPPUZHA,2017,11,0
KERALA,ALAPPUZHA,2017,12,0
KERALA,ALAPPUZHA,2018,1,0
KERALA,ALAPPUZHA,2018,2,0
KERALA,ALAPPUZHA,2018,3,0
KERALA,ALAPPUZHA,2018,4,0
KERALA,ALAPPUZHA,2018,5,0
KERALA,ALAPPUZHA,2018,6,0
KERALA,ALAPPUZHA,2018,7,0
KERALA,ALAPPUZHA,2018,8,0
KERALA,ALAPPUZHA,2018,9,0
KERALA,ALAPPUZHA,2018,10,0
KERALA,ALAPPUZHA,2018,11,0
KERALA,ALAPPUZHA,2018,12,0
KERALA,ALAPPUZHA,2019,1,0
KERALA,ALAPPUZHA,2019,2,0
KERALA,ALAPPUZHA,2019,3,0
KERALA,ERNAKULAM,2017,10,0
KERALA,ERNAKULAM,2017,11,0
KERALA,ERNAKULAM,2017,12,0
KERALA,ERNAKULAM,2018,1,0
KERALA,ERNAKULAM,2018,2,0
KERALA,ERNAKULAM,2018,3,0
KERALA,ERNAKULAM,2018,4,0
KERALA,ERNAKULAM,2018,5,0
KERALA,ERNAKULAM,2018,6,0
KERALA,ERNAKULAM,2018,7,0
KERALA,ERNAKULAM,2018,8,0
KERALA,ERNAKULAM,2018,9,0
KERALA,ERNAKULAM,2018,10,0
KERALA,ERNAKULAM,2018,11,0
KERALA,ERNAKULAM,2018,12,0
KERALA,ERNAKULAM,2019,1,0
KERALA,ERNAKULAM,2019,2,0
KERALA,ERNAKULAM,2019,3,0
KERALA,IDUKKI,2017,10,0
KERALA,IDUKKI,2017,11,0
KERALA,IDUKKI,2017,12,0
KERALA,IDUKKI,2018,1,0
KERALA,IDUKKI,2018,2,0
KERALA,IDUKKI,2018,3,0
KERALA,IDUKKI,2018,4,0
KERALA,IDUKKI,2018,5,0
KERALA,IDUKKI,2018,6,0
KERALA,IDUKKI,2018,7,0
KERALA,IDUKKI,2018,8,0
KERALA,IDUKKI,2018,9,0
KERALA,IDUKKI,2018,10,0
KERALA,IDUKKI,2018,11,0
KERALA,IDUKKI,2018,12,0
KERALA,IDUKKI,2019,1,0
KERALA,IDUKKI,2019,2,0
KERALA,IDUKKI,2019,3,0
KERALA,KANNUR,2017,10,0
KERALA,KANNUR,2017,11,0
KERALA,KANNUR,2017,12,0
KERALA,KANNUR,2018,1,0
KERALA,KANNUR,2018,2,0
KERALA,KANNUR,2018,3,0
KERALA,KANNUR,2018,4,0
KERALA,KANNUR,2018,5,0
KERALA,KANNUR,2018,6,0
KERALA,KANNUR,2018,7,0
KERALA,KANNUR,2018,8,0
KERALA,KANNUR,2018,9,0
KERALA,KANNUR,2018,10,0
KERALA,KANNUR,2018,11,0
KERALA,KANNUR,2018,12,0
KERALA,KANNUR,2019,1,0
KERALA,KANNUR,2019,2,0
KERALA,KANNUR,2019,3,0
KERALA,KASARAGOD,2017,10,0
KERALA,KASARAGOD,2017,11,0
KERALA,KASARAGOD,2017,12,0
KERALA,KASARAGOD,2018,1,0
KERALA,KASARAGOD,2018,2,0
KERALA,KASARAGOD,2018,3,0
KERALA,KASARAGOD,2018,4,0
KERALA,KASARAGOD,2018,5,0
KERALA,KASARAGOD,2018,6,0
KERALA,KASARAGOD,2018,7,0
KERALA,KASARAGOD,2018,8,0
KERALA,KASARAGOD,2018,9,0
KERALA,KASARAGOD,2018,10,0
KERALA,KASARAGOD,2018,11,0
KERALA,KASARAGOD,2018,12,0
KERALA,KASARAGOD,2019,1,0
KERALA,KASARAGOD,2019,2,0
KERALA,KASARAGOD,2019,3,0
KERALA,KOLLAM,2017,10,0
KERALA,KOLLAM,2017,11,0
KERALA,KOLLAM,2017,12,0
KERALA,KOLLAM,2018,1,0
KERALA,KOLLAM,2018,2,0
KERALA,KOLLAM,2018,3,0
KERALA,KOLLAM,2018,4,0
KERALA,KOLLAM,2018,5,0
KERALA,KOLLAM,2018,6,0
KERALA,KOLLAM,2018,7,0
KERALA,KOLLAM,2018,8,0
KERALA,KOLLAM,2018,9,0
KERALA,KOLLAM,2018,10,0
KERALA,KOLLAM,2018,11,0
KERALA,KOLLAM,2018,12,0
KERALA,KOLLAM,2019,1,0
KERALA,KOLLAM,2019,2,0
KERALA,KOLLAM,2019,3,0
KERALA,KOTTAYAM,2017,10,0
KERALA,KOTTAYAM,2017,11,0
KERALA,KOTTAYAM,2017,12,0
KERALA,KOTTAYAM,2018,1,0
KERALA,KOTTAYAM,2018,2,0
KERALA,KOTTAYAM,2018,3,0
KERALA,KOTTAYAM,2018,4,0
KERALA,KOTTAYAM,2018,5,0
KERALA,KOTTAYAM,2018,6,0
KERALA,KOTTAYAM,2018,7,0
KERALA,KOTTAYAM,2018,8,0
KERALA,KOTTAYAM,2018,9,0
KERALA,KOTTAYAM,2018,10,0
KERALA,KOTTAYAM,2018,11,0
KERALA,KOTTAYAM,2018,12,0
KERALA,KOTTAYAM,2019,1,0
KERALA,KOTTAYAM,2019,2,0
KERALA,KOTTAYAM,2019,3,0
KERALA,KOZHIKODE,2017,10,0
KERALA,KOZHIKODE,2017,11,0
KERALA,KOZHIKODE,2017,12,0
KERALA,KOZHIKODE,2018,1,0
KERALA,KOZHIKODE,2018,2,0
KERALA,KOZHIKODE,2018,3,0
KERALA,KOZHIKODE,2018,4,0
KERALA,KOZHIKODE,2018,5,0
KERALA,KOZHIKODE,2018,6,0
KERALA,KOZHIKODE,2018,7,0
KERALA,KOZHIKODE,2018,8,0
KERALA,KOZHIKODE,2018,9,0
KERALA,KOZHIKODE,2018,10,0
KERALA,KOZHIKODE,2018,11,0
KERALA,KOZHIKODE,2018,12,0
KERALA,KOZHIKODE,2019,1,0
KERALA,KOZHIKODE,2019,2,0
KERALA,KOZHIKODE,2019,3,0
KERALA,MALAPPURAM,2017,10,0
KERALA,MALAPPURAM,2017,11,0
KERALA,MALAPPURAM,2017,12,0
KERALA,MALAPPURAM,2018,1,0
KERALA,MALAPPURAM,2018,2,0
KERALA,MALAPPURAM,2018,3,0
KERALA,MALAPPURAM,2018,4,0
KERALA,MALAPPURAM,2018,5,0
KERALA,MALAPPURAM,2018,6,0
KERALA,MALAPPURAM,2018,7,0
KERALA,MALAPPURAM,2018,8,0
KERALA,MALAPPURAM,2018,9,0
KERALA,MALAPPURAM,2018,10,0
KERALA,MALAPPURAM,2018,11,0
KERALA,MALAPPURAM,2018,12,0
KERALA,MALAPPURAM,2019,1,0
KERALA,MALAPPURAM,2019,2,0
KERALA,MALAPPURAM,2019,3,0
KERALA,PALAKKAD,2017,10,0
KERALA,PALAKKAD,2017,11,0
KERALA,PALAKKAD,2017,12,0
KERALA,PALAKKAD,2018,1,0
KERALA,PALAKKAD,2018,2,0
KERALA,PALAKKAD,2018,3,0
KERALA,PALAKKAD,2018,4,0
KERALA,PALAKKAD,2018,5,0
KERALA,PALAKKAD,2018,6,0
KERALA,PALAKKAD,2018,7,0
KERALA,PALAKKAD,2018,8,0
KERALA,PALAKKAD,2018,9,0
KERALA,PALAKKAD,2018,10,0
KERALA,PALAKKAD,2018,11,0
KERALA,PALAKKAD,2018,12,0
KERALA,PALAKKAD,2019,1,0
KERALA,PALAKKAD,2019,2,0
KERALA,PALAKKAD,2019,3,0
KERALA,PATHANAMTHITTA,2017,10,0
KERALA,PATHANAMTHITTA,2017,11,0
KERALA,PATHANAMTHITTA,2017,12,0
KERALA,PATHANAMTHITTA,2018,1,0
KERALA,PATHANAMTHITTA,2018,2,0
KERALA,PATHANAMTHITTA,2018,3,0
KERALA,PATHANAMTHITTA,2018,4,0
KERALA,PATHANAMTHITTA,2018,5,0
KERALA,PATHANAMTHITTA,2018,6,0
KERALA,PATHANAMTHITTA,2018,7,0
KERALA,PATHANAMTHITTA,2018,8,0
KERALA,PATHANAMTHITTA,2018,9,0
KERALA,PATHANAMTHITTA,2018,10,0
KERALA,PATHANAMTHITTA,2018,11,0
KERALA,PATHANAMTHITTA,2018,12,0
KERALA,PATHANAMTHITTA,2019,1,0
KERALA,PATHANAMTHITTA,2019,2,0
KERALA,PATHANAMTHITTA,2019,3,0
KERALA,THIRUVANANTHAPURAM,2017,10,0
KERALA,THIRUVANANTHAPURAM,2017,11,0
KERALA,THIRUVANANTHAPURAM,2017,12,0
KERALA,THIRUVANANTHAPURAM,2018,1,0
KERALA,THIRUVANANTHAPURAM,2018,2,0
KERALA,THIRUVANANTHAPURAM,2018,3,0
KERALA,THIRUVANANTHAPURAM,2018,4,0
KERALA,THIRUVANANTHAPURAM,2018,5,0
KERALA,THIRUVANANTHAPURAM,2018,6,0
KERALA,THIRUVANANTHAPURAM,2018,7,0
KERALA,THIRUVANANTHAPURAM,2018,8,0
KERALA,THIRUVANANTHAPURAM,2018,9,0
KERALA,THIRUVANANTHAPURAM,2018,10,0
KERALA,THIRUVANANTHAPURAM,2018,11,0
KERALA,THIRUVANANTHAPURAM,2018,12,0
KERALA,THIRUVANANTHAPURAM,2019,1,0
KERALA,THIRUVANANTHAPURAM,2019,2,0
KERALA,THIRUVANANTHAPURAM,2019,3,0
KERALA,THRISSUR,2017,10,0
KERALA,THRISSUR,2017,11,0
KERALA,THRISSUR,2017,12,0
KERALA,THRISSUR,2018,1,0
KERALA,THRISSUR,2018,2,0
KERALA,THRISSUR,2018,3,0
KERALA,THRISSUR,2018,4,0
KERALA,THRISSUR,2018,5,0
KERALA,THRISSUR,2018,6,0
KERALA,THRISSUR,2018,7,0
KERALA,THRISSUR,2018,8,0
KERALA,THRISSUR,2018,9,0
KERALA,THRISSUR,2018,10,0
KERALA,THRISSUR,2018,11,0
KERALA,THRISSUR,2018,12,0
KERALA,THRISSUR,2019,1,0
KERALA,THRISSUR,2019,2,0
KERALA,THRISSUR,2019,3,0
KERALA,WAYANAD,2017,10,0
KERALA,WAYANAD,2017,11,0
KERALA,WAYANAD,2017,12,0
KERALA,WAYANAD,2018,1,0
KERALA,WAYANAD,2018,2,0
KERALA,WAYANAD,2018,3,0
KERALA,WAYANAD,2018,4,0
KERALA,WAYANAD,2018,5,0
KERALA,WAYANAD,2018,6,0
KERALA,WAYANAD,2018,7,0
KERALA,WAYANAD,2018,8,0
KERALA,WAYANAD,2018,9,0
KERALA,WAYANAD,2018,10,0
KERALA,WAYANAD,2018,11,0
KERALA,WAYANAD,2018,12,0
KERALA,WAYANAD,2019,1,0
KERALA,WAYANAD,2019,2,0
KERALA,WAYANAD,2019,3,0
PUNJAB,FARIDKOT,2017,10,0
PUNJAB,FARIDKOT,2017,11,0
PUNJAB,FARIDKOT,2017,12,0
PUNJAB,FARIDKOT,2018,1,0
PUNJAB,FARIDKOT,2018,2,0
PUNJAB,FARIDKOT,2018,3,0
PUNJAB,FARIDKOT,2018,4,0
PUNJAB,FARIDKOT,2018,5,0
PUNJAB,FARIDKOT,2018,6,0
PUNJAB,FARIDKOT,2018,7,0
PUNJAB,FARIDKOT,2018,8,0
PUNJAB,FARIDKOT,2018,9,0
PUNJAB,FARIDKOT,2018,10,0
PUNJAB,FARIDKOT,2018,11,0
PUNJAB,FARIDKOT,2018,12,0
PUNJAB,FARIDKOT,2019,1,0
PUNJAB,FARIDKOT,2019,2,0
PUNJAB,FARIDKOT,2019,3,0
TAMILNADU,ARIYALUR,2017,10,0
TAMILNADU,ARIYALUR,2017,11,0
TAMILNADU,ARIYALUR,2017,12,0
TAMILNADU,ARIYALUR,2018,1,0
TAMILNADU,ARIYALUR,2018,2,0
TAMILNADU,ARIYALUR,2018,3,0
TAMILNADU,ARIYALUR,2018,4,0
TAMILNADU,ARIYALUR,2018,5,0
TAMILNADU,ARIYALUR,2018,6,0
TAMILNADU,ARIYALUR,2018,7,0
TAMILNADU,ARIYALUR,2018,8,0
TAMILNADU,ARIYALUR,2018,9,0
TAMILNADU,ARIYALUR,2018,10,0
TAMILNADU,ARIYALUR,2018,11,0
TAMILNADU,ARIYALUR,2018,12,0
TAMILNADU,ARIYALUR,2019,1,0
TAMILNADU,ARIYALUR,2019,2,0
TAMILNADU,ARIYALUR,2019,3,0
TAMILNADU,COIMBATORE,2017,10,0
TAMILNADU,COIMBATORE,2017,11,0
TAMILNADU,COIMBATORE,2017,12,0
TAMILNADU,COIMBATORE,2018,1,0
TAMILNADU,COIMBATORE,2018,2,0
TAMILNADU,COIMBATORE,2018,3,0
TAMILNADU,COIMBATORE,2018,4,0
TAMILNADU,COIMBATORE,2018,5,0
TAMILNADU,COIMBATORE,2018,6,0
TAMILNADU,COIMBATORE,2018,7,0
TAMILNADU,COIMBATORE,2018,8,0
TAMILNADU,COIMBATORE,2018,9,0
TAMILNADU,COIMBATORE,2018,10,0
TAMILNADU,COIMBATORE,2018,11,0
TAMILNADU,COIMBATORE,2018,12,0
TAMILNADU,COIMBATORE,2019,1,0
TAMILNADU,COIMBATORE,2019,2,0
TAMILNADU,COIMBATORE,2019,3,0
TAMILNADU,CUDDALORE,2017,10,0
TAMILNADU,CUDDALORE,2017,11,0
TAMILNADU,CUDDALORE,2017,12,0
TAMILNADU,CUDDALORE,2018,1,0
TAMILNADU,CUDDALORE,2018,2,0
TAMILNADU,CUDDALORE,2018,3,0
TAMILNADU,CUDDALORE,2018,4,0
TAMILNADU,CUDDALORE,2018,5,0
TAMILNADU,CUDDALORE,2018,6,0
TAMILNADU,CUDDALORE,2018,7,0
TAMILNADU,CUDDALORE,2018,8,0
TAMILNADU,CUDDALORE,2018,9,0
TAMILNADU,CUDDALORE,2018,10,0
TAMILNADU,CUDDALORE,2018,11,0
TAMILNADU,CUDDALORE,2018,12,0
TAMILNADU,CUDDALORE,2019,1,0
TAMILNADU,CUDDALORE,2019,2,0
TAMILNADU,CUDDALORE,2019,3,0
TAMILNADU,DHARMAPURI,2017,10,0
TAMILNADU,DHARMAPURI,2017,11,0
TAMILNADU,DHARMAPURI,2017,12,0
TAMILNADU,DHARMAPURI,2018,1,0
TAMILNADU,DHARMAPURI,2018,2,0
TAMILNADU,DHARMAPURI,2018,3,0
TAMILNADU,DHARMAPURI,2018,4,0
TAMILNADU,DHARMAPURI,2018,5,0
TAMILNADU,DHARMAPURI,2018,6,0
TAMILNADU,DHARMAPURI,2018,7,0
TAMILNADU,DHARMAPURI,2018,8,0
TAMILNADU,DHARMAPURI,2018,9,0
TAMILNADU,DHARMAPURI,2018,10,0
TAMILNADU,DHARMAPURI,2018,11,0
TAMILNADU,DHARMAPURI,2018,12,0
TAMILNADU,DHARMAPURI,2019,1,0
TAMILNADU,DHARMAPURI,2019,2,0
TAMILNADU,DHARMAPURI,2019,3,0
TAMILNADU,DINDIGUL,2017,10,0
TAMILNADU,DINDIGUL,2017,11,0
TAMILNADU,DINDIGUL,2017,12,0
TAMILNADU,DINDIGUL,2018,1,0
TAMILNADU,DINDIGUL,2018,2,0
TAMILNADU,DINDIGUL,2018,3,0
TAMILNADU,DINDIGUL,2018,4,0
TAMILNADU,DINDIGUL,2018,5,0
TAMILNADU,DINDIGUL,2018,6,0
TAMILNADU,DINDIGUL,2018,7,0
TAMILNADU,DINDIGUL,2018,8,0
TAMILNADU,DINDIGUL,2018,9,0
TAMILNADU,DINDIGUL,2018,10,0
TAMILNADU,DINDIGUL,2018,11,0
TAMILNADU,DINDIGUL,2018,12,0
TAMILNADU,DINDIGUL,2019,1,0
TAMILNADU,DINDIGUL,2019,2,0
TAMILNADU,DINDIGUL,2019,3,0
TAMILNADU,ERODE,2017,10,0
TAMILNADU,ERODE,2017,11,0
TAMILNADU,ERODE,2017,12,0
TAMILNADU,ERODE,2018,1,0
TAMILNADU,ERODE,2018,2,0
TAMILNADU,ERODE,2018,3,0
TAMILNADU,ERODE,2018,4,0
TAMILNADU,ERODE,2018,5,0
TAMILNADU,ERODE,2018,6,0
TAMILNADU,ERODE,2018,7,0
TAMILNADU,ERODE,2018,8,0
TAMILNADU,ERODE,2018,9,0
TAMILNADU,ERODE,2018,10,0
TAMILNADU,ERODE,2018,11,0
TAMILNADU,ERODE,2018,12,0
TAMILNADU,ERODE,2019,1,0
TAMILNADU,ERODE,2019,2,0
TAMILNADU,ERODE,2019,3,0
TAMILNADU,KANCHEEPURAM,2017,10,0
TAMILNADU,KANCHEEPURAM,2017,11,0
TAMILNADU,KANCHEEPURAM,2017,12,0
TAMILNADU,KANCHEEPURAM,2018,1,0
TAMILNADU,KANCHEEPURAM,2018,2,0
TAMILNADU,KANCHEEPURAM,2018,3,0
TAMILNADU,KANCHEEPURAM,2018,4,0
TAMILNADU,KANCHEEPURAM,2018,5,0
TAMILNADU,KANCHEEPURAM,2018,6,0
TAMILNADU,KANCHEEPURAM,2018,7,0
TAMILNADU,KANCHEEPURAM,2018,8,0
TAMILNADU,KANCHEEPURAM,2018,9,0
TAMILNADU,KANCHEEPURAM,2018,10,0
TAMILNADU,KANCHEEPURAM,2018,11,0
TAMILNADU,KANCHEEPURAM,2018,12,0
TAMILNADU,KANCHEEPURAM,2019,1,0
TAMILNADU,KANCHEEPURAM,2019,2,0
TAMILNADU,KANCHEEPURAM,2019,3,0
TAMILNADU,KARUR,2017,10,0
TAMILNADU,KARUR,2017,11,0
TAMILNADU,KARUR,2017,12,0
TAMILNADU,KARUR,2018,1,0
TAMILNADU,KARUR,2018,2,0
TAMILNADU,KARUR,2018,3,0
TAMILNADU,KARUR,2018,4,0
TAMILNADU,KARUR,2018,5,0
TAMILNADU,KARUR,2018,6,0
TAMILNADU,KARUR,2018,7,0
TAMILNADU,KARUR,2018,8,0
TAMILNADU,KARUR,2018,9,0
TAMILNADU,KARUR,2018,10,0
TAMILNADU,KARUR,2018,11,0
TAMILNADU,KARUR,2018,12,0
TAMILNADU,KARUR,2019,1,0
TAMILNADU,KARUR,2019,2,0
TAMILNADU,KARUR,2019,3,0
TAMILNADU,KRISHNAGIRI,2017,10,0
TAMILNADU,KRISHNAGIRI,2017,11,0
TAMILNADU,KRISHNAGIRI,2017,12,0
TAMILNADU,KRISHNAGIRI,2018,1,0
TAMILNADU,KRISHNAGIRI,2018,2,0
TAMILNADU,KRISHNAGIRI,2018,3,0
TAMILNADU,KRISHNAGIRI,2018,4,0
TAMILNADU,KRISHNAGIRI,2018,5,0
TAMILNADU,KRISHNAGIRI,2018,6,0
TAMILNADU,KRISHNAGIRI,2018,7,0
TAMILNADU,KRISHNAGIRI,2018,8,0
TAMILNADU,KRISHNAGIRI,2018,9,0
TAMILNADU,KRISHNAGIRI,2018,10,0
TAMILNADU,KRISHNAGIRI,2018,11,0
TAMILNADU,KRISHNAGIRI,2018,12,0
TAMILNADU,KRISHNAGIRI,2019,1,0
TAMILNADU,KRISHNAGIRI,2019,2,0
TAMILNADU,KRISHNAGIRI,2019,3,0
TAMILNADU,MADURAI,2017,10,0
TAMILNADU,MADURAI,2017,11,0
TAMILNADU,MADURAI,2017,12,0
TAMILNADU,MADURAI,2018,1,0
TAMILNADU,MADURAI,2018,2,0
TAMILNADU,MADURAI,2018,3,0
TAMILNADU,MADURAI,2018,4,0
TAMILNADU,MADURAI,2018,5,0
TAMILNADU,MADURAI,2018,6,0
TAMILNADU,MADURAI,2018,7,0
TAMILNADU,MADURAI,2018,8,0
TAMILNADU,MADURAI,2018,9,0
TAMILNADU,MADURAI,2018,10,0
TAMILNADU,MADURAI,2018,11,0
TAMILNADU,MADURAI,2018,12,0
TAMILNADU,MADURAI,2019,1,0
TAMILNADU,MADURAI,2019,2,0
TAMILNADU,MADURAI,2019,3,0
TAMILNADU,NAGAPATTINAM,2017,10,0
TAMILNADU,NAGAPATTINAM,2017,11,0
TAMILNADU,NAGAPATTINAM,2017,12,0
TAMILNADU,NAGAPATTINAM,2018,1,0
TAMILNADU,NAGAPATTINAM,2018,2,0
TAMILNADU,NAGAPATTINAM,2018,3,0
TAMILNADU,NAGAPATTINAM,2018,4,0
TAMILNADU,NAGAPATTINAM,2018,5,0
TAMILNADU,NAGAPATTINAM,2018,6,0
TAMILNADU,NAGAPATTINAM,2018,7,0
TAMILNADU,NAGAPATTINAM,2018,8,0
TAMILNADU,NAGAPATTINAM,2018,9,0
TAMILNADU,NAGAPATTINAM,2018,10,0
TAMILNADU,NAGAPATTINAM,2018,11,0
TAMILNADU,NAGAPATTINAM,2018,12,0
TAMILNADU,NAGAPATTINAM,2019,1,0
TAMILNADU,NAGAPATTINAM,2019,2,0
TAMILNADU,NAGAPATTINAM,2019,3,0
TAMILNADU,NAMAKKAL,2017,10,0
TAMILNADU,NAMAKKAL,2017,11,0
TAMILNADU,NAMAKKAL,2017,12,0
TAMILNADU,NAMAKKAL,2018,1,0
TAMILNADU,NAMAKKAL,2018,2,0
TAMILNADU,NAMAKKAL,2018,3,0
TAMILNADU,NAMAKKAL,2018,4,0
TAMILNADU,NAMAKKAL,2018,5,0
TAMILNADU,NAMAKKAL,2018,6,0
TAMILNADU,NAMAKKAL,2018,7,0
TAMILNADU,NAMAKKAL,2018,8,0
TAMILNADU,NAMAKKAL,2018,9,0
TAMILNADU,NAMAKKAL,2018,10,0
TAMILNADU,NAMAKKAL,2018,11,0
TAMILNADU,NAMAKKAL,2018,12,0
TAMILNADU,NAMAKKAL,2019,1,0
TAMILNADU,NAMAKKAL,2019,2,0
TAMILNADU,NAMAKKAL,2019,3,0
TAMILNADU,PERAMBALUR,2017,10,0
TAMILNADU,PERAMBALUR,2017,11,0
TAMILNADU,PERAMBALUR,2017,12,0
TAMILNADU,PERAMBALUR,2018,1,0
TAMILNADU,PERAMBALUR,2018,2,0
TAMILNADU,PERAMBALUR,2018,3,0
TAMILNADU,PERAMBALUR,2018,4,0
TAMILNADU,PERAMBALUR,2018,5,0
TAMILNADU,PERAMBALUR,2018,6,0
TAMILNADU,PERAMBALUR,2018,7,0
TAMILNADU,PERAMBALUR,2018,8,0
TAMILNADU,PERAMBALUR,2018,9,0
TAMILNADU,PERAMBALUR,2018,10,0
TAMILNADU,PERAMBALUR,2018,11,0
TAMILNADU,PERAMBALUR,2018,12,0
TAMILNADU,PERAMBALUR,2019,1,0
TAMILNADU,PERAMBALUR,2019,2,0
TAMILNADU,PERAMBALUR,2019,3,0
TAMILNADU,PUDUKKOTTAI,2017,10,0
TAMILNADU,PUDUKKOTTAI,2017,11,0
TAMILNADU,PUDUKKOTTAI,2017,12,0
TAMILNADU,PUDUKKOTTAI,2018,1,0
TAMILNADU,PUDUKKOTTAI,2018,2,0
TAMILNADU,PUDUKKOTTAI,2018,3,0
TAMILNADU,PUDUKKOTTAI,2018,4,0
TAMILNADU,PUDUKKOTTAI,2018,5,0
TAMILNADU,PUDUKKOTTAI,2018,6,0
TAMILNADU,PUDUKKOTTAI,2018,7,0
TAMILNADU,PUDUKKOTTAI,2018,8,0
TAMILNADU,PUDUKKOTTAI,2018,9,0
TAMILNADU,PUDUKKOTTAI,2018,10,0
TAMILNADU,PUDUKKOTTAI,2018,11,0
TAMILNADU,PUDUKKOTTAI,2018,12,0
TAMILNADU,PUDUKKOTTAI,2019,1,0
TAMILNADU,PUDUKKOTTAI,2019,2,0
TAMILNADU,PUDUKKOTTAI,2019,3,0
TAMILNADU,RAMANATHAPURAM,2017,10,0
TAMILNADU,RAMANATHAPURAM,2017,11,0
TAMILNADU,RAMANATHAPURAM,2017,12,0
TAMILNADU,RAMANATHAPURAM,2018,1,0
TAMILNADU,RAMANATHAPURAM,2018,2,0
TAMILNADU,RAMANATHAPURAM,2018,3,0
TAMILNADU,RAMANATHAPURAM,2018,4,0
TAMILNADU,RAMANATHAPURAM,2018,5,0
TAMILNADU,RAMANATHAPURAM,2018,6,0
TAMILNADU,RAMANATHAPURAM,2018,7,0
TAMILNADU,RAMANATHAPURAM,2018,8,0
TAMILNADU,RAMANATHAPURAM,2018,9,0
TAMILNADU,RAMANATHAPURAM,2018,10,0
TAMILNADU,RAMANATHAPURAM,2018,11,0
TAMILNADU,RAMANATHAPURAM,2018,12,0
TAMILNADU,RAMANATHAPURAM,2019,1,0
TAMILNADU,RAMANATHAPURAM,2019,2,0
TAMILNADU,RAMANATHAPURAM,2019,3,0
TAMILNADU,SALEM,2017,10,0
TAMILNADU,SALEM,2017,11,0
TAMILNADU,SALEM,2017,12,0
TAMILNADU,SALEM,2018,1,0
TAMILNADU,SALEM,2018,2,0
TAMILNADU,SALEM,2018,3,0
TAMILNADU,SALEM,2018,4,0
TAMILNADU,SALEM,2018,5,0
TAMILNADU,SALEM,2018,6,0
TAMILNADU,SALEM,2018,7,0
TAMILNADU,SALEM,2018,8,0
TAMILNADU,SALEM,2018,9,0
TAMILNADU,SALEM,2018,10,0
TAMILNADU,SALEM,2018,11,0
TAMILNADU,SALEM,2018,12,0
TAMILNADU,SALEM,2019,1,0
TAMILNADU,SALEM,2019,2,0
TAMILNADU,SALEM,2019,3,0
TAMILNADU,SIVAGANGA,2017,10,0
TAMILNADU,SIVAGANGA,2017,11,0
TAMILNADU,SIVAGANGA,2017,12,0
TAMILNADU,SIVAGANGA,2018,1,0
TAMILNADU,SIVAGANGA,2018,2,0
TAMILNADU,SIVAGANGA,2018,3,0
TAMILNADU,SIVAGANGA,2018,4,0
TAMILNADU,SIVAGANGA,2018,5,0
TAMILNADU,SIVAGANGA,2018,6,0
TAMILNADU,SIVAGANGA,2018,7,0
TAMILNADU,SIVAGANGA,2018,8,0
TAMILNADU,SIVAGANGA,2018,9,0
TAMILNADU,SIVAGANGA,2018,10,0
TAMILNADU,SIVAGANGA,2018,11,0
TAMILNADU,SIVAGANGA,2018,12,0
TAMILNADU,SIVAGANGA,2019,1,0
TAMILNADU,SIVAGANGA,2019,2,0
TAMILNADU,SIVAGANGA,2019,3,0
TAMILNADU,THANJAVUR,2017,10,0
TAMILNADU,THANJAVUR,2017,11,0
TAMILNADU,THANJAVUR,2017,12,0
TAMILNADU,THANJAVUR,2018,1,0
TAMILNADU,THANJAVUR,2018,2,0
TAMILNADU,THANJAVUR,2018,3,0
TAMILNADU,THANJAVUR,2018,4,0
TAMILNADU,THANJAVUR,2018,5,0
TAMILNADU,THANJAVUR,2018,6,0
TAMILNADU,THANJAVUR,2018,7,0
TAMILNADU,THANJAVUR,2018,8,0
TAMILNADU,THANJAVUR,2018,9,0
TAMILNADU,THANJAVUR,2018,10,0
TAMILNADU,THANJAVUR,2018,11,0
TAMILNADU,THANJAVUR,2018,12,0
TAMILNADU,THANJAVUR,2019,1,0
TAMILNADU,THANJAVUR,2019,2,0
