statvar,dcid
LocalCurrency_ExchangeRate_Currency_USD_AUD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD
LocalCurrency_ExchangeRate_Currency_USD_AWG,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AWG
LocalCurrency_ExchangeRate_Currency_USD_AZM,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AZM
LocalCurrency_ExchangeRate_Currency_USD_AZN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AZN
LocalCurrency_ExchangeRate_Currency_USD_BAD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BAD
LocalCurrency_ExchangeRate_Currency_USD_BAM,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BAM
LocalCurrency_ExchangeRate_Currency_USD_BAN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BAN
LocalCurrency_ExchangeRate_Currency_USD_BBD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BBD
LocalCurrency_ExchangeRate_Currency_USD_BDT,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BDT
LocalCurrency_ExchangeRate_Currency_USD_BEF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BEF
LocalCurrency_ExchangeRate_Currency_USD_BGL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL
LocalCurrency_ExchangeRate_Currency_USD_BGN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGN
LocalCurrency_ExchangeRate_Currency_USD_BHD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BHD
LocalCurrency_ExchangeRate_Currency_USD_BIF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF
LocalCurrency_ExchangeRate_Currency_USD_BMD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD
LocalCurrency_ExchangeRate_Currency_USD_BND,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND
LocalCurrency_ExchangeRate_Currency_USD_BOB,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOB
LocalCurrency_ExchangeRate_Currency_USD_BOP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP
LocalCurrency_ExchangeRate_Currency_USD_BRB,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB
LocalCurrency_ExchangeRate_Currency_USD_BRC,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRC
LocalCurrency_ExchangeRate_Currency_USD_BRE,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRE
LocalCurrency_ExchangeRate_Currency_USD_BRL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRL
LocalCurrency_ExchangeRate_Currency_USD_BRN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRN
LocalCurrency_ExchangeRate_Currency_USD_BRR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRR
LocalCurrency_ExchangeRate_Currency_USD_BSD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BSD
LocalCurrency_ExchangeRate_Currency_USD_BTN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BTN
LocalCurrency_ExchangeRate_Currency_USD_BUK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BUK
LocalCurrency_ExchangeRate_Currency_USD_BWP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BWP
LocalCurrency_ExchangeRate_Currency_USD_BYB,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BYB
LocalCurrency_ExchangeRate_Currency_USD_BYN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BYN
LocalCurrency_ExchangeRate_Currency_USD_BYR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BYR
LocalCurrency_ExchangeRate_Currency_USD_BZD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BZD
LocalCurrency_ExchangeRate_Currency_USD_BZH,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BZH
LocalCurrency_ExchangeRate_Currency_USD_CAD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD
LocalCurrency_ExchangeRate_Currency_USD_CDF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CDF
LocalCurrency_ExchangeRate_Currency_USD_CDZ,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CDZ
LocalCurrency_ExchangeRate_Currency_USD_CHF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CHF
LocalCurrency_ExchangeRate_Currency_USD_CKD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CKD
LocalCurrency_ExchangeRate_Currency_USD_CLE,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CLE
LocalCurrency_ExchangeRate_Currency_USD_CLP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CLP
LocalCurrency_ExchangeRate_Currency_USD_CNY,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CNY
LocalCurrency_ExchangeRate_Currency_USD_COP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_COP
LocalCurrency_ExchangeRate_Currency_USD_CRC,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CRC
LocalCurrency_ExchangeRate_Currency_USD_CSD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CSD
LocalCurrency_ExchangeRate_Currency_USD_CSK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CSK
LocalCurrency_ExchangeRate_Currency_USD_CSX,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CSX
LocalCurrency_ExchangeRate_Currency_USD_CUP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CUP
LocalCurrency_ExchangeRate_Currency_USD_CVE,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE
LocalCurrency_ExchangeRate_Currency_USD_CYP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CYP
LocalCurrency_ExchangeRate_Currency_USD_CZK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CZK
LocalCurrency_ExchangeRate_Currency_USD_DDM,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DDM
LocalCurrency_ExchangeRate_Currency_USD_DEM,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DEM
LocalCurrency_ExchangeRate_Currency_USD_DJF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DJF
LocalCurrency_ExchangeRate_Currency_USD_DKK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK
LocalCurrency_ExchangeRate_Currency_USD_DOP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DOP
LocalCurrency_ExchangeRate_Currency_USD_DZD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DZD
LocalCurrency_ExchangeRate_Currency_USD_ECS,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ECS
LocalCurrency_ExchangeRate_Currency_USD_EEK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EEK
LocalCurrency_ExchangeRate_Currency_USD_EGP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EGP
LocalCurrency_ExchangeRate_Currency_USD_ERN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ERN
LocalCurrency_ExchangeRate_Currency_USD_ESP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ESP
LocalCurrency_ExchangeRate_Currency_USD_ETB,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ETB
LocalCurrency_ExchangeRate_Currency_USD_ETD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ETD
LocalCurrency_ExchangeRate_Currency_USD_EUR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR
LocalCurrency_ExchangeRate_Currency_USD_FIM,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FIM
LocalCurrency_ExchangeRate_Currency_USD_FJD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD
LocalCurrency_ExchangeRate_Currency_USD_FRF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FRF
LocalCurrency_ExchangeRate_Currency_USD_GBP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP
LocalCurrency_ExchangeRate_Currency_USD_GEK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEK
LocalCurrency_ExchangeRate_Currency_USD_GEL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL
LocalCurrency_ExchangeRate_Currency_USD_GHC,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHC
LocalCurrency_ExchangeRate_Currency_USD_GHR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHR
LocalCurrency_ExchangeRate_Currency_USD_GHS,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS
LocalCurrency_ExchangeRate_Currency_USD_GIP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP
LocalCurrency_ExchangeRate_Currency_USD_GMD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD
LocalCurrency_ExchangeRate_Currency_USD_GMP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMP
LocalCurrency_ExchangeRate_Currency_USD_GNF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GNF
LocalCurrency_ExchangeRate_Currency_USD_GNI,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GNI
LocalCurrency_ExchangeRate_Currency_USD_GNS,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GNS
LocalCurrency_ExchangeRate_Currency_USD_GRD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GRD
LocalCurrency_ExchangeRate_Currency_USD_GTQ,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GTQ
LocalCurrency_ExchangeRate_Currency_USD_GWP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GWP
LocalCurrency_ExchangeRate_Currency_USD_GYD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GYD
LocalCurrency_ExchangeRate_Currency_USD_HKD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_HKD
LocalCurrency_ExchangeRate_Currency_USD_HNL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_HNL
LocalCurrency_ExchangeRate_Currency_USD_HRD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_HRD
LocalCurrency_ExchangeRate_Currency_USD_HRK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_HRK
LocalCurrency_ExchangeRate_Currency_USD_HTG,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_HTG
LocalCurrency_ExchangeRate_Currency_USD_HUF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_HUF
LocalCurrency_ExchangeRate_Currency_USD_IDR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_IDR
LocalCurrency_ExchangeRate_Currency_USD_IEP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_IEP
LocalCurrency_ExchangeRate_Currency_USD_ILL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ILL
LocalCurrency_ExchangeRate_Currency_USD_ILP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ILP
LocalCurrency_ExchangeRate_Currency_USD_ILR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ILR
LocalCurrency_ExchangeRate_Currency_USD_ILS,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ILS
LocalCurrency_ExchangeRate_Currency_USD_INR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR
LocalCurrency_ExchangeRate_Currency_USD_IQD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_IQD
LocalCurrency_ExchangeRate_Currency_USD_IRR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_IRR
LocalCurrency_ExchangeRate_Currency_USD_ISJ,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ISJ
LocalCurrency_ExchangeRate_Currency_USD_ISK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ISK
LocalCurrency_ExchangeRate_Currency_USD_ITL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ITL
LocalCurrency_ExchangeRate_Currency_USD_JMD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD
LocalCurrency_ExchangeRate_Currency_USD_JOD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JOD
LocalCurrency_ExchangeRate_Currency_USD_JPY,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JPY
LocalCurrency_ExchangeRate_Currency_USD_KES,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KES
LocalCurrency_ExchangeRate_Currency_USD_KGS,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KGS
LocalCurrency_ExchangeRate_Currency_USD_KHO,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO
LocalCurrency_ExchangeRate_Currency_USD_KHR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHR
LocalCurrency_ExchangeRate_Currency_USD_KMF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KMF
LocalCurrency_ExchangeRate_Currency_USD_KPW,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KPW
LocalCurrency_ExchangeRate_Currency_USD_KRW,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KRW
LocalCurrency_ExchangeRate_Currency_USD_KWD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KWD
LocalCurrency_ExchangeRate_Currency_USD_KYD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KYD
LocalCurrency_ExchangeRate_Currency_USD_KZT,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KZT
LocalCurrency_ExchangeRate_Currency_USD_LAJ,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LAJ
LocalCurrency_ExchangeRate_Currency_USD_LAK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LAK
LocalCurrency_ExchangeRate_Currency_USD_LAL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LAL
LocalCurrency_ExchangeRate_Currency_USD_LAO,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LAO
LocalCurrency_ExchangeRate_Currency_USD_LBP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LBP
LocalCurrency_ExchangeRate_Currency_USD_LKR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LKR
LocalCurrency_ExchangeRate_Currency_USD_LNR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LNR
LocalCurrency_ExchangeRate_Currency_USD_LRD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LRD
LocalCurrency_ExchangeRate_Currency_USD_LSL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LSL
LocalCurrency_ExchangeRate_Currency_USD_LTL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LTL
LocalCurrency_ExchangeRate_Currency_USD_LTT,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LTT
LocalCurrency_ExchangeRate_Currency_USD_LUF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LUF
LocalCurrency_ExchangeRate_Currency_USD_LVL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LVL
LocalCurrency_ExchangeRate_Currency_USD_LVR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LVR
LocalCurrency_ExchangeRate_Currency_USD_LYD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LYD
LocalCurrency_ExchangeRate_Currency_USD_LYP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_LYP
LocalCurrency_ExchangeRate_Currency_USD_MAD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MAD
LocalCurrency_ExchangeRate_Currency_USD_MDC,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MDC
LocalCurrency_ExchangeRate_Currency_USD_MDL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MDL
LocalCurrency_ExchangeRate_Currency_USD_MDR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MDR
LocalCurrency_ExchangeRate_Currency_USD_MGA,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MGA
LocalCurrency_ExchangeRate_Currency_USD_MKD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MKD
LocalCurrency_ExchangeRate_Currency_USD_MKN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MKN
LocalCurrency_ExchangeRate_Currency_USD_MLF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MLF
LocalCurrency_ExchangeRate_Currency_USD_MMK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MMK
LocalCurrency_ExchangeRate_Currency_USD_MNT,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MNT
LocalCurrency_ExchangeRate_Currency_USD_MOP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MOP
LocalCurrency_ExchangeRate_Currency_USD_MRO,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MRO
LocalCurrency_ExchangeRate_Currency_USD_MRU,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MRU
LocalCurrency_ExchangeRate_Currency_USD_MTL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MTL
LocalCurrency_ExchangeRate_Currency_USD_MUR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MUR
LocalCurrency_ExchangeRate_Currency_USD_MVQ,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MVQ
LocalCurrency_ExchangeRate_Currency_USD_MVR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MVR
LocalCurrency_ExchangeRate_Currency_USD_MWK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MWK
LocalCurrency_ExchangeRate_Currency_USD_MWP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MWP
LocalCurrency_ExchangeRate_Currency_USD_MXN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MXN
LocalCurrency_ExchangeRate_Currency_USD_MXP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MXP
LocalCurrency_ExchangeRate_Currency_USD_MYAD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MYAD
LocalCurrency_ExchangeRate_Currency_USD_MYR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MYR
LocalCurrency_ExchangeRate_Currency_USD_MZE,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MZE
LocalCurrency_ExchangeRate_Currency_USD_MZM,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MZM
LocalCurrency_ExchangeRate_Currency_USD_MZN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_MZN
LocalCurrency_ExchangeRate_Currency_USD_NAD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NAD
LocalCurrency_ExchangeRate_Currency_USD_NGN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NGN
LocalCurrency_ExchangeRate_Currency_USD_NGP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NGP
LocalCurrency_ExchangeRate_Currency_USD_NHF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NHF
LocalCurrency_ExchangeRate_Currency_USD_NIC,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NIC
LocalCurrency_ExchangeRate_Currency_USD_NIG,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NIG
LocalCurrency_ExchangeRate_Currency_USD_NIO,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NIO
LocalCurrency_ExchangeRate_Currency_USD_NLG,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NLG
LocalCurrency_ExchangeRate_Currency_USD_NOK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NOK
LocalCurrency_ExchangeRate_Currency_USD_NPR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NPR
LocalCurrency_ExchangeRate_Currency_USD_NZD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_NZD
LocalCurrency_ExchangeRate_Currency_USD_OMR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_OMR
LocalCurrency_ExchangeRate_Currency_USD_OMS,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_OMS
LocalCurrency_ExchangeRate_Currency_USD_PAB,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PAB
LocalCurrency_ExchangeRate_Currency_USD_PEI,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PEI
LocalCurrency_ExchangeRate_Currency_USD_PEN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PEN
LocalCurrency_ExchangeRate_Currency_USD_PES,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PES
LocalCurrency_ExchangeRate_Currency_USD_PGK,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PGK
LocalCurrency_ExchangeRate_Currency_USD_PHP,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PHP
LocalCurrency_ExchangeRate_Currency_USD_PKR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PKR
LocalCurrency_ExchangeRate_Currency_USD_PLN,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PLN
LocalCurrency_ExchangeRate_Currency_USD_PLZ,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PLZ
LocalCurrency_ExchangeRate_Currency_USD_PTE,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PTE
LocalCurrency_ExchangeRate_Currency_USD_PYG,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_PYG
LocalCurrency_ExchangeRate_Currency_USD_QAR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_QAR
LocalCurrency_ExchangeRate_Currency_USD_ROL,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ROL
LocalCurrency_ExchangeRate_Currency_USD_RON,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_RON
LocalCurrency_ExchangeRate_Currency_USD_RSD,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_RSD
LocalCurrency_ExchangeRate_Currency_USD_RUB,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_RUB
LocalCurrency_ExchangeRate_Currency_USD_RUR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_RUR
LocalCurrency_ExchangeRate_Currency_USD_RWF,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_RWF
LocalCurrency_ExchangeRate_Currency_USD_SAR,LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_SAR
