"StatVar","Units","observationPeriods","MinDate","ScalingFactors","MeasurementMethods","NumPlaces"
"worldBank/UIS_TRTP_3","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","107"
"worldBank/BAR_NOED_3539_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_POP_1519_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_REPP_2_GPV_G4_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","152"
"worldBank/SL_UEM_1524_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/PRJ_MYS_15UP_GPI","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/IS_AIR_DPRT","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","189"
"worldBank/SE_TER_CMPL_ZS","[Percent]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","159"
"worldBank/PRJ_POP_2529_3_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_GDP_DEFL_ZS_AD","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","213"
"worldBank/UIS_FOSEP_56_F600_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","143"
"worldBank/FX_OWN_TOTL_60_ZS","[Percent]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","161"
"worldBank/SL_UEM_NEET_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","184"
"worldBank/UIS_TE_100000_56_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","191"
"worldBank/PRJ_POP_2529_3_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DT_NFL_BLAT_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","123"
"worldBank/FP_WPI_TOTL","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","55"
"worldBank/BAR_TER_SCHL_3539","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_SEC_ICMP_3539_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_NERT_1_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","200"
"worldBank/UIS_FOSEP_56_F600_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","141"
"worldBank/mobileaccount_t_d","[]","[P1Y]","2014","[]","[WorldBank_WDI_CSV]","98"
"worldBank/UIS_NERT_1_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","200"
"worldBank/SE_SEC_CUAT_PO_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","187"
"worldBank/BAR_PRM_CMPT_5054_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/TX_VAL_MRCH_R4_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/UIS_REPR_2_GPV_G1_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","184"
"worldBank/UIS_T_23_V","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","147"
"worldBank/HD_HCI_OVRL_UB_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","163"
"worldBank/PRJ_ATT_60UP_NED_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_OE_56_40510","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","214"
"worldBank/PRJ_ATT_15UP_1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SH_DTH_COMM_1559_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BAR_POP_15UP_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_PRM_CMPT_75UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_SCHL_3034_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/GFDD_OI_20a","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","145"
"worldBank/UIS_XUNIT_PPP_56_FSGOV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","149"
"worldBank/PRJ_ATT_15UP_1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/FX_OWN_TOTL_40_ZS","[Percent]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","161"
"worldBank/BAR_NOED_2024_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_ALL_S1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_TER_CMPT_3034_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/GC_XPN_TOTL_CN","[]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","161"
"worldBank/SP_RUR_TOTL_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/PRJ_POP_1519_3_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/VA_PER_RNK","[]","[P1Y]","1996","[]","[WorldBank_WDI_CSV]","205"
"worldBank/DT_DOD_DPPG_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","123"
"worldBank/FI_RES_XGLD_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","182"
"worldBank/UIS_FOFSTP_3","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","161"
"worldBank/BAR_SEC_SCHL_3539_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_PRM_CMPT_4044_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_FOFSTP_2","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","166"
"worldBank/UIS_FOFSTP_1","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","189"
"worldBank/BM_GSR_TOTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","204"
"worldBank/FB_CBK_BRWR_P3","[]","[P1Y]","2004","[]","[WorldBank_WDI_CSV]","120"
"worldBank/BX_KLT_DINV_WD_GD_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","206"
"worldBank/PRJ_ATT_2024_1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/account_t_d","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","164"
"worldBank/SH_STA_ANV4_ZS","[Percent]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","155"
"worldBank/NY_GNP_MKTP_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/HD_HCI_HLOS_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","169"
"worldBank/SH_STA_WAST_FE_ZS","[Percent]","[P1Y]","1986","[]","[WorldBank_WDI_CSV]","160"
"worldBank/UIS_DR_2_GPV_G1_T","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","188"
"worldBank/SH_DTH_NCOM_0514_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BI_PWK_PRVS_CT_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","88"
"worldBank/UIS_FEP_3_GPV","[]","[P1Y]","1997","[]","[WorldBank_EdStats_CSV]","227"
"worldBank/UIS_SLE_23_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","203"
"worldBank/SL_TLF_INTM_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","187"
"worldBank/UIS_SLE_0_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","217"
"worldBank/BI_WAG_PREM_PB","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","90"
"worldBank/UIS_DR_2_GPV_G1_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","185"
"worldBank/IS_SHP_GOOD_TU","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","172"
"worldBank/SL_UEM_INTM_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","191"
"worldBank/UIS_DR_2_GPV_G1_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","183"
"worldBank/UIS_SLE_0_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","217"
"worldBank/FB_BNK_CAPA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","152"
"worldBank/SP_POP_80UP_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/UIS_GER_2_GPI","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","207"
"worldBank/SL_UEM_1524_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/BAR_PRM_SCHL_5054_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_2064_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/IE_PPN_TRAN_CD","[USDollar]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","94"
"worldBank/PA_NUS_ATLS","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","214"
"worldBank/PRJ_POP_ALL_S1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DT_ODA_ODAT_XP_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","125"
"worldBank/PRJ_POP_ALL_S1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SEC_CMPT_2529_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_2064_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_GDP_PCAP_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","214"
"worldBank/SH_STA_STNT_MA_ZS","[Percent]","[P1Y]","1986","[]","[WorldBank_WDI_CSV]","159"
"worldBank/BI_PWK_PRVS_SG_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","129"
"worldBank/BAR_SEC_ICMP_7074_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/IT_NET_USER_P2","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","217"
"worldBank/GC_REV_GOTR_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","163"
"worldBank/EN_URB_LCTY_UR_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","157"
"worldBank/SE_TER_CUAT_BA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","188"
"worldBank/PRJ_POP_2024_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_2529_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SE_PRE_ENRR_MA","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","207"
"worldBank/SL_TLF_INTM_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","187"
"worldBank/SE_SEC_ENRL_FE_VO_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","209"
"worldBank/UIS_GTVP_3_V_M","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","190"
"worldBank/UIS_SLE_23_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","203"
"worldBank/BAR_SCHL_1519","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_TER_SCHL_3539_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SL_EMP_WORK_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/FR_INR_DPST","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","152"
"worldBank/NV_FSM_TOTL_KN","[]","[P1Y]","1965","[]","[WorldBank_WDI_CSV]","50"
"worldBank/PRJ_ATT_15UP_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_DR_1_G3_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","185"
"worldBank/UIS_GTVP_3_V_F","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","190"
"worldBank/PRJ_ATT_2064_2_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_FOSEP_56_F800_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","141"
"worldBank/DT_DOD_MIBR_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","95"
"worldBank/BX_GSR_TRVL_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","202"
"worldBank/DC_DAC_HUNL_CD","[USDollar]","[P1Y]","2005","[]","[WorldBank_WDI_CSV]","131"
"worldBank/BI_EMP_PWRK_PB_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","142"
"worldBank/UIS_DR_1_G3_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","186"
"worldBank/PRJ_MYS_4064_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_2039_3_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SEC_ICMP_25UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_80UP_S1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_FOSEP_56_F800_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","141"
"worldBank/PRJ_ATT_2064_2_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_MYS_4064_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_GDP_PCAP_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","218"
"worldBank/SH_STA_STNT_FE_ZS","[Percent]","[P1Y]","1986","[]","[WorldBank_WDI_CSV]","159"
"worldBank/PRJ_ATT_2039_3_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DC_DAC_DNKL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","153"
"worldBank/5_51_01_10_gdp","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/UIS_XSPENDP_0_FDPUB_FNCUR","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","151"
"worldBank/BAR_PRM_ICMP_3539_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DT_NFL_WHOL_CD","[USDollar]","[P1Y]","2009","[]","[WorldBank_WDI_CSV]","143"
"worldBank/UIS_PTRHC_1_TRAINED","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","146"
"worldBank/BN_KAC_EOMS_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","199"
"worldBank/NY_GDP_PCAP_PP_KD","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","203"
"worldBank/UIS_XUNIT_GDPCAP_2_FSGOV","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","153"
"worldBank/DC_DAC_CZEL_CD","[USDollar]","[P1Y]","2005","[]","[WorldBank_WDI_CSV]","132"
"worldBank/UIS_SLE_0_GPI","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","217"
"worldBank/UIS_NERA_2_GPI","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","173"
"worldBank/BAR_NOED_6064_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SH_DYN_AIDS_FE_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","175"
"worldBank/SH_DTH_COMM_0514_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/PRJ_MYS_15UP_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BI_PWK_PUBS_CT_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","73"
"worldBank/BAR_TER_SCHL_4549_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BI_PWK_AGES_PV_MD","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","132"
"worldBank/PRJ_ATT_ALL_S1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_PRM_CMPT_3539_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_ALL_S1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_4064_1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_PRM_ICMP_6569_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_1519_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SE_SCH_LIFE_FE","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","199"
"worldBank/SE_XPD_TOTL_GD_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","207"
"worldBank/UIS_ECDP_1","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","116"
"worldBank/SP_DYN_AMRT_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/SL_TLF_TOTL_FE_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","191"
"worldBank/OECD_TSAL_1_E0","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","54"
"worldBank/BAR_SEC_CMPT_3539_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_SEC_SCHL_2024","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_T_5_B","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","114"
"worldBank/UIS_XUNIT_PPP_2_FSGOV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","126"
"worldBank/UIS_XUNIT_PPPCONST_1_FSGOV","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","158"
"worldBank/UIS_GER_123","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","207"
"worldBank/BN_FIN_TOTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","199"
"worldBank/UIS_NIRA_1","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","217"
"worldBank/BAR_PRM_SCHL_4549","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SE_PRM_TCHR_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","211"
"worldBank/SE_PRM_CUAT_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","199"
"worldBank/RESLV_ISV_DFRN_RCOV_RT","[]","[P1Y]","2003","[]","[WorldBank_WDI_CSV]","213"
"worldBank/SH_MMR_RISK_ZS","[Percent]","[P1Y]","1985","[]","[WorldBank_WDI_CSV]","198"
"worldBank/PRJ_MYS_65UP_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/per_sa_allsa_adq_pop_tot","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","107"
"worldBank/BI_PWK_PUBS_RU_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","130"
"worldBank/PRJ_MYS_65UP_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/IC_TAX_TOTL_CP_ZS","[Percent]","[P1Y]","2005","[]","[WorldBank_WDI_CSV]","193"
"worldBank/per_sa_allsa_ben_q1_tot","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","107"
"worldBank/SP_POP_TOTL_FE_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/UIS_T_2","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","189"
"worldBank/PRJ_MYS_65UP_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SEC_SCHL_2529_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_T_3","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","189"
"worldBank/UIS_T_4","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","127"
"worldBank/SL_UEM_INTM_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","193"
"worldBank/EN_ATM_PM25_MC_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","198"
"worldBank/NY_ADJ_DRES_GN_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BAR_PRM_SCHL_1519_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DT_NFL_OFFT_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","123"
"worldBank/SE_PRE_ENRR","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","211"
"worldBank/UIS_ESL_1_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","205"
"worldBank/UIS_ESL_1_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","205"
"worldBank/ENF_CONT_COEN_COST_ZS","[Percent]","[P1Y]","2003","[]","[WorldBank_WDI_CSV]","213"
"worldBank/BI_PWK_PRVS_HS_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","47"
"worldBank/PA_NUS_PRVT_PLI","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","208"
"worldBank/NY_GSR_NFCY_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","208"
"worldBank/BAR_SEC_CMPT_2024_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/fin2_t_d","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","163"
"worldBank/BM_GSR_TRAN_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","203"
"worldBank/BAR_SEC_SCHL_5559","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SE_SEC_ENRL_VO_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","208"
"worldBank/SL_TLF_CACT_FM_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","214"
"worldBank/FB_CBK_BRCH_P5","[]","[P1Y]","2004","[]","[WorldBank_WDI_CSV]","192"
"worldBank/HF_UHC_NOPX_ZS","[Percent]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","149"
"worldBank/UIS_GER_4_F","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","149"
"worldBank/SL_EMP_TOTL_SP_FE_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","211"
"worldBank/UIS_NERT_2_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","187"
"worldBank/VA_NO_SRC","[]","[P1Y]","1996","[]","[WorldBank_WDI_CSV]","205"
"worldBank/GC_DOD_TOTL_GD_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","111"
"worldBank/UIS_GER_4_M","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","149"
"worldBank/DC_DAC_CECL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","181"
"worldBank/NY_GSR_NFCY_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","208"
"worldBank/PRJ_ATT_2064_NED_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SE_SEC_CUAT_LO_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","203"
"worldBank/BAR_TER_ICMP_2024_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/CM_MKT_TRAD_CD","[USDollar]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","110"
"worldBank/UIS_NERT_2_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","187"
"worldBank/NY_GDP_MKTP_CN_AD","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","213"
"worldBank/BAR_SEC_ICMP_75UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_G_5_B_F","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","143"
"worldBank/DT_NFL_BOND_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","92"
"worldBank/BAR_SEC_ICMP_15UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_SLE_4_F","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","147"
"worldBank/BAR_PRM_CMPT_25UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_ILLPOPF_AG25T64","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","164"
"worldBank/UIS_SLE_4_M","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","147"
"worldBank/ENF_CONT_COEN_CSMG","[]","[P1Y]","2015","[]","[WorldBank_WDI_CSV]","213"
"worldBank/SE_SEC_ENRL_VO","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","211"
"worldBank/UIS_FEP_56_F500","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","155"
"worldBank/IS_RRS_GOOD_MT_K6","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","117"
"worldBank/UIS_G_5_B_T","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","150"
"worldBank/SG_TIM_UWRK_MA","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","90"
"worldBank/BAR_POP_15UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_E_1_G6_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","190"
"worldBank/per_si_allsi_cov_pop_tot","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","118"
"worldBank/AG_LND_EL5M_RU_K2","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","219"
