"Units","MinDate","ScalingFactors","observationPeriods","MeasurementMethods","NumPlaces","StatVar"
"[IndexPointBasePeriod1982To1984Equals100]","1947-01","[]","[]","[BLSUnchained]","1","dc/e4cm4rj4d5fyc"
