"NumPlaces","MinDate","MeasurementMethods","ScalingFactors","observationPeriods","StatVar","Units"
"1","1999-12","[BLSChained]","[]","[]","dc/x6l3mg60hpe7c","[IndexPointBasePeriodDecember1999Equals100]"
