sdg,dcid
MX_OAX_SANTIAGO_SUCHILQUITONGO,wikidataId/Q20235768
MX_OAX_SANTIAGO_TAMAZOLA,wikidataId/Q4967373
MX_OAX_SANTIAGO_TENANGO,undata-geo/C16801342
MX_OAX_SANTIAGO_TETEPEC,wikidataId/Q3887632
MX_OAX_SANTIAGO_TEXTITLAN,wikidataId/Q66132421
MX_OAX_SANTIAGO_TILLO,wikidataId/Q3888566
MX_OAX_SANTIAGO_TLAZOYALTEPEC,wikidataId/Q3889068
MX_OAX_SANTIAGO_XIACUI,wikidataId/Q985772
MX_OAX_SANTIAGO_YAITEPEC,wikidataId/Q3889471
MX_OAX_SANTIAGO_YAVEO,wikidataId/Q3889983
MX_OAX_SANTIAGO_YOLOMECATL,wikidataId/Q3889956
MX_OAX_SANTIAGO_YOSONDUA,undata-geo/C16801351
MX_OAX_SANTIAGO_YUCUYACHI,undata-geo/C16801352
MX_OAX_SANTIAGO_ZACATEPEC,undata-geo/C16801353
MX_OAX_SANTO_DOMINGO_ALBARRADAS,wikidataId/Q3890495
MX_OAX_SANTO_DOMINGO_ARMENTA,wikidataId/Q3890481
MX_OAX_SANTO_DOMINGO_CHIHUITAN,wikidataId/Q3891421
MX_OAX_SANTO_DOMINGO_INGENIO,undata-geo/C16801357
MX_OAX_SANTO_DOMINGO_MORELOS,undata-geo/C16801358
MX_OAX_SANTO_DOMINGO_ROAYAGA,wikidataId/Q6121353
MX_OAX_SANTO_DOMINGO_TEHUANTEPEC,wikidataId/Q4407914
MX_OAX_SANTO_DOMINGO_TEOJOMULCO,undata-geo/C16801361
MX_OAX_SANTO_DOMINGO_TEPUXTEPEC,wikidataId/Q3892895
MX_OAX_SANTO_DOMINGO_TOMALTEPEC,wikidataId/Q3893668
MX_OAX_SANTO_DOMINGO_TONALA,undata-geo/C16801364
MX_OAX_SANTO_DOMINGO_XAGACIA,wikidataId/Q7420524
MX_OAX_SANTO_DOMINGO_YANHUITLAN,wikidataId/Q4967255
MX_OAX_SANTO_DOMINGO_YODOHINO,wikidataId/Q4967241
MX_OAX_SANTO_DOMINGO_ZANATEPEC,wikidataId/Q27797672
MX_OAX_SANTO_TOMAS_JALIEZA,wikidataId/Q3888678
MX_OAX_SANTO_TOMAS_MAZALTEPEC,wikidataId/Q3888590
MX_OAX_SANTOS_REYES_NOPALA,wikidataId/Q20235838
MX_OAX_SANTOS_REYES_PAPALO,wikidataId/Q3887656
MX_OAX_SANTOS_REYES_TEPEJILLO,wikidataId/Q3888145
MX_OAX_SANTOS_REYES_YUCUNA,wikidataId/Q10818220
MX_OAX_SILACAYOAPAM,wikidataId/Q3890442
MX_OAX_SOLEDAD_ETLA,wikidataId/Q3889941
MX_OAX_TAMAZULAPAM_ESPIRITU_SANTO,wikidataId/Q20286205
MX_OAX_TANETZE_DE_ZARAGOZA,wikidataId/Q60852426
MX_OAX_TATALTEPEC_DE_VALDES,undata-geo/C16801379
MX_OAX_TEOCOCUILCO_MARCOS_PEREZ,wikidataId/Q985841
MX_OAX_TEOTITLAN_DEL_VALLE,undata-geo/C16801381
MX_OAX_TEOTITLAN_FLORES_MAGON,wikidataId/Q3850283
MX_OAX_TLACOLULA_DE_MATAMOROS,undata-geo/C16801383
MX_OAX_TLALIXTAC_DE_CABRERA,wikidataId/Q3845839
MX_OAX_TOTONTEPEC_VILLA_MORELOS,wikidataId/Q13422010
MX_OAX_TRINIDAD_ZAACHILA,wikidataId/Q3891034
MX_OAX_UNION_HIDALGO,wikidataId/Q27767540
MX_OAX_VALERIO_TRUJANO,wikidataId/Q7911393
MX_OAX_VILLA_CHILAPA_DIAZ,undata-geo/C16801389
MX_OAX_VILLA_DE_ETLA,wikidataId/Q27767937
MX_OAX_VILLA_DE_TUTUTEPEC,wikidataId/Q7930550
MX_OAX_VILLA_DE_ZAACHILA,wikidataId/Q3892783
MX_OAX_VILLA_DIAZ_ORDAZ,undata-geo/C16801393
MX_OAX_VILLA_HIDALGO,undata-geo/C16801394
MX_OAX_VILLA_SOLA_DE_VEGA,wikidataId/Q10987999
MX_OAX_VILLA_TALEA_DE_CASTRO,wikidataId/Q3893708
MX_OAX_VILLA_TAMAZULAPAM_PROGRESO,undata-geo/C16801397
MX_OAX_VILLA_TEJUPAM_LA_UNION,wikidataId/Q6162422
MX_OAX_YAXE,undata-geo/C16801399
MX_OAX_YOGANA,wikidataId/Q8054349
MX_OAX_ZAPOTITLAN_LAGUNAS,wikidataId/Q3893023
MX_OAX_ZAPOTITLAN_PALMAS,wikidataId/Q3892611
MX_OAX_ZIMATLAN_DE_ALVAREZ,wikidataId/Q20295485
MX_PUE_ACAJETE,wikidataId/Q2984107
MX_PUE_ACATENO,wikidataId/Q1998759
MX_PUE_ACATLAN,wikidataId/Q9035926
MX_PUE_ACATZINGO,wikidataId/Q1998719
MX_PUE_ACTEOPAN,wikidataId/Q1998829
MX_PUE_AHUACATLAN,wikidataId/Q27796754
MX_PUE_AHUATLAN,wikidataId/Q1998734
MX_PUE_AHUAZOTEPEC,wikidataId/Q2984709
MX_PUE_AHUEHUETITLA,wikidataId/Q1998679
MX_PUE_AJALPAN,wikidataId/Q4699520
MX_PUE_ALBINO_ZERTUCHE,wikidataId/Q1998869
MX_PUE_ALJOJUCA,wikidataId/Q27775123
MX_PUE_ALTEPEXI,wikidataId/Q24832
MX_PUE_AMIXTLAN,wikidataId/Q2001208
MX_PUE_AMOZOC,undata-geo/C16801418
MX_PUE_AQUIXTLA,wikidataId/Q1998668
MX_PUE_ATEMPAN,wikidataId/Q3893117
MX_PUE_ATEXCAL,wikidataId/Q2001136
MX_PUE_ATLEQUIZAYAN,undata-geo/C16801422
MX_PUE_ATLIXCO,undata-geo/C16801423
MX_PUE_ATOYATEMPAN,wikidataId/Q2656491
MX_PUE_ATZALA,wikidataId/Q3893095
MX_PUE_ATZITZIHUACAN,wikidataId/Q1998791
MX_PUE_ATZITZINTLA,wikidataId/Q962255
MX_PUE_AXUTLA,wikidataId/Q3893112
MX_PUE_AYOTOXCO_DE_GUERRERO,undata-geo/C16801429
MX_PUE_CALPAN,wikidataId/Q3893123
MX_PUE_CALTEPEC,wikidataId/Q3893089
MX_PUE_CAMOCUAUTLA,wikidataId/Q3893085
MX_PUE_CANADA_MORELOS,wikidataId/Q3891718
MX_PUE_CAXHUACAN,undata-geo/C16801434
MX_PUE_CHALCHICOMULA_DE_SESMA,wikidataId/Q2652050
MX_PUE_CHAPULCO,wikidataId/Q5073548
MX_PUE_CHIAUTLA,wikidataId/Q2466631
MX_PUE_CHIAUTZINGO,wikidataId/Q5095282
MX_PUE_CHICHIQUILA,wikidataId/Q5096058
MX_PUE_CHIETLA,wikidataId/Q4518485
MX_PUE_CHIGMECATITLAN,wikidataId/Q5097216
MX_PUE_CHIGNAHUAPAN,wikidataId/Q2984119
MX_PUE_CHIGNAUTLA,wikidataId/Q5097219
MX_PUE_CHILA,undata-geo/C16801444
MX_PUE_CHILA_DE_LA_SAL,undata-geo/C16801445
MX_PUE_CHILCHOTLA,wikidataId/Q5097637
MX_PUE_CHINANTLA,undata-geo/C16801447
MX_PUE_COATEPEC,wikidataId/Q5138604
MX_PUE_COATZINGO,wikidataId/Q5138665
MX_PUE_COHETZALA,wikidataId/Q3893128
MX_PUE_COHUECAN,wikidataId/Q5141439
MX_PUE_CORONANGO,wikidataId/Q20297692
MX_PUE_COXCATLAN,wikidataId/Q8351454
MX_PUE_COYOMEAPAN,wikidataId/Q1998751
MX_PUE_COYOTEPEC,wikidataId/Q5180099
MX_PUE_CUAPIAXTLA_DE_MADERO,wikidataId/Q5191855
MX_PUE_CUAUTEMPAN,wikidataId/Q5191896
MX_PUE_CUAUTINCHAN,wikidataId/Q5191852
MX_PUE_CUAUTLANCINGO,wikidataId/Q1998658
MX_PUE_CUAYUCA_DE_ANDRADE,wikidataId/Q5138674
MX_PUE_CUETZALAN_DEL_PROGRESO,wikidataId/Q5192626
MX_PUE_CUYOACO,wikidataId/Q608391
MX_PUE_DOMINGO_ARENAS,wikidataId/Q5290343
MX_PUE_EPATLAN,wikidataId/Q5382071
MX_PUE_ESPERANZA,wikidataId/Q5398884
MX_PUE_FRANCISCO_Z_MENA,wikidataId/Q5484072
MX_PUE_GENERAL_FELIPE_ANGELES,wikidataId/Q5531906
MX_PUE_GUADALUPE,wikidataId/Q5613245
MX_PUE_GUADALUPE_VICTORIA,wikidataId/Q3890918
MX_PUE_HERMENEGILDO_GALEANA,undata-geo/C16801470
MX_PUE_HONEY,wikidataId/Q1998711
MX_PUE_HUAQUECHULA,wikidataId/Q2447288
MX_PUE_HUAUCHINANGO,wikidataId/Q20145539
MX_PUE_HUEHUETLA,wikidataId/Q3142191
MX_PUE_HUEHUETLAN_EL_CHICO,wikidataId/Q3891487
MX_PUE_HUEHUETLAN_EL_GRANDE,wikidataId/Q5929197
MX_PUE_HUEJOTZINGO,wikidataId/Q20204317
MX_PUE_HUEYAPAN,wikidataId/Q5904324
MX_PUE_HUEYTAMALCO,wikidataId/Q5929401
MX_PUE_HUEYTLALPAN,wikidataId/Q5929406
MX_PUE_HUITZILAN_DE_SERDAN,wikidataId/Q10769319
MX_PUE_HUITZILTEPEC,wikidataId/Q5838015
MX_PUE_IXCAMILPA_DE_GUERRERO,wikidataId/Q6793335
MX_PUE_IXCAQUIXTLA,wikidataId/Q20144026
MX_PUE_IXTACAMAXTITLAN,wikidataId/Q2330345
MX_PUE_IXTEPEC,wikidataId/Q5923652
MX_PUE_IZUCAR_DE_MATAMOROS,wikidataId/Q2686100
MX_PUE_JALPAN,wikidataId/Q6126975
MX_PUE_JOLALPAN,wikidataId/Q3891543
MX_PUE_JONOTLA,wikidataId/Q5934131
MX_PUE_JUAN_C_BONILLA,wikidataId/Q6299095
MX_PUE_JUAN_GALINDO,wikidataId/Q4501994
MX_PUE_LA_MAGDALENA_TLATLAUQUITEPEC,wikidataId/Q10783842
MX_PUE_LAFRAGUA,wikidataId/Q5479464
MX_PUE_LIBRES,undata-geo/C16801495
MX_PUE_LOS_REYES_DE_JUAREZ,wikidataId/Q6683220
MX_PUE_MAZAPILTEPEC_DE_JUAREZ,wikidataId/Q6798253
MX_PUE_MIXTLA,wikidataId/Q6884132
MX_PUE_MOLCAXAC,wikidataId/Q6020844
MX_PUE_NAUPAN,wikidataId/Q2614078
MX_PUE_NAUZONTLA,undata-geo/C16801501
MX_PUE_NEALTICAN,wikidataId/Q20231059
MX_PUE_NOPALUCAN,wikidataId/Q3894018
MX_PUE_OCOTEPEC,wikidataId/Q3892749
MX_PUE_OCOYUCAN,wikidataId/Q5547772
MX_PUE_OLINTLA,wikidataId/Q1997963
MX_PUE_ORIENTAL,wikidataId/Q4337295
MX_PUE_PAHUATLAN,wikidataId/Q2997118
MX_PUE_PALMAR_DE_BRAVO,wikidataId/Q6058970
MX_PUE_PANTEPEC,wikidataId/Q2597467
MX_PUE_PETLALCINGO,wikidataId/Q3893251
MX_PUE_PIAXTLA,wikidataId/Q6030922
MX_PUE_PUEBLA,wikidataId/Q1962715
MX_PUE_QUECHOLAC,wikidataId/Q7269892
MX_PUE_QUIMIXTLAN,wikidataId/Q5683625
MX_PUE_RAFAEL_LARA_GRAJALES,wikidataId/Q2613309
MX_PUE_S_CATARINA_TLALTEMPAN,wikidataId/Q7419289
MX_PUE_S_NICOLAS_BUENOS_AIRES,wikidataId/Q6119487
MX_PUE_S_NICOLAS_LOS_RANCHOS,wikidataId/Q549962
MX_PUE_S_PEDRO_YELOIXTLAHUACA,wikidataId/Q6119574
MX_PUE_S_SALVADOR_HUIXCOLOTLA,undata-geo/C16801521
MX_PUE_S_SEBASTIAN_TLACOTEPEC,wikidataId/Q6119712
MX_PUE_SAN_ANDRES_CHOLULA,wikidataId/Q6959881
MX_PUE_SAN_ANTONIO_CANADA,wikidataId/Q7413310
MX_PUE_SAN_FELIPE_TEOTLALCINGO,wikidataId/Q3893008
MX_PUE_SAN_FELIPE_TEPATLAN,wikidataId/Q6118696
MX_PUE_SAN_GABRIEL_CHILAC,wikidataId/Q2448820
MX_PUE_SAN_GREGORIO_ATZOMPA,wikidataId/Q7414271
MX_PUE_SAN_JERONIMO_TECUANIPAN,wikidataId/Q7414374
MX_PUE_SAN_JERONIMO_XAYACATLAN,wikidataId/Q3894235
MX_PUE_SAN_JOSE_CHIAPA,wikidataId/Q3893536
MX_PUE_SAN_JOSE_MIAHUATLAN,wikidataId/Q7414526
MX_PUE_SAN_JUAN_ATENCO,wikidataId/Q7414556
MX_PUE_SAN_JUAN_ATZOMPA,undata-geo/C16801534
MX_PUE_SAN_MARTIN_TEXMELUCAN,wikidataId/Q1962265
MX_PUE_SAN_MARTIN_TOTOLTEPEC,wikidataId/Q7414882
MX_PUE_SAN_MATIAS_TLALANCALECA,wikidataId/Q6119392
MX_PUE_SAN_MIGUEL_IXITLAN,undata-geo/C16801538
MX_PUE_SAN_MIGUEL_XOXTLA,wikidataId/Q7414978
MX_PUE_SAN_PABLO_ANICANO,wikidataId/Q4407298
MX_PUE_SAN_PEDRO_CHOLULA,wikidataId/Q1962844
MX_PUE_SAN_SALVADOR_EL_SECO,wikidataId/Q20231884
MX_PUE_SAN_SALVADOR_EL_VERDE,undata-geo/C16801543
MX_PUE_SANTA_INES_AHUATEMPAN,wikidataId/Q4518831
MX_PUE_SANTA_ISABEL_CHOLULA,undata-geo/C16801545
MX_PUE_SANTO_TOMAS_HUEYOTLIPAN,undata-geo/C16801546
MX_PUE_SOLTEPEC,wikidataId/Q7558932
MX_PUE_TECALI_DE_HERRERA,wikidataId/Q4453799
MX_PUE_TECAMACHALCO,wikidataId/Q7692099
MX_PUE_TECOMATLAN,wikidataId/Q4453845
MX_PUE_TEHUACAN,undata-geo/C16801551
MX_PUE_TEHUITZINGO,wikidataId/Q963639
MX_PUE_TENAMPULCO,wikidataId/Q3887619
MX_PUE_TEOPANTLAN,undata-geo/C16801554
MX_PUE_TEOTLALCO,undata-geo/C16801555
MX_PUE_TEPANCO_DE_LOPEZ,wikidataId/Q3888252
MX_PUE_TEPANGO_DE_RODRIGUEZ,wikidataId/Q3888771
MX_PUE_TEPATLAXCO_DE_HIDALGO,wikidataId/Q6142090
MX_PUE_TEPEACA,wikidataId/Q942512
MX_PUE_TEPEMAXALCO,wikidataId/Q7701269
MX_PUE_TEPEOJUMA,wikidataId/Q7701270
MX_PUE_TEPETZINTLA,wikidataId/Q5644730
MX_PUE_TEPEXCO,undata-geo/C16801563
MX_PUE_TEPEXI_DE_RODRIGUEZ,wikidataId/Q3888990
MX_PUE_TEPEYAHUALCO,undata-geo/C16801565
MX_PUE_TEPEYAHUALCO_CUAUHTEMOC,undata-geo/C16801566
MX_PUE_TETELA_DE_OCAMPO,wikidataId/Q25247401
MX_PUE_TETELES_AVILA_CASTILLO,undata-geo/C16801568
MX_PUE_TEZIUTLAN,wikidataId/Q2991097
MX_PUE_TIANGUISMANALCO,wikidataId/Q10826822
MX_PUE_TILAPA,wikidataId/Q7802049
MX_PUE_TLACHICHUCA,undata-geo/C16801572
MX_PUE_TLACOTEPEC_BENITO_JUAREZ,wikidataId/Q7810689
MX_PUE_TLACUILOTEPEC,undata-geo/C16801574
MX_PUE_TLAHUAPAN,wikidataId/Q7810695
MX_PUE_TLALTENANGO,wikidataId/Q20232564
MX_PUE_TLANEPANTLA,wikidataId/Q7810708
MX_PUE_TLAPACOYA,wikidataId/Q7810712
MX_PUE_TLAPANALA,wikidataId/Q7810715
MX_PUE_TLATLAUQUITEPEC,wikidataId/Q2001167
MX_PUE_TLAXCO,wikidataId/Q19824930
MX_PUE_TOCHIMILCO,wikidataId/Q7811997
MX_PUE_TOCHTEPEC,wikidataId/Q7812015
MX_PUE_TOTOLTEPEC_DE_GUERRERO,undata-geo/C16801584
MX_PUE_TULCINGO,undata-geo/C16801585
MX_PUE_TUZAMAPAN_DE_GALEANA,wikidataId/Q7857262
MX_PUE_TZICATLACOYAN,wikidataId/Q7861963
MX_PUE_VENUSTIANO_CARRANZA,wikidataId/Q7920662
MX_PUE_VICENTE_GUERRERO,wikidataId/Q7925161
MX_PUE_XAYACATLAN_DE_BRAVO,wikidataId/Q20232821
MX_PUE_XICOTEPEC,wikidataId/Q3891528
MX_PUE_XICOTLAN,wikidataId/Q8044354
MX_PUE_XIUTETELCO,wikidataId/Q1997999
MX_PUE_XOCHIAPULCO,wikidataId/Q2449355
MX_PUE_XOCHILTEPEC,wikidataId/Q6169302
MX_PUE_XOCHITLAN_TODOS_SANTOS,undata-geo/C16801596
MX_PUE_XOCHITLAN_VICENTE_SUAREZ,wikidataId/Q10834849
MX_PUE_YAONAHUAC,wikidataId/Q27767606
MX_PUE_YEHUALTEPEC,wikidataId/Q20232907
MX_PUE_ZACAPALA,wikidataId/Q927939
MX_PUE_ZACAPOAXTLA,wikidataId/Q17104877
MX_PUE_ZACATLAN,wikidataId/Q20204353
MX_PUE_ZAPOTITLAN,wikidataId/Q4408128
MX_PUE_ZAPOTITLAN_DE_MENDEZ,wikidataId/Q2449205
MX_PUE_ZARAGOZA,undata-geo/C16801605
MX_PUE_ZAUTLA,wikidataId/Q953111
MX_PUE_ZIHUATEUTLA,wikidataId/Q3892170
MX_PUE_ZINACATEPEC,wikidataId/Q3892181
MX_PUE_ZONGOZOTLA,undata-geo/C16801609
MX_PUE_ZOQUIAPAN,wikidataId/Q10838571
MX_PUE_ZOQUITLAN,undata-geo/C16801611
MX_QUE_AMEALCO_DE_BONFIL,undata-geo/C16801612
MX_QUE_ARROYO_SECO,wikidataId/Q5705940
MX_QUE_CADEREYTA_DE_MONTES,wikidataId/Q2878559
MX_QUE_COLON,wikidataId/Q3849570
MX_QUE_CORREGIDORA,wikidataId/Q1962054
MX_QUE_EL_MARQUES,wikidataId/Q2652454
MX_QUE_EZEQUIEL_MONTES,wikidataId/Q2448212
MX_QUE_HUIMILPAN,wikidataId/Q3846886
MX_QUE_JALPAN_DE_SERRA,wikidataId/Q2282743
MX_QUE_LANDA_DE_MATAMOROS,undata-geo/C16801621
MX_QUE_PEDRO_ESCOBEDO,undata-geo/C16801622
MX_QUE_PENAMILLER,wikidataId/Q20163852
MX_QUE_PINAL_DE_AMOLES,wikidataId/Q20163791
MX_QUE_QUERETARO,wikidataId/Q173121
MX_QUE_SAN_JOAQUIN,wikidataId/Q3849478
MX_QUE_SAN_JUAN_DEL_RIO,undata-geo/C16801627
MX_QUE_TEQUISQUIAPAN,undata-geo/C16801628
MX_QUE_TOLIMAN,undata-geo/C16801629
MX_ROO_BACALAR,wikidataId/Q1709140
MX_ROO_BENITO_JUAREZ,undata-geo/C16801631
MX_ROO_COZUMEL,wikidataId/Q20119933
MX_ROO_FELIPE_CARRILLO_PUERTO,wikidataId/Q1403187
MX_ROO_ISLA_MUJERES,undata-geo/C16801634
MX_ROO_JOSE_MARIA_MORELOS,wikidataId/Q284406
MX_ROO_LAZARO_CARDENAS,wikidataId/Q1660184
MX_ROO_OTHON_P_BLANCO,wikidataId/Q1709166
MX_ROO_PUERTO_MORELOS,undata-geo/C16801638
MX_ROO_SOLIDARIDAD,wikidataId/Q677463
MX_ROO_TULUM,wikidataId/Q277408
MX_SIN_AHOME,wikidataId/Q2015779
MX_SIN_ANGOSTURA,wikidataId/Q542550
MX_SIN_BADIRAGUATO,wikidataId/Q1552895
MX_SIN_CHOIX,wikidataId/Q1075824
MX_SIN_CONCORDIA,wikidataId/Q1124139
MX_SIN_COSALA,wikidataId/Q1135979
MX_SIN_CULIACAN,undata-geo/C16801647
MX_SIN_EL_FUERTE,wikidataId/Q1324181
MX_SIN_ELOTA,wikidataId/Q11077460
MX_SIN_ESCUINAPA,wikidataId/Q7467918
MX_SIN_GUASAVE,wikidataId/Q588515
MX_SIN_MAZATLAN,wikidataId/Q40194
MX_SIN_MOCORITO,wikidataId/Q2116833
MX_SIN_NAVOLATO,wikidataId/Q615661
MX_SIN_ROSARIO,undata-geo/C16801655
MX_SIN_SALVADOR_ALVARADO,wikidataId/Q2302635
MX_SIN_SAN_IGNACIO,wikidataId/Q1754752
MX_SIN_SINALOA,wikidataId/Q766307
MX_SLP_AHUALULCO,wikidataId/Q3311907
MX_SLP_ALAQUINES,undata-geo/C16801660
MX_SLP_AQUISMON,wikidataId/Q3311830
MX_SLP_ARMADILLO_LOS_INFANTE,wikidataId/Q3311902
MX_SLP_AXTLA_DE_TERRAZAS,wikidataId/Q8210643
MX_SLP_CARDENAS,wikidataId/Q2991521
MX_SLP_CATORCE,undata-geo/C16801665
MX_SLP_CEDRAL,undata-geo/C16801666
MX_SLP_CERRITOS,wikidataId/Q2447563
MX_SLP_CERRO_DE_SAN_PEDRO,wikidataId/Q27588325
MX_SLP_CHARCAS,wikidataId/Q8344891
MX_SLP_CIUDAD_DEL_MAIZ,wikidataId/Q3311860
MX_SLP_CIUDAD_FERNANDEZ,wikidataId/Q2651364
MX_SLP_CIUDAD_VALLES,undata-geo/C16801672
MX_SLP_COXCATLAN,undata-geo/C16801673
MX_SLP_EBANO,wikidataId/Q3849175
MX_SLP_EL_NARANJO,wikidataId/Q3849143
MX_SLP_GUADALCAZAR,wikidataId/Q10762837
MX_SLP_HUEHUETLAN,undata-geo/C16801677
MX_SLP_LAGUNILLAS,undata-geo/C16801678
MX_SLP_MATEHUALA,wikidataId/Q665723
MX_SLP_MATLAPA,undata-geo/C16801680
MX_SLP_MEXQUITIC_DE_CARMONA,wikidataId/Q3849201
MX_SLP_MOCTEZUMA,wikidataId/Q3849472
MX_SLP_RAYON,wikidataId/Q3849514
MX_SLP_RIOVERDE,wikidataId/Q1925390
MX_SLP_S_MARTIN_CHALCHICUAUTLA,wikidataId/Q3846666
MX_SLP_SALINAS,wikidataId/Q1997557
MX_SLP_SAN_ANTONIO,wikidataId/Q387677
MX_SLP_SAN_CIRO_DE_ACOSTA,wikidataId/Q3846966
MX_SLP_SAN_LUIS_POTOSI,undata-geo/C16801689
MX_SLP_SAN_NICOLAS_TOLENTINO,wikidataId/Q2879532
MX_SLP_SAN_VICENTE_TANCUAYALAB,wikidataId/Q9073753
MX_SLP_SANTA_MARIA_DEL_RIO,wikidataId/Q3846862
MX_SLP_SANTO_DOMINGO,undata-geo/C16801693
MX_SLP_SOLEDAD_GRACIANO_SANCHEZ,wikidataId/Q1962080
MX_SLP_TAMASOPO,wikidataId/Q2918715
MX_SLP_TAMAZUNCHALE,undata-geo/C16801696
MX_SLP_TAMPACAN,undata-geo/C16801697
MX_SLP_TAMPAMOLON_CORONA,undata-geo/C16801698
MX_SLP_TAMUIN,wikidataId/Q2655761
MX_SLP_TANCANHUITZ,undata-geo/C16801700
MX_SLP_TANLAJAS,undata-geo/C16801701
MX_SLP_TANQUIAN_DE_ESCOBEDO,wikidataId/Q3845846
MX_SLP_TIERRA_NUEVA,wikidataId/Q3849521
MX_SLP_VANEGAS,undata-geo/C16801704
MX_SLP_VENADO,wikidataId/Q1282527
MX_SLP_VILLA_DE_ARISTA,wikidataId/Q7930541
MX_SLP_VILLA_DE_ARRIAGA,wikidataId/Q3846982
MX_SLP_VILLA_DE_GUADALUPE,wikidataId/Q3846752
MX_SLP_VILLA_DE_LA_PAZ,wikidataId/Q3849488
MX_SLP_VILLA_DE_RAMOS,wikidataId/Q3311886
MX_SLP_VILLA_DE_REYES,undata-geo/C16801711
MX_SLP_VILLA_HIDALGO,undata-geo/C16801712
MX_SLP_VILLA_JUAREZ,undata-geo/C16801713
MX_SLP_XILITLA,undata-geo/C16801714
MX_SLP_ZARAGOZA,wikidataId/Q3849480
MX_SON_ACONCHI,wikidataId/Q20199700
MX_SON_AGUA_PRIETA,undata-geo/C16801717
MX_SON_ALAMOS,undata-geo/C16801718
MX_SON_ALTAR,wikidataId/Q434440
MX_SON_ARIVECHI,undata-geo/C16801720
MX_SON_ARIZPE,wikidataId/Q614445
MX_SON_ATIL,undata-geo/C16801722
MX_SON_BACADEHUACHI,wikidataId/Q24576717
MX_SON_BACANORA,wikidataId/Q2652290
MX_SON_BACERAC,wikidataId/Q2991325
MX_SON_BACOACHI,wikidataId/Q3844346
MX_SON_BACUM,wikidataId/Q3844457
MX_SON_BANAMICHI,undata-geo/C16801728
MX_SON_BAVIACORA,wikidataId/Q3844655
MX_SON_BAVISPE,undata-geo/C16801730
MX_SON_BENITO_JUAREZ,undata-geo/C16801731
MX_SON_BENJAMIN_HILL,wikidataId/Q817772
MX_SON_CABORCA,wikidataId/Q1024929
MX_SON_CAJEME,wikidataId/Q1430907
MX_SON_CANANEA,wikidataId/Q176924
MX_SON_CARBO,undata-geo/C16801736
MX_SON_CUCURPE,wikidataId/Q3844262
MX_SON_CUMPAS,wikidataId/Q3844664
MX_SON_DIVISADEROS,undata-geo/C16801739
MX_SON_EMPALME,wikidataId/Q934086
MX_SON_ETCHOJOA,wikidataId/Q1360265
MX_SON_FRONTERAS,wikidataId/Q1470224
MX_SON_GENERAL_PLUTARCO_ELIAS_CALLES,undata-geo/C16801743
MX_SON_GRANADOS,undata-geo/C16801744
MX_SON_GUAYMAS,wikidataId/Q985521
MX_SON_HERMOSILLO,wikidataId/Q189138
MX_SON_HUACHINERA,wikidataId/Q5924973
MX_SON_HUASABAS,undata-geo/C16801748
MX_SON_HUATABAMPO,wikidataId/Q1632892
MX_SON_HUEPAC,wikidataId/Q5951586
MX_SON_IMURIS,wikidataId/Q2991598
MX_SON_LA_COLORADA,wikidataId/Q6461902
MX_SON_MAGDALENA,wikidataId/Q1572516
MX_SON_MAZATAN,undata-geo/C16801754
MX_SON_MOCTEZUMA,undata-geo/C16801755
MX_SON_NACO,undata-geo/C16801756
MX_SON_NACORI_CHICO,undata-geo/C16801757
MX_SON_NACOZARI_DE_GARCIA,wikidataId/Q123329
MX_SON_NAVOJOA,wikidataId/Q1001522
MX_SON_NOGALES,wikidataId/Q990001
MX_SON_ONAVAS,undata-geo/C16801761
MX_SON_OPODEPE,undata-geo/C16801762
MX_SON_OQUITOA,wikidataId/Q1971384
MX_SON_PITIQUITO,wikidataId/Q2991688
MX_SON_PUERTO_PENASCO,wikidataId/Q746968
MX_SON_QUIRIEGO,wikidataId/Q7272571
MX_SON_RAYON,undata-geo/C16801767
MX_SON_ROSARIO,undata-geo/C16801768
MX_SON_S_MIGUEL_DE_HORCASITAS,wikidataId/Q3311516
MX_SON_SAHUARIPA,wikidataId/Q7399759
MX_SON_SAN_FELIPE_DE_JESUS,undata-geo/C16801771
MX_SON_SAN_IGNACIO_RIO_MUERTO,wikidataId/Q7414308
MX_SON_SAN_JAVIER,wikidataId/Q2991295
MX_SON_SAN_LUIS_RIO_COLORADO,wikidataId/Q995380
MX_SON_SAN_PEDRO_DE_LA_CUEVA,wikidataId/Q3844258
MX_SON_SANTA_ANA,wikidataId/Q1972455
MX_SON_SANTA_CRUZ,undata-geo/C16801777
MX_SON_SARIC,wikidataId/Q7665321
MX_SON_SOYOPA,undata-geo/C16801779
MX_SON_SUAQUI_GRANDE,undata-geo/C16801780
MX_SON_TEPACHE,undata-geo/C16801781
MX_SON_TRINCHERAS,wikidataId/Q1434929
MX_SON_TUBUTAMA,wikidataId/Q3311492
MX_SON_URES,undata-geo/C16801784
MX_SON_VILLA_HIDALGO,undata-geo/C16801785
MX_SON_VILLA_PESQUEIRA,undata-geo/C16801786
MX_SON_YECORA,undata-geo/C16801787
MX_TAB_BALANCAN,wikidataId/Q2669506
MX_TAB_CARDENAS,wikidataId/Q1962471
MX_TAB_CENTLA,wikidataId/Q2991336
MX_TAB_CENTRO,wikidataId/Q2994111
MX_TAB_COMALCALCO,wikidataId/Q868423
MX_TAB_CUNDUACAN,undata-geo/C16801793
MX_TAB_EMILIANO_ZAPATA,wikidataId/Q6330764
MX_TAB_HUIMANGUILLO,wikidataId/Q1962816
