seriesCode,concept_role,concept_id,code_id,code_description,code_sdmx
SI_POV_DAY1,dimension,Age,<1M,under 1 month old,M0
SI_POV_DAY1,dimension,Age,<1Y,under 1 year old,Y0
SI_POV_DAY1,dimension,Age,<5Y,under 5 years old,Y0T4
SI_POV_DAY1,dimension,Age,<15Y,under 15 years old,Y0T14
SI_POV_DAY1,dimension,Age,<18Y,under 18 years old,Y0T17
SI_POV_DAY1,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SI_POV_DAY1,dimension,Age,1-14,1 to 14 years old,Y1T14
SI_POV_DAY1,dimension,Age,1-17,1 to 17 years old,Y1T17
SI_POV_DAY1,dimension,Age,5-14,5 to 14 years old,Y5T14
SI_POV_DAY1,dimension,Age,5-17,5 to 17 years old,Y5T17
SI_POV_DAY1,dimension,Age,5+,5 years old and over,Y_GE5
SI_POV_DAY1,dimension,Age,6-14,6 to 14 years old,Y6T14
SI_POV_DAY1,dimension,Age,6-17,6 to 17 years old,Y6T17
SI_POV_DAY1,dimension,Age,6+,6 years old and over,Y_GE6
SI_POV_DAY1,dimension,Age,7-14,7 to 14 years old,Y7T14
SI_POV_DAY1,dimension,Age,7-17,7 to 17 years old,Y7T17
SI_POV_DAY1,dimension,Age,7+,7 years old and over,Y_GE7
SI_POV_DAY1,dimension,Age,10-14,10 to 14 years old,Y10T14
SI_POV_DAY1,dimension,Age,10-17,10 to 17 years old,Y10T17
SI_POV_DAY1,dimension,Age,10-24,10 to 24 years old,Y10T24
SI_POV_DAY1,dimension,Age,10-74,10 to 74 years old,Y10T74
SI_POV_DAY1,dimension,Age,10+,10 years old and over,Y_GE10
SI_POV_DAY1,dimension,Age,12-14,12 to 14 years old,Y12T14
SI_POV_DAY1,dimension,Age,12-17,12 to 17 years old,Y12T17
SI_POV_DAY1,dimension,Age,12-30,12 to 30 years old,Y12T30
SI_POV_DAY1,dimension,Age,12+,12 years old and over,Y_GE12
SI_POV_DAY1,dimension,Age,14-24,14 to 24 years old,Y14T24
SI_POV_DAY1,dimension,Age,14-28,14 to 28 years old,Y14T28
SI_POV_DAY1,dimension,Age,14-29,14 to 29 years old,Y14T29
SI_POV_DAY1,dimension,Age,14+,14 years old and over,Y_GE14
SI_POV_DAY1,dimension,Age,15-17,15 to 17 years old,Y15T17
SI_POV_DAY1,dimension,Age,15-19,15 to 19 years old,Y15T19
SI_POV_DAY1,dimension,Age,15-24,15 to 24 years old,Y15T24
SI_POV_DAY1,dimension,Age,15-29,15 to 29 years old,Y15T29
SI_POV_DAY1,dimension,Age,15-44,15 to 44 years old,Y15T44
SI_POV_DAY1,dimension,Age,15-49,15 to 49 years old,Y15T49
SI_POV_DAY1,dimension,Age,15-60,15 to 60 years old,Y15T60
SI_POV_DAY1,dimension,Age,15-64,15 to 64 years old,Y15T64
SI_POV_DAY1,dimension,Age,15-65,15 to 65 years old,Y15T65
SI_POV_DAY1,dimension,Age,15-70,15 to 70 years old,Y15T70
SI_POV_DAY1,dimension,Age,15-72,15 to 72 years old,Y15T72
SI_POV_DAY1,dimension,Age,15-74,15 to 74 years old,Y15T74
SI_POV_DAY1,dimension,Age,15-80,15 to 80 years old,Y15T80
SI_POV_DAY1,dimension,Age,15-84,15 to 84 years old,Y15T84
SI_POV_DAY1,dimension,Age,15+,15 years old and over,Y_GE15
SI_POV_DAY1,dimension,Age,16-24,16 to 24 years old,Y16T24
SI_POV_DAY1,dimension,Age,16-65,16 to 65 years old,Y16T65
SI_POV_DAY1,dimension,Age,16-74,16 to 74 years old,Y16T74
SI_POV_DAY1,dimension,Age,16+,16 years old and over,Y_GE16
SI_POV_DAY1,dimension,Age,18-27,18 to 27 years old,Y18T27
SI_POV_DAY1,dimension,Age,18-29,18 to 29 years old,Y18T29
SI_POV_DAY1,dimension,Age,18-35,18 to 35 years old,Y18T35
SI_POV_DAY1,dimension,Age,18-44,18 to 44 years old,Y18T44
SI_POV_DAY1,dimension,Age,18+,18 years old and over,Y_GE18
SI_POV_DAY1,dimension,Age,19-65,19 to 65 years old,Y19T65
SI_POV_DAY1,dimension,Age,20-24,20 to 24 years old,Y20T24
SI_POV_DAY1,dimension,Age,20-29,20 to 29 years old,Y20T29
SI_POV_DAY1,dimension,Age,20-30,20 to 30 years old,Y20T30
SI_POV_DAY1,dimension,Age,29-49,20 to 49 years old,Y20T49
SI_POV_DAY1,dimension,Age,20-64,20 to 64 years old,Y20T64
SI_POV_DAY1,dimension,Age,20-74,20 to 74 years old,Y20T74
SI_POV_DAY1,dimension,Age,25-29,25 to 29 years old,Y25T29
SI_POV_DAY1,dimension,Age,25-34,25 to 34 years old,Y25T34
SI_POV_DAY1,dimension,Age,25-64,25 to 64 years old,Y25T64
SI_POV_DAY1,dimension,Age,25+,25 years old and over,Y_GE25
SI_POV_DAY1,dimension,Age,30,30 years old,Y30
SI_POV_DAY1,dimension,Age,30-34,30 to 34 years old,Y30T34
SI_POV_DAY1,dimension,Age,30-39,30 to 39 years old,Y30T39
SI_POV_DAY1,dimension,Age,30-69,30 to 69 years old,Y30T69
SI_POV_DAY1,dimension,Age,30-70,30 to 70 years old,Y30T70
SI_POV_DAY1,dimension,Age,35,35 years old,Y35
SI_POV_DAY1,dimension,Age,35-39,35 to 39 years old,Y35T39
SI_POV_DAY1,dimension,Age,35-44,35 to 44 years old,Y35T44
SI_POV_DAY1,dimension,Age,35-49,35 to 49 years old,Y35T49
SI_POV_DAY1,dimension,Age,M36T59,36 to 59 months old,M36T59
SI_POV_DAY1,dimension,Age,40-44,40 to 44 years old,Y40T44
SI_POV_DAY1,dimension,Age,40-49,40 to 49 years old,Y40T49
SI_POV_DAY1,dimension,Age,45-49,45 to 49 years old,Y45T49
SI_POV_DAY1,dimension,Age,45-59,45 to 59 years old,Y45T59
SI_POV_DAY1,dimension,Age,5-9,5 to 9 years old,Y5T9
SI_POV_DAY1,dimension,Age,10-19,10 to 19 years old,Y10T19
SI_POV_DAY1,dimension,Age,50-54,50 to 54 years old,Y50T54
SI_POV_DAY1,dimension,Age,50-59,50 to 59 years old,Y50T59
SI_POV_DAY1,dimension,Age,55-59,55 to 59 years old,Y55T59
SI_POV_DAY1,dimension,Age,60-64,60 to 64 years old,Y60T64
SI_POV_DAY1,dimension,Age,60-69,60 to 69 years old,Y60T69
SI_POV_DAY1,dimension,Age,60+,60 years old and over,Y_GE60
SI_POV_DAY1,dimension,Age,65-69,65 to 69 years old,Y65T69
SI_POV_DAY1,dimension,Age,70-74,70 to 74 years old,Y70T74
SI_POV_DAY1,dimension,Age,70-79,70 to 79 years old,Y70T79
SI_POV_DAY1,dimension,Age,70+,70 years old and over,Y_GE70
SI_POV_DAY1,dimension,Age,75-79,75 to 79 years old,Y75T79
SI_POV_DAY1,dimension,Age,75+,75 years old and over,Y_GE75
SI_POV_DAY1,dimension,Age,80-84,80 to 84 years old,Y80T84
SI_POV_DAY1,dimension,Age,80-89,80 to 89 years old,Y80T89
SI_POV_DAY1,dimension,Age,80+,80 years old and over,Y_GE80
SI_POV_DAY1,dimension,Age,85-89,85 to 89 years old,Y85T89
SI_POV_DAY1,dimension,Age,85+,85 years old and over,Y_GE85
SI_POV_DAY1,dimension,Age,90-94,90 to 94 years old,Y90T94
SI_POV_DAY1,dimension,Age,90-99,90 to 99 years old,Y90T99
SI_POV_DAY1,dimension,Age,90+,90 years old and over,Y_GE90
SI_POV_DAY1,dimension,Age,95-99,95 to 99 years old,Y95T99
SI_POV_DAY1,dimension,Age,95+,95 years old and over,Y_GE95
SI_POV_DAY1,dimension,Age,100+,100 years old and over,Y_GE100
SI_POV_DAY1,dimension,Age,18-19,18 to 19 years old,Y18T19
SI_POV_DAY1,dimension,Age,<10Y,under 10 years old,Y0T9
SI_POV_DAY1,dimension,Age,M36T47,36 to 47 months old,M36T47
SI_POV_DAY1,dimension,Age,18-24,18 to 24 years old,Y18T24
SI_POV_DAY1,dimension,Age,18-49,18 to 49 years old,Y18T49
SI_POV_DAY1,dimension,Age,18-50,18 to 50 years old,Y18T50
SI_POV_DAY1,dimension,Age,50+,50 years old and over,Y_GE50
SI_POV_DAY1,dimension,Age,1-4,1 to 4 years old,Y1T4
SI_POV_DAY1,dimension,Age,2-14,2 to 14 years old,Y2T14
SI_POV_DAY1,dimension,Age,18-74,18 to 74 years old,Y18T74
SI_POV_DAY1,dimension,Age,30-35,30 to 35 years old,Y30T35
SI_POV_DAY1,dimension,Age,<8Y,under 8 years old,Y0T7
SI_POV_DAY1,dimension,Age,M6T59,6 to 59 months old,M6T59
SI_POV_DAY1,dimension,Age,<6Y,under 6 years old,Y0T5
SI_POV_DAY1,dimension,Age,65-74,65 to 74 years old,Y65T74
SI_POV_DAY1,dimension,Age,75-84,75 to 84 years old,Y75T84
SI_POV_DAY1,dimension,Age,_U,Unknown,_U
SI_POV_DAY1,dimension,Age,_X,Not available,_X
SI_POV_DAY1,dimension,Age,<16Y,under 16 years old,Y0T15
SI_POV_DAY1,dimension,Age,<=45Y,under 46 years old,Y0T45
SI_POV_DAY1,dimension,Age,46+,46 years old and over,Y_GE46
SI_POV_DAY1,dimension,Age,15-28,15 to 28 years old,Y15T28
SI_POV_DAY1,dimension,Age,12-24,12 to 24 years old,Y12T24
SI_POV_DAY1,dimension,Age,20+,20 years old and over,Y_GE20
SI_POV_DAY1,dimension,Age,65+,65 years old and over,Y_GE65
SI_POV_DAY1,dimension,Age,25-44,25 to 44 years old,Y25T44
SI_POV_DAY1,dimension,Age,45-54,45 to 54 years old,Y45T54
SI_POV_DAY1,dimension,Age,45-64,45 to 64 years old,Y45T64
SI_POV_DAY1,dimension,Age,55-64,55 to 64 years old,Y55T64
SI_POV_DAY1,dimension,Age,6-65,6 to 65 years old,Y6T65
SI_POV_DAY1,dimension,Location,RURAL,Rural,R
SI_POV_DAY1,dimension,Location,ALLAREA,All areas,_T
SI_POV_DAY1,dimension,Location,URBAN,Urban,U
SI_POV_DAY1,dimension,Reporting Type,N,National,N
SI_POV_DAY1,dimension,Reporting Type,G,Global,G
SI_POV_DAY1,dimension,Sex,FEMALE,Female,F
SI_POV_DAY1,dimension,Sex,MALE,Male,M
SI_POV_DAY1,dimension,Sex,BOTHSEX,Both sexes,_T
SI_POV_DAY1,dimension,Nature,C,Country data,C
SI_POV_DAY1,dimension,Nature,CA,Country adjusted data,CA
SI_POV_DAY1,dimension,Nature,E,Estimated data,E
SI_POV_DAY1,dimension,Nature,G,Global monitoring data,G
SI_POV_DAY1,dimension,Nature,M,Modeled data,M
SI_POV_DAY1,dimension,Nature,N,Non-relevant,N
SI_POV_DAY1,dimension,Nature,NA,Data nature not available,_X
SI_POV_DAY1,dimension,Units,PERCENT,Percentage,PT
SI_POV_EMP1,dimension,Age,<1M,under 1 month old,M0
SI_POV_EMP1,dimension,Age,<1Y,under 1 year old,Y0
SI_POV_EMP1,dimension,Age,<5Y,under 5 years old,Y0T4
SI_POV_EMP1,dimension,Age,<15Y,under 15 years old,Y0T14
SI_POV_EMP1,dimension,Age,<18Y,under 18 years old,Y0T17
SI_POV_EMP1,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SI_POV_EMP1,dimension,Age,1-14,1 to 14 years old,Y1T14
SI_POV_EMP1,dimension,Age,1-17,1 to 17 years old,Y1T17
SI_POV_EMP1,dimension,Age,5-14,5 to 14 years old,Y5T14
SI_POV_EMP1,dimension,Age,5-17,5 to 17 years old,Y5T17
SI_POV_EMP1,dimension,Age,5+,5 years old and over,Y_GE5
SI_POV_EMP1,dimension,Age,6-14,6 to 14 years old,Y6T14
SI_POV_EMP1,dimension,Age,6-17,6 to 17 years old,Y6T17
SI_POV_EMP1,dimension,Age,6+,6 years old and over,Y_GE6
SI_POV_EMP1,dimension,Age,7-14,7 to 14 years old,Y7T14
SI_POV_EMP1,dimension,Age,7-17,7 to 17 years old,Y7T17
SI_POV_EMP1,dimension,Age,7+,7 years old and over,Y_GE7
SI_POV_EMP1,dimension,Age,10-14,10 to 14 years old,Y10T14
SI_POV_EMP1,dimension,Age,10-17,10 to 17 years old,Y10T17
SI_POV_EMP1,dimension,Age,10-24,10 to 24 years old,Y10T24
SI_POV_EMP1,dimension,Age,10-74,10 to 74 years old,Y10T74
SI_POV_EMP1,dimension,Age,10+,10 years old and over,Y_GE10
SI_POV_EMP1,dimension,Age,12-14,12 to 14 years old,Y12T14
SI_POV_EMP1,dimension,Age,12-17,12 to 17 years old,Y12T17
SI_POV_EMP1,dimension,Age,12-30,12 to 30 years old,Y12T30
SI_POV_EMP1,dimension,Age,12+,12 years old and over,Y_GE12
SI_POV_EMP1,dimension,Age,14-24,14 to 24 years old,Y14T24
SI_POV_EMP1,dimension,Age,14-28,14 to 28 years old,Y14T28
SI_POV_EMP1,dimension,Age,14-29,14 to 29 years old,Y14T29
SI_POV_EMP1,dimension,Age,14+,14 years old and over,Y_GE14
SI_POV_EMP1,dimension,Age,15-17,15 to 17 years old,Y15T17
SI_POV_EMP1,dimension,Age,15-19,15 to 19 years old,Y15T19
SI_POV_EMP1,dimension,Age,15-24,15 to 24 years old,Y15T24
SI_POV_EMP1,dimension,Age,15-29,15 to 29 years old,Y15T29
SI_POV_EMP1,dimension,Age,15-44,15 to 44 years old,Y15T44
SI_POV_EMP1,dimension,Age,15-49,15 to 49 years old,Y15T49
SI_POV_EMP1,dimension,Age,15-60,15 to 60 years old,Y15T60
SI_POV_EMP1,dimension,Age,15-64,15 to 64 years old,Y15T64
SI_POV_EMP1,dimension,Age,15-65,15 to 65 years old,Y15T65
SI_POV_EMP1,dimension,Age,15-70,15 to 70 years old,Y15T70
SI_POV_EMP1,dimension,Age,15-72,15 to 72 years old,Y15T72
SI_POV_EMP1,dimension,Age,15-74,15 to 74 years old,Y15T74
SI_POV_EMP1,dimension,Age,15-80,15 to 80 years old,Y15T80
SI_POV_EMP1,dimension,Age,15-84,15 to 84 years old,Y15T84
SI_POV_EMP1,dimension,Age,15+,15 years old and over,Y_GE15
SI_POV_EMP1,dimension,Age,16-24,16 to 24 years old,Y16T24
SI_POV_EMP1,dimension,Age,16-65,16 to 65 years old,Y16T65
SI_POV_EMP1,dimension,Age,16-74,16 to 74 years old,Y16T74
SI_POV_EMP1,dimension,Age,16+,16 years old and over,Y_GE16
SI_POV_EMP1,dimension,Age,18-27,18 to 27 years old,Y18T27
SI_POV_EMP1,dimension,Age,18-29,18 to 29 years old,Y18T29
SI_POV_EMP1,dimension,Age,18-35,18 to 35 years old,Y18T35
SI_POV_EMP1,dimension,Age,18-44,18 to 44 years old,Y18T44
SI_POV_EMP1,dimension,Age,18+,18 years old and over,Y_GE18
SI_POV_EMP1,dimension,Age,19-65,19 to 65 years old,Y19T65
SI_POV_EMP1,dimension,Age,20-24,20 to 24 years old,Y20T24
SI_POV_EMP1,dimension,Age,20-29,20 to 29 years old,Y20T29
SI_POV_EMP1,dimension,Age,20-30,20 to 30 years old,Y20T30
SI_POV_EMP1,dimension,Age,29-49,20 to 49 years old,Y20T49
SI_POV_EMP1,dimension,Age,20-64,20 to 64 years old,Y20T64
SI_POV_EMP1,dimension,Age,20-74,20 to 74 years old,Y20T74
SI_POV_EMP1,dimension,Age,25-29,25 to 29 years old,Y25T29
SI_POV_EMP1,dimension,Age,25-34,25 to 34 years old,Y25T34
SI_POV_EMP1,dimension,Age,25-64,25 to 64 years old,Y25T64
SI_POV_EMP1,dimension,Age,25+,25 years old and over,Y_GE25
SI_POV_EMP1,dimension,Age,30,30 years old,Y30
SI_POV_EMP1,dimension,Age,30-34,30 to 34 years old,Y30T34
SI_POV_EMP1,dimension,Age,30-39,30 to 39 years old,Y30T39
SI_POV_EMP1,dimension,Age,30-69,30 to 69 years old,Y30T69
SI_POV_EMP1,dimension,Age,30-70,30 to 70 years old,Y30T70
SI_POV_EMP1,dimension,Age,35,35 years old,Y35
SI_POV_EMP1,dimension,Age,35-39,35 to 39 years old,Y35T39
SI_POV_EMP1,dimension,Age,35-44,35 to 44 years old,Y35T44
SI_POV_EMP1,dimension,Age,35-49,35 to 49 years old,Y35T49
SI_POV_EMP1,dimension,Age,M36T59,36 to 59 months old,M36T59
SI_POV_EMP1,dimension,Age,40-44,40 to 44 years old,Y40T44
SI_POV_EMP1,dimension,Age,40-49,40 to 49 years old,Y40T49
SI_POV_EMP1,dimension,Age,45-49,45 to 49 years old,Y45T49
SI_POV_EMP1,dimension,Age,45-59,45 to 59 years old,Y45T59
SI_POV_EMP1,dimension,Reporting Type,N,National,N
SI_POV_EMP1,dimension,Reporting Type,G,Global,G
SI_POV_EMP1,dimension,Sex,FEMALE,Female,F
SI_POV_EMP1,dimension,Sex,MALE,Male,M
SI_POV_EMP1,dimension,Sex,BOTHSEX,Both sexes,_T
SI_POV_EMP1,dimension,Nature,C,Country data,C
SI_POV_EMP1,dimension,Nature,CA,Country adjusted data,CA
SI_POV_EMP1,dimension,Nature,E,Estimated data,E
SI_POV_EMP1,dimension,Nature,G,Global monitoring data,G
SI_POV_EMP1,dimension,Nature,M,Modeled data,M
SI_POV_EMP1,dimension,Nature,N,Non-relevant,N
SI_POV_EMP1,dimension,Nature,NA,Data nature not available,_X
SI_POV_EMP1,dimension,Observation Status,A,Normal value,A
SI_POV_EMP1,dimension,Observation Status,U,Low reliability,U
SI_POV_EMP1,dimension,Units,PERCENT,Percentage,PT
SI_POV_NAHC,dimension,Age,<1M,under 1 month old,M0
SI_POV_NAHC,dimension,Age,<1Y,under 1 year old,Y0
SI_POV_NAHC,dimension,Age,<5Y,under 5 years old,Y0T4
SI_POV_NAHC,dimension,Age,<15Y,under 15 years old,Y0T14
SI_POV_NAHC,dimension,Age,<18Y,under 18 years old,Y0T17
SI_POV_NAHC,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SI_POV_NAHC,dimension,Age,1-14,1 to 14 years old,Y1T14
SI_POV_NAHC,dimension,Age,1-17,1 to 17 years old,Y1T17
SI_POV_NAHC,dimension,Age,5-14,5 to 14 years old,Y5T14
SI_POV_NAHC,dimension,Age,5-17,5 to 17 years old,Y5T17
SI_POV_NAHC,dimension,Age,5+,5 years old and over,Y_GE5
SI_POV_NAHC,dimension,Age,6-14,6 to 14 years old,Y6T14
SI_POV_NAHC,dimension,Age,6-17,6 to 17 years old,Y6T17
SI_POV_NAHC,dimension,Age,6+,6 years old and over,Y_GE6
SI_POV_NAHC,dimension,Age,7-14,7 to 14 years old,Y7T14
SI_POV_NAHC,dimension,Age,7-17,7 to 17 years old,Y7T17
SI_POV_NAHC,dimension,Age,7+,7 years old and over,Y_GE7
SI_POV_NAHC,dimension,Age,10-14,10 to 14 years old,Y10T14
SI_POV_NAHC,dimension,Age,10-17,10 to 17 years old,Y10T17
SI_POV_NAHC,dimension,Age,10-24,10 to 24 years old,Y10T24
SI_POV_NAHC,dimension,Age,10-74,10 to 74 years old,Y10T74
SI_POV_NAHC,dimension,Age,10+,10 years old and over,Y_GE10
SI_POV_NAHC,dimension,Age,12-14,12 to 14 years old,Y12T14
SI_POV_NAHC,dimension,Age,12-17,12 to 17 years old,Y12T17
SI_POV_NAHC,dimension,Age,12-30,12 to 30 years old,Y12T30
SI_POV_NAHC,dimension,Age,12+,12 years old and over,Y_GE12
SI_POV_NAHC,dimension,Age,14-24,14 to 24 years old,Y14T24
SI_POV_NAHC,dimension,Age,14-28,14 to 28 years old,Y14T28
SI_POV_NAHC,dimension,Age,14-29,14 to 29 years old,Y14T29
SI_POV_NAHC,dimension,Age,14+,14 years old and over,Y_GE14
SI_POV_NAHC,dimension,Age,15-17,15 to 17 years old,Y15T17
SI_POV_NAHC,dimension,Age,15-19,15 to 19 years old,Y15T19
SI_POV_NAHC,dimension,Age,15-24,15 to 24 years old,Y15T24
SI_POV_NAHC,dimension,Age,15-29,15 to 29 years old,Y15T29
SI_POV_NAHC,dimension,Age,15-44,15 to 44 years old,Y15T44
SI_POV_NAHC,dimension,Age,15-49,15 to 49 years old,Y15T49
SI_POV_NAHC,dimension,Age,15-60,15 to 60 years old,Y15T60
SI_POV_NAHC,dimension,Age,15-64,15 to 64 years old,Y15T64
SI_POV_NAHC,dimension,Age,15-65,15 to 65 years old,Y15T65
SI_POV_NAHC,dimension,Age,15-70,15 to 70 years old,Y15T70
SI_POV_NAHC,dimension,Age,15-72,15 to 72 years old,Y15T72
SI_POV_NAHC,dimension,Age,15-74,15 to 74 years old,Y15T74
SI_POV_NAHC,dimension,Age,15-80,15 to 80 years old,Y15T80
SI_POV_NAHC,dimension,Age,15-84,15 to 84 years old,Y15T84
SI_POV_NAHC,dimension,Age,15+,15 years old and over,Y_GE15
SI_POV_NAHC,dimension,Age,16-24,16 to 24 years old,Y16T24
SI_POV_NAHC,dimension,Age,16-65,16 to 65 years old,Y16T65
SI_POV_NAHC,dimension,Age,16-74,16 to 74 years old,Y16T74
SI_POV_NAHC,dimension,Age,16+,16 years old and over,Y_GE16
SI_POV_NAHC,dimension,Age,18-27,18 to 27 years old,Y18T27
SI_POV_NAHC,dimension,Age,18-29,18 to 29 years old,Y18T29
SI_POV_NAHC,dimension,Age,18-35,18 to 35 years old,Y18T35
SI_POV_NAHC,dimension,Age,18-44,18 to 44 years old,Y18T44
SI_POV_NAHC,dimension,Age,18+,18 years old and over,Y_GE18
SI_POV_NAHC,dimension,Age,19-65,19 to 65 years old,Y19T65
SI_POV_NAHC,dimension,Age,20-24,20 to 24 years old,Y20T24
SI_POV_NAHC,dimension,Age,20-29,20 to 29 years old,Y20T29
SI_POV_NAHC,dimension,Age,20-30,20 to 30 years old,Y20T30
SI_POV_NAHC,dimension,Age,29-49,20 to 49 years old,Y20T49
SI_POV_NAHC,dimension,Age,20-64,20 to 64 years old,Y20T64
SI_POV_NAHC,dimension,Age,20-74,20 to 74 years old,Y20T74
SI_POV_NAHC,dimension,Age,25-29,25 to 29 years old,Y25T29
SI_POV_NAHC,dimension,Age,25-34,25 to 34 years old,Y25T34
SI_POV_NAHC,dimension,Age,25-64,25 to 64 years old,Y25T64
SI_POV_NAHC,dimension,Age,25+,25 years old and over,Y_GE25
SI_POV_NAHC,dimension,Age,30,30 years old,Y30
SI_POV_NAHC,dimension,Age,30-34,30 to 34 years old,Y30T34
SI_POV_NAHC,dimension,Age,30-39,30 to 39 years old,Y30T39
SI_POV_NAHC,dimension,Age,30-69,30 to 69 years old,Y30T69
SI_POV_NAHC,dimension,Age,30-70,30 to 70 years old,Y30T70
SI_POV_NAHC,dimension,Age,35,35 years old,Y35
SI_POV_NAHC,dimension,Age,35-39,35 to 39 years old,Y35T39
SI_POV_NAHC,dimension,Age,35-44,35 to 44 years old,Y35T44
SI_POV_NAHC,dimension,Age,35-49,35 to 49 years old,Y35T49
SI_POV_NAHC,dimension,Age,M36T59,36 to 59 months old,M36T59
SI_POV_NAHC,dimension,Age,40-44,40 to 44 years old,Y40T44
SI_POV_NAHC,dimension,Age,40-49,40 to 49 years old,Y40T49
SI_POV_NAHC,dimension,Age,45-49,45 to 49 years old,Y45T49
SI_POV_NAHC,dimension,Age,45-59,45 to 59 years old,Y45T59
SI_POV_NAHC,dimension,Age,5-9,5 to 9 years old,Y5T9
SI_POV_NAHC,dimension,Age,10-19,10 to 19 years old,Y10T19
SI_POV_NAHC,dimension,Age,50-54,50 to 54 years old,Y50T54
SI_POV_NAHC,dimension,Age,50-59,50 to 59 years old,Y50T59
SI_POV_NAHC,dimension,Age,55-59,55 to 59 years old,Y55T59
SI_POV_NAHC,dimension,Age,60-64,60 to 64 years old,Y60T64
SI_POV_NAHC,dimension,Age,60-69,60 to 69 years old,Y60T69
SI_POV_NAHC,dimension,Age,60+,60 years old and over,Y_GE60
SI_POV_NAHC,dimension,Age,65-69,65 to 69 years old,Y65T69
SI_POV_NAHC,dimension,Age,70-74,70 to 74 years old,Y70T74
SI_POV_NAHC,dimension,Age,70-79,70 to 79 years old,Y70T79
SI_POV_NAHC,dimension,Age,70+,70 years old and over,Y_GE70
SI_POV_NAHC,dimension,Age,75-79,75 to 79 years old,Y75T79
SI_POV_NAHC,dimension,Age,75+,75 years old and over,Y_GE75
SI_POV_NAHC,dimension,Age,80-84,80 to 84 years old,Y80T84
SI_POV_NAHC,dimension,Age,80-89,80 to 89 years old,Y80T89
SI_POV_NAHC,dimension,Age,80+,80 years old and over,Y_GE80
SI_POV_NAHC,dimension,Age,85-89,85 to 89 years old,Y85T89
SI_POV_NAHC,dimension,Age,85+,85 years old and over,Y_GE85
SI_POV_NAHC,dimension,Age,90-94,90 to 94 years old,Y90T94
SI_POV_NAHC,dimension,Age,90-99,90 to 99 years old,Y90T99
SI_POV_NAHC,dimension,Age,90+,90 years old and over,Y_GE90
SI_POV_NAHC,dimension,Age,95-99,95 to 99 years old,Y95T99
SI_POV_NAHC,dimension,Age,95+,95 years old and over,Y_GE95
SI_POV_NAHC,dimension,Age,100+,100 years old and over,Y_GE100
SI_POV_NAHC,dimension,Age,18-19,18 to 19 years old,Y18T19
SI_POV_NAHC,dimension,Age,<10Y,under 10 years old,Y0T9
SI_POV_NAHC,dimension,Age,M36T47,36 to 47 months old,M36T47
SI_POV_NAHC,dimension,Age,18-24,18 to 24 years old,Y18T24
SI_POV_NAHC,dimension,Age,18-49,18 to 49 years old,Y18T49
SI_POV_NAHC,dimension,Age,18-50,18 to 50 years old,Y18T50
SI_POV_NAHC,dimension,Age,50+,50 years old and over,Y_GE50
SI_POV_NAHC,dimension,Age,1-4,1 to 4 years old,Y1T4
SI_POV_NAHC,dimension,Age,2-14,2 to 14 years old,Y2T14
SI_POV_NAHC,dimension,Age,18-74,18 to 74 years old,Y18T74
SI_POV_NAHC,dimension,Age,30-35,30 to 35 years old,Y30T35
SI_POV_NAHC,dimension,Age,<8Y,under 8 years old,Y0T7
SI_POV_NAHC,dimension,Age,M6T59,6 to 59 months old,M6T59
SI_POV_NAHC,dimension,Age,<6Y,under 6 years old,Y0T5
SI_POV_NAHC,dimension,Age,65-74,65 to 74 years old,Y65T74
SI_POV_NAHC,dimension,Age,75-84,75 to 84 years old,Y75T84
SI_POV_NAHC,dimension,Age,_U,Unknown,_U
SI_POV_NAHC,dimension,Age,_X,Not available,_X
SI_POV_NAHC,dimension,Age,<16Y,under 16 years old,Y0T15
SI_POV_NAHC,dimension,Age,<=45Y,under 46 years old,Y0T45
SI_POV_NAHC,dimension,Age,46+,46 years old and over,Y_GE46
SI_POV_NAHC,dimension,Age,15-28,15 to 28 years old,Y15T28
SI_POV_NAHC,dimension,Age,12-24,12 to 24 years old,Y12T24
SI_POV_NAHC,dimension,Age,20+,20 years old and over,Y_GE20
SI_POV_NAHC,dimension,Age,65+,65 years old and over,Y_GE65
SI_POV_NAHC,dimension,Age,25-44,25 to 44 years old,Y25T44
SI_POV_NAHC,dimension,Age,45-54,45 to 54 years old,Y45T54
SI_POV_NAHC,dimension,Age,45-64,45 to 64 years old,Y45T64
SI_POV_NAHC,dimension,Age,55-64,55 to 64 years old,Y55T64
SI_POV_NAHC,dimension,Age,6-65,6 to 65 years old,Y6T65
SI_POV_NAHC,dimension,Location,RURAL,Rural,R
SI_POV_NAHC,dimension,Location,ALLAREA,All areas,_T
SI_POV_NAHC,dimension,Location,URBAN,Urban,U
SI_POV_NAHC,dimension,Reporting Type,N,National,N
SI_POV_NAHC,dimension,Reporting Type,G,Global,G
SI_POV_NAHC,dimension,Sex,FEMALE,Female,F
SI_POV_NAHC,dimension,Sex,MALE,Male,M
SI_POV_NAHC,dimension,Sex,BOTHSEX,Both sexes,_T
SI_POV_NAHC,dimension,Nature,C,Country data,C
SI_POV_NAHC,dimension,Nature,CA,Country adjusted data,CA
SI_POV_NAHC,dimension,Units,PERCENT,Percentage,PT
SD_MDP_MUHC,dimension,Age,<15Y,under 15 years old,Y0T14
SD_MDP_MUHC,dimension,Age,<18Y,under 18 years old,Y0T17
