seriesCode,concept_role,concept_id,code_id,code_description,code_sdmx
VC_HTF_DETVSX,dimension,Age,M36T59,36 to 59 months old,M36T59
VC_HTF_DETVSX,dimension,Age,40-44,40 to 44 years old,Y40T44
VC_HTF_DETVSX,dimension,Age,40-49,40 to 49 years old,Y40T49
VC_HTF_DETVSX,dimension,Age,45-49,45 to 49 years old,Y45T49
VC_HTF_DETVSX,dimension,Age,45-59,45 to 59 years old,Y45T59
VC_HTF_DETVSX,dimension,Age,5-9,5 to 9 years old,Y5T9
VC_HTF_DETVSX,dimension,Age,10-19,10 to 19 years old,Y10T19
VC_HTF_DETVSX,dimension,Age,50-54,50 to 54 years old,Y50T54
VC_HTF_DETVSX,dimension,Age,50-59,50 to 59 years old,Y50T59
VC_HTF_DETVSX,dimension,Age,55-59,55 to 59 years old,Y55T59
VC_HTF_DETVSX,dimension,Age,60-64,60 to 64 years old,Y60T64
VC_HTF_DETVSX,dimension,Age,60-69,60 to 69 years old,Y60T69
VC_HTF_DETVSX,dimension,Age,60+,60 years old and over,Y_GE60
VC_HTF_DETVSX,dimension,Age,65-69,65 to 69 years old,Y65T69
VC_HTF_DETVSX,dimension,Age,70-74,70 to 74 years old,Y70T74
VC_HTF_DETVSX,dimension,Age,70-79,70 to 79 years old,Y70T79
VC_HTF_DETVSX,dimension,Age,70+,70 years old and over,Y_GE70
VC_HTF_DETVSX,dimension,Age,75-79,75 to 79 years old,Y75T79
VC_HTF_DETVSX,dimension,Age,75+,75 years old and over,Y_GE75
VC_HTF_DETVSX,dimension,Age,80-84,80 to 84 years old,Y80T84
VC_HTF_DETVSX,dimension,Age,80-89,80 to 89 years old,Y80T89
VC_HTF_DETVSX,dimension,Age,80+,80 years old and over,Y_GE80
VC_HTF_DETVSX,dimension,Age,85-89,85 to 89 years old,Y85T89
VC_HTF_DETVSX,dimension,Age,85+,85 years old and over,Y_GE85
VC_HTF_DETVSX,dimension,Age,90-94,90 to 94 years old,Y90T94
VC_HTF_DETVSX,dimension,Age,90-99,90 to 99 years old,Y90T99
VC_HTF_DETVSX,dimension,Age,90+,90 years old and over,Y_GE90
VC_HTF_DETVSX,dimension,Age,95-99,95 to 99 years old,Y95T99
VC_HTF_DETVSX,dimension,Age,95+,95 years old and over,Y_GE95
VC_HTF_DETVSX,dimension,Age,100+,100 years old and over,Y_GE100
VC_HTF_DETVSX,dimension,Age,15-28,15 to 28 years old,Y15T28
VC_HTF_DETVSX,dimension,Age,12-24,12 to 24 years old,Y12T24
VC_HTF_DETVSX,dimension,Age,20+,20 years old and over,Y_GE20
VC_HTF_DETVSX,dimension,Age,65+,65 years old and over,Y_GE65
VC_HTF_DETVSX,dimension,Age,25-44,25 to 44 years old,Y25T44
VC_HTF_DETVSX,dimension,Age,45-54,45 to 54 years old,Y45T54
VC_HTF_DETVSX,dimension,Age,45-64,45 to 64 years old,Y45T64
VC_HTF_DETVSX,dimension,Age,55-64,55 to 64 years old,Y55T64
VC_HTF_DETVSX,dimension,Age,6-65,6 to 65 years old,Y6T65
VC_HTF_DETVSX,dimension,Age,18-19,18 to 19 years old,Y18T19
VC_HTF_DETVSX,dimension,Age,<10Y,under 10 years old,Y0T9
VC_HTF_DETVSX,dimension,Age,M36T47,36 to 47 months old,M36T47
VC_HTF_DETVSX,dimension,Age,18-24,18 to 24 years old,Y18T24
VC_HTF_DETVSX,dimension,Age,18-49,18 to 49 years old,Y18T49
VC_HTF_DETVSX,dimension,Age,18-50,18 to 50 years old,Y18T50
VC_HTF_DETVSX,dimension,Age,50+,50 years old and over,Y_GE50
VC_HTF_DETVSX,dimension,Age,1-4,1 to 4 years old,Y1T4
VC_HTF_DETVSX,dimension,Age,2-14,2 to 14 years old,Y2T14
VC_HTF_DETVSX,dimension,Age,18-74,18 to 74 years old,Y18T74
VC_HTF_DETVSX,dimension,Age,30-35,30 to 35 years old,Y30T35
VC_HTF_DETVSX,dimension,Age,<8Y,under 8 years old,Y0T7
VC_HTF_DETVSX,dimension,Age,M6T59,6 to 59 months old,M6T59
VC_HTF_DETVSX,dimension,Age,<6Y,under 6 years old,Y0T5
VC_HTF_DETVSX,dimension,Reporting Type,N,National,N
VC_HTF_DETVSX,dimension,Reporting Type,G,Global,G
VC_HTF_DETVSX,dimension,Sex,_N,No response,_N
VC_HTF_DETVSX,dimension,Sex,_O,Other,_O
VC_HTF_DETVSX,dimension,Sex,_U,Unknown,_U
VC_HTF_DETVSX,dimension,Sex,FEMALE,Female,F
VC_HTF_DETVSX,dimension,Sex,MALE,Male,M
VC_HTF_DETVSX,dimension,Sex,BOTHSEX,Both sexes,_T
VC_HTF_DETVSX,dimension,Nature,C,Country data,C
VC_HTF_DETVSX,dimension,Nature,CA,Country adjusted data,CA
VC_HTF_DETVSX,dimension,Nature,E,Estimated data,E
VC_HTF_DETVSX,dimension,Nature,G,Global monitoring data,G
VC_HTF_DETVSX,dimension,Nature,M,Modeled data,M
VC_HTF_DETVSX,dimension,Nature,N,Non-relevant,N
VC_HTF_DETVSX,dimension,Nature,NA,Data nature not available,_X
VC_HTF_DETVSX,dimension,Units,NUMBER,Number,NUMBER
VC_HTF_DETV,dimension,Age,<1M,under 1 month old,M0
VC_HTF_DETV,dimension,Age,<1Y,under 1 year old,Y0
VC_HTF_DETV,dimension,Age,<5Y,under 5 years old,Y0T4
VC_HTF_DETV,dimension,Age,<15Y,under 15 years old,Y0T14
VC_HTF_DETV,dimension,Age,<18Y,under 18 years old,Y0T17
VC_HTF_DETV,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
VC_HTF_DETV,dimension,Age,1-14,1 to 14 years old,Y1T14
VC_HTF_DETV,dimension,Age,1-17,1 to 17 years old,Y1T17
VC_HTF_DETV,dimension,Age,5-14,5 to 14 years old,Y5T14
VC_HTF_DETV,dimension,Age,5-17,5 to 17 years old,Y5T17
VC_HTF_DETV,dimension,Age,5+,5 years old and over,Y_GE5
VC_HTF_DETV,dimension,Age,6-14,6 to 14 years old,Y6T14
VC_HTF_DETV,dimension,Age,6-17,6 to 17 years old,Y6T17
VC_HTF_DETV,dimension,Age,6+,6 years old and over,Y_GE6
VC_HTF_DETV,dimension,Age,7-14,7 to 14 years old,Y7T14
VC_HTF_DETV,dimension,Age,7-17,7 to 17 years old,Y7T17
VC_HTF_DETV,dimension,Age,7+,7 years old and over,Y_GE7
VC_HTF_DETV,dimension,Age,10-14,10 to 14 years old,Y10T14
VC_HTF_DETV,dimension,Age,10-17,10 to 17 years old,Y10T17
VC_HTF_DETV,dimension,Age,10-24,10 to 24 years old,Y10T24
VC_HTF_DETV,dimension,Age,10-74,10 to 74 years old,Y10T74
VC_HTF_DETV,dimension,Age,10+,10 years old and over,Y_GE10
VC_HTF_DETV,dimension,Age,12-14,12 to 14 years old,Y12T14
VC_HTF_DETV,dimension,Age,12-17,12 to 17 years old,Y12T17
VC_HTF_DETV,dimension,Age,12-30,12 to 30 years old,Y12T30
VC_HTF_DETV,dimension,Age,12+,12 years old and over,Y_GE12
VC_HTF_DETV,dimension,Age,14-24,14 to 24 years old,Y14T24
VC_HTF_DETV,dimension,Age,14-28,14 to 28 years old,Y14T28
VC_HTF_DETV,dimension,Age,14-29,14 to 29 years old,Y14T29
VC_HTF_DETV,dimension,Age,14+,14 years old and over,Y_GE14
VC_HTF_DETV,dimension,Age,15-17,15 to 17 years old,Y15T17
VC_HTF_DETV,dimension,Age,15-19,15 to 19 years old,Y15T19
VC_HTF_DETV,dimension,Age,15-24,15 to 24 years old,Y15T24
VC_HTF_DETV,dimension,Age,15-29,15 to 29 years old,Y15T29
VC_HTF_DETV,dimension,Age,15-44,15 to 44 years old,Y15T44
VC_HTF_DETV,dimension,Age,15-49,15 to 49 years old,Y15T49
VC_HTF_DETV,dimension,Age,15-60,15 to 60 years old,Y15T60
VC_HTF_DETV,dimension,Age,15-64,15 to 64 years old,Y15T64
VC_HTF_DETV,dimension,Age,15-65,15 to 65 years old,Y15T65
VC_HTF_DETV,dimension,Age,15-70,15 to 70 years old,Y15T70
VC_HTF_DETV,dimension,Age,15-72,15 to 72 years old,Y15T72
VC_HTF_DETV,dimension,Age,15-74,15 to 74 years old,Y15T74
VC_HTF_DETV,dimension,Age,15-80,15 to 80 years old,Y15T80
VC_HTF_DETV,dimension,Age,15-84,15 to 84 years old,Y15T84
VC_HTF_DETV,dimension,Age,15+,15 years old and over,Y_GE15
VC_HTF_DETV,dimension,Age,16-24,16 to 24 years old,Y16T24
VC_HTF_DETV,dimension,Age,16-65,16 to 65 years old,Y16T65
VC_HTF_DETV,dimension,Age,16-74,16 to 74 years old,Y16T74
VC_HTF_DETV,dimension,Age,16+,16 years old and over,Y_GE16
VC_HTF_DETV,dimension,Age,18-27,18 to 27 years old,Y18T27
VC_HTF_DETV,dimension,Age,18-29,18 to 29 years old,Y18T29
VC_HTF_DETV,dimension,Age,18-35,18 to 35 years old,Y18T35
VC_HTF_DETV,dimension,Age,18-44,18 to 44 years old,Y18T44
VC_HTF_DETV,dimension,Age,18+,18 years old and over,Y_GE18
VC_HTF_DETV,dimension,Age,19-65,19 to 65 years old,Y19T65
VC_HTF_DETV,dimension,Age,20-24,20 to 24 years old,Y20T24
VC_HTF_DETV,dimension,Age,20-29,20 to 29 years old,Y20T29
VC_HTF_DETV,dimension,Age,20-30,20 to 30 years old,Y20T30
VC_HTF_DETV,dimension,Age,29-49,20 to 49 years old,Y20T49
VC_HTF_DETV,dimension,Age,20-64,20 to 64 years old,Y20T64
VC_HTF_DETV,dimension,Age,20-74,20 to 74 years old,Y20T74
VC_HTF_DETV,dimension,Age,25-29,25 to 29 years old,Y25T29
VC_HTF_DETV,dimension,Age,25-34,25 to 34 years old,Y25T34
VC_HTF_DETV,dimension,Age,25-64,25 to 64 years old,Y25T64
VC_HTF_DETV,dimension,Age,25+,25 years old and over,Y_GE25
VC_HTF_DETV,dimension,Age,30,30 years old,Y30
VC_HTF_DETV,dimension,Age,30-34,30 to 34 years old,Y30T34
VC_HTF_DETV,dimension,Age,30-39,30 to 39 years old,Y30T39
VC_HTF_DETV,dimension,Age,30-69,30 to 69 years old,Y30T69
VC_HTF_DETV,dimension,Age,30-70,30 to 70 years old,Y30T70
VC_HTF_DETV,dimension,Age,35,35 years old,Y35
VC_HTF_DETV,dimension,Age,35-39,35 to 39 years old,Y35T39
VC_HTF_DETV,dimension,Age,35-44,35 to 44 years old,Y35T44
VC_HTF_DETV,dimension,Age,35-49,35 to 49 years old,Y35T49
VC_HTF_DETV,dimension,Age,M36T59,36 to 59 months old,M36T59
VC_HTF_DETV,dimension,Age,40-44,40 to 44 years old,Y40T44
VC_HTF_DETV,dimension,Age,40-49,40 to 49 years old,Y40T49
VC_HTF_DETV,dimension,Age,45-49,45 to 49 years old,Y45T49
VC_HTF_DETV,dimension,Age,45-59,45 to 59 years old,Y45T59
VC_HTF_DETV,dimension,Age,5-9,5 to 9 years old,Y5T9
VC_HTF_DETV,dimension,Age,10-19,10 to 19 years old,Y10T19
VC_HTF_DETV,dimension,Age,50-54,50 to 54 years old,Y50T54
VC_HTF_DETV,dimension,Age,50-59,50 to 59 years old,Y50T59
VC_HTF_DETV,dimension,Age,55-59,55 to 59 years old,Y55T59
VC_HTF_DETV,dimension,Age,60-64,60 to 64 years old,Y60T64
VC_HTF_DETV,dimension,Age,60-69,60 to 69 years old,Y60T69
VC_HTF_DETV,dimension,Age,60+,60 years old and over,Y_GE60
VC_HTF_DETV,dimension,Age,65-69,65 to 69 years old,Y65T69
VC_HTF_DETV,dimension,Age,70-74,70 to 74 years old,Y70T74
VC_HTF_DETV,dimension,Age,70-79,70 to 79 years old,Y70T79
VC_HTF_DETV,dimension,Age,70+,70 years old and over,Y_GE70
VC_HTF_DETV,dimension,Age,75-79,75 to 79 years old,Y75T79
VC_HTF_DETV,dimension,Age,75+,75 years old and over,Y_GE75
VC_HTF_DETV,dimension,Age,80-84,80 to 84 years old,Y80T84
VC_HTF_DETV,dimension,Age,80-89,80 to 89 years old,Y80T89
VC_HTF_DETV,dimension,Age,80+,80 years old and over,Y_GE80
VC_HTF_DETV,dimension,Age,85-89,85 to 89 years old,Y85T89
VC_HTF_DETV,dimension,Age,85+,85 years old and over,Y_GE85
VC_HTF_DETV,dimension,Age,90-94,90 to 94 years old,Y90T94
VC_HTF_DETV,dimension,Age,90-99,90 to 99 years old,Y90T99
VC_HTF_DETV,dimension,Age,90+,90 years old and over,Y_GE90
VC_HTF_DETV,dimension,Age,95-99,95 to 99 years old,Y95T99
VC_HTF_DETV,dimension,Age,95+,95 years old and over,Y_GE95
VC_HTF_DETV,dimension,Age,100+,100 years old and over,Y_GE100
VC_HTF_DETV,dimension,Age,15-28,15 to 28 years old,Y15T28
VC_HTF_DETV,dimension,Age,12-24,12 to 24 years old,Y12T24
VC_HTF_DETV,dimension,Age,20+,20 years old and over,Y_GE20
VC_HTF_DETV,dimension,Age,65+,65 years old and over,Y_GE65
VC_HTF_DETV,dimension,Age,25-44,25 to 44 years old,Y25T44
VC_HTF_DETV,dimension,Age,45-54,45 to 54 years old,Y45T54
VC_HTF_DETV,dimension,Age,45-64,45 to 64 years old,Y45T64
VC_HTF_DETV,dimension,Age,55-64,55 to 64 years old,Y55T64
VC_HTF_DETV,dimension,Age,6-65,6 to 65 years old,Y6T65
VC_HTF_DETV,dimension,Age,18-19,18 to 19 years old,Y18T19
VC_HTF_DETV,dimension,Age,<10Y,under 10 years old,Y0T9
VC_HTF_DETV,dimension,Age,M36T47,36 to 47 months old,M36T47
VC_HTF_DETV,dimension,Age,18-24,18 to 24 years old,Y18T24
VC_HTF_DETV,dimension,Age,18-49,18 to 49 years old,Y18T49
VC_HTF_DETV,dimension,Age,18-50,18 to 50 years old,Y18T50
VC_HTF_DETV,dimension,Age,50+,50 years old and over,Y_GE50
VC_HTF_DETV,dimension,Age,1-4,1 to 4 years old,Y1T4
VC_HTF_DETV,dimension,Age,2-14,2 to 14 years old,Y2T14
VC_HTF_DETV,dimension,Age,18-74,18 to 74 years old,Y18T74
VC_HTF_DETV,dimension,Age,30-35,30 to 35 years old,Y30T35
VC_HTF_DETV,dimension,Age,<8Y,under 8 years old,Y0T7
VC_HTF_DETV,dimension,Age,M6T59,6 to 59 months old,M6T59
VC_HTF_DETV,dimension,Age,<6Y,under 6 years old,Y0T5
VC_HTF_DETV,dimension,Reporting Type,N,National,N
VC_HTF_DETV,dimension,Reporting Type,G,Global,G
VC_HTF_DETV,dimension,Sex,_N,No response,_N
VC_HTF_DETV,dimension,Sex,_O,Other,_O
VC_HTF_DETV,dimension,Sex,_U,Unknown,_U
VC_HTF_DETV,dimension,Sex,FEMALE,Female,F
VC_HTF_DETV,dimension,Sex,MALE,Male,M
VC_HTF_DETV,dimension,Sex,BOTHSEX,Both sexes,_T
VC_HTF_DETV,dimension,Nature,C,Country data,C
VC_HTF_DETV,dimension,Nature,CA,Country adjusted data,CA
VC_HTF_DETV,dimension,Nature,E,Estimated data,E
VC_HTF_DETV,dimension,Nature,G,Global monitoring data,G
VC_HTF_DETV,dimension,Nature,M,Modeled data,M
VC_HTF_DETV,dimension,Nature,N,Non-relevant,N
VC_HTF_DETV,dimension,Nature,NA,Data nature not available,_X
VC_HTF_DETV,dimension,Units,NUMBER,Number,NUMBER
VC_PRS_UNSNT,dimension,Reporting Type,N,National,N
VC_PRS_UNSNT,dimension,Reporting Type,G,Global,G
VC_PRS_UNSNT,dimension,Sex,_N,No response,_N
VC_PRS_UNSNT,dimension,Sex,_O,Other,_O
VC_PRS_UNSNT,dimension,Sex,_U,Unknown,_U
VC_PRS_UNSNT,dimension,Sex,_X,Not available,_X
VC_PRS_UNSNT,dimension,Sex,FEMALE,Female,F
VC_PRS_UNSNT,dimension,Sex,MALE,Male,M
VC_PRS_UNSNT,dimension,Sex,BOTHSEX,Both sexes,_T
VC_PRS_UNSNT,dimension,Nature,C,Country data,C
VC_PRS_UNSNT,dimension,Nature,CA,Country adjusted data,CA
VC_PRS_UNSNT,dimension,Nature,E,Estimated data,E
VC_PRS_UNSNT,dimension,Nature,G,Global monitoring data,G
VC_PRS_UNSNT,dimension,Nature,M,Modeled data,M
VC_PRS_UNSNT,dimension,Nature,N,Non-relevant,N
VC_PRS_UNSNT,dimension,Nature,NA,Data nature not available,_X
VC_PRS_UNSNT,dimension,Units,PERCENT,Percentage,PT
VC_PRR_PHYV,dimension,Reporting Type,N,National,N
VC_PRR_PHYV,dimension,Reporting Type,G,Global,G
VC_PRR_PHYV,dimension,Sex,_N,No response,_N
VC_PRR_PHYV,dimension,Sex,_O,Other,_O
VC_PRR_PHYV,dimension,Sex,_U,Unknown,_U
VC_PRR_PHYV,dimension,Sex,FEMALE,Female,F
VC_PRR_PHYV,dimension,Sex,MALE,Male,M
VC_PRR_PHYV,dimension,Sex,BOTHSEX,Both sexes,_T
VC_PRR_PHYV,dimension,Nature,C,Country data,C
VC_PRR_PHYV,dimension,Nature,CA,Country adjusted data,CA
VC_PRR_PHYV,dimension,Nature,E,Estimated data,E
VC_PRR_PHYV,dimension,Nature,G,Global monitoring data,G
VC_PRR_PHYV,dimension,Nature,M,Modeled data,M
VC_PRR_PHYV,dimension,Nature,N,Non-relevant,N
VC_PRR_PHYV,dimension,Nature,NA,Data nature not available,_X
VC_PRR_PHYV,dimension,Units,PERCENT,Percentage,PT
VC_PRR_SEXV,dimension,Reporting Type,N,National,N
VC_PRR_SEXV,dimension,Reporting Type,G,Global,G
VC_PRR_SEXV,dimension,Sex,_N,No response,_N
VC_PRR_SEXV,dimension,Sex,_O,Other,_O
VC_PRR_SEXV,dimension,Sex,_U,Unknown,_U
VC_PRR_SEXV,dimension,Sex,FEMALE,Female,F
VC_PRR_SEXV,dimension,Sex,MALE,Male,M
VC_PRR_SEXV,dimension,Sex,BOTHSEX,Both sexes,_T
VC_PRR_SEXV,dimension,Nature,C,Country data,C
VC_PRR_SEXV,dimension,Nature,CA,Country adjusted data,CA
VC_PRR_SEXV,dimension,Nature,E,Estimated data,E
VC_PRR_SEXV,dimension,Nature,G,Global monitoring data,G
VC_PRR_SEXV,dimension,Nature,M,Modeled data,M
VC_PRR_SEXV,dimension,Nature,N,Non-relevant,N
VC_PRR_SEXV,dimension,Nature,NA,Data nature not available,_X
VC_PRR_SEXV,dimension,Units,PERCENT,Percentage,PT
VC_PRR_ROBB,dimension,Reporting Type,N,National,N
VC_PRR_ROBB,dimension,Reporting Type,G,Global,G
VC_PRR_ROBB,dimension,Sex,_N,No response,_N
VC_PRR_ROBB,dimension,Sex,_O,Other,_O
VC_PRR_ROBB,dimension,Sex,_U,Unknown,_U
VC_PRR_ROBB,dimension,Sex,FEMALE,Female,F
VC_PRR_ROBB,dimension,Sex,MALE,Male,M
VC_PRR_ROBB,dimension,Sex,BOTHSEX,Both sexes,_T
VC_PRR_ROBB,dimension,Nature,C,Country data,C
VC_PRR_ROBB,dimension,Nature,CA,Country adjusted data,CA
VC_PRR_ROBB,dimension,Nature,E,Estimated data,E
VC_PRR_ROBB,dimension,Nature,G,Global monitoring data,G
VC_PRR_ROBB,dimension,Nature,M,Modeled data,M
VC_PRR_ROBB,dimension,Nature,N,Non-relevant,N
VC_PRR_ROBB,dimension,Nature,NA,Data nature not available,_X
VC_PRR_ROBB,dimension,Units,PERCENT,Percentage,PT
SP_DISP_RESOL,dimension,Disability status,PD,Persons with disability,PD
SP_DISP_RESOL,dimension,Disability status,PWD,Persons without disability,PWD
SP_DISP_RESOL,dimension,Disability status,_T,No breakdown by disability,_T
SP_DISP_RESOL,dimension,Reporting Type,R,Regional,R
SP_DISP_RESOL,dimension,Reporting Type,N,National,N
SP_DISP_RESOL,dimension,Reporting Type,G,Global,G
SP_DISP_RESOL,dimension,Sex,FEMALE,Female,F
SP_DISP_RESOL,dimension,Sex,MALE,Male,M
SP_DISP_RESOL,dimension,Sex,BOTHSEX,Both sexes,_T
SP_DISP_RESOL,dimension,Nature,C,Country data,C
SP_DISP_RESOL,dimension,Units,PERCENT,Percentage,PT
VC_ARM_SZTRACE,dimension,Reporting Type,N,National,N
VC_ARM_SZTRACE,dimension,Reporting Type,G,Global,G
VC_ARM_SZTRACE,dimension,Reporting Type,R,Regional,R
VC_ARM_SZTRACE,dimension,Nature,C,Country data,C
VC_ARM_SZTRACE,dimension,Nature,CA,Country adjusted data,CA
VC_ARM_SZTRACE,dimension,Nature,E,Estimated data,E
VC_ARM_SZTRACE,dimension,Nature,G,Global monitoring data,G
VC_ARM_SZTRACE,dimension,Nature,M,Modeled data,M
VC_ARM_SZTRACE,dimension,Nature,N,Non-relevant,N
VC_ARM_SZTRACE,dimension,Nature,NA,Data nature not available,_X
VC_ARM_SZTRACE,dimension,Units,PERCENT,Percentage,PT
IC_FRM_BRIB,dimension,Reporting Type,N,National,N
IC_FRM_BRIB,dimension,Reporting Type,G,Global,G
IC_FRM_BRIB,dimension,Nature,C,Country data,C
IC_FRM_BRIB,dimension,Nature,CA,Country adjusted data,CA
IC_FRM_BRIB,dimension,Nature,E,Estimated data,E
IC_FRM_BRIB,dimension,Nature,G,Global monitoring data,G
IC_FRM_BRIB,dimension,Nature,M,Modeled data,M
IC_FRM_BRIB,dimension,Nature,N,Non-relevant,N
IC_FRM_BRIB,dimension,Nature,NA,Data nature not available,_X
IC_FRM_BRIB,dimension,Units,PERCENT,Percentage,PT
IU_COR_BRIB,dimension,Reporting Type,N,National,N
IU_COR_BRIB,dimension,Reporting Type,G,Global,G
IU_COR_BRIB,dimension,Sex,_N,No response,_N
IU_COR_BRIB,dimension,Sex,_O,Other,_O
IU_COR_BRIB,dimension,Sex,_U,Unknown,_U
IU_COR_BRIB,dimension,Sex,FEMALE,Female,F
IU_COR_BRIB,dimension,Sex,MALE,Male,M
IU_COR_BRIB,dimension,Sex,BOTHSEX,Both sexes,_T
IU_COR_BRIB,dimension,Nature,C,Country data,C
IU_COR_BRIB,dimension,Nature,CA,Country adjusted data,CA
IU_COR_BRIB,dimension,Nature,E,Estimated data,E
IU_COR_BRIB,dimension,Nature,G,Global monitoring data,G
IU_COR_BRIB,dimension,Nature,M,Modeled data,M
IU_COR_BRIB,dimension,Nature,N,Non-relevant,N
IU_COR_BRIB,dimension,Nature,NA,Data nature not available,_X
IU_COR_BRIB,dimension,Units,PERCENT,Percentage,PT
GF_XPD_GBPC,dimension,Reporting Type,G,Global,G
GF_XPD_GBPC,dimension,Nature,C,Country data,C
GF_XPD_GBPC,dimension,Nature,CA,Country adjusted data,CA
GF_XPD_GBPC,dimension,Nature,E,Estimated data,E
GF_XPD_GBPC,dimension,Nature,G,Global monitoring data,G
GF_XPD_GBPC,dimension,Nature,M,Modeled data,M
GF_XPD_GBPC,dimension,Nature,N,Non-relevant,N
GF_XPD_GBPC,dimension,Nature,NA,Data nature not available,_X
GF_XPD_GBPC,dimension,Units,PERCENT,Percentage,PT
SP_PSR_SATIS_HLTH,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SP_PSR_SATIS_HLTH,dimension,Age,25-34,25 to 34 years old,Y25T34
SP_PSR_SATIS_HLTH,dimension,Age,35-44,35 to 44 years old,Y35T44
SP_PSR_SATIS_HLTH,dimension,Age,65+,65 years old and over,Y_GE65
SP_PSR_SATIS_HLTH,dimension,Age,45-54,45 to 54 years old,Y45T54
SP_PSR_SATIS_HLTH,dimension,Age,55-64,55 to 64 years old,Y55T64
SP_PSR_SATIS_HLTH,dimension,Age,<25Y,under 25 years old,Y0T24
SP_PSR_SATIS_HLTH,dimension,Disability status,PD,Persons with disability,PD
SP_PSR_SATIS_HLTH,dimension,Disability status,PWD,Persons without disability,PWD
SP_PSR_SATIS_HLTH,dimension,Disability status,_T,No breakdown by disability,_T
SP_PSR_SATIS_HLTH,dimension,Location,RURAL,Rural,R
SP_PSR_SATIS_HLTH,dimension,Location,ALLAREA,All areas,_T
SP_PSR_SATIS_HLTH,dimension,Location,URBAN,Urban,U
SP_PSR_SATIS_HLTH,dimension,Population Group,POP_C,Population Group C,C03
SP_PSR_SATIS_HLTH,dimension,Population Group,POP_B,Population Group B,C02
SP_PSR_SATIS_HLTH,dimension,Population Group,POP_A,Population Group A,C01
SP_PSR_SATIS_HLTH,dimension,Population Group,TOTAL,TOTAL,_T
SP_PSR_SATIS_HLTH,dimension,Quantile,Q1,Quantile 1 (poorest),Q1
SP_PSR_SATIS_HLTH,dimension,Quantile,Q2,Quantile 2,Q2
SP_PSR_SATIS_HLTH,dimension,Quantile,Q3,Quantile 3,Q3
SP_PSR_SATIS_HLTH,dimension,Quantile,Q4,Quantile 4,Q4
SP_PSR_SATIS_HLTH,dimension,Quantile,Q5,Quantile 5 (richest),Q5
SP_PSR_SATIS_HLTH,dimension,Reporting Type,N,National,N
SP_PSR_SATIS_HLTH,dimension,Reporting Type,G,Global,G
SP_PSR_SATIS_HLTH,dimension,Reporting Type,R,Regional,R
SP_PSR_SATIS_HLTH,dimension,Service Attribute,ACCESS,Easy to get to the place,SA_ACCESS
SP_PSR_SATIS_HLTH,dimension,Service Attribute,AFFORD,Affordable,SA_AFFORD
SP_PSR_SATIS_HLTH,dimension,Service Attribute,QUALITY,Clean and in good condition facilities,SA_QUALITY
SP_PSR_SATIS_HLTH,dimension,Service Attribute,EQUALITY,Equal treatment,SA_EQUALITY
SP_PSR_SATIS_HLTH,dimension,Service Attribute,ATTITUDE,Attitude or courtesy of staff,SA_ATTITUDE
SP_PSR_SATIS_HLTH,dimension,Service Attribute,AVERAGE,Average of positive responses for the five other aspects,SA_AVERAGE
SP_PSR_SATIS_HLTH,dimension,Sex,FEMALE,Female,F
SP_PSR_SATIS_HLTH,dimension,Sex,MALE,Male,M
SP_PSR_SATIS_HLTH,dimension,Sex,BOTHSEX,Both sexes,_T
SP_PSR_SATIS_HLTH,dimension,Nature,C,Country data,C
SP_PSR_SATIS_HLTH,dimension,Nature,CA,Country adjusted data,CA
SP_PSR_SATIS_HLTH,dimension,Nature,E,Estimated data,E
SP_PSR_SATIS_HLTH,dimension,Nature,G,Global monitoring data,G
SP_PSR_SATIS_HLTH,dimension,Nature,M,Modeled data,M
SP_PSR_SATIS_HLTH,dimension,Nature,N,Non-relevant,N
SP_PSR_SATIS_HLTH,dimension,Nature,NA,Data nature not available,_X
SP_PSR_SATIS_HLTH,dimension,Units,PERCENT,Percentage,PT
SP_PSR_SATIS_PRM,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SP_PSR_SATIS_PRM,dimension,Age,25-34,25 to 34 years old,Y25T34
SP_PSR_SATIS_PRM,dimension,Age,35-44,35 to 44 years old,Y35T44
SP_PSR_SATIS_PRM,dimension,Age,65+,65 years old and over,Y_GE65
SP_PSR_SATIS_PRM,dimension,Age,45-54,45 to 54 years old,Y45T54
SP_PSR_SATIS_PRM,dimension,Age,55-64,55 to 64 years old,Y55T64
SP_PSR_SATIS_PRM,dimension,Age,<25Y,under 25 years old,Y0T24
SP_PSR_SATIS_PRM,dimension,Disability status,PD,Persons with disability,PD
SP_PSR_SATIS_PRM,dimension,Disability status,PWD,Persons without disability,PWD
SP_PSR_SATIS_PRM,dimension,Disability status,_T,No breakdown by disability,_T
SP_PSR_SATIS_PRM,dimension,Location,RURAL,Rural,R
SP_PSR_SATIS_PRM,dimension,Location,ALLAREA,All areas,_T
SP_PSR_SATIS_PRM,dimension,Location,URBAN,Urban,U
SP_PSR_SATIS_PRM,dimension,Population Group,POP_C,Population Group C,C03
SP_PSR_SATIS_PRM,dimension,Population Group,POP_B,Population Group B,C02
SP_PSR_SATIS_PRM,dimension,Population Group,POP_A,Population Group A,C01
SP_PSR_SATIS_PRM,dimension,Population Group,TOTAL,TOTAL,_T
SP_PSR_SATIS_PRM,dimension,Quantile,Q1,Quantile 1 (poorest),Q1
