pa,subject_label,object_id,object_label
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900007,Damak
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900008,Dhangadhi
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900009,Dhankuta
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900010,Dharan
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900011,Ghorahi
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900012,Itahari
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900013,Janakpur (Janakpurdham)
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900014,Kathmandu
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900015,Lalitpur
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900016,Pokhara
undata-geo:C17900000,Nepal: All cities or breakdown by cities not available,undata-geo:C17900017,Tikapur
undata-geo:G00002090,Netherlands (Kingdom of the),undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000001,Alkmaar
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000002,Almelo
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000003,Almere
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000004,Alphen aan den Rijn
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000005,Amersfoort
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000006,Amsterdam
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000007,Apeldoorn
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000008,Arnhem
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000009,Assen
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000010,Bergen op Zoom
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000011,Beverwijk/Heemskerk
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000012,Breda
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000013,Deventer
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000014,Dordrecht
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000015,Ede
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000016,Eindhoven
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000017,Enschede
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000018,Gouda
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000019,Groningen
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000020,Haarlem
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000021,Heerlen
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000022,Helmond
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000023,Hengelo
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000024,Hilversum
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000025,Hoorn
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000026,Leeuwarden (Ljouwert)
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000027,Leiden
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000028,Lelystad
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000029,Maastricht
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000030,Nieuwegein / IJsselstein
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000031,Nijmegen
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000032,Oss
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000033,Pijnacker / Berkel en Rodenrijs
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000034,Purmerend
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000035,Roosendaal
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000036,Rotterdam
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000037,s-Gravenhage (The Hague)
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000038,'s-Hertogenbosch
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000039,Sittard-Geleen
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000040,Soest / Baarn
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000041,Spijkenisse
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000042,Tilburg
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000043,Utrecht
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000044,Veenendaal
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000045,Venlo
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000046,Vleuten / De Meern
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000047,Zoetermeer
undata-geo:C18000000,Netherlands (Kingdom of the): All cities or breakdown by cities not available,undata-geo:C18000048,Zwolle
undata-geo:G00000740,Curaçao,undata-geo:C18100000,Curaçao: All cities or breakdown by cities not available
undata-geo:G00000150,Aruba,undata-geo:C18200000,Aruba: All cities or breakdown by cities not available
undata-geo:G00002840,Sint Maarten (Dutch part),undata-geo:C18300000,Sint Maarten (Dutch part): All cities or breakdown by cities not available
undata-geo:G00000340,"Bonaire, Sint Eustatius and Saba",undata-geo:C18400000,"Bonaire, Sint Eustatius and Saba: All cities or breakdown by cities not available"
undata-geo:G00002120,New Caledonia,undata-geo:C18500000,New Caledonia: All cities or breakdown by cities not available
undata-geo:G00003380,Vanuatu,undata-geo:C18600000,Vanuatu: All cities or breakdown by cities not available
undata-geo:C18600000,Vanuatu: All cities or breakdown by cities not available,undata-geo:C18600001,Port Vila
undata-geo:G00002160,New Zealand,undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700001,Auckland
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700002,Christchurch
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700003,Dunedin
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700004,Hamilton
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700005,Lower Hutt
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700006,Napier
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700007,Palmerston
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700008,Tauranga
undata-geo:C18700000,New Zealand: All cities or breakdown by cities not available,undata-geo:C18700009,Wellington
undata-geo:G00002170,Nicaragua,undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available
undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available,undata-geo:C18800001,Chinandega
undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available,undata-geo:C18800002,Ciudad Sandino
undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available,undata-geo:C18800003,Granada
undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available,undata-geo:C18800004,León
undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available,undata-geo:C18800005,Managua
undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available,undata-geo:C18800006,Masaya
undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available,undata-geo:C18800007,Puerto Cabezas (Bilwi)
undata-geo:C18800000,Nicaragua: All cities or breakdown by cities not available,undata-geo:C18800008,Tipitapa
undata-geo:G00002180,Niger,undata-geo:C18900000,Niger: All cities or breakdown by cities not available
undata-geo:C18900000,Niger: All cities or breakdown by cities not available,undata-geo:C18900001,Agadez
undata-geo:C18900000,Niger: All cities or breakdown by cities not available,undata-geo:C18900002,Dosso
undata-geo:C18900000,Niger: All cities or breakdown by cities not available,undata-geo:C18900003,Maradi
undata-geo:C18900000,Niger: All cities or breakdown by cities not available,undata-geo:C18900004,Niamey
undata-geo:C18900000,Niger: All cities or breakdown by cities not available,undata-geo:C18900005,Zinder
undata-geo:G00002190,Nigeria,undata-geo:C19000000,Nigeria: All cities or breakdown by cities not available
undata-geo:C19000000,Nigeria: All cities or breakdown by cities not available,undata-geo:C19000001,Gombe
undata-geo:C19000000,Nigeria: All cities or breakdown by cities not available,undata-geo:C19000002,Ibadan
undata-geo:C19000000,Nigeria: All cities or breakdown by cities not available,undata-geo:C19000003,Lagos
undata-geo:C19000000,Nigeria: All cities or breakdown by cities not available,undata-geo:C19000004,Oyo
undata-geo:G00002200,Niue,undata-geo:C19100000,Niue: All cities or breakdown by cities not available
undata-geo:G00002210,Norfolk Island,undata-geo:C19200000,Norfolk Island: All cities or breakdown by cities not available
undata-geo:G00002250,Norway,undata-geo:C19300000,Norway: All cities or breakdown by cities not available
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300001,Ålesund
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300002,Bergen
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300003,Drammen
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300004,Fredrikstad/Sarpsborg
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300005,Kristiansand
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300006,Lørenskog
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300007,Oslo
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300008,Porsgrunn/Skien
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300009,Stavanger
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300010,Tønsberg
undata-geo:C19300000,Norway: All cities or breakdown by cities not available,undata-geo:C19300011,Trondheim
undata-geo:G00002240,Northern Mariana Islands,undata-geo:C19400000,Northern Mariana Islands: All cities or breakdown by cities not available
undata-geo:C19400000,Northern Mariana Islands: All cities or breakdown by cities not available,undata-geo:C19400001,Garapan (Fananganan)
undata-geo:G00003300,United States Minor Outlying Islands,undata-geo:C19500000,United States Minor Outlying Islands: All cities or breakdown by cities not available
undata-geo:G00001940,Micronesia (Federated States of),undata-geo:C19600000,Micronesia (Federated States of): All cities or breakdown by cities not available
undata-geo:C19600000,Micronesia (Federated States of): All cities or breakdown by cities not available,undata-geo:C19600001,Pohnpei
undata-geo:G00001850,Marshall Islands,undata-geo:C19700000,Marshall Islands: All cities or breakdown by cities not available
undata-geo:C19700000,Marshall Islands: All cities or breakdown by cities not available,undata-geo:C19700001,Majuro
undata-geo:C19700000,Marshall Islands: All cities or breakdown by cities not available,undata-geo:C19700002,Marshall islands
undata-geo:G00002300,Palau,undata-geo:C19800000,Palau: All cities or breakdown by cities not available
undata-geo:G00002290,Pakistan,undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900001,Attock
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900002,Bhakkar
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900003,Chishtiān
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900004,Daska
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900005,Faisalābād (Faisalabad)
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900006,Gujrānwāla (Gujranwala)
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900007,Hāfizābād
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900008,Hyderābād (Hyderabad)
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900009,Islāmābād
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900010,Jhang
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900011,Karāchi (Karachi)
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900012,Khānpur
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900013,Kohāt
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900014,Lāhore (Lahore)
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900015,Lārkāna
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900016,Layyah
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900017,Mardān
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900018,Mingawara (Mingora)
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900019,Multān (Multan)
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900020,Nawābshāh
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900021,Peshāwar(Peshawar)
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900022,Quetta
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900023,Sargodha
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900024,Sheikhūpura
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900025,Shikārpur
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900026,Siālkot
undata-geo:C19900000,Pakistan: All cities or breakdown by cities not available,undata-geo:C19900027,Turbat
undata-geo:G00002310,Panama,undata-geo:C20000000,Panama: All cities or breakdown by cities not available
undata-geo:C20000000,Panama: All cities or breakdown by cities not available,undata-geo:C20000001,Arraiján
undata-geo:C20000000,Panama: All cities or breakdown by cities not available,undata-geo:C20000002,Ciudad de Panamá (Panama City)
undata-geo:C20000000,Panama: All cities or breakdown by cities not available,undata-geo:C20000003,Colón
undata-geo:C20000000,Panama: All cities or breakdown by cities not available,undata-geo:C20000004,La Chorrera
undata-geo:C20000000,Panama: All cities or breakdown by cities not available,undata-geo:C20000005,San Miguelito
undata-geo:G00002350,Papua New Guinea,undata-geo:C20100000,Papua New Guinea: All cities or breakdown by cities not available
undata-geo:C20100000,Papua New Guinea: All cities or breakdown by cities not available,undata-geo:C20100001,Kimbe
undata-geo:C20100000,Papua New Guinea: All cities or breakdown by cities not available,undata-geo:C20100002,Lae
undata-geo:C20100000,Papua New Guinea: All cities or breakdown by cities not available,undata-geo:C20100003,Port Moresby
undata-geo:C20100000,Papua New Guinea: All cities or breakdown by cities not available,undata-geo:C20100004,Wewak
undata-geo:G00002360,Paraguay,undata-geo:C20200000,Paraguay: All cities or breakdown by cities not available
undata-geo:C20200000,Paraguay: All cities or breakdown by cities not available,undata-geo:C20200001,Asunción
undata-geo:C20200000,Paraguay: All cities or breakdown by cities not available,undata-geo:C20200002,Ciudad del Este (Presidente Stroessner)
undata-geo:C20200000,Paraguay: All cities or breakdown by cities not available,undata-geo:C20200003,San Lorenzo
undata-geo:G00002370,Peru,undata-geo:C20300000,Peru: All cities or breakdown by cities not available
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300001,Arequipa
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300002,Ayacucho
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300003,Cajamarca
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300004,Callao
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300005,Chiclayo
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300006,Cusco (Cuzco)
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300007,Huacho
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300008,Huancayo
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300009,Huaral
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300010,Iquitos
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300011,Jaén
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300012,Juliaca
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300013,Junín
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300014,Lima
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300015,Lima_Ate
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300016,Lima_Carabayllo
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300017,Lima_Chorrillos
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300018,Lima_Comas
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300019,Lima_Losolivos
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300020,Lima_Lurigancho
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300021,Lima_Puentepiedra
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300022,Lima_Sanborja
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300023,Lima_Sanjuandelurigancho
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300024,Lima_Villamariadeltriunfo
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300025,Moquegua
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300026,Piura
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300027,Trujillo
undata-geo:C20300000,Peru: All cities or breakdown by cities not available,undata-geo:C20300028,Ucayali_Calleria
undata-geo:G00002380,Philippines,undata-geo:C20400000,Philippines: All cities or breakdown by cities not available
undata-geo:C20400000,Philippines: All cities or breakdown by cities not available,undata-geo:C20400001,Bacolod
undata-geo:C20400000,Philippines: All cities or breakdown by cities not available,undata-geo:C20400002,Cebu
undata-geo:C20400000,Philippines: All cities or breakdown by cities not available,undata-geo:C20400003,Manila
undata-geo:G00002390,Pitcairn,undata-geo:C20500000,Pitcairn: All cities or breakdown by cities not available
undata-geo:G00002400,Poland,undata-geo:C20600000,Poland: All cities or breakdown by cities not available
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600001,Bełchatów
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600002,Białystok
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600003,Bielsko-Biała
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600004,Bydgoszcz
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600005,Chełm
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600006,Częstochowa
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600007,Elbląg
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600008,Ełk
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600009,Gdańsk
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600010,Gdynia
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600011,Gliwice
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600012,Głogów
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600013,Gniezno
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600014,Gornoslaski Zwiazek Metropolitalny
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600015,Gorzów Wielkopolski
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600016,Grudziądz
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600017,Inowrocław
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600018,Jastrzębie-Zdrój
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600019,Jelenia Góra
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600020,Kalisz
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600021,Kasztelanka
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600022,Katowice
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600023,Kielce
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600024,Koszalin
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600025,Kraków (Krakow)
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600026,Legionowo
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600027,Legnica
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600028,Łódź (Lodz)
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600029,Łomża
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600030,Lublin
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600031,Mielec
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600032,Mysłowice
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600033,Nowy Sącz
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600034,Olsztyn
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600035,Opole
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600036,Ostrów Wielkopolski
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600037,Ostrowiec Świętokrzyski
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600038,Pabianice
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600039,Piła
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600040,Piotrków Trybunalski
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600041,Płock
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600042,Poznań
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600043,Przemyśl
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600044,Radom
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600045,Rybnik
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600046,Rzeszów
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600047,Słupsk
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600048,Stalowa Wola
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600049,Stargard Szczeciński
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600050,Suwałki
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600051,Szczecin
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600052,Tczew
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600053,Tomaszów Mazowiecki
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600054,Toruń
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600055,Tychy
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600056,Wałbrzych
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600057,Warszawa (Warsaw)
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600058,Widnica
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600059,Włocławek
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600060,Wrocław
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600061,Zamość
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600062,Zgierz
undata-geo:C20600000,Poland: All cities or breakdown by cities not available,undata-geo:C20600063,Zielona Góra
undata-geo:G00002410,Portugal,undata-geo:C20700000,Portugal: All cities or breakdown by cities not available
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700001,Abrantes
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700002,Águeda
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700003,Aguiar Da Beira
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700004,Alandroal
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700005,Albergaria-A-Velha
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700006,Albufeira
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700007,Alcácer Do Sal
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700008,Alcanena
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700009,Alcobaça
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700010,Alcochete
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700011,Alcoutim
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700012,Alenquer
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700013,Alfândega Da Fé
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700014,Alijó
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700015,Aljezur
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700016,Aljustrel
