pa,subject_label,object_id,object_label
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500411,Cauca_Morales
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500412,Cauca_Padilla
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500413,Cauca_Páez
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500414,Cauca_Patía
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500415,Cauca_Piamonte
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500416,Cauca_Piendamó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500417,Cauca_Popayán
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500418,Cauca_Puerto Tejada
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500419,Cauca_Puracé
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500420,Cauca_Rosas
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500421,Cauca_Santander De Quilichao
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500422,Cauca_San Sebastián
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500423,Cauca_Santa Rosa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500424,Cauca_Silvia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500425,Cauca_Sotara
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500426,Cauca_Suárez
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500427,Cauca_Sucre
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500428,Cauca_Timbío
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500429,Cauca_Timbiquí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500430,Cauca_Toribío
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500431,Cauca_Totoró
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500432,Cauca_Villa Rica
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500433,Cesar_Aguachica
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500434,Cesar_Agustín Codazzi
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500435,Cesar_Astrea
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500436,Cesar_Becerril
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500437,Cesar_Bosconia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500438,Cesar_Chimichagua
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500439,Cesar_Chiriguaná
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500440,Cesar_Curumaní
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500441,Cesar_El Copey
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500442,Cesar_El Paso
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500443,Cesar_Gamarra
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500444,Cesar_González
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500445,Cesar_La Gloria
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500446,Cesar_La Jagua De Ibirico
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500447,Cesar_La Paz
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500448,Cesar_Manaure Balcón Del Cesar
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500449,Cesar_Pailitas
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500450,Cesar_Pelaya
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500451,Cesar_Pueblo Bello
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500452,Cesar_Río De Oro
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500453,Cesar_San Alberto
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500454,Cesar_San Diego
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500455,Cesar_San Martín
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500456,Cesar_Tamalameque
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500457,Cesar_Valledupar
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500458,Choco_Acandí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500459,Choco_Alto Baudó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500460,Choco_Atrato
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500461,Choco_Bagadó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500462,Choco_Bahía Solano
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500463,Choco_Bajo Baudó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500464,Choco_Bojayá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500465,Choco_Carmen Del Darién
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500466,Choco_Cértegui
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500467,Choco_Condoto
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500468,Choco_El Cantón Del San Pablo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500469,Choco_El Carmen De Atrato
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500470,Choco_El Litoral Del San Juan
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500471,Choco_Istmina
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500472,Choco_Juradó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500473,Choco_Lloró
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500474,Choco_Medio Atrato
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500475,Choco_Medio Baudó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500476,Choco_Medio San Juan
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500477,Choco_Nóvita
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500478,Choco_Nuquí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500479,Choco_Quibdó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500480,Choco_Río Iró
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500481,Choco_Río Quito
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500482,Choco_Riosucio
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500483,Choco_San José Del Palmar
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500484,Choco_Sipí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500485,Choco_Tadó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500486,Choco_Unguía
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500487,Choco_Unión Panamericana
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500488,Cordoba_Ayapel
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500489,Cordoba_Buenavista
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500490,Cordoba_Canalete
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500491,Cordoba_Cereté
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500492,Cordoba_Chimá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500493,Cordoba_Chinú
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500494,Cordoba_Ciénaga De Oro
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500495,Cordoba_Cotorra
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500496,Cordoba_La Apartada
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500497,Cordoba_Lorica
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500498,Cordoba_Los Córdobas
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500499,Cordoba_Momil
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500500,Cordoba_Moñitos
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500501,Cordoba_Montelíbano
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500502,Cordoba_Montería
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500503,Cordoba_Planeta Rica
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500504,Cordoba_Pueblo Nuevo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500505,Cordoba_Puerto Escondido
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500506,Cordoba_Puerto Libertador
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500507,Cordoba_Purísima De La Concepción
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500508,Cordoba_Sahagún
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500509,Cordoba_San Andrés De Sotavento
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500510,Cordoba_San Antero
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500511,Cordoba_San Bernardo Del Viento
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500512,Cordoba_San Carlos
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500513,Cordoba_San José De Uré
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500514,Cordoba_San Pelayo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500515,Cordoba_Tierralta
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500516,Cordoba_Tuchín
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500517,Cordoba_Valencia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500518,Cundinamarca_Agua De Dios
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500519,Cundinamarca_Albán
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500520,Cundinamarca_Anapoima
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500521,Cundinamarca_Anolaima
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500522,Cundinamarca_Apulo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500523,Cundinamarca_Arbeláez
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500524,Cundinamarca_Beltrán
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500525,Cundinamarca_Bituima
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500526,Cundinamarca_Bojacá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500527,Cundinamarca_Cabrera
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500528,Cundinamarca_Cachipay
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500529,Cundinamarca_Cajicá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500530,Cundinamarca_Caparrapí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500531,Cundinamarca_Cáqueza
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500532,Cundinamarca_Carmen De Carupa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500533,Cundinamarca_Chaguaní
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500534,Cundinamarca_Chía
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500535,Cundinamarca_Chipaque
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500536,Cundinamarca_Choachí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500537,Cundinamarca_Chocontá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500538,Cundinamarca_Cogua
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500539,Cundinamarca_Cota
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500540,Cundinamarca_Cucunubá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500541,Cundinamarca_El Colegio
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500542,Cundinamarca_El Peñón
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500543,Cundinamarca_El Rosal
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500544,Cundinamarca_Facatativá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500545,Cundinamarca_Fómeque
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500546,Cundinamarca_Fosca
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500547,Cundinamarca_Funza
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500548,Cundinamarca_Fúquene
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500549,Cundinamarca_Fusagasugá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500550,Cundinamarca_Gachalá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500551,Cundinamarca_Gachancipá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500552,Cundinamarca_Gachetá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500553,Cundinamarca_Gama
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500554,Cundinamarca_Girardot
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500555,Cundinamarca_Granada
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500556,Cundinamarca_Guachetá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500557,Cundinamarca_Guaduas
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500558,Cundinamarca_Guasca
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500559,Cundinamarca_Guataquí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500560,Cundinamarca_Guatavita
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500561,Cundinamarca_Guayabal De Síquima
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500562,Cundinamarca_Guayabetal
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500563,Cundinamarca_Gutiérrez
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500564,Cundinamarca_Jerusalén
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500565,Cundinamarca_Junín
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500566,Cundinamarca_La Calera
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500567,Cundinamarca_La Mesa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500568,Cundinamarca_La Palma
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500569,Cundinamarca_La Peña
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500570,Cundinamarca_La Vega
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500571,Cundinamarca_Lenguazaque
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500572,Cundinamarca_Machetá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500573,Cundinamarca_Madrid
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500574,Cundinamarca_Manta
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500575,Cundinamarca_Medina
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500576,Cundinamarca_Mosquera
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500577,Cundinamarca_Nariño
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500578,Cundinamarca_Nemocón
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500579,Cundinamarca_Nilo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500580,Cundinamarca_Nimaima
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500581,Cundinamarca_Nocaima
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500582,Cundinamarca_Pacho
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500583,Cundinamarca_Paime
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500584,Cundinamarca_Pandi
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500585,Cundinamarca_Paratebueno
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500586,Cundinamarca_Pasca
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500587,Cundinamarca_Puerto Salgar
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500588,Cundinamarca_Pulí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500589,Cundinamarca_Quebradanegra
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500590,Cundinamarca_Quetame
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500591,Cundinamarca_Quipile
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500592,Cundinamarca_Ricaurte
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500593,Cundinamarca_San Antonio Del Tequendama
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500594,Cundinamarca_San Bernardo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500595,Cundinamarca_San Cayetano
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500596,Cundinamarca_San Francisco
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500597,Cundinamarca_San Juan De Rioseco
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500598,Cundinamarca_Sasaima
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500599,Cundinamarca_Sesquilé
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500600,Cundinamarca_Sibaté
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500601,Cundinamarca_Silvania
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500602,Cundinamarca_Simijaca
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500603,Cundinamarca_Soacha
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500604,Cundinamarca_Sopó
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500605,Cundinamarca_Subachoque
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500606,Cundinamarca_Suesca
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500607,Cundinamarca_Supatá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500608,Cundinamarca_Susa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500609,Cundinamarca_Sutatausa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500610,Cundinamarca_Tabio
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500611,Cundinamarca_Tausa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500612,Cundinamarca_Tena
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500613,Cundinamarca_Tenjo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500614,Cundinamarca_Tibacuy
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500615,Cundinamarca_Tibirita
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500616,Cundinamarca_Tocaima
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500617,Cundinamarca_Tocancipá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500618,Cundinamarca_Topaipí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500619,Cundinamarca_Ubalá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500620,Cundinamarca_Ubaque
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500621,Cundinamarca_Une
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500622,Cundinamarca_Útica
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500623,Cundinamarca_Venecia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500624,Cundinamarca_Vergara
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500625,Cundinamarca_Vianí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500626,Cundinamarca_Villa De San Diego De Ubaté
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500627,Cundinamarca_Villagómez
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500628,Cundinamarca_Villapinzón
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500629,Cundinamarca_Villeta
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500630,Cundinamarca_Viotá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500631,Cundinamarca_Yacopí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500632,Cundinamarca_Zipacón
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500633,Cundinamarca_Zipaquirá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500634,Guainia_Inírida
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500635,Guaviare_Calamar
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500636,Guaviare_El Retorno
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500637,Guaviare_Miraflores
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500638,Guaviare_San José Del Guaviare
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500639,Huila_Acevedo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500640,Huila_Agrado
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500641,Huila_Aipe
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500642,Huila_Algeciras
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500643,Huila_Altamira
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500644,Huila_Baraya
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500645,Huila_Campoalegre
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500646,Huila_Colombia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500647,Huila_Elías
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500648,Huila_Garzón
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500649,Huila_Gigante
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500650,Huila_Guadalupe
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500651,Huila_Hobo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500652,Huila_Íquira
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500653,Huila_Isnos
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500654,Huila_La Argentina
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500655,Huila_La Plata
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500656,Huila_Nátaga
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500657,Huila_Neiva
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500658,Huila_Oporapa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500659,Huila_Paicol
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500660,Huila_Palermo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500661,Huila_Palestina
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500662,Huila_Pital
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500663,Huila_Pitalito
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500664,Huila_Rivera
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500665,Huila_Saladoblanco
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500666,Huila_San Agustín
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500667,Huila_Santa María
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500668,Huila_Suaza
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500669,Huila_Tarqui
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500670,Huila_Tello
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500671,Huila_Teruel
