YEAR	STATEID	STATE	REGION	CUSGT1M	CUSGT1F	CUSLT1M	CUSLT1F	CUSUNSM	CUSUNSF	CUSTOTM	CUSTOTF	CUSGT1T	CUSLT1T	CUSUNST	CUSTOTT	CNOPRIVM	CNOPRIVF	CWPRIVM	CWPRIVF	JURGT1M	JURGT1F	JURLT1M	JURLT1F	JURUNSM	JURUNSF	JURTOTM	JURTOTF	PVINM	PVINF	PVOTHM	PVOTHF	PVINCLM	PVINCLF	LFM	LFF	LFINCLM	LFINCLF	LFCROWDM	LFCROWDF	LFCRSTM	LFCRSTF	LFCRINCM	LFCRINCF	FEDM	FEDF	OTHSTM	OTHSTF	FACINCLM	FACINCLF	FACROWDM	FACROWDF	WHITEM	WHITEF	BLACKM	BLACKF	HISPM	HISPF	AIANM	AIANF	ASIANM	ASIANF	NHPIM	NHPIF	APIM	APIF	TWORACEM	TWORACEF	ADDRACEM	ADDRACEF	UNKRACEM	UNKRACEF	TOTRACEM	TOTRACEF	NOTHISPM	NOTHISPF	UNKHISPM	UNKHISPF	TOTHCATM	TOTHCATF	COMMITM	COMMITF	PARNEWM	PARNEWF	PARNOM	PARNOF	ADCRNEWM	ADCRNEWF	ADCRNOM	ADCRNOF	ADTRANSM	ADTRANSF	ADAWOLM	ADAWOLF	ADESCAPM	ADESCAPF	ADAWESM	ADAWESF	ADRETM	ADRETF	ADOTHM	ADOTHF	ADTOTM	ADTOTF	RLUNEXPM	RLUNEXPF	RLUNCOMM	RLUNCOMF	RLUNOTHM	RLUNOTHF	RLCOPROM	RLCOPROF	RLCOSUPM	RLCOSUPF	RLCODPM	RLCODPF	RLCOOTHM	RLCOOTHF	RLDEATHM	RLDEATHF	RLAWOLM	RLAWOLF	RLESCAPM	RLESCAPF	RLAWESM	RLAWESF	RLTRANM	RLTRANF	RLBONDM	RLBONDF	RLOTHM	RLOTHF	RLTOTM	RLTOTF	FLOJANM	FLOJANF	FLOADMM	FLOADMF	FLORLM	FLORLF	FLODECM	FLODECF	CAPRATEM	CAPRATEF	CAPOPM	CAPOPF	CAPDESM	CAPDESF	CAPRATET	CAPOPT	CAPDEST	HIVTEST	HIVINC	HIVCUR	HIVREL	HIVRAN	HIVCERT	HIVHIGH	HIVREQ	HIVORD	HIVCLIN	HIVINCID	HIVOTH	HIVNOCUS	HIVCUSME	ADHIVTST	CONSTYPE	HIVEXTST	HIVASYMM	HIVASYMF	HIVASYMT	HIVLESSM	HIVLESSF	HIVLESST	AIDSCONM	AIDSCONF	AIDSCONT	HIVATOTM	HIVATOTF	HIVATOTT	CUSLT18M	CUSLT18F	CUSCTZNM	CUSCTZNF	CITZTOT	NCITZTOT	UNKCITZTOT	CITZTOTM	CITZTOTF	CITZGT1M	CITZGT1F	CITZLE1M	CITZLE1F	CITZUNSM	CITZUNSF	NCITZTOTM	NCITZTOTF	NCITZGT1M	NCITZGT1F	NCITZLE1M	NCITZLE1F	NCITZUNSM	NCITZUNSF	NCITZSELF	NCITZDOCS	NCITZVERIF	UNCITZTOTM	UNCITZTOTF	CITZPOP	DTHEXECM	DTHEXECF	DTHILLNM	DTHILLNF	DTHAIDSM	DTHAIDSF	DTHSUICM	DTHSUICF	DTHACCM	DTHACCF	DTHHOMIM	DTHHOMIF	DTHHOMOM	DTHHOMOF	DTHPERSM	DTHPERSF	DTHOTHM	DTHOTHF	DTHTOTM	DTHTOTF	HANDLEM	HANDLEF
1983	27	MN	2	2170	65	0	0	0	0	2170	65	-1	-1	-1	-1	-1	-1	-1	-1	2046	67	-8	-8	-8	-8	2046	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	1359	45	450	12	49	1	160	8	-1	-1	-1	-1	2	0	-1	-1	-9	-9	75	2	2046	67	1976	66	21	0	-1	-1	1052	72	152	6	174	12	-9	-9	-9	-9	0	0	-2	-2	-2	-2	11	1	0	0	0	0	1389	91	88	4	-9	-9	31	4	0	0	843	43	241	1	117	41	-1	-1	-2	-2	-2	-2	26	4	0	0	0	0	0	0	1351	97	2008	73	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	2405	2405	-9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	3	0	-1	-1	1	0	0	0	-1	-1	-1	-1	1	0	0	0	-1	-1	-9	-9
1983	28	MS	3	4350	192	35	3	0	0	4385	195	-1	-1	-1	-1	-1	-1	-1	-1	5280	201	101	4	-8	-8	5381	205	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	996	10	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	1516	66	3605	127	9	1	6	0	-1	-1	-1	-1	0	0	-1	-1	-9	-9	254	12	5381	205	5118	192	254	12	-1	-1	2061	138	239	5	114	5	24	2	43	3	12	0	-2	-2	-2	-2	57	1	-9	-9	119	9	2669	163	453	15	31	1	7	0	293	24	-8	-8	1256	51	416	47	-1	-1	-2	-2	-2	-2	45	2	11	0	-9	-9	46	1	2569	141	5180	179	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	4557	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	10	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1983	29	MO	2	7718	308	0	0	0	0	7718	308	-1	-1	-1	-1	-1	-1	-1	-1	7793	310	-8	-8	-8	-8	7793	310	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	5065	289	2728	193	-9	-9	0	0	-1	-1	-1	-1	0	0	-1	-1	-9	-9	0	0	7793	482	-9	-9	7793	482	-1	-1	2899	168	-9	-9	643	30	0	0	0	0	0	0	-2	-2	-2	-2	239	0	8	0	0	0	3789	198	241	7	0	0	0	0	-8	-8	-8	-8	2500	102	0	0	-1	-1	-2	-2	-2	-2	273	0	0	0	11	0	0	0	3047	110	7051	394	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-9	8855	-9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	22	1	-1	-1	-9	-9
1983	30	MT	4	757	24	2	0	0	0	759	24	-1	-1	-1	-1	-1	-1	-1	-1	877	24	2	0	-8	-8	879	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	681	18	14	0	19	0	179	6	-1	-1	-1	-1	2	0	-1	-1	-9	-9	3	0	879	24	860	24	0	0	-1	-1	323	20	-9	0	69	1	-9	0	16	0	0	0	-2	-2	-2	-2	24	0	2	0	0	0	434	21	69	2	0	0	0	0	58	5	-8	-8	287	19	0	0	-1	-1	-2	-2	-2	-2	19	0	0	0	8	0	0	0	442	26	885	29	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	575	767	575	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1983	31	NE	2	1503	51	71	7	56	2	1630	60	-1	-1	-1	-1	-1	-1	-1	-1	1500	51	71	7	-8	-8	1571	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	985	33	515	23	41	1	62	2	-1	-1	-1	-1	9	0	-1	-1	-9	-9	0	0	1571	58	1530	57	0	0	-1	-1	472	39	-9	1	72	0	0	0	0	0	0	0	-2	-2	-2	-2	27	0	-9	2	0	0	571	42	235	15	0	0	2	0	-8	-8	-8	-8	334	38	0	0	-1	-1	-2	-2	-2	-2	10	0	0	0	8	0	0	0	592	54	1521	63	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	1271	1541	1239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1983	32	NV	4	2899	169	0	0	121	3	3020	172	-1	-1	-1	-1	-1	-1	-1	-1	3024	164	-8	-8	-8	-8	3024	164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	1835	69	935	81	141	4	12	1	-1	-1	-1	-1	21	2	-1	-1	-9	-9	221	11	3024	164	2883	160	0	0	-1	-1	1105	92	48	8	200	12	0	0	0	0	0	0	-2	-2	-2	-2	22	0	0	0	0	0	1375	112	485	28	0	0	13	0	-8	-8	-8	-8	440	38	0	0	-1	-1	-2	-2	-2	-2	28	0	0	0	10	0	0	0	985	67	2634	119	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-9	3185	2541	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	0	-1	-1	4	0	1	0	-1	-1	-1	-1	0	0	0	1	-1	-1	-9	-9
1983	33	NH	1	432	2	0	0	25	0	457	2	-1	-1	-1	-1	-1	-1	-1	-1	465	14	-8	-8	-8	-8	465	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	453	14	12	0	10	1	0	0	-1	-1	-1	-1	0	0	-1	-1	-9	-9	0	0	465	14	455	13	0	0	-1	-1	225	8	-9	-9	33	0	-9	-9	-9	-9	0	0	-2	-2	-2	-2	17	1	-9	-9	0	0	275	9	7	0	0	0	10	0	-8	-8	-8	-8	193	2	5	0	-1	-1	-2	-2	-2	-2	18	1	0	0	11	2	0	0	245	5	435	10	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	490	460	392	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	0	0	-1	-1	0	0	1	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1983	34	NJ	1	8750	342	48	2	0	0	8798	344	-1	-1	-1	-1	-1	-1	-1	-1	8850	342	0	0	-8	-8	8850	342	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	967	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	3177	114	5659	228	919	4	0	0	-1	-1	-1	-1	14	0	-1	-1	-9	-9	0	0	8850	342	7931	338	0	0	-1	-1	4479	216	304	14	948	20	-8	-8	-8	-8	-9	-9	-2	-2	-2	-2	38	0	14	1	0	0	5783	251	110	22	0	0	0	0	-8	-8	-8	-8	4350	186	0	0	-1	-1	-2	-2	-2	-2	54	2	0	0	79	14	0	0	4607	225	7674	316	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-9	8857	7864	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	1	0	1	0	-1	-1	-1	-1	1	0	0	0	-1	-1	-9	-9
1983	35	NM	4	1584	45	242	21	42	2	1868	68	-1	-1	-1	-1	-1	-1	-1	-1	1658	50	248	21	-8	-8	1906	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	1607	61	247	9	908	35	50	1	-1	-1	-1	-1	2	0	-1	-1	-9	-9	0	0	1906	71	998	36	0	0	-1	-1	865	52	18	4	331	30	0	0	0	0	0	0	-2	-2	-2	-2	30	10	6	0	0	0	1250	96	297	30	0	0	0	0	-8	-8	-8	-8	643	73	0	0	-1	-1	-2	-2	-2	-2	25	2	0	1	9	0	0	0	979	106	1387	60	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	1950	1950	1950	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	5	0	-1	-1	-9	-9
1983	36	NY	1	30073	851	0	0	0	0	30073	851	-1	-1	-1	-1	-1	-1	-1	-1	29679	831	-8	-8	-8	-8	29679	831	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	14059	352	15515	485	6807	156	56	4	-1	-1	-1	-1	68	2	-1	-1	-9	-9	0	0	29698	843	22891	687	0	0	-1	-1	9993	422	1275	10	1132	52	777	3	413	11	446	23	-2	-2	-2	-2	136	1	47	2	4	0	14223	524	361	12	0	0	0	0	-8	-8	2364	64	8109	387	0	0	-1	-1	-2	-2	-2	-2	132	1	521	27	106	6	6	0	11652	499	27127	818	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	26284	31182	26530	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	41	2	-1	-1	9	0	0	0	-1	-1	-1	-1	3	0	0	0	-1	-1	-9	-9
1983	37	NC	3	13754	503	1052	86	78	12	14884	601	-1	-1	-1	-1	-1	-1	-1	-1	13754	503	1052	86	-8	-8	14806	589	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	6346	279	8022	298	-9	-9	377	12	-1	-1	-1	-1	3	0	-1	-1	-9	-9	58	0	14806	589	-9	-9	14806	589	-1	-1	7193	455	789	17	-9	-9	-9	-9	-9	-9	3	0	-2	-2	-2	-2	455	11	0	0	20	0	8460	483	2192	113	409	27	59	3	-9	-9	2280	120	4086	290	0	0	-1	-1	-2	-2	-2	-2	406	9	0	0	0	0	0	6	9467	568	14761	588	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-9	16261	-9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	28	0	-1	-1	4	0	2	0	-1	-1	-1	-1	1	0	0	0	-1	-1	-9	-9
1983	38	ND	2	354	8	58	2	0	0	412	10	-1	-1	-1	-1	-1	-1	-1	-1	342	8	58	2	-8	-8	400	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	325	5	7	1	4	0	68	4	-1	-1	-1	-1	0	0	-1	-1	-9	-9	0	0	400	10	396	10	0	0	-1	-1	277	12	0	0	12	0	0	0	9	0	0	0	-2	-2	-2	-2	1	0	0	0	0	0	299	12	27	0	0	0	0	0	42	8	-8	-8	146	5	8	0	-1	-1	-2	-2	-2	-2	1	0	0	0	0	0	0	0	224	13	267	9	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	471	471	471	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1983	39	OH	2	15594	822	1201	149	0	0	16795	971	-1	-1	-1	-1	-1	-1	-1	-1	17030	977	-9	-9	-8	-8	17030	977	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	8603	416	8427	561	89	1	0	0	-1	-1	-1	-1	0	0	-1	-1	-9	-9	0	0	17030	977	16706	970	235	6	-1	-1	7970	848	1330	69	478	23	-9	-9	200	22	140	0	-2	-2	-2	-2	16	0	0	0	0	0	10134	962	114	7	0	0	17	2	1199	224	-8	-8	7162	562	854	83	-1	-1	-2	-2	-2	-2	16	2	130	4	0	0	0	0	9521	885	16417	900	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-9	-9	16417	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	3	0	1	0	-1	-1	-1	-1	1	0	0	0	-1	-1	-9	-9
1983	40	OK	3	6687	338	0	0	0	0	6687	338	-1	-1	-1	-1	-1	-1	-1	-1	7031	449	-9	-9	-8	-8	7031	449	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	4610	232	1959	98	85	4	382	20	-1	-1	-1	-1	1	0	-1	-1	-9	-9	120	6	7072	356	6952	350	35	2	-1	-1	3535	301	110	6	81	3	-9	-9	-9	-9	10	0	-2	-2	-2	-2	444	23	-9	-9	0	0	4180	333	1112	144	353	33	1	0	638	32	-8	-8	657	67	0	0	-1	-1	-2	-2	-2	-2	494	26	4	1	4	0	2	0	3282	303	6174	326	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	7666	7666	5099	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	0	-1	-1	0	0	0	0	-1	-1	-1	-1	7	0	2	0	-1	-1	-9	-9
1983	41	OR	4	3207	111	0	0	0	0	3207	111	-1	-1	-1	-1	-1	-1	-1	-1	3807	145	-8	-8	-8	-8	3807	145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	3260	94	404	43	136	0	99	6	-1	-1	-1	-1	8	0	-1	-1	-9	-9	26	1	3797	144	3661	144	0	0	-1	-1	1800	110	23	7	410	27	0	0	2	0	11	0	-2	-2	-2	-2	333	35	0	0	225	3	2804	182	129	7	0	0	0	0	-8	-8	-9	-9	2257	126	0	0	-1	-1	-2	-2	-2	-2	367	38	4	0	0	0	1	7	2767	178	3760	140	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	2333	3494	2699	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	9	0	-1	-1	-9	-9
1983	42	PA	1	11299	392	61	7	38	1	11398	400	-1	-1	-1	-1	-1	-1	-1	-1	11309	390	61	7	-8	-8	11370	397	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	5055	181	6305	216	-9	-9	7	0	-1	-1	-1	-1	3	0	-1	-1	-9	-9	0	0	11370	397	-9	-9	11370	397	-1	-1	3703	223	782	18	583	14	0	0	0	0	284	19	-2	-2	-2	-2	52	20	21	1	0	0	5425	295	261	11	0	0	112	4	-8	-8	-8	-8	3348	166	0	0	-1	-1	-2	-2	-2	-2	92	20	298	16	38	7	62	5	4239	230	10123	325	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-9	-9	9517	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	21	1	-1	-1	5	0	0	0	-1	-1	-1	-1	2	0	0	0	-1	-1	-9	-9
1983	44	RI	1	850	17	87	7	176	13	1113	37	-1	-1	-1	-1	-1	-1	-1	-1	861	17	87	7	172	13	1120	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	782	22	336	15	51	1	1	0	-1	-1	-1	-1	1	0	-1	-1	-9	-9	0	0	1120	37	1069	36	0	0	-1	-1	339	8	41	2	42	0	28	1	24	0	5	0	-2	-2	-2	-2	16	0	3	0	1	0	499	11	21	0	0	0	6	0	59	1	-8	-8	286	6	0	0	-1	-1	-2	-2	-2	-2	11	0	14	0	9	0	0	0	406	7	768	13	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	1248	1122	-9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1983	45	SC	3	7910	315	421	53	15	2	8346	370	-1	-1	-1	-1	-1	-1	-1	-1	8705	371	445	55	-8	-8	9150	426	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	485	1	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	3712	179	5414	247	-9	-9	9	0	-1	-1	-1	-1	2	0	-1	-1	-9	-9	13	0	9150	426	-9	-9	9150	426	-1	-1	2868	203	41	0	471	8	198	2	117	4	-9	-9	-2	-2	-2	-2	258	8	10	0	0	0	3963	225	921	54	0	1	14	4	575	35	0	0	1674	107	14	0	-1	-1	-2	-2	-2	-2	288	10	0	0	12	2	0	0	3528	213	8270	359	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	-9	7630	6581	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	0	-1	-1	1	0	2	0	-1	-1	-1	-1	2	0	2	0	-1	-1	-9	-9
1983	46	SD	2	775	37	15	3	0	0	790	40	-1	-1	-1	-1	-1	-1	-1	-1	770	38	15	3	-8	-8	785	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	577	22	20	0	6	0	188	19	-1	-1	-1	-1	0	0	-1	-1	-9	-9	0	0	785	41	779	41	0	0	-1	-1	411	40	7	1	53	4	0	0	9	0	1	0	-2	-2	-2	-2	7	0	0	0	0	0	488	45	125	6	4	0	0	0	32	4	-8	-8	260	35	0	0	-1	-1	-2	-2	-2	-2	10	0	1	0	0	0	0	0	435	45	717	38	-1	-1	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	996	894	636	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	2	0	1	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
