YEAR	STATEID	STATE	REGION	CUSGT1M	CUSGT1F	CUSLT1M	CUSLT1F	CUSUNSM	CUSUNSF	CUSTOTM	CUSTOTF	CUSGT1T	CUSLT1T	CUSUNST	CUSTOTT	CNOPRIVM	CNOPRIVF	CWPRIVM	CWPRIVF	JURGT1M	JURGT1F	JURLT1M	JURLT1F	JURUNSM	JURUNSF	JURTOTM	JURTOTF	PVINM	PVINF	PVOTHM	PVOTHF	PVINCLM	PVINCLF	LFM	LFF	LFINCLM	LFINCLF	LFCROWDM	LFCROWDF	LFCRSTM	LFCRSTF	LFCRINCM	LFCRINCF	FEDM	FEDF	OTHSTM	OTHSTF	FACINCLM	FACINCLF	FACROWDM	FACROWDF	WHITEM	WHITEF	BLACKM	BLACKF	HISPM	HISPF	AIANM	AIANF	ASIANM	ASIANF	NHPIM	NHPIF	APIM	APIF	TWORACEM	TWORACEF	ADDRACEM	ADDRACEF	UNKRACEM	UNKRACEF	TOTRACEM	TOTRACEF	NOTHISPM	NOTHISPF	UNKHISPM	UNKHISPF	TOTHCATM	TOTHCATF	COMMITM	COMMITF	PARNEWM	PARNEWF	PARNOM	PARNOF	ADCRNEWM	ADCRNEWF	ADCRNOM	ADCRNOF	ADTRANSM	ADTRANSF	ADAWOLM	ADAWOLF	ADESCAPM	ADESCAPF	ADAWESM	ADAWESF	ADRETM	ADRETF	ADOTHM	ADOTHF	ADTOTM	ADTOTF	RLUNEXPM	RLUNEXPF	RLUNCOMM	RLUNCOMF	RLUNOTHM	RLUNOTHF	RLCOPROM	RLCOPROF	RLCOSUPM	RLCOSUPF	RLCODPM	RLCODPF	RLCOOTHM	RLCOOTHF	RLDEATHM	RLDEATHF	RLAWOLM	RLAWOLF	RLESCAPM	RLESCAPF	RLAWESM	RLAWESF	RLTRANM	RLTRANF	RLBONDM	RLBONDF	RLOTHM	RLOTHF	RLTOTM	RLTOTF	FLOJANM	FLOJANF	FLOADMM	FLOADMF	FLORLM	FLORLF	FLODECM	FLODECF	CAPRATEM	CAPRATEF	CAPOPM	CAPOPF	CAPDESM	CAPDESF	CAPRATET	CAPOPT	CAPDEST	HIVTEST	HIVINC	HIVCUR	HIVREL	HIVRAN	HIVCERT	HIVHIGH	HIVREQ	HIVORD	HIVCLIN	HIVINCID	HIVOTH	HIVNOCUS	HIVCUSME	ADHIVTST	CONSTYPE	HIVEXTST	HIVASYMM	HIVASYMF	HIVASYMT	HIVLESSM	HIVLESSF	HIVLESST	AIDSCONM	AIDSCONF	AIDSCONT	HIVATOTM	HIVATOTF	HIVATOTT	CUSLT18M	CUSLT18F	CUSCTZNM	CUSCTZNF	CITZTOT	NCITZTOT	UNKCITZTOT	CITZTOTM	CITZTOTF	CITZGT1M	CITZGT1F	CITZLE1M	CITZLE1F	CITZUNSM	CITZUNSF	NCITZTOTM	NCITZTOTF	NCITZGT1M	NCITZGT1F	NCITZLE1M	NCITZLE1F	NCITZUNSM	NCITZUNSF	NCITZSELF	NCITZDOCS	NCITZVERIF	UNCITZTOTM	UNCITZTOTF	CITZPOP	DTHEXECM	DTHEXECF	DTHILLNM	DTHILLNF	DTHAIDSM	DTHAIDSF	DTHSUICM	DTHSUICF	DTHACCM	DTHACCF	DTHHOMIM	DTHHOMIF	DTHHOMOM	DTHHOMOF	DTHPERSM	DTHPERSF	DTHOTHM	DTHOTHF	DTHTOTM	DTHTOTF	HANDLEM	HANDLEF
1978	1	AL	3	-2	-2	-2	-2	-2	-2	-2	-2	4242	44	0	4286	-1	-1	-1	-1	5285	244	83	13	0	0	5368	257	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1331	9	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	2097	100	3116	158	0	0	0	0	-1	-1	-1	-1	0	1	-1	-1	-9	-9	0	0	5213	259	5213	259	0	0	-1	-1	2115	148	0	0	150	5	0	0	0	0	0	0	0	0	227	16	-1	-1	0	0	139	15	2631	184	1028	44	0	0	42	2	60	2	0	0	1425	90	0	0	-1	-1	0	0	239	19	-1	-1	0	0	13	1	0	0	2823	161	5322	223	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3	-1	-1	2	0	1	0	-1	-1	-1	-1	6	0	0	0	-1	-1	-9	-9
1978	2	AK	4	-2	-2	-2	-2	-2	-2	-2	-2	333	63	159	555	-1	-1	-1	-1	468	22	57	6	153	6	678	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	441	22	176	9	-9	-9	54	3	-1	-1	-1	-1	0	0	-1	-1	-9	-9	7	0	678	34	-9	-9	678	34	-1	-1	226	8	0	0	24	0	0	0	0	0	17	2	0	0	3	0	-1	-1	0	0	0	0	270	10	0	0	0	0	0	0	0	0	124	6	105	0	0	0	-1	-1	0	0	3	0	-1	-1	81	3	0	0	0	0	313	9	511	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1978	4	AZ	4	-2	-2	-2	-2	-2	-2	-2	-2	3206	6	0	3212	-1	-1	-1	-1	3270	180	5	1	0	0	3275	181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	2478	124	641	42	874	38	91	6	-1	-1	-1	-1	5	6	-1	-1	-9	-9	60	3	3275	181	2341	134	60	9	-1	-1	1173	108	69	3	55	3	163	0	44	2	30	0	208	8	32	10	-1	-1	0	0	0	0	1774	134	23	2	8	5	0	0	138	25	162	58	155	12	734	21	-1	-1	212	9	29	8	-1	-1	77	0	0	0	0	0	1546	141	3042	187	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	0	0	0	0	-1	-1	-1	-1	5	0	0	0	-1	-1	-9	-9
1978	5	AR	3	-2	-2	-2	-2	-2	-2	-2	-2	2510	76	0	2586	-1	-1	-1	-1	2480	98	73	3	0	0	2553	101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	1207	45	1304	49	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	-9	-9	0	0	2511	94	2511	94	0	0	-1	-1	1300	75	151	9	302	18	98	3	0	0	3	0	0	0	14	0	-1	-1	0	0	0	2	1868	107	142	4	0	0	0	0	0	0	0	0	1265	96	69	5	-1	-1	0	0	13	1	-1	-1	16	0	18	1	278	0	1801	107	2371	91	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1978	6	CA	4	-2	-2	-2	-2	-2	-2	-2	-2	19550	0	1775	21325	-1	-1	-1	-1	18703	847	0	0	1475	300	20178	1147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	12968	732	6743	379	-9	-9	193	29	-1	-1	-1	-1	165	5	-1	-1	-9	-9	109	2	20178	1147	-9	-9	20178	1147	-1	-1	8753	572	1538	36	972	39	0	0	0	0	304	73	0	0	127	5	-1	-1	0	0	0	0	11694	725	124	8	0	0	68	12	0	0	0	0	8783	427	0	0	-1	-1	0	0	128	4	-1	-1	293	81	0	0	219	16	9658	549	16667	671	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	43	1	-1	-1	-9	-9
1978	8	CO	4	-2	-2	-2	-2	-2	-2	-2	-2	2452	12	0	2464	-1	-1	-1	-1	2408	66	11	1	0	0	2419	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	1862	46	533	18	677	13	16	2	-1	-1	-1	-1	8	1	-1	-1	-9	-9	0	0	2419	67	1742	54	0	0	-1	-1	1104	47	81	0	208	11	0	0	5	0	15	0	0	0	40	2	-1	-1	5	4	0	0	1458	64	111	3	0	0	26	0	132	15	0	0	916	48	0	0	-1	-1	0	0	70	3	-1	-1	24	1	14	0	0	0	1302	70	2252	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	4	0	0	0	-1	-1	-1	-1	2	0	3	0	-1	-1	-9	-9
1978	9	CT	1	-2	-2	-2	-2	-2	-2	-2	-2	1804	409	907	3120	-1	-1	-1	-1	1788	75	381	38	875	32	3044	145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	2007	69	1351	60	443	10	2	0	-1	-1	-1	-1	0	0	-1	-1	-9	-9	0	0	3360	129	2917	119	0	0	-1	-1	1497	103	0	0	0	0	336	18	0	0	109	16	0	0	18	6	-1	-1	0	0	0	0	1960	143	436	31	45	3	0	0	0	0	0	0	1024	112	0	0	-1	-1	0	0	21	7	-1	-1	35	2	0	0	0	0	1561	155	1705	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1978	10	DE	3	-2	-2	-2	-2	-2	-2	-2	-2	823	124	183	1130	-1	-1	-1	-1	957	48	127	10	177	6	1261	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	555	25	706	39	-9	-9	0	0	-1	-1	-1	-1	0	0	-1	-1	-9	-9	0	0	1261	64	-9	-9	1261	64	-1	-1	311	22	1	0	5	0	0	0	0	0	26	0	0	0	26	0	-1	-1	0	0	292	10	661	32	5	0	0	1	12	5	0	0	91	4	129	7	0	0	-1	-1	0	0	52	2	-1	-1	104	1	0	0	87	5	483	25	779	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-9	-9
1978	11	DC	3	-2	-2	-2	-2	-2	-2	-2	-2	2530	264	70	2864	-1	-1	-1	-1	2478	52	240	24	66	4	2784	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	84	5	2672	54	-9	-9	0	0	-1	-1	-1	-1	0	0	-1	-1	-9	-9	28	1	2784	60	-9	-9	2784	60	-1	-1	2424	134	144	5	25	0	48	0	8	0	600	30	191	16	3	0	-1	-1	0	0	0	0	3443	185	474	12	0	0	0	0	0	0	279	8	726	40	0	0	-1	-1	193	19	3	0	-1	-1	1469	96	0	0	4	0	3160	175	2195	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-8	-8	5	0	-1	-1	2	0	0	0	-1	-1	-1	-1	5	0	0	0	-1	-1	-9	-9
1978	12	FL	3	-2	-2	-2	-2	-2	-2	-2	-2	20188	189	0	20377	-1	-1	-1	-1	20387	856	185	8	0	0	20572	864	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	376	15	-1	-1	-9	-9	-1	-1	-1	-1	-1	-1	-1	-1	9775	303	10156	534	-9	-9	0	0	-1	-1	-1	-1	5	0	-1	-1	-9	-9	0	0	19936	837	-9	-9	19936	837	-1	-1	6078	293	335	16	519	25	138	7	215	10	0	0	0	0	493	24	-1	-1	701	34	0	0	8479	409	1087	66	1	0	0	0	0	0	1686	102	2893	176	0	0	-1	-1	0	0	481	29	-1	-1	0	0	695	52	399	24	7291	450	18563	870	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	16	0	0	0	-1	-1	-1	-1	8	0	0	0	-1	-1	-9	-9
