GeoId,YEAR,Count_Jurisdiction_WhiteAlone_Female,Count_Jurisdiction_WhiteAlone_Male,Count_Jurisdiction_WhiteAlone,Count_Jurisdiction_BlackOrAfricanAmericanAlone_Female,Count_Jurisdiction_BlackOrAfricanAmericanAlone_Male,Count_Jurisdiction_BlackOrAfricanAmericanAlone,Count_Jurisdiction_HispanicOrLatino_Female,Count_Jurisdiction_HispanicOrLatino_Male,Count_Jurisdiction_HispanicOrLatino,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone_Female,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone_Male,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone,Count_Jurisdiction_AsianAlone_Female,Count_Jurisdiction_AsianAlone_Male,Count_Jurisdiction_AsianAlone,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone_Female,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone_Male,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone,Count_Jurisdiction_TwoOrMoreRaces_Female,Count_Jurisdiction_TwoOrMoreRaces_Male,Count_Jurisdiction_TwoOrMoreRaces,Count_Jurisdiction_Death_Female,Count_Jurisdiction_Death_Male,Count_Jurisdiction_Death,Count_Jurisdiction_DeathByJudicialExecution_Female,Count_Jurisdiction_DeathByJudicialExecution_Male,Count_Jurisdiction_DeathByJudicialExecution,Count_Jurisdiction_DeathByIllnessOrNaturalCause_Female,Count_Jurisdiction_DeathByIllnessOrNaturalCause_Male,Count_Jurisdiction_DeathByIllnessOrNaturalCause,Count_Jurisdiction_DeathByAIDS_Female,Count_Jurisdiction_DeathByAIDS_Male,Count_Jurisdiction_DeathByAIDS,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide)_Female,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide)_Male,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide),Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries)_Female,Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries)_Male,Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries),Count_Jurisdiction_DeathByDeathDueToAnotherPerson_Female,Count_Jurisdiction_DeathByDeathDueToAnotherPerson_Male,Count_Jurisdiction_DeathByDeathDueToAnotherPerson,Count_Jurisdiction_DeathByAssault(Homicide)_Female,Count_Jurisdiction_DeathByAssault(Homicide)_Male,Count_Jurisdiction_DeathByAssault(Homicide),Count_Jurisdiction_DeathByNPSOtherCauseOfDeath_Female,Count_Jurisdiction_DeathByNPSOtherCauseOfDeath_Male,Count_Jurisdiction_DeathByNPSOtherCauseOfDeath,Count_Jurisdiction_AdmittedToPrison_Female,Count_Jurisdiction_AdmittedToPrison_Male,Count_Jurisdiction_AdmittedToPrison,Count_Jurisdiction_ReleasedFromPrison_Female,Count_Jurisdiction_ReleasedFromPrison_Male,Count_Jurisdiction_ReleasedFromPrison,Count_Jurisdiction_MaxSentenceGreaterThan1Year_Female,Count_Jurisdiction_MaxSentenceGreaterThan1Year_Male,Count_Jurisdiction_MaxSentenceGreaterThan1Year,Count_Jurisdiction_MaxSentence1YearOrLess_Female,Count_Jurisdiction_MaxSentence1YearOrLess_Male,Count_Jurisdiction_MaxSentence1YearOrLess,Count_Jurisdiction_Unsentenced_Female,Count_Jurisdiction_Unsentenced_Male,Count_Jurisdiction_Unsentenced,Count_Jurisdiction_PrivatelyOperatedInStateFacility_Female,Count_Jurisdiction_PrivatelyOperatedInStateFacility_Male,Count_Jurisdiction_PrivatelyOperatedInStateFacility,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility_Female,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility_Male,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility,Count_Jurisdiction_LocallyOperatedLocalFacility_Female,Count_Jurisdiction_LocallyOperatedLocalFacility_Male,Count_Jurisdiction_LocallyOperatedLocalFacility,Count_Jurisdiction_FederallyOperatedFacility_Female,Count_Jurisdiction_FederallyOperatedFacility_Male,Count_Jurisdiction_FederallyOperatedFacility,Count_Jurisdiction_StateOperatedOutOfStateFacility_Female,Count_Jurisdiction_StateOperatedOutOfStateFacility_Male,Count_Jurisdiction_StateOperatedOutOfStateFacility,Count_Custody_NotAUSCitizen_Female,Count_Custody_NotAUSCitizen_Male,Count_Custody_NotAUSCitizen,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year_Female,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year_Male,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess_Female,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess_Male,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess,Count_Custody_NotAUSCitizen_Unsentenced_Female,Count_Custody_NotAUSCitizen_Unsentenced_Male,Count_Custody_NotAUSCitizen_Unsentenced,Count_Custody_Under18_Female,Count_Custody_Under18_Male,Count_Custody_Under18,Count_Jurisdiction_Female,Count_Jurisdiction_Male,Count_Jurisdiction
geoId/06,1986,2280.0,34038.0,36318.0,982.0,19549.0,20531.0,942.0,15877.0,16819.0,77.0,218.0,295.0,,,,,,,,,,,,,0.0,0.0,0.0,3.0,91.0,94.0,,,,0.0,13.0,13.0,0.0,0.0,0.0,0.0,20.0,20.0,,,,0.0,0.0,0.0,3530.0,45395.0,48925.0,2839.0,36687.0,39526.0,3213.0,54512.0,57725.0,,,,351.0,1408.0,1759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564.0,55920.0,59484.0
geoId/08,1986,119.0,2796.0,2915.0,57.0,786.0,843.0,34.0,920.0,954.0,1.0,36.0,37.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,4.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,176.0,2785.0,2961.0,147.0,2396.0,2543.0,177.0,3627.0,3804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,3627.0,3804.0
geoId/09,1986,141.0,2246.0,2387.0,194.0,2890.0,3084.0,57.0,1364.0,1421.0,2.0,3.0,5.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,11.0,103.0,2613.0,2716.0,92.0,2341.0,2433.0,161.0,4165.0,4326.0,101.0,941.0,1042.0,133.0,1404.0,1537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0,6510.0,6905.0
geoId/10,1986,53.0,1117.0,1170.0,104.0,1545.0,1649.0,0.0,89.0,89.0,0.0,4.0,4.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,69.0,882.0,951.0,47.0,717.0,764.0,93.0,1863.0,1956.0,42.0,353.0,395.0,21.0,461.0,482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,2677.0,2833.0
geoId/11,1986,10.0,128.0,138.0,239.0,6241.0,6480.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,21.0,23.0,161.0,3144.0,3305.0,153.0,2969.0,3122.0,74.0,4713.0,4787.0,63.0,625.0,688.0,112.0,1031.0,1143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,6369.0,6618.0
geoId/12,1986,686.0,15116.0,15802.0,949.0,15486.0,16435.0,121.0,2265.0,2386.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,3.0,3.0,2.0,50.0,52.0,,,,0.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,5.0,,,,0.0,0.0,0.0,1405.0,19474.0,20879.0,1071.0,16062.0,17133.0,1634.0,30594.0,32228.0,1.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.0,30602.0,32237.0
geoId/13,1986,365.0,6569.0,6934.0,582.0,9847.0,10429.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,18.0,18.0,,,,0.0,5.0,5.0,0.0,,,0.0,0.0,0.0,,,,0.0,8.0,8.0,743.0,9829.0,10572.0,659.0,8985.0,9644.0,783.0,15067.0,15850.0,114.0,958.0,1072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.0,16025.0,16922.0
geoId/15,1986,34.0,530.0,564.0,11.0,101.0,112.0,2.0,58.0,60.0,3.0,8.0,11.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,35.0,501.0,536.0,36.0,407.0,443.0,79.0,1442.0,1521.0,31.0,222.0,253.0,26.0,380.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,2044.0,2180.0
geoId/16,1986,53.0,1307.0,1360.0,1.0,31.0,32.0,3.0,154.0,157.0,7.0,40.0,47.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,4.0,55.0,857.0,912.0,45.0,763.0,808.0,61.0,1387.0,1448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,1387.0,1448.0
geoId/17,1986,248.0,6112.0,6360.0,474.0,11103.0,11577.0,34.0,1456.0,1490.0,7.0,20.0,27.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,30.0,,,,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,,,,0.0,0.0,0.0,743.0,10738.0,11481.0,652.0,10007.0,10659.0,764.0,18692.0,19456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0,18692.0,19456.0
geoId/18,1986,211.0,6546.0,6757.0,193.0,3216.0,3409.0,4.0,90.0,94.0,0.0,9.0,9.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.0,6.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,299.0,4214.0,4513.0,348.0,3969.0,4317.0,377.0,9586.0,9963.0,27.0,185.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0,9771.0,10175.0
geoId/19,1986,96.0,2058.0,2154.0,25.0,525.0,550.0,2.0,37.0,39.0,2.0,40.0,42.0,,,,,,,,,,,,,,,,0.0,2.0,2.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,112.0,2174.0,2286.0,98.0,2098.0,2196.0,124.0,2653.0,2777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,2653.0,2777.0
geoId/20,1986,156.0,3290.0,3446.0,138.0,1681.0,1819.0,7.0,212.0,219.0,3.0,62.0,65.0,,,,,,,,,,,,,,,,1.0,6.0,7.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,199.0,2192.0,2391.0,175.0,1603.0,1778.0,297.0,5048.0,5345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,5048.0,5345.0
geoId/21,1986,133.0,3421.0,3554.0,88.0,1645.0,1733.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7.0,7.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,0.0,0.0,0.0,213.0,3004.0,3217.0,205.0,2705.0,2910.0,221.0,5067.0,5288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,5067.0,5288.0
geoId/22,1986,144.0,3828.0,3972.0,483.0,9845.0,10328.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,30.0,30.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,285.0,4161.0,4446.0,268.0,3768.0,4036.0,627.0,13673.0,14300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0,13673.0,14300.0
geoId/23,1986,27.0,1270.0,1297.0,0.0,11.0,11.0,0.0,2.0,2.0,0.0,8.0,8.0,,,,,,,,,,,,,,,,0.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,18.0,596.0,614.0,20.0,579.0,599.0,23.0,1219.0,1242.0,4.0,70.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,1289.0,1316.0
geoId/24,1986,140.0,3525.0,3665.0,304.0,9333.0,9637.0,0.0,0.0,0.0,0.0,7.0,7.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,17.0,17.0,,,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,0.0,0.0,0.0,252.0,4243.0,4495.0,233.0,4006.0,4239.0,380.0,12179.0,12559.0,64.0,703.0,767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,12882.0,13326.0
geoId/25,1986,207.0,3249.0,3456.0,90.0,1721.0,1811.0,40.0,617.0,657.0,2.0,10.0,12.0,,,,,,,,,,,,,,,,0.0,7.0,7.0,,,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,188.0,3456.0,3644.0,170.0,3238.0,3408.0,191.0,5205.0,5396.0,135.0,105.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,5310.0,5636.0
geoId/26,1986,306.0,8224.0,8530.0,696.0,11174.0,11870.0,11.0,242.0,253.0,4.0,84.0,88.0,,,,,,,,,,,,,,,,0.0,25.0,25.0,,,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,,,,3.0,22.0,25.0,568.0,8090.0,8658.0,364.0,5307.0,5671.0,1018.0,19724.0,20742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.0,19724.0,20742.0
geoId/27,1986,64.0,1537.0,1601.0,24.0,514.0,538.0,2.0,122.0,124.0,7.0,180.0,187.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,115.0,1550.0,1665.0,109.0,1437.0,1546.0,97.0,2365.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,2365.0,2462.0
geoId/28,1986,102.0,1881.0,1983.0,191.0,4432.0,4623.0,0.0,7.0,7.0,2.0,9.0,11.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,12.0,13.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,197.0,2790.0,2987.0,177.0,2457.0,2634.0,294.0,6267.0,6561.0,10.0,176.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,6443.0,6747.0
geoId/29,1986,272.0,5914.0,6186.0,181.0,3942.0,4123.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,17.0,19.0,359.0,5048.0,5407.0,287.0,4607.0,4894.0,453.0,9856.0,10309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,9856.0,10309.0
geoId/30,1986,34.0,864.0,898.0,0.0,16.0,16.0,0.0,43.0,43.0,8.0,185.0,193.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,4.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,32.0,527.0,559.0,29.0,548.0,577.0,42.0,1069.0,1111.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1069.0,1111.0
geoId/31,1986,52.0,1246.0,1298.0,31.0,539.0,570.0,1.0,57.0,58.0,2.0,71.0,73.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,79.0,743.0,822.0,66.0,626.0,692.0,75.0,1879.0,1954.0,10.0,80.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,1959.0,2044.0
geoId/32,1986,146.0,2438.0,2584.0,134.0,1300.0,1434.0,6.0,248.0,254.0,6.0,42.0,48.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,9.0,9.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,0.0,0.0,0.0,164.0,1905.0,2069.0,125.0,1348.0,1473.0,225.0,4326.0,4551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,4326.0,4551.0
geoId/33,1986,20.0,738.0,758.0,2.0,21.0,23.0,1.0,16.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,11.0,396.0,407.0,7.0,301.0,308.0,22.0,760.0,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,760.0,782.0
geoId/34,1986,142.0,4061.0,4203.0,267.0,7542.0,7809.0,38.0,1624.0,1662.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,54.0,54.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,320.0,5669.0,5989.0,291.0,5013.0,5304.0,417.0,11603.0,12020.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,11603.0,12020.0
geoId/35,1986,129.0,1978.0,2107.0,10.0,205.0,215.0,84.0,1273.0,1357.0,3.0,81.0,84.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,,,,0.0,0.0,0.0,120.0,1723.0,1843.0,107.0,1542.0,1649.0,134.0,2172.0,2306.0,9.0,101.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,2273.0,2416.0
geoId/36,1986,621.0,18121.0,18742.0,700.0,18844.0,19544.0,364.0,10005.0,10369.0,2.0,56.0,58.0,,,,,,,,,,,,,,,,4.0,155.0,159.0,,,,0.0,2.0,2.0,0.0,2.0,2.0,0.0,7.0,7.0,,,,0.0,12.0,12.0,856.0,18255.0,19111.0,615.0,14554.0,15169.0,1326.0,37123.0,38449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.0,37123.0,38449.0
geoId/37,1986,385.0,7219.0,7604.0,427.0,9133.0,9560.0,0.0,0.0,0.0,18.0,420.0,438.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,12.0,12.0,,,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,599.0,9041.0,9640.0,550.0,8724.0,9274.0,707.0,15666.0,16373.0,123.0,1202.0,1325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0,16868.0,17698.0
geoId/38,1986,8.0,332.0,340.0,0.0,6.0,6.0,0.0,2.0,2.0,3.0,71.0,74.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,11.0,285.0,296.0,10.0,300.0,310.0,9.0,352.0,361.0,2.0,58.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,410.0,421.0
geoId/39,1986,460.0,10607.0,11067.0,693.0,10415.0,11108.0,0.0,220.0,220.0,0.0,10.0,10.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,28.0,30.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,,,0.0,0.0,0.0,1071.0,10597.0,11668.0,1011.0,9058.0,10069.0,1213.0,21250.0,22463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.0,21250.0,22463.0
geoId/40,1986,394.0,5571.0,5965.0,236.0,2621.0,2857.0,4.0,145.0,149.0,40.0,519.0,559.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,11.0,12.0,,,,0.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,6.0,,,,0.0,2.0,2.0,444.0,4638.0,5082.0,272.0,3544.0,3816.0,687.0,9021.0,9708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0,9021.0,9708.0
geoId/41,1986,182.0,3862.0,4044.0,43.0,529.0,572.0,3.0,205.0,208.0,12.0,115.0,127.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,5.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,373.0,3739.0,4112.0,323.0,3395.0,3718.0,238.0,4532.0,4770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,4532.0,4770.0
geoId/42,1986,254.0,6334.0,6588.0,337.0,8268.0,8605.0,0.0,0.0,0.0,0.0,6.0,6.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,25.0,27.0,,,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,353.0,5935.0,6288.0,255.0,4987.0,5242.0,580.0,14585.0,15165.0,11.0,25.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,14610.0,15201.0
geoId/44,1986,33.0,924.0,957.0,13.0,384.0,397.0,1.0,115.0,116.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,0.0,3.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,24.0,521.0,545.0,14.0,487.0,501.0,28.0,979.0,1007.0,7.0,135.0,142.0,11.0,198.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,1312.0,1358.0
geoId/45,1986,238.0,4564.0,4802.0,362.0,6489.0,6851.0,1.0,25.0,26.0,0.0,2.0,2.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,20.0,21.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,2.0,2.0,375.0,5256.0,5631.0,291.0,4226.0,4517.0,532.0,10490.0,11022.0,69.0,585.0,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.0,11075.0,11676.0
geoId/46,1986,33.0,823.0,856.0,2.0,28.0,30.0,1.0,9.0,10.0,14.0,264.0,278.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.0,6.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,58.0,677.0,735.0,50.0,589.0,639.0,49.0,1001.0,1050.0,0.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,1032.0,1081.0
geoId/47,1986,262.0,4030.0,4292.0,142.0,3000.0,3142.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7.0,7.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,0.0,0.0,0.0,344.0,3443.0,3787.0,233.0,3090.0,3323.0,413.0,7178.0,7591.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.0,7178.0,7591.0
geoId/48,1986,749.0,13423.0,14172.0,750.0,15207.0,15957.0,246.0,8159.0,8405.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,10.0,10.0,2.0,64.0,66.0,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,2491.0,30199.0,32690.0,2340.0,29348.0,31688.0,1745.0,36789.0,38534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.0,36789.0,38534.0
geoId/49,1986,65.0,1586.0,1651.0,5.0,143.0,148.0,12.0,283.0,295.0,1.0,36.0,37.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,3.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,72.0,946.0,1018.0,69.0,758.0,827.0,67.0,1678.0,1745.0,5.0,26.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,1704.0,1776.0
geoId/50,1986,11.0,682.0,693.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,424.0,426.0,8.0,422.0,430.0,4.0,435.0,439.0,3.0,127.0,130.0,4.0,124.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,686.0,697.0
geoId/51,1986,196.0,5101.0,5297.0,290.0,7291.0,7581.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,16.0,17.0,,,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,4.0,33.0,37.0,467.0,5477.0,5944.0,445.0,4671.0,5116.0,464.0,12081.0,12545.0,24.0,361.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,12442.0,12930.0
geoId/53,1986,137.0,4484.0,4621.0,59.0,1182.0,1241.0,6.0,360.0,366.0,16.0,242.0,258.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,10.0,11.0,,,,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,2.0,2.0,146.0,2556.0,2702.0,154.0,2864.0,3018.0,222.0,6381.0,6603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,6381.0,6603.0
geoId/54,1986,55.0,1204.0,1259.0,22.0,201.0,223.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,,,,0.0,0.0,0.0,49.0,615.0,664.0,39.0,868.0,907.0,67.0,1405.0,1472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,1405.0,1472.0
geoId/55,1986,128.0,3132.0,3260.0,137.0,2136.0,2273.0,16.0,330.0,346.0,14.0,121.0,135.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,8.0,169.0,2622.0,2791.0,138.0,2370.0,2508.0,282.0,5435.0,5717.0,3.0,16.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,5451.0,5736.0
geoId/56,1986,42.0,739.0,781.0,5.0,32.0,37.0,2.0,72.0,74.0,6.0,28.0,34.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,4.0,,,,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,31.0,317.0,348.0,24.0,231.0,255.0,51.0,810.0,861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,810.0,861.0
