GeoId,YEAR,Count_Jurisdiction_WhiteAlone_Female,Count_Jurisdiction_WhiteAlone_Male,Count_Jurisdiction_WhiteAlone,Count_Jurisdiction_BlackOrAfricanAmericanAlone_Female,Count_Jurisdiction_BlackOrAfricanAmericanAlone_Male,Count_Jurisdiction_BlackOrAfricanAmericanAlone,Count_Jurisdiction_HispanicOrLatino_Female,Count_Jurisdiction_HispanicOrLatino_Male,Count_Jurisdiction_HispanicOrLatino,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone_Female,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone_Male,Count_Jurisdiction_AmericanIndianOrAlaskaNativeAlone,Count_Jurisdiction_AsianAlone_Female,Count_Jurisdiction_AsianAlone_Male,Count_Jurisdiction_AsianAlone,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone_Female,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone_Male,Count_Jurisdiction_NativeHawaiianOrOtherPacificIslanderAlone,Count_Jurisdiction_TwoOrMoreRaces_Female,Count_Jurisdiction_TwoOrMoreRaces_Male,Count_Jurisdiction_TwoOrMoreRaces,Count_Jurisdiction_Death_Female,Count_Jurisdiction_Death_Male,Count_Jurisdiction_Death,Count_Jurisdiction_DeathByJudicialExecution_Female,Count_Jurisdiction_DeathByJudicialExecution_Male,Count_Jurisdiction_DeathByJudicialExecution,Count_Jurisdiction_DeathByIllnessOrNaturalCause_Female,Count_Jurisdiction_DeathByIllnessOrNaturalCause_Male,Count_Jurisdiction_DeathByIllnessOrNaturalCause,Count_Jurisdiction_DeathByAIDS_Female,Count_Jurisdiction_DeathByAIDS_Male,Count_Jurisdiction_DeathByAIDS,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide)_Female,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide)_Male,Count_Jurisdiction_DeathByIntentionalSelf-Harm(Suicide),Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries)_Female,Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries)_Male,Count_Jurisdiction_DeathByAccidents(UnintentionalInjuries),Count_Jurisdiction_DeathByDeathDueToAnotherPerson_Female,Count_Jurisdiction_DeathByDeathDueToAnotherPerson_Male,Count_Jurisdiction_DeathByDeathDueToAnotherPerson,Count_Jurisdiction_DeathByAssault(Homicide)_Female,Count_Jurisdiction_DeathByAssault(Homicide)_Male,Count_Jurisdiction_DeathByAssault(Homicide),Count_Jurisdiction_DeathByNPSOtherCauseOfDeath_Female,Count_Jurisdiction_DeathByNPSOtherCauseOfDeath_Male,Count_Jurisdiction_DeathByNPSOtherCauseOfDeath,Count_Jurisdiction_AdmittedToPrison_Female,Count_Jurisdiction_AdmittedToPrison_Male,Count_Jurisdiction_AdmittedToPrison,Count_Jurisdiction_ReleasedFromPrison_Female,Count_Jurisdiction_ReleasedFromPrison_Male,Count_Jurisdiction_ReleasedFromPrison,Count_Jurisdiction_MaxSentenceGreaterThan1Year_Female,Count_Jurisdiction_MaxSentenceGreaterThan1Year_Male,Count_Jurisdiction_MaxSentenceGreaterThan1Year,Count_Jurisdiction_MaxSentence1YearOrLess_Female,Count_Jurisdiction_MaxSentence1YearOrLess_Male,Count_Jurisdiction_MaxSentence1YearOrLess,Count_Jurisdiction_Unsentenced_Female,Count_Jurisdiction_Unsentenced_Male,Count_Jurisdiction_Unsentenced,Count_Jurisdiction_PrivatelyOperatedInStateFacility_Female,Count_Jurisdiction_PrivatelyOperatedInStateFacility_Male,Count_Jurisdiction_PrivatelyOperatedInStateFacility,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility_Female,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility_Male,Count_Jurisdiction_PrivatelyOperatedOutOfStateFacility,Count_Jurisdiction_LocallyOperatedLocalFacility_Female,Count_Jurisdiction_LocallyOperatedLocalFacility_Male,Count_Jurisdiction_LocallyOperatedLocalFacility,Count_Jurisdiction_FederallyOperatedFacility_Female,Count_Jurisdiction_FederallyOperatedFacility_Male,Count_Jurisdiction_FederallyOperatedFacility,Count_Jurisdiction_StateOperatedOutOfStateFacility_Female,Count_Jurisdiction_StateOperatedOutOfStateFacility_Male,Count_Jurisdiction_StateOperatedOutOfStateFacility,Count_Custody_NotAUSCitizen_Female,Count_Custody_NotAUSCitizen_Male,Count_Custody_NotAUSCitizen,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year_Female,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year_Male,Count_Custody_NotAUSCitizen_MaxSentenceGreaterThan1Year,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess_Female,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess_Male,Count_Custody_NotAUSCitizen_MaxSentence1YearOrLess,Count_Custody_NotAUSCitizen_Unsentenced_Female,Count_Custody_NotAUSCitizen_Unsentenced_Male,Count_Custody_NotAUSCitizen_Unsentenced,Count_Custody_Under18_Female,Count_Custody_Under18_Male,Count_Custody_Under18,Count_Jurisdiction_Female,Count_Jurisdiction_Male,Count_Jurisdiction
geoId/51,1995,540.0,8165.0,8705.0,1113.0,17403.0,18516.0,3.0,102.0,105.0,1.0,4.0,5.0,,,,,,,,,,,,,0.0,5.0,5.0,3.0,45.0,48.0,0.0,27.0,27.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,1261.0,10229.0,11490.0,1166.0,9856.0,11022.0,1644.0,25616.0,27260.0,15.0,140.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.0,25756.0,27415.0
geoId/53,1995,503.0,7699.0,8202.0,203.0,2500.0,2703.0,64.0,1695.0,1759.0,43.0,298.0,341.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,19.0,19.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,612.0,5557.0,6169.0,517.0,4877.0,5394.0,793.0,10815.0,11608.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.0,10815.0,11608.0
geoId/54,1995,107.0,1975.0,2082.0,22.0,405.0,427.0,0.0,6.0,6.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,105.0,1011.0,1116.0,70.0,895.0,965.0,126.0,2357.0,2483.0,,,,3.0,26.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,2383.0,2512.0
geoId/55,1995,202.0,5296.0,5498.0,277.0,5094.0,5371.0,16.0,739.0,755.0,11.0,218.0,229.0,,,,,,,,,,,,,,,,0.0,10.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,564.0,6379.0,6943.0,436.0,5309.0,5745.0,465.0,9872.0,10337.0,0.0,20.0,20.0,37.0,805.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,10697.0,11199.0
geoId/56,1995,82.0,989.0,1071.0,8.0,65.0,73.0,12.0,147.0,159.0,3.0,80.0,83.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,63.0,565.0,628.0,39.0,411.0,450.0,106.0,1289.0,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,1289.0,1395.0
geoId/60,1995,24938.0,369822.0,394760.0,30360.0,476590.0,506950.0,6275.0,140460.0,146735.0,777.0,7923.0,8700.0,,,,,,,,,,,,,0.0,56.0,56.0,68.0,1537.0,1605.0,64.0,912.0,976.0,5.0,155.0,160.0,3.0,45.0,48.0,2.0,85.0,87.0,,,,11.0,193.0,204.0,48067.0,487288.0,535355.0,43957.0,425298.0,469255.0,58149.0,943210.0,1001359.0,1429.0,10699.0,12128.0,1492.0,10645.0,12137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61070.0,964554.0,1025624.0
geoId/70,1995,29225.0,425796.0,455021.0,33245.0,510760.0,544005.0,8073.0,166221.0,174294.0,874.0,9302.0,10176.0,,,,,,,,,,,,,0.0,56.0,56.0,68.0,1537.0,1605.0,64.0,912.0,976.0,5.0,155.0,160.0,3.0,45.0,48.0,2.0,85.0,87.0,,,,20.0,406.0,426.0,50408.0,512316.0,562724.0,46206.0,445652.0,491858.0,63963.0,1021059.0,1085022.0,2081.0,14590.0,16671.0,2424.0,21757.0,24181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68468.0,1057406.0,1125874.0
geoId/99,1995,4287.0,55974.0,60261.0,2885.0,34170.0,37055.0,1798.0,25761.0,27559.0,97.0,1379.0,1476.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,9.0,213.0,222.0,2341.0,25028.0,27369.0,2249.0,20354.0,22603.0,5814.0,77849.0,83663.0,652.0,3891.0,4543.0,932.0,11112.0,12044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7398.0,92852.0,100250.0
geoId/01,1996,515.0,6940.0,7455.0,839.0,13397.0,14236.0,0.0,2.0,2.0,0.0,3.0,3.0,,,,,,,,,,,,,0.0,1.0,1.0,,,,0.0,13.0,13.0,,,,,,,,,,,,,2.0,73.0,75.0,884.0,8866.0,9750.0,826.0,7946.0,8772.0,1292.0,19816.0,21108.0,65.0,587.0,652.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.0,20403.0,21760.0
geoId/02,1996,139.0,1651.0,1790.0,43.0,486.0,529.0,7.0,108.0,115.0,78.0,1138.0,1216.0,,,,,,,,,,,,,,,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,288.0,2089.0,2377.0,264.0,1820.0,2084.0,139.0,2196.0,2335.0,42.0,386.0,428.0,89.0,864.0,953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,3446.0,3716.0
geoId/04,1996,1149.0,16682.0,17831.0,260.0,3172.0,3432.0,379.0,6901.0,7280.0,93.0,857.0,950.0,,,,,,,,,,,,,0.0,2.0,2.0,2.0,49.0,51.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0,1.0,,,,0.0,1.0,1.0,906.0,8184.0,9090.0,819.0,7039.0,7858.0,1415.0,20108.0,21523.0,100.0,870.0,970.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.0,20978.0,22493.0
geoId/05,1996,267.0,3898.0,4165.0,274.0,4873.0,5147.0,3.0,49.0,52.0,2.0,7.0,9.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,18.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,467.0,4748.0,5215.0,451.0,4294.0,4745.0,538.0,8454.0,8992.0,10.0,405.0,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,8859.0,9407.0
geoId/06,1996,3634.0,39702.0,43336.0,3453.0,42300.0,45753.0,2386.0,48053.0,50439.0,129.0,996.0,1125.0,,,,,,,,,,,,,0.0,2.0,2.0,9.0,145.0,154.0,2.0,47.0,49.0,0.0,18.0,18.0,0.0,1.0,1.0,0.0,11.0,11.0,,,,0.0,18.0,18.0,11662.0,112214.0,123876.0,10535.0,102221.0,112756.0,9418.0,133447.0,142865.0,,,,689.0,2495.0,3184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10107.0,135942.0,146049.0
geoId/08,1996,548.0,8137.0,8685.0,275.0,2747.0,3022.0,160.0,3184.0,3344.0,17.0,226.0,243.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,536.0,5562.0,6098.0,404.0,4319.0,4723.0,845.0,11593.0,12438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.0,11593.0,12438.0
geoId/09,1996,375.0,3635.0,4010.0,486.0,6396.0,6882.0,270.0,3774.0,4044.0,1.0,22.0,23.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,13.0,14.0,2.0,30.0,32.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,153.0,1074.0,1227.0,116.0,1228.0,1344.0,757.0,10614.0,11371.0,356.0,1705.0,2061.0,267.0,2872.0,3139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,15191.0,16571.0
geoId/10,1996,149.0,1586.0,1735.0,220.0,3060.0,3280.0,16.0,187.0,203.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,3.0,3.0,2.0,14.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,153.0,1328.0,1481.0,153.0,1223.0,1376.0,164.0,2955.0,3119.0,126.0,966.0,1092.0,89.0,810.0,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,4731.0,5110.0
geoId/11,1996,20.0,124.0,144.0,437.0,8617.0,9054.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,22.0,,,,,,1.0,,0.0,0.0,0.0,,6.0,,,,,,,,483.0,6223.0,6706.0,502.0,6475.0,6977.0,363.0,8305.0,8668.0,32.0,259.0,291.0,66.0,351.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.0,8915.0,9376.0
geoId/12,1996,1458.0,25551.0,27009.0,1818.0,33643.0,35461.0,144.0,5178.0,5322.0,4.0,74.0,78.0,,,,,,,,,,,,,0.0,2.0,2.0,5.0,105.0,110.0,4.0,120.0,124.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,4.0,4.0,,,,,,,1854.0,22355.0,24209.0,2214.0,22115.0,24329.0,3299.0,60447.0,63746.0,3.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302.0,60461.0,63763.0
geoId/13,1996,822.0,10560.0,11382.0,1412.0,22206.0,23618.0,7.0,261.0,268.0,2.0,53.0,55.0,,,,,,,,,,,,,0.0,2.0,2.0,1.0,55.0,56.0,1.0,47.0,48.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,4.0,4.0,1596.0,14118.0,15714.0,1471.0,14000.0,15471.0,2135.0,32193.0,34328.0,104.0,707.0,811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2239.0,32900.0,35139.0
geoId/15,1996,98.0,768.0,866.0,18.0,187.0,205.0,12.0,178.0,190.0,6.0,44.0,50.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,341.0,2015.0,2356.0,276.0,1716.0,1992.0,303.0,2651.0,2954.0,14.0,105.0,119.0,68.0,870.0,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0,3626.0,4011.0
geoId/16,1996,245.0,2863.0,3108.0,6.0,57.0,63.0,38.0,463.0,501.0,12.0,146.0,158.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,303.0,2223.0,2526.0,244.0,1778.0,2022.0,271.0,3561.0,3832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,3561.0,3832.0
geoId/17,1996,531.0,8930.0,9461.0,1570.0,23751.0,25321.0,129.0,3813.0,3942.0,13.0,47.0,60.0,,,,,,,,,,,,,0.0,1.0,1.0,5.0,45.0,50.0,2.0,30.0,32.0,0.0,6.0,6.0,0.0,2.0,2.0,0.0,4.0,4.0,,,,1.0,0.0,1.0,2262.0,22279.0,24541.0,2209.0,21138.0,23347.0,2249.0,36603.0,38852.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.0,36603.0,38852.0
geoId/18,1996,613.0,9117.0,9730.0,390.0,6769.0,7159.0,16.0,379.0,395.0,4.0,45.0,49.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,34.0,34.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,796.0,8051.0,8847.0,686.0,7416.0,8102.0,994.0,15797.0,16791.0,9.0,150.0,159.0,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.0,15952.0,16960.0
geoId/19,1996,335.0,4052.0,4387.0,111.0,1457.0,1568.0,8.0,221.0,229.0,16.0,99.0,115.0,,,,,,,,,,,,,,,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,471.0,3685.0,4156.0,426.0,3294.0,3720.0,470.0,5872.0,6342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,5872.0,6342.0
geoId/20,1996,255.0,4276.0,4531.0,203.0,2771.0,2974.0,17.0,472.0,489.0,10.0,112.0,122.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,16.0,17.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,452.0,3792.0,4244.0,425.0,3117.0,3542.0,476.0,7280.0,7756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0,7280.0,7756.0
geoId/21,1996,481.0,7609.0,8090.0,339.0,4451.0,4790.0,2.0,60.0,62.0,0.0,3.0,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,791.0,6894.0,7685.0,705.0,6130.0,6835.0,820.0,12090.0,12910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.0,12090.0,12910.0
geoId/22,1996,452.0,5603.0,6055.0,1106.0,19561.0,20667.0,,,,0.0,3.0,3.0,,,,,,,,,,,,,0.0,1.0,1.0,2.0,50.0,52.0,1.0,19.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,12.0,1260.0,12915.0,14175.0,1123.0,11468.0,12591.0,1561.0,25218.0,26779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561.0,25218.0,26779.0
geoId/23,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2.0,33.0,770.0,803.0,24.0,829.0,853.0,43.0,1308.0,1351.0,5.0,70.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,1378.0,1426.0
geoId/24,1996,288.0,4605.0,4893.0,765.0,16349.0,17114.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,20.0,21.0,0.0,16.0,16.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,0.0,3.0,3.0,778.0,8937.0,9715.0,788.0,8397.0,9185.0,969.0,20011.0,20980.0,86.0,984.0,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.0,20995.0,22050.0
geoId/25,1996,404.0,5174.0,5578.0,153.0,3328.0,3481.0,180.0,2350.0,2530.0,2.0,23.0,25.0,,,,,,,,,,,,,,,,0.0,19.0,19.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,253.0,3159.0,3412.0,236.0,2723.0,2959.0,461.0,10419.0,10880.0,159.0,57.0,216.0,130.0,570.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,11046.0,11796.0
geoId/26,1996,763.0,16599.0,17362.0,1093.0,22493.0,23586.0,28.0,825.0,853.0,12.0,183.0,195.0,,,,,,,,,,,,,,,,2.0,111.0,113.0,,,,0.0,9.0,9.0,1.0,1.0,2.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,1020.0,12711.0,13731.0,942.0,11552.0,12494.0,1920.0,40429.0,42349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,40429.0,42349.0
geoId/27,1996,127.0,2461.0,2588.0,83.0,1758.0,1841.0,10.0,282.0,292.0,13.0,334.0,347.0,,,,,,,,,,,,,,,,1.0,7.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,230.0,3074.0,3304.0,213.0,2779.0,2992.0,234.0,4924.0,5158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,4924.0,5158.0
geoId/28,1996,286.0,3177.0,3463.0,601.0,9726.0,10327.0,2.0,42.0,44.0,2.0,10.0,12.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,22.0,22.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,481.0,4986.0,5467.0,417.0,4158.0,4575.0,805.0,12338.0,13143.0,86.0,630.0,716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.0,12968.0,13859.0
geoId/29,1996,801.0,10776.0,11577.0,657.0,9665.0,10322.0,10.0,255.0,265.0,5.0,69.0,74.0,,,,,,,,,,,,,0.0,6.0,6.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,6.0,7.0,1436.0,12026.0,13462.0,1146.0,9447.0,10593.0,1464.0,20539.0,22003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.0,20539.0,22003.0
geoId/30,1996,95.0,1692.0,1787.0,0.0,51.0,51.0,6.0,43.0,49.0,45.0,317.0,362.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,103.0,902.0,1005.0,89.0,726.0,815.0,121.0,2109.0,2230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,2109.0,2230.0
geoId/31,1996,120.0,2004.0,2124.0,86.0,931.0,1017.0,8.0,264.0,272.0,15.0,115.0,130.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,184.0,1540.0,1724.0,151.0,1395.0,1546.0,214.0,3009.0,3223.0,11.0,53.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,3062.0,3287.0
geoId/32,1996,369.0,4332.0,4701.0,165.0,2127.0,2292.0,37.0,1146.0,1183.0,17.0,113.0,130.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,18.0,19.0,0.0,8.0,8.0,1.0,3.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,437.0,3835.0,4272.0,369.0,3177.0,3546.0,612.0,7713.0,8325.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,7713.0,8325.0
geoId/33,1996,100.0,1831.0,1931.0,5.0,110.0,115.0,5.0,103.0,108.0,0.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,73.0,923.0,996.0,77.0,872.0,949.0,105.0,1957.0,2062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,1957.0,2062.0
geoId/34,1996,383.0,7022.0,7405.0,866.0,16991.0,17857.0,173.0,4769.0,4942.0,0.0,4.0,4.0,,,,,,,,,,,,,0.0,0.0,0.0,4.0,37.0,41.0,2.0,72.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,27.0,27.0,1187.0,13814.0,15001.0,1213.0,13364.0,14577.0,1281.0,26209.0,27490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.0,26209.0,27490.0
geoId/35,1996,290.0,3639.0,3929.0,65.0,495.0,560.0,178.0,2305.0,2483.0,23.0,199.0,222.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,4.0,4.0,351.0,2494.0,2845.0,247.0,2017.0,2264.0,339.0,4167.0,4506.0,39.0,179.0,218.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0,4346.0,4724.0
geoId/36,1996,1558.0,28451.0,30009.0,2100.0,35501.0,37601.0,1188.0,21531.0,22719.0,5.0,172.0,177.0,,,,,,,,,,,,,0.0,0.0,0.0,3.0,113.0,116.0,10.0,172.0,182.0,0.0,13.0,13.0,0.0,12.0,12.0,0.0,7.0,7.0,,,,0.0,0.0,0.0,2392.0,29760.0,32152.0,2279.0,28650.0,30929.0,3728.0,65981.0,69709.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3728.0,65981.0,69709.0
geoId/37,1996,711.0,8877.0,9588.0,1092.0,18919.0,20011.0,,,,41.0,591.0,632.0,,,,,,,,,,,,,0.0,0.0,0.0,3.0,41.0,44.0,1.0,25.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,0.0,0.0,0.0,1316.0,13043.0,14359.0,1417.0,13105.0,14522.0,1484.0,26267.0,27751.0,384.0,2512.0,2896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.0,28779.0,30647.0
geoId/38,1996,34.0,496.0,530.0,1.0,22.0,23.0,1.0,44.0,45.0,10.0,156.0,166.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,49.0,536.0,585.0,35.0,444.0,479.0,39.0,611.0,650.0,6.0,66.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,677.0,722.0
geoId/39,1996,1227.0,19535.0,20762.0,1573.0,23516.0,25089.0,51.0,691.0,742.0,1.0,41.0,42.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,86.0,88.0,1.0,19.0,20.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,,,,0.0,0.0,0.0,2628.0,19099.0,21727.0,2616.0,17600.0,20216.0,2805.0,43369.0,46174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805.0,43369.0,46174.0
