observationDate,observationAbout,value,variableMeasured
2022-03-06,geoId/37,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/45,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/51,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/54,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/01,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/21,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/28,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,usc/WestSouthCentralDivision,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/05,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/22,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/40,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/48,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,usc/MountainDivision,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/04,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/16,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/30,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/32,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/35,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/49,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/56,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,usc/PacificDivision,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/02,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/06,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/15,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/41,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/53,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/60,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/69,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/66,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/72,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/78,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,country/USA,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease_NonUSResident
2022-03-06,country/USA,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,country/USA,3,dcid:Count_MedicalConditionIncident_ConditionChikungunya_USResident
2022-03-06,usc/NewEnglandDivision,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/09,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/23,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/25,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/33,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/44,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/50,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,usc/MiddleAtlanticDivision,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/34,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/36,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/3651000,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/42,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,usc/EastNorthCentralDivision,2,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/17,2,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/18,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/26,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/39,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/55,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,usc/WestNorthCentralDivision,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/19,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/20,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/27,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-01-02,country/USA,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-01-30,country/USA,0,dcid:Count_MedicalConditionIncident_ConditionAnthraxDisease
2022-03-06,geoId/29,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/31,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/38,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/46,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,usc/SouthAtlanticDivision,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/10,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/11,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/12,1,dcid:Count_MedicalConditionIncident_ConditionChikungunya
2022-03-06,geoId/13,0,dcid:Count_MedicalConditionIncident_ConditionChikungunya
