DateTime,isoCode,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,CumulativeCount_MedicalTest_ConditionCOVID_19_Positive
2020-05-15,IN-AR,1,0,1
2020-05-15,IN-AS,39,2,87
2020-05-15,IN-BR,411,7,994
2020-05-15,IN-CH,37,3,191
2020-05-15,IN-CT,56,0,60
2020-05-15,IN-DL,3045,115,8470
2020-05-15,IN-DN,0,0,1
2020-05-15,IN-GA,7,0,14
2020-05-15,IN-GJ,3753,586,9591
2020-05-15,IN-HP,39,2,74
2020-05-15,IN-HR,439,11,818
2020-05-15,IN-JH,87,3,197
2020-05-15,IN-JK,485,11,983
2020-05-15,IN-KA,460,35,987
2020-05-15,IN-KL,491,4,560
2020-05-15,IN-LA,22,0,43
2020-05-15,IN-MH,6059,1019,27524
2020-05-15,IN-ML,11,1,13
2020-05-15,IN-MN,2,0,3
2020-05-15,IN-MP,2171,237,4426
2020-05-15,IN-MZ,1,0,1
2020-05-15,IN-OR,158,3,611
2020-05-15,IN-PB,223,32,1935
2020-05-15,IN-PY,9,1,13
2020-05-15,IN-RJ,2580,125,4534
2020-05-15,IN-TG,950,34,1414
2020-05-15,IN-TN,2240,66,9674
2020-05-15,IN-TR,29,0,156
2020-05-15,IN-UP,2072,88,3902
2020-05-15,IN-UT,50,1,78
2020-05-15,IN-WB,768,215,2377
2020-05-16,IN-AN,33,0,33
2020-05-16,IN-AP,1252,48,2307
2020-05-16,IN-AR,1,0,1
2020-05-16,IN-AS,41,2,90
2020-05-16,IN-BR,438,7,1018
2020-05-16,IN-CH,37,3,191
2020-05-16,IN-CT,56,0,66
2020-05-16,IN-DL,3518,123,8895
2020-05-16,IN-DN,0,0,1
2020-05-16,IN-GA,7,0,15
2020-05-16,IN-GJ,4035,606,9931
2020-05-16,IN-HP,39,3,76
2020-05-16,IN-HR,439,11,818
2020-05-16,IN-JH,87,3,203
2020-05-16,IN-JK,513,11,1013
2020-05-16,IN-KA,480,36,1056
2020-05-16,IN-KL,492,4,576
2020-05-16,IN-LA,22,0,43
2020-05-16,IN-MH,6564,1068,29100
2020-05-16,IN-ML,11,1,13
2020-05-16,IN-MN,2,0,3
2020-05-16,IN-MP,2283,239,4595
2020-05-16,IN-MZ,1,0,1
2020-05-16,IN-OR,166,3,672
2020-05-16,IN-PB,305,32,1935
2020-05-16,IN-PY,9,1,13
2020-05-16,IN-RJ,2677,125,4727
2020-05-16,IN-TG,959,34,1454
2020-05-16,IN-TN,2599,71,10108
2020-05-16,IN-TR,42,0,156
2020-05-16,IN-UP,2165,95,4057
2020-05-16,IN-UT,51,1,82
2020-05-16,IN-WB,829,225,2461
2020-05-17,IN-AN,33,0,33
2020-05-17,IN-AP,1353,49,2355
2020-05-17,IN-AR,1,0,1
2020-05-17,IN-AS,41,2,92
2020-05-17,IN-BR,453,7,1179
2020-05-17,IN-CH,51,3,191
2020-05-17,IN-CT,56,0,67
2020-05-17,IN-DL,3926,129,9333
2020-05-17,IN-DN,0,0,1
2020-05-17,IN-GA,7,0,17
2020-05-17,IN-GJ,4308,625,10988
2020-05-17,IN-HP,43,3,78
2020-05-17,IN-HR,514,13,887
2020-05-17,IN-JH,113,3,217
2020-05-17,IN-JK,542,12,1121
2020-05-17,IN-KA,496,36,1092
2020-05-17,IN-KL,495,4,587
2020-05-17,IN-LA,22,0,43
2020-05-17,IN-MH,7088,1135,30706
2020-05-17,IN-ML,11,1,13
2020-05-17,IN-MN,2,0,7
2020-05-17,IN-MP,2315,243,4789
2020-05-17,IN-MZ,1,0,1
2020-05-17,IN-OR,196,3,737
2020-05-17,IN-PB,1257,32,1946
2020-05-17,IN-PY,9,1,13
2020-05-17,IN-RJ,2839,126,4960
2020-05-17,IN-TG,971,34,1509
2020-05-17,IN-TN,3538,74,10585
2020-05-17,IN-TR,64,0,167
2020-05-17,IN-UP,2441,104,4258
2020-05-17,IN-UT,51,1,88
2020-05-17,IN-WB,872,232,2576
2020-05-18,IN-AN,33,0,33
2020-05-18,IN-AP,1456,50,2407
2020-05-18,IN-AR,1,0,1
2020-05-18,IN-AS,41,2,101
2020-05-18,IN-BR,475,8,1262
2020-05-18,IN-CH,51,3,191
2020-05-18,IN-CT,59,0,86
2020-05-18,IN-DL,4485,160,10054
2020-05-18,IN-DN,0,0,1
2020-05-18,IN-GA,7,0,29
2020-05-18,IN-GJ,4499,659,11379
2020-05-18,IN-HP,44,3,80
2020-05-18,IN-HR,562,14,910
2020-05-18,IN-JH,113,3,223
2020-05-18,IN-JK,575,13,1183
2020-05-18,IN-KA,509,37,1147
2020-05-18,IN-KL,497,4,601
2020-05-18,IN-LA,24,0,43
2020-05-18,IN-MH,7688,1198,33053
2020-05-18,IN-ML,11,1,13
2020-05-18,IN-MN,2,0,7
2020-05-18,IN-MP,2403,248,4977
2020-05-18,IN-MZ,1,0,1
2020-05-18,IN-OR,220,4,828
2020-05-18,IN-PB,1366,35,1964
2020-05-18,IN-PY,9,1,13
2020-05-18,IN-RJ,2992,131,5202
2020-05-18,IN-TG,992,34,1551
2020-05-18,IN-TN,4172,78,11224
2020-05-18,IN-TR,85,0,167
2020-05-18,IN-UP,2441,104,4259
2020-05-18,IN-UT,52,1,92
2020-05-18,IN-WB,959,238,2677
2020-05-19,IN-AN,33,0,33
2020-05-19,IN-AP,1552,50,2474
2020-05-19,IN-AR,1,0,1
2020-05-19,IN-AS,41,2,107
2020-05-19,IN-BR,494,9,1391
2020-05-19,IN-CH,54,3,196
2020-05-19,IN-CT,59,0,93
2020-05-19,IN-DL,4485,168,10054
2020-05-19,IN-DN,0,0,1
2020-05-19,IN-GA,7,0,38
2020-05-19,IN-GJ,4804,694,11745
2020-05-19,IN-HP,44,3,90
2020-05-19,IN-HR,598,14,928
2020-05-19,IN-JH,113,3,223
2020-05-19,IN-JK,609,15,1289
2020-05-19,IN-KA,530,37,1246
2020-05-19,IN-KL,497,4,630
2020-05-19,IN-LA,41,0,43
2020-05-19,IN-MH,8437,1249,35058
2020-05-19,IN-ML,11,1,13
2020-05-19,IN-MN,2,0,7
2020-05-19,IN-MP,2435,252,5236
2020-05-19,IN-MZ,1,0,1
2020-05-19,IN-OR,220,4,876
2020-05-19,IN-PB,1547,37,1980
2020-05-19,IN-PY,9,1,18
2020-05-19,IN-RJ,3218,138,5507
2020-05-19,IN-TG,1000,35,1597
2020-05-19,IN-TN,4406,81,11760
2020-05-19,IN-TR,85,0,167
2020-05-19,IN-UP,2783,118,4605
2020-05-19,IN-UT,52,1,93
2020-05-19,IN-WB,1006,244,2825
2020-05-20,IN-AN,33,0,33
2020-05-20,IN-AP,1621,52,2532
2020-05-20,IN-AR,1,0,1
2020-05-20,IN-AS,41,4,142
2020-05-20,IN-BR,534,9,1498
2020-05-20,IN-CH,57,3,200
2020-05-20,IN-CT,59,0,101
2020-05-20,IN-DL,4750,168,10554
2020-05-20,IN-DN,0,0,1
2020-05-20,IN-GA,7,0,46
2020-05-20,IN-GJ,5043,719,12140
2020-05-20,IN-HP,47,3,92
2020-05-20,IN-HR,627,14,964
2020-05-20,IN-JH,127,3,231
2020-05-20,IN-JK,653,17,1317
2020-05-20,IN-KA,544,40,1397
2020-05-20,IN-KL,497,4,642
2020-05-20,IN-LA,43,0,43
2020-05-20,IN-MH,9639,1325,37136
2020-05-20,IN-ML,12,1,13
2020-05-20,IN-MN,2,0,9
2020-05-20,IN-MP,2630,258,5465
2020-05-20,IN-MZ,1,0,1
2020-05-20,IN-OR,277,5,978
2020-05-20,IN-PB,1642,38,2002
2020-05-20,IN-PY,9,1,18
2020-05-20,IN-RJ,3337,143,5845
2020-05-20,IN-TG,1010,38,1634
2020-05-20,IN-TN,4895,84,12448
2020-05-20,IN-TR,116,0,173
2020-05-20,IN-UP,2918,123,4926
2020-05-20,IN-UT,52,1,111
2020-05-20,IN-WB,1074,250,2961
2020-05-21,IN-AN,33,0,33
2020-05-21,IN-AP,1640,53,2602
2020-05-21,IN-AR,1,0,1
2020-05-21,IN-AS,48,4,170
2020-05-21,IN-BR,571,10,1674
2020-05-21,IN-CH,57,3,202
2020-05-21,IN-CT,59,0,115
2020-05-21,IN-DL,5192,176,11088
2020-05-21,IN-DN,0,0,1
2020-05-21,IN-GA,7,0,50
2020-05-21,IN-GJ,5219,749,12537
2020-05-21,IN-HP,54,3,110
2020-05-21,IN-HR,648,14,993
2020-05-21,IN-JH,127,3,231
2020-05-21,IN-JK,678,18,1390
2020-05-21,IN-KA,556,41,1462
2020-05-21,IN-KL,502,4,666
2020-05-21,IN-LA,43,0,44
2020-05-21,IN-MH,10318,1390,39297
2020-05-21,IN-ML,12,1,14
2020-05-21,IN-MN,2,0,25
2020-05-21,IN-MP,2733,267,5735
2020-05-21,IN-MZ,1,0,1
2020-05-21,IN-OR,307,6,1052
2020-05-21,IN-PB,1794,38,2005
2020-05-21,IN-PY,9,0,18
2020-05-21,IN-RJ,3404,147,6015
2020-05-21,IN-TG,1015,40,1661
2020-05-21,IN-TN,5882,87,13191
2020-05-21,IN-TR,133,0,173
2020-05-21,IN-UP,3066,127,5175
2020-05-21,IN-UT,53,1,122
2020-05-21,IN-WB,1136,253,3103
2020-05-22,IN-AN,33,0,33
2020-05-22,IN-AP,1709,53,2647
2020-05-22,IN-AR,1,0,1
2020-05-22,IN-AS,54,4,203
2020-05-22,IN-BR,593,11,1982
2020-05-22,IN-CH,139,3,217
2020-05-22,IN-CT,59,0,128
2020-05-22,IN-DL,5567,194,11659
2020-05-22,IN-DN,0,0,1
2020-05-22,IN-GA,7,0,52
2020-05-22,IN-GJ,5488,773,12905
2020-05-22,IN-HP,59,3,152
2020-05-22,IN-HR,681,15,1031
2020-05-22,IN-JH,129,3,290
2020-05-22,IN-JK,684,20,1449
2020-05-22,IN-KA,571,41,1605
2020-05-22,IN-KL,510,4,690
2020-05-22,IN-LA,43,0,44
2020-05-22,IN-MH,11726,1454,41642
2020-05-22,IN-ML,12,1,14
2020-05-22,IN-MN,2,0,25
2020-05-22,IN-MP,2843,270,5981
2020-05-22,IN-MZ,1,0,1
2020-05-22,IN-OR,393,7,1103
2020-05-22,IN-PB,1819,39,2028
2020-05-22,IN-PY,10,0,20
2020-05-22,IN-RJ,3485,151,6227
2020-05-22,IN-TG,1035,45,1699
2020-05-22,IN-TN,6282,94,13967
2020-05-22,IN-TR,148,0,173
2020-05-22,IN-UP,3204,138,5515
2020-05-22,IN-UT,54,1,146
2020-05-22,IN-WB,1193,259,3197
2020-05-23,IN-AN,33,0,33
2020-05-23,IN-AP,1763,55,2709
2020-05-23,IN-AR,1,0,1
2020-05-23,IN-AS,54,4,259
2020-05-23,IN-BR,629,11,2177
2020-05-23,IN-CH,178,3,218
2020-05-23,IN-CT,62,0,172
2020-05-23,IN-DL,5897,208,12319
2020-05-23,IN-DN,0,0,1
2020-05-23,IN-GA,16,0,54
2020-05-23,IN-GJ,5880,802,13268
2020-05-23,IN-HP,59,3,168
2020-05-23,IN-HR,706,16,1067
2020-05-23,IN-JH,136,3,308
2020-05-23,IN-JK,720,20,1489
2020-05-23,IN-KA,597,41,1743
2020-05-23,IN-KL,512,4,732
2020-05-23,IN-LA,43,0,44
2020-05-23,IN-MH,12583,1517,44582
2020-05-23,IN-ML,12,1,14
2020-05-23,IN-MN,2,0,26
2020-05-23,IN-MP,3089,272,6170
2020-05-23,IN-MZ,1,0,1
2020-05-23,IN-OR,436,7,1189
2020-05-23,IN-PB,1847,39,2029
2020-05-23,IN-PY,10,0,26
2020-05-23,IN-RJ,3680,153,6494
2020-05-23,IN-TG,1043,45,1761
2020-05-23,IN-TN,7128,98,14753
2020-05-23,IN-TR,152,0,175
2020-05-23,IN-UP,3238,152,5735
2020-05-23,IN-UT,56,1,153
2020-05-23,IN-WB,1221,265,3332
2020-05-24,IN-AN,33,0,33
2020-05-24,IN-AP,1809,56,2757
2020-05-24,IN-AR,1,0,1
2020-05-24,IN-AS,55,4,329
2020-05-24,IN-BR,653,11,2380
2020-05-24,IN-CH,179,3,225
2020-05-24,IN-CT,64,0,214
2020-05-24,IN-DL,6267,231,12910
2020-05-24,IN-DN,0,0,2
2020-05-24,IN-GA,16,0,55
2020-05-24,IN-GJ,6169,829,13664
2020-05-24,IN-HP,61,3,185
2020-05-24,IN-HR,750,16,1131
2020-05-24,IN-JH,141,4,350
2020-05-24,IN-JK,774,21,1569
2020-05-24,IN-KA,608,42,1959
2020-05-24,IN-KL,515,4,795
2020-05-24,IN-LA,43,0,49
2020-05-24,IN-MH,13404,1577,47190
2020-05-24,IN-ML,12,1,14
2020-05-24,IN-MN,4,0,29
2020-05-24,IN-MP,3267,281,6371
2020-05-24,IN-MZ,1,0,1
2020-05-24,IN-OR,497,7,1269
2020-05-24,IN-PB,1870,39,2045
2020-05-24,IN-PY,10,0,26
2020-05-24,IN-RJ,3786,160,6742
2020-05-24,IN-SK,0,0,1
2020-05-24,IN-TG,1065,49,1813
2020-05-24,IN-TN,7491,103,15512
2020-05-24,IN-TR,153,0,189
2020-05-24,IN-UP,3406,155,6017
2020-05-24,IN-UT,56,2,244
2020-05-24,IN-WB,1281,269,3459
2020-05-25,IN-AN,33,0,33
2020-05-25,IN-AP,1856,56,2823
2020-05-25,IN-AR,1,0,1
2020-05-25,IN-AS,55,4,378
2020-05-25,IN-BR,702,13,2587
2020-05-25,IN-CH,186,3,238
2020-05-25,IN-CT,67,0,252
2020-05-25,IN-DL,6540,261,13418
2020-05-25,IN-DN,0,0,2
2020-05-25,IN-GA,19,0,66
2020-05-25,IN-GJ,6412,858,14056
2020-05-25,IN-HP,63,3,203
2020-05-25,IN-HR,765,16,1184
2020-05-25,IN-JH,148,4,370
2020-05-25,IN-JK,809,21,1621
2020-05-25,IN-KA,654,42,2089
2020-05-25,IN-KL,521,4,847
2020-05-25,IN-LA,43,0,52
2020-05-25,IN-MH,14600,1635,50231
2020-05-25,IN-ML,12,1,14
2020-05-25,IN-MN,4,0,32
2020-05-25,IN-MP,3408,290,6665
2020-05-25,IN-MZ,1,0,1
2020-05-25,IN-OR,550,7,1336
2020-05-25,IN-PB,1898,40,2060
2020-05-25,IN-PY,12,0,41
2020-05-25,IN-RJ,3848,163,7028
2020-05-25,IN-SK,0,0,1
2020-05-25,IN-TG,1090,53,1854
2020-05-25,IN-TN,8324,111,16277
2020-05-25,IN-TR,165,0,191
2020-05-25,IN-UP,3538,161,6268
2020-05-25,IN-UT,58,3,317
2020-05-25,IN-WB,1339,272,3667
2020-05-26,IN-AN,33,0,33
2020-05-26,IN-AP,1896,56,3110
2020-05-26,IN-AR,1,0,2
2020-05-26,IN-AS,62,4,526
2020-05-26,IN-BR,749,13,2730
2020-05-26,IN-CH,186,3,238
2020-05-26,IN-CT,72,0,291
2020-05-26,IN-DL,6771,276,14053
2020-05-26,IN-DN,0,0,2
2020-05-26,IN-GA,19,0,67
2020-05-26,IN-GJ,6636,888,14460
2020-05-26,IN-HP,67,5,223
2020-05-26,IN-HR,765,16,1184
2020-05-26,IN-JH,148,4,377
2020-05-26,IN-JK,809,23,1668
2020-05-26,IN-KA,705,44,2182
2020-05-26,IN-KL,532,5,896
2020-05-26,IN-LA,43,0,52
2020-05-26,IN-MH,15786,1695,52667
2020-05-26,IN-ML,12,1,14
2020-05-26,IN-MN,4,0,39
2020-05-26,IN-MP,3571,300,6859
2020-05-26,IN-MZ,1,0,1
2020-05-26,IN-NL,0,0,3
2020-05-26,IN-OR,649,7,1438
2020-05-26,IN-PB,1898,40,2060
2020-05-26,IN-PY,12,0,41
2020-05-26,IN-RJ,3951,167,7300
2020-05-26,IN-SK,0,0,1
2020-05-26,IN-TG,1164,56,1920
2020-05-26,IN-TN,8731,118,17082
2020-05-26,IN-TR,165,0,194
2020-05-26,IN-UP,3581,165,6532
2020-05-26,IN-UT,58,3,349
2020-05-26,IN-WB,1414,278,3816
2020-05-27,IN-AN,33,0,33
2020-05-27,IN-AP,2009,57,3171
2020-05-27,IN-AR,1,0,2
2020-05-27,IN-AS,62,4,616
2020-05-27,IN-BR,900,13,2983
2020-05-27,IN-CH,187,4,266
2020-05-27,IN-CT,79,0,361
2020-05-27,IN-DL,7223,288,14465
2020-05-27,IN-DN,0,0,2
2020-05-27,IN-GA,28,0,67
2020-05-27,IN-GJ,7139,915,14821
2020-05-27,IN-HP,67,5,247
2020-05-27,IN-HR,824,17,1305
2020-05-27,IN-JH,175,4,426
2020-05-27,IN-JK,833,24,1759
2020-05-27,IN-KA,748,44,2283
2020-05-27,IN-KL,542,6,963
2020-05-27,IN-LA,43,0,53
2020-05-27,IN-MH,16954,1792,54758
2020-05-27,IN-ML,12,1,15
2020-05-27,IN-MN,4,0,39
2020-05-27,IN-MP,3689,305,7024
2020-05-27,IN-MZ,1,0,1
2020-05-27,IN-NL,0,0,4
2020-05-27,IN-OR,733,7,1517
2020-05-27,IN-PB,1918,40,2106
2020-05-27,IN-PY,12,0,46
2020-05-27,IN-RJ,4171,170,7536
2020-05-27,IN-SK,0,0,1
2020-05-27,IN-TG,1284,57,1991
2020-05-27,IN-TN,9342,127,17728
2020-05-27,IN-TR,165,0,207
2020-05-27,IN-UP,3698,170,6548
2020-05-27,IN-UT,64,4,401
2020-05-27,IN-WB,1486,283,4009
2020-05-28,IN-AN,33,0,33
2020-05-28,IN-AP,2057,58,3171
2020-05-28,IN-AR,1,0,2
2020-05-28,IN-AS,87,4,781
2020-05-28,IN-BR,1083,15,3061
2020-05-28,IN-CH,187,4,279
2020-05-28,IN-CT,83,0,369
2020-05-28,IN-DL,7264,303,15257
2020-05-28,IN-DN,0,0,2
2020-05-28,IN-GA,37,0,68
2020-05-28,IN-GJ,7549,938,15195
2020-05-28,IN-HP,70,5,273
2020-05-28,IN-HR,838,18,1381
2020-05-28,IN-JH,185,4,448
2020-05-28,IN-JK,854,26,1921
2020-05-28,IN-KA,781,47,2418
2020-05-28,IN-KL,552,7,1004
2020-05-28,IN-LA,43,0,53
2020-05-28,IN-MH,17918,1897,56948
2020-05-28,IN-ML,12,1,20
2020-05-28,IN-MN,4,0,44
2020-05-28,IN-MP,3927,313,7261
2020-05-28,IN-MZ,1,0,1
2020-05-28,IN-NL,0,0,4
2020-05-28,IN-OR,733,7,1593
2020-05-28,IN-PB,1918,40,2139
2020-05-28,IN-PY,12,0,46
2020-05-28,IN-RJ,4457,173,7703
2020-05-28,IN-SK,0,0,1
2020-05-28,IN-TG,1284,63,2098
2020-05-28,IN-TN,9909,133,18545
2020-05-28,IN-TR,165,0,230
2020-05-28,IN-UP,3991,182,6991
2020-05-28,IN-UT,79,4,469
2020-05-28,IN-WB,1578,289,4192
2020-05-29,IN-AN,33,0,33
2020-05-29,IN-AP,2125,59,3251
2020-05-29,IN-AR,1,0,3
2020-05-29,IN-AS,104,4,856
2020-05-29,IN-BR,1211,15,3296
2020-05-29,IN-CH,189,4,288
2020-05-29,IN-CT,83,0,399
2020-05-29,IN-DL,7495,316,16281
2020-05-29,IN-DN,0,0,2
2020-05-29,IN-GA,38,0,69
2020-05-29,IN-GJ,8003,960,15562
2020-05-29,IN-HP,70,5,276
2020-05-29,IN-HR,881,19,1504
2020-05-29,IN-JH,212,4,469
2020-05-29,IN-JK,859,27,2036
2020-05-29,IN-KA,834,47,2533
2020-05-29,IN-KL,555,7,1088
2020-05-29,IN-LA,43,0,73
2020-05-29,IN-MH,18616,1982,59546
2020-05-29,IN-ML,12,1,21
2020-05-29,IN-MN,5,0,55
2020-05-29,IN-MP,4050,321,7453
2020-05-29,IN-MZ,1,0,1
2020-05-29,IN-NL,0,0,18
2020-05-29,IN-OR,887,7,1660
2020-05-29,IN-PB,1946,40,2158
2020-05-29,IN-PY,14,0,51
2020-05-29,IN-RJ,4817,180,8067
2020-05-29,IN-SK,0,0,1
2020-05-29,IN-TG,1345,67,2256
2020-05-29,IN-TN,10548,145,19372
2020-05-29,IN-TR,167,0,242
2020-05-29,IN-UP,4215,197,7170
2020-05-29,IN-UT,79,4,500
2020-05-29,IN-WB,1668,295,4536
2020-05-30,IN-AN,33,0,33
2020-05-30,IN-AP,2226,60,3436
2020-05-30,IN-AR,1,0,3
2020-05-30,IN-AS,125,4,1024
2020-05-30,IN-BR,1211,15,3376
2020-05-30,IN-CH,189,4,289
2020-05-30,IN-CT,100,1,415
2020-05-30,IN-DL,7846,398,17386
2020-05-30,IN-DN,0,0,2
2020-05-30,IN-GA,41,0,69
2020-05-30,IN-GJ,8611,980,15934
2020-05-30,IN-HP,87,5,295
2020-05-30,IN-HR,940,19,1721
2020-05-30,IN-JH,216,5,511
2020-05-30,IN-JK,875,28,2164
2020-05-30,IN-KA,894,48,2781
2020-05-30,IN-KL,565,8,1150
2020-05-30,IN-LA,43,0,74
2020-05-30,IN-MH,26997,2098,62228
2020-05-30,IN-ML,12,1,27
2020-05-30,IN-MN,8,0,59
2020-05-30,IN-MP,4269,334,7645
2020-05-30,IN-MZ,1,0,1
2020-05-30,IN-NL,0,0,25
2020-05-30,IN-OR,887,7,1723
2020-05-30,IN-PB,1949,42,2197
2020-05-30,IN-PY,14,0,51
2020-05-30,IN-RJ,5244,184,8365
2020-05-30,IN-SK,0,0,1
2020-05-30,IN-TG,1381,71,2425
2020-05-30,IN-TN,11313,154,20246
2020-05-30,IN-TR,171,0,251
2020-05-30,IN-UP,4244,198,7284
2020-05-30,IN-UT,102,5,716
2020-05-30,IN-WB,1775,302,4813
2020-05-31,IN-AN,33,0,33
2020-05-31,IN-AP,2289,60,3569
2020-05-31,IN-AR,1,0,4
2020-05-31,IN-AS,163,4,1185
2020-05-31,IN-BR,1618,20,3636
2020-05-31,IN-CH,189,4,289
2020-05-31,IN-CT,102,1,447
2020-05-31,IN-DL,8075,416,18549
2020-05-31,IN-DN,0,0,2
2020-05-31,IN-GA,41,0,70
2020-05-31,IN-GJ,9230,1007,16343
2020-05-31,IN-HP,111,5,313
2020-05-31,IN-HR,971,20,1923
2020-05-31,IN-JH,256,5,563
2020-05-31,IN-JK,908,28,2341
2020-05-31,IN-KA,997,48,2922
2020-05-31,IN-KL,575,9,1208
2020-05-31,IN-LA,43,0,74
2020-05-31,IN-MH,28081,2197,65168
2020-05-31,IN-ML,12,1,27
2020-05-31,IN-MN,8,0,62
2020-05-31,IN-MP,4444,343,7891
2020-05-31,IN-MZ,1,0,1
2020-05-31,IN-NL,0,0,36
2020-05-31,IN-OR,1050,7,1819
2020-05-31,IN-PB,1967,44,2233
2020-05-31,IN-PY,14,0,51
2020-05-31,IN-RJ,5739,193,8617
2020-05-31,IN-SK,0,0,1
2020-05-31,IN-TG,1412,77,2499
2020-05-31,IN-TN,12000,160,21184
2020-05-31,IN-TR,172,0,268
2020-05-31,IN-UP,4410,201,7445
2020-05-31,IN-UT,102,5,749
2020-05-31,IN-WB,1970,309,5130
2020-06-01,IN-AN,33,0,33
2020-06-01,IN-AP,2349,62,3679
2020-06-01,IN-AR,1,0,4
2020-06-01,IN-AS,185,4,1272
2020-06-01,IN-BR,1710,21,3815
2020-06-01,IN-CH,199,4,293
2020-06-01,IN-CT,115,1,498
2020-06-01,IN-DL,8478,473,19844
2020-06-01,IN-DN,0,0,2
2020-06-01,IN-GA,42,0,70
2020-06-01,IN-GJ,9919,1038,16779
2020-06-01,IN-HP,120,5,331
2020-06-01,IN-HR,1048,20,2091
2020-06-01,IN-JH,256,5,610
2020-06-01,IN-JK,927,28,2446
2020-06-01,IN-KA,1218,51,3221
2020-06-01,IN-KL,590,9,1269
2020-06-01,IN-LA,43,0,74
2020-06-01,IN-MH,29329,2286,67655
2020-06-01,IN-ML,12,1,27
2020-06-01,IN-MN,11,0,71
2020-06-01,IN-MP,4842,350,8089
2020-06-01,IN-MZ,1,0,1
2020-06-01,IN-NL,0,0,43
2020-06-01,IN-OR,1126,7,1948
2020-06-01,IN-PB,1987,45,2263
2020-06-01,IN-PY,25,0,70
2020-06-01,IN-RJ,5927,194,8831
2020-06-01,IN-SK,0,0,1
2020-06-01,IN-TG,1428,82,2698
2020-06-01,IN-TN,12757,173,22333
2020-06-01,IN-TR,173,0,313
2020-06-01,IN-UP,4709,213,7823
2020-06-01,IN-UT,102,5,907
2020-06-01,IN-WB,2157,317,5501
2020-06-02,IN-AN,33,0,33
2020-06-02,IN-AP,2378,64,3783
2020-06-02,IN-AR,1,0,22
2020-06-02,IN-AS,277,4,1390
2020-06-02,IN-BR,1900,24,3926
2020-06-02,IN-CH,199,4,294
2020-06-02,IN-CT,122,1,547
2020-06-02,IN-DL,8746,523,20834
2020-06-02,IN-DN,1,0,3
2020-06-02,IN-GA,42,0,71
2020-06-02,IN-GJ,10780,1063,17200
2020-06-02,IN-HP,122,5,340
2020-06-02,IN-HR,1055,21,2356
2020-06-02,IN-JH,296,5,659
2020-06-02,IN-JK,946,31,2601
2020-06-02,IN-KA,1328,52,3408
2020-06-02,IN-KL,608,10,1326
2020-06-02,IN-LA,43,0,77
2020-06-02,IN-MH,30108,2362,70013
2020-06-02,IN-ML,12,1,27
2020-06-02,IN-MN,11,0,83
2020-06-02,IN-MP,5003,358,8283
2020-06-02,IN-MZ,1,0,1
2020-06-02,IN-NL,0,0,43
2020-06-02,IN-OR,1245,7,2104
2020-06-02,IN-PB,2000,45,2301
2020-06-02,IN-PY,25,0,74
2020-06-02,IN-RJ,6040,198,8980
2020-06-02,IN-SK,0,0,1
2020-06-02,IN-TG,1491,88,2792
2020-06-02,IN-TN,13170,184,23495
2020-06-02,IN-TR,173,0,420
2020-06-02,IN-UP,4843,217,8075
2020-06-02,IN-UT,222,6,958
2020-06-02,IN-WB,2306,325,5772
2020-06-03,IN-AN,33,0,33
2020-06-03,IN-AP,2421,64,3898
2020-06-03,IN-AR,1,0,22
2020-06-03,IN-AS,324,4,1513
2020-06-03,IN-BR,1946,24,4155
2020-06-03,IN-CH,214,5,301
2020-06-03,IN-CT,130,1,564
2020-06-03,IN-DL,9243,556,22132
2020-06-03,IN-DN,1,0,4
2020-06-03,IN-GA,57,0,79
2020-06-03,IN-GJ,11894,1092,17617
2020-06-03,IN-HP,140,5,345
2020-06-03,IN-HR,1069,23,2652
2020-06-03,IN-JH,320,5,712
2020-06-03,IN-JK,953,33,2718
2020-06-03,IN-KA,1403,52,3796
2020-06-03,IN-KL,627,11,1412
2020-06-03,IN-LA,47,1,81
2020-06-03,IN-MH,31333,2465,72300
2020-06-03,IN-ML,12,1,27
2020-06-03,IN-MN,14,0,89
2020-06-03,IN-MP,5221,364,8420
2020-06-03,IN-MZ,1,0,13
2020-06-03,IN-NL,0,0,49
2020-06-03,IN-OR,1325,7,2245
2020-06-03,IN-PB,2017,46,2342
2020-06-03,IN-PY,25,0,82
2020-06-03,IN-RJ,6435,203,9373
2020-06-03,IN-SK,0,0,1
2020-06-03,IN-TG,1526,92,2891
2020-06-03,IN-TN,13706,197,24586
2020-06-03,IN-TR,173,0,468
2020-06-03,IN-UP,5030,222,8361
2020-06-03,IN-UT,252,7,1043
2020-06-03,IN-WB,2410,335,6168
2020-06-04,IN-AN,33,0,33
2020-06-04,IN-AP,2466,68,4080
2020-06-04,IN-AR,1,0,38
2020-06-04,IN-AS,413,4,1672
2020-06-04,IN-BR,2077,25,4390
2020-06-04,IN-CH,214,5,301
2020-06-04,IN-CT,188,2,668
2020-06-04,IN-DL,9542,606,23645
2020-06-04,IN-DN,1,0,8
2020-06-04,IN-GA,57,0,79
2020-06-04,IN-GJ,12212,1122,18100
2020-06-04,IN-HP,150,5,359
2020-06-04,IN-HR,1089,23,2954
2020-06-04,IN-JH,321,5,752
2020-06-04,IN-JK,1007,34,2857
2020-06-04,IN-KA,1514,53,4063
2020-06-04,IN-KL,651,11,1494
2020-06-04,IN-LA,48,1,90
2020-06-04,IN-MH,32329,2587,74860
