place_name,dcid
Uganda,country/UGA
Central,wikidataId/Q429685
Central Uganda,wikidataId/Q429685
Kalangala,wikidataId/Q867219
Kampala,wikidataId/Q926417
Kayunga,wikidataId/Q1207391
Kiboga,wikidataId/Q892064
Masaka,wikidataId/Q1032233
Mpigi,wikidataId/Q1362109
Mubende,wikidataId/Q891962
Mukono,wikidataId/Q1151066
Nakasongola,wikidataId/Q976859
Rakai,wikidataId/Q976873
Wakiso,wikidataId/Q976848
Eastern,wikidataId/Q2559220
Eastern Uganda,wikidataId/Q2559220
Bugiri,wikidataId/Q1229798
Busia,wikidataId/Q1229800
Iganga,wikidataId/Q1229869
Jinja,wikidataId/Q983748
Kaberamaido,wikidataId/Q1229906
Kamuli,wikidataId/Q164474
Kapchorwa,wikidataId/Q1229921
Katakwi,wikidataId/Q1229930
Kumi,wikidataId/Q1151062
Mayuge,wikidataId/Q1364824
Mbale,wikidataId/Q581822
Pallisa,wikidataId/Q1375843
Sironko,wikidataId/Q1375835
Soroti,wikidataId/Q1091337
Tororo,wikidataId/Q1186541
Northern,wikidataId/Q2559686
Northern Uganda,wikidataId/Q2559686
Adjumani,wikidataId/Q1229734
Apac,wikidataId/Q1229750
Arua,wikidataId/Q1229758
Gulu,wikidataId/Q1028215
Kitgum,wikidataId/Q500162
Kotido,wikidataId/Q1318843
Lira,wikidataId/Q206519
Moroto,wikidataId/Q1375850
Moyo,wikidataId/Q2183668
Nakapiripirit,wikidataId/Q1375853
Nebbi,wikidataId/Q1375825
Pader,wikidataId/Q1230035
Yumbe,wikidataId/Q1362587
Western,wikidataId/Q2559188
Western Uganda,wikidataId/Q2559188
Bundibugyo,wikidataId/Q1362129
Bushenyi,wikidataId/Q1229797
Hoima,wikidataId/Q1186535
Kabale,wikidataId/Q3526470
Kabarole,wikidataId/Q1229910
Kamwenge,wikidataId/Q1318806
Kanungu,wikidataId/Q1032245
Kasese,wikidataId/Q1229919
Kibaale,wikidataId/Q604966
Kisoro,wikidataId/Q580538
Kyenjojo,wikidataId/Q1318815
Masindi,wikidataId/Q1032238
Mbarara,wikidataId/Q1091595
Ntungamo,wikidataId/Q204642
Rukungiri,wikidataId/Q289419
Buikwe,wikidataId/Q3321631
Bukomansimbi,wikidataId/Q3321599
Butambala,wikidataId/Q3321622
Buvuma,wikidataId/Q3321608
Gomba,wikidataId/Q3321637
Kalungu,wikidataId/Q3321614
Kyankwanzi,wikidataId/Q534203
Luwero,wikidataId/Q1364817
Lwengo,wikidataId/Q1114954
Lyantonde,wikidataId/Q1375878
Mityana,wikidataId/Q1230005
Nakaseke,wikidataId/Q432438
Sembabule,wikidataId/Q976883
Amuria,wikidataId/Q1375762
Budaka,wikidataId/Q1362085
Bududa,wikidataId/Q1365449
Bukedea,wikidataId/Q1375812
Bukwo,wikidataId/Q1375868
Bulambuli,wikidataId/Q1114868
Butaleja,wikidataId/Q1375755
Buyende,wikidataId/Q1114938
Kaliro,wikidataId/Q1375859
Kibuku,wikidataId/Q1114885
Kween,wikidataId/Q3321998
Luuka,wikidataId/Q1114977
Manafwa,wikidataId/Q1375789
Namayingo,wikidataId/Q1114915
Namutumba,wikidataId/Q1375819
Ngora,wikidataId/Q1114903
Serere,wikidataId/Q1114927
Abim,wikidataId/Q1375780
Agago,wikidataId/Q3536053
Alebtong,wikidataId/Q3536082
Amolatar,wikidataId/Q1318822
Amudat,wikidataId/Q3536116
Amuru,wikidataId/Q1375771
Dokolo,wikidataId/Q1318872
Kaabong,wikidataId/Q1229881
Koboko,wikidataId/Q1318857
Kole,wikidataId/Q3539151
Lamwo,wikidataId/Q3539277
Maracha,wikidataId/Q588927
Napak,wikidataId/Q3539495
Nwoya,wikidataId/Q3539572
Otuke,wikidataId/Q3539602
Oyam,wikidataId/Q1318833
Zombo,wikidataId/Q3539730
Buhweju,wikidataId/Q3537661
Buliisa,wikidataId/Q1229793
Ibanda,wikidataId/Q1318877
Isingiro,wikidataId/Q1318887
Kiruhura,wikidataId/Q1318865
Kiryandongo,wikidataId/Q3539116
Kyegegwa,wikidataId/Q3539256
Mitooma,wikidataId/Q3539414
Ntoroko,wikidataId/Q3539547
Rubirizi,wikidataId/Q3539648
Sheema,wikidataId/Q3539711
Luweero,wikidataId/Q2318123
Bukwa,wikidataId/Q4987159
