Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,x,y
Boarhead Farms,39.92,PAD047726161,300963,3,Pennsylvania,Bridgeton Township,Bucks,NPL Site,40.545831,-75.125,06/24/1988,03/31/1989,11/10/2003,890,,,"<a href=""https://semspub.epa.gov/src/document/03/900172"" target=""_blank"">PAD047726161 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300963"" target=""_blank"">Boarhead Farms</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8362876.745844676,4945580.890194602
Berks Landfill,46.1,PAD000651810,300473,3,Pennsylvania,Spring Township,Berks,Deleted NPL Site,40.291389,-76.031111,06/24/1988,10/04/1989,12/22/2000,760,09/15/2008,11/14/2008,"<a href=""https://semspub.epa.gov/src/document/03/900174"" target=""_blank"">PAD000651810 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300473"" target=""_blank"">Berks Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-15/pdf/E8-21306.pdf"" target=""_blank"">09/15/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-15/pdf/E8-21305.pdf"" target=""_blank"">11/14/2008 (PDF)</a>",,No,-8463744.56096686,4908376.925473252
Strasburg Landfill,30.71,PAD000441337,300449,3,Pennsylvania,Newlin Township,Chester,Deleted NPL Site,39.944439,-75.768061,06/24/1988,03/31/1989,09/27/1999,652,07/03/2019,09/05/2019,"<a href=""https://semspub.epa.gov/src/document/03/900175"" target=""_blank"">PAD000441337 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300449"" target=""_blank"">Strasburg Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-07-03/pdf/2019-14251.pdf"" target=""_blank"">07/03/2019 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-09-05/pdf/2019-19175.pdf"" target=""_blank"">09/05/2019 (PDF)</a>",,No,-8434461.96891369,4857871.588227661
Westinghouse Electric Corp. (Sharon Plant),41.33,PAD005000575,300811,3,Pennsylvania,Sharon,Mercer,NPL Site,41.2434,-80.5058,06/24/1988,08/30/1990,12/22/2005,970,,,"<a href=""https://semspub.epa.gov/src/document/03/900176"" target=""_blank"">PAD005000575 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300811"" target=""_blank"">Westinghouse Electric Corp. (Sharon Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8961864.661905123,5048309.669639515
Recticon/Allied Steel Corp.,32.06,PAD002353969,300596,3,Pennsylvania,East Conventry Township,Chester,Deleted NPL Site,40.203469,-75.589031,06/24/1988,10/04/1989,12/14/1999,674,07/17/2018,09/14/2018,"<a href=""https://semspub.epa.gov/src/document/03/900179"" target=""_blank"">PAD002353969 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300596"" target=""_blank"">Recticon/Allied Steel Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-07-17/pdf/2018-15244.pdf"" target=""_blank"">07/17/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-14/pdf/2018-20039.pdf"" target=""_blank"">09/14/2018 (PDF)</a>",,No,-8414532.44047697,4895554.043076956
Occidental Chemical Corp./Firestone Tire & Rubber Co.,45.91,PAD980229298,301183,3,Pennsylvania,Lower Pottsgrove Township,Montgomery,NPL Site,40.232081,-75.614169,06/24/1988,10/04/1989,09/29/2008,1053,,,"<a href=""https://semspub.epa.gov/src/document/03/900181"" target=""_blank"">PAD980229298 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301183"" target=""_blank"">Occidental Chemical Corp./Firestone Tire & Rubber Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8417330.789836532,4899725.194305448
North Penn - Area 1,35.57,PAD096834494,301156,3,Pennsylvania,Souderton,Montgomery,NPL Site,40.3108,-75.3252,01/22/1987,03/31/1989,09/24/1998,548,,,"<a href=""https://semspub.epa.gov/src/document/03/900182"" target=""_blank"">PAD096834494 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301156"" target=""_blank"">North Penn - Area 1</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8385162.90790149,4911210.211691635
North Penn - Area 12,28.9,PAD057152365,301012,3,Pennsylvania,Worcester,Montgomery,NPL Site,40.1807,-75.3537,01/22/1987,02/21/1990,09/20/2000,712,,,"<a href=""https://semspub.epa.gov/src/document/03/900183"" target=""_blank"">PAD057152365 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301012"" target=""_blank"">North Penn - Area 12</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,No,-8388335.513389099,4892235.961313034
North Penn - Area 7,35.57,PAD002498632,300629,3,Pennsylvania,North Wales,Montgomery,NPL Site,40.218061,-75.278889,01/22/1987,03/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900184"" target=""_blank"">PAD002498632 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300629"" target=""_blank"">North Penn - Area 7</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8380007.590963364,4897681.092627924
North Penn - Area 6,35.57,PAD980926976,301733,3,Pennsylvania,Lansdale,Montgomery,NPL Site,40.248331,-75.295639,01/22/1987,03/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900185"" target=""_blank"">PAD980926976 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301733"" target=""_blank"">North Penn - Area 6</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8381872.19243415,4902094.957261458
North Penn - Area 2,35.57,PAD002342475,300579,3,Pennsylvania,Hatfield,Montgomery,NPL Site,40.293889,-75.297781,01/22/1987,10/04/1989,08/08/2012,1127,,,"<a href=""https://semspub.epa.gov/src/document/03/900186"" target=""_blank"">PAD002342475 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300579"" target=""_blank"">North Penn - Area 2</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8382110.63878343,4908741.787104647
North Penn - Area 5,35.57,PAD980692693,301452,3,Pennsylvania,Montgomery Township,Montgomery,NPL Site,40.2721,-75.2451,01/22/1987,03/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900187"" target=""_blank"">PAD980692693 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301452"" target=""_blank"">North Penn - Area 5</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8376246.216688948,4905562.2527480535
"AMP, Inc. (Glen Rock Facility)",39.03,PAD041421223,300911,3,Pennsylvania,Glen Rock,York,Deleted NPL Site,39.8218,-76.6944,06/24/1988,10/04/1989,12/14/1995,354,07/26/1996,10/02/1996,"<a href=""https://semspub.epa.gov/src/document/03/900190"" target=""_blank"">PAD041421223 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300911"" target=""_blank"">AMP, Inc. (Glen Rock Facility)</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-07-26/pdf/96-18838.pdf"" target=""_blank"">07/26/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-10-02/pdf/96-24996.pdf"" target=""_blank"">10/02/1996 (PDF)</a>",,No,-8537581.554695642,4840080.4312756285
Tonolli Corp.,46.58,PAD073613663,301087,3,Pennsylvania,Nesquehoning,Carbon,NPL Site,40.850561,-75.881111,06/24/1988,10/04/1989,12/13/1999,673,,,"<a href=""https://semspub.epa.gov/src/document/03/900191"" target=""_blank"">PAD073613663 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301087"" target=""_blank"">Tonolli Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8447046.63734787,4990324.37073165
Butz Landfill,32,PAD981034705,301833,3,Pennsylvania,Stroudsburg,Monroe,NPL Site,41.0335,-75.3438,06/24/1988,03/31/1989,06/20/2001,770,,,"<a href=""https://semspub.epa.gov/src/document/03/900192"" target=""_blank"">PAD981034705 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301833"" target=""_blank"">Butz Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8387233.450430246,5017284.162623181
"Jacks Creek/Sitkin Smelting & Refining, Inc.",40.37,PAD980829493,301569,3,Pennsylvania,Maitland,Mifflin,NPL Site,40.641531,-77.475281,06/24/1988,10/04/1989,12/23/2004,928,,,"<a href=""https://semspub.epa.gov/src/document/03/900193"" target=""_blank"">PAD980829493 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301569"" target=""_blank"">Jacks Creek/Sitkin Smelting & Refining, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8624508.829985783,4959610.4885123
Elizabethtown Landfill,28.98,PAD980539712,301361,3,Pennsylvania,Elizabethtown,Lancaster,NPL Site,40.132781,-76.608189,06/24/1988,03/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900194"" target=""_blank"">PAD980539712 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301361"" target=""_blank"">Elizabethtown Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8527984.590074861,4885256.454971154
A.I.W. Frank/Mid-County Mustang,42.4,PAD004351003,300773,3,Pennsylvania,Exton,Chester,NPL Site,40.031811,-75.6032,06/24/1988,10/04/1989,11/08/2000,759,,,"<a href=""https://semspub.epa.gov/src/document/03/900195"" target=""_blank"">PAD004351003 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300773"" target=""_blank"">A.I.W. Frank/Mid-County Mustang</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8416109.72634202,4870566.0446960805
Tobyhanna Army Depot,37.93,PA5213820892,302464,3,Pennsylvania,Tobyhanna,Monroe,NPL Site,41.19305,-75.419439,07/14/1989,08/30/1990,09/28/2000,738,,,"<a href=""https://semspub.epa.gov/src/document/03/900196"" target=""_blank"">PA5213820892 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302464"" target=""_blank"">Tobyhanna Army Depot</a>","<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8395653.545394357,5040858.330968717
Publicker Industries Inc.,59.06,PAD981939200,303196,3,Pennsylvania,Philadelphia,Philadelphia,Deleted NPL Site,39.90805,-75.135281,05/05/1989,10/04/1989,12/02/1997,500,07/20/2000,11/01/2000,"<a href=""https://semspub.epa.gov/src/document/03/900197"" target=""_blank"">PAD981939200 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303196"" target=""_blank"">Publicker Industries Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189649"" target=""_blank"">05/05/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-07-20/pdf/00-17752.pdf"" target=""_blank"">07/20/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-11-01/pdf/00-27780.pdf"" target=""_blank"">11/01/2000 (PDF)</a>",,No,-8364021.221529524,4852589.33896397
Dublin TCE Site,28.9,PAD981740004,302401,3,Pennsylvania,Dublin Borough,Bucks,NPL Site,40.370892,-75.204897,10/26/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900198"" target=""_blank"">PAD981740004 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302401"" target=""_blank"">Dublin TCE Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8371770.839200587,4919986.582450506
Ohio River Park,42.24,PAD980508816,301227,3,Pennsylvania,Neville Island,Allegheny,NPL Site,40.518611,-80.1525,10/26/1989,08/30/1990,09/22/1999,647,,,"<a href=""https://semspub.epa.gov/src/document/03/900199"" target=""_blank"">PAD980508816 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301227"" target=""_blank"">Ohio River Park</a>","<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-8922535.48580786,4941594.107739407
Crossley Farm,29.66,PAD981740061,302402,3,Pennsylvania,Hereford Township,Berks,NPL Site,40.435417,-75.620611,07/29/1991,10/14/1992,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900201"" target=""_blank"">PAD981740061 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302402"" target=""_blank"">Crossley Farm</a>","<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8418047.909996223,4929419.105535671
Gilt Edge Mine,50,SDD987673985,801668,8,South Dakota,Lead,Lawrence,NPL Site,44.328056,-103.674306,05/11/2000,12/01/2000,,0,,,"<a href=""https://semspub.epa.gov/src/document/08/100000185"" target=""_blank"">SDD987673985 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801668"" target=""_blank"">Gilt Edge Mine</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11563.pdf"" target=""_blank"">05/11/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-12-01/pdf/00-30630.pdf"" target=""_blank"">12/01/2000 (PDF)</a>",,,,No,-11540970.952266028,5516350.755376867
Amnicola Dump,40.91,TND980729172,404007,4,Tennessee,Chattanooga,Hamilton,Deleted NPL Site,35.0625,-85.276389,12/30/1982,09/08/1983,09/28/1993,212,02/22/1996,04/30/1996,"<a href=""https://semspub.epa.gov/src/document/04/11121506"" target=""_blank"">TND980729172 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404007"" target=""_blank"">Amnicola Dump</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-02-22/pdf/96-4032.pdf"" target=""_blank"">02/22/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-04-30/pdf/96-10104.pdf"" target=""_blank"">04/30/1996 (PDF)</a>",,No,-9492924.200169114,4172377.8914541104
Foote Mineral Co.,50,PAD077087989,301103,3,Pennsylvania,East Whiteland Township,Chester,NPL Site,40.04,-75.585278,02/07/1992,10/14/1992,10/28/2010,1099,,,"<a href=""https://semspub.epa.gov/src/document/03/900204"" target=""_blank"">PAD077087989 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301103"" target=""_blank"">Foote Mineral Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-8414114.658428023,4871756.674173098
"Metropolitan Mirror and Glass Co., Inc.",34.33,PAD982366957,303257,3,Pennsylvania,Frackville,Schuylkill,Deleted NPL Site,40.775,-76.221667,02/07/1992,10/14/1992,09/30/1998,582,06/17/2005,08/16/2005,"<a href=""https://semspub.epa.gov/src/document/03/900205"" target=""_blank"">PAD982366957 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303257"" target=""_blank"">Metropolitan Mirror and Glass Co., Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-06-17/pdf/05-11828.pdf"" target=""_blank"">06/17/2005 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-06-17/pdf/05-11827.pdf"" target=""_blank"">08/16/2005 (PDF)</a>",,No,-8484957.157854464,4979210.64737308
Gallaway Pits,30.77,TND980728992,404005,4,Tennessee,Gallaway,Fayette,Deleted NPL Site,35.359719,-89.601939,12/30/1982,09/08/1983,07/18/1995,295,02/22/1996,04/29/1996,"<a href=""https://semspub.epa.gov/src/document/04/11121507"" target=""_blank"">TND980728992 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404005"" target=""_blank"">Gallaway Pits</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-02-22/pdf/96-4031.pdf"" target=""_blank"">02/22/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-04-29/pdf/96-10105.pdf"" target=""_blank"">04/29/1996 (PDF)</a>",,No,-9974442.223569961,4212873.608463833
Austin Avenue Radiation Site,0,PAD987341716,304433,3,Pennsylvania,Delaware County,Delaware,Deleted NPL Site,39.943056,-75.261944,02/07/1992,10/14/1992,09/27/1999,650,02/19/2002,04/18/2002,"<a href=""https://semspub.epa.gov/src/document/03/900208"" target=""_blank"">PAD987341716 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304433"" target=""_blank"">Austin Avenue Radiation Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-02-19/pdf/02-3655.pdf"" target=""_blank"">02/19/2002 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-04-18/pdf/02-9216.pdf"" target=""_blank"">04/18/2002 (PDF)</a>",,No,-8378121.282191872,4857670.77977007
