"StatVar","NumPlaces","MinDate","MeasurementMethods","Units","ScalingFactors","observationPeriods"
"Count_Person_BelowPovertyLevelInThePast12Months_AsFractionOf_Count_Person","3232","1990","[]","[Percent]","[100]","[]"
