"MeasurementMethods","Units","StatVar","MinDate","NumPlaces","observationPeriods","ScalingFactors"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBHR","1976","29","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBHS","1970","32","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTGO","1975","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryTTO","1974","15","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderBankforInternationalSettlements","1998","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanCoalandSteelCommunity","1978","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCentralAmericanBankforEconIntegration","1970","16","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryROU","1970","37","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryIRN","1973","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryEGY","1981","21","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderBolivarianAlliancefortheAmericas","2010","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTGO","1975","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCouncilofEurope","1970","16","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEconomicCommunityofWestAfricanStates","1999","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryCRI","1979","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryIRQ","1970","22","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryROU","1970","54","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTHA","1996","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt","1970","127","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryHTI","1990","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryFIN","1972","46","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryLBY","1983","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLUX","1976","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMYS","1986","31","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderArabFundforTechAssisttoAfricanCountries","1987","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryNIC","1979","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryTUN","1972","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderArabLeague","1974","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySEN","2011","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryLBN","1971","15","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderInterAmericanDevBank","1970","29","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAGO","1978","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderBolivarianAlliancefortheAmericas","2011","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderUNDevelopmentProgramme","1972","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryLBR","1980","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderUNWorldFoodProgramme","1982","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderArabLeague","1974","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPER","1970","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderArabBankforEconomicDevinAfrica","2024","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIRL","1971","26","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryISR","1997","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryKWT","1970","70","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryBDI","2001","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryQAT","1970","21","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGTM","1984","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIRL","1971","29","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderPlataBasinFinancialDevFund","1979","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderLatinAmerConfofSavingCreditCoop","1989","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIRN","1970","36","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIRQ","1970","43","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBEL","1970","62","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGNQ","2011","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTHA","1976","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryCPV","1990","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTHA","1971","19","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNAM","2003","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryITA","1970","80","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryITA","1970","106","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPAK","1992","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderAfricanExportImportBank","2010","33","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTGO","2024","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCHE","1973","34","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPAK","1970","23","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanUnion","2002","21","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPAN","1970","37","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCHN","1970","93","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderAsianDevBank","1970","43","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISL","1988","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryCOL","1976","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryUKR","2009","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountrySGP","1973","30","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryESP","1970","66","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryBFA","1980","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKWT","1970","108","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISR","1970","56","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryTUR","1970","37","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryJAM","1972","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMYS","1991","20","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVNM","2005","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryPHL","1973","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryPOL","1970","54","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNGA","1972","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderWestAfricanDevelopmentBank","1977","17","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderUNWorldFoodProgramme","1982","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHE","1970","94","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanBankforReconstructionandDev","1992","31","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHE","1970","88","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderGermanDemRep","1978","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCAN","1970","70","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHL","1970","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryCUB","1970","21","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryROU","1970","45","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHN","1970","121","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTCD","2011","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHL","1979","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCRI","1979","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCHN","1981","56","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCIV","1970","17","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryITA","1970","96","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTKM","1993","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGRC","1970","24","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryIND","1970","42","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderEuropeanBankforReconstructionandDev","1992","31","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPAN","1970","36","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGRD","2012","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCPV","1979","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryNLD","1970","95","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPAK","1974","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderInternationalCoffeeOrganization","1971","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountrySEN","1983","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISL","1988","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBY","1970","53","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryARM","1993","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryCMR","1983","4","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLBN","1970","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZWE","1970","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryQAT","1980","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKWT","1970","35","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryISR","1970","52","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryARG","1970","38","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryARE","1972","84","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderFondoLatinoamericanodeReservas","1983","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryLUX","1970","34","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryDEU","1970","87","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabBankforEconomicDevinAfrica","1974","46","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryPER","1975","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountrySAU","1970","97","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryJPN","1970","110","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryFIN","1976","25","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNER","2011","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderAfricanDevBank","1970","59","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryEGY","1979","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryPRK","1975","24","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCIV","1988","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWorldTradeOrganization","2010","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderGermanDemRep","1970","39","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNAM","2003","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_Bond_LongTermExternalDebt_LenderBondholders","1970","102","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGRC","1981","24","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPER","1970","15","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryPRI","1981","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGRD","2012","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryNZL","1972","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryTZA","1970","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryHKG","1986","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCOL","1970","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderArabTownsOrganization","2004","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryESP","1970","83","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryHND","2016","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWorldBankIDA","1970","117","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanBankforReconstructionandDev","1992","31","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryRUS","1975","82","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCOD","1970","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAGO","1978","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCOG","2011","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZWE","1970","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPOL","1970","47","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderInternationalFinanceCorporation","1970","35","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryFRA","1970","120","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryCZE","1990","58","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARE","1972","79","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryLKA","1995","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryAUT","1970","96","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderNordicEnvironmentFinanceCorporation","2018","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryDNK","1970","78","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGTM","1984","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryCYP","1989","22","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCMR","2011","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderGermanDemRep","1971","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryAUS","1970","50","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryRWA","1985","7","[P1Y]","[]"
