"MeasurementMethods","Units","StatVar","MinDate","NumPlaces","observationPeriods","ScalingFactors"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryAUS","1970","19","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderPlataBasinFinancialDevFund","2001","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARE","1974","25","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCUB","1980","20","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryJAM","1972","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderFondoLatinoamericanodeReservas","1983","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryCAN","1970","45","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARG","1970","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderBankforInternationalSettlements","1998","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARE","1972","84","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARG","1970","38","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTUR","1973","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCentralAmericanBankforEconIntegration","1970","16","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARM","1993","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryGIB","2004","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNLD","1970","34","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryIND","1970","90","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCouncilofEurope","1970","16","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderAfricanDevBank","1970","59","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderMultipleLenders","1970","104","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryCAN","1970","93","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTUN","1972","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTUN","1988","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNIC","1979","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPOL","1970","54","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTUR","1970","35","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryTCD","2011","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryRUS","1983","28","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARG","1970","27","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanEconomicCommunity","1977","57","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARE","1972","79","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderGermanDemRep","1970","54","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt","1970","131","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanReliefFund","1987","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderEuropeanInvestmentBank","2004","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryARM","1993","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderOrgofArabPetroleumExportingCountries","1974","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNLD","1970","84","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNLD","1970","87","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryVEN","1970","15","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNLD","1970","95","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryRUS","1975","35","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanInvestmentBank","1970","121","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderArabMonetaryFund","1978","23","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARE","1976","37","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderArabBankforEconomicDevinAfrica","1970","51","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryKOR","1976","38","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderNordicEnvironmentFinanceCorporation","2018","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryPRT","1980","19","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryARG","1970","32","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryRUS","1975","82","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTZA","1979","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderUNDevelopmentProgramme","1972","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_WorldBankOtherPrivate_LongTermExternalDebt_LenderCountryECU","1988","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryCYP","1999","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTZA","1970","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryPRY","1986","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryCYM","1970","19","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderIslamicDevBank","1975","57","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPRK","1978","15","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCentralAmericanBankforEconIntegration","1970","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCorporacionAndinadeFomento","1970","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderInternationalFundforAgriculturalDev","1978","119","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryPRK","1975","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGBR","1970","99","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPOL","1970","39","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPOL","1970","47","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderWestAfricanDevelopmentBank","1987","16","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryEGY","1970","28","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryPRI","1981","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryPRT","1976","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRT","1972","30","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCAN","1970","92","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryPOL","1979","14","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNER","2011","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRT","1972","26","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryRWA","1985","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderSouthAsianDevelopmentFund","2019","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCYM","1970","19","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderEuropeanDevelopmentFund","1970","77","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRY","1986","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCYP","1989","22","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryARE","1976","33","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRY","1986","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCYM","1970","19","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryMYS","1986","31","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryARG","1970","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCYP","1989","22","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLBY","1970","16","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryMUS","2002","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryRWA","1985","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNGA","1972","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryIND","1970","84","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryGMB","1990","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCPV","1979","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTCD","2011","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRK","1975","24","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRI","1981","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderEUROFIMA","1970","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRI","1981","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderCouncilofEurope","1970","16","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryPRK","1975","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNOR","1970","68","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryGNQ","2011","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryROU","1970","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderEuropeanSocialFund","1970","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryIRQ","1970","43","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderWorldTradeOrganization","2010","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryRUS","1983","42","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCOG","2011","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCOD","1970","8","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryTHA","1971","19","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryTZA","1970","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryIRL","1971","29","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryESP","1970","83","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCaribbeanCommunity","2004","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCOL","1970","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryIRN","1970","36","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAUT","1970","96","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAUS","1970","50","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLKA","1995","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCaribbeanDevBank","1971","16","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt","1970","131","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryTGO","1975","10","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTTO","1990","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderNordicInvestmentBank","1979","34","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryNLD","1970","67","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCZE","1990","58","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryTUR","1987","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryKOR","1975","72","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryZMB","1970","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryKWT","1970","108","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryISR","1970","56","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCRI","1979","12","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryTUN","1987","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryROU","1970","45","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryISL","1988","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt","1970","127","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt","1970","129","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderIslamicSolidarityFundforDev","2014","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryJAM","1972","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVEN","1970","33","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryGHA","1970","11","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_CommercialBank_LongTermExternalDebt_LenderCountryNIC","1979","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTUR","2012","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryTTO","1974","15","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryECU","1978","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderOPECFundforInternationalDev","1976","79","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderInternationalBankforEconomicCooperation","1988","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCentralBankofWestAfricanStates","1980","18","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryJAM","2004","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryCHN","1970","121","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLBN","1970","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderNordicDevelopmentFund","1983","51","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryNOR","1970","52","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryVCT","2002","6","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryCHE","1970","94","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Multilateral_LongTermExternalDebt_LenderArabMonetaryFund","1978","23","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryLBY","1970","53","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryCHL","1970","9","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryPAK","1970","23","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAUT","1970","87","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryAUS","1970","40","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryLKA","1995","7","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryNGA","1972","13","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderDevBankoftheCentralAfricanStates","1978","17","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryPAN","1970","37","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_OfficialCreditor_Concessional_PubliclyGuaranteed_Bilateral_LongTermExternalDebt_LenderCountryCUB","1997","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PrivateCreditor_PubliclyGuaranteed_LongTermExternalDebt_LenderCountryCZE","1992","37","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderUNPopulationFund","2020","5","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_LongTermExternalDebt_LenderCountryITA","1970","106","[P1Y]","[]"
"[]","[USDollar]","AmountOutstanding_Debt_PubliclyGuaranteed_LongTermExternalDebt_LenderInternationalFinanceCorporation","1970","35","[P1Y]","[]"
