"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2019","Metric tons,  thousand","26268",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2018","Metric tons,  thousand","28200",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2017","Metric tons,  thousand","27479",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2016","Metric tons,  thousand","26114",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2015","Metric tons,  thousand","22757",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2014","Metric tons,  thousand","21244",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2013","Metric tons,  thousand","22527",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2012","Metric tons,  thousand","23095",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2011","Metric tons,  thousand","23589",""
"SB","36","Australia","01","SB01","Sub-bituminous coal - Production","2010","Metric tons,  thousand","25190",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2018","Metric tons,  thousand","25022",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2017","Metric tons,  thousand","24446",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2016","Metric tons,  thousand","23197",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2015","Metric tons,  thousand","20531",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2014","Metric tons,  thousand","18934",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2013","Metric tons,  thousand","20343",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2012","Metric tons,  thousand","20883",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2011","Metric tons,  thousand","21309",""
"SB","36","Australia","08","SB08","Sub-bituminous coal - Transformation","2010","Metric tons,  thousand","22740",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2018","Metric tons,  thousand","25022",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2017","Metric tons,  thousand","24446",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2016","Metric tons,  thousand","23197",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2015","Metric tons,  thousand","20531",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2014","Metric tons,  thousand","18934",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2013","Metric tons,  thousand","20343",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2012","Metric tons,  thousand","20883",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2011","Metric tons,  thousand","21309",""
"SB","36","Australia","088","SB088","Sub-bituminous coal - Transformation in electricity, CHP and heat plants","2010","Metric tons,  thousand","22740",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2018","Metric tons,  thousand","24394",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2017","Metric tons,  thousand","23856",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2016","Metric tons,  thousand","22716",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2015","Metric tons,  thousand","20105",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2014","Metric tons,  thousand","18431",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2013","Metric tons,  thousand","19803",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2012","Metric tons,  thousand","20329",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2011","Metric tons,  thousand","20743",""
"SB","36","Australia","08811","SB08811","Sub-bituminous coal - Transformation in main activity electricity plants","2010","Metric tons,  thousand","22136",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2018","Metric tons,  thousand","628",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2017","Metric tons,  thousand","590",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2016","Metric tons,  thousand","481",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2015","Metric tons,  thousand","426",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2014","Metric tons,  thousand","503",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2013","Metric tons,  thousand","540",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2012","Metric tons,  thousand","554",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2011","Metric tons,  thousand","566",""
"SB","36","Australia","08821","SB08821","Sub-bituminous coal - Transformation main activity CHP plants","2010","Metric tons,  thousand","604",""
"SB","36","Australia","12","SB12","Sub-bituminous coal - Final energy consumption","2018","Metric tons,  thousand","3178",""
