Disease Code:11705,medicalCondition,SevereDengue,,,,
Disease Code:10040,medicalCondition,Diphtheria,,,,
Disease Code:11090,medicalCondition,HumanGranulocyticAnaplasmosis,,,,
Disease Code:11088,medicalCondition,HumanMonocyticEhrlichiosis,,,,
Disease Code:11089,medicalCondition,EhrlichiaEwingiiInfection,,,,
Disease Code:11091,medicalCondition,Ehrlichiosis,,,,
Disease Code:11570,medicalCondition,Giardiasis,,,,
Disease Code:10280,medicalCondition,Gonorrhea,,,,
Disease Code:10590,medicalCondition,HaemophilusInfluenzae__InvasiveDisease,,,,
Disease Code:10591,medicalCondition,HaemophilusInfluenzae__InvasiveDisease,age,YearsUpto5,serotype,SerotypeB
Disease Code:10593,medicalCondition,HaemophilusInfluenzae__InvasiveDisease,age,YearsUpto5,serotype,NonSerotypeB
Disease Code:10592,medicalCondition,HaemophilusInfluenzae__InvasiveDisease,age,YearsUpto5,serogroup,OtherSerogroups
Disease Code:10597,medicalCondition,HaemophilusInfluenzae__InvasiveDisease,age,YearsUpto5,serotype,UnknownSerotype
Disease Code:10380,medicalCondition,Leprosy,,,,
Disease Code:11610,medicalCondition,HaemophilusMeningitis,,,,
Disease Code:11590,medicalCondition,HantavirusPulmonarySyndrome,,,,
Disease Code:11550,medicalCondition,PostDiarrheal__HemolyticUremicSyndrome,,,,
Disease Code:10110,medicalCondition,AcuteCondition__HepatitisA,,,,
Disease Code:10100,medicalCondition,AcuteCondition__HepatitisB,,,,
Disease Code:10104,medicalCondition,PerinatalInfection__HepatitisB,,,,
Disease Code:10101,medicalCondition,AcuteCondition__HepatitisC,,,,
Disease Code:50228,medicalCondition,AcuteCondition__HepatitisC,medicalStatus,ConfirmedCase,,
Disease Code:50229,medicalCondition,AcuteCondition__HepatitisC,medicalStatus,ProbableCase,,
Disease Code:50248,medicalCondition,PerinatalInfection__HepatitisC,,,,
Disease Code:10560,medicalCondition,HIV_AIDS,,,,
Disease Code:11061,medicalCondition,Influenza,medicalStatus,PediatricMortality,,
Disease Code:11723,medicalCondition,StreptococcusPneumonia,,,,
Disease Code:50230,medicalCondition,StreptococcusPneumonia,medicalStatus,ConfirmedCase,,
Disease Code:50231,medicalCondition,StreptococcusPneumonia,medicalStatus,ProbableCase
Disease Code:11722,medicalCondition,StreptococcusPneumonia,age,YearsUpto5,,
Disease Code:50232,medicalCondition,StreptococcusPneumonia,medicalStatus,ConfirmedCase,age,YearsUpto5
Disease Code:50233,medicalCondition,StreptococcusPneumonia,medicalStatus,ProbableCase,age,YearsUpto5
Disease Code:10490,medicalCondition,LegionnairesDisease,,,,
Disease Code:10390,medicalCondition,Leptospirosis,,,,
Disease Code:10640,medicalCondition,Listeriosis,,,,
Disease Code:10641,medicalCondition,Listeriosis,medicalStatus,ConfirmedCase,,
Disease Code:10642,medicalCondition,Listeriosis,medicalStatus,ProbableCase,,
Disease Code:11080,medicalCondition,LymeDisease,,,,
Disease Code:11081,medicalCondition,LymeDisease,medicalStatus,ConfirmedCase,,
Disease Code:11082,medicalCondition,LymeDisease,medicalStatus,ProbableCase,,
Disease Code:10130,medicalCondition,Malaria,,,,
Disease Code:10140,medicalCondition,Measles,,,,
Disease Code:10500,medicalCondition,Measles,medicalStatus,IndigenousCase,,
Disease Code:10510,medicalCondition,Measles,medicalStatus,ImportedCase,,
Disease Code:10150,medicalCondition,MeningococcalMeningitis,,,
Disease Code:10151,medicalCondition,MeningococcalMeningitis,serogroup,ACWYSerogroup,,
Disease Code:10152,medicalCondition,MeningococcalMeningitis,serogroup,SerogroupB,,
Disease Code:10153,medicalCondition,MeningococcalMeningitis,serogroup,OtherSerogroups,,
Disease Code:10154,medicalCondition,MeningococcalMeningitis,serogroup,UnknownSerogroups,,
Disease Code:10180,medicalCondition,Mumps,,,,
Disease Code:11062,medicalCondition,NovelInfluenzaAViralInfection,,,,
Disease Code:50236,medicalCondition,Paratyphoid,,,,
Disease Code:10190,medicalCondition,Pertussis,,,,
Disease Code:10440,medicalCondition,Plague,,,,
Disease Code:10410,medicalCondition,ParalyticPoliomyelitis,,,,
Disease Code:10405,medicalCondition,NonparalyticPoliomyelitis,,,,
Disease Code:10450,medicalCondition,Psittacosis,,,,
Disease Code:10259,medicalCondition,QFever,,,,
Disease Code:10257,medicalCondition,AcuteCondition__QFever,,,,
Disease Code:10258,medicalCondition,ChronicCondition__QFever,,,,
Disease Code:10460,medicalCondition,Rabiesinhuman,,,,
Disease Code:10200,medicalCondition,Rubella,,,,
Disease Code:10370,medicalCondition,CongenitalDisease__Rubella,,,,
Disease Code:50266,#ignore,unsupported medical condition,,,,
Disease Code:50265,medicalCondition,SalmonellosisExceptTyphiAndParatyphi,,,,
Disease Code:11563,medicalCondition,ShigaToxinEColi,,,,
Disease Code:11010,medicalCondition,Shigellosis,,,,
Disease Code:11800,medicalCondition,Smallpox,,,,
Disease Code:10250,medicalCondition,SpottedFeverRickettsiosis,,,,
Disease Code:10253,medicalCondition,SpottedFeverRickettsiosis,medicalStatus,ConfirmedCase,,
Disease Code:10254,medicalCondition,SpottedFeverRickettsiosis,medicalStatus,ProbableCase,,
Disease Code:11700,medicalCondition,StreptococcalToxicShockSyndrome,,,,
Disease Code:10399,medicalCondition,Syphilis,,,,
Disease Code:10316,medicalCondition,CongenitalSyphilis,,,,
Disease Code:10310,medicalCondition,SyphilisPrimaryAndSecondary,,,,
Disease Code:10210,medicalCondition,Tetanus,,,,
Disease Code:10520,medicalCondition,ToxicShockSyndromExceptStreptococcal,,,,
Disease Code:10270,medicalCondition,Trichinellosis,,,,
Disease Code:10220,medicalCondition,Tuberculosis,,,,
Disease Code:10230,medicalCondition,Tularemia,,,,
Disease Code:10240,medicalCondition,TyphoidFever,,,,
Disease Code:11663,medicalCondition,VancomycinIntermediateStaphylococcusAureus,,,,
Disease Code:11665,medicalCondition,VancomycinResistantStaphylococcusAureus,,,,
Disease Code:10030,medicalCondition,Chickenpox,,,,
Disease Code:10031,medicalCondition,Chickenpox,medicalStatus,PatientDeceased,
Disease Code:11545,medicalCondition,VibriosisExcludingCholera,,,,
Disease Code:50234,medicalCondition,VibriosisExcludingCholera,medicalStatus,ConfirmedCase,,
Disease Code:50235,medicalCondition,VibriosisExcludingCholera,medicalStatus,ProbableCase,,
Disease Code:11648,medicalCondition,GuanaritoHemorrhagicFever,,,,
Disease Code:11638,medicalCondition,JuninHemorrhagicFever,,,,
Disease Code:11632,medicalCondition,LassaHemorrhagicFever,,,,
Disease Code:10660,medicalCondition,YellowFever,,,,
Disease Code:50224,medicalCondition,ZikaVirusDisease__CongenitalDisease,,,,
Disease Code:50223,medicalCondition,ZikaVirusDisease__NonCongenitalDisease,,,,
Disease Code:50222,medicalCondition,ZikaVirusInfection__CongenitalDisease,,,,
Disease Code:50221,medicalCondition,ZikaVirusInfection__NonCongenitalDisease,,,,
Disease Code:10062,#ignore,unsupported medical condition
Disease Code:10052,#ignore,unsupported medical condition
Disease Code:10065,#ignore,unsupported medical condition
Disease Code:50272,#ignore,unsupported medical condition
Disease Code:11067,#ignore,unsupported medical condition
Disease Code:11068,#ignore,unsupported medical condition
Disease Code:11585,#ignore,unsupported medical condition
Disease Code:11801,#ignore,unsupported medical condition
Disease Code:10340,#ignore,unsupported medical condition
Disease Code:50267,#ignore,unsupported medical condition
Disease Code:11000,#ignore,unsupported medical condition
Disease Code:50242,#ignore,unsupported medical condition
Disease Code:10575,#ignore,unsupported medical condition
Disease Code:11647,#ignore,unsupported medical condition
Disease Code:11649,#ignore,unsupported medical condition
Disease Code:11640,#ignore,unsupported medical condition
Disease Code:11630,#ignore,unsupported medical condition
Disease Code:11644,#ignore,unsupported medical condition
Disease Code:11637,#ignore,unsupported medical condition
Disease Code:11631,#ignore,unsupported medical condition
Disease Code:11639,#ignore,unsupported medical condition

"Ala.",observationAbout,"geoId/01",
"Alabama",observationAbout,"geoId/01",
"Alaska",observationAbout,"geoId/02",
"Amer. Samoa",observationAbout,"geoId/60",
"American Samoa",observationAbout,"geoId/60",
"Ariz.",observationAbout,"geoId/04",
"Arizona",observationAbout,"geoId/04",
"Ark.",observationAbout,"geoId/05",
"Arkansas",observationAbout,"geoId/05",
"C.N.M.I.",observationAbout,"geoId/69",
"Calif.",observationAbout,"geoId/06",
"California",observationAbout,"geoId/06",
"Colo.",observationAbout,"geoId/08",
"Colorado",observationAbout,"geoId/08",
"Commonwealth of Northern Mariana Islands",observationAbout,"geoId/69",
"Commonwealth of the Northern Mariana Islands",observationAbout,"geoId/69",
"Conn.",observationAbout,"geoId/09",
"Connecticut",observationAbout,"geoId/09",
"D.C.",observationAbout,"geoId/11",
"Del.",observationAbout,"geoId/10",
"Delaware",observationAbout,"geoId/10",
"District of Columbia",observationAbout,"geoId/11",
"E.N. CENTRAL",observationAbout,"usc/EastNorthCentralDivision",
"E.S. CENTRAL",observationAbout,"usc/EastSouthCentralDivision",
"East North Central",observationAbout,"usc/EastNorthCentralDivision",
"East South Central",observationAbout,"usc/EastSouthCentralDivision",
"Fla.",observationAbout,"geoId/12",
"Florida",observationAbout,"geoId/12",
"Ga.",observationAbout,"geoId/13",
"Georgia",observationAbout,"geoId/13",
"Guam",observationAbout,"geoId/66",
"Hawaii",observationAbout,"geoId/15",
"Idaho",observationAbout,"geoId/16",
"Ill.",observationAbout,"geoId/17",
"Illinois",observationAbout,"geoId/17",
"Ind.",observationAbout,"geoId/18",
"Indiana",observationAbout,"geoId/18",
"Iowa",observationAbout,"geoId/19",
"Kans.",observationAbout,"geoId/20",
"Kansas",observationAbout,"geoId/20",
"Kentucky",observationAbout,"geoId/21",
"Ky.",observationAbout,"geoId/21",
"La.",observationAbout,"geoId/22",
"Louisiana",observationAbout,"geoId/22",
"MID. ATLANTIC",observationAbout,"usc/MiddleAtlanticDivision",
"MOUNTAIN",observationAbout,"usc/MountainDivision",
"Maine",observationAbout,"geoId/23",
"Maryland",observationAbout,"geoId/24",
"Mass.",observationAbout,"geoId/25",
"Massachusetts",observationAbout,"geoId/25",
"Md.",observationAbout,"geoId/24",
"Mich.",observationAbout,"geoId/26",
"Michigan",observationAbout,"geoId/26",
"Middle Atlantic",observationAbout,"usc/MiddleAtlanticDivision",
"Minn.",observationAbout,"geoId/27",
"Minnesota",observationAbout,"geoId/27",
"Miss.",observationAbout,"geoId/28",
"Mississippi",observationAbout,"geoId/28",
"Missouri",observationAbout,"geoId/29",
"Mo.",observationAbout,"geoId/29",
"Mont.",observationAbout,"geoId/30",
"Montana",observationAbout,"geoId/30",
"Mountain",observationAbout,"usc/MountainDivision",
"N. Dak.",observationAbout,"geoId/38",
"N. Mex.",observationAbout,"geoId/35",
"N.C.",observationAbout,"geoId/37",
"N.H.",observationAbout,"geoId/33",
"N.J.",observationAbout,"geoId/34",
"NEW ENGLAND",observationAbout,"usc/NewEnglandDivision",
"Nebr.",observationAbout,"geoId/31",
"Nebraska",observationAbout,"geoId/31",
"Nev.",observationAbout,"geoId/32",
"Nevada",observationAbout,"geoId/32",
"New England",observationAbout,"usc/NewEnglandDivision",
"New Hampshire",observationAbout,"geoId/33",
"New Jersey",observationAbout,"geoId/34",
"New Mexico",observationAbout,"geoId/35",
"New York",observationAbout,"geoId/36",
"Non-U.S. Residents",#ignore,unsupported place grouping,
"North Carolina",observationAbout,"geoId/37",
"North Dakota",observationAbout,"geoId/38",
"Ohio",observationAbout,"geoId/39",
"Okla.",observationAbout,"geoId/40",
"Oklahoma",observationAbout,"geoId/40",
"Oreg.",observationAbout,"geoId/41",
"Oregon",observationAbout,"geoId/41",
"P.R.",observationAbout,"geoId/72",
"PACIFIC",observationAbout,"usc/PacificDivision",
"Pa.",observationAbout,"geoId/42",
"Pacific",observationAbout,"usc/PacificDivision",
"Pennsylvania",observationAbout,"geoId/42",
"Puerto Rico",observationAbout,"geoId/72",
"R.I.",observationAbout,"geoId/44",
"Republic of Palau",observationAbout,"country/PLW",
"Republic of the Marshall Islands",observationAbout,"country/MHL",
"Rhode Island",observationAbout,"geoId/44",
"S. ATLANTIC",observationAbout,"usc/SouthAtlanticDivision",
"S. Dak.",observationAbout,"geoId/46",
"S.C.",observationAbout,"geoId/45",
"South Atlantic",observationAbout,"usc/SouthAtlanticDivision",
"South Carolina",observationAbout,"geoId/45",
"South Dakota",observationAbout,"geoId/46",
"Tenn.",observationAbout,"geoId/47",
"Tennessee",observationAbout,"geoId/47",
"Tex.",observationAbout,"geoId/48",
"Texas",observationAbout,"geoId/48",
"U.S. Residents",#ignore,unsupported place grouping,
"U.S. Residents, excluding U.S. Territories",#ignore,unsupported place grouping,,
"U.S. Territories",#ignore,unsupported place grouping,
"U.S. Virgin Islands",observationAbout,"geoId/78",,
"US Virgin Islands",observationAbout,"geoId/78",
"United States",observationAbout,"country/USA",
"Utah",observationAbout,"geoId/49",
"V.I.",observationAbout,"geoId/78",
"Va.",observationAbout,"geoId/51",
"Vermont",observationAbout,"geoId/50",
"Virginia",observationAbout,"geoId/51",
"Vt.",observationAbout,"geoId/50",
"W. Va.",observationAbout,"geoId/54",
"W.N. CENTRAL",observationAbout,"usc/WestNorthCentralDivision",
"W.S. CENTRAL",observationAbout,"usc/WestSouthCentralDivision",
"Wash.",observationAbout,"geoId/53",
"Washington",observationAbout,"geoId/53",
"Washington DC",observationAbout,"geoId/11001",
"West North Central",observationAbout,"usc/WestNorthCentralDivision",
"West South Central",observationAbout,"usc/WestSouthCentralDivision",
"West Virginia",observationAbout,"geoId/54",
"Wis.",observationAbout,"geoId/55",
"Wisconsin",observationAbout,"geoId/55",
"Wyo.",observationAbout,"geoId/56",
"Wyoming",observationAbout,"geoId/56"
"New York (excluding New York City)",#ignore,unsupported place
"New York City",#ignore,unsupported place
