InChIKey|dcid|IUPACName|Name|CommonName|TypeOf|Symbol|InChI|Type|AtomicNumber|CID|SameAs|Input
QPFYXYFORQJZEC-UHFFFAOYSA-N|inChIKey/QPFYXYFORQJZEC-UHFFFAOYSA-N|3-phenyldiazenylpyridine-2,6-diamine|"3-phenyldiazenylpyridine-2,6-diamine|PHENAZOPYRIDINE"|3-PHENYLDIAZENYLPYRIDINE-2,6-DIAMINE|dcs:ChemicalCompound|C11H11N5|InChI=1S/C11H11N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h1-7H,(H4,12,13,14)|||4756||PHENAZOPYRIDINE
ISWSIDIOOBJBQZ-UHFFFAOYSA-N|inChIKey/ISWSIDIOOBJBQZ-UHFFFAOYSA-N|phenol|PHENOL|PHENOL|dcs:ChemicalCompound|C6H6O|InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H|||996||PHENOL
WVDDGKGOMKODPV-UHFFFAOYSA-N|inChIKey/WVDDGKGOMKODPV-UHFFFAOYSA-N|phenylmethanol|PHENYLMETHANOL|PHENYLMETHANOL|dcs:ChemicalCompound|C7H8O|InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2|||244||PHENYLMETHANOL
BULVZWIRKLYCBC-UHFFFAOYSA-N|inChIKey/BULVZWIRKLYCBC-UHFFFAOYSA-N|diethoxy-(ethylsulfanylmethylsulfanyl)-sulfanylidene-λ5-phosphane|"diethoxy-(ethylsulfanylmethylsulfanyl)-sulfanylidene-λ5-phosphane|PHORATE"|DIETHOXY-(ETHYLSULFANYLMETHYLSULFANYL)-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C7H17O2PS3|InChI=1S/C7H17O2PS3/c1-4-8-10(11,9-5-2)13-7-12-6-3/h4-7H2,1-3H3|||4790||PHORATE
NBIIXXVUZAFLBC-UHFFFAOYSA-N|inChIKey/NBIIXXVUZAFLBC-UHFFFAOYSA-N|phosphoric acid|"phosphoric acid|PHOSPHORICACID"|PHOSPHORIC ACID|dcs:ChemicalCompound|"H3PO4|H3O4P"|InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)|||1004||PHOSPHORIC ACID
KFDNXHKRTQRVGV-UHFFFAOYSA-N|inChIKey/KFDNXHKRTQRVGV-UHFFFAOYSA-N|\"1,2,3,4,5,5,6,7,9,10,10-undecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane\"|"\"1,2,3,4,5,5,6,7,9,10,10-undecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane\"|\"PHOTOMIREX\""|\"1,2,3,4,5,5,6,7,9,10,10-UNDECACHLOROPENTACYCLO[5.3.0.02,6.03,9.04,8]DECANE\"|dcs:ChemicalCompound|C10HCl11|InChI=1S/C10HCl11/c11-2-1-3(12)5(14)4(1,13)10(20,21)7(2,16)8(5,17)6(2,15)9(3,18)19/h1H|||91632||PHOTOMIREX
OYEHPCDNVJXUIW-VENIDDJXSA-N|inChIKey/OYEHPCDNVJXUIW-VENIDDJXSA-N|plutonium-238|PLUTONIUM|PLUTONIUM|dcs:ChemicalElement|Pu|InChI=1S/Pu/i1-6||94|61709||PLUTONIUM-238
OYEHPCDNVJXUIW-FTXFMUIASA-N|inChIKey/OYEHPCDNVJXUIW-FTXFMUIASA-N|plutonium-239|PLUTONIUM|PLUTONIUM|dcs:ChemicalElement|Pu|InChI=1S/Pu/i1-5||94|61782||PLUTONIUM-239
OYEHPCDNVJXUIW-AHCXROLUSA-N|inChIKey/OYEHPCDNVJXUIW-AHCXROLUSA-N|plutonium-240|PLUTONIUM|PLUTONIUM|dcs:ChemicalElement|Pu|InChI=1S/Pu/i1-4||94|104728||PLUTONIUM-240
OYEHPCDNVJXUIW-OIOBTWANSA-N|inChIKey/OYEHPCDNVJXUIW-OIOBTWANSA-N|plutonium-241|PLUTONIUM|PLUTONIUM|dcs:ChemicalElement|Pu|InChI=1S/Pu/i1-3||94|104854||PLUTONIUM-241
OYEHPCDNVJXUIW-YPZZEJLDSA-N|inChIKey/OYEHPCDNVJXUIW-YPZZEJLDSA-N|plutonium-242|PLUTONIUM|PLUTONIUM|dcs:ChemicalElement|Pu|InChI=1S/Pu/i1-2||94|107659||PLUTONIUM-242
OYEHPCDNVJXUIW-IGMARMGPSA-N|inChIKey/OYEHPCDNVJXUIW-IGMARMGPSA-N|plutonium-244|PLUTONIUM|PLUTONIUM|dcs:ChemicalElement|Pu|InChI=1S/Pu/i1+0||94|167007||PLUTONIUM-244
HZEBHPIOVYHPMT-OUBTZVSYSA-N|inChIKey/HZEBHPIOVYHPMT-OUBTZVSYSA-N|polonium-210|POLONIUM|POLONIUM|dcs:ChemicalElement|Po|InChI=1S/Po/i1+1||84|6328544||POLONIUM-210
ZHLICBPIXDOFFG-UHFFFAOYSA-N|inChIKey/ZHLICBPIXDOFFG-UHFFFAOYSA-N|1,2,3-trichloro-5-(3,4,5-trichlorophenyl)benzene|"1,2,3-trichloro-5-(3,4,5-trichlorophenyl)benzene|POLYCHLORINATEDBIPHENYLSPCBs"|1,2,3-TRICHLORO-5-(3,4,5-TRICHLOROPHENYL)BENZENE|dcs:ChemicalCompound|C12H4Cl6|InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H|||36231|dcid:bio/CHEMBL14658|POLYCHLORINATED BIPHENYLS (PCBs)
NNFCIKHAZHQZJG-UHFFFAOYSA-N|inChIKey/NNFCIKHAZHQZJG-UHFFFAOYSA-N|potassium;cyanide|"potassium;cyanide|POTASSIUMCYANIDE"|POTASSIUM;CYANIDE|dcs:ChemicalCompound|"KCN|CKN"|InChI=1S/CN.K/c1-2;/q-1;+1|||9032||POTASSIUM CYANIDE
KWYUFKZDYYNOTN-UHFFFAOYSA-M|inChIKey/KWYUFKZDYYNOTN-UHFFFAOYSA-M|potassium;hydroxide|"potassium;hydroxide|POTASSIUMHYDROXIDE"|POTASSIUM;HYDROXIDE|dcs:ChemicalCompound|"KOH|HKO"|InChI=1S/K.H2O/h;1H2/q+1;/p-1|||14797||POTASSIUM HYDROXIDE
FGIUAXJPYTZDNR-UHFFFAOYSA-N|inChIKey/FGIUAXJPYTZDNR-UHFFFAOYSA-N|potassium;nitrate|"potassium;nitrate|POTASSIUMNITRATE"|POTASSIUM;NITRATE|dcs:ChemicalCompound|KNO3|InChI=1S/K.NO3/c;2-1(3)4/q+1;-1|||24434||POTASSIUM NITRATE
VZJVWSHVAAUDKD-UHFFFAOYSA-N|inChIKey/VZJVWSHVAAUDKD-UHFFFAOYSA-N|potassium;permanganate|"potassium;permanganate|POTASSIUMPERMANGANATE"|POTASSIUM;PERMANGANATE|dcs:ChemicalCompound|KMnO4|InChI=1S/K.Mn.4O/q+1;;;;;-1|||516875||POTASSIUM PERMANGANATE
AHJKRLASYNVKDZ-UHFFFAOYSA-N|inChIKey/AHJKRLASYNVKDZ-UHFFFAOYSA-N|\"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene\"|"\"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene\"|\"PPDDD\""|\"1-CHLORO-4-[2,2-DICHLORO-1-(4-CHLOROPHENYL)ETHYL]BENZENE\"|dcs:ChemicalCompound|C14H10Cl4|InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H|||6294|dcid:bio/CHEMBL196590|P,P'-DDD
UCNVFOCBFJOQAL-UHFFFAOYSA-N|inChIKey/UCNVFOCBFJOQAL-UHFFFAOYSA-N|\"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene\"|"\"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene\"|\"PPDDE\""|\"1-CHLORO-4-[2,2-DICHLORO-1-(4-CHLOROPHENYL)ETHENYL]BENZENE\"|dcs:ChemicalCompound|C14H8Cl4|InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H|||3035||P,P'-DDE
YVGGHNCTFXOJCH-UHFFFAOYSA-N|inChIKey/YVGGHNCTFXOJCH-UHFFFAOYSA-N|\"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene\"|"\"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene\"|\"PPDDT\""|\"1-CHLORO-4-[2,2,2-TRICHLORO-1-(4-CHLOROPHENYL)ETHYL]BENZENE\"|dcs:ChemicalCompound|C14H9Cl5|InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H|||3036||P,P'-DDT
VQMWBBYLQSCNPO-NJFSPNSNSA-N|inChIKey/VQMWBBYLQSCNPO-NJFSPNSNSA-N|promethium-147|PROMETHIUM|PROMETHIUM|dcs:ChemicalElement|Pm|InChI=1S/Pm/i1+2||61|104906||PROMETHIUM-147
ISEUFVQQFVOBCY-UHFFFAOYSA-N|inChIKey/ISEUFVQQFVOBCY-UHFFFAOYSA-N|6-methoxy-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine|"6-methoxy-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine|PROMETON"|6-METHOXY-2-N,4-N-DI(PROPAN-2-YL)-1,3,5-TRIAZINE-2,4-DIAMINE|dcs:ChemicalCompound|C10H19N5O|InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)|||4928|dcid:bio/CHEMBL1486524|PROMETON
AAEVYOVXGOFMJO-UHFFFAOYSA-N|inChIKey/AAEVYOVXGOFMJO-UHFFFAOYSA-N|6-methylsulfanyl-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine|"6-methylsulfanyl-2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine|PROMETRYN"|6-METHYLSULFANYL-2-N,4-N-DI(PROPAN-2-YL)-1,3,5-TRIAZINE-2,4-DIAMINE|dcs:ChemicalCompound|C10H19N5S|InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)|||4929||PROMETRYN
CUONGYYJJVDODC-UHFFFAOYSA-N|inChIKey/CUONGYYJJVDODC-UHFFFAOYSA-N|propanedinitrile|PROPANEDINITRILE|PROPANEDINITRILE|dcs:ChemicalCompound|C3H2N2|InChI=1S/C3H2N2/c4-2-1-3-5/h1H2|||8010|dcid:bio/CHEMBL3187514|PROPANEDINITRILE
ODLMAHJVESYWTB-UHFFFAOYSA-N|inChIKey/ODLMAHJVESYWTB-UHFFFAOYSA-N|propylbenzene|PROPYLBENZENE|PROPYLBENZENE|dcs:ChemicalCompound|C9H12|InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3|||7668|dcid:bio/CHEMBL286062|PROPYLBENZENE
BBEAQIROQSPTKN-UHFFFAOYSA-N|inChIKey/BBEAQIROQSPTKN-UHFFFAOYSA-N|pyrene|PYRENE|PYRENE|dcs:ChemicalCompound|C16H10|InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H|||31423|dcid:bio/CHEMBL279564|PYRENE
JUJWROOIHBZHMG-UHFFFAOYSA-N|inChIKey/JUJWROOIHBZHMG-UHFFFAOYSA-N|pyridine|PYRIDINE|PYRIDINE|dcs:ChemicalCompound|C5H5N|InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H|||1049|dcid:bio/CHEMBL266158|PYRIDINE
SMWDFEZZVXVKRB-UHFFFAOYSA-N|inChIKey/SMWDFEZZVXVKRB-UHFFFAOYSA-N|quinoline|QUINOLINE|QUINOLINE|dcs:ChemicalCompound|C9H7N|InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H|||7047|dcid:bio/CHEMBL14474|QUINOLINE
HCWPIIXVSYCSAN-YPZZEJLDSA-N|inChIKey/HCWPIIXVSYCSAN-YPZZEJLDSA-N|radium-224|RADIUM|RADIUM|dcs:ChemicalElement|Ra|InChI=1S/Ra/i1-2||88|6328538||RADIUM-224
HCWPIIXVSYCSAN-IGMARMGPSA-N|inChIKey/HCWPIIXVSYCSAN-IGMARMGPSA-N|radium-226|RADIUM|RADIUM|dcs:ChemicalElement|Ra|InChI=1S/Ra/i1+0||88|9877911||RADIUM-226
HCWPIIXVSYCSAN-NJFSPNSNSA-N|inChIKey/HCWPIIXVSYCSAN-NJFSPNSNSA-N|radium-228|RADIUM|RADIUM|dcs:ChemicalElement|Ra|InChI=1S/Ra/i1+2||88|6328553||RADIUM-228
SYUHGPGVQRZVTB-IGMARMGPSA-N|inChIKey/SYUHGPGVQRZVTB-IGMARMGPSA-N|radon-222|RADON|RADON|dcs:ChemicalElement|Rn|InChI=1S/Rn/i1+0||86|61773||RADON-222
JHJOOSLFWRRSGU-UHFFFAOYSA-N|inChIKey/JHJOOSLFWRRSGU-UHFFFAOYSA-N|dimethoxy-sulfanylidene-(2,4,5-trichlorophenoxy)-λ5-phosphane|"dimethoxy-sulfanylidene-(2,4,5-trichlorophenoxy)-λ5-phosphane|RONNEL"|DIMETHOXY-SULFANYLIDENE-(2,4,5-TRICHLOROPHENOXY)-Λ5-PHOSPHANE|dcs:ChemicalCompound|"(CH3O)2PSOC6H2Cl3|C8H8Cl3O3PS"|InChI=1S/C8H8Cl3O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3|||9298||RONNEL
KJTLSVCANCCWHF-BKFZFHPZSA-N|inChIKey/KJTLSVCANCCWHF-BKFZFHPZSA-N|ruthenium-106|RUTHENIUM|RUTHENIUM|dcs:ChemicalElement|Ru|InChI=1S/Ru/i1+5||44|26359||RUTHENIUM-106
VRNFXUOQGOAQBZ-DYXAMGHASA-N|inChIKey/VRNFXUOQGOAQBZ-DYXAMGHASA-N|\"[(1R,2S,6S,9S,10R,11S,12S,14R,15S,18S,19S,22S,23S,25R)-1,10,11,12,14,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate;[(1R,2S,6S,9S,10R,11S,12S,14R,15S,18S,19S,22S,23S,25R)-1,10,11,12,14,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] (Z)-2-methylbut-2-enoate\"|"\"[(1R,2S,6S,9S,10R,11S,12S,14R,15S,18S,19S,22S,23S,25R)-1,10,11,12,14,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate;[(1R,2S,6S,9S,10R,11S,12S,14R,15S,18S,19S,22S,23S,25R)-1,10,11,12,14,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] (Z)-2-methylbut-2-enoate\"|\"SABADILLA\""|\"[(1R,2S,6S,9S,10R,11S,12S,14R,15S,18S,19S,22S,23S,25R)-1,10,11,12,14,23-HEXAHYDROXY-6,10,19-TRIMETHYL-24-OXA-4-AZAHEPTACYCLO[12.12.0.02,11.04,9.015,25.018,23.019,25]HEXACOSAN-22-YL] 3,4-DIMETHOXYBENZOATE;[(1R,2S,6S,9S,10R,11S,12S,14R,15S,18S,19S,22S,23S,25R)-1,10,11,12,14,23-HEXAHYDROXY-6,10,19-TRIMETHYL-24-OXA-4-AZAHEPTACYCLO[12.12.0.02,11.04,9.015,25.018,23.019,25]HEXACOSAN-22-YL] (Z)-2-METHYLBUT-2-ENOATE\"|dcs:ChemicalCompound|C68H100N2O20|InChI=1S/C36H51NO11.C32H49NO9/c1-19-6-11-26-31(3,40)35(43)25(17-37(26)16-19)33(42)18-34-24(32(33,41)15-27(35)38)10-9-23-30(34,2)13-12-28(36(23,44)48-34)47-29(39)20-7-8-21(45-4)22(14-20)46-5;1-6-18(3)25(35)41-24-11-12-26(4)19-8-9-20-28(37)13-23(34)31(39)21(29(28,38)16-30(20,26)42-32(19,24)40)15-33-14-17(2)7-10-22(33)27(31,5)36/h7-8,14,19,23-28,38,40-44H,6,9-13,15-18H2,1-5H3;6,17,19-24,34,36-40H,7-16H2,1-5H3/b;18-6-/t19-,23-,24-,25-,26-,27-,28-,30-,31+,32+,33+,34+,35-,36-;17-,19-,20-,21-,22-,23-,24-,26-,27+,28+,29+,30+,31-,32-/m00/s1|||56843205||SABADILLA
ODCWYMIRDDJXKW-UHFFFAOYSA-N|inChIKey/ODCWYMIRDDJXKW-UHFFFAOYSA-N|6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine|"6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine|SIMAZINE"|6-CHLORO-2-N,4-N-DIETHYL-1,3,5-TRIAZINE-2,4-DIAMINE|dcs:ChemicalCompound|C7H12ClN5|InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)|||5216||SIMAZINE
KEAYESYHFKHZAL-BJUDXGSMSA-N|inChIKey/KEAYESYHFKHZAL-BJUDXGSMSA-N|sodium-22|SODIUM|SODIUM|dcs:ChemicalElement|Na|InChI=1S/Na/i1-1||11|6328543||SODIUM-22
MNWBNISUBARLIT-UHFFFAOYSA-N|inChIKey/MNWBNISUBARLIT-UHFFFAOYSA-N|sodium;cyanide|"sodium;cyanide|SODIUMCYANIDE"|SODIUM;CYANIDE|dcs:ChemicalCompound|"NaCN|CNNa"|InChI=1S/CN.Na/c1-2;/q-1;+1|||8929||SODIUM CYANIDE
HEMHJVSKTPXQMS-UHFFFAOYSA-M|inChIKey/HEMHJVSKTPXQMS-UHFFFAOYSA-M|sodium;hydroxide|"sodium;hydroxide|SODIUMHYDROXIDE"|SODIUM;HYDROXIDE|dcs:ChemicalCompound|"NaOH|HNaO"|InChI=1S/Na.H2O/h;1H2/q+1;/p-1|||14798||SODIUM HYDROXIDE
VWDWKYIASSYTQR-UHFFFAOYSA-N|inChIKey/VWDWKYIASSYTQR-UHFFFAOYSA-N|sodium;nitrate|"sodium;nitrate|SODIUMNITRATE"|SODIUM;NITRATE|dcs:ChemicalCompound|"NaNO3|NNaO3"|InChI=1S/NO3.Na/c2-1(3)4;/q-1;+1|||24268||SODIUM NITRATE
LPXPTNMVRIOKMN-UHFFFAOYSA-M|inChIKey/LPXPTNMVRIOKMN-UHFFFAOYSA-M|sodium;nitrite|"sodium;nitrite|SODIUMNITRITE"|SODIUM;NITRITE|dcs:ChemicalCompound|"NaNO2|NNaO2"|InChI=1S/HNO2.Na/c2-1-3;/h(H,2,3);/q;+1/p-1|||23668193||SODIUM NITRITE
ORSNIUUONGZHEH-UHFFFAOYSA-N|inChIKey/ORSNIUUONGZHEH-UHFFFAOYSA-N|acetic acid;6-bromohexan-1-ol|"acetic acid;6-bromohexan-1-ol|STODDARDSOLVENT"|ACETIC ACID;6-BROMOHEXAN-1-OL|dcs:ChemicalCompound|C8H17BrO3|InChI=1S/C6H13BrO.C2H4O2/c7-5-3-1-2-4-6-8;1-2(3)4/h8H,1-6H2;1H3,(H,3,4)|||53445481||STODDARD SOLVENT
CIOAGBVUUVVLOB-NJFSPNSNSA-N|inChIKey/CIOAGBVUUVVLOB-NJFSPNSNSA-N|strontium-90|STRONTIUM|STRONTIUM|dcs:ChemicalElement|Sr|InChI=1S/Sr/i1+2||38|5486204||STRONTIUM-90
PPBRXRYQALVLMV-UHFFFAOYSA-N|inChIKey/PPBRXRYQALVLMV-UHFFFAOYSA-N|styrene|STYRENE|STYRENE|dcs:ChemicalCompound|C8H8|InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2|||7501|dcid:bio/CHEMBL285235|STYRENE
UCKMPCXJQFINFW-UHFFFAOYSA-N|inChIKey/UCKMPCXJQFINFW-UHFFFAOYSA-N|sulfide|"Sulfur|SULFIDE"|SULFUR|dcs:ChemicalElement|S|InChI=1S/S/q-2||16|29109||SULFIDE
RAHZWNYVWXNFOC-UHFFFAOYSA-N|inChIKey/RAHZWNYVWXNFOC-UHFFFAOYSA-N|sulfur dioxide|"sulfur dioxide|SULFURDIOXIDE"|SULFUR DIOXIDE|dcs:ChemicalCompound|"SO2|O2S"|InChI=1S/O2S/c1-3-2|||1119||SULFUR DIOXIDE
QAOWNCQODCNURD-UHFFFAOYSA-N|inChIKey/QAOWNCQODCNURD-UHFFFAOYSA-N|sulfuric acid|"sulfuric acid|SULFURICACID"|SULFURIC ACID|dcs:ChemicalCompound|"H2SO4|H2O4S"|InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)|||1118||SULFURIC ACID
GKLVYJBZJHMRIY-OUBTZVSYSA-N|inChIKey/GKLVYJBZJHMRIY-OUBTZVSYSA-N|technetium-99|TECHNETIUM|TECHNETIUM|dcs:ChemicalElement|Tc|InChI=1S/Tc/i1+1||43|26476||TECHNETIUM-99
UQMOLLPKNHFRAC-UHFFFAOYSA-N|inChIKey/UQMOLLPKNHFRAC-UHFFFAOYSA-N|tetrabutyl silicate|"tetrabutyl silicate|TETRABUTYLORTHOSILICATE"|TETRABUTYL SILICATE|dcs:ChemicalCompound|C16H36O4Si|InChI=1S/C16H36O4Si/c1-5-9-13-17-21(18-14-10-6-2,19-15-11-7-3)20-16-12-8-4/h5-16H2,1-4H3|||78500||TETRABUTYL ORTHOSILICATE
CYTYCFOTNPOANT-UHFFFAOYSA-N|inChIKey/CYTYCFOTNPOANT-UHFFFAOYSA-N|1,1,2,2-tetrachloroethene|TETRACHLOROETHENE|1,1,2,2-TETRACHLOROETHENE|dcs:ChemicalCompound|C2Cl4|InChI=1S/C2Cl4/c3-1(4)2(5)6|||31373||TETRACHLOROETHENE
MRMOZBOQVYRSEM-UHFFFAOYSA-N|inChIKey/MRMOZBOQVYRSEM-UHFFFAOYSA-N|tetraethylplumbane|"tetraethylplumbane|TETRAETHYLLEAD"|TETRAETHYLPLUMBANE|dcs:ChemicalCompound|"Pb(C2H5)4|C8H20Pb"|InChI=1S/4C2H5.Pb/c4*1-2;/h4*1H2,2H3;|||6511||TETRAETHYL LEAD
WYURNTSHIVDZCO-UHFFFAOYSA-N|inChIKey/WYURNTSHIVDZCO-UHFFFAOYSA-N|oxolane|"oxolane|TETRAHYDROFURAN"|OXOLANE|dcs:ChemicalCompound|C4H8O|InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2|||8028|dcid:bio/CHEMBL276521|TETRAHYDROFURAN
BKVIYDNLLOSFOA-IGMARMGPSA-N|inChIKey/BKVIYDNLLOSFOA-IGMARMGPSA-N|thallium-204|THALLIUM|THALLIUM|dcs:ChemicalElement|Tl|InChI=1S/Tl/i1+0||81|6335516||THALLIUM-204
GBECUEIQVRDUKB-UHFFFAOYSA-M|inChIKey/GBECUEIQVRDUKB-UHFFFAOYSA-M|chlorothallium|"chlorothallium|THALLIUMCHLORIDE"|CHLOROTHALLIUM|dcs:ChemicalCompound|ClTl|InChI=1S/ClH.Tl/h1H;/q;+1/p-1|||24642||THALLIUM CHLORIDE
DASUJKKKKGHFBF-UHFFFAOYSA-L|inChIKey/DASUJKKKKGHFBF-UHFFFAOYSA-L|λ1-thallanyloxycarbonyloxythallium|"λ1-thallanyloxycarbonyloxythallium|THALLIUMICARBONATE"|Λ1-THALLANYLOXYCARBONYLOXYTHALLIUM|dcs:ChemicalCompound|"Tl2CO3|CO3Tl2"|InChI=1S/CH2O3.2Tl/c2-1(3)4;;/h(H2,2,3,4);;/q;2*+1/p-2|||16694859||THALLIUM(I) CARBONATE
ZSLUVFAKFWKJRC-AHCXROLUSA-N|inChIKey/ZSLUVFAKFWKJRC-AHCXROLUSA-N|thorium-228|THORIUM|THORIUM|dcs:ChemicalElement|Th|InChI=1S/Th/i1-4||90|61724||THORIUM-228
ZSLUVFAKFWKJRC-YPZZEJLDSA-N|inChIKey/ZSLUVFAKFWKJRC-YPZZEJLDSA-N|thorium-230|THORIUM|THORIUM|dcs:ChemicalElement|Th|InChI=1S/Th/i1-2||90|61723||THORIUM-230
ZSLUVFAKFWKJRC-NJFSPNSNSA-N|inChIKey/ZSLUVFAKFWKJRC-NJFSPNSNSA-N|thorium-234|THORIUM|THORIUM|dcs:ChemicalElement|Th|InChI=1S/Th/i1+2||90|104875||THORIUM-234
GWEVSGVZZGPLCZ-UHFFFAOYSA-N|inChIKey/GWEVSGVZZGPLCZ-UHFFFAOYSA-N|dioxotitanium|"dioxotitanium|TITANIUMDIOXIDE"|DIOXOTITANIUM|dcs:ChemicalCompound|"TiO2|O2Ti"|InChI=1S/2O.Ti|||26042||TITANIUM DIOXIDE
YXFVVABEGXRONW-UHFFFAOYSA-N|inChIKey/YXFVVABEGXRONW-UHFFFAOYSA-N|toluene|TOLUENE|TOLUENE|dcs:ChemicalCompound|C7H8|InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3|||1140||TOLUENE
OEJNXTAZZBRGDN-UHFFFAOYSA-N|inChIKey/OEJNXTAZZBRGDN-UHFFFAOYSA-N|\"1,4,5,6,7,7-hexachloro-2,2-bis(chloromethyl)-3-methylidenebicyclo[2.2.1]heptane\"|"\"1,4,5,6,7,7-hexachloro-2,2-bis(chloromethyl)-3-methylidenebicyclo[2.2.1]heptane\"|\"TOXAPHENE\""|\"1,4,5,6,7,7-HEXACHLORO-2,2-BIS(CHLOROMETHYL)-3-METHYLIDENEBICYCLO[2.2.1]HEPTANE\"|dcs:ChemicalCompound|C10H8Cl8|InChI=1S/C10H8Cl8/c1-4-7(2-11,3-12)9(16)6(14)5(13)8(4,15)10(9,17)18/h5-6H,1-3H2|||5284469||TOXAPHENE
KFUSEUYYWQURPO-OWOJBTEDSA-N|inChIKey/KFUSEUYYWQURPO-OWOJBTEDSA-N|(E)-1,2-dichloroethene|"(E)-1,2-dichloroethene|TRANSDICHLOROETHENE"|(E)-1,2-DICHLOROETHENE|dcs:ChemicalCompound|C2H2Cl2|InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+|||638186||TRANS-1,2-DICHLOROETHENE
OCHOKXCPKDPNQU-FLVMBEMLSA-N|inChIKey/OCHOKXCPKDPNQU-FLVMBEMLSA-N|\"(1S,2R,3S,5R,6S,7R)-1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.02,6]dec-8-ene\"|"\"(1S,2R,3S,5R,6S,7R)-1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.02,6]dec-8-ene\"|\"TransNONACHLOR\""|\"(1S,2R,3S,5R,6S,7R)-1,3,4,5,7,8,9,10,10-NONACHLOROTRICYCLO[5.2.1.02,6]DEC-8-ENE\"|dcs:ChemicalCompound|C10H5Cl9|InChI=1S/C10H5Cl9/c11-3-1-2(4(12)5(3)13)9(17)7(15)6(14)8(1,16)10(9,18)19/h1-5H/t1-,2+,3+,4-,5?,8+,9-|||12313421||trans-NONACHLOR
