Value,,Functional age groups,Sex,Locations,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0-2,,,,,,,,,,,,,,,,,,13-15,,,,,,,,,,,,,,,,,,16-19,,,,,,,,,,,,,,,,,,20-24,,,,,,,,,,,,,,,,,,25-34,,,,,,,,,,,,,,,,,,3-6,,,,,,,,,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,65 and more,,,,,,,,,,,,,,,,,,7-12,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,
,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,
,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,
Code,Name,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022,2021,2022
0000000,POLAND,224238,206056,288408,272967,512646,479023,236187,216654,304377,287709,540564,504363,460425,422710,592785,560676,1053210,983386,264371,275310,320199,336381,584570,611691,279846,290969,334354,351137,614200,642106,544217,566279,654553,687518,1198770,1253797,321126,323723,362605,373816,683731,697539,338702,341696,380157,391409,718859,733105,659828,665419,742762,765225,1402590,1430644,405947,405725,517029,489930,922976,895655,441448,437161,519037,495615,960485,932776,847395,842886,1036066,985545,1883461,1828431,952038,922681,1510393,1455860,2462431,2378541,1034371,1006824,1510073,1448639,2544444,2455463,1986409,1929505,3020466,2904499,5006875,4834004,342933,343753,429010,423158,771943,766911,362930,363681,452630,446566,815560,810247,705863,707434,881640,869724,1587503,1577158,1191113,1189441,1909058,1889204,3100171,3078645,1251728,1248105,1918746,1898987,3170474,3147092,2442841,2437546,3827804,3788191,6270645,6225737,1030950,1054430,1516483,1563018,2547433,2617448,1082979,1104713,1458219,1506818,2541198,2611531,2113929,2159143,2974702,3069836,5088631,5228979,956163,943481,1549307,1480095,2505470,2423576,985316,969138,1308987,1259553,2294303,2228691,1941479,1912619,2858294,2739648,4799773,4652267,1434883,1463737,2870957,2938044,4305840,4401781,1042271,1079972,1827031,1871702,2869302,2951674,2477154,2543709,4697988,4809746,7175142,7353455,537169,529394,650407,636802,1187576,1166196,566981,559757,686547,672516,1253528,1232273,1104150,1089151,1336954,1309318,2441104,2398469,7660931,7657731,11923856,11859275,19584787,19517006,7622759,7618670,10700158,10630651,18322917,18249321,15283690,15276401,22624014,22489926,37907704,37766327
0200000,DOLNOŚLĄSKIE,12980,11890,23954,23210,36934,35100,13751,12619,25450,24541,39201,37160,26731,24509,49404,47751,76135,72260,16248,17266,25711,26940,41959,44206,17146,17932,26777,28088,43923,46020,33394,35198,52488,55028,85882,90226,18269,18986,28715,29488,46984,48474,19424,20114,30197,30822,49621,50936,37693,39100,58912,60310,96605,99410,22308,22369,45698,41968,68006,64337,24202,24165,44660,41505,68862,65670,46510,46534,90358,83473,136868,130007,57006,55033,137305,133418,194311,188451,60009,57856,137651,132918,197660,190774,117015,112889,274956,266336,391971,379225,20828,20835,35123,34500,55951,55335,22113,22295,36748,36201,58861,58496,42941,43130,71871,70701,114812,113831,80124,80255,167874,166632,247998,246887,82654,82653,170860,169349,253514,252002,162778,162908,338734,335981,501512,498889,63054,65809,126275,130871,189329,196680,67459,70176,123597,128447,191056,198623,130513,135985,249872,259318,380385,395303,59538,57814,131758,124375,191296,182189,60237,58469,112294,106845,172531,165314,119775,116283,244052,231220,363827,347503,84978,87508,261308,266515,346286,354023,63385,66240,164429,168052,227814,234292,148363,153748,425737,434567,574100,588315,32940,32714,52669,51514,85609,84228,34692,34493,55339,54343,90031,88836,67632,67207,108008,105857,175640,173064,468273,470479,1036390,1029431,1504663,1499910,465072,467012,928002,921111,1393074,1388123,933345,937491,1964392,1950542,2897737,2888033
0400000,KUJAWSKO-POMORSKIE,12099,11004,14032,12974,26131,23978,12748,11609,15035,13896,27783,25505,24847,22613,29067,26870,53914,49483,15186,15868,16869,17836,32055,33704,16202,16736,17404,18337,33606,35073,31388,32604,34273,36173,65661,68777,18395,18619,18972,19468,37367,38087,19386,19650,19895,20387,39281,40037,37781,38269,38867,39855,76648,78124,22440,22541,26778,25486,49218,48027,24705,24562,27237,26041,51942,50603,47145,47103,54015,51527,101160,98630,52281,50552,74728,71609,127009,122161,56463,55131,75366,72122,131829,127253,108744,105683,150094,143731,258838,249414,18570,18584,21101,20802,39671,39386,20034,20016,22275,22071,42309,42087,38604,38600,43376,42873,81980,81473,65762,65649,95788,94687,161550,160336,69131,68736,97138,95855,166269,164591,134893,134385,192926,190542,327819,324927,57522,58690,81001,82683,138523,141373,60512,61457,76515,78753,137027,140210,118034,120147,157516,161436,275550,281583,52898,51851,84846,81256,137744,133107,54501,53298,71212,68343,125713,121641,107399,105149,156058,149599,263457,254748,74350,76011,154074,157934,228424,233945,56415,58825,97182,99861,153597,158686,130765,134836,251256,257795,382021,392631,30314,29538,33275,32186,63589,61724,32254,31603,34829,33759,67083,65362,62568,61141,68104,65945,130672,127086,419817,418907,621464,616921,1041281,1035828,422351,421623,554088,549425,976439,971048,842168,840530,1175552,1166346,2017720,2006876
0600000,LUBELSKIE,14612,13321,11406,10641,26018,23962,15318,13991,12373,11511,27691,25502,29930,27312,23779,22152,53709,49464,18279,18581,13653,14463,31932,33044,19218,19606,13991,14660,33209,34266,37497,38187,27644,29123,65141,67310,23358,23356,15651,16155,39009,39511,24573,24554,16442,16900,41015,41454,47931,47910,32093,33055,80024,80965,29911,29789,22172,20871,52083,50660,32951,32542,22428,21333,55379,53875,62862,62331,44600,42204,107462,104535,65194,62945,58484,56347,123678,119292,74815,72719,59605,57042,134420,129761,140009,135664,118089,113389,258098,249053,22173,22162,17632,17187,39805,39349,23428,23333,18273,18043,41701,41376,45601,45495,35905,35230,81506,80725,80172,79501,76097,75105,156269,154606,87073,86519,77391,76390,164464,162909,167245,166020,153488,151495,320733,317515,72200,73238,63852,65044,136052,138282,76975,77934,60158,61703,137133,139637,149175,151172,124010,126747,273185,277919,69633,68360,69194,66078,138827,134438,72208,70755,55586,53348,127794,124103,141841,139115,124780,119426,266621,258541,119735,121141,124912,128675,244647,249816,80866,83113,77261,79619,158127,162732,200601,204254,202173,208294,402774,412548,36169,35154,26860,26354,63029,61508,37800,36895,28217,27659,66017,64554,73969,72049,55077,54013,129046,126062,551436,547548,499913,496920,1051349,1044468,545225,541961,441725,438208,986950,980169,1096661,1089509,941638,935128,2038299,2024637
0800000,LUBUSKIE,4822,4293,7619,7133,12441,11426,4883,4445,7754,7216,12637,11661,9705,8738,15373,14349,25078,23087,6191,6435,9798,10249,15989,16684,6594,6905,10057,10527,16651,17432,12785,13340,19855,20776,32640,34116,7149,7388,10781,11185,17930,18573,7679,7810,11080,11571,18759,19381,14828,15198,21861,22756,36689,37954,8878,8903,13989,13606,22867,22509,9821,9728,14560,13951,24381,23679,18699,18631,28549,27557,47248,46188,21401,20592,38570,36728,59971,57320,22969,22345,39913,38086,62882,60431,44370,42937,78483,74814,122853,117751,7382,7448,11848,11538,19230,18986,7984,7822,12610,12186,20594,20008,15366,15270,24458,23724,39824,38994,28212,28287,54542,53608,82754,81895,30187,29939,55394,54281,85581,84220,58399,58226,109936,107889,168335,166115,23345,24116,42733,44053,66078,68169,25478,26190,41612,43180,67090,69370,48823,50306,84345,87233,133168,137539,22800,22161,44309,41822,67109,63983,23491,22885,38317,36432,61808,59317,46291,45046,82626,78254,128917,123300,32139,33107,78994,81331,111133,114438,23989,25146,51366,52968,75355,78114,56128,58253,130360,134299,186488,192552,12082,11786,19188,18490,31270,30276,12771,12553,20206,19551,32977,32104,24853,24339,39394,38041,64247,62380,174401,174516,332371,329743,506772,504259,175846,175768,302869,299949,478715,475717,350247,350284,635240,629692,985487,979976
1000000,ŁÓDZKIE,12532,11616,17403,16673,29935,28289,13273,12227,17947,17323,31220,29550,25805,23843,35350,33996,61155,57839,15423,15815,19695,20771,35118,36586,16207,16856,20803,21824,37010,38680,31630,32671,40498,42595,72128,75266,18538,18790,22975,23473,41513,42263,19527,19725,24270,24991,43797,44716,38065,38515,47245,48464,85310,86979,23377,23261,31819,30501,55196,53762,25481,25211,32558,31306,58039,56517,48858,48472,64377,61807,113235,110279,53278,51812,90192,86573,143470,138385,58996,57669,91581,87883,150577,145552,112274,109481,181773,174456,294047,283937,19169,19021,25661,25439,44830,44460,20325,20242,27168,26612,47493,46854,39494,39263,52829,52051,92323,91314,68348,67641,119560,117133,187908,184774,73167,72230,120957,118528,194124,190758,141515,139871,240517,235661,382032,375532,62995,64297,102114,104740,165109,169037,65573,66689,96308,99408,161881,166097,128568,130986,198422,204148,326990,335134,57981,57047,109599,103805,167580,160852,59544,58544,87054,83110,146598,141654,117525,115591,196653,186915,314178,302506,97787,98923,214789,218941,312576,317864,68558,70428,126962,129681,195520,200109,166345,169351,341751,348622,508096,517973,30320,29878,40319,39043,70639,68921,32347,31752,42466,41051,74813,72803,62667,61630,82785,80094,145452,141724,459748,458101,794126,787092,1253874,1245193,452998,451573,688074,681717,1141072,1133290,912746,909674,1482200,1468809,2394946,2378483
1200000,MAŁOPOLSKIE,28572,26408,22925,22019,51497,48427,29892,27724,24186,23310,54078,51034,58464,54132,47111,45329,105575,99461,31599,33092,22033,23215,53632,56307,32857,34683,22793,24078,55650,58761,64456,67775,44826,47293,109282,115068,38772,38542,25402,26174,64174,64716,40521,40409,26751,27280,67272,67689,79293,78951,52153,53454,131446,132405,50996,50806,40374,37419,91370,88225,54182,53428,39380,36996,93562,90424,105178,104234,79754,74415,184932,178649,117906,115019,127391,124140,245297,239159,125557,122867,123464,119341,249021,242208,243463,237886,250855,243481,494318,481367,42190,42472,32164,32271,74354,74743,45231,45361,34010,33959,79241,79320,87421,87833,66174,66230,153595,154063,138664,139004,140667,140843,279331,279847,142672,143015,139772,139825,282444,282840,281336,282019,280439,280668,561775,562687,119962,122214,106333,109879,226295,232093,122562,124658,101651,104907,224213,229565,242524,246872,207984,214786,450508,461658,107931,108108,104890,100976,212821,209084,110038,109799,88749,86185,198787,195984,217969,217907,193639,187161,411608,405068,156642,159896,199939,203796,356581,363692,114417,118368,127683,130368,242100,248736,271059,278264,327622,334164,598681,612428,65288,64597,45679,45033,110967,109630,69186,68489,48497,48041,117683,116530,134474,133086,94176,93074,228650,226160,898522,900158,867797,865765,1766319,1765923,887115,888801,776936,774290,1664051,1663091,1785637,1788959,1644733,1640055,3430370,3429014
