"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"AT","36","Australia","01","AT01","Anthracite - production","1999","Metric tons,  thousand","675",""
"AT","36","Australia","01","AT01","Anthracite - production","1998","Metric tons,  thousand","465",""
"AT","36","Australia","01","AT01","Anthracite - production","1997","Metric tons,  thousand","485",""
"AT","36","Australia","01","AT01","Anthracite - production","1996","Metric tons,  thousand","308",""
"AT","36","Australia","01","AT01","Anthracite - production","1995","Metric tons,  thousand","328",""
"AT","36","Australia","01","AT01","Anthracite - production","1994","Metric tons,  thousand","290",""
"AT","36","Australia","01","AT01","Anthracite - production","1993","Metric tons,  thousand","173",""
"AT","36","Australia","01","AT01","Anthracite - production","1992","Metric tons,  thousand","386",""
"AT","36","Australia","01","AT01","Anthracite - production","1991","Metric tons,  thousand","257",""
"AT","36","Australia","01","AT01","Anthracite - production","1990","Metric tons,  thousand","377",""
"AT","36","Australia","04","AT04","Anthracite - exports","1999","Metric tons,  thousand","675",""
"AT","36","Australia","04","AT04","Anthracite - exports","1998","Metric tons,  thousand","465",""
"AT","36","Australia","04","AT04","Anthracite - exports","1997","Metric tons,  thousand","485",""
"AT","36","Australia","04","AT04","Anthracite - exports","1996","Metric tons,  thousand","308",""
"AT","36","Australia","04","AT04","Anthracite - exports","1995","Metric tons,  thousand","328",""
"AT","36","Australia","04","AT04","Anthracite - exports","1994","Metric tons,  thousand","290",""
"AT","36","Australia","04","AT04","Anthracite - exports","1993","Metric tons,  thousand","173",""
"AT","36","Australia","04","AT04","Anthracite - exports","1992","Metric tons,  thousand","386",""
"AT","36","Australia","04","AT04","Anthracite - exports","1991","Metric tons,  thousand","257",""
"AT","36","Australia","04","AT04","Anthracite - exports","1990","Metric tons,  thousand","377",""
"AT","36","Australia","GA","ATGA","Anthracite - Total energy supply","1999","Metric tons,  thousand","0",""
"AT","36","Australia","GA","ATGA","Anthracite - Total energy supply","1998","Metric tons,  thousand","0",""
"AT","36","Australia","GA","ATGA","Anthracite - Total energy supply","1997","Metric tons,  thousand","0",""
"AT","36","Australia","GA","ATGA","Anthracite - Total energy supply","1996","Metric tons,  thousand","0",""
"AT","36","Australia","GA","ATGA","Anthracite - Total energy supply","1995","Metric tons,  thousand","0",""
