fips,l80_1,l80_2,l80_3,l80_4,l80_5,l80_6,l80_7,l80_8,l150_1,l150_2,l150_3,l150_4,l150_5,l150_6,l150_7,l150_8,year
dcs:geoId/26091,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/26093,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/26095,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26097,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26099,39150.0,44750.0,50350.0,55900.0,60400.0,64850.0,69350.0,73800.0,73406.25,83906.25,94406.25,104812.5,113250.0,121593.75,130031.25,138375.0,2006
dcs:geoId/26101,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26103,30050.0,34300.0,38600.0,42900.0,46350.0,49750.0,53200.0,56650.0,56343.75,64312.5,72375.0,80437.5,86906.25,93281.25,99750.0,106218.75,2006
dcs:geoId/26105,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26107,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26109,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26111,36200.0,41350.0,46550.0,51700.0,55850.0,59950.0,64100.0,68250.0,67875.0,77531.25,87281.25,96937.5,104718.75,112406.25,120187.5,127968.75,2006
dcs:geoId/26113,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26115,39150.0,44750.0,50350.0,55900.0,60400.0,64850.0,69350.0,73800.0,73406.25,83906.25,94406.25,104812.5,113250.0,121593.75,130031.25,138375.0,2006
dcs:geoId/26117,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26119,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26121,34800.0,39750.0,44750.0,49700.0,53700.0,57650.0,61650.0,65600.0,65250.0,74531.25,83906.25,93187.5,100687.5,108093.75,115593.75,123000.0,2006
dcs:geoId/26123,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26125,39150.0,44750.0,50350.0,55900.0,60400.0,64850.0,69350.0,73800.0,73406.25,83906.25,94406.25,104812.5,113250.0,121593.75,130031.25,138375.0,2006
dcs:geoId/26127,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26129,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26131,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26133,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26135,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26137,30150.0,34500.0,38800.0,43100.0,46550.0,50000.0,53450.0,56900.0,56531.25,64687.5,72750.0,80812.5,87281.25,93750.0,100218.75,106687.5,2006
dcs:geoId/26139,39100.0,44700.0,50250.0,55850.0,60300.0,64800.0,69250.0,73700.0,73312.5,83812.5,94218.75,104718.75,113062.5,121500.0,129843.75,138187.5,2006
dcs:geoId/26141,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26143,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26145,31250.0,35700.0,40200.0,44650.0,48200.0,51800.0,55350.0,58950.0,58593.75,66937.5,75375.0,83718.75,90375.0,97125.0,103781.25,110531.25,2006
dcs:geoId/26147,39150.0,44750.0,50350.0,55900.0,60400.0,64850.0,69350.0,73800.0,73406.25,83906.25,94406.25,104812.5,113250.0,121593.75,130031.25,138375.0,2006
dcs:geoId/26149,30250.0,34550.0,38900.0,43200.0,46650.0,50100.0,53550.0,57000.0,56718.75,64781.25,72937.5,81000.0,87468.75,93937.5,100406.25,106875.0,2006
dcs:geoId/26151,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26153,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/26155,32300.0,36900.0,41550.0,46150.0,49850.0,53550.0,57250.0,60900.0,60562.5,69187.5,77906.25,86531.25,93468.75,100406.25,107343.75,114187.5,2006
dcs:geoId/26157,30700.0,35100.0,39450.0,43850.0,47350.0,50850.0,54350.0,57900.0,57562.5,65812.5,73968.75,82218.75,88781.25,95343.75,101906.25,108562.5,2006
dcs:geoId/26159,33950.0,38800.0,43650.0,48500.0,52400.0,56250.0,60150.0,64000.0,63656.25,72750.0,81843.75,90937.5,98250.0,105468.75,112781.25,120000.0,2006
dcs:geoId/26161,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/26163,39150.0,44750.0,50350.0,55900.0,60400.0,64850.0,69350.0,73800.0,73406.25,83906.25,94406.25,104812.5,113250.0,121593.75,130031.25,138375.0,2006
dcs:geoId/26165,28650.0,32750.0,36850.0,40950.0,44250.0,47500.0,50800.0,54050.0,53718.75,61406.25,69093.75,76781.25,82968.75,89062.5,95250.0,101343.75,2006
dcs:geoId/27001,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27003,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27005,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27007,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27009,34600.0,39550.0,44500.0,49450.0,53400.0,57350.0,61300.0,65250.0,64875.0,74156.25,83437.5,92718.75,100125.0,107531.25,114937.5,122343.75,2006
dcs:geoId/27011,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27013,33700.0,38500.0,43350.0,48150.0,52000.0,55850.0,59700.0,63550.0,63187.5,72187.5,81281.25,90281.25,97500.0,104718.75,111937.5,119156.25,2006
dcs:geoId/27015,33300.0,38100.0,42850.0,47600.0,51400.0,55200.0,59000.0,62850.0,62437.5,71437.5,80343.75,89250.0,96375.0,103500.0,110625.0,117843.75,2006
dcs:geoId/27017,31200.0,35650.0,40100.0,44550.0,48100.0,51700.0,55250.0,58800.0,58500.0,66843.75,75187.5,83531.25,90187.5,96937.5,103593.75,110250.0,2006
dcs:geoId/27019,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27021,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27023,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27025,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27027,36400.0,41600.0,46800.0,52000.0,56150.0,60300.0,64500.0,68650.0,68250.0,78000.0,87750.0,97500.0,105281.25,113062.5,120937.5,128718.75,2006
dcs:geoId/27029,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27031,31650.0,36150.0,40700.0,45200.0,48800.0,52450.0,56050.0,59650.0,59343.75,67781.25,76312.5,84750.0,91500.0,98343.75,105093.75,111843.75,2006
dcs:geoId/27033,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27035,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27037,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27039,41600.0,47550.0,53500.0,59450.0,64200.0,68950.0,73700.0,78450.0,78000.0,89156.25,100312.5,111468.75,120375.0,129281.25,138187.5,147093.75,2006
dcs:geoId/27041,31000.0,35450.0,39850.0,44300.0,47850.0,51400.0,54950.0,58500.0,58125.0,66468.75,74718.75,83062.5,89718.75,96375.0,103031.25,109687.5,2006
dcs:geoId/27043,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27045,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27047,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27049,37350.0,42700.0,48000.0,53350.0,57600.0,61900.0,66150.0,70400.0,70031.25,80062.5,90000.0,100031.25,108000.0,116062.5,124031.25,132000.0,2006
dcs:geoId/27051,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27053,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27055,33150.0,37900.0,42600.0,47350.0,51150.0,54950.0,58700.0,62500.0,62156.25,71062.5,79875.0,88781.25,95906.25,103031.25,110062.5,117187.5,2006
dcs:geoId/27057,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27059,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27061,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27063,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27065,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27067,32200.0,36800.0,41400.0,46000.0,49700.0,53350.0,57050.0,60700.0,60375.0,69000.0,77625.0,86250.0,93187.5,100031.25,106968.75,113812.5,2006
dcs:geoId/27069,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27071,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27073,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27075,31450.0,35900.0,40400.0,44900.0,48500.0,52100.0,55700.0,59250.0,58968.75,67312.5,75750.0,84187.5,90937.5,97687.5,104437.5,111093.75,2006
dcs:geoId/27077,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27079,35450.0,40500.0,45600.0,50650.0,54700.0,58750.0,62800.0,66850.0,66468.75,75937.5,85500.0,94968.75,102562.5,110156.25,117750.0,125343.75,2006
dcs:geoId/27081,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27083,32600.0,37250.0,41900.0,46550.0,50250.0,54000.0,57700.0,61450.0,61125.0,69843.75,78562.5,87281.25,94218.75,101250.0,108187.5,115218.75,2006
dcs:geoId/27085,36800.0,42050.0,47300.0,52550.0,56750.0,60950.0,65150.0,69350.0,69000.0,78843.75,88687.5,98531.25,106406.25,114281.25,122156.25,130031.25,2006
dcs:geoId/27087,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27089,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27091,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27093,32200.0,36800.0,41400.0,46000.0,49700.0,53350.0,57050.0,60700.0,60375.0,69000.0,77625.0,86250.0,93187.5,100031.25,106968.75,113812.5,2006
dcs:geoId/27095,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27097,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27099,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27101,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27103,37250.0,42550.0,47900.0,53200.0,57450.0,61700.0,65950.0,70200.0,69843.75,79781.25,89812.5,99750.0,107718.75,115687.5,123656.25,131625.0,2006
dcs:geoId/27105,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27107,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27109,41600.0,47550.0,53500.0,59450.0,64200.0,68950.0,73700.0,78450.0,78000.0,89156.25,100312.5,111468.75,120375.0,129281.25,138187.5,147093.75,2006
dcs:geoId/27111,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27113,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27115,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27117,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27119,32600.0,37250.0,41900.0,46550.0,50250.0,54000.0,57700.0,61450.0,61125.0,69843.75,78562.5,87281.25,94218.75,101250.0,108187.5,115218.75,2006
dcs:geoId/27121,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27123,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27125,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27127,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27129,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27131,37750.0,43100.0,48500.0,53900.0,58200.0,62500.0,66850.0,71150.0,70781.25,80812.5,90937.5,101062.5,109125.0,117187.5,125343.75,133406.25,2006
dcs:geoId/27133,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27135,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27137,31200.0,35650.0,40100.0,44550.0,48100.0,51700.0,55250.0,58800.0,58500.0,66843.75,75187.5,83531.25,90187.5,96937.5,103593.75,110250.0,2006
dcs:geoId/27139,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27141,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27143,32850.0,37550.0,42250.0,46950.0,50700.0,54450.0,58200.0,61950.0,61593.75,70406.25,79218.75,88031.25,95062.5,102093.75,109125.0,116156.25,2006
dcs:geoId/27145,34600.0,39550.0,44500.0,49450.0,53400.0,57350.0,61300.0,65250.0,64875.0,74156.25,83437.5,92718.75,100125.0,107531.25,114937.5,122343.75,2006
dcs:geoId/27147,36200.0,41350.0,46550.0,51700.0,55850.0,59950.0,64100.0,68250.0,67875.0,77531.25,87281.25,96937.5,104718.75,112406.25,120187.5,127968.75,2006
dcs:geoId/27149,32150.0,36700.0,41300.0,45900.0,49550.0,53250.0,56900.0,60600.0,60281.25,68812.5,77437.5,86062.5,92906.25,99843.75,106687.5,113625.0,2006
dcs:geoId/27151,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27153,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27155,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27157,34000.0,38850.0,43700.0,48550.0,52450.0,56300.0,60200.0,64100.0,63750.0,72843.75,81937.5,91031.25,98343.75,105562.5,112875.0,120187.5,2006
dcs:geoId/27159,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27161,33550.0,38300.0,43100.0,47900.0,51750.0,55550.0,59400.0,63250.0,62906.25,71812.5,80812.5,89812.5,97031.25,104156.25,111375.0,118593.75,2006
dcs:geoId/27163,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27165,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/27167,31150.0,35600.0,40050.0,44500.0,48050.0,51600.0,55200.0,58750.0,58406.25,66750.0,75093.75,83437.5,90093.75,96750.0,103500.0,110156.25,2006
dcs:geoId/27169,33450.0,38200.0,43000.0,47750.0,51550.0,55400.0,59200.0,63050.0,62718.75,71625.0,80625.0,89531.25,96656.25,103875.0,111000.0,118218.75,2006
dcs:geoId/27171,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/27173,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/28001,20450.0,23350.0,26300.0,29200.0,31550.0,33850.0,36200.0,38550.0,38343.75,43781.25,49312.5,54750.0,59156.25,63468.75,67875.0,72281.25,2006
dcs:geoId/28003,22200.0,25350.0,28550.0,31700.0,34250.0,36750.0,39300.0,41850.0,41625.0,47531.25,53531.25,59437.5,64218.75,68906.25,73687.5,78468.75,2006
dcs:geoId/28005,20450.0,23350.0,26300.0,29200.0,31550.0,33850.0,36200.0,38550.0,38343.75,43781.25,49312.5,54750.0,59156.25,63468.75,67875.0,72281.25,2006
dcs:geoId/28007,21550.0,24650.0,27700.0,30800.0,33250.0,35750.0,38200.0,40650.0,40406.25,46218.75,51937.5,57750.0,62343.75,67031.25,71625.0,76218.75,2006
dcs:geoId/28009,20550.0,23500.0,26400.0,29350.0,31700.0,34050.0,36400.0,38750.0,38531.25,44062.5,49500.0,55031.25,59437.5,63843.75,68250.0,72656.25,2006
dcs:geoId/28011,20450.0,23350.0,26300.0,29200.0,31550.0,33850.0,36200.0,38550.0,38343.75,43781.25,49312.5,54750.0,59156.25,63468.75,67875.0,72281.25,2006
dcs:geoId/28013,22250.0,25400.0,28600.0,31750.0,34300.0,36850.0,39400.0,41900.0,41718.75,47625.0,53625.0,59531.25,64312.5,69093.75,73875.0,78562.5,2006
dcs:geoId/28015,21950.0,25100.0,28200.0,31350.0,33850.0,36400.0,38900.0,41400.0,41156.25,47062.5,52875.0,58781.25,63468.75,68250.0,72937.5,77625.0,2006
dcs:geoId/28017,22300.0,25500.0,28650.0,31850.0,34400.0,36950.0,39500.0,42050.0,41812.5,47812.5,53718.75,59718.75,64500.0,69281.25,74062.5,78843.75,2006
dcs:geoId/28019,21300.0,24300.0,27350.0,30400.0,32850.0,35250.0,37700.0,40150.0,39937.5,45562.5,51281.25,57000.0,61593.75,66093.75,70687.5,75281.25,2006
dcs:geoId/28021,20450.0,23350.0,26300.0,29200.0,31550.0,33850.0,36200.0,38550.0,38343.75,43781.25,49312.5,54750.0,59156.25,63468.75,67875.0,72281.25,2006
dcs:geoId/28023,22750.0,26000.0,29250.0,32500.0,35100.0,37700.0,40300.0,42900.0,42656.25,48750.0,54843.75,60937.5,65812.5,70687.5,75562.5,80437.5,2006
dcs:geoId/28025,20850.0,23800.0,26800.0,29750.0,32150.0,34500.0,36900.0,39250.0,39093.75,44625.0,50250.0,55781.25,60281.25,64687.5,69187.5,73593.75,2006
dcs:geoId/28027,20450.0,23350.0,26300.0,29200.0,31550.0,33850.0,36200.0,38550.0,38343.75,43781.25,49312.5,54750.0,59156.25,63468.75,67875.0,72281.25,2006
dcs:geoId/28029,29750.0,34000.0,38250.0,42500.0,45900.0,49300.0,52700.0,56100.0,55781.25,63750.0,71718.75,79687.5,86062.5,92437.5,98812.5,105187.5,2006
dcs:geoId/28031,20450.0,23350.0,26300.0,29200.0,31550.0,33850.0,36200.0,38550.0,38343.75,43781.25,49312.5,54750.0,59156.25,63468.75,67875.0,72281.25,2006
dcs:geoId/28033,32100.0,36700.0,41250.0,45850.0,49500.0,53200.0,56850.0,60500.0,60187.5,68812.5,77343.75,85968.75,92812.5,99750.0,106593.75,113437.5,2006
dcs:geoId/28035,24100.0,27500.0,30950.0,34400.0,37150.0,39900.0,42650.0,45400.0,45187.5,51562.5,58031.25,64500.0,69656.25,74812.5,79968.75,85125.0,2006
dcs:geoId/28037,20450.0,23350.0,26300.0,29200.0,31550.0,33850.0,36200.0,38550.0,38343.75,43781.25,49312.5,54750.0,59156.25,63468.75,67875.0,72281.25,2006
dcs:geoId/28039,27050.0,30900.0,34800.0,38650.0,41750.0,44850.0,47950.0,51000.0,50718.75,57937.5,65250.0,72468.75,78281.25,84093.75,89906.25,95625.0,2006
dcs:geoId/28041,21800.0,24900.0,28000.0,31100.0,33600.0,36100.0,38600.0,41100.0,40875.0,46687.5,52500.0,58312.5,63000.0,67687.5,72375.0,77062.5,2006
dcs:geoId/28043,21900.0,25050.0,28150.0,31300.0,33800.0,36300.0,38800.0,41300.0,41062.5,46968.75,52781.25,58687.5,63375.0,68062.5,72750.0,77437.5,2006
dcs:geoId/28045,26250.0,30000.0,33750.0,37500.0,40500.0,43500.0,46500.0,49550.0,49218.75,56250.0,63281.25,70312.5,75937.5,81562.5,87187.5,92906.25,2006
