fips,l80_1,l80_2,l80_3,l80_4,l80_5,l80_6,l80_7,l80_8,l150_1,l150_2,l150_3,l150_4,l150_5,l150_6,l150_7,l150_8,year
dcs:geoId/0900722490,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900726270,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900735230,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900740710,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900747080,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900747360,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900757320,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900761800,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900781680,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900901220,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900903250,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900904580,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900907310,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900914160,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900919550,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900922910,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900934950,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900935650,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900944560,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900946520,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900946940,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900947535,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900949950,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900952070,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900953890,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900954870,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900957600,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900958300,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900962290,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900967610,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900969640,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900978740,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900980070,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900982870,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900987560,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0900987700,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901106820,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901115910,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901123400,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901129910,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901133900,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901134250,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901142390,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901142600,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901143230,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901144210,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901148900,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901152350,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901155500,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901156270,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901157040,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901162150,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901166210,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901171670,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901173770,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901178600,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901180280,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901301080,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901306260,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901316400,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901317800,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901325360,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901337910,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901344910,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901369220,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901372090,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901376290,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901377830,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901378250,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901385950,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901501430,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901509190,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901512130,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901513810,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901521860,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901536000,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901540500,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901559980,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901561030,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901562710,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901567400,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901573420,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901575870,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901586790,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/0901588190,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/10001,31750.0,36300.0,40800.0,45350.0,49000.0,52600.0,56250.0,59900.0,59531.25,68062.5,76500.0,85031.25,91875.0,98625.0,105468.75,112312.5,2006
dcs:geoId/10003,40400.0,46150.0,51950.0,57700.0,62300.0,66950.0,71550.0,76150.0,75750.0,86531.25,97406.25,108187.5,116812.5,125531.25,134156.25,142781.25,2006
dcs:geoId/10005,30850.0,35300.0,39700.0,44100.0,47650.0,51150.0,54700.0,58200.0,57843.75,66187.5,74437.5,82687.5,89343.75,95906.25,102562.5,109125.0,2006
dcs:geoId/11001,41700.0,47700.0,53650.0,59600.0,64350.0,69150.0,73900.0,78650.0,78187.5,89437.5,100593.75,111750.0,120656.25,129656.25,138562.5,147468.75,2006
dcs:geoId/12001,30500.0,34900.0,39250.0,43600.0,47100.0,50600.0,54050.0,57550.0,57187.5,65437.5,73593.75,81750.0,88312.5,94875.0,101343.75,107906.25,2006
dcs:geoId/12003,29400.0,33600.0,37800.0,42000.0,45350.0,48700.0,52100.0,55450.0,55125.0,63000.0,70875.0,78750.0,85031.25,91312.5,97687.5,103968.75,2006
dcs:geoId/12005,28900.0,33050.0,37150.0,41300.0,44600.0,47900.0,51200.0,54500.0,54187.5,61968.75,69656.25,77437.5,83625.0,89812.5,96000.0,102187.5,2006
dcs:geoId/12007,26500.0,30300.0,34050.0,37850.0,40900.0,43900.0,46950.0,49950.0,49687.5,56812.5,63843.75,70968.75,76687.5,82312.5,88031.25,93656.25,2006
dcs:geoId/12009,32100.0,36700.0,41250.0,45850.0,49500.0,53200.0,56850.0,60500.0,60187.5,68812.5,77343.75,85968.75,92812.5,99750.0,106593.75,113437.5,2006
dcs:geoId/12011,33950.0,38800.0,43650.0,48500.0,52400.0,56250.0,60150.0,64000.0,63656.25,72750.0,81843.75,90937.5,98250.0,105468.75,112781.25,120000.0,2006
dcs:geoId/12013,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12015,28450.0,32500.0,36600.0,40650.0,43900.0,47150.0,50400.0,53650.0,53343.75,60937.5,68625.0,76218.75,82312.5,88406.25,94500.0,100593.75,2006
dcs:geoId/12017,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12019,33800.0,38600.0,43450.0,48250.0,52100.0,55950.0,59850.0,63700.0,63375.0,72375.0,81468.75,90468.75,97687.5,104906.25,112218.75,119437.5,2006
dcs:geoId/12021,39100.0,44700.0,50250.0,55850.0,60300.0,64800.0,69250.0,73700.0,73312.5,83812.5,94218.75,104718.75,113062.5,121500.0,129843.75,138187.5,2006
dcs:geoId/12023,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12027,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12029,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12031,33800.0,38600.0,43450.0,48250.0,52100.0,55950.0,59850.0,63700.0,63375.0,72375.0,81468.75,90468.75,97687.5,104906.25,112218.75,119437.5,2006
dcs:geoId/12033,29050.0,33200.0,37350.0,41500.0,44800.0,48150.0,51450.0,54800.0,54468.75,62250.0,70031.25,77812.5,84000.0,90281.25,96468.75,102750.0,2006
dcs:geoId/12035,31100.0,35500.0,39950.0,44400.0,47950.0,51500.0,55050.0,58600.0,58312.5,66562.5,74906.25,83250.0,89906.25,96562.5,103218.75,109875.0,2006
dcs:geoId/12037,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12039,32750.0,37450.0,42100.0,46800.0,50550.0,54300.0,58050.0,61800.0,61406.25,70218.75,78937.5,87750.0,94781.25,101812.5,108843.75,115875.0,2006
dcs:geoId/12041,30500.0,34900.0,39250.0,43600.0,47100.0,50600.0,54050.0,57550.0,57187.5,65437.5,73593.75,81750.0,88312.5,94875.0,101343.75,107906.25,2006
dcs:geoId/12043,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12045,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12047,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12049,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12051,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12053,30450.0,34800.0,39150.0,43500.0,47000.0,50450.0,53950.0,57400.0,57093.75,65250.0,73406.25,81562.5,88125.0,94593.75,101156.25,107625.0,2006
dcs:geoId/12055,25850.0,29500.0,33200.0,36900.0,39850.0,42800.0,45750.0,48700.0,48468.75,55312.5,62250.0,69187.5,74718.75,80250.0,85781.25,91312.5,2006
dcs:geoId/12057,30450.0,34800.0,39150.0,43500.0,47000.0,50450.0,53950.0,57400.0,57093.75,65250.0,73406.25,81562.5,88125.0,94593.75,101156.25,107625.0,2006
dcs:geoId/12059,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12061,31100.0,35500.0,39950.0,44400.0,47950.0,51500.0,55050.0,58600.0,58312.5,66562.5,74906.25,83250.0,89906.25,96562.5,103218.75,109875.0,2006
dcs:geoId/12063,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12065,32750.0,37450.0,42100.0,46800.0,50550.0,54300.0,58050.0,61800.0,61406.25,70218.75,78937.5,87750.0,94781.25,101812.5,108843.75,115875.0,2006
dcs:geoId/12067,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12069,32150.0,36700.0,41300.0,45900.0,49550.0,53250.0,56900.0,60600.0,60281.25,68812.5,77437.5,86062.5,92906.25,99843.75,106687.5,113625.0,2006
dcs:geoId/12071,31350.0,35850.0,40300.0,44800.0,48400.0,51950.0,55550.0,59150.0,58781.25,67218.75,75562.5,84000.0,90750.0,97406.25,104156.25,110906.25,2006
dcs:geoId/12073,32750.0,37450.0,42100.0,46800.0,50550.0,54300.0,58050.0,61800.0,61406.25,70218.75,78937.5,87750.0,94781.25,101812.5,108843.75,115875.0,2006
dcs:geoId/12075,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12077,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12079,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12081,32700.0,37350.0,42050.0,46700.0,50450.0,54150.0,57900.0,61650.0,61312.5,70031.25,78843.75,87562.5,94593.75,101531.25,108562.5,115593.75,2006
dcs:geoId/12083,25150.0,28700.0,32300.0,35900.0,38750.0,41650.0,44500.0,47400.0,47156.25,53812.5,60562.5,67312.5,72656.25,78093.75,83437.5,88875.0,2006
dcs:geoId/12085,30600.0,34950.0,39350.0,43700.0,47200.0,50700.0,54200.0,57700.0,57375.0,65531.25,73781.25,81937.5,88500.0,95062.5,101625.0,108187.5,2006
dcs:geoId/12086,31300.0,35750.0,40250.0,44700.0,48300.0,51850.0,55450.0,59000.0,58687.5,67031.25,75468.75,83812.5,90562.5,97218.75,103968.75,110625.0,2006
dcs:geoId/12087,34150.0,39050.0,43900.0,48800.0,52700.0,56600.0,60500.0,64400.0,64031.25,73218.75,82312.5,91500.0,98812.5,106125.0,113437.5,120750.0,2006
dcs:geoId/12089,33800.0,38600.0,43450.0,48250.0,52100.0,55950.0,59850.0,63700.0,63375.0,72375.0,81468.75,90468.75,97687.5,104906.25,112218.75,119437.5,2006
dcs:geoId/12091,32400.0,37000.0,41650.0,46250.0,49950.0,53650.0,57350.0,61050.0,60750.0,69375.0,78093.75,86718.75,93656.25,100593.75,107531.25,114468.75,2006
dcs:geoId/12093,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12095,32150.0,36700.0,41300.0,45900.0,49550.0,53250.0,56900.0,60600.0,60281.25,68812.5,77437.5,86062.5,92906.25,99843.75,106687.5,113625.0,2006
dcs:geoId/12097,32150.0,36700.0,41300.0,45900.0,49550.0,53250.0,56900.0,60600.0,60281.25,68812.5,77437.5,86062.5,92906.25,99843.75,106687.5,113625.0,2006
dcs:geoId/12099,36050.0,41200.0,46350.0,51500.0,55600.0,59750.0,63850.0,68000.0,67593.75,77250.0,86906.25,96562.5,104250.0,112031.25,119718.75,127500.0,2006
dcs:geoId/12101,30450.0,34800.0,39150.0,43500.0,47000.0,50450.0,53950.0,57400.0,57093.75,65250.0,73406.25,81562.5,88125.0,94593.75,101156.25,107625.0,2006
dcs:geoId/12103,30450.0,34800.0,39150.0,43500.0,47000.0,50450.0,53950.0,57400.0,57093.75,65250.0,73406.25,81562.5,88125.0,94593.75,101156.25,107625.0,2006
dcs:geoId/12105,27700.0,31700.0,35650.0,39600.0,42750.0,45950.0,49100.0,52250.0,51937.5,59437.5,66843.75,74250.0,80156.25,86156.25,92062.5,97968.75,2006
dcs:geoId/12107,24700.0,28250.0,31750.0,35300.0,38100.0,40950.0,43750.0,46600.0,46312.5,52968.75,59531.25,66187.5,71437.5,76781.25,82031.25,87375.0,2006
dcs:geoId/12109,33800.0,38600.0,43450.0,48250.0,52100.0,55950.0,59850.0,63700.0,63375.0,72375.0,81468.75,90468.75,97687.5,104906.25,112218.75,119437.5,2006
dcs:geoId/12111,30600.0,34950.0,39350.0,43700.0,47200.0,50700.0,54200.0,57700.0,57375.0,65531.25,73781.25,81937.5,88500.0,95062.5,101625.0,108187.5,2006
dcs:geoId/12113,29050.0,33200.0,37350.0,41500.0,44800.0,48150.0,51450.0,54800.0,54468.75,62250.0,70031.25,77812.5,84000.0,90281.25,96468.75,102750.0,2006
